ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
573;Blaaksedijk;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Blaaksedijk                ;3211
574;Blaarthem;772;Eindhoven                  ;113;Eindhoven                               ;30;NB. ;nee;nee;Blaarthem                  ;4098
575;Bladel;1728;Bladel                     ;116;Kempenland                              ;30;NB. ;ja ;ja ;Bladel                     ;6156
576;Blanken;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Blanken                    ;5835
577;Blankenberg;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Blankenberg                ;5022
578;Blankenham;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Blankenham                 ;1360
579;Blaricum;376;Blaricum                   ;67;Overige gemeenten in het Gooi           ;27;NH. ;ja ;ja ;Blaricum                   ;2550
580;175;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;nee;nee;Blauw                      ;175
581;Blauwe Hand;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Blauwe Hand                ;1361
582;Blauwe Sluis;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee;Blauwe Sluis               ;4463
583;Blauwenhoek;1702;Sint Anthonis              ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Blauwenhoek                ;5974
584;Blauwesluis;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Blauwesluis                ;3537
585;Blauwewijk;664;Goes                       ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Blauwewijk                 ;3521
586;Blauwhuis;683;Wymbritseradiel            ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Blauwhuis                  ;3600
587;Blauwkapel;310;De Bilt                    ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Blauwkapel                 ;2253
588;542;59;Achtkarspelen              ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Blauwverlaat               ;542
589;Blazekop;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Blazekop                   ;3501
590;Bleijenbeek;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Bleijenbeek                ;4777
591;Bleijerheide;928;Kerkrade                   ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Bleijerheide               ;4940
592;Bleiswijk;495;Bleiswijk                  ;83;Midden Zuid-Holland                     ;28;ZH. ;ja ;ja ;Bleiswijk                  ;2978
593;233;37;Stadskanaal                ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Blekslage                  ;233
594;Blerick;983;Venlo                      ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Blerick                    ;5237
595;826;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Blesdijke                  ;826
596;827;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Blesdijkerveld             ;827
597;Bleskensgraaf;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;ja ;nee;Bleskensgraaf              ;3690
598;828;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Blesse, De                 ;828
599;711;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Blessum                    ;711
600;Blijdenstein;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Blijdenstein               ;5836
601;Blije;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Blije                      ;6090
602;22;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Blijham                    ;22
603;599;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Blijnse, De                ;599
604;Blikhalm;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Blikhalm                   ;4041
605;Blikkenburg;355;Zeist                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Blikkenburg                ;2422
606;Blitterswijck;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Blitterswijck              ;5317
607;Bloemberg;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Bloemberg                  ;5837
608;Bloemendaal;377;Bloemendaal                ;61;Overige gemeenten Zuid-Kennemerland     ;27;NH. ;ja ;ja ;Bloemendaal                ;2554
609;Bloemendaal;513;Gouda                      ;74;Gouda en omstreken                      ;28;ZH. ;nee;nee;Bloemendaal                ;3030
610;Bloemendalerpolder;457;Weesp                      ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Bloemendalerpolder         ;2813
611;Blokhuiswetering;313;Bunschoten                 ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Blokhuiswetering           ;2277
612;Blokhuizen;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Blokhuizen                 ;2683
613;Blokker;405;Hoorn                      ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Blokker                    ;2677
614;Blokker;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Blokker                    ;3755
615;Blokland;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Blokland                   ;3874
616;Blokland;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Blokland                   ;2352
617;44;9;Ten Boer                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Blokum                     ;44
618;Blokzijl;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Blokzijl                   ;1362
619;439;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;nee;ja ;Boarnsterhim               ;439
620;Bobeldijk;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Bobeldijk                  ;3136
621;Bocholtz;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;ja ;nee;Bocholtz                   ;5179
622;Bocholtzerheide;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Bocholtzerheide            ;5180
623;Bocht, De;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee;Bocht, De                  ;4464
624;Boddenkamp;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Boddenkamp                 ;1113
625;Bodegraven;497;Bodegraven                 ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;ja ;ja ;Bodegraven                 ;2980
626;Boeiink;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee;Boeiink                    ;5647
627;Boeimeer;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Boeimeer                   ;4016
628;Boekel;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;ja ;ja ;Boekel                     ;3974
629;Boekelo;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Boekelo                    ;1114
630;829;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Boekelte                   ;829
631;Boekend;983;Venlo                      ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Boekend                    ;5238
632;Boekend;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Boekend                    ;5425
633;Boeket;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Boeket                     ;5088
634;727;85;Ooststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Boekhorst                  ;727
635;543;59;Achtkarspelen              ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Boelenslaan                ;543
636;600;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Boer                       ;600
637;Boer, De;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Boer, De                   ;4292
638;45;9;Ten Boer                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;ja ;Boer, Ten                  ;45
639;217;25;Marum                      ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Boerakker                  ;217
640;Boerdonk;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Boerdonk                   ;4561
641;Boerelaan;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;nee;nee;Boerelaan                  ;5901
642;Boerengat;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Boerengat                  ;3804
643;Boerenhol;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;nee;nee;Boerenhol                  ;3662
644;176;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;nee;nee;Boerenstreek               ;176
645;Boerhaar;174;Olst                       ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Boerhaar                   ;1285
646;Boeschoten;203;Barneveld                  ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Boeschoten                 ;1570
647;Boesingheliede;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Boesingheliede             ;2607
648;Boetele;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Boetele                    ;1323
649;830;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Boijl                      ;830
650;831;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Boijlerveld                ;831
651;Bokhoven;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Bokhoven                   ;4199
652;440;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Bokkum                     ;440
653;Boksheide;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Boksheide                  ;4078
654;712;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Boksum                     ;712
655;Bokt;848;Son en Breugel             ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Bokt                       ;4447
656;Bolberg;784;Gilze en Rijen             ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Bolberg                    ;4147
657;Bolberg;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Bolberg                    ;4017
658;Bolenberg;983;Venlo                      ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Bolenberg                  ;5239
659;Bolgarijen;620;Vianen                     ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee;Bolgarijen                 ;3364
660;Bolhaar;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Bolhaar                    ;1115
661;Bolkshoek;141;Almelo                     ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Bolkshoek                  ;1047
662;Bollebieste;193;Zwolle                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Bollebieste                ;1450
663;Bollendorp;399;Heiloo                     ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Bollendorp                 ;2660
664;504;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Bollingawier               ;504
665;Bolnes;597;Ridderkerk                 ;87;Oostelijk IJsselmonde                   ;28;ZH. ;nee;nee;Bolnes                     ;3272
666;413;53;Winsum                     ;6;Groninger centrale Weidestreek          ;20;Gr. ;nee;nee;Bolshuizen                 ;413
667;Bolst;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Bolst                      ;4562
668;579;64;Bolsward                   ;10;Fries weidegebied                       ;21;F.  ;ja ;ja ;Bolsward                   ;579
669;Bolt, De;786;Grave                      ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Bolt, De                   ;4169
670;Bommel, Den;580;Oostflakkee                ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;nee;Bommel, Den                ;3200
671;Bommerig;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Bommerig                   ;6176
672;Bong;885;Arcen en Velden            ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Bong                       ;4742
673;Bong;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Bong                       ;4980
674;Bongier;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Bongier                    ;1002
675;505;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Bonifaciusbuurt            ;505
676;Bonnen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Bonnen                     ;5722
677;Bonnerveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Bonnerveen                 ;5723
678;Bonrepas;623;Vlist                      ;75;Krimpenerwaard                          ;28;ZH. ;nee;nee;Bonrepas                   ;3378
679;601;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Bontebak                   ;601
680;635;74;Heerenveen                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Bontebok                   ;635
681;Bontemorgen;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Bontemorgen                ;1643
682;Boom;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Boom                       ;2305
