ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
3172;Leerdam;545;Leerdam                    ;78;Vijfheerenlanden                        ;28;ZH. ;ja ;ja ;Leerdam                    ;3101
3173;201;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Leermens                   ;201
3174;Leersum;326;Leersum                    ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;ja ;Leersum                    ;2302
3175;Leesten;291;Warnsveld                  ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Leesten                    ;2109
3176;Leeuw;951;Nuth                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Leeuw                      ;5121
3177;674;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;ja ;ja ;Leeuwarden                 ;674
3178;690;81;Leeuwarderadeel            ;12;Friese bouwstreek                       ;21;F.  ;nee;ja ;Leeuwarderadeel            ;690
3179;Leeuwen;889;Beesel                     ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Leeuwen                    ;4767
3180;Leeuwen;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Leeuwen                    ;5140
3181;Leeuwte;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Leeuwte                    ;5855
3182;740;85;Ooststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Legeduurswolde             ;740
3183;375;51;Skarsterlân                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Legemeer                   ;375
3184;Legert;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Legert                     ;5322
3185;Leggeloo;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Leggeloo                   ;5950
3186;Legh;1723;Alphen-Chaam               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Legh                       ;6126
3187;Leiden;546;Leiden                     ;70;Leiden                                  ;28;ZH. ;ja ;ja ;Leiden                     ;3108
3188;Leiderdorp;547;Leiderdorp                 ;71;Randgebied Leiden                       ;28;ZH. ;ja ;ja ;Leiderdorp                 ;3111
3189;Leidschendam;548;Leidschendam               ;80;Randgebied 's-Gravenhage                ;28;ZH. ;ja ;ja ;Leidschendam               ;3113
3190;Leijen;180;Staphorst                  ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Leijen                     ;1349
3191;Leijenbroek;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Leijenbroek                ;6340
3192;Leijenburg;518;'s-Gravenhage              ;79;'s-Gravenhage                           ;28;ZH. ;nee;nee;Leijenburg                 ;3043
3193;Leimuiden;645;Jacobswoude                ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;ja ;nee;Leimuiden                  ;3457
3194;Leimuiderbrug;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Leimuiderbrug              ;2615
3195;Lekdijk;306;Amerongen                  ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Lekdijk                    ;2219
3196;Lekkerkerk;643;Nederlek                   ;75;Krimpenerwaard                          ;28;ZH. ;ja ;nee;Lekkerkerk                 ;3446
3197;452;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Lekkerterp                 ;452
3198;675;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;ja ;nee;Lekkum                     ;675
3199;52;9;Ten Boer                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Lellens                    ;52
3200;Lelystad;995;Lelystad                   ;129;Zuidelijke IJsselmeerpolders            ;24;Fle.;ja ;ja ;Lelystad                   ;5355
3201;Lemel;1728;Bladel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Lemel                      ;6168
3202;Lemele;175;Ommen                      ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Lemele                     ;1313
3203;Lemelerveld;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Lemelerveld                ;1069
3204;Lemiers;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Lemiers                    ;5227
3205;703;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Lemmer                     ;703
3206;Lemmerveld;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Lemmerveld                 ;1328
3207;Lemselo;173;Oldenzaal                  ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Lemselo                    ;1282
3208;704;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;nee;ja ;Lemsterland                ;704
3209;Lengel;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;ja ;nee;Lengel                     ;1608
3210;Lennisheuvel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Lennisheuvel               ;4005
3211;Lent;268;Nijmegen                   ;39;Nijmegen                                ;25;Gld.;ja ;nee;Lent                       ;1969
3212;Lenthe;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Lenthe                     ;1070
3213;Lepelstraat;748;Bergen op Zoom             ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;ja ;nee;Lepelstraat                ;3957
3214;Lerop;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Lerop                      ;5704
3215;30;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Lethe, De                  ;30
3216;183;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Lettelbert                 ;183
3217;Lettele;150;Deventer                   ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Lettele                    ;1101
3218;Leuken;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Leuken                     ;4787
3219;Leuken;988;Weert                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Leuken                     ;5309
3220;Leunen;984;Venray                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Leunen                     ;5265
3221;Leur;777;Etten-Leur                 ;104;Gebied om Breda                         ;30;NB. ;nee;nee;Leur                       ;4129
3222;Leur;296;Wijchen                    ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee;Leur                       ;2149
3223;Leurke;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Leurke                     ;3978
3224;Leusbroek;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Leusbroek                  ;2307
3225;Leusden;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;ja ;ja ;Leusden                    ;2308
3226;Leutes;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Leutes                     ;1655
3227;Leuth;282;Ubbergen                   ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee;Leuth                      ;2070
3228;Leutingewolde;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Leutingewolde              ;5909
3229;Leuvenheim;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;ja ;nee;Leuvenheim                 ;1635
3230;Leuvenum;233;Ermelo                     ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Leuvenum                   ;1789
3231;Leveroij;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Leveroij                   ;5100
3232;Lewedorp;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Lewedorp                   ;3515
3233;Lexmond;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;ja ;nee;Lexmond                    ;3741
3234;Leye, De;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Leye, De                   ;6101
3235;Leyen, De;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Leyen, De                  ;2691
3236;Lhee;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Lhee                       ;5951
3237;Lheebroek;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Lheebroek                  ;5952
3238;Libeek;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Libeek                     ;5031
3239;Lichtaard;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Lichtaard                  ;6102
3240;Lichtenberg;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Lichtenberg                ;2233
3241;Lichtenberg;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;nee;nee;Lichtenberg                ;2134
3242;Lichtenvoorde;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;ja ;Lichtenvoorde              ;1889
3243;Liemeer;1673;Liemeer                    ;72;Noordelijke veenstreek in Zuid-Holland  ;28;ZH. ;nee;ja ;Liemeer                    ;5639
3244;Liempde;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee;Liempde                    ;4006
3245;Lienden;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Lienden                    ;1656
3246;Lier, De;552;De Lier                    ;81;Westland                                ;28;ZH. ;ja ;ja ;Lier, De                   ;3117
3247;Lierderholthuis;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Lierderholthuis            ;1329
3248;Lieren;200;Apeldoorn                  ;33;Apeldoorn                               ;25;Gld.;ja ;nee;Lieren                     ;1525
3249;Lierop;847;Someren                    ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Lierop                     ;4441
3250;818;93;Terschelling               ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee;Lies                       ;818
3251;Lies;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Lies                       ;4028
3252;Lieseind;844;Schijndel                  ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Lieseind                   ;4396
3253;Lieshout;1659;Laarbeek                   ;115;Industriegebied Helmond                 ;30;NB. ;ja ;nee;Lieshout                   ;5512
3254;Liessel;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Liessel                    ;4051
3255;Liesveld;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;ja ;Liesveld                   ;3706
3256;Lievelde;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Lievelde                   ;1890
3257;Lievendaal;772;Eindhoven                  ;113;Eindhoven                               ;30;NB. ;nee;nee;Lievendaal                 ;4109
3258;Lieveren;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Lieveren                   ;5910
3259;Lieving;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Lieving                    ;6266
3260;Lijnden;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Lijnden                    ;2616
3261;Lijnden;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Lijnden                    ;6296
3262;Lijndonk;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Lijndonk                   ;4029
3263;Limbricht;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Limbricht                  ;6341
3264;Limmel;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee;Limmel                     ;5005
3265;Limmen;418;Limmen                     ;55;Noord-Kennemerland                      ;27;NH. ;ja ;ja ;Limmen                     ;2719
3266;Linde;286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Linde                      ;2096
3267;Linde;186;Vriezenveen                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Linde                      ;1426
3268;835;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Linde                      ;835
3269;Linde;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Linde                      ;5856
3270;Linde;150;Deventer                   ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Linde                      ;1102
3271;Linden;1684;Cuijk                      ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Linden                     ;5805
3272;Lindenheuvel;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Lindenheuvel               ;6342
3273;Lingewaal;733;Lingewaal                  ;38;Westelijke Betuwe                       ;25;Gld.;nee;ja ;Lingewaal                  ;3867
3274;Lingewijk;512;Gorinchem                  ;76;Industriegebied Alblasserwaard          ;28;ZH. ;nee;nee;Lingewijk                  ;3029
3275;Lingsfort;885;Arcen en Velden            ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Lingsfort                  ;4746
3276;Linne;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Linne                      ;4972
3277;Linschoten;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;ja ;nee;Linschoten                 ;2355
3278;Lintelo;197;Aalten                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Lintelo                    ;1501
3279;Lintvelde;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Lintvelde                  ;1750
3280;520;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Lioessens                  ;520
3281;Lions;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Lions                      ;1019
3282;770;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Lippenhuizen               ;770
3283;Lisse;553;Lisse                      ;68;Zuidhollandse Bollenstreek              ;28;ZH. ;ja ;ja ;Lisse                      ;3123
3284;Lisserbroek;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Lisserbroek                ;2617
3285;Lith;808;Lith                       ;111;Maaskant                                ;30;NB. ;ja ;ja ;Lith                       ;4260
3286;Lithoijen;808;Lith                       ;111;Maaskant                                ;30;NB. ;ja ;nee;Lithoijen                  ;4261
3287;Littenseradiel;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;ja ;Littenseradiel             ;1020
3288;Lobben, De;321;Houten                     ;45;Utrechts Kromme Rijngebied              ;26;U.  ;nee;nee;Lobben, De                 ;2293
3289;Lobith;196;Rijnwaarden                ;26;De Lijmers                              ;25;Gld.;ja ;nee;Lobith                     ;1488
3290;Lobrink;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Lobrink                    ;1774
3291;Lochem;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;ja ;Lochem                     ;1905
3292;Locht (ged.);928;Kerkrade                   ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Locht (ged.)               ;4953
3293;Locht (ged.);917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Locht (ged.)               ;4870
3294;Locht, De;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Locht, De                  ;5441
3295;Lochtenburg;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee;Lochtenburg                ;6030
3296;Lochuizen;266;Neede                      ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Lochuizen                  ;1941
3297;Loenen;200;Apeldoorn                  ;33;Apeldoorn                               ;25;Gld.;ja ;nee;Loenen                     ;1526
3298;Loenen;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;ja ;Loenen                     ;2313
3299;Loenen aan de Vecht;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee;Loenen aan de Vecht        ;2314
3300;Loenersloot;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee;Loenersloot                ;2315
3301;Loerbeek;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;ja ;nee;Loerbeek                   ;1609
3302;Loeswijk;814;Mierlo                     ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Loeswijk                   ;4289
3303;Loete;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Loete                      ;5631
3304;Logt;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Logt                       ;3979
3305;Logt, De;824;Oisterwijk                 ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Logt, De                   ;4334
3306;Loil;218;Didam                      ;26;De Lijmers                              ;25;Gld.;nee;nee;Loil                       ;1678
3307;Lollum;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Lollum                     ;3787
3308;Lombok;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Lombok                     ;1553
3309;Lomm;885;Arcen en Velden            ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Lomm                       ;4747
3310;Longerhouw;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Longerhouw                 ;3788
3311;Lonneker;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Lonneker                   ;1130
3312;Loo;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Loo                        ;4907
3313;Loo;144;Bathmen                    ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Loo                        ;1054
3314;Loo;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Loo                        ;1751
3315;Loo;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Loo                        ;4536
3316;Loo;226;Duiven                     ;26;De Lijmers                              ;25;Gld.;ja ;nee;Loo                        ;1710
3317;Loo;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;nee;nee;Loo                        ;6144
3318;912;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Loo                        ;912
3319;Loo, 't;269;Oldebroek                  ;32;IJsselmeerkust                          ;25;Gld.;ja ;nee;Loo, 't                    ;1985
3320;Loo, Het;200;Apeldoorn                  ;33;Apeldoorn                               ;25;Gld.;nee;nee;Loo, Het                   ;1527
3321;Loofaert, De;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Loofaert, De               ;4414
3322;Looieind;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Looieind                   ;4581
3323;Looierheide;907;Gennep                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Looierheide                ;4839
3324;Look;178;Rijssen                    ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Look                       ;1340
3325;Look, 't;861;Veldhoven                  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Look, 't                   ;4598
3326;Loon;866;Waalre                     ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Loon                       ;4622
3327;881;106;Assen                      ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Loon                       ;881
3328;Loon op Zand;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;ja ;ja ;Loon op Zand               ;4277
3329;Loons Hoekje;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Loons Hoekje               ;4278
3330;Loopers Kapelle;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                      ;29;Z.  ;nee;nee;Loopers Kapelle            ;5684
3331;Loosbroek;1721;Bernheze                   ;111;Maaskant                                ;30;NB. ;ja ;nee;Loosbroek                  ;6082
3332;Loosdorp;545;Leerdam                    ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee;Loosdorp                   ;3102
3333;Loosdrecht;330;Loosdrecht                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;ja ;Loosdrecht                 ;2324
3334;Loosdrechtse Bos;402;Hilversum                  ;66;Hilversum                               ;27;NH. ;nee;nee;Loosdrechtse Bos           ;2674
3335;Loosduinen;518;'s-Gravenhage              ;79;'s-Gravenhage                           ;28;ZH. ;nee;nee;Loosduinen                 ;3044
3336;Looveer;206;Bemmel                     ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Looveer                    ;1598
3337;Loozen;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Loozen                     ;1194
3338;Lopik;331;Lopik                      ;49;Utrechts weidegebied                    ;26;U.  ;ja ;ja ;Lopik                      ;2333
3339;Lopikerkapel;331;Lopik                      ;49;Utrechts weidegebied                    ;26;U.  ;ja ;nee;Lopikerkapel               ;2334
3340;202;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;ja ;Loppersum                  ;202
3341;79;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;ja ;nee;Losdorp                    ;79
3342;Losser;168;Losser                     ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;ja ;Losser                     ;1265
3343;Lottum;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Lottum                     ;5373
3344;Loven;855;Tilburg                    ;107;Tilburg                                 ;30;NB. ;nee;nee;Loven                      ;4514
3345;Lovendaal;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Lovendaal                  ;5374
3346;Loveren;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;nee;nee;Loveren                    ;6145
3347;Loveren;744;Baarle-Nassau              ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Loveren                    ;3946
3348;808;91;Sneek                      ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Loënga                     ;808
3349;Lubbinge;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Lubbinge                   ;5857
3350;220;25;Marum                      ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Lucaswolde                 ;220
3351;Lucht, Ter;555;Maasland                   ;81;Westland                                ;28;ZH. ;nee;nee;Lucht, Ter                 ;3128
3352;Luchthaven Schiphol;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Luchthaven Schiphol        ;2618
3353;Luchthaven Zuid-Limburg;888;Beek                       ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Luchthaven Zuid-Limburg    ;4760
3354;286;40;Slochteren                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;ja ;nee;Luddeweer                  ;286
3355;643;74;Heerenveen                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Luinjeberd                 ;643
3356;Luissel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Luissel                    ;4007
3357;166;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Lula                       ;166
3358;Lunen;296;Wijchen                    ;40;Gebied om Nijmegen                      ;25;Gld.;nee;nee;Lunen                      ;2150
3359;Lunetten;865;Vught                      ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Lunetten                   ;4612
3360;Lunteren;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;ja ;nee;Lunteren                   ;1732
3361;Luntershoek;675;Hontenisse                 ;100;Overige gem.  Oost-Zeeuwsch-Vlaanderen  ;29;Z.  ;nee;nee;Luntershoek                ;3560
3362;Lutjebroek;532;Stede Broec                ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Lutjebroek                 ;3084
3363;129;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Lutjegast                  ;129
3364;615;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Lutjelollum                ;615
3365;31;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Lutjeloo                   ;31
3366;203;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Lutjewijtwerd              ;203
3367;Lutjewinkel;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;ja ;nee;Lutjewinkel                ;2692
3368;554;59;Achtkarspelen              ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Lutkepost                  ;554
3369;Lutkewierum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Lutkewierum                ;1021
3370;146;17;Haren                      ;8;Randgebied stad Groningen               ;20;Gr. ;nee;nee;Lutsborg                   ;146
3371;Lutte, De;168;Losser                     ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Lutte, De                  ;1266
3372;Luttelgeest;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Luttelgeest                ;1276
3373;Lutten;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Lutten                     ;1195
3374;Luttenberg;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Luttenberg                 ;1330
3375;Lutterade;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Lutterade                  ;6343
3376;Lutterveld;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Lutterveld                 ;1657
3377;771;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Luxwoude                   ;771
3378;Luyksgestel;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;ja ;nee;Luyksgestel                ;6146
3379;Lytse Geast, De;737;Tytsjerksteradiel          ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Lytse Geast, De            ;3902
3380;Lytshuzen;683;Wymbritseradiel            ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Lytshuzen                  ;3615
3381;Maalbroek;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Maalbroek                  ;5141
3382;Maaldrift;629;Wassenaar                  ;80;Randgebied 's-Gravenhage                ;28;ZH. ;nee;nee;Maaldrift                  ;3399
3383;Maarheeze;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;ja ;nee;Maarheeze                  ;6005
3384;423;53;Winsum                     ;6;Groninger centrale Weidestreek          ;20;Gr. ;nee;nee;Maarhuizen                 ;423
3385;Maarland;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Maarland                   ;4826
3386;Maarn;332;Maarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;ja ;Maarn                      ;2341
3387;Maarsbergen;332;Maarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Maarsbergen                ;2342
3388;239;37;Stadskanaal                ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Maarsch, Ter               ;239
3389;Maarssen;333;Maarssen                   ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;ja ;Maarssen                   ;2344
