ID;LeeftijdMoederOp31December;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
1425;44 jaar;2059;225;33;31;75;87;0.00221;0.00033;0.0003;0.00073;0.00085
1426;45 jaar;2014;201;55;63;40;43;0.00152;0.00042;0.00048;0.0003;0.00032
1427;45 jaar;2015;182;47;62;37;37;0.0014;0.00036;0.00048;0.00028;0.00028
1428;45 jaar;2016;256;89;47;35;85;0.00206;0.00072;0.00038;0.00028;0.00069
1429;45 jaar;2017;116;25;52;34;4;0.00097;0.00021;0.00044;0.00029;3e-05
1430;45 jaar;2018;180;35;42;35;68;0.00163;0.00031;0.00038;0.00032;0.00062
1431;45 jaar;2019;124;19;42;31;32;0.00117;0.00018;0.0004;0.00029;0.0003
1432;45 jaar;2020;125;30;32;31;32;0.00123;0.0003;0.00031;0.0003;0.00032
1433;45 jaar;2021;165;27;32;33;73;0.00165;0.00027;0.00032;0.00033;0.00073
1434;45 jaar;2022;145;25;32;31;57;0.00146;0.00025;0.00033;0.00031;0.00057
1435;45 jaar;2023;146;22;34;34;56;0.00145;0.00022;0.00033;0.00033;0.00056
1436;45 jaar;2024;136;23;32;32;50;0.00136;0.00023;0.00032;0.00032;0.0005
1437;45 jaar;2025;145;26;30;34;55;0.0014;0.00025;0.00029;0.00033;0.00053
1438;45 jaar;2026;148;25;30;33;59;0.00145;0.00024;0.0003;0.00033;0.00058
1439;45 jaar;2027;139;24;29;32;54;0.0014;0.00024;0.00029;0.00032;0.00055
1440;45 jaar;2028;138;23;29;32;53;0.0014;0.00024;0.0003;0.00032;0.00054
1441;45 jaar;2029;140;24;29;33;54;0.00139;0.00024;0.00028;0.00033;0.00054
1442;45 jaar;2030;144;25;29;34;56;0.0014;0.00024;0.00029;0.00033;0.00055
1443;45 jaar;2031;149;25;31;34;58;0.00141;0.00024;0.0003;0.00033;0.00055
1444;45 jaar;2032;148;25;31;34;57;0.00141;0.00024;0.0003;0.00033;0.00055
1445;45 jaar;2033;148;25;31;34;57;0.0014;0.00024;0.00029;0.00033;0.00055
1446;45 jaar;2034;150;26;31;35;58;0.0014;0.00024;0.00029;0.00033;0.00055
1447;45 jaar;2035;155;26;32;36;60;0.00141;0.00024;0.00029;0.00033;0.00055
1448;45 jaar;2036;156;27;33;36;61;0.00141;0.00024;0.0003;0.00033;0.00055
1449;45 jaar;2037;154;26;32;36;60;0.00141;0.00024;0.0003;0.00033;0.00055
1450;45 jaar;2038;154;26;32;36;60;0.00141;0.00024;0.00029;0.00033;0.00055
1451;45 jaar;2039;154;26;32;36;60;0.00141;0.00024;0.00029;0.00033;0.00055
1452;45 jaar;2040;151;26;32;35;59;0.00141;0.00024;0.00029;0.00033;0.00055
1453;45 jaar;2041;150;26;31;35;58;0.00141;0.00024;0.00029;0.00033;0.00055
1454;45 jaar;2042;152;26;32;35;59;0.00141;0.00024;0.00029;0.00033;0.00055
1455;45 jaar;2043;156;27;33;36;61;0.00141;0.00024;0.00029;0.00033;0.00055
1456;45 jaar;2044;157;27;33;36;61;0.00141;0.00024;0.00029;0.00033;0.00055
1457;45 jaar;2045;161;27;34;37;63;0.00141;0.00024;0.00029;0.00033;0.00055
1458;45 jaar;2046;159;27;33;37;62;0.00141;0.00024;0.00029;0.00033;0.00055
1459;45 jaar;2047;157;27;33;37;61;0.00141;0.00024;0.00029;0.00033;0.00055
1460;45 jaar;2048;157;27;33;36;61;0.00141;0.00024;0.00029;0.00033;0.00055
1461;45 jaar;2049;153;26;32;35;59;0.00141;0.00024;0.00029;0.00033;0.00055
1462;45 jaar;2050;149;25;31;34;58;0.00141;0.00024;0.00029;0.00033;0.00055
1463;45 jaar;2051;147;25;31;34;57;0.00141;0.00024;0.00029;0.00033;0.00055
1464;45 jaar;2052;146;25;30;34;57;0.00141;0.00024;0.00029;0.00033;0.00055
1465;45 jaar;2053;147;25;31;34;57;0.00141;0.00024;0.00029;0.00033;0.00055
1466;45 jaar;2054;147;25;31;34;57;0.00141;0.00024;0.00029;0.00033;0.00055
1467;45 jaar;2055;147;25;31;34;57;0.00141;0.00024;0.00029;0.00033;0.00055
1468;45 jaar;2056;144;25;30;33;56;0.00141;0.00024;0.00029;0.00033;0.00055
1469;45 jaar;2057;141;24;30;33;55;0.00141;0.00024;0.00029;0.00033;0.00055
1470;45 jaar;2058;139;24;29;32;54;0.00141;0.00024;0.00029;0.00033;0.00055
1471;45 jaar;2059;141;24;30;33;55;0.00141;0.00024;0.00029;0.00033;0.00055
1472;46 jaar;2014;87;36;23;6;22;0.00069;0.00029;0.00018;4e-05;0.00017
1473;46 jaar;2015;81;34;24;8;15;0.00061;0.00026;0.00018;6e-05;0.00011
1474;46 jaar;2016;83;24;34;9;17;0.00064;0.00018;0.00026;7e-05;0.00013
1475;46 jaar;2017;149;50;20;9;71;0.0012;0.0004;0.00016;7e-05;0.00057
1476;46 jaar;2018;47;15;23;9;0;0.00039;0.00012;0.0002;7e-05;0.0
1477;46 jaar;2019;96;19;22;7;48;0.00087;0.00017;0.0002;6e-05;0.00043
1478;46 jaar;2020;60;19;21;5;15;0.00057;0.00018;0.0002;5e-05;0.00014
1479;46 jaar;2021;62;23;15;7;18;0.00061;0.00022;0.00014;7e-05;0.00017
1480;46 jaar;2022;86;18;17;7;44;0.00086;0.00018;0.00017;7e-05;0.00044
1481;46 jaar;2023;68;16;18;6;27;0.00068;0.00016;0.00018;6e-05;0.00027
1482;46 jaar;2024;71;17;18;6;30;0.00071;0.00017;0.00018;6e-05;0.0003
1483;46 jaar;2025;68;18;17;6;27;0.00068;0.00018;0.00017;6e-05;0.00027
1484;46 jaar;2026;73;19;17;7;30;0.00071;0.00018;0.00017;7e-05;0.00029
1485;46 jaar;2027;74;18;18;7;32;0.00073;0.00018;0.00017;7e-05;0.00031
1486;46 jaar;2028;70;17;17;6;29;0.0007;0.00017;0.00017;6e-05;0.00029
1487;46 jaar;2029;69;17;17;6;29;0.00071;0.00018;0.00017;6e-05;0.00029
1488;46 jaar;2030;71;18;17;6;29;0.00071;0.00018;0.00017;6e-05;0.00029
1489;46 jaar;2031;73;18;18;7;30;0.00071;0.00018;0.00017;6e-05;0.00029
1490;46 jaar;2032;75;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.0003
1491;46 jaar;2033;74;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1492;46 jaar;2034;74;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1493;46 jaar;2035;76;19;19;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1494;46 jaar;2036;78;19;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1495;46 jaar;2037;78;20;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1496;46 jaar;2038;77;19;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1497;46 jaar;2039;77;19;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1498;46 jaar;2040;77;19;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1499;46 jaar;2041;76;19;19;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1500;46 jaar;2042;75;19;19;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1501;46 jaar;2043;77;19;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1502;46 jaar;2044;79;20;19;7;33;0.00071;0.00018;0.00017;6e-05;0.00029
1503;46 jaar;2045;79;20;19;7;33;0.00071;0.00018;0.00017;6e-05;0.00029
1504;46 jaar;2046;81;20;20;7;34;0.00071;0.00018;0.00017;6e-05;0.00029
1505;46 jaar;2047;80;20;20;7;33;0.00071;0.00018;0.00017;6e-05;0.00029
1506;46 jaar;2048;79;20;19;7;33;0.00071;0.00018;0.00017;6e-05;0.00029
1507;46 jaar;2049;79;20;19;7;33;0.00071;0.00018;0.00017;6e-05;0.00029
1508;46 jaar;2050;77;19;19;7;32;0.00071;0.00018;0.00017;6e-05;0.00029
1509;46 jaar;2051;75;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1510;46 jaar;2052;74;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1511;46 jaar;2053;73;18;18;7;30;0.00071;0.00018;0.00017;6e-05;0.00029
1512;46 jaar;2054;74;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1513;46 jaar;2055;74;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1514;46 jaar;2056;74;19;18;7;31;0.00071;0.00018;0.00017;6e-05;0.00029
1515;46 jaar;2057;72;18;18;7;30;0.00071;0.00018;0.00017;6e-05;0.00029
1516;46 jaar;2058;71;18;17;6;29;0.00071;0.00018;0.00017;6e-05;0.00029
1517;46 jaar;2059;70;17;17;6;29;0.00071;0.00018;0.00017;6e-05;0.00029
1518;47 jaar;2014;50;18;12;5;14;0.0004;0.00014;0.0001;4e-05;0.00011
1519;47 jaar;2015;43;14;8;5;15;0.00034;0.00011;7e-05;4e-05;0.00012
1520;47 jaar;2016;34;16;6;2;9;0.00026;0.00013;5e-05;2e-05;7e-05
1521;47 jaar;2017;45;16;14;4;11;0.00035;0.00013;0.0001;3e-05;9e-05
1522;47 jaar;2018;95;17;7;4;66;0.00076;0.00014;6e-05;3e-05;0.00053
1523;47 jaar;2019;26;13;8;4;0;0.00021;0.00011;7e-05;3e-05;0.0
1524;47 jaar;2020;64;12;10;2;40;0.00058;0.00011;9e-05;2e-05;0.00036
1525;47 jaar;2021;40;18;8;2;13;0.00038;0.00017;8e-05;1e-05;0.00012
1526;47 jaar;2022;40;15;7;3;16;0.0004;0.00014;7e-05;2e-05;0.00016
1527;47 jaar;2023;53;15;7;2;28;0.00053;0.00015;8e-05;2e-05;0.00028
1528;47 jaar;2024;41;15;8;2;16;0.00041;0.00015;8e-05;2e-05;0.00016
1529;47 jaar;2025;48;16;8;2;22;0.00047;0.00016;8e-05;2e-05;0.00022
1530;47 jaar;2026;44;16;8;2;19;0.00044;0.00016;8e-05;2e-05;0.00019
1531;47 jaar;2027;46;16;8;2;21;0.00045;0.00015;8e-05;2e-05;0.0002
1532;47 jaar;2028;47;16;8;2;21;0.00046;0.00016;8e-05;2e-05;0.00021
1533;47 jaar;2029;44;15;8;2;19;0.00045;0.00016;8e-05;2e-05;0.00019
1534;47 jaar;2030;45;15;8;2;20;0.00046;0.00016;8e-05;2e-05;0.0002
1535;47 jaar;2031;45;16;8;2;20;0.00045;0.00016;8e-05;2e-05;0.0002
1536;47 jaar;2032;46;16;8;2;20;0.00045;0.00016;8e-05;2e-05;0.0002
1537;47 jaar;2033;48;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1538;47 jaar;2034;47;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1539;47 jaar;2035;48;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1540;47 jaar;2036;48;17;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1541;47 jaar;2037;50;17;8;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1542;47 jaar;2038;50;17;8;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1543;47 jaar;2039;49;17;8;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1544;47 jaar;2040;49;17;8;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1545;47 jaar;2041;49;17;8;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1546;47 jaar;2042;48;17;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1547;47 jaar;2043;48;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1548;47 jaar;2044;49;17;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1549;47 jaar;2045;50;17;9;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1550;47 jaar;2046;50;17;9;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1551;47 jaar;2047;52;18;9;2;23;0.00045;0.00016;8e-05;2e-05;0.0002
1552;47 jaar;2048;51;17;9;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1553;47 jaar;2049;51;17;9;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1554;47 jaar;2050;50;17;9;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1555;47 jaar;2051;49;17;8;2;22;0.00045;0.00016;8e-05;2e-05;0.0002
1556;47 jaar;2052;48;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1557;47 jaar;2053;47;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1558;47 jaar;2054;47;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1559;47 jaar;2055;47;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1560;47 jaar;2056;47;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1561;47 jaar;2057;47;16;8;2;21;0.00045;0.00016;8e-05;2e-05;0.0002
1562;47 jaar;2058;46;16;8;2;20;0.00045;0.00016;8e-05;2e-05;0.0002
1563;47 jaar;2059;45;16;8;2;20;0.00045;0.00016;8e-05;2e-05;0.0002
1564;48 jaar;2014;31;17;7;3;4;0.00025;0.00013;6e-05;3e-05;3e-05
1565;48 jaar;2015;25;14;4;3;4;0.0002;0.00011;3e-05;2e-05;3e-05
1566;48 jaar;2016;27;14;4;4;5;0.00021;0.00011;3e-05;3e-05;4e-05
1567;48 jaar;2017;27;16;4;1;7;0.00021;0.00012;3e-05;1e-05;5e-05
1568;48 jaar;2018;29;10;9;2;8;0.00023;8e-05;7e-05;2e-05;6e-05
1569;48 jaar;2019;81;17;6;2;55;0.00065;0.00014;5e-05;2e-05;0.00045
1570;48 jaar;2020;17;11;4;2;0;0.00014;9e-05;4e-05;1e-05;0.0
1571;48 jaar;2021;48;11;6;2;28;0.00044;0.0001;6e-05;1e-05;0.00026
1572;48 jaar;2022;27;10;5;1;11;0.00026;9e-05;5e-05;1e-05;0.0001
1573;48 jaar;2023;34;15;5;2;13;0.00034;0.00014;5e-05;2e-05;0.00012
1574;48 jaar;2024;34;12;5;1;16;0.00034;0.00012;5e-05;1e-05;0.00016
1575;48 jaar;2025;27;11;5;1;9;0.00027;0.00011;5e-05;1e-05;9e-05
1576;48 jaar;2026;34;13;5;2;15;0.00034;0.00013;5e-05;1e-05;0.00014
1577;48 jaar;2027;32;13;5;1;12;0.00032;0.00013;5e-05;1e-05;0.00012
1578;48 jaar;2028;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1579;48 jaar;2029;33;13;5;2;13;0.00032;0.00012;5e-05;1e-05;0.00013
1580;48 jaar;2030;31;12;5;1;12;0.00032;0.00013;5e-05;1e-05;0.00012
1581;48 jaar;2031;32;13;5;1;13;0.00033;0.00013;5e-05;1e-05;0.00013
1582;48 jaar;2032;32;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1583;48 jaar;2033;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1584;48 jaar;2034;34;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1585;48 jaar;2035;34;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1586;48 jaar;2036;34;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1587;48 jaar;2037;34;14;5;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1588;48 jaar;2038;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1589;48 jaar;2039;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1590;48 jaar;2040;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1591;48 jaar;2041;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1592;48 jaar;2042;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1593;48 jaar;2043;34;14;5;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1594;48 jaar;2044;34;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1595;48 jaar;2045;35;14;5;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1596;48 jaar;2046;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1597;48 jaar;2047;36;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1598;48 jaar;2048;37;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1599;48 jaar;2049;36;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1600;48 jaar;2050;36;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1601;48 jaar;2051;36;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1602;48 jaar;2052;35;14;6;2;14;0.00032;0.00013;5e-05;1e-05;0.00013
1603;48 jaar;2053;34;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1604;48 jaar;2054;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1605;48 jaar;2055;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1606;48 jaar;2056;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1607;48 jaar;2057;34;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1608;48 jaar;2058;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1609;48 jaar;2059;33;13;5;2;13;0.00032;0.00013;5e-05;1e-05;0.00013
1610;49 jaar;2014;19;7;4;2;6;0.00015;6e-05;3e-05;2e-05;5e-05
1611;49 jaar;2015;22;11;5;3;4;0.00017;9e-05;4e-05;2e-05;3e-05
1612;49 jaar;2016;19;9;3;2;4;0.00015;7e-05;3e-05;2e-05;3e-05
1613;49 jaar;2017;18;6;4;4;5;0.00014;5e-05;3e-05;3e-05;4e-05
1614;49 jaar;2018;18;9;3;1;5;0.00013;7e-05;2e-05;1e-05;4e-05
1615;49 jaar;2019;19;7;3;2;7;0.00015;6e-05;2e-05;2e-05;5e-05
1616;49 jaar;2020;59;6;5;2;46;0.00048;5e-05;4e-05;1e-05;0.00037
1617;49 jaar;2021;8;3;3;2;0;7e-05;2e-05;3e-05;1e-05;0.0
1618;49 jaar;2022;35;9;4;1;21;0.00032;8e-05;3e-05;1e-05;0.00019
1619;49 jaar;2023;23;9;3;1;10;0.00022;8e-05;3e-05;1e-05;9e-05
1620;49 jaar;2024;25;8;3;1;12;0.00024;8e-05;3e-05;1e-05;0.00012
1621;49 jaar;2025;26;8;3;1;14;0.00026;8e-05;3e-05;1e-05;0.00014
1622;49 jaar;2026;22;9;3;1;9;0.00022;9e-05;3e-05;1e-05;9e-05
1623;49 jaar;2027;26;9;3;1;13;0.00026;8e-05;3e-05;1e-05;0.00013
1624;49 jaar;2028;24;8;3;1;12;0.00024;8e-05;3e-05;1e-05;0.00012
1625;49 jaar;2029;25;8;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1626;49 jaar;2030;25;8;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1627;49 jaar;2031;24;8;3;1;11;0.00024;8e-05;3e-05;1e-05;0.00012
1628;49 jaar;2032;24;8;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1629;49 jaar;2033;25;8;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1630;49 jaar;2034;25;8;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1631;49 jaar;2035;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1632;49 jaar;2036;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1633;49 jaar;2037;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1634;49 jaar;2038;26;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1635;49 jaar;2039;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1636;49 jaar;2040;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1637;49 jaar;2041;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1638;49 jaar;2042;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1639;49 jaar;2043;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1640;49 jaar;2044;26;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1641;49 jaar;2045;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1642;49 jaar;2046;26;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1643;49 jaar;2047;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1644;49 jaar;2048;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1645;49 jaar;2049;28;9;4;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1646;49 jaar;2050;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1647;49 jaar;2051;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1648;49 jaar;2052;27;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1649;49 jaar;2053;26;9;3;1;13;0.00025;8e-05;3e-05;1e-05;0.00012
1650;49 jaar;2054;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1651;49 jaar;2055;25;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1652;49 jaar;2056;25;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1653;49 jaar;2057;25;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1654;49 jaar;2058;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1655;49 jaar;2059;26;9;3;1;12;0.00025;8e-05;3e-05;1e-05;0.00012
1656;50 jaar of ouder;2014;1;0;1;0;0;1e-05;0.0;1e-05;0.0;0.0
1657;50 jaar of ouder;2015;1;0;0;0;1;1e-05;0.0;0.0;0.0;0.0
1658;50 jaar of ouder;2016;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
1659;50 jaar of ouder;2017;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
1660;50 jaar of ouder;2018;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0
1661;50 jaar of ouder;2019;5;0;0;1;4;4e-05;0.0;0.0;0.0;3e-05
1662;50 jaar of ouder;2020;4;0;0;0;4;3e-05;0.0;0.0;0.0;3e-05
1663;50 jaar of ouder;2021;31;0;1;0;31;0.00025;0.0;1e-05;0.0;0.00025
1664;50 jaar of ouder;2022;2;2;0;0;0;2e-05;2e-05;0.0;0.0;0.0
1665;50 jaar of ouder;2023;11;1;0;0;10;0.0001;1e-05;0.0;0.0;0.0001
1666;50 jaar of ouder;2024;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1667;50 jaar of ouder;2025;8;0;0;0;8;8e-05;0.0;0.0;0.0;8e-05
1668;50 jaar of ouder;2026;8;0;0;0;8;8e-05;0.0;0.0;0.0;8e-05
1669;50 jaar of ouder;2027;6;0;0;0;5;6e-05;0.0;0.0;0.0;5e-05
1670;50 jaar of ouder;2028;8;0;0;0;7;8e-05;0.0;0.0;0.0;7e-05
1671;50 jaar of ouder;2029;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1672;50 jaar of ouder;2030;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1673;50 jaar of ouder;2031;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1674;50 jaar of ouder;2032;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1675;50 jaar of ouder;2033;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1676;50 jaar of ouder;2034;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1677;50 jaar of ouder;2035;7;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1678;50 jaar of ouder;2036;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1679;50 jaar of ouder;2037;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1680;50 jaar of ouder;2038;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1681;50 jaar of ouder;2039;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1682;50 jaar of ouder;2040;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1683;50 jaar of ouder;2041;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1684;50 jaar of ouder;2042;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1685;50 jaar of ouder;2043;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1686;50 jaar of ouder;2044;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1687;50 jaar of ouder;2045;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1688;50 jaar of ouder;2046;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1689;50 jaar of ouder;2047;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1690;50 jaar of ouder;2048;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1691;50 jaar of ouder;2049;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1692;50 jaar of ouder;2050;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1693;50 jaar of ouder;2051;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1694;50 jaar of ouder;2052;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1695;50 jaar of ouder;2053;8;0;0;0;8;7e-05;0.0;0.0;0.0;7e-05
1696;50 jaar of ouder;2054;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1697;50 jaar of ouder;2055;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1698;50 jaar of ouder;2056;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1699;50 jaar of ouder;2057;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1700;50 jaar of ouder;2058;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
1701;50 jaar of ouder;2059;8;0;0;0;7;7e-05;0.0;0.0;0.0;7e-05
