ID;LeeftijdMoederOp31December;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
296;20 jaar;2034;1215;1062;152;1;0;0.01319;0.01153;0.00165;1e-05;0.0
297;20 jaar;2035;1234;1078;155;1;0;0.01319;0.01153;0.00165;1e-05;0.0
298;20 jaar;2036;1251;1094;157;1;0;0.01319;0.01153;0.00165;1e-05;0.0
299;20 jaar;2037;1265;1106;159;1;0;0.01319;0.01153;0.00165;1e-05;0.0
300;20 jaar;2038;1278;1117;160;1;0;0.01319;0.01153;0.00165;1e-05;0.0
301;20 jaar;2039;1290;1127;162;1;0;0.01319;0.01153;0.00165;1e-05;0.0
302;20 jaar;2040;1297;1134;163;1;0;0.01319;0.01153;0.00165;1e-05;0.0
303;20 jaar;2041;1305;1141;164;1;0;0.01319;0.01153;0.00165;1e-05;0.0
304;20 jaar;2042;1313;1147;165;1;0;0.01319;0.01153;0.00165;1e-05;0.0
305;20 jaar;2043;1320;1153;165;1;0;0.01319;0.01153;0.00165;1e-05;0.0
306;20 jaar;2044;1325;1158;166;1;0;0.01319;0.01153;0.00165;1e-05;0.0
307;20 jaar;2045;1328;1161;167;1;0;0.01319;0.01153;0.00165;1e-05;0.0
308;20 jaar;2046;1332;1164;167;1;0;0.01319;0.01153;0.00165;1e-05;0.0
309;20 jaar;2047;1334;1166;167;1;0;0.01319;0.01153;0.00165;1e-05;0.0
310;20 jaar;2048;1336;1168;168;1;0;0.01319;0.01153;0.00165;1e-05;0.0
311;20 jaar;2049;1338;1169;168;1;0;0.01319;0.01153;0.00165;1e-05;0.0
312;20 jaar;2050;1338;1169;168;1;0;0.01319;0.01153;0.00165;1e-05;0.0
313;20 jaar;2051;1336;1168;168;1;0;0.01319;0.01153;0.00165;1e-05;0.0
314;20 jaar;2052;1334;1165;167;1;0;0.01319;0.01153;0.00165;1e-05;0.0
315;20 jaar;2053;1329;1162;167;1;0;0.01319;0.01153;0.00165;1e-05;0.0
316;20 jaar;2054;1324;1157;166;1;0;0.01319;0.01153;0.00165;1e-05;0.0
317;20 jaar;2055;1317;1151;165;1;0;0.01319;0.01153;0.00165;1e-05;0.0
318;20 jaar;2056;1310;1145;164;1;0;0.01319;0.01153;0.00165;1e-05;0.0
319;20 jaar;2057;1302;1138;163;1;0;0.01319;0.01153;0.00165;1e-05;0.0
320;20 jaar;2058;1295;1131;162;1;0;0.01319;0.01153;0.00165;1e-05;0.0
321;20 jaar;2059;1288;1125;161;1;0;0.01319;0.01153;0.00165;1e-05;0.0
322;21 jaar;2014;1916;1547;339;27;3;0.01861;0.01503;0.00329;0.00026;3e-05
323;21 jaar;2015;1964;1602;336;24;3;0.01895;0.01545;0.00324;0.00023;3e-05
324;21 jaar;2016;1938;1584;334;18;2;0.0191;0.01561;0.00329;0.00018;2e-05
325;21 jaar;2017;1885;1547;326;9;3;0.01869;0.01534;0.00323;9e-05;3e-05
326;21 jaar;2018;1921;1565;332;20;3;0.01872;0.01525;0.00324;0.0002;3e-05
327;21 jaar;2019;1983;1621;344;15;3;0.01881;0.01538;0.00326;0.00014;3e-05
328;21 jaar;2020;1994;1634;345;13;3;0.0188;0.0154;0.00325;0.00012;3e-05
329;21 jaar;2021;2041;1676;354;8;3;0.01874;0.01539;0.00325;8e-05;3e-05
330;21 jaar;2022;2006;1641;347;14;3;0.01875;0.01534;0.00325;0.00013;3e-05
331;21 jaar;2023;1990;1628;345;15;3;0.01877;0.01535;0.00325;0.00014;3e-05
332;21 jaar;2024;1985;1625;344;14;3;0.01878;0.01537;0.00325;0.00013;3e-05
333;21 jaar;2025;1928;1578;334;13;3;0.01877;0.01537;0.00325;0.00013;3e-05
334;21 jaar;2026;1870;1531;324;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
335;21 jaar;2027;1847;1512;320;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
336;21 jaar;2028;1827;1495;316;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
337;21 jaar;2029;1849;1513;320;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
338;21 jaar;2030;1852;1516;321;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
339;21 jaar;2031;1850;1514;320;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
340;21 jaar;2032;1800;1474;312;12;2;0.01877;0.01536;0.00325;0.00013;3e-05
341;21 jaar;2033;1766;1446;306;12;2;0.01877;0.01536;0.00325;0.00013;3e-05
342;21 jaar;2034;1726;1412;299;12;2;0.01877;0.01536;0.00325;0.00013;3e-05
343;21 jaar;2035;1765;1445;306;12;2;0.01877;0.01536;0.00325;0.00013;3e-05
344;21 jaar;2036;1791;1466;310;12;2;0.01877;0.01536;0.00325;0.00013;3e-05
345;21 jaar;2037;1817;1487;315;12;3;0.01877;0.01536;0.00325;0.00013;3e-05
346;21 jaar;2038;1836;1503;318;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
347;21 jaar;2039;1854;1518;321;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
348;21 jaar;2040;1871;1532;324;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
349;21 jaar;2041;1882;1541;326;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
350;21 jaar;2042;1894;1550;328;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
351;21 jaar;2043;1905;1559;330;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
352;21 jaar;2044;1915;1567;332;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
353;21 jaar;2045;1922;1573;333;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
354;21 jaar;2046;1927;1577;334;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
355;21 jaar;2047;1932;1581;335;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
356;21 jaar;2048;1936;1585;335;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
357;21 jaar;2049;1939;1587;336;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
358;21 jaar;2050;1940;1588;336;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
359;21 jaar;2051;1941;1589;336;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
360;21 jaar;2052;1939;1587;336;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
361;21 jaar;2053;1935;1584;335;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
362;21 jaar;2054;1929;1579;334;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
363;21 jaar;2055;1921;1572;333;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
364;21 jaar;2056;1912;1565;331;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
365;21 jaar;2057;1901;1556;329;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
366;21 jaar;2058;1890;1547;327;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
367;21 jaar;2059;1880;1539;326;13;3;0.01877;0.01536;0.00325;0.00013;3e-05
368;22 jaar;2014;2806;2147;587;67;5;0.02676;0.02047;0.0056;0.00064;5e-05
369;22 jaar;2015;2850;2196;594;54;5;0.02717;0.02094;0.00566;0.00051;5e-05
370;22 jaar;2016;2854;2207;594;48;5;0.02702;0.0209;0.00562;0.00046;5e-05
371;22 jaar;2017;2770;2149;572;44;4;0.02677;0.02077;0.00553;0.00042;4e-05
372;22 jaar;2018;2742;2130;565;42;5;0.02667;0.02071;0.0055;0.00041;5e-05
373;22 jaar;2019;2813;2178;584;45;5;0.02691;0.02084;0.00559;0.00043;5e-05
374;22 jaar;2020;2880;2235;599;41;5;0.02685;0.02084;0.00558;0.00038;5e-05
375;22 jaar;2021;2887;2243;600;39;5;0.02677;0.02079;0.00556;0.00036;5e-05
376;22 jaar;2022;2960;2300;615;40;5;0.02673;0.02077;0.00555;0.00036;5e-05
377;22 jaar;2023;2913;2261;605;42;5;0.02677;0.02078;0.00556;0.00039;5e-05
378;22 jaar;2024;2892;2244;601;41;5;0.0268;0.0208;0.00557;0.00038;5e-05
379;22 jaar;2025;2880;2236;598;40;5;0.02678;0.0208;0.00556;0.00038;5e-05
380;22 jaar;2026;2798;2173;581;39;5;0.02677;0.02079;0.00556;0.00037;5e-05
381;22 jaar;2027;2716;2109;564;38;5;0.02677;0.02079;0.00556;0.00038;5e-05
382;22 jaar;2028;2684;2084;557;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
383;22 jaar;2029;2655;2061;551;37;5;0.02678;0.02079;0.00556;0.00038;5e-05
384;22 jaar;2030;2685;2085;558;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
385;22 jaar;2031;2690;2089;559;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
386;22 jaar;2032;2688;2087;558;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
387;22 jaar;2033;2617;2032;544;37;5;0.02678;0.02079;0.00556;0.00038;5e-05
388;22 jaar;2034;2568;1994;533;36;5;0.02678;0.02079;0.00556;0.00038;5e-05
389;22 jaar;2035;2511;1949;522;35;5;0.02678;0.02079;0.00556;0.00038;5e-05
390;22 jaar;2036;2567;1993;533;36;5;0.02678;0.02079;0.00556;0.00038;5e-05
391;22 jaar;2037;2605;2022;541;37;5;0.02678;0.02079;0.00556;0.00038;5e-05
392;22 jaar;2038;2641;2051;549;37;5;0.02678;0.02079;0.00556;0.00038;5e-05
393;22 jaar;2039;2670;2073;554;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
394;22 jaar;2040;2695;2093;560;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
395;22 jaar;2041;2720;2112;565;38;5;0.02678;0.02079;0.00556;0.00038;5e-05
396;22 jaar;2042;2735;2124;568;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
397;22 jaar;2043;2752;2137;572;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
398;22 jaar;2044;2768;2149;575;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
399;22 jaar;2045;2782;2160;578;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
400;22 jaar;2046;2792;2168;580;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
401;22 jaar;2047;2800;2174;582;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
402;22 jaar;2048;2807;2180;583;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
403;22 jaar;2049;2813;2184;584;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
404;22 jaar;2050;2817;2187;585;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
405;22 jaar;2051;2820;2189;586;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
406;22 jaar;2052;2820;2190;586;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
407;22 jaar;2053;2818;2188;585;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
408;22 jaar;2054;2812;2184;584;40;5;0.02678;0.02079;0.00556;0.00038;5e-05
409;22 jaar;2055;2804;2177;582;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
410;22 jaar;2056;2793;2168;580;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
411;22 jaar;2057;2779;2158;577;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
412;22 jaar;2058;2765;2147;574;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
413;22 jaar;2059;2750;2135;571;39;5;0.02678;0.02079;0.00556;0.00038;5e-05
414;23 jaar;2014;3862;2818;904;125;16;0.03599;0.02626;0.00843;0.00116;0.00014
415;23 jaar;2015;3965;2884;940;126;15;0.0372;0.02706;0.00882;0.00118;0.00014
416;23 jaar;2016;3984;2917;937;115;15;0.03737;0.02736;0.00879;0.00108;0.00014
417;23 jaar;2017;4007;2928;948;116;15;0.03731;0.02727;0.00883;0.00108;0.00014
418;23 jaar;2018;3899;2857;918;110;14;0.03705;0.02715;0.00872;0.00104;0.00014
419;23 jaar;2019;3871;2839;912;105;15;0.03705;0.02717;0.00873;0.00101;0.00014
420;23 jaar;2020;3941;2889;931;106;15;0.03715;0.02723;0.00878;0.001;0.00014
421;23 jaar;2021;4036;2962;954;105;15;0.03709;0.02722;0.00877;0.00097;0.00014
422;23 jaar;2022;4053;2974;959;105;15;0.03704;0.02718;0.00876;0.00096;0.00014
423;23 jaar;2023;4156;3050;983;107;15;0.03701;0.02717;0.00875;0.00095;0.00014
424;23 jaar;2024;4091;3001;967;108;15;0.03706;0.02718;0.00876;0.00098;0.00014
425;23 jaar;2025;4057;2976;959;106;15;0.03706;0.02719;0.00876;0.00097;0.00014
426;23 jaar;2026;4042;2966;956;105;15;0.03705;0.02719;0.00876;0.00097;0.00014
427;23 jaar;2027;3930;2884;929;102;15;0.03704;0.02718;0.00876;0.00097;0.00014
428;23 jaar;2028;3816;2800;902;100;14;0.03705;0.02718;0.00876;0.00097;0.00014
429;23 jaar;2029;3772;2767;892;99;14;0.03705;0.02718;0.00876;0.00097;0.00014
430;23 jaar;2030;3732;2738;882;97;14;0.03705;0.02718;0.00876;0.00097;0.00014
431;23 jaar;2031;3774;2769;892;99;14;0.03705;0.02718;0.00876;0.00097;0.00014
432;23 jaar;2032;3781;2774;894;99;14;0.03705;0.02718;0.00876;0.00097;0.00014
433;23 jaar;2033;3777;2771;893;99;14;0.03705;0.02718;0.00876;0.00097;0.00014
434;23 jaar;2034;3680;2700;870;96;14;0.03705;0.02718;0.00876;0.00097;0.00014
435;23 jaar;2035;3613;2651;854;94;13;0.03705;0.02718;0.00876;0.00097;0.00014
436;23 jaar;2036;3534;2593;836;92;13;0.03705;0.02718;0.00876;0.00097;0.00014
437;23 jaar;2037;3611;2650;854;94;13;0.03705;0.02718;0.00876;0.00097;0.00014
438;23 jaar;2038;3664;2688;866;96;14;0.03705;0.02718;0.00876;0.00097;0.00014
439;23 jaar;2039;3715;2726;878;97;14;0.03705;0.02718;0.00876;0.00097;0.00014
440;23 jaar;2040;3754;2754;888;98;14;0.03705;0.02718;0.00876;0.00097;0.00014
441;23 jaar;2041;3790;2781;896;99;14;0.03705;0.02718;0.00876;0.00097;0.00014
442;23 jaar;2042;3824;2806;904;100;14;0.03705;0.02718;0.00876;0.00097;0.00014
443;23 jaar;2043;3846;2822;909;100;14;0.03705;0.02718;0.00876;0.00097;0.00014
444;23 jaar;2044;3869;2839;915;101;14;0.03705;0.02718;0.00876;0.00097;0.00014
445;23 jaar;2045;3891;2855;920;102;14;0.03705;0.02718;0.00876;0.00097;0.00014
446;23 jaar;2046;3911;2870;925;102;15;0.03705;0.02718;0.00876;0.00097;0.00014
447;23 jaar;2047;3926;2880;928;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
448;23 jaar;2048;3937;2888;931;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
449;23 jaar;2049;3947;2896;933;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
450;23 jaar;2050;3955;2902;935;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
451;23 jaar;2051;3962;2906;937;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
452;23 jaar;2052;3965;2909;938;104;15;0.03705;0.02718;0.00876;0.00097;0.00014
453;23 jaar;2053;3966;2910;938;104;15;0.03705;0.02718;0.00876;0.00097;0.00014
454;23 jaar;2054;3963;2908;937;104;15;0.03705;0.02718;0.00876;0.00097;0.00014
455;23 jaar;2055;3956;2902;935;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
456;23 jaar;2056;3944;2894;933;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
457;23 jaar;2057;3929;2883;929;103;15;0.03705;0.02718;0.00876;0.00097;0.00014
458;23 jaar;2058;3911;2869;925;102;15;0.03705;0.02718;0.00876;0.00097;0.00014
459;23 jaar;2059;3891;2855;920;102;14;0.03705;0.02718;0.00876;0.00097;0.00014
460;24 jaar;2014;5341;3729;1366;211;36;0.04942;0.0345;0.01264;0.00195;0.00033
461;24 jaar;2015;5518;3877;1399;212;31;0.05073;0.03563;0.01286;0.00195;0.00028
462;24 jaar;2016;5542;3891;1415;207;29;0.05128;0.03601;0.01309;0.00192;0.00027
463;24 jaar;2017;5513;3889;1395;199;30;0.05099;0.03596;0.0129;0.00184;0.00028
464;24 jaar;2018;5517;3897;1392;197;30;0.0507;0.03582;0.01279;0.00181;0.00028
465;24 jaar;2019;5417;3822;1375;191;29;0.05082;0.03586;0.0129;0.00179;0.00027
466;24 jaar;2020;5382;3800;1365;187;29;0.0509;0.03594;0.01291;0.00177;0.00028
467;24 jaar;2021;5456;3854;1386;186;30;0.05083;0.0359;0.01292;0.00174;0.00027
468;24 jaar;2022;5584;3947;1418;188;30;0.05073;0.03586;0.01288;0.00171;0.00028
469;24 jaar;2023;5612;3967;1426;188;30;0.05069;0.03584;0.01288;0.0017;0.00027
470;24 jaar;2024;5759;4071;1464;193;31;0.05073;0.03586;0.0129;0.0017;0.00027
471;24 jaar;2025;5669;4005;1440;193;31;0.05076;0.03587;0.0129;0.00172;0.00027
472;24 jaar;2026;5620;3972;1428;190;30;0.05074;0.03586;0.01289;0.00172;0.00027
473;24 jaar;2027;5600;3958;1423;189;30;0.05073;0.03585;0.01289;0.00171;0.00027
474;24 jaar;2028;5448;3851;1384;184;30;0.05073;0.03585;0.01289;0.00171;0.00027
475;24 jaar;2029;5293;3741;1345;179;29;0.05074;0.03586;0.01289;0.00171;0.00027
476;24 jaar;2030;5232;3698;1329;177;28;0.05074;0.03586;0.01289;0.00172;0.00027
477;24 jaar;2031;5177;3659;1315;175;28;0.05074;0.03586;0.01289;0.00171;0.00027
478;24 jaar;2032;5234;3699;1330;177;28;0.05074;0.03586;0.01289;0.00171;0.00027
479;24 jaar;2033;5244;3706;1333;177;28;0.05074;0.03586;0.01289;0.00171;0.00027
480;24 jaar;2034;5240;3703;1331;177;28;0.05074;0.03586;0.01289;0.00171;0.00027
481;24 jaar;2035;5107;3609;1298;172;28;0.05074;0.03586;0.01289;0.00171;0.00027
482;24 jaar;2036;5015;3544;1274;169;27;0.05074;0.03586;0.01289;0.00171;0.00027
483;24 jaar;2037;4908;3469;1247;166;27;0.05074;0.03586;0.01289;0.00171;0.00027
484;24 jaar;2038;5014;3544;1274;169;27;0.05074;0.03586;0.01289;0.00171;0.00027
485;24 jaar;2039;5087;3595;1293;172;28;0.05074;0.03586;0.01289;0.00171;0.00027
486;24 jaar;2040;5157;3645;1310;174;28;0.05074;0.03586;0.01289;0.00171;0.00027
487;24 jaar;2041;5211;3683;1324;176;28;0.05074;0.03586;0.01289;0.00171;0.00027
488;24 jaar;2042;5261;3718;1337;178;29;0.05074;0.03586;0.01289;0.00171;0.00027
489;24 jaar;2043;5307;3751;1348;179;29;0.05074;0.03586;0.01289;0.00171;0.00027
490;24 jaar;2044;5338;3772;1356;180;29;0.05074;0.03586;0.01289;0.00171;0.00027
491;24 jaar;2045;5370;3795;1364;181;29;0.05074;0.03586;0.01289;0.00171;0.00027
492;24 jaar;2046;5400;3817;1372;182;29;0.05074;0.03586;0.01289;0.00171;0.00027
493;24 jaar;2047;5428;3836;1379;183;29;0.05074;0.03586;0.01289;0.00171;0.00027
494;24 jaar;2048;5448;3850;1384;184;30;0.05074;0.03586;0.01289;0.00171;0.00027
495;24 jaar;2049;5464;3861;1388;184;30;0.05074;0.03586;0.01289;0.00171;0.00027
496;24 jaar;2050;5478;3871;1392;185;30;0.05074;0.03586;0.01289;0.00171;0.00027
497;24 jaar;2051;5490;3880;1395;185;30;0.05074;0.03586;0.01289;0.00171;0.00027
498;24 jaar;2052;5498;3886;1397;186;30;0.05074;0.03586;0.01289;0.00171;0.00027
499;24 jaar;2053;5504;3890;1398;186;30;0.05074;0.03586;0.01289;0.00171;0.00027
500;24 jaar;2054;5505;3891;1399;186;30;0.05074;0.03586;0.01289;0.00171;0.00027
501;24 jaar;2055;5501;3888;1398;186;30;0.05074;0.03586;0.01289;0.00171;0.00027
502;24 jaar;2056;5492;3881;1395;185;30;0.05074;0.03586;0.01289;0.00171;0.00027
503;24 jaar;2057;5476;3870;1391;185;30;0.05074;0.03586;0.01289;0.00171;0.00027
504;24 jaar;2058;5456;3856;1386;184;30;0.05074;0.03586;0.01289;0.00171;0.00027
505;24 jaar;2059;5431;3839;1380;183;29;0.05074;0.03586;0.01289;0.00171;0.00027
506;25 jaar;2014;6732;4434;1894;343;61;0.06394;0.04211;0.01799;0.00326;0.00058
507;25 jaar;2015;7206;4761;2029;349;66;0.06595;0.04358;0.01857;0.0032;0.00061
508;25 jaar;2016;7282;4850;2033;340;59;0.06618;0.04408;0.01847;0.00309;0.00053
509;25 jaar;2017;7233;4826;2018;332;58;0.06617;0.04415;0.01846;0.00303;0.00053
510;25 jaar;2018;7239;4843;2008;329;58;0.06621;0.0443;0.01837;0.00301;0.00053
511;25 jaar;2019;7282;4863;2029;331;59;0.06627;0.04425;0.01847;0.00301;0.00054
512;25 jaar;2020;7127;4761;1990;320;57;0.06624;0.04425;0.01849;0.00297;0.00053
513;25 jaar;2021;7058;4719;1969;314;57;0.06615;0.04423;0.01845;0.00294;0.00053
514;25 jaar;2022;7155;4786;1997;314;57;0.06606;0.04419;0.01844;0.0029;0.00053
515;25 jaar;2023;7336;4908;2048;321;59;0.06605;0.0442;0.01844;0.00289;0.00053
516;25 jaar;2024;7378;4935;2061;322;59;0.06605;0.04418;0.01846;0.00288;0.00053
517;25 jaar;2025;7565;5060;2114;330;61;0.06605;0.04419;0.01846;0.00288;0.00053
518;25 jaar;2026;7445;4980;2079;326;60;0.06606;0.04419;0.01845;0.00289;0.00053
519;25 jaar;2027;7384;4939;2062;323;59;0.06605;0.04418;0.01845;0.00289;0.00053
520;25 jaar;2028;7360;4923;2056;321;59;0.06605;0.04419;0.01845;0.00289;0.00053
521;25 jaar;2029;7163;4791;2001;313;57;0.06605;0.04419;0.01845;0.00289;0.00053
522;25 jaar;2030;6960;4656;1944;304;56;0.06605;0.04419;0.01845;0.00289;0.00053
523;25 jaar;2031;6881;4603;1922;301;55;0.06605;0.04419;0.01845;0.00289;0.00053
524;25 jaar;2032;6810;4555;1902;298;55;0.06605;0.04419;0.01845;0.00289;0.00053
525;25 jaar;2033;6885;4606;1923;301;55;0.06605;0.04419;0.01845;0.00289;0.00053
526;25 jaar;2034;6898;4614;1927;301;55;0.06605;0.04419;0.01845;0.00289;0.00053
527;25 jaar;2035;6892;4610;1925;301;55;0.06605;0.04419;0.01845;0.00289;0.00053
528;25 jaar;2036;6720;4495;1877;294;54;0.06605;0.04419;0.01845;0.00289;0.00053
529;25 jaar;2037;6601;4416;1844;288;53;0.06605;0.04419;0.01845;0.00289;0.00053
530;25 jaar;2038;6463;4324;1805;282;52;0.06605;0.04419;0.01845;0.00289;0.00053
531;25 jaar;2039;6601;4416;1844;288;53;0.06605;0.04419;0.01845;0.00289;0.00053
532;25 jaar;2040;6696;4479;1870;293;54;0.06605;0.04419;0.01845;0.00289;0.00053
533;25 jaar;2041;6787;4540;1896;297;54;0.06605;0.04419;0.01845;0.00289;0.00053
534;25 jaar;2042;6858;4588;1916;300;55;0.06605;0.04419;0.01845;0.00289;0.00053
535;25 jaar;2043;6923;4631;1934;302;56;0.06605;0.04419;0.01845;0.00289;0.00053
536;25 jaar;2044;6983;4672;1951;305;56;0.06605;0.04419;0.01845;0.00289;0.00053
537;25 jaar;2045;7024;4699;1962;307;56;0.06605;0.04419;0.01845;0.00289;0.00053
538;25 jaar;2046;7066;4727;1974;309;57;0.06605;0.04419;0.01845;0.00289;0.00053
539;25 jaar;2047;7106;4754;1985;310;57;0.06605;0.04419;0.01845;0.00289;0.00053
540;25 jaar;2048;7142;4778;1995;312;57;0.06605;0.04419;0.01845;0.00289;0.00053
541;25 jaar;2049;7169;4795;2002;313;58;0.06605;0.04419;0.01845;0.00289;0.00053
542;25 jaar;2050;7190;4809;2008;314;58;0.06605;0.04419;0.01845;0.00289;0.00053
543;25 jaar;2051;7208;4822;2014;315;58;0.06605;0.04419;0.01845;0.00289;0.00053
544;25 jaar;2052;7224;4832;2018;316;58;0.06605;0.04419;0.01845;0.00289;0.00053
545;25 jaar;2053;7236;4840;2021;316;58;0.06605;0.04419;0.01845;0.00289;0.00053
546;25 jaar;2054;7243;4845;2023;316;58;0.06605;0.04419;0.01845;0.00289;0.00053
547;25 jaar;2055;7246;4847;2024;317;58;0.06605;0.04419;0.01845;0.00289;0.00053
548;25 jaar;2056;7241;4844;2023;316;58;0.06605;0.04419;0.01845;0.00289;0.00053
549;25 jaar;2057;7229;4836;2019;316;58;0.06605;0.04419;0.01845;0.00289;0.00053
550;25 jaar;2058;7209;4823;2014;315;58;0.06605;0.04419;0.01845;0.00289;0.00053
551;25 jaar;2059;7183;4805;2007;314;58;0.06605;0.04419;0.01845;0.00289;0.00053
552;26 jaar;2014;8675;5462;2571;531;111;0.08327;0.05243;0.02468;0.00509;0.00107
553;26 jaar;2015;8997;5640;2694;545;118;0.08465;0.05307;0.02535;0.00513;0.00111
554;26 jaar;2016;9410;5927;2807;554;122;0.08535;0.05376;0.02546;0.00503;0.00111
555;26 jaar;2017;9477;5976;2824;555;121;0.08534;0.05382;0.02543;0.005;0.00109
556;26 jaar;2018;9356;5910;2785;541;121;0.08485;0.0536;0.02525;0.00491;0.00109
557;26 jaar;2019;9417;5966;2790;543;119;0.08547;0.05415;0.02532;0.00492;0.00108
558;26 jaar;2020;9469;5993;2815;542;119;0.08557;0.05416;0.02544;0.0049;0.00108
559;26 jaar;2021;9242;5849;2750;527;116;0.08532;0.05399;0.02539;0.00487;0.00107
560;26 jaar;2022;9154;5793;2724;521;116;0.08521;0.05392;0.02536;0.00485;0.00108
561;26 jaar;2023;9282;5878;2764;523;117;0.08511;0.0539;0.02534;0.00479;0.00107
562;26 jaar;2024;9527;6035;2837;536;120;0.0852;0.05397;0.02537;0.00479;0.00107
563;26 jaar;2025;9579;6067;2854;538;120;0.08518;0.05395;0.02538;0.00479;0.00107
564;26 jaar;2026;9817;6217;2925;552;123;0.08515;0.05392;0.02537;0.00479;0.00107
565;26 jaar;2027;9663;6120;2878;543;122;0.08515;0.05392;0.02536;0.00479;0.00107
566;26 jaar;2028;9587;6072;2856;538;121;0.08515;0.05393;0.02536;0.00478;0.00107
567;26 jaar;2029;9557;6053;2847;537;120;0.08516;0.05394;0.02537;0.00478;0.00107
568;26 jaar;2030;9304;5892;2772;523;117;0.08516;0.05393;0.02537;0.00478;0.00107
569;26 jaar;2031;9043;5727;2694;508;114;0.08515;0.05393;0.02537;0.00479;0.00107
570;26 jaar;2032;8942;5663;2664;502;112;0.08515;0.05393;0.02537;0.00478;0.00107
571;26 jaar;2033;8851;5606;2637;497;111;0.08515;0.05393;0.02537;0.00478;0.00107
572;26 jaar;2034;8947;5667;2665;503;113;0.08516;0.05393;0.02537;0.00478;0.00107
573;26 jaar;2035;8964;5677;2670;504;113;0.08515;0.05393;0.02537;0.00478;0.00107
574;26 jaar;2036;8956;5672;2668;503;113;0.08515;0.05393;0.02537;0.00478;0.00107
575;26 jaar;2037;8736;5533;2602;491;110;0.08515;0.05393;0.02537;0.00478;0.00107
576;26 jaar;2038;8584;5437;2557;482;108;0.08515;0.05393;0.02537;0.00478;0.00107
577;26 jaar;2039;8407;5325;2504;472;106;0.08515;0.05393;0.02537;0.00478;0.00107
578;26 jaar;2040;8585;5437;2557;482;108;0.08515;0.05393;0.02537;0.00478;0.00107
579;26 jaar;2041;8707;5515;2594;489;110;0.08515;0.05393;0.02537;0.00478;0.00107
580;26 jaar;2042;8825;5589;2629;496;111;0.08515;0.05393;0.02537;0.00478;0.00107
581;26 jaar;2043;8917;5647;2656;501;112;0.08515;0.05393;0.02537;0.00478;0.00107
