ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
1060;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;2;2007/'08;910;440.0;470;160;480;100;160;60;190;60;140;100;300;40;30
1061;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;2;2008/'09;1470;710.0;760;170;740;270;300;60;280;130;240;100;460;140;50
1062;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;3;2007/'08;20330;10660.0;9670;650;7790;3870;8010;250;2880;1570;5960;400;4910;2310;2050
1063;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;3;2008/'09;18400;9120.0;9290;430;6640;4070;7260;100;2540;1330;5140;330;4100;2740;2120
1064;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;4;2007/'08;470;280.0;190;70;260;60;80;40;130;40;70;30;120;20;10
1065;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;4;2008/'09;890;490.0;400;90;440;170;200;50;200;90;160;40;240;80;40
1066;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;5;2007/'08;440;160.0;280;90;230;50;80;20;60;30;60;70;170;20;20
1067;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;5;2008/'09;580;220.0;370;80;300;110;100;10;80;40;80;70;220;70;20
1068;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;6;2007/'08;2780;2380.0;400;150;1050;500;1080;120;850;380;1020;30;200;120;50
1069;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;6;2008/'09;3270;2770.0;490;120;1300;600;1250;90;1050;440;1200;30;240;160;60
1070;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;8;2007/'08;20650;10750.0;9900;740;7990;3880;8040;270;2930;1580;5970;460;5070;2310;2060
1071;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;8;2008/'09;18860;9250.0;9610;500;6910;4150;7290;110;2610;1360;5170;390;4300;2790;2120
1072;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;9;2007/'08;6040;1500.0;4530;250;2620;1110;2060;20;220;260;1010;230;2410;850;1050
1073;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;9;2008/'09;5300;990.0;4310;170;2140;1220;1770;10;170;150;660;170;1970;1070;1100
1074;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Werknemers, deeltijd werkzaam;2007/'08;14610;9250.0;5360;490;5370;2780;5980;260;2710;1320;4960;230;2660;1460;1010
1075;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Werknemers, deeltijd werkzaam;2008/'09;13560;8250.0;5310;330;4780;2930;5530;110;2440;1200;4510;230;2340;1720;1020
1076;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Zelfstandigen, totaal;2007/'08;240;120.0;120;0;70;60;100;0;10;20;80;0;60;40;20
1077;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Zelfstandigen, totaal;2008/'09;250;140.0;110;0;60;60;130;0;10;30;100;0;50;30;30
1078;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Bijstandsuitkering;2007/'08;220;140.0;80;30;130;20;50;20;70;10;40;10;60;10;10
1079;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Bijstandsuitkering;2008/'09;370;260.0;110;30;220;50;70;30;120;40;70;10;90;10;0
1080;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Arbeidsongeschiktheidsuitkering;2007/'08;410;200.0;210;120;190;40;60;40;80;30;50;80;110;10;10
1081;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Arbeidsongeschiktheidsuitkering;2008/'09;490;260.0;220;110;220;80;80;30;100;60;70;70;120;20;10
1082;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Werkloosheidsuitkering;2007/'08;120;20.0;100;10;90;20;20;0;10;0;10;10;80;10;10
1083;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Werkloosheidsuitkering;2008/'09;400;100.0;310;20;210;90;90;0;30;10;60;10;180;80;30
1084;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Overige uitkeringen;2007/'08;130;80.0;60;10;60;30;40;0;30;20;30;10;40;10;10
1085;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Overige uitkeringen;2008/'09;170;70.0;90;10;70;40;50;0;20;10;40;10;50;30;10
1086;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Meerdere uitkeringen;2007/'08;30;10.0;20;0;20;0;10;0;0;0;0;0;20;0;0
1087;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;Meerdere uitkeringen;2008/'09;40;20.0;20;0;20;10;10;0;10;0;10;0;20;0;0
1088;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;0;2007/'08;18280;9750.0;8530;620;6940;3550;7170;250;2710;1420;5370;370;4230;2130;1800
1089;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;0;2008/'09;17450;9070.0;8380;460;6270;3890;6840;110;2720;1310;4930;340;3550;2580;1910
1090;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;1;2007/'08;16340;8200.0;8140;510;6190;3190;6450;180;2170;1160;4690;330;4030;2020;1760
1091;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;1;2008/'09;14920;7130.0;7790;350;5210;3400;5950;60;1960;1010;4110;300;3260;2390;1840
1092;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;2;2007/'08;600;260.0;340;120;300;80;100;30;100;50;80;90;200;30;20
1093;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;2;2008/'09;970;450.0;530;110;460;210;190;30;170;90;150;80;290;110;40
1094;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;3;2007/'08;16010;8090.0;7920;440;6030;3150;6390;160;2140;1140;4650;280;3900;2010;1740
1095;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;3;2008/'09;14500;6980.0;7520;300;5010;3320;5880;50;1910;970;4050;250;3110;2340;1830
1096;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;4;2007/'08;270;150.0;120;40;150;40;40;20;70;30;40;30;80;10;10
1097;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;4;2008/'09;560;290.0;260;60;260;120;120;30;120;60;90;30;140;60;30
1098;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;5;2007/'08;330;110.0;220;80;160;40;60;20;30;20;40;60;130;20;20
1099;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;5;2008/'09;420;150.0;260;60;200;90;80;10;50;30;60;50;150;50;20
1100;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;6;2007/'08;1670;1400.0;270;70;600;320;670;60;480;230;640;10;130;100;40
1101;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;6;2008/'09;1980;1650.0;330;50;800;360;770;30;640;240;740;20;160;120;40
1102;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;8;2007/'08;16240;8150.0;8100;510;6170;3160;6400;180;2160;1150;4660;330;4010;2000;1750
1103;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;8;2008/'09;14840;7090.0;7750;350;5200;3380;5900;60;1960;1000;4070;300;3240;2380;1830
1104;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;9;2007/'08;4940;1190.0;3750;180;2110;930;1720;10;170;190;820;170;1940;740;900
1105;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;9;2008/'09;4290;820.0;3470;140;1590;1050;1520;0;130;120;570;130;1460;930;950
1106;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Werknemers, deeltijd werkzaam;2007/'08;11300;6960.0;4350;330;4060;2220;4690;170;1990;960;3840;170;2070;1260;850
1107;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Werknemers, deeltijd werkzaam;2008/'09;10540;6260.0;4280;220;3610;2330;4380;50;1830;880;3500;160;1780;1450;880
1108;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Zelfstandigen, totaal;2007/'08;190;90.0;100;0;50;50;80;0;10;10;60;0;50;40;20
1109;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Zelfstandigen, totaal;2008/'09;170;90.0;90;0;40;40;100;0;0;10;70;0;30;30;30
1110;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Bijstandsuitkering;2007/'08;70;40.0;30;10;40;10;20;0;20;10;10;0;20;0;0
1111;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Bijstandsuitkering;2008/'09;180;120.0;60;10;100;30;40;0;60;20;40;0;40;10;0
1112;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;350;160.0;190;110;160;30;50;30;70;30;40;80;100;10;10
1113;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;400;220.0;180;90;180;70;60;30;90;50;50;60;90;20;10
1114;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Werkloosheidsuitkering;2007/'08;80;10.0;70;0;50;10;10;0;0;0;10;0;50;10;10
1115;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Werkloosheidsuitkering;2008/'09;260;60.0;200;10;120;70;60;0;20;10;30;10;100;60;30
1116;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Overige uitkeringen;2007/'08;90;50.0;40;0;40;20;30;0;10;10;20;0;20;10;10
1117;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Overige uitkeringen;2008/'09;120;40.0;80;10;50;30;30;0;10;10;20;10;40;30;10
1118;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Meerdere uitkeringen;2007/'08;20;10.0;20;0;20;0;0;0;0;0;0;0;10;0;0
1119;Mannen en vrouwen;Totaal leeftijd;1;Autochtoon;Meerdere uitkeringen;2008/'09;30;10.0;10;0;20;0;0;0;10;0;0;0;10;0;0
1120;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;0;2007/'08;5690;3730.0;1970;330;2370;920;2070;180;1210;590;1740;150;1160;320;330
1121;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;0;2008/'09;5630;3510.0;2120;250;2380;1050;1950;140;1150;580;1650;120;1230;470;310
1122;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;1;2007/'08;4430;2620.0;1800;230;1830;730;1640;100;770;430;1330;130;1060;300;310
1123;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;1;2008/'09;4070;2200.0;1870;150;1730;780;1410;50;660;360;1120;100;1060;420;290
1124;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;2;2007/'08;310;190.0;120;40;180;30;60;30;90;10;60;10;90;10;10
1125;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;2;2008/'09;500;260.0;240;60;270;70;110;30;100;40;100;30;170;30;10
1126;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;3;2007/'08;4310;2570.0;1750;210;1760;720;1620;90;750;420;1310;120;1010;300;310
1127;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;3;2008/'09;3900;2140.0;1760;130;1630;760;1380;50;640;360;1090;80;990;400;290
1128;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;4;2007/'08;200;130.0;70;30;110;20;40;20;60;10;40;10;50;10;0
1129;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;4;2008/'09;330;200.0;130;30;180;40;80;30;80;30;70;10;100;20;10
1130;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;5;2007/'08;120;60.0;60;10;70;10;20;10;20;10;20;10;50;0;0
1131;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;5;2008/'09;170;60.0;100;20;90;20;30;0;30;10;30;20;70;10;0
1132;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;6;2007/'08;1070;970.0;100;80;430;170;390;60;370;160;380;20;60;10;10
1133;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;6;2008/'09;1230;1110.0;120;70;480;230;470;60;410;190;460;10;70;30;10
1134;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;8;2007/'08;4400;2610.0;1800;230;1820;730;1630;100;770;430;1320;130;1050;300;310
1135;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;8;2008/'09;4030;2160.0;1860;150;1710;770;1390;50;660;350;1100;100;1060;420;290
1136;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;9;2007/'08;1100;320.0;780;70;510;180;340;10;50;70;190;60;460;110;150
1137;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;9;2008/'09;1010;170.0;830;40;550;170;250;0;50;30;100;40;510;140;150
1138;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Werknemers, deeltijd werkzaam;2007/'08;3310;2290.0;1020;160;1310;550;1290;90;720;360;1120;70;590;200;170
1139;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Werknemers, deeltijd werkzaam;2008/'09;3020;1990.0;1030;110;1160;600;1150;50;610;330;1010;60;550;270;140
1140;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Zelfstandigen, totaal;2007/'08;50;30.0;20;0;20;10;20;0;10;10;20;0;10;0;10
1141;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Zelfstandigen, totaal;2008/'09;80;60.0;20;0;20;20;40;0;10;20;30;0;10;10;0
1142;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Bijstandsuitkering;2007/'08;150;110.0;40;20;90;10;30;20;60;10;30;0;30;0;0
1143;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Bijstandsuitkering;2008/'09;200;140.0;60;30;120;20;30;20;70;20;30;0;50;0;0
1144;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;60;40.0;30;20;30;10;10;10;10;0;10;10;10;0;0
1145;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;90;50.0;50;20;40;10;20;10;20;10;20;20;30;10;0
1146;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Werkloosheidsuitkering;2007/'08;50;10.0;40;0;30;0;10;0;0;0;10;0;30;0;0
1147;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Werkloosheidsuitkering;2008/'09;140;40.0;100;10;90;20;30;0;10;0;20;0;80;20;10
1148;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Overige uitkeringen;2007/'08;50;30.0;20;0;30;10;10;0;10;0;10;0;10;0;0
1149;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Overige uitkeringen;2008/'09;50;30.0;20;0;20;10;20;0;10;0;20;0;10;0;0
1150;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Meerdere uitkeringen;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1151;Mannen en vrouwen;Totaal leeftijd;1;Allochtoon;Meerdere uitkeringen;2008/'09;20;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1152;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;0;2007/'08;1690;950.0;750;80;690;310;620;30;280;160;470;40;410;150;150
1153;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;0;2008/'09;1690;890.0;800;60;680;360;590;20;270;140;460;40;400;230;130
1154;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;1;2007/'08;1390;690.0;700;60;560;250;520;20;180;110;380;40;380;140;140
1155;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;1;2008/'09;1340;610.0;730;50;530;290;460;10;180;90;330;40;360;210;130
1156;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;2;2007/'08;80;40.0;40;10;50;10;10;10;20;10;10;0;30;0;0
1157;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;2;2008/'09;120;50.0;70;10;70;20;20;0;20;10;20;10;50;10;0
1158;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;3;2007/'08;1360;680.0;680;60;540;250;520;20;180;110;370;40;360;140;140
1159;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;3;2008/'09;1290;590.0;700;50;500;290;450;10;170;90;320;40;330;200;130
1160;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;4;2007/'08;50;30.0;20;10;30;10;10;10;20;0;10;0;10;0;0
1161;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;4;2008/'09;70;30.0;30;0;40;10;10;0;10;10;10;0;20;10;0
1162;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;5;2007/'08;30;10.0;20;0;20;10;0;0;0;0;0;0;10;0;0
1163;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;5;2008/'09;50;20.0;40;10;30;10;10;0;10;0;10;10;20;10;0
1164;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;6;2007/'08;250;230.0;30;10;100;50;90;10;80;50;90;0;20;10;0
1165;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;6;2008/'09;290;250.0;40;0;100;60;120;0;80;40;120;0;20;10;0
1166;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;8;2007/'08;1390;690.0;700;60;560;250;520;20;180;110;380;40;370;140;140
1167;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;8;2008/'09;1330;600.0;730;50;530;290;460;10;180;90;330;40;360;210;130
1168;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;9;2007/'08;380;100.0;280;20;170;60;120;0;20;20;60;20;150;40;60
1169;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;9;2008/'09;370;40.0;330;20;180;80;100;0;10;0;30;20;170;70;70
1170;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;1010;590.0;420;40;380;190;400;20;160;90;320;20;220;100;80
1171;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;970;560.0;400;40;360;220;360;10;170;80;300;30;190;130;60
1172;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Zelfstandigen, totaal;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1173;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Zelfstandigen, totaal;2008/'09;20;10.0;10;0;0;10;10;0;0;0;10;0;0;0;0
1174;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Bijstandsuitkering;2007/'08;20;20.0;10;0;10;0;0;0;10;0;0;0;10;0;0
1175;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Bijstandsuitkering;2008/'09;30;20.0;10;0;20;10;0;0;10;10;0;0;10;0;0
1176;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;20;20.0;10;10;20;0;0;10;10;0;0;0;10;0;0
1177;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;40;10.0;20;10;20;10;10;0;0;0;10;10;20;0;0
1178;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Werkloosheidsuitkering;2007/'08;20;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1179;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Werkloosheidsuitkering;2008/'09;40;10.0;30;0;20;10;10;0;0;0;0;0;20;10;0
1180;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Overige uitkeringen;2007/'08;10;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1181;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Overige uitkeringen;2008/'09;10;10.0;0;0;10;0;0;0;0;0;0;0;0;0;0
1182;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1183;Mannen en vrouwen;Totaal leeftijd;1;Westerse allochtoon;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1184;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;0;2007/'08;4000;2780.0;1220;250;1680;610;1460;150;930;430;1280;110;760;170;180
1185;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;0;2008/'09;3940;2630.0;1320;190;1700;690;1360;120;880;450;1190;70;830;240;180
1186;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;1;2007/'08;3040;1940.0;1100;170;1270;480;1120;80;590;320;950;90;680;160;170
1187;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;1;2008/'09;2730;1590.0;1140;100;1190;490;950;40;490;280;790;60;710;210;160
1188;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;2;2007/'08;230;150.0;90;30;130;10;50;20;70;10;50;10;70;10;10
1189;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;2;2008/'09;380;210.0;170;50;200;40;90;30;80;20;80;20;120;20;10
1190;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;3;2007/'08;2950;1890.0;1060;160;1220;480;1100;70;570;310;930;80;650;160;170
1191;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;3;2008/'09;2610;1550.0;1070;80;1130;470;930;40;470;270;770;50;660;200;160
1192;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;4;2007/'08;150;100.0;50;20;80;10;30;20;50;0;30;10;30;10;0
1193;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;4;2008/'09;270;170.0;100;30;140;30;70;20;60;20;60;10;80;10;10
1194;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;5;2007/'08;90;50.0;40;10;50;0;20;0;20;0;20;10;30;0;0
1195;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;5;2008/'09;110;50.0;70;20;60;10;20;0;20;10;20;10;50;10;0
1196;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;6;2007/'08;810;750.0;70;60;330;120;300;50;290;110;300;10;40;10;10
1197;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;6;2008/'09;950;870.0;80;60;370;170;340;50;330;150;340;10;50;20;10
1198;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;8;2007/'08;3020;1920.0;1100;170;1270;480;1110;80;590;310;940;90;680;160;170
1199;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;8;2008/'09;2690;1560.0;1130;100;1180;480;940;40;480;270;780;60;700;210;160
1200;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;9;2007/'08;720;220.0;500;50;340;110;220;10;30;50;140;40;310;60;90
1201;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;9;2008/'09;640;130.0;510;20;370;90;150;0;40;30;70;20;340;70;80
1202;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;2300;1700.0;600;120;930;360;890;70;560;270;800;50;370;100;80
1203;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;2050;1430.0;630;80;810;380;790;40;440;240;710;40;370;140;80
1204;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Zelfstandigen, totaal;2007/'08;40;30.0;20;0;10;10;20;0;10;10;20;0;10;0;0
1205;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Zelfstandigen, totaal;2008/'09;60;50.0;20;0;20;20;30;0;10;10;30;0;10;0;0
1206;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Bijstandsuitkering;2007/'08;130;90.0;40;20;80;0;30;20;50;0;20;0;30;0;0
1207;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Bijstandsuitkering;2008/'09;170;120.0;50;20;100;20;30;20;50;20;30;0;40;0;0
1208;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;40;20.0;20;10;10;0;10;10;10;0;10;10;10;0;0
1209;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;60;30.0;20;20;30;10;10;10;10;0;10;10;10;0;0
1210;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Werkloosheidsuitkering;2007/'08;30;10.0;20;0;20;0;0;0;0;0;0;0;20;0;0
1211;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Werkloosheidsuitkering;2008/'09;110;30.0;80;10;60;10;30;0;10;0;20;0;60;10;10
1212;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Overige uitkeringen;2007/'08;30;20.0;10;0;20;0;10;0;10;0;10;0;10;0;0
1213;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Overige uitkeringen;2008/'09;40;30.0;10;0;20;0;20;0;10;0;20;0;10;0;0
1214;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Meerdere uitkeringen;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1215;Mannen en vrouwen;Totaal leeftijd;1;Niet-westerse allochtoon;Meerdere uitkeringen;2008/'09;10;10.0;10;0;0;0;0;0;0;0;0;0;0;0;0
1216;Mannen en vrouwen;Totaal leeftijd;1;Turkije;0;2007/'08;850;630.0;220;50;340;120;340;30;200;100;310;30;140;20;40
1217;Mannen en vrouwen;Totaal leeftijd;1;Turkije;0;2008/'09;900;640.0;250;30;400;150;320;20;230;110;290;10;170;40;30
1218;Mannen en vrouwen;Totaal leeftijd;1;Turkije;1;2007/'08;650;450.0;200;40;250;90;270;10;130;70;230;20;120;20;40
1219;Mannen en vrouwen;Totaal leeftijd;1;Turkije;1;2008/'09;610;400.0;210;20;270;110;220;10;130;70;190;10;140;40;30
1220;Mannen en vrouwen;Totaal leeftijd;1;Turkije;2;2007/'08;30;20.0;10;0;20;0;10;0;10;0;10;0;10;0;0
1221;Mannen en vrouwen;Totaal leeftijd;1;Turkije;2;2008/'09;80;40.0;40;10;50;10;20;0;20;0;20;10;30;0;0
1222;Mannen en vrouwen;Totaal leeftijd;1;Turkije;3;2007/'08;640;440.0;200;40;250;90;260;10;130;70;230;20;120;20;40
1223;Mannen en vrouwen;Totaal leeftijd;1;Turkije;3;2008/'09;590;390.0;200;20;250;110;210;10;130;70;180;10;130;40;30
1224;Mannen en vrouwen;Totaal leeftijd;1;Turkije;4;2007/'08;20;10.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1225;Mannen en vrouwen;Totaal leeftijd;1;Turkije;4;2008/'09;50;20.0;30;0;30;10;10;0;10;0;10;0;20;0;0
