ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
889;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Arbeidsongeschiktheidsuitkering;2008/'09;20;0.0;10;20;0;0;0;0;0;0;0;10;0;0;0
890;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Werkloosheidsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
891;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Werkloosheidsuitkering;2008/'09;10;0.0;10;0;10;10;0;0;0;0;0;0;0;10;0
892;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
893;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Overige uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
894;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
895;Mannen en vrouwen;Totaal leeftijd;2;Turkije;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
896;Mannen en vrouwen;Totaal leeftijd;2;Marokko;0;2007/'08;340;170.0;180;140;120;40;40;100;30;10;30;40;90;40;10
897;Mannen en vrouwen;Totaal leeftijd;2;Marokko;0;2008/'09;380;150.0;230;110;150;70;40;60;60;10;30;50;100;60;20
898;Mannen en vrouwen;Totaal leeftijd;2;Marokko;1;2007/'08;260;100.0;160;80;100;40;40;40;20;10;30;40;80;40;10
899;Mannen en vrouwen;Totaal leeftijd;2;Marokko;1;2008/'09;280;80.0;200;60;110;60;40;20;30;10;20;40;90;60;20
900;Mannen en vrouwen;Totaal leeftijd;2;Marokko;2;2007/'08;30;10.0;10;10;10;0;0;10;0;0;0;10;10;0;0
901;Mannen en vrouwen;Totaal leeftijd;2;Marokko;2;2008/'09;50;20.0;30;20;20;10;0;10;10;0;0;10;10;10;0
902;Mannen en vrouwen;Totaal leeftijd;2;Marokko;3;2007/'08;250;100.0;150;70;100;40;40;40;20;10;30;30;70;30;10
903;Mannen en vrouwen;Totaal leeftijd;2;Marokko;3;2008/'09;270;70.0;190;60;110;60;40;20;30;10;20;40;90;50;20
904;Mannen en vrouwen;Totaal leeftijd;2;Marokko;4;2007/'08;20;10.0;10;10;10;0;0;10;0;0;0;0;0;0;0
905;Mannen en vrouwen;Totaal leeftijd;2;Marokko;4;2008/'09;40;20.0;20;20;10;10;0;10;10;0;0;10;10;10;0
906;Mannen en vrouwen;Totaal leeftijd;2;Marokko;5;2007/'08;10;0.0;10;10;0;0;0;0;0;0;0;0;0;0;0
907;Mannen en vrouwen;Totaal leeftijd;2;Marokko;5;2008/'09;10;0.0;10;10;0;0;0;0;0;0;0;0;0;0;0
908;Mannen en vrouwen;Totaal leeftijd;2;Marokko;6;2007/'08;70;60.0;10;50;10;0;10;50;10;0;10;10;10;0;0
909;Mannen en vrouwen;Totaal leeftijd;2;Marokko;6;2008/'09;60;60.0;10;30;30;0;0;30;20;0;0;0;0;0;0
910;Mannen en vrouwen;Totaal leeftijd;2;Marokko;8;2007/'08;260;100.0;160;80;100;40;40;40;20;10;30;40;80;40;10
911;Mannen en vrouwen;Totaal leeftijd;2;Marokko;8;2008/'09;270;80.0;200;60;110;60;40;20;30;10;20;40;90;60;20
912;Mannen en vrouwen;Totaal leeftijd;2;Marokko;9;2007/'08;110;20.0;90;30;40;20;20;0;10;0;10;20;40;20;10
913;Mannen en vrouwen;Totaal leeftijd;2;Marokko;9;2008/'09;130;10.0;120;30;50;40;20;0;0;0;10;30;40;40;10
914;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Werknemers, deeltijd werkzaam;2007/'08;150;80.0;70;50;60;20;20;40;20;10;20;10;40;10;0
915;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Werknemers, deeltijd werkzaam;2008/'09;140;70.0;70;30;70;30;20;20;30;10;20;10;40;20;0
916;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Zelfstandigen, totaal;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
917;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Zelfstandigen, totaal;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
918;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Bijstandsuitkering;2007/'08;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
919;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Bijstandsuitkering;2008/'09;20;10.0;10;10;0;0;0;10;0;0;0;10;0;0;0
920;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Arbeidsongeschiktheidsuitkering;2007/'08;10;0.0;10;10;0;0;0;0;0;0;0;0;0;0;0
921;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Arbeidsongeschiktheidsuitkering;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
922;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Werkloosheidsuitkering;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
923;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Werkloosheidsuitkering;2008/'09;20;10.0;10;10;10;10;0;0;0;0;0;10;0;10;0
924;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
925;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Overige uitkeringen;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
926;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
927;Mannen en vrouwen;Totaal leeftijd;2;Marokko;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
928;Mannen en vrouwen;Totaal leeftijd;2;Suriname;0;2007/'08;380;200.0;180;110;110;70;100;60;30;20;90;40;70;50;10
929;Mannen en vrouwen;Totaal leeftijd;2;Suriname;0;2008/'09;490;220.0;270;110;150;80;140;50;30;20;120;60;120;60;30
930;Mannen en vrouwen;Totaal leeftijd;2;Suriname;1;2007/'08;290;130.0;160;60;90;60;90;30;20;10;70;30;70;50;10
931;Mannen en vrouwen;Totaal leeftijd;2;Suriname;1;2008/'09;360;120.0;240;60;120;70;110;10;20;10;80;50;100;50;30
932;Mannen en vrouwen;Totaal leeftijd;2;Suriname;2;2007/'08;30;20.0;10;20;0;0;0;10;0;0;0;10;0;0;0
933;Mannen en vrouwen;Totaal leeftijd;2;Suriname;2;2008/'09;50;20.0;30;20;10;10;0;10;0;0;0;10;10;10;0
934;Mannen en vrouwen;Totaal leeftijd;2;Suriname;3;2007/'08;290;130.0;160;50;90;60;90;20;20;10;70;30;70;50;10
935;Mannen en vrouwen;Totaal leeftijd;2;Suriname;3;2008/'09;340;120.0;230;60;120;70;110;10;20;10;80;50;100;50;30
936;Mannen en vrouwen;Totaal leeftijd;2;Suriname;4;2007/'08;20;10.0;10;20;0;0;0;10;0;0;0;10;0;0;0
937;Mannen en vrouwen;Totaal leeftijd;2;Suriname;4;2008/'09;40;20.0;20;20;10;10;0;10;0;0;0;10;10;10;0
938;Mannen en vrouwen;Totaal leeftijd;2;Suriname;5;2007/'08;10;0.0;10;10;0;0;0;0;0;0;0;0;0;0;0
939;Mannen en vrouwen;Totaal leeftijd;2;Suriname;5;2008/'09;10;0.0;10;10;10;0;0;0;0;0;0;0;10;0;0
940;Mannen en vrouwen;Totaal leeftijd;2;Suriname;6;2007/'08;70;60.0;10;30;10;10;10;30;10;10;10;10;0;0;0
941;Mannen en vrouwen;Totaal leeftijd;2;Suriname;6;2008/'09;100;80.0;20;30;20;10;40;30;10;10;40;10;10;0;0
942;Mannen en vrouwen;Totaal leeftijd;2;Suriname;8;2007/'08;290;130.0;160;60;90;60;90;30;20;10;70;30;70;40;10
943;Mannen en vrouwen;Totaal leeftijd;2;Suriname;8;2008/'09;350;120.0;230;60;120;70;100;10;20;10;80;50;100;50;30
944;Mannen en vrouwen;Totaal leeftijd;2;Suriname;9;2007/'08;110;20.0;90;20;40;30;30;0;0;0;20;20;40;30;10
945;Mannen en vrouwen;Totaal leeftijd;2;Suriname;9;2008/'09;140;10.0;130;30;50;30;30;0;0;0;10;30;50;30;20
946;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Werknemers, deeltijd werkzaam;2007/'08;180;110.0;70;40;50;30;60;30;20;10;60;20;30;20;0
947;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Werknemers, deeltijd werkzaam;2008/'09;210;110.0;100;40;70;30;70;10;20;10;70;20;60;20;0
948;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Zelfstandigen, totaal;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
949;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Zelfstandigen, totaal;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
950;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Bijstandsuitkering;2007/'08;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
951;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Bijstandsuitkering;2008/'09;10;10.0;10;10;0;0;0;10;0;0;0;0;0;0;0
952;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Arbeidsongeschiktheidsuitkering;2007/'08;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
953;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Arbeidsongeschiktheidsuitkering;2008/'09;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
954;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Werkloosheidsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
955;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Werkloosheidsuitkering;2008/'09;20;0.0;20;10;10;10;0;0;0;0;0;10;10;0;0
956;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
957;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Overige uitkeringen;2008/'09;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
958;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
959;Mannen en vrouwen;Totaal leeftijd;2;Suriname;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
960;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;0;2007/'08;270;150.0;120;80;80;50;60;60;20;20;50;30;60;30;10
961;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;0;2008/'09;270;120.0;150;70;90;50;60;40;30;10;40;30;70;40;20
962;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;1;2007/'08;200;90.0;110;40;70;50;40;20;20;20;30;20;50;30;10
963;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;1;2008/'09;200;60.0;140;30;70;50;50;10;10;10;30;20;60;40;20
964;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;2;2007/'08;20;20.0;0;10;0;0;0;10;0;0;0;0;0;0;0
965;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;2;2008/'09;40;20.0;20;20;10;0;0;10;0;0;0;10;10;0;0
966;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;3;2007/'08;190;80.0;110;30;70;50;40;20;20;20;30;20;50;30;10
967;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;3;2008/'09;190;60.0;130;20;70;50;50;10;10;10;30;10;60;40;20
968;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;4;2007/'08;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
969;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;4;2008/'09;30;10.0;10;20;10;0;0;10;0;0;0;10;10;0;0
970;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;5;2007/'08;10;10.0;0;10;0;0;0;0;0;0;0;0;0;0;0
971;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;5;2008/'09;10;0.0;10;10;0;0;0;0;0;0;0;10;0;0;0
972;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;6;2007/'08;60;50.0;10;30;10;0;10;30;10;0;10;10;0;0;0
973;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;6;2008/'09;50;40.0;10;20;20;0;10;20;10;0;10;0;0;0;0
974;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;8;2007/'08;200;90.0;110;40;70;50;40;20;20;20;30;20;50;30;10
975;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;8;2008/'09;200;60.0;130;30;70;50;50;10;10;10;30;20;60;40;20
976;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;9;2007/'08;70;10.0;60;10;30;20;20;0;0;0;10;0;20;20;10
977;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;9;2008/'09;80;10.0;70;10;20;20;20;0;0;0;10;10;20;20;20
978;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2007/'08;130;70.0;50;30;40;30;30;20;10;20;30;10;30;10;0
979;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Werknemers, deeltijd werkzaam;2008/'09;120;50.0;70;20;50;20;30;10;10;10;30;10;30;20;10
980;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
981;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Zelfstandigen, totaal;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
982;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Bijstandsuitkering;2007/'08;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
983;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Bijstandsuitkering;2008/'09;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
984;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2007/'08;10;10.0;0;10;0;0;0;10;0;0;0;0;0;0;0
985;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Arbeidsongeschiktheidsuitkering;2008/'09;10;0.0;10;10;0;0;0;0;0;0;0;10;0;0;0
986;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
987;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Werkloosheidsuitkering;2008/'09;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
988;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
989;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Overige uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
990;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
991;Mannen en vrouwen;Totaal leeftijd;2;Nederlandse Antillen, Aruba;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
992;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;0;2007/'08;830;560.0;270;350;220;100;170;280;100;30;150;60;120;60;20
993;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;0;2008/'09;860;430.0;430;290;260;130;180;170;80;40;140;120;180;90;50
994;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;1;2007/'08;580;340.0;240;180;180;80;140;130;70;20;120;50;110;60;20
995;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;1;2008/'09;630;260.0;370;160;200;120;150;70;60;30;100;90;150;90;50
996;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;2;2007/'08;110;90.0;30;90;10;0;0;70;10;0;0;20;10;0;0
997;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;2;2008/'09;150;70.0;80;90;40;10;10;50;10;0;10;40;30;10;0
998;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;3;2007/'08;550;320.0;230;160;180;80;130;110;70;20;110;40;110;60;20
999;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;3;2008/'09;570;240.0;330;140;190;110;140;60;50;30;100;70;140;80;40
1000;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;4;2007/'08;80;70.0;20;70;10;0;0;60;10;0;0;10;0;0;0
1001;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;4;2008/'09;100;50.0;50;70;30;0;0;40;10;0;0;30;20;0;0
1002;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;5;2007/'08;30;20.0;10;20;0;0;0;20;0;0;0;10;0;0;0
1003;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;5;2008/'09;50;20.0;30;20;10;10;10;10;0;0;10;10;10;10;0
1004;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;6;2007/'08;170;150.0;20;100;30;10;30;90;20;10;30;0;10;0;0
1005;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;6;2008/'09;140;120.0;20;60;30;10;30;60;20;10;30;10;10;0;0
1006;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;8;2007/'08;580;340.0;240;180;180;80;140;130;70;20;110;50;110;60;20
1007;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;8;2008/'09;620;260.0;360;160;200;110;150;70;50;30;100;90;150;80;50
1008;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;9;2007/'08;170;40.0;130;30;80;30;30;10;10;0;20;20;70;30;10
1009;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;9;2008/'09;240;30.0;210;60;80;60;50;10;0;0;20;50;70;60;30
1010;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;400;300.0;110;140;110;50;100;120;70;20;90;30;40;30;10
1011;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;380;230.0;150;100;120;50;100;70;50;30;90;40;70;20;20
1012;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Zelfstandigen, totaal;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1013;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Zelfstandigen, totaal;2008/'09;20;10.0;10;0;10;10;10;0;0;0;0;0;0;10;0
1014;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Bijstandsuitkering;2007/'08;80;60.0;10;70;10;0;0;50;0;0;0;10;0;0;0
1015;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Bijstandsuitkering;2008/'09;80;50.0;30;70;10;0;0;40;10;0;0;20;0;0;0
1016;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;20;20.0;0;10;0;0;0;10;0;0;0;0;0;0;0
1017;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;20;20.0;10;20;0;0;0;10;0;0;0;10;0;0;0
1018;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Werkloosheidsuitkering;2007/'08;10;0.0;10;10;0;0;0;0;0;0;0;10;0;0;0
1019;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Werkloosheidsuitkering;2008/'09;50;10.0;40;10;30;10;10;0;0;0;0;10;20;10;0
1020;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Overige uitkeringen;2007/'08;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1021;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Overige uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1022;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;Mannen en vrouwen;Totaal leeftijd;2;Overig niet-westerse allochtoon;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1024;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;0;2007/'08;50;10.0;40;20;20;10;0;10;0;0;0;10;20;10;0
1025;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;0;2008/'09;70;10.0;70;20;30;10;10;0;0;0;0;20;30;10;10
1026;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;1;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1027;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;1;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1028;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1029;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1030;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;3;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1031;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;3;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1032;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1033;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1034;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1035;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1036;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;6;2007/'08;50;10.0;40;20;20;10;0;10;0;0;0;10;20;10;0
1037;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;6;2008/'09;70;10.0;70;20;30;10;10;0;0;0;0;20;30;10;10
1038;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;8;2007/'08;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
1039;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;8;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1040;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;9;2007/'08;10;0.0;10;0;0;0;0;0;0;0;0;0;0;0;0
1041;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;9;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1042;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Werknemers, deeltijd werkzaam;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1043;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Werknemers, deeltijd werkzaam;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
1044;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1045;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1046;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1047;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1048;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1049;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Arbeidsongeschiktheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1050;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1051;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1052;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1053;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1054;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1055;Mannen en vrouwen;Totaal leeftijd;2;Herkomst onbekend;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
1056;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;0;2007/'08;24010;13480.0;10530;960;9330;4480;9250;430;3920;2010;7120;530;5400;2470;2130
1057;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;0;2008/'09;23140;12600.0;10540;710;8680;4950;8810;250;3870;1900;6580;460;4800;3050;2230
1058;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;1;2007/'08;20770;10820.0;9940;740;8020;3920;8090;280;2940;1590;6020;460;5080;2330;2070
1059;Mannen en vrouwen;Totaal leeftijd;1;Totaal herkomstgroepering;1;2008/'09;18980;9330.0;9650;510;6940;4180;7360;110;2620;1370;5230;390;4320;2810;2130
