ID;Toepassingsgroepen;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Totaal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;GebruikPerJaarPerHectare_30;DoseringPerJaarPerHectare_31
447;Insecten- en mijtenbestrijding;Graszaden;2016;207.0;18.8;1922;19.3;0.0;0.0;0.0;0.0;1.7;16.3;1.6;0.6;0.0;0.0;0.0;0.0;13;0.0;0.0;0.0;0.0;10.0;79.7;8.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0
448;Insecten- en mijtenbestrijding;Hyacinten;2012;149.0;92.7;1373;94.8;9.3;9.3;51.2;77.3;72.7;48.4;54.8;22.8;31.2;24.9;24.9;11.5;602;0.8;1.2;4.8;6.5;13.2;12.0;40.3;6.4;7.1;6.3;1.2;0.1;0.4;0.4
449;Insecten- en mijtenbestrijding;Hyacinten;2016;122.0;78.6;1216;83.0;3.8;7.2;10.4;63.0;82.8;67.0;23.5;11.3;8.8;3.1;4.9;0.5;833;0.0;4.4;0.9;43.8;6.6;23.3;18.5;1.5;0.4;0.1;0.2;0.3;0.6;0.7
450;Insecten- en mijtenbestrijding;Irissen;2012;66.0;94.3;281;97.6;63.4;63.4;81.8;77.4;82.6;79.2;89.4;71.0;3.9;5.0;5.0;5.0;531;1.0;0.8;7.9;17.3;18.1;20.9;29.4;4.4;0.2;0.0;0.0;0.0;1.8;1.9
451;Insecten- en mijtenbestrijding;Irissen;2016;54.0;88.1;259;95.1;0.0;0.0;6.7;76.3;80.8;80.3;80.1;41.5;13.2;1.9;4.6;6.6;51;0.0;0.0;1.0;15.6;26.0;26.5;22.6;7.6;0.4;0.0;0.2;0.1;0.2;0.2
452;Insecten- en mijtenbestrijding;Komkommers;2012;244.0;96.5;602;96.8;43.0;40.3;30.0;49.0;77.7;89.6;84.9;94.6;84.2;56.2;19.8;7.4;1248;1.1;0.9;1.4;4.7;9.6;15.3;15.9;21.7;20.7;6.5;1.8;0.2;2.0;2.1
453;Insecten- en mijtenbestrijding;Komkommers;2016;179.0;85.3;507;91.4;6.9;12.2;26.3;54.4;72.7;80.8;70.8;74.1;72.5;53.8;19.0;10.5;2244;2.7;0.4;0.3;5.4;20.1;37.7;6.8;8.0;9.6;6.6;2.1;0.3;4.0;4.4
454;Insecten- en mijtenbestrijding;Totaal koolzaad;2012;221.0;73.5;1628;76.9;31.3;11.0;61.7;68.6;17.4;8.9;0.0;0.0;10.0;0.0;0.0;0.0;135;1.4;0.0;15.2;60.4;21.1;0.8;0.0;0.0;1.0;0.0;0.0;0.0;0.1;0.1
455;Insecten- en mijtenbestrijding;Totaal koolzaad;2016;89.0;41.4;573;33.8;0.5;0.0;5.5;22.7;3.5;0.0;0.0;0.0;15.3;2.6;1.2;0.0;24;0.9;0.0;6.6;60.5;22.5;0.0;0.0;0.0;4.9;4.0;0.5;0.0;0.0;0.0
456;Insecten- en mijtenbestrijding;Laan- en parkbomen;2012;336.0;65.0;4240;93.5;0.0;0.0;0.0;3.0;84.6;82.3;79.9;75.1;4.7;4.0;4.0;4.0;286;0.0;0.0;0.0;0.5;39.1;20.2;36.1;4.1;0.0;0.1;0.0;0.0;0.1;0.1
457;Insecten- en mijtenbestrijding;Laan- en parkbomen;2016;262.0;54.5;2958;65.2;0.0;0.0;0.1;12.1;48.6;47.0;48.1;31.7;24.6;9.3;3.4;3.4;149;0.0;0.0;0.0;4.7;28.2;30.2;16.1;11.4;6.7;0.7;1.4;0.6;0.0;0.1
458;Insecten- en mijtenbestrijding;Lelies (bloem) onder glas;2012;107.0;76.6;155;79.2;35.9;41.9;45.4;45.5;48.4;34.0;56.7;47.7;48.7;36.6;40.8;46.4;308;4.6;9.8;6.9;6.0;9.9;2.2;17.3;11.6;7.0;5.8;10.7;8.3;1.6;2.0
459;Insecten- en mijtenbestrijding;Lelies (bloem) onder glas;2016;68.0;79.5;119;85.8;55.2;58.7;62.6;55.6;51.8;66.8;56.9;50.4;47.9;67.1;53.4;49.6;94;14.7;5.0;10.7;7.2;9.8;16.6;4.8;6.2;5.1;6.8;5.9;7.3;0.7;0.8
460;Insecten- en mijtenbestrijding;Lelies (bol);2012;315.0;100.0;5090;100.0;10.4;10.4;17.9;74.6;85.9;86.3;97.5;97.5;97.8;80.9;80.9;0.0;4625;0.0;0.1;2.1;42.1;4.5;8.2;22.8;13.8;6.0;0.2;0.1;0.0;0.9;0.9
461;Insecten- en mijtenbestrijding;Lelies (bol);2016;391.0;94.4;5802;95.7;0.0;7.3;16.3;64.5;91.5;89.1;93.8;93.8;93.0;74.1;16.5;0.8;2507;0.0;0.5;1.2;11.3;14.9;15.3;14.3;15.6;17.9;6.1;2.8;0.2;0.4;0.4
462;Insecten- en mijtenbestrijding;Maïs, snijmaïs;2012;597.0;2.3;7070;3.0;0.0;0.0;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4993;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7
463;Insecten- en mijtenbestrijding;Maïs, snijmaïs;2016;195.0;0.8;2727;1.3;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.4;0.0;0.0;0.0;0.0;8624;0.0;0.0;0.0;0.0;99.9;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;3.2
464;Insecten- en mijtenbestrijding;Narcissen;2012;255.0;73.1;1648;92.7;45.4;11.2;45.8;79.9;77.0;68.8;43.3;16.7;2.3;0.0;2.8;2.8;369;0.7;0.5;3.5;9.6;18.4;28.8;29.1;7.1;2.1;0.0;0.2;0.0;0.2;0.2
465;Insecten- en mijtenbestrijding;Narcissen;2016;125.0;49.4;780;48.9;1.8;0.0;13.3;35.6;44.0;43.2;15.0;12.3;4.9;0.0;5.4;5.4;93;0.0;0.0;11.5;16.3;22.1;41.6;2.7;1.0;0.2;0.0;3.4;1.4;0.1;0.1
466;Insecten- en mijtenbestrijding;Orchideeën onder glas;2012;135.0;98.9;211;99.0;60.6;58.8;61.9;63.4;68.9;68.2;91.6;71.0;75.3;72.0;59.4;45.3;505;6.5;2.2;6.1;6.9;6.4;7.3;17.1;13.4;11.9;9.8;6.2;6.2;2.4;2.4
467;Insecten- en mijtenbestrijding;Orchideeën onder glas;2016;83.0;91.9;151;93.9;73.8;67.1;71.9;65.0;66.1;75.0;71.4;74.7;67.4;72.7;54.4;47.1;251;5.7;5.3;9.7;10.9;6.0;12.5;10.1;7.6;10.8;12.6;4.5;4.4;1.6;1.7
468;Insecten- en mijtenbestrijding;Totaal paprika's;2012;281.0;97.4;1283;97.7;52.8;40.5;56.8;76.0;87.3;83.9;96.4;86.8;85.0;73.5;30.2;63.2;3992;2.0;2.2;4.4;6.9;11.4;13.3;16.5;13.8;13.9;6.8;1.4;7.3;3.0;3.1
469;Insecten- en mijtenbestrijding;Totaal paprika's;2016;244.0;96.4;1301;98.8;64.2;60.4;61.9;75.2;79.6;89.1;97.1;90.5;93.3;71.7;39.0;70.5;6840;3.0;3.3;4.7;7.5;8.0;13.6;19.9;8.0;23.1;4.5;1.2;3.3;5.2;5.3
470;Insecten- en mijtenbestrijding;Peren;2012;1455.0;94.9;7867;96.3;34.2;34.2;40.7;41.5;69.6;60.7;57.2;25.7;12.3;29.9;27.1;27.1;2167;0.0;0.0;2.9;15.3;56.7;12.7;8.7;1.6;0.4;1.5;0.2;0.0;0.3;0.3
471;Insecten- en mijtenbestrijding;Peren;2016;1069.0;82.1;8167;86.4;1.2;0.0;4.7;37.8;70.0;67.7;58.0;9.9;11.7;9.1;1.1;0.0;2922;0.0;0.0;0.7;13.5;43.9;31.1;6.6;0.2;2.5;1.0;0.4;0.0;0.3;0.4
472;Insecten- en mijtenbestrijding;Perkplanten onder glas;2012;399.0;95.1;439;98.0;45.4;48.9;74.7;61.0;65.7;57.3;77.4;64.4;65.5;55.9;50.1;38.5;700;2.6;4.1;7.8;5.9;7.4;8.3;21.9;24.3;6.6;5.7;2.8;2.6;1.6;1.6
473;Insecten- en mijtenbestrijding;Perkplanten onder glas;2016;239.0;89.8;317;95.6;39.2;52.8;71.4;78.1;79.5;71.9;63.2;67.6;65.3;41.0;38.3;40.9;519;1.4;3.1;3.6;8.9;5.8;9.5;3.1;3.6;3.1;6.3;4.1;47.6;1.6;1.6
474;Insecten- en mijtenbestrijding;Totaal pootaardappelen;2012;2317.0;96.6;38335;97.9;9.4;9.4;9.4;66.2;49.0;78.9;95.0;34.8;2.7;0.0;0.0;0.0;17418;0.3;7.2;6.5;48.4;7.1;9.7;18.7;2.0;0.2;0.0;0.0;0.0;0.4;0.5
475;Insecten- en mijtenbestrijding;Totaal pootaardappelen;2016;2143.0;93.4;38027;91.8;0.0;0.0;0.0;28.0;61.0;86.1;77.6;44.8;5.1;0.0;0.0;0.0;7346;0.0;0.0;0.0;5.6;10.3;38.9;35.9;6.9;2.4;0.0;0.0;0.0;0.2;0.2
476;Insecten- en mijtenbestrijding;Poot- en plantuien;2012;119.0;15.9;1030;17.7;0.0;0.0;0.0;0.0;5.5;5.8;11.5;0.0;0.0;0.0;0.0;0.0;19;0.0;0.0;0.0;0.0;24.9;33.1;41.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477;Insecten- en mijtenbestrijding;Poot- en plantuien;2016;411.0;38.8;3691;46.3;0.0;0.0;0.0;13.6;11.7;30.1;13.7;1.6;0.0;0.0;0.0;0.0;145;0.0;0.0;0.0;5.6;1.5;18.2;10.7;64.1;0.0;0.0;0.0;0.0;0.0;0.0
478;Insecten- en mijtenbestrijding;Potplanten, voor de bloei onder glas;2012;438.0;94.3;836;96.4;64.8;65.6;64.4;68.6;71.6;71.6;87.0;76.9;74.7;68.2;64.0;67.9;3330;8.8;6.4;5.1;8.0;6.6;7.3;17.4;8.6;11.6;8.3;7.0;4.9;3.8;4.0
479;Insecten- en mijtenbestrijding;Potplanten, voor de bloei onder glas;2016;361.0;91.7;893;95.5;71.1;75.3;69.3;77.6;79.2;84.7;77.9;76.6;76.5;73.5;65.0;65.9;2287;11.6;5.2;6.2;5.3;6.2;16.5;9.7;11.1;9.7;6.3;6.5;5.5;2.4;2.6
480;Insecten- en mijtenbestrijding;Prei;2012;335.0;78.0;2017;83.1;1.2;0.0;1.2;8.0;43.3;56.9;75.1;68.0;55.7;70.4;70.4;0.0;514;0.3;0.0;4.9;5.6;1.2;6.1;24.2;26.0;17.4;11.8;2.4;0.0;0.2;0.3
481;Insecten- en mijtenbestrijding;Prei;2016;255.0;90.0;2035;93.9;2.7;0.0;5.3;3.7;33.3;42.3;75.0;87.2;67.3;56.2;5.1;0.0;985;0.0;0.0;0.0;0.0;9.9;2.6;13.0;52.0;20.3;1.9;0.3;0.0;0.5;0.5
482;Insecten- en mijtenbestrijding;Rozenstruiken;2012;107.0;80.1;445;90.0;5.4;5.4;5.4;20.4;69.7;69.4;42.7;26.0;5.9;1.2;1.2;2.6;58;0.4;2.5;3.1;5.2;15.1;34.4;18.6;14.2;5.1;0.5;0.3;0.6;0.1;0.1
483;Insecten- en mijtenbestrijding;Rozenstruiken;2016;70.0;53.4;282;66.9;0.0;0.0;0.0;24.5;36.1;51.6;37.9;29.7;27.7;0.0;0.0;0.2;25;0.0;0.0;0.0;1.3;14.2;33.1;26.1;18.4;5.9;0.0;0.0;1.0;0.1;0.1
484;Insecten- en mijtenbestrijding;Rozen onder glas;2012;182.0;98.6;407;99.8;86.4;78.1;69.8;78.5;79.1;77.0;85.8;77.4;73.1;87.0;87.0;81.7;5667;6.9;5.8;6.6;6.3;7.7;8.7;12.6;10.8;10.7;8.9;6.9;8.2;13.9;13.9
485;Insecten- en mijtenbestrijding;Rozen onder glas;2016;97.0;95.0;248;96.8;81.0;82.6;89.8;79.1;74.9;92.2;86.5;83.2;85.8;86.3;75.8;74.7;2928;9.7;5.3;5.4;5.2;13.5;19.2;8.2;7.0;7.2;8.0;5.2;6.2;11.4;11.8
486;Insecten- en mijtenbestrijding;Schorseneren;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
487;Insecten- en mijtenbestrijding;Schorseneren;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
488;Insecten- en mijtenbestrijding;Sierconiferen;2012;460.0;53.1;1958;63.8;6.3;6.3;6.3;6.6;32.0;35.8;53.6;53.5;48.5;33.3;33.3;33.8;197;5.3;2.7;4.4;3.8;7.3;15.8;25.7;14.7;7.3;4.1;1.2;7.7;0.1;0.1
489;Insecten- en mijtenbestrijding;Sierconiferen;2016;292.0;34.8;1323;43.3;3.1;2.4;4.7;15.8;25.5;28.9;30.4;25.6;16.1;7.3;0.2;0.6;213;0.0;0.0;0.1;12.2;15.5;29.4;25.2;9.2;5.6;0.8;0.0;1.9;0.1;0.2
490;Insecten- en mijtenbestrijding;Totaal sluitkool;2012;420.0;85.7;2343;89.5;0.0;0.0;0.0;0.0;7.4;38.6;86.9;97.0;87.5;54.4;24.3;0.0;201;0.0;0.0;0.0;0.0;0.4;12.5;20.8;15.4;46.2;4.6;0.1;0.0;0.1;0.1
491;Insecten- en mijtenbestrijding;Totaal sluitkool;2016;366.0;95.7;2671;95.5;0.2;0.0;1.3;4.0;36.0;74.1;94.4;85.8;74.4;25.5;0.4;1.5;1058;0.1;0.0;0.0;0.0;1.2;19.0;28.9;35.9;11.2;2.3;0.0;1.1;0.4;0.4
492;Insecten- en mijtenbestrijding;Spruitkool;2012;194.0;83.8;2497;92.2;0.0;0.0;0.0;23.6;45.3;82.1;83.6;83.6;56.6;67.2;67.2;15.1;720;0.0;0.0;0.0;11.0;24.1;3.1;22.1;25.4;6.5;6.2;1.5;0.2;0.3;0.3
493;Insecten- en mijtenbestrijding;Spruitkool;2016;174.0;84.2;2391;91.7;0.0;0.0;0.0;28.3;53.4;93.3;87.1;80.1;69.1;45.0;15.7;0.0;2086;0.0;0.0;0.0;5.8;4.4;21.2;35.3;21.0;10.8;1.4;0.1;0.0;0.8;0.9
494;Insecten- en mijtenbestrijding;Stamsperziebonen;2012;56.0;15.6;373;15.6;0.0;0.0;0.0;0.7;0.0;5.3;0.0;9.4;0.0;0.0;0.0;0.0;38;0.0;0.0;0.0;12.7;0.0;85.0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.1
495;Insecten- en mijtenbestrijding;Stamsperziebonen;2016;43.0;12.7;330;13.8;0.0;0.0;0.0;0.0;0.0;0.0;7.5;6.0;2.0;0.0;0.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;32.8;62.5;4.8;0.0;0.0;0.0;0.0;0.0
496;Insecten- en mijtenbestrijding;Suikerbieten;2012;1225.0;14.6;10697;14.7;0.0;0.0;0.0;1.0;3.6;3.0;1.5;6.3;0.0;0.0;0.0;0.0;325;0.0;0.0;0.0;1.1;4.0;77.9;9.5;7.5;0.0;0.0;0.0;0.0;0.0;0.0
497;Insecten- en mijtenbestrijding;Suikerbieten;2016;314.0;4.0;2642;3.7;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.5;0.0;0.0;0.0;28;0.0;0.0;0.0;0.0;0.3;41.7;51.5;0.0;6.6;0.0;0.0;0.0;0.0;0.0
498;Insecten- en mijtenbestrijding;Tarwe, winter;2012;4083.0;47.1;60940;44.7;0.0;0.0;0.0;0.0;29.6;14.1;0.0;0.0;0.0;0.0;0.0;0.0;315;0.0;0.0;0.0;0.0;67.2;32.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
499;Insecten- en mijtenbestrijding;Tarwe, winter;2016;4360.0;60.0;75445;64.5;0.0;0.0;5.3;4.7;21.9;38.9;3.0;0.0;0.0;0.7;0.0;0.0;604;0.0;0.0;4.9;5.0;40.4;42.7;6.8;0.0;0.0;0.1;0.0;0.0;0.0;0.0
500;Insecten- en mijtenbestrijding;Tarwe, zomer;2012;897.0;40.6;7372;48.4;0.0;0.0;0.0;0.0;8.5;37.1;0.0;0.0;0.0;0.0;0.0;0.0;33;0.0;0.0;0.0;0.0;19.6;80.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
501;Insecten- en mijtenbestrijding;Tarwe, zomer;2016;935.0;51.7;6885;62.3;0.0;0.0;0.0;12.0;7.4;44.4;3.3;0.0;0.0;0.0;0.0;0.0;37;0.0;0.0;0.0;17.9;10.0;67.1;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
502;Insecten- en mijtenbestrijding;Totaal tomaten;2012;312.0;94.2;1649;97.5;37.8;38.9;51.1;50.8;73.7;73.1;79.4;81.7;81.1;68.1;35.9;27.5;5115;2.6;6.4;9.1;8.6;13.1;11.5;11.9;11.4;13.2;9.0;1.4;1.7;3.0;3.1
503;Insecten- en mijtenbestrijding;Totaal tomaten;2016;262.0;95.6;1691;99.2;41.8;32.1;48.9;63.5;71.6;77.1;68.0;68.7;74.8;74.5;59.5;58.1;6593;5.5;3.1;4.0;7.4;10.4;6.2;13.8;12.9;16.6;8.5;5.6;6.0;3.9;3.9
504;Insecten- en mijtenbestrijding;Tulpen open grond;2012;856.0;97.6;10963;97.5;72.6;7.4;84.6;73.5;86.2;80.8;79.7;51.8;31.9;8.5;8.5;8.5;12438;0.1;0.0;5.9;9.7;9.9;19.5;31.7;16.8;5.5;0.3;0.2;0.4;1.1;1.1
505;Insecten- en mijtenbestrijding;Tulpen open grond;2016;806.0;91.5;12348;93.5;8.5;1.6;27.3;84.7;89.4;89.8;27.3;1.1;5.0;6.6;2.9;4.7;5341;0.5;0.0;6.5;19.1;33.5;36.8;2.5;0.0;0.2;0.7;0.0;0.1;0.4;0.4
506;Insecten- en mijtenbestrijding;Vaste planten;2012;343.0;57.2;938;67.1;25.5;25.8;27.4;35.5;30.8;30.4;54.4;58.8;55.6;46.8;43.8;41.5;1243;4.4;1.6;11.3;7.9;5.6;11.4;25.5;11.7;10.3;3.9;3.2;3.1;0.9;1.3
507;Insecten- en mijtenbestrijding;Vaste planten;2016;208.0;39.6;791;45.7;2.7;5.5;10.7;15.4;27.3;29.8;28.6;30.4;26.6;19.8;4.3;1.2;189;0.5;0.4;1.9;2.7;12.1;44.6;14.3;9.3;7.7;5.2;0.5;0.7;0.1;0.2
508;Insecten- en mijtenbestrijding;Vlas;2012;121.0;45.4;1083;52.2;0.0;2.7;8.6;24.6;26.5;8.7;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0;0.7;14.2;27.7;42.9;14.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
509;Insecten- en mijtenbestrijding;Vlas;2016;209.0;60.3;1335;55.3;0.0;0.0;1.9;50.7;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23;0.0;0.0;1.5;56.0;42.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
510;Insecten- en mijtenbestrijding;Vruchtbomen;2012;148.0;75.5;1191;84.1;0.0;0.0;60.7;51.2;73.0;61.8;78.9;50.0;49.6;2.4;0.0;0.0;418;0.0;0.0;2.0;2.0;34.1;18.6;20.9;20.4;1.8;0.2;0.0;0.0;0.3;0.4
511;Insecten- en mijtenbestrijding;Vruchtbomen;2016;164.0;75.6;1421;86.7;0.0;0.0;5.8;35.9;64.6;75.0;59.1;49.5;25.0;6.7;3.6;0.0;609;0.0;0.0;0.1;2.9;13.8;42.2;19.2;12.3;6.9;1.4;1.1;0.0;0.4;0.4
512;Insecten- en mijtenbestrijding;Winterpeen;2012;670.0;74.9;4741;76.8;0.0;0.0;6.9;6.8;31.2;12.6;12.1;45.0;35.6;6.0;0.0;0.0;4182;0.0;0.0;3.3;11.5;42.7;3.2;2.0;18.8;16.8;1.7;0.0;0.0;0.7;0.9
513;Insecten- en mijtenbestrijding;Winterpeen;2016;440.0;48.2;3635;54.7;0.0;0.0;1.6;0.9;8.3;13.0;17.5;39.0;20.3;13.3;0.0;0.0;363;0.0;0.0;6.1;0.6;17.7;23.4;8.6;29.6;8.8;5.1;0.0;0.0;0.1;0.1
514;Insecten- en mijtenbestrijding;Witlofwortel;2012;330.0;71.4;2375;70.8;0.0;0.0;0.0;0.0;1.7;0.0;6.5;35.0;62.3;4.4;4.4;0.0;959;0.0;0.0;0.0;0.0;0.1;0.0;7.0;16.9;72.9;2.6;0.5;0.0;0.3;0.4
515;Insecten- en mijtenbestrijding;Witlofwortel;2016;192.0;46.3;1596;55.1;0.0;0.0;0.0;0.0;0.0;0.0;29.4;28.3;18.6;11.0;0.0;0.0;132;0.0;0.0;0.0;0.0;0.0;0.0;43.8;35.9;11.9;8.4;0.0;0.0;0.0;0.1
516;Insecten- en mijtenbestrijding;Zaai-uien;2012;1764.0;63.6;13325;63.5;0.0;0.0;0.0;0.0;0.0;12.6;70.2;37.6;0.0;0.0;0.0;0.0;264;0.0;0.0;0.0;0.0;0.0;8.2;44.4;47.4;0.0;0.0;0.0;0.0;0.0;0.0
517;Insecten- en mijtenbestrijding;Zaai-uien;2016;2160.0;70.2;18170;72.5;2.7;0.0;0.0;1.6;1.4;16.4;71.3;54.8;2.7;0.0;0.0;0.0;857;0.8;0.0;0.0;53.9;0.2;7.0;23.0;14.8;0.3;0.0;0.0;0.0;0.0;0.0
518;Insecten- en mijtenbestrijding;Zetmeelaardappelen;2012;905.0;61.3;25720;59.4;0.0;37.8;37.8;30.5;0.0;13.0;42.8;1.0;0.0;1.8;0.0;0.0;20378;0.0;2.4;40.9;49.7;0.0;0.6;3.4;0.0;0.0;3.0;0.0;0.0;0.5;0.8
519;Insecten- en mijtenbestrijding;Zetmeelaardappelen;2016;806.0;50.5;21796;50.5;0.0;0.0;3.4;10.0;2.9;34.3;22.3;17.1;2.3;0.0;0.0;0.0;1251;0.0;0.0;0.1;26.5;4.9;38.9;21.4;7.0;1.3;0.0;0.0;0.0;0.0;0.1
520;Slakkenbestrijding;Totaal gewassen/teeltsectoren;2012;;;11074;1.4;0.1;0.1;0.2;0.2;0.2;0.2;0.5;0.3;0.3;0.5;0.5;0.5;6496;1.0;0.7;6.2;5.6;5.5;9.9;26.7;17.2;11.3;10.1;4.1;1.8;0.0;0.6
521;Slakkenbestrijding;Totaal gewassen/teeltsectoren;2016;;;15975;2.2;0.0;0.0;0.0;0.2;0.2;0.3;0.3;0.2;0.2;2.1;2.0;0.0;4493;0.9;1.0;1.3;5.1;4.7;11.0;8.2;9.5;6.2;24.9;25.9;1.2;0.0;0.3
522;Slakkenbestrijding;Totaal akkerbouw;2012;;;4032;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.1;0.4;0.4;0.4;603;0.0;0.0;0.0;0.0;0.0;0.0;4.9;0.0;30.9;47.1;15.0;2.2;0.0;0.1
523;Slakkenbestrijding;Totaal akkerbouw;2016;;;11478;1.8;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;2.2;2.2;0.0;2128;0.0;0.0;0.0;0.0;1.5;2.3;0.0;0.0;0.1;45.4;50.7;0.0;0.0;0.2
524;Slakkenbestrijding;Totaal bloembollen en -knollen;2012;;;1888;9.0;0.1;0.1;0.1;3.2;1.7;0.7;0.0;0.0;2.3;0.0;0.0;0.0;456;0.1;0.0;0.1;38.2;8.3;0.2;0.0;0.0;53.2;0.0;0.0;0.0;0.0;0.2
525;Slakkenbestrijding;Totaal bloembollen en -knollen;2016;;;1030;4.4;0.5;0.5;0.5;0.2;1.0;0.2;0.2;0.2;1.7;2.2;0.6;0.0;170;2.1;3.2;15.9;0.0;2.0;0.0;0.0;0.0;31.8;22.3;22.6;0.0;0.0;0.2
526;Slakkenbestrijding;Totaal bloemen onder glas;2012;;;792;23.4;6.9;4.2;3.9;5.4;4.7;5.3;11.0;6.7;4.3;4.0;4.7;5.5;930;2.8;3.6;8.3;10.0;7.8;7.6;21.5;13.2;5.3;6.4;5.3;8.1;0.3;1.2
527;Slakkenbestrijding;Totaal bloemen onder glas;2016;;;674;23.5;7.0;6.1;6.6;6.8;6.4;10.7;5.8;5.6;5.7;7.0;6.2;6.0;444;8.4;8.9;6.6;8.8;6.8;13.9;7.0;8.1;5.3;7.3;9.2;9.7;0.2;0.7
528;Slakkenbestrijding;Totaal boom- en bloemkwekerij;2012;;;729;4.4;1.5;1.5;1.5;0.3;0.6;0.7;1.0;0.0;0.8;2.2;2.2;2.2;323;11.8;3.0;6.2;1.8;2.8;3.6;9.9;0.0;4.5;29.0;22.6;4.8;0.0;0.4
529;Slakkenbestrijding;Totaal boom- en bloemkwekerij;2016;;;207;1.2;0.0;0.0;0.0;0.1;0.3;0.4;0.3;0.4;0.3;0.0;0.0;0.2;26;0.0;0.0;0.0;5.9;7.4;22.0;12.4;27.4;1.3;2.0;0.0;21.6;0.0;0.1
530;Slakkenbestrijding;Totaal champignons;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
531;Slakkenbestrijding;Totaal champignons;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
532;Slakkenbestrijding;Totaal fruit open grond;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
533;Slakkenbestrijding;Totaal fruit open grond;2016;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
534;Slakkenbestrijding;Totaal glasgroenten;2012;;;68;1.7;0.2;0.3;0.4;0.1;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.5;2;4.7;3.3;0.4;0.2;2.8;3.0;0.0;0.0;0.0;0.0;0.0;85.6;0.0;0.0
535;Slakkenbestrijding;Totaal glasgroenten;2016;;;65;1.7;0.5;0.0;0.0;0.4;0.8;0.4;0.0;0.0;0.3;0.0;0.4;0.3;4;30.0;0.0;0.0;0.3;50.1;0.4;0.0;0.0;2.2;0.0;11.0;6.0;0.0;0.1
536;Slakkenbestrijding;Totaal groenten open grond;2012;;;3565;10.2;0.0;0.0;2.2;1.4;2.0;4.1;6.7;5.7;3.3;2.5;2.3;2.3;4181;0.0;0.0;7.2;2.2;5.7;13.4;35.2;23.8;5.7;5.3;1.3;0.2;0.1;1.2
537;Slakkenbestrijding;Totaal groenten open grond;2016;;;2521;7.1;0.0;0.0;0.1;3.1;2.3;5.6;5.1;4.2;2.9;1.7;0.1;0.3;1721;0.0;0.0;0.1;10.9;8.2;22.1;19.5;22.2;11.6;4.9;0.3;0.3;0.0;0.7
538;Slakkenbestrijding;Aardbeien, onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
539;Slakkenbestrijding;Aardbeien, onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0.0;
540;Slakkenbestrijding;Aardbeien, productie;2012;23.0;5.3;16;1.0;0.0;0.0;0.0;0.0;0.5;0.7;0.0;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;9.2;90.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
