ID;Overheidssectoren;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;k_25Jaar_4;k_2534Jaar_5;k_3544Jaar_6;k_4554Jaar_7;k_5559Jaar_8;k_59Jaar_9;k_14_10;k_510_11;k_10_12;InclZwangerschapsEnBevallingsverlof_13;ExclZwangerschapsEnBevallingsverlof_14;InclZwangerschapsEnBevallingsverlof_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;k_25Jaar_19;k_2534Jaar_20;k_3544Jaar_21;k_4554Jaar_22;k_5559Jaar_23;k_59Jaar_24;k_14_25;k_510_26;k_10_27;TotaalMannenEnVrouwen_28;Mannen_29;Vrouwen_30;k_25Jaar_31;k_2534Jaar_32;k_3544Jaar_33;k_4554Jaar_34;k_5559Jaar_35;k_59Jaar_36;k_14_37;k_510_38;k_10_39;TotaalMannenEnVrouwen_40;Mannen_41;Vrouwen_42;k_25Jaar_43;k_2534Jaar_44;k_3544Jaar_45;k_4554Jaar_46;k_5559Jaar_47;k_59Jaar_48;k_14_49;k_510_50;k_10_51;TotaalMannenEnVrouwen_52;Mannen_53;Vrouwen_54;k_25Jaar_55;k_2534Jaar_56;k_3544Jaar_57;k_4554Jaar_58;k_5559Jaar_59;k_59Jaar_60;k_14_61;k_510_62;k_10_63;PersonenZonderVerzuim_64;BeeindigdeVerzuimgevallen_65;Tot1Week_66;k_16Weken_67;k_6Weken05Jaar_68;k_05Jaar1Jaar_69;k_115Jaar_70;k_15JaarEnLanger_71
89;"Onderwijs; kalenderjaren";1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;"Onderwijs; kalenderjaren";1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;"Onderwijs; kalenderjaren";1999;7.6;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;19.9;;;;;;;;;;;;0.3;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;
92;"Onderwijs; kalenderjaren";2000;7.7;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;21.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;"Onderwijs; kalenderjaren";2001;7.6;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;23.4;;;;;;;;;;;;297.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;"Onderwijs; kalenderjaren";2002;7.0;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;24.1;;;;;;;;;;;;323.4;;;;;;;;;;;;217.4;;;;;;;;;;;;;;;;;;;
95;"Onderwijs; kalenderjaren";2003;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;231.2;;;;;;;;;;;;;;;;;;;
96;Primair en Voortgezet Onderwijs;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;Primair en Voortgezet Onderwijs;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;Primair en Voortgezet Onderwijs;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Primair en Voortgezet Onderwijs;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;Primair en Voortgezet Onderwijs;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Primair en Voortgezet Onderwijs;1997;7.2;6.2;8.2;;5.9;6.3;7.7;11.8;;;;;7.8;6.9;7.5;1.3;1.3;1.3;;1.5;1.4;1.2;1.1;;;;;17.0;12.3;18.6;;13.9;17.6;26.7;44.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;Primair en Voortgezet Onderwijs;1998;7.7;6.8;8.7;;6.5;6.9;8.5;11.3;;;;;8.4;7.4;8.1;1.3;1.2;1.3;;1.4;1.3;1.2;1.1;;;;;18.5;15.2;19.2;;12.3;16.2;19.9;36.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;Primair en Voortgezet Onderwijs;1999;8.4;7.6;9.0;;5.7;7.3;9.0;13.2;;;;;;;;1.2;;;;;;;;;;;;20.5;;;;;;;;;;;;228.4;;;;;;;;;;;;158.5;73.0;85.4;;32.9;44.6;61.6;19.3;;;;;;;;;;;;
104;Primair en Voortgezet Onderwijs;2000;8.7;8.0;9.2;;5.7;7.5;9.4;13.8;;;;;;;;1.2;;;;;;;;;;;;22.7;;;;;;;;;;;;231.5;;;;;;;;;;;;155.5;69.3;86.1;;33.1;40.4;62.2;19.8;;;;;;;;;;;;
105;Primair en Voortgezet Onderwijs;2001;8.4;7.8;8.9;;5.7;7.4;9.0;12.9;;;;;;;;1.1;1.1;1.2;;1.4;1.2;1.1;0.9;;;;;24.4;25.0;24.3;;14.2;20.9;28.8;44.7;;;;;255.4;91.1;164.3;;60.0;67.4;91.8;36.1;;;;;171.8;73.2;98.6;;38.2;42.4;66.8;24.3;;;;;;;;;;;;
106;Primair en Voortgezet Onderwijs;2002;7.5;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;25.1;;;;;;;;;;;;277.2;95.6;181.5;;69.4;69.2;96.3;42.3;;;;;181.3;;;;42.5;42.1;68.8;27.9;;;;;;;;;;;;
107;Primair en Voortgezet Onderwijs;2003;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200.8;83.5;117.3;;47.7;44.2;75.3;33.7;;;;;;;;;;;;
108;Wetenschappelijk Onderwijs;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Wetenschappelijk Onderwijs;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Wetenschappelijk Onderwijs;1994;4.0;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Wetenschappelijk Onderwijs;1995;3.9;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;16.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Wetenschappelijk Onderwijs;1996;3.8;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;15.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Wetenschappelijk Onderwijs;1997;3.8;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;Wetenschappelijk Onderwijs;1998;4.0;;;;;;;;;;;;;;;0.9;;;;;;;;;;;;15.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Wetenschappelijk Onderwijs;1999;4.3;;;;;;;;;;;;;3.5;;1.0;;;;;;;;;;;;16.9;;;;;;;;;;;;50.4;;;;;;;;;;;;38.9;;;;;;;;;;;;;;;;;;;
116;Wetenschappelijk Onderwijs;2000;4.5;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;Wetenschappelijk Onderwijs;2001;4.3;;;;;;;;;;;;;3.2;;0.9;;;;;;;;;;;;17.5;;;;;;;;;;;;42.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;Wetenschappelijk Onderwijs;2002;4.4;;;;;;;;;;;;;3.5;;1.0;;;;;;;;;;;;18.6;;;;;;;;;;;;46.2;;;;;;;;;;;;36.0;;;;;;;;;;;;;;;;;;;
119;Wetenschappelijk Onderwijs;2003;3.6;;;;;;;;;;;;;2.9;;1.0;;;;;;;;;;;;16.0;;;;;;;;;;;;37.4;23.1;14.3;;;;;;;;;;30.4;19.6;10.7;;;;;;;;;;;;;;;;;
120;Rechterlijke macht;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;Rechterlijke macht;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Rechterlijke macht;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Rechterlijke macht;1995;2.5;2.0;3.3;0.1;2.3;2.0;2.3;3.6;4.3;;2.5;2.5;2.9;1.7;2.1;0.2;0.2;0.3;0.5;0.5;0.3;0.1;0.2;0.1;;0.5;0.2;;48.8;31.0;1.0;11.5;30.9;65.4;77.5;133.0;0.0;11.3;48.1;2.2;1.3;0.8;;0.4;0.7;0.8;0.2;0.2;;0.2;1.9;2.1;1.3;0.8;;0.3;0.6;0.7;0.2;0.2;;0.2;1.8;;;;;;;;
124;Rechterlijke macht;1996;3.0;2.1;4.7;;2.7;2.5;3.0;4.4;4.7;;2.8;3.1;3.7;;;0.3;0.3;0.5;0.3;0.5;0.5;0.2;0.2;0.2;;0.5;0.3;21.2;30.7;42.9;7.0;16.3;24.5;62.2;114.0;89.5;0.0;16.1;41.9;;;;;;;;;;;;;2.1;1.3;0.8;;0.4;0.6;0.8;0.2;0.2;;0.2;1.9;;;;;;;;
125;Rechterlijke macht;1997;2.8;1.8;4.3;;2.4;2.4;2.8;4.4;3.0;;3.0;2.7;3.5;2.1;2.8;0.4;0.3;0.5;;0.4;0.5;0.3;0.3;0.1;;0.4;0.3;19.8;;;;;;;;;;;;2.3;1.4;0.9;;0.4;0.7;0.8;0.2;0.2;;0.2;2.0;2.2;1.3;0.8;;0.4;0.7;0.8;0.2;0.2;;0.2;1.9;;;;;;;;
126;Rechterlijke macht;1998;3.7;2.7;5.3;;3.9;3.3;3.9;2.8;4.8;;6.2;3.6;4.3;2.9;3.5;0.4;0.3;0.6;;0.7;0.5;0.3;0.3;0.2;;1.0;0.4;23.4;;;;;;;;;;;;2.2;;;;0.2;0.7;0.9;0.2;0.2;;0.1;2.1;2.1;;;;0.2;0.6;0.8;0.2;0.2;;0.1;2.0;;;;;;;;
127;Rechterlijke macht;1999;4.2;3.3;5.7;2.9;4.5;3.4;4.3;5.3;5.4;;6.7;4.1;5.0;3.1;3.9;0.5;0.4;0.6;2.0;0.8;0.5;0.4;0.4;0.2;;1.2;0.4;20.9;;;;;;;;;;19.1;;2.3;1.3;1.0;;0.2;0.7;0.9;0.3;0.2;;;2.2;2.2;1.3;0.8;;0.2;0.7;0.9;0.2;0.2;;;2.1;;;;;;;;
128;Rechterlijke macht;2000;4.6;3.5;6.1;0.7;4.5;4.2;3.9;8.1;4.4;;6.0;4.4;5.2;3.4;4.0;0.5;0.4;0.6;0.3;0.5;0.6;0.4;0.4;0.3;;6.0;4.4;22.3;;;;;;;;;;;;2.6;1.5;1.1;;0.4;0.8;0.9;0.3;0.2;;0.2;2.3;2.4;1.4;1.0;;0.4;0.7;0.9;0.3;0.2;;0.2;2.2;;;;;;;;
129;Rechterlijke macht;2001;4.7;3.5;6.2;0.3;4.5;3.9;5.0;6.0;4.4;;5.3;4.6;5.5;3.5;4.3;0.4;0.3;0.5;0.3;0.6;0.5;0.4;0.3;0.2;;5.3;4.6;24.1;23.0;24.9;1.4;15.2;17.2;28.9;48.2;44.4;;19.8;24.7;2.5;1.4;1.1;;0.4;0.8;0.8;0.3;0.2;;0.2;2.2;2.3;1.0;1.0;;0.4;0.7;0.7;0.3;0.2;;0.2;2.2;;;;;;;;
130;Rechterlijke macht;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Rechterlijke macht;2003;3.5;2.8;4.6;0.0;3.0;2.4;3.5;5.1;4.3;0.0;4.0;3.5;4.0;2.5;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
