ID;EconomicSectorsSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
4612;B Mining and quarrying;Midden-Limburg (CR);2010;;-35.5
4613;B Mining and quarrying;Midden-Limburg (CR);2011;;82.4
4614;B Mining and quarrying;Midden-Limburg (CR);2012;;-17.6
4615;B Mining and quarrying;Midden-Limburg (CR);2013;;-12.2
4616;B Mining and quarrying;Midden-Limburg (CR);2014;;0.4
4617;B Mining and quarrying;Midden-Limburg (CR);2015;;6.4
4618;B Mining and quarrying;Midden-Limburg (CR);2016;;
4619;B Mining and quarrying;Midden-Limburg (CR);2017;;
4620;B Mining and quarrying;Zuid-Limburg (CR);1996;;10.6
4621;B Mining and quarrying;Zuid-Limburg (CR);1997;;9.3
4622;B Mining and quarrying;Zuid-Limburg (CR);1998;;14.0
4623;B Mining and quarrying;Zuid-Limburg (CR);1999;;25.4
4624;B Mining and quarrying;Zuid-Limburg (CR);2000;;-40.4
4625;B Mining and quarrying;Zuid-Limburg (CR);2001;;-9.6
4626;B Mining and quarrying;Zuid-Limburg (CR);2002;;48.0
4627;B Mining and quarrying;Zuid-Limburg (CR);2003;;-22.9
4628;B Mining and quarrying;Zuid-Limburg (CR);2004;;-17.8
4629;B Mining and quarrying;Zuid-Limburg (CR);2005;;-16.2
4630;B Mining and quarrying;Zuid-Limburg (CR);2006;;-40.2
4631;B Mining and quarrying;Zuid-Limburg (CR);2007;;17.0
4632;B Mining and quarrying;Zuid-Limburg (CR);2008;;-3.4
4633;B Mining and quarrying;Zuid-Limburg (CR);2009;;14.3
4634;B Mining and quarrying;Zuid-Limburg (CR);2010;;20.7
4635;B Mining and quarrying;Zuid-Limburg (CR);2011;;14.0
4636;B Mining and quarrying;Zuid-Limburg (CR);2012;;-11.0
4637;B Mining and quarrying;Zuid-Limburg (CR);2013;;-18.9
4638;B Mining and quarrying;Zuid-Limburg (CR);2014;;-9.8
4639;B Mining and quarrying;Zuid-Limburg (CR);2015;;14.2
4640;B Mining and quarrying;Zuid-Limburg (CR);2016;;
4641;B Mining and quarrying;Zuid-Limburg (CR);2017;;
4642;B Mining and quarrying;Flevoland (CR);1996;;
4643;B Mining and quarrying;Flevoland (CR);1997;;
4644;B Mining and quarrying;Flevoland (CR);1998;;
4645;B Mining and quarrying;Flevoland (CR);1999;;
4646;B Mining and quarrying;Flevoland (CR);2000;;
4647;B Mining and quarrying;Flevoland (CR);2001;;
4648;B Mining and quarrying;Flevoland (CR);2002;;
4649;B Mining and quarrying;Flevoland (CR);2003;;
4650;B Mining and quarrying;Flevoland (CR);2004;;
4651;B Mining and quarrying;Flevoland (CR);2005;;
4652;B Mining and quarrying;Flevoland (CR);2006;;
4653;B Mining and quarrying;Flevoland (CR);2007;;
4654;B Mining and quarrying;Flevoland (CR);2008;;
4655;B Mining and quarrying;Flevoland (CR);2009;;
4656;B Mining and quarrying;Flevoland (CR);2010;;
4657;B Mining and quarrying;Flevoland (CR);2011;;
4658;B Mining and quarrying;Flevoland (CR);2012;;
4659;B Mining and quarrying;Flevoland (CR);2013;;-17.1
4660;B Mining and quarrying;Flevoland (CR);2014;;0.8
4661;B Mining and quarrying;Flevoland (CR);2015;;-100.0
4662;B Mining and quarrying;Flevoland (CR);2016;;
4663;B Mining and quarrying;Flevoland (CR);2017;;
4664;B Mining and quarrying;Utrecht-West (CP);1996;;
4665;B Mining and quarrying;Utrecht-West (CP);1997;;
4666;B Mining and quarrying;Utrecht-West (CP);1998;;
4667;B Mining and quarrying;Utrecht-West (CP);1999;;
4668;B Mining and quarrying;Utrecht-West (CP);2000;;
4669;B Mining and quarrying;Utrecht-West (CP);2001;;
4670;B Mining and quarrying;Utrecht-West (CP);2002;;
4671;B Mining and quarrying;Utrecht-West (CP);2003;;
4672;B Mining and quarrying;Utrecht-West (CP);2004;;
4673;B Mining and quarrying;Utrecht-West (CP);2005;;
4674;B Mining and quarrying;Utrecht-West (CP);2006;;
4675;B Mining and quarrying;Utrecht-West (CP);2007;;
4676;B Mining and quarrying;Utrecht-West (CP);2008;;
4677;B Mining and quarrying;Utrecht-West (CP);2009;;
4678;B Mining and quarrying;Utrecht-West (CP);2010;;
4679;B Mining and quarrying;Utrecht-West (CP);2011;;
4680;B Mining and quarrying;Utrecht-West (CP);2012;;
4681;B Mining and quarrying;Utrecht-West (CP);2013;;
4682;B Mining and quarrying;Utrecht-West (CP);2014;;
4683;B Mining and quarrying;Utrecht-West (CP);2015;;
4684;B Mining and quarrying;Utrecht-West (CP);2016;;
4685;B Mining and quarrying;Utrecht-West (CP);2017;;
4686;B Mining and quarrying;Stadsgewest Amersfoort (CP);1996;;
4687;B Mining and quarrying;Stadsgewest Amersfoort (CP);1997;;
4688;B Mining and quarrying;Stadsgewest Amersfoort (CP);1998;;
4689;B Mining and quarrying;Stadsgewest Amersfoort (CP);1999;;
4690;B Mining and quarrying;Stadsgewest Amersfoort (CP);2000;;
4691;B Mining and quarrying;Stadsgewest Amersfoort (CP);2001;;
4692;B Mining and quarrying;Stadsgewest Amersfoort (CP);2002;;
4693;B Mining and quarrying;Stadsgewest Amersfoort (CP);2003;;
4694;B Mining and quarrying;Stadsgewest Amersfoort (CP);2004;;
4695;B Mining and quarrying;Stadsgewest Amersfoort (CP);2005;;
4696;B Mining and quarrying;Stadsgewest Amersfoort (CP);2006;;
4697;B Mining and quarrying;Stadsgewest Amersfoort (CP);2007;;
4698;B Mining and quarrying;Stadsgewest Amersfoort (CP);2008;;
4699;B Mining and quarrying;Stadsgewest Amersfoort (CP);2009;;
4700;B Mining and quarrying;Stadsgewest Amersfoort (CP);2010;;
4701;B Mining and quarrying;Stadsgewest Amersfoort (CP);2011;;
4702;B Mining and quarrying;Stadsgewest Amersfoort (CP);2012;;
4703;B Mining and quarrying;Stadsgewest Amersfoort (CP);2013;;
4704;B Mining and quarrying;Stadsgewest Amersfoort (CP);2014;;
4705;B Mining and quarrying;Stadsgewest Amersfoort (CP);2015;;
4706;B Mining and quarrying;Stadsgewest Amersfoort (CP);2016;;
4707;B Mining and quarrying;Stadsgewest Amersfoort (CP);2017;;
4708;B Mining and quarrying;Stadsgewest Utrecht (CP);1996;;-23.6
4709;B Mining and quarrying;Stadsgewest Utrecht (CP);1997;;-7.5
4710;B Mining and quarrying;Stadsgewest Utrecht (CP);1998;;270.6
4711;B Mining and quarrying;Stadsgewest Utrecht (CP);1999;;17.6
4712;B Mining and quarrying;Stadsgewest Utrecht (CP);2000;;-38.6
4713;B Mining and quarrying;Stadsgewest Utrecht (CP);2001;;-12.2
4714;B Mining and quarrying;Stadsgewest Utrecht (CP);2002;;2.8
4715;B Mining and quarrying;Stadsgewest Utrecht (CP);2003;;42.1
4716;B Mining and quarrying;Stadsgewest Utrecht (CP);2004;;-7.1
4717;B Mining and quarrying;Stadsgewest Utrecht (CP);2005;;-48.2
4718;B Mining and quarrying;Stadsgewest Utrecht (CP);2006;;-52.5
4719;B Mining and quarrying;Stadsgewest Utrecht (CP);2007;;-49.9
4720;B Mining and quarrying;Stadsgewest Utrecht (CP);2008;;-20.4
4721;B Mining and quarrying;Stadsgewest Utrecht (CP);2009;;119.4
4722;B Mining and quarrying;Stadsgewest Utrecht (CP);2010;;159.6
4723;B Mining and quarrying;Stadsgewest Utrecht (CP);2011;;15.0
4724;B Mining and quarrying;Stadsgewest Utrecht (CP);2012;;-36.7
4725;B Mining and quarrying;Stadsgewest Utrecht (CP);2013;;-8.9
4726;B Mining and quarrying;Stadsgewest Utrecht (CP);2014;;6.4
4727;B Mining and quarrying;Stadsgewest Utrecht (CP);2015;;5.1
4728;B Mining and quarrying;Stadsgewest Utrecht (CP);2016;;
4729;B Mining and quarrying;Stadsgewest Utrecht (CP);2017;;
4730;B Mining and quarrying;Zuidoost-Utrecht (CP);1996;;
4731;B Mining and quarrying;Zuidoost-Utrecht (CP);1997;;
4732;B Mining and quarrying;Zuidoost-Utrecht (CP);1998;;
4733;B Mining and quarrying;Zuidoost-Utrecht (CP);1999;;
4734;B Mining and quarrying;Zuidoost-Utrecht (CP);2000;;
4735;B Mining and quarrying;Zuidoost-Utrecht (CP);2001;;
4736;B Mining and quarrying;Zuidoost-Utrecht (CP);2002;;
4737;B Mining and quarrying;Zuidoost-Utrecht (CP);2003;;
4738;B Mining and quarrying;Zuidoost-Utrecht (CP);2004;;
4739;B Mining and quarrying;Zuidoost-Utrecht (CP);2005;;
4740;B Mining and quarrying;Zuidoost-Utrecht (CP);2006;;
4741;B Mining and quarrying;Zuidoost-Utrecht (CP);2007;;
4742;B Mining and quarrying;Zuidoost-Utrecht (CP);2008;;
4743;B Mining and quarrying;Zuidoost-Utrecht (CP);2009;;
4744;B Mining and quarrying;Zuidoost-Utrecht (CP);2010;;
4745;B Mining and quarrying;Zuidoost-Utrecht (CP);2011;;6.9
4746;B Mining and quarrying;Zuidoost-Utrecht (CP);2012;;-100.0
4747;B Mining and quarrying;Zuidoost-Utrecht (CP);2013;;
4748;B Mining and quarrying;Zuidoost-Utrecht (CP);2014;;
4749;B Mining and quarrying;Zuidoost-Utrecht (CP);2015;;
4750;B Mining and quarrying;Zuidoost-Utrecht (CP);2016;;
4751;B Mining and quarrying;Zuidoost-Utrecht (CP);2017;;
4752;B Mining and quarrying;Amsterdam (CP);1996;;-23.6
4753;B Mining and quarrying;Amsterdam (CP);1997;;15.6
4754;B Mining and quarrying;Amsterdam (CP);1998;;48.2
4755;B Mining and quarrying;Amsterdam (CP);1999;;25.4
4756;B Mining and quarrying;Amsterdam (CP);2000;;-42.4
4757;B Mining and quarrying;Amsterdam (CP);2001;;52.1
4758;B Mining and quarrying;Amsterdam (CP);2002;;1.7
4759;B Mining and quarrying;Amsterdam (CP);2003;;73.6
4760;B Mining and quarrying;Amsterdam (CP);2004;;-20.6
4761;B Mining and quarrying;Amsterdam (CP);2005;;-6.5
4762;B Mining and quarrying;Amsterdam (CP);2006;;-22.8
4763;B Mining and quarrying;Amsterdam (CP);2007;;5.0
4764;B Mining and quarrying;Amsterdam (CP);2008;;-63.8
4765;B Mining and quarrying;Amsterdam (CP);2009;;88.0
4766;B Mining and quarrying;Amsterdam (CP);2010;;82.0
4767;B Mining and quarrying;Amsterdam (CP);2011;;29.9
4768;B Mining and quarrying;Amsterdam (CP);2012;;-10.3
4769;B Mining and quarrying;Amsterdam (CP);2013;;-15.8
4770;B Mining and quarrying;Amsterdam (CP);2014;;21.1
4771;B Mining and quarrying;Amsterdam (CP);2015;;28.8
4772;B Mining and quarrying;Amsterdam (CP);2016;;
4773;B Mining and quarrying;Amsterdam (CP);2017;;
4774;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);1996;;
4775;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);1997;;
4776;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);1998;;
4777;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);1999;;
4778;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2000;;
4779;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2001;;
4780;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2002;;
4781;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2003;;
4782;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2004;;
4783;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2005;;
4784;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2006;;
4785;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2007;;
4786;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2008;;
4787;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2009;;
4788;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2010;;
4789;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2011;;-100.0
4790;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2012;;
4791;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2013;;
4792;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2014;;
4793;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2015;;
4794;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2016;;
4795;B Mining and quarrying;Overig Agglomeratie Amsterdam (CP);2017;;
4796;B Mining and quarrying;Edam-Volendam en omgeving (CP);1996;;
4797;B Mining and quarrying;Edam-Volendam en omgeving (CP);1997;;
4798;B Mining and quarrying;Edam-Volendam en omgeving (CP);1998;;
4799;B Mining and quarrying;Edam-Volendam en omgeving (CP);1999;;
4800;B Mining and quarrying;Edam-Volendam en omgeving (CP);2000;;
4801;B Mining and quarrying;Edam-Volendam en omgeving (CP);2001;;
4802;B Mining and quarrying;Edam-Volendam en omgeving (CP);2002;;
4803;B Mining and quarrying;Edam-Volendam en omgeving (CP);2003;;-100.0
4804;B Mining and quarrying;Edam-Volendam en omgeving (CP);2004;;
4805;B Mining and quarrying;Edam-Volendam en omgeving (CP);2005;;
4806;B Mining and quarrying;Edam-Volendam en omgeving (CP);2006;;
4807;B Mining and quarrying;Edam-Volendam en omgeving (CP);2007;;
4808;B Mining and quarrying;Edam-Volendam en omgeving (CP);2008;;218.3
4809;B Mining and quarrying;Edam-Volendam en omgeving (CP);2009;;61.9
4810;B Mining and quarrying;Edam-Volendam en omgeving (CP);2010;;74.9
4811;B Mining and quarrying;Edam-Volendam en omgeving (CP);2011;;-2.3
4812;B Mining and quarrying;Edam-Volendam en omgeving (CP);2012;;-11.7
4813;B Mining and quarrying;Edam-Volendam en omgeving (CP);2013;;35.6
4814;B Mining and quarrying;Edam-Volendam en omgeving (CP);2014;;12.3
4815;B Mining and quarrying;Edam-Volendam en omgeving (CP);2015;;1.9
4816;B Mining and quarrying;Edam-Volendam en omgeving (CP);2016;;
4817;B Mining and quarrying;Edam-Volendam en omgeving (CP);2017;;
4818;B Mining and quarrying;Haarlemmermeer en omgeving (CP);1996;;
4819;B Mining and quarrying;Haarlemmermeer en omgeving (CP);1997;;
4820;B Mining and quarrying;Haarlemmermeer en omgeving (CP);1998;;
4821;B Mining and quarrying;Haarlemmermeer en omgeving (CP);1999;;
4822;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2000;;31.6
4823;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2001;;2.4
4824;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2002;;-11.9
4825;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2003;;-29.0
4826;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2004;;-31.5
4827;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2005;;-62.2
4828;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2006;;54.4
4829;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2007;;50.4
4830;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2008;;6.1
4831;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2009;;25.3
4832;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2010;;79.1
4833;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2011;;11.6
4834;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2012;;0.0
4835;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2013;;-9.7
4836;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2014;;16.8
4837;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2015;;28.8
4838;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2016;;
4839;B Mining and quarrying;Haarlemmermeer en omgeving (CP);2017;;
4840;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1996;;32.8
4841;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1997;;8.7
4842;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1998;;14.8
4843;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1999;;2.7
4844;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2000;;16.8
4845;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2001;;-23.3
4846;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2002;;10.5
4847;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2003;;4.7
4848;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2004;;8.7
4849;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2005;;-40.9
4850;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2006;;-16.6
4851;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2007;;20.9
4852;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2008;;-25.1
4853;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2009;;-7.2
4854;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2010;;-1.0
4855;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2011;;-27.2
4856;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2012;;-6.3
4857;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2013;;-15.9
4858;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2014;;-7.0
4859;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2015;;-4.1
4860;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2016;;
4861;B Mining and quarrying;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2017;;
4862;B Mining and quarrying;Zoetermeer (CP);1996;;27.3
4863;B Mining and quarrying;Zoetermeer (CP);1997;;-7.5
4864;B Mining and quarrying;Zoetermeer (CP);1998;;-41.8
4865;B Mining and quarrying;Zoetermeer (CP);1999;;-30.2
4866;B Mining and quarrying;Zoetermeer (CP);2000;;-53.0
4867;B Mining and quarrying;Zoetermeer (CP);2001;;14.7
4868;B Mining and quarrying;Zoetermeer (CP);2002;;25.9
4869;B Mining and quarrying;Zoetermeer (CP);2003;;-5.3
4870;B Mining and quarrying;Zoetermeer (CP);2004;;41.2
4871;B Mining and quarrying;Zoetermeer (CP);2005;;-17.4
4872;B Mining and quarrying;Zoetermeer (CP);2006;;-35.7
4873;B Mining and quarrying;Zoetermeer (CP);2007;;20.3
4874;B Mining and quarrying;Zoetermeer (CP);2008;;-0.5
4875;B Mining and quarrying;Zoetermeer (CP);2009;;17.0
4876;B Mining and quarrying;Zoetermeer (CP);2010;;126.7
4877;B Mining and quarrying;Zoetermeer (CP);2011;;-6.7
4878;B Mining and quarrying;Zoetermeer (CP);2012;;-40.7
4879;B Mining and quarrying;Zoetermeer (CP);2013;;180.3
4880;B Mining and quarrying;Zoetermeer (CP);2014;;49.1
4881;B Mining and quarrying;Zoetermeer (CP);2015;;27.3
4882;B Mining and quarrying;Zoetermeer (CP);2016;;
4883;B Mining and quarrying;Zoetermeer (CP);2017;;
4884;B Mining and quarrying;Rijnmond (CP);1996;;-13.0
4885;B Mining and quarrying;Rijnmond (CP);1997;;-12.0
4886;B Mining and quarrying;Rijnmond (CP);1998;;2.6
4887;B Mining and quarrying;Rijnmond (CP);1999;;1.7
4888;B Mining and quarrying;Rijnmond (CP);2000;;-17.0
4889;B Mining and quarrying;Rijnmond (CP);2001;;15.8
4890;B Mining and quarrying;Rijnmond (CP);2002;;20.7
4891;B Mining and quarrying;Rijnmond (CP);2003;;-26.8
4892;B Mining and quarrying;Rijnmond (CP);2004;;2.0
4893;B Mining and quarrying;Rijnmond (CP);2005;;33.6
4894;B Mining and quarrying;Rijnmond (CP);2006;;8.3
4895;B Mining and quarrying;Rijnmond (CP);2007;;25.1
4896;B Mining and quarrying;Rijnmond (CP);2008;;-9.3
4897;B Mining and quarrying;Rijnmond (CP);2009;;-22.4
4898;B Mining and quarrying;Rijnmond (CP);2010;;-6.2
4899;B Mining and quarrying;Rijnmond (CP);2011;;2.6
4900;B Mining and quarrying;Rijnmond (CP);2012;;-28.8
4901;B Mining and quarrying;Rijnmond (CP);2013;;19.8
4902;B Mining and quarrying;Rijnmond (CP);2014;;19.2
4903;B Mining and quarrying;Rijnmond (CP);2015;;-13.3
4904;B Mining and quarrying;Rijnmond (CP);2016;;
4905;B Mining and quarrying;Rijnmond (CP);2017;;
4906;B Mining and quarrying;Overig Groot-Rijnmond (CP);1996;;
4907;B Mining and quarrying;Overig Groot-Rijnmond (CP);1997;;
4908;B Mining and quarrying;Overig Groot-Rijnmond (CP);1998;;
4909;B Mining and quarrying;Overig Groot-Rijnmond (CP);1999;;
4910;B Mining and quarrying;Overig Groot-Rijnmond (CP);2000;;
4911;B Mining and quarrying;Overig Groot-Rijnmond (CP);2001;;
4912;B Mining and quarrying;Overig Groot-Rijnmond (CP);2002;;
4913;B Mining and quarrying;Overig Groot-Rijnmond (CP);2003;;
4914;B Mining and quarrying;Overig Groot-Rijnmond (CP);2004;;
4915;B Mining and quarrying;Overig Groot-Rijnmond (CP);2005;;
4916;B Mining and quarrying;Overig Groot-Rijnmond (CP);2006;;
4917;B Mining and quarrying;Overig Groot-Rijnmond (CP);2007;;
4918;B Mining and quarrying;Overig Groot-Rijnmond (CP);2008;;
4919;B Mining and quarrying;Overig Groot-Rijnmond (CP);2009;;
4920;B Mining and quarrying;Overig Groot-Rijnmond (CP);2010;;
4921;B Mining and quarrying;Overig Groot-Rijnmond (CP);2011;;718.2
4922;B Mining and quarrying;Overig Groot-Rijnmond (CP);2012;;276.3
4923;B Mining and quarrying;Overig Groot-Rijnmond (CP);2013;;-23.2
4924;B Mining and quarrying;Overig Groot-Rijnmond (CP);2014;;-6.2
4925;B Mining and quarrying;Overig Groot-Rijnmond (CP);2015;;-16.5
4926;B Mining and quarrying;Overig Groot-Rijnmond (CP);2016;;
4927;B Mining and quarrying;Overig Groot-Rijnmond (CP);2017;;
4928;B Mining and quarrying;Drechtsteden (CP);1996;;52.8
4929;B Mining and quarrying;Drechtsteden (CP);1997;;4.0
4930;B Mining and quarrying;Drechtsteden (CP);1998;;17.7
4931;B Mining and quarrying;Drechtsteden (CP);1999;;20.7
4932;B Mining and quarrying;Drechtsteden (CP);2000;;-40.2
4933;B Mining and quarrying;Drechtsteden (CP);2001;;39.2
4934;B Mining and quarrying;Drechtsteden (CP);2002;;-61.1
4935;B Mining and quarrying;Drechtsteden (CP);2003;;10.5
4936;B Mining and quarrying;Drechtsteden (CP);2004;;2.7
4937;B Mining and quarrying;Drechtsteden (CP);2005;;-78.4
4938;B Mining and quarrying;Drechtsteden (CP);2006;;440.3
4939;B Mining and quarrying;Drechtsteden (CP);2007;;-21.2
4940;B Mining and quarrying;Drechtsteden (CP);2008;;23.0
4941;B Mining and quarrying;Drechtsteden (CP);2009;;-4.1
4942;B Mining and quarrying;Drechtsteden (CP);2010;;-31.2
4943;B Mining and quarrying;Drechtsteden (CP);2011;;16.8
4944;B Mining and quarrying;Drechtsteden (CP);2012;;-7.0
4945;B Mining and quarrying;Drechtsteden (CP);2013;;-1.4
4946;B Mining and quarrying;Drechtsteden (CP);2014;;52.3
4947;B Mining and quarrying;Drechtsteden (CP);2015;;15.4
4948;B Mining and quarrying;Drechtsteden (CP);2016;;
4949;B Mining and quarrying;Drechtsteden (CP);2017;;
4950;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);1996;;234.2
4951;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);1997;;5.7
4952;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);1998;;-100.0
4953;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);1999;;
4954;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2000;;
4955;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2001;;
4956;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2002;;
4957;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2003;;-13.9
4958;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2004;;-28.1
4959;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2005;;-35.1
4960;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2006;;-22.8
4961;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2007;;33.7
4962;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2008;;-100.0
4963;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2009;;
4964;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2010;;-2.6
4965;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2011;;231.8
4966;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2012;;-56.9
4967;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2013;;-27.4
4968;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2014;;-51.4
4969;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2015;;-3.2
4970;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2016;;
4971;B Mining and quarrying;Overig Zuidoost-Zuid-Holland (CP);2017;;
4972;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);1996;;
4973;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);1997;;
4974;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);1998;;
4975;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);1999;;
4976;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2000;;
4977;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2001;;
4978;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2002;;
4979;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2003;;
4980;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2004;;
4981;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2005;;
4982;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2006;;
4983;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2007;;
4984;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2008;;
4985;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2009;;
4986;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2010;;
4987;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2011;;-85.5
4988;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2012;;-0.6
4989;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2013;;65.9
4990;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2014;;0.8
4991;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2015;;-100.0
4992;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2016;;
4993;B Mining and quarrying;Stadsgewest 's-Hertogenbosch (CP);2017;;
4994;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);1996;;8.2
4995;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);1997;;-2.1
4996;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);1998;;47.1
4997;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);1999;;1.0
4998;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);2000;;-28.5
4999;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);2001;;-1.7
5000;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);2002;;2.8
5001;B Mining and quarrying;Overig Noordoost-Noord-Brabant (CP);2003;;-15.4
