ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
1033;18;Totaal burgerlijke staat;2044;19908;16560;1505;391;1452
1034;18;Totaal burgerlijke staat;2045;19935;16582;1509;391;1453
1035;18;Totaal burgerlijke staat;2046;19961;16602;1512;392;1455
1036;18;Totaal burgerlijke staat;2047;19974;16612;1515;392;1455
1037;18;Totaal burgerlijke staat;2048;19978;16613;1518;392;1455
1038;18;Totaal burgerlijke staat;2049;19969;16604;1520;392;1453
1039;18;Totaal burgerlijke staat;2050;19944;16582;1520;391;1451
1040;18;Totaal burgerlijke staat;2051;19899;16543;1519;390;1447
1041;18;Totaal burgerlijke staat;2052;19837;16489;1517;389;1442
1042;18;Totaal burgerlijke staat;2053;19758;16424;1512;387;1435
1043;18;Totaal burgerlijke staat;2054;19674;16352;1508;386;1428
1044;18;Totaal burgerlijke staat;2055;19586;16276;1504;384;1422
1045;18;Totaal burgerlijke staat;2056;19503;16204;1500;383;1416
1046;18;Totaal burgerlijke staat;2057;19420;16134;1494;382;1410
1047;18;Totaal burgerlijke staat;2058;19349;16074;1490;380;1405
1048;18;Totaal burgerlijke staat;2059;19294;16026;1487;379;1402
1049;18;Totaal burgerlijke staat;2060;19250;15988;1484;379;1399
1050;18;Ongehuwd;2011;20786;17478;1458;351;1499
1051;18;Ongehuwd;2012;20647;17272;1469;406;1500
1052;18;Ongehuwd;2013;20863;17415;1487;444;1517
1053;18;Ongehuwd;2014;19903;16620;1422;398;1463
1054;18;Ongehuwd;2015;19836;16552;1425;393;1466
1055;18;Ongehuwd;2016;19998;16702;1423;394;1479
1056;18;Ongehuwd;2017;20532;17155;1458;402;1517
1057;18;Ongehuwd;2018;20664;17273;1467;402;1522
1058;18;Ongehuwd;2019;21118;17671;1489;408;1550
1059;18;Ongehuwd;2020;20809;17410;1473;403;1523
1060;18;Ongehuwd;2021;20645;17272;1465;399;1509
1061;18;Ongehuwd;2022;20551;17193;1461;398;1499
1062;18;Ongehuwd;2023;19948;16685;1422;388;1453
1063;18;Ongehuwd;2024;19401;16215;1390;377;1419
1064;18;Ongehuwd;2025;19195;16037;1377;372;1409
1065;18;Ongehuwd;2026;18891;15786;1350;368;1387
1066;18;Ongehuwd;2027;19160;16013;1368;371;1408
1067;18;Ongehuwd;2028;19196;16053;1362;373;1408
1068;18;Ongehuwd;2029;18980;15871;1348;369;1392
1069;18;Ongehuwd;2030;18847;15759;1337;366;1385
1070;18;Ongehuwd;2031;18781;15703;1332;365;1381
1071;18;Ongehuwd;2032;18791;15710;1334;365;1382
1072;18;Ongehuwd;2033;18825;15738;1336;366;1385
1073;18;Ongehuwd;2034;18882;15786;1340;366;1390
1074;18;Ongehuwd;2035;18961;15850;1347;368;1396
1075;18;Ongehuwd;2036;19070;15941;1355;370;1404
1076;18;Ongehuwd;2037;19191;16041;1365;372;1413
1077;18;Ongehuwd;2038;19307;16137;1375;374;1421
1078;18;Ongehuwd;2039;19422;16233;1384;376;1429
1079;18;Ongehuwd;2040;19510;16305;1393;377;1435
1080;18;Ongehuwd;2041;19603;16381;1402;379;1441
1081;18;Ongehuwd;2042;19677;16442;1410;380;1445
1082;18;Ongehuwd;2043;19734;16488;1416;381;1449
1083;18;Ongehuwd;2044;19781;16524;1423;382;1452
1084;18;Ongehuwd;2045;19808;16546;1427;382;1453
1085;18;Ongehuwd;2046;19834;16566;1430;383;1455
1086;18;Ongehuwd;2047;19847;16576;1433;383;1455
1087;18;Ongehuwd;2048;19851;16577;1436;383;1455
1088;18;Ongehuwd;2049;19842;16568;1438;383;1453
1089;18;Ongehuwd;2050;19817;16546;1438;382;1451
1090;18;Ongehuwd;2051;19772;16507;1437;381;1447
1091;18;Ongehuwd;2052;19710;16453;1435;380;1442
1092;18;Ongehuwd;2053;19632;16388;1431;378;1435
1093;18;Ongehuwd;2054;19548;16316;1427;377;1428
1094;18;Ongehuwd;2055;19460;16240;1423;375;1422
1095;18;Ongehuwd;2056;19378;16169;1419;374;1416
1096;18;Ongehuwd;2057;19295;16099;1413;373;1410
1097;18;Ongehuwd;2058;19224;16039;1409;371;1405
1098;18;Ongehuwd;2059;19169;15991;1406;370;1402
1099;18;Ongehuwd;2060;19125;15953;1403;370;1399
1100;18;Gehuwd;2011;108;39;61;8;0
1101;18;Gehuwd;2012;119;36;75;8;0
1102;18;Gehuwd;2013;131;37;85;9;0
1103;18;Gehuwd;2014;131;36;87;8;0
1104;18;Gehuwd;2015;130;36;86;8;0
1105;18;Gehuwd;2016;129;36;85;8;0
1106;18;Gehuwd;2017;130;37;85;8;0
1107;18;Gehuwd;2018;129;37;84;8;0
1108;18;Gehuwd;2019;131;38;85;8;0
1109;18;Gehuwd;2020;131;38;85;8;0
1110;18;Gehuwd;2021;130;37;85;8;0
1111;18;Gehuwd;2022;130;37;85;8;0
1112;18;Gehuwd;2023;129;36;85;8;0
1113;18;Gehuwd;2024;128;35;85;8;0
1114;18;Gehuwd;2025;128;35;85;8;0
1115;18;Gehuwd;2026;128;35;85;8;0
1116;18;Gehuwd;2027;128;35;85;8;0
1117;18;Gehuwd;2028;128;35;85;8;0
1118;18;Gehuwd;2029;127;35;84;8;0
1119;18;Gehuwd;2030;126;34;84;8;0
1120;18;Gehuwd;2031;125;34;84;7;0
1121;18;Gehuwd;2032;125;34;84;7;0
1122;18;Gehuwd;2033;125;34;84;7;0
1123;18;Gehuwd;2034;127;35;84;8;0
1124;18;Gehuwd;2035;126;35;83;8;0
1125;18;Gehuwd;2036;126;35;83;8;0
1126;18;Gehuwd;2037;126;35;83;8;0
1127;18;Gehuwd;2038;126;35;83;8;0
1128;18;Gehuwd;2039;126;35;83;8;0
1129;18;Gehuwd;2040;127;36;83;8;0
1130;18;Gehuwd;2041;127;36;83;8;0
1131;18;Gehuwd;2042;127;36;83;8;0
1132;18;Gehuwd;2043;126;36;82;8;0
1133;18;Gehuwd;2044;126;36;82;8;0
1134;18;Gehuwd;2045;126;36;82;8;0
1135;18;Gehuwd;2046;126;36;82;8;0
1136;18;Gehuwd;2047;126;36;82;8;0
1137;18;Gehuwd;2048;126;36;82;8;0
1138;18;Gehuwd;2049;126;36;82;8;0
1139;18;Gehuwd;2050;126;36;82;8;0
1140;18;Gehuwd;2051;126;36;82;8;0
1141;18;Gehuwd;2052;126;36;82;8;0
1142;18;Gehuwd;2053;125;36;81;8;0
1143;18;Gehuwd;2054;125;36;81;8;0
1144;18;Gehuwd;2055;125;36;81;8;0
1145;18;Gehuwd;2056;124;35;81;8;0
1146;18;Gehuwd;2057;124;35;81;8;0
1147;18;Gehuwd;2058;124;35;81;8;0
1148;18;Gehuwd;2059;124;35;81;8;0
1149;18;Gehuwd;2060;124;35;81;8;0
1150;18;Verweduwd;2011;0;0;0;0;0
1151;18;Verweduwd;2012;0;0;0;0;0
1152;18;Verweduwd;2013;0;0;0;0;0
1153;18;Verweduwd;2014;0;0;0;0;0
1154;18;Verweduwd;2015;0;0;0;0;0
1155;18;Verweduwd;2016;0;0;0;0;0
1156;18;Verweduwd;2017;0;0;0;0;0
1157;18;Verweduwd;2018;0;0;0;0;0
1158;18;Verweduwd;2019;0;0;0;0;0
1159;18;Verweduwd;2020;0;0;0;0;0
1160;18;Verweduwd;2021;0;0;0;0;0
1161;18;Verweduwd;2022;0;0;0;0;0
1162;18;Verweduwd;2023;0;0;0;0;0
1163;18;Verweduwd;2024;0;0;0;0;0
1164;18;Verweduwd;2025;0;0;0;0;0
1165;18;Verweduwd;2026;0;0;0;0;0
1166;18;Verweduwd;2027;0;0;0;0;0
1167;18;Verweduwd;2028;0;0;0;0;0
1168;18;Verweduwd;2029;0;0;0;0;0
1169;18;Verweduwd;2030;0;0;0;0;0
1170;18;Verweduwd;2031;0;0;0;0;0
1171;18;Verweduwd;2032;0;0;0;0;0
1172;18;Verweduwd;2033;0;0;0;0;0
1173;18;Verweduwd;2034;0;0;0;0;0
1174;18;Verweduwd;2035;0;0;0;0;0
1175;18;Verweduwd;2036;0;0;0;0;0
1176;18;Verweduwd;2037;0;0;0;0;0
1177;18;Verweduwd;2038;0;0;0;0;0
1178;18;Verweduwd;2039;0;0;0;0;0
1179;18;Verweduwd;2040;0;0;0;0;0
1180;18;Verweduwd;2041;0;0;0;0;0
1181;18;Verweduwd;2042;0;0;0;0;0
1182;18;Verweduwd;2043;0;0;0;0;0
1183;18;Verweduwd;2044;0;0;0;0;0
1184;18;Verweduwd;2045;0;0;0;0;0
1185;18;Verweduwd;2046;0;0;0;0;0
1186;18;Verweduwd;2047;0;0;0;0;0
1187;18;Verweduwd;2048;0;0;0;0;0
1188;18;Verweduwd;2049;0;0;0;0;0
1189;18;Verweduwd;2050;0;0;0;0;0
1190;18;Verweduwd;2051;0;0;0;0;0
1191;18;Verweduwd;2052;0;0;0;0;0
1192;18;Verweduwd;2053;0;0;0;0;0
1193;18;Verweduwd;2054;0;0;0;0;0
1194;18;Verweduwd;2055;0;0;0;0;0
1195;18;Verweduwd;2056;0;0;0;0;0
1196;18;Verweduwd;2057;0;0;0;0;0
1197;18;Verweduwd;2058;0;0;0;0;0
1198;18;Verweduwd;2059;0;0;0;0;0
1199;18;Verweduwd;2060;0;0;0;0;0
1200;18;Gescheiden;2011;1;0;0;1;0
1201;18;Gescheiden;2012;1;0;0;1;0
1202;18;Gescheiden;2013;1;0;0;1;0
1203;18;Gescheiden;2014;1;0;0;1;0
1204;18;Gescheiden;2015;1;0;0;1;0
1205;18;Gescheiden;2016;1;0;0;1;0
1206;18;Gescheiden;2017;1;0;0;1;0
1207;18;Gescheiden;2018;1;0;0;1;0
1208;18;Gescheiden;2019;1;0;0;1;0
1209;18;Gescheiden;2020;1;0;0;1;0
1210;18;Gescheiden;2021;1;0;0;1;0
1211;18;Gescheiden;2022;1;0;0;1;0
1212;18;Gescheiden;2023;1;0;0;1;0
1213;18;Gescheiden;2024;1;0;0;1;0
1214;18;Gescheiden;2025;1;0;0;1;0
1215;18;Gescheiden;2026;1;0;0;1;0
1216;18;Gescheiden;2027;1;0;0;1;0
1217;18;Gescheiden;2028;1;0;0;1;0
1218;18;Gescheiden;2029;1;0;0;1;0
1219;18;Gescheiden;2030;1;0;0;1;0
1220;18;Gescheiden;2031;1;0;0;1;0
1221;18;Gescheiden;2032;1;0;0;1;0
1222;18;Gescheiden;2033;1;0;0;1;0
1223;18;Gescheiden;2034;1;0;0;1;0
1224;18;Gescheiden;2035;1;0;0;1;0
1225;18;Gescheiden;2036;1;0;0;1;0
1226;18;Gescheiden;2037;1;0;0;1;0
1227;18;Gescheiden;2038;1;0;0;1;0
1228;18;Gescheiden;2039;1;0;0;1;0
1229;18;Gescheiden;2040;1;0;0;1;0
1230;18;Gescheiden;2041;1;0;0;1;0
1231;18;Gescheiden;2042;1;0;0;1;0
1232;18;Gescheiden;2043;1;0;0;1;0
1233;18;Gescheiden;2044;1;0;0;1;0
1234;18;Gescheiden;2045;1;0;0;1;0
1235;18;Gescheiden;2046;1;0;0;1;0
1236;18;Gescheiden;2047;1;0;0;1;0
1237;18;Gescheiden;2048;1;0;0;1;0
1238;18;Gescheiden;2049;1;0;0;1;0
1239;18;Gescheiden;2050;1;0;0;1;0
1240;18;Gescheiden;2051;1;0;0;1;0
1241;18;Gescheiden;2052;1;0;0;1;0
1242;18;Gescheiden;2053;1;0;0;1;0
1243;18;Gescheiden;2054;1;0;0;1;0
1244;18;Gescheiden;2055;1;0;0;1;0
1245;18;Gescheiden;2056;1;0;0;1;0
1246;18;Gescheiden;2057;1;0;0;1;0
1247;18;Gescheiden;2058;1;0;0;1;0
1248;18;Gescheiden;2059;1;0;0;1;0
1249;18;Gescheiden;2060;1;0;0;1;0
1250;19;Totaal burgerlijke staat;2011;37441;31232;3198;709;2302
1251;19;Totaal burgerlijke staat;2012;37049;30744;3224;752;2329
1252;19;Totaal burgerlijke staat;2013;36804;30468;3221;798;2317
1253;19;Totaal burgerlijke staat;2014;37023;30605;3250;829;2339
1254;19;Totaal burgerlijke staat;2015;35780;29572;3159;776;2273
1255;19;Totaal burgerlijke staat;2016;35673;29470;3163;767;2273
1256;19;Totaal burgerlijke staat;2017;35947;29737;3156;772;2282
1257;19;Totaal burgerlijke staat;2018;36918;30553;3238;787;2340
1258;19;Totaal burgerlijke staat;2019;37164;30765;3261;789;2349
1259;19;Totaal burgerlijke staat;2020;37967;31465;3308;804;2390
1260;19;Totaal burgerlijke staat;2021;37417;30998;3274;792;2353
1261;19;Totaal burgerlijke staat;2022;37118;30745;3257;785;2331
1262;19;Totaal burgerlijke staat;2023;36945;30600;3245;781;2319
1263;19;Totaal burgerlijke staat;2024;35868;29695;3154;761;2258
1264;19;Totaal burgerlijke staat;2025;34885;28863;3081;738;2203
1265;19;Totaal burgerlijke staat;2026;34509;28547;3048;730;2184
1266;19;Totaal burgerlijke staat;2027;33956;28100;2986;722;2148
1267;19;Totaal burgerlijke staat;2028;34435;28504;3027;728;2176
1268;19;Totaal burgerlijke staat;2029;34500;28576;3014;731;2179
1269;19;Totaal burgerlijke staat;2030;34120;28253;2985;723;2159
1270;19;Totaal burgerlijke staat;2031;33885;28056;2963;719;2147
1271;19;Totaal burgerlijke staat;2032;33771;27959;2955;716;2141
1272;19;Totaal burgerlijke staat;2033;33787;27970;2958;717;2142
1273;19;Totaal burgerlijke staat;2034;33852;28022;2965;718;2147
1274;19;Totaal burgerlijke staat;2035;33965;28114;2976;720;2155
1275;19;Totaal burgerlijke staat;2036;34107;28229;2991;723;2164
1276;19;Totaal burgerlijke staat;2037;34306;28392;3012;726;2176
1277;19;Totaal burgerlijke staat;2038;34528;28573;3036;730;2189
1278;19;Totaal burgerlijke staat;2039;34737;28744;3058;734;2201
1279;19;Totaal burgerlijke staat;2040;34946;28914;3081;738;2213
1280;19;Totaal burgerlijke staat;2041;35110;29045;3101;741;2223
1281;19;Totaal burgerlijke staat;2042;35278;29181;3121;744;2232
1282;19;Totaal burgerlijke staat;2043;35419;29291;3139;749;2240
1283;19;Totaal burgerlijke staat;2044;35522;29372;3153;751;2246
1284;19;Totaal burgerlijke staat;2045;35610;29441;3166;753;2250
1285;19;Totaal burgerlijke staat;2046;35661;29480;3176;753;2252
1286;19;Totaal burgerlijke staat;2047;35712;29518;3186;754;2254
1287;19;Totaal burgerlijke staat;2048;35734;29534;3191;754;2255
1288;19;Totaal burgerlijke staat;2049;35745;29538;3198;754;2255
1289;19;Totaal burgerlijke staat;2050;35729;29522;3201;754;2252
1290;19;Totaal burgerlijke staat;2051;35690;29484;3203;754;2249
1291;19;Totaal burgerlijke staat;2052;35611;29415;3201;752;2243
1292;19;Totaal burgerlijke staat;2053;35500;29321;3196;750;2233
1293;19;Totaal burgerlijke staat;2054;35365;29205;3189;747;2224
1294;19;Totaal burgerlijke staat;2055;35214;29078;3179;742;2215
1295;19;Totaal burgerlijke staat;2056;35055;28944;3168;739;2204
1296;19;Totaal burgerlijke staat;2057;34908;28818;3158;736;2196
1297;19;Totaal burgerlijke staat;2058;34765;28697;3147;734;2187
1298;19;Totaal burgerlijke staat;2059;34643;28593;3139;731;2180
1299;19;Totaal burgerlijke staat;2060;34539;28507;3129;729;2174
1300;19;Ongehuwd;2011;37183;31141;3053;688;2301
1301;19;Ongehuwd;2012;36728;30642;3033;726;2327
1302;19;Ongehuwd;2013;36472;30368;3019;770;2315
1303;19;Ongehuwd;2014;36682;30504;3040;801;2337
1304;19;Ongehuwd;2015;35441;29473;2948;749;2271
1305;19;Ongehuwd;2016;35337;29372;2954;740;2271
1306;19;Ongehuwd;2017;35612;29638;2949;745;2280
1307;19;Ongehuwd;2018;36579;30452;3029;760;2338
1308;19;Ongehuwd;2019;36823;30663;3051;762;2347
1309;19;Ongehuwd;2020;37622;31361;3097;776;2388
1310;19;Ongehuwd;2021;37075;30895;3064;765;2351
1311;19;Ongehuwd;2022;36777;30643;3047;758;2329
1312;19;Ongehuwd;2023;36606;30499;3035;755;2317
1313;19;Ongehuwd;2024;35533;29597;2945;735;2256
1314;19;Ongehuwd;2025;34555;28767;2874;713;2201
1315;19;Ongehuwd;2026;34181;28452;2842;705;2182
1316;19;Ongehuwd;2027;33631;28007;2781;697;2146
1317;19;Ongehuwd;2028;34107;28409;2821;703;2174
1318;19;Ongehuwd;2029;34173;28481;2809;706;2177
1319;19;Ongehuwd;2030;33794;28159;2780;698;2157
1320;19;Ongehuwd;2031;33561;27962;2760;694;2145
1321;19;Ongehuwd;2032;33448;27866;2752;691;2139
1322;19;Ongehuwd;2033;33464;27877;2755;692;2140
1323;19;Ongehuwd;2034;33530;27929;2763;693;2145
1324;19;Ongehuwd;2035;33643;28021;2774;695;2153
1325;19;Ongehuwd;2036;33784;28135;2789;698;2162
1326;19;Ongehuwd;2037;33981;28297;2809;701;2174
1327;19;Ongehuwd;2038;34202;28478;2832;705;2187
1328;19;Ongehuwd;2039;34410;28648;2854;709;2199
1329;19;Ongehuwd;2040;34619;28818;2877;713;2211
1330;19;Ongehuwd;2041;34782;28948;2897;716;2221
1331;19;Ongehuwd;2042;34950;29084;2917;719;2230
1332;19;Ongehuwd;2043;35090;29194;2935;723;2238
1333;19;Ongehuwd;2044;35193;29275;2949;725;2244
1334;19;Ongehuwd;2045;35280;29343;2962;727;2248
1335;19;Ongehuwd;2046;35331;29382;2972;727;2250
1336;19;Ongehuwd;2047;35382;29420;2982;728;2252
1337;19;Ongehuwd;2048;35405;29436;2988;728;2253
1338;19;Ongehuwd;2049;35416;29440;2995;728;2253
1339;19;Ongehuwd;2050;35400;29424;2998;728;2250
1340;19;Ongehuwd;2051;35361;29386;3000;728;2247
1341;19;Ongehuwd;2052;35282;29317;2998;726;2241
1342;19;Ongehuwd;2053;35172;29224;2993;724;2231
1343;19;Ongehuwd;2054;35037;29108;2986;721;2222
1344;19;Ongehuwd;2055;34888;28981;2977;717;2213
1345;19;Ongehuwd;2056;34730;28848;2966;714;2202
1346;19;Ongehuwd;2057;34583;28722;2956;711;2194
1347;19;Ongehuwd;2058;34440;28601;2945;709;2185
1348;19;Ongehuwd;2059;34318;28497;2937;706;2178
1349;19;Ongehuwd;2060;34216;28412;2928;704;2172
1350;19;Gehuwd;2011;250;88;145;16;1
1351;19;Gehuwd;2012;310;98;191;19;2
1352;19;Gehuwd;2013;320;96;202;20;2
1353;19;Gehuwd;2014;329;97;210;20;2
1354;19;Gehuwd;2015;327;95;211;19;2
1355;19;Gehuwd;2016;324;94;209;19;2
1356;19;Gehuwd;2017;323;95;207;19;2
1357;19;Gehuwd;2018;327;97;209;19;2
1358;19;Gehuwd;2019;329;98;210;19;2
1359;19;Gehuwd;2020;333;100;211;20;2
1360;19;Gehuwd;2021;330;99;210;19;2
1361;19;Gehuwd;2022;329;98;210;19;2
1362;19;Gehuwd;2023;328;97;210;19;2
1363;19;Gehuwd;2024;324;94;209;19;2
1364;19;Gehuwd;2025;319;92;207;18;2
1365;19;Gehuwd;2026;317;91;206;18;2
1366;19;Gehuwd;2027;314;89;205;18;2
1367;19;Gehuwd;2028;317;91;206;18;2
1368;19;Gehuwd;2029;316;91;205;18;2
1369;19;Gehuwd;2030;315;90;205;18;2
1370;19;Gehuwd;2031;313;90;203;18;2
1371;19;Gehuwd;2032;312;89;203;18;2
1372;19;Gehuwd;2033;312;89;203;18;2
1373;19;Gehuwd;2034;311;89;202;18;2
1374;19;Gehuwd;2035;311;89;202;18;2
1375;19;Gehuwd;2036;312;90;202;18;2
1376;19;Gehuwd;2037;314;91;203;18;2
1377;19;Gehuwd;2038;315;91;204;18;2
1378;19;Gehuwd;2039;316;92;204;18;2
1379;19;Gehuwd;2040;316;92;204;18;2
1380;19;Gehuwd;2041;317;93;204;18;2
1381;19;Gehuwd;2042;317;93;204;18;2
1382;19;Gehuwd;2043;318;93;204;19;2
1383;19;Gehuwd;2044;318;93;204;19;2
1384;19;Gehuwd;2045;319;94;204;19;2
1385;19;Gehuwd;2046;319;94;204;19;2
1386;19;Gehuwd;2047;319;94;204;19;2
1387;19;Gehuwd;2048;318;94;203;19;2
1388;19;Gehuwd;2049;318;94;203;19;2
1389;19;Gehuwd;2050;318;94;203;19;2
1390;19;Gehuwd;2051;318;94;203;19;2
1391;19;Gehuwd;2052;318;94;203;19;2
1392;19;Gehuwd;2053;317;93;203;19;2
1393;19;Gehuwd;2054;317;93;203;19;2
1394;19;Gehuwd;2055;315;93;202;18;2
1395;19;Gehuwd;2056;314;92;202;18;2
1396;19;Gehuwd;2057;314;92;202;18;2
1397;19;Gehuwd;2058;314;92;202;18;2
1398;19;Gehuwd;2059;314;92;202;18;2
1399;19;Gehuwd;2060;312;91;201;18;2
1400;19;Verweduwd;2011;0;0;0;0;0
1401;19;Verweduwd;2012;0;0;0;0;0
1402;19;Verweduwd;2013;1;0;0;1;0
1403;19;Verweduwd;2014;1;0;0;1;0
1404;19;Verweduwd;2015;1;0;0;1;0
1405;19;Verweduwd;2016;1;0;0;1;0
1406;19;Verweduwd;2017;1;0;0;1;0
1407;19;Verweduwd;2018;1;0;0;1;0
1408;19;Verweduwd;2019;1;0;0;1;0
1409;19;Verweduwd;2020;1;0;0;1;0
1410;19;Verweduwd;2021;1;0;0;1;0
1411;19;Verweduwd;2022;1;0;0;1;0
1412;19;Verweduwd;2023;0;0;0;0;0
1413;19;Verweduwd;2024;0;0;0;0;0
1414;19;Verweduwd;2025;0;0;0;0;0
1415;19;Verweduwd;2026;0;0;0;0;0
1416;19;Verweduwd;2027;0;0;0;0;0
1417;19;Verweduwd;2028;0;0;0;0;0
1418;19;Verweduwd;2029;0;0;0;0;0
1419;19;Verweduwd;2030;0;0;0;0;0
1420;19;Verweduwd;2031;0;0;0;0;0
1421;19;Verweduwd;2032;0;0;0;0;0
1422;19;Verweduwd;2033;0;0;0;0;0
1423;19;Verweduwd;2034;0;0;0;0;0
1424;19;Verweduwd;2035;0;0;0;0;0
1425;19;Verweduwd;2036;0;0;0;0;0
1426;19;Verweduwd;2037;0;0;0;0;0
1427;19;Verweduwd;2038;0;0;0;0;0
1428;19;Verweduwd;2039;0;0;0;0;0
1429;19;Verweduwd;2040;0;0;0;0;0
1430;19;Verweduwd;2041;0;0;0;0;0
1431;19;Verweduwd;2042;0;0;0;0;0
1432;19;Verweduwd;2043;0;0;0;0;0
1433;19;Verweduwd;2044;0;0;0;0;0
1434;19;Verweduwd;2045;0;0;0;0;0
1435;19;Verweduwd;2046;0;0;0;0;0
1436;19;Verweduwd;2047;0;0;0;0;0
1437;19;Verweduwd;2048;0;0;0;0;0
1438;19;Verweduwd;2049;0;0;0;0;0
1439;19;Verweduwd;2050;0;0;0;0;0
1440;19;Verweduwd;2051;0;0;0;0;0
1441;19;Verweduwd;2052;0;0;0;0;0
1442;19;Verweduwd;2053;0;0;0;0;0
1443;19;Verweduwd;2054;0;0;0;0;0
1444;19;Verweduwd;2055;0;0;0;0;0
1445;19;Verweduwd;2056;0;0;0;0;0
1446;19;Verweduwd;2057;0;0;0;0;0
1447;19;Verweduwd;2058;0;0;0;0;0
1448;19;Verweduwd;2059;0;0;0;0;0
1449;19;Verweduwd;2060;0;0;0;0;0
1450;19;Gescheiden;2011;8;3;0;5;0
1451;19;Gescheiden;2012;11;4;0;7;0
1452;19;Gescheiden;2013;11;4;0;7;0
1453;19;Gescheiden;2014;11;4;0;7;0
1454;19;Gescheiden;2015;11;4;0;7;0
1455;19;Gescheiden;2016;11;4;0;7;0
1456;19;Gescheiden;2017;11;4;0;7;0
1457;19;Gescheiden;2018;11;4;0;7;0
1458;19;Gescheiden;2019;11;4;0;7;0
1459;19;Gescheiden;2020;11;4;0;7;0
1460;19;Gescheiden;2021;11;4;0;7;0
1461;19;Gescheiden;2022;11;4;0;7;0
1462;19;Gescheiden;2023;11;4;0;7;0
1463;19;Gescheiden;2024;11;4;0;7;0
1464;19;Gescheiden;2025;11;4;0;7;0
1465;19;Gescheiden;2026;11;4;0;7;0
1466;19;Gescheiden;2027;11;4;0;7;0
1467;19;Gescheiden;2028;11;4;0;7;0
1468;19;Gescheiden;2029;11;4;0;7;0
1469;19;Gescheiden;2030;11;4;0;7;0
1470;19;Gescheiden;2031;11;4;0;7;0
1471;19;Gescheiden;2032;11;4;0;7;0
1472;19;Gescheiden;2033;11;4;0;7;0
1473;19;Gescheiden;2034;11;4;0;7;0
1474;19;Gescheiden;2035;11;4;0;7;0
1475;19;Gescheiden;2036;11;4;0;7;0
1476;19;Gescheiden;2037;11;4;0;7;0
1477;19;Gescheiden;2038;11;4;0;7;0
1478;19;Gescheiden;2039;11;4;0;7;0
1479;19;Gescheiden;2040;11;4;0;7;0
1480;19;Gescheiden;2041;11;4;0;7;0
1481;19;Gescheiden;2042;11;4;0;7;0
1482;19;Gescheiden;2043;11;4;0;7;0
1483;19;Gescheiden;2044;11;4;0;7;0
1484;19;Gescheiden;2045;11;4;0;7;0
1485;19;Gescheiden;2046;11;4;0;7;0
1486;19;Gescheiden;2047;11;4;0;7;0
1487;19;Gescheiden;2048;11;4;0;7;0
1488;19;Gescheiden;2049;11;4;0;7;0
1489;19;Gescheiden;2050;11;4;0;7;0
1490;19;Gescheiden;2051;11;4;0;7;0
1491;19;Gescheiden;2052;11;4;0;7;0
1492;19;Gescheiden;2053;11;4;0;7;0
1493;19;Gescheiden;2054;11;4;0;7;0
1494;19;Gescheiden;2055;11;4;0;7;0
1495;19;Gescheiden;2056;11;4;0;7;0
1496;19;Gescheiden;2057;11;4;0;7;0
1497;19;Gescheiden;2058;11;4;0;7;0
1498;19;Gescheiden;2059;11;4;0;7;0
1499;19;Gescheiden;2060;11;4;0;7;0
1500;20;Totaal burgerlijke staat;2011;51798;42799;5180;1171;2648
1501;20;Totaal burgerlijke staat;2012;51151;42082;5188;1267;2614
1502;20;Totaal burgerlijke staat;2013;50695;41611;5185;1284;2615
1503;20;Totaal burgerlijke staat;2014;50322;41257;5151;1316;2598
1504;20;Totaal burgerlijke staat;2015;50516;41384;5176;1345;2611
1505;20;Totaal burgerlijke staat;2016;49028;40169;5041;1283;2535
1506;20;Totaal burgerlijke staat;2017;48890;40041;5050;1268;2531
1507;20;Totaal burgerlijke staat;2018;49255;40391;5039;1279;2546
1508;20;Totaal burgerlijke staat;2019;50597;41497;5179;1305;2616
1509;20;Totaal burgerlijke staat;2020;50936;41779;5215;1309;2633
1510;20;Totaal burgerlijke staat;2021;52026;42706;5296;1337;2687
1511;20;Totaal burgerlijke staat;2022;51285;42080;5238;1316;2651
1512;20;Totaal burgerlijke staat;2023;50882;41738;5206;1304;2634
1513;20;Totaal burgerlijke staat;2024;50645;41542;5181;1299;2623
1514;20;Totaal burgerlijke staat;2025;49159;40326;5020;1266;2547
1515;20;Totaal burgerlijke staat;2026;47818;39215;4893;1229;2481
1516;20;Totaal burgerlijke staat;2027;47301;38793;4837;1214;2457
1517;20;Totaal burgerlijke staat;2028;46542;38193;4733;1200;2416
1518;20;Totaal burgerlijke staat;2029;47207;38740;4804;1211;2452
1519;20;Totaal burgerlijke staat;2030;47299;38838;4789;1218;2454
1520;20;Totaal burgerlijke staat;2031;46784;38411;4742;1203;2428
1521;20;Totaal burgerlijke staat;2032;46467;38148;4711;1196;2412
1522;20;Totaal burgerlijke staat;2033;46319;38022;4699;1193;2405
1523;20;Totaal burgerlijke staat;2034;46350;38044;4707;1193;2406
1524;20;Totaal burgerlijke staat;2035;46444;38117;4722;1195;2410
1525;20;Totaal burgerlijke staat;2036;46607;38247;4744;1199;2417
1526;20;Totaal burgerlijke staat;2037;46810;38406;4773;1204;2427
1527;20;Totaal burgerlijke staat;2038;47085;38626;4809;1210;2440
1528;20;Totaal burgerlijke staat;2039;47397;38873;4850;1218;2456
