ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
1529;20;Totaal burgerlijke staat;2040;47691;39107;4889;1225;2470
1530;20;Totaal burgerlijke staat;2041;47986;39339;4931;1232;2484
1531;20;Totaal burgerlijke staat;2042;48211;39514;4965;1237;2495
1532;20;Totaal burgerlijke staat;2043;48449;39701;4999;1242;2507
1533;20;Totaal burgerlijke staat;2044;48646;39853;5029;1248;2516
1534;20;Totaal burgerlijke staat;2045;48792;39963;5054;1252;2523
1535;20;Totaal burgerlijke staat;2046;48914;40054;5077;1254;2529
1536;20;Totaal burgerlijke staat;2047;48989;40108;5093;1255;2533
1537;20;Totaal burgerlijke staat;2048;49059;40158;5108;1257;2536
1538;20;Totaal burgerlijke staat;2049;49098;40182;5121;1258;2537
1539;20;Totaal burgerlijke staat;2050;49114;40187;5131;1258;2538
1540;20;Totaal burgerlijke staat;2051;49098;40167;5137;1258;2536
1541;20;Totaal burgerlijke staat;2052;49046;40117;5139;1257;2533
1542;20;Totaal burgerlijke staat;2053;48945;40026;5136;1254;2529
1543;20;Totaal burgerlijke staat;2054;48796;39899;5126;1250;2521
1544;20;Totaal burgerlijke staat;2055;48615;39744;5113;1246;2512
1545;20;Totaal burgerlijke staat;2056;48413;39575;5097;1240;2501
1546;20;Totaal burgerlijke staat;2057;48198;39396;5077;1235;2490
1547;20;Totaal burgerlijke staat;2058;48000;39231;5059;1230;2480
1548;20;Totaal burgerlijke staat;2059;47806;39069;5041;1226;2470
1549;20;Totaal burgerlijke staat;2060;47635;38931;5022;1221;2461
1550;20;Ongehuwd;2011;51194;42609;4823;1123;2639
1551;20;Ongehuwd;2012;50451;41884;4751;1212;2604
1552;20;Ongehuwd;2013;49940;41406;4706;1223;2605
1553;20;Ongehuwd;2014;49559;41053;4664;1254;2588
1554;20;Ongehuwd;2015;49743;41179;4682;1281;2601
1555;20;Ongehuwd;2016;48267;39969;4551;1222;2525
1556;20;Ongehuwd;2017;48130;39842;4560;1207;2521
1557;20;Ongehuwd;2018;48495;40190;4551;1218;2536
1558;20;Ongehuwd;2019;49826;41292;4685;1243;2606
1559;20;Ongehuwd;2020;50163;41573;4720;1247;2623
1560;20;Ongehuwd;2021;51243;42495;4797;1274;2677
1561;20;Ongehuwd;2022;50508;41872;4741;1254;2641
1562;20;Ongehuwd;2023;50110;41533;4711;1242;2624
1563;20;Ongehuwd;2024;49874;41338;4686;1237;2613
1564;20;Ongehuwd;2025;48402;40127;4533;1205;2537
1565;20;Ongehuwd;2026;47073;39021;4411;1170;2471
1566;20;Ongehuwd;2027;46562;38602;4357;1156;2447
1567;20;Ongehuwd;2028;45810;38004;4258;1142;2406
1568;20;Ongehuwd;2029;46469;38549;4325;1153;2442
1569;20;Ongehuwd;2030;46561;38646;4312;1159;2444
1570;20;Ongehuwd;2031;46052;38222;4267;1145;2418
1571;20;Ongehuwd;2032;45738;37960;4238;1138;2402
1572;20;Ongehuwd;2033;45591;37834;4227;1135;2395
1573;20;Ongehuwd;2034;45622;37856;4235;1135;2396
1574;20;Ongehuwd;2035;45715;37929;4249;1137;2400
1575;20;Ongehuwd;2036;45876;38058;4270;1141;2407
1576;20;Ongehuwd;2037;46078;38217;4298;1146;2417
1577;20;Ongehuwd;2038;46351;38436;4333;1152;2430
1578;20;Ongehuwd;2039;46658;38681;4372;1159;2446
1579;20;Ongehuwd;2040;46949;38913;4410;1166;2460
1580;20;Ongehuwd;2041;47241;39144;4450;1173;2474
1581;20;Ongehuwd;2042;47465;39319;4483;1178;2485
1582;20;Ongehuwd;2043;47701;39505;4516;1183;2497
1583;20;Ongehuwd;2044;47894;39655;4545;1188;2506
1584;20;Ongehuwd;2045;48039;39765;4569;1192;2513
1585;20;Ongehuwd;2046;48160;39856;4591;1194;2519
1586;20;Ongehuwd;2047;48234;39909;4607;1195;2523
1587;20;Ongehuwd;2048;48304;39959;4622;1197;2526
1588;20;Ongehuwd;2049;48343;39983;4635;1198;2527
1589;20;Ongehuwd;2050;48359;39988;4645;1198;2528
1590;20;Ongehuwd;2051;48343;39968;4651;1198;2526
1591;20;Ongehuwd;2052;48291;39918;4653;1197;2523
1592;20;Ongehuwd;2053;48191;39828;4650;1194;2519
1593;20;Ongehuwd;2054;48043;39701;4641;1190;2511
1594;20;Ongehuwd;2055;47865;39548;4629;1186;2502
1595;20;Ongehuwd;2056;47665;39379;4614;1181;2491
1596;20;Ongehuwd;2057;47453;39201;4596;1176;2480
1597;20;Ongehuwd;2058;47255;39036;4578;1171;2470
1598;20;Ongehuwd;2059;47063;38875;4561;1167;2460
1599;20;Ongehuwd;2060;46894;38737;4544;1162;2451
1600;20;Gehuwd;2011;572;175;356;32;9
1601;20;Gehuwd;2012;667;184;435;38;10
1602;20;Gehuwd;2013;715;187;477;41;10
1603;20;Gehuwd;2014;722;186;485;41;10
1604;20;Gehuwd;2015;730;187;491;42;10
1605;20;Gehuwd;2016;719;182;487;40;10
1606;20;Gehuwd;2017;718;181;487;40;10
1607;20;Gehuwd;2018;718;183;485;40;10
1608;20;Gehuwd;2019;729;187;491;41;10
1609;20;Gehuwd;2020;731;188;492;41;10
1610;20;Gehuwd;2021;740;192;496;42;10
1611;20;Gehuwd;2022;734;189;494;41;10
1612;20;Gehuwd;2023;731;188;492;41;10
1613;20;Gehuwd;2024;730;187;492;41;10
1614;20;Gehuwd;2025;716;182;484;40;10
1615;20;Gehuwd;2026;705;177;479;39;10
1616;20;Gehuwd;2027;700;175;477;38;10
1617;20;Gehuwd;2028;693;173;472;38;10
1618;20;Gehuwd;2029;699;175;476;38;10
1619;20;Gehuwd;2030;699;176;474;39;10
1620;20;Gehuwd;2031;693;173;472;38;10
1621;20;Gehuwd;2032;690;172;470;38;10
1622;20;Gehuwd;2033;689;172;469;38;10
1623;20;Gehuwd;2034;689;172;469;38;10
1624;20;Gehuwd;2035;690;172;470;38;10
1625;20;Gehuwd;2036;692;173;471;38;10
1626;20;Gehuwd;2037;693;173;472;38;10
1627;20;Gehuwd;2038;695;174;473;38;10
1628;20;Gehuwd;2039;700;176;475;39;10
1629;20;Gehuwd;2040;702;177;476;39;10
1630;20;Gehuwd;2041;705;178;478;39;10
1631;20;Gehuwd;2042;706;178;479;39;10
1632;20;Gehuwd;2043;708;179;480;39;10
1633;20;Gehuwd;2044;712;181;481;40;10
1634;20;Gehuwd;2045;713;181;482;40;10
1635;20;Gehuwd;2046;714;181;483;40;10
1636;20;Gehuwd;2047;715;182;483;40;10
1637;20;Gehuwd;2048;715;182;483;40;10
1638;20;Gehuwd;2049;715;182;483;40;10
1639;20;Gehuwd;2050;715;182;483;40;10
1640;20;Gehuwd;2051;715;182;483;40;10
1641;20;Gehuwd;2052;715;182;483;40;10
1642;20;Gehuwd;2053;714;181;483;40;10
1643;20;Gehuwd;2054;713;181;482;40;10
1644;20;Gehuwd;2055;710;179;481;40;10
1645;20;Gehuwd;2056;708;179;480;39;10
1646;20;Gehuwd;2057;705;178;478;39;10
1647;20;Gehuwd;2058;705;178;478;39;10
1648;20;Gehuwd;2059;703;177;477;39;10
1649;20;Gehuwd;2060;701;177;475;39;10
1650;20;Verweduwd;2011;4;2;0;2;0
1651;20;Verweduwd;2012;1;0;0;1;0
1652;20;Verweduwd;2013;2;1;0;1;0
1653;20;Verweduwd;2014;2;1;0;1;0
1654;20;Verweduwd;2015;2;1;0;1;0
1655;20;Verweduwd;2016;2;1;0;1;0
1656;20;Verweduwd;2017;2;1;0;1;0
1657;20;Verweduwd;2018;2;1;0;1;0
1658;20;Verweduwd;2019;2;1;0;1;0
1659;20;Verweduwd;2020;2;1;0;1;0
1660;20;Verweduwd;2021;2;1;0;1;0
1661;20;Verweduwd;2022;2;1;0;1;0
1662;20;Verweduwd;2023;1;0;0;1;0
1663;20;Verweduwd;2024;1;0;0;1;0
1664;20;Verweduwd;2025;1;0;0;1;0
1665;20;Verweduwd;2026;1;0;0;1;0
1666;20;Verweduwd;2027;1;0;0;1;0
1667;20;Verweduwd;2028;1;0;0;1;0
1668;20;Verweduwd;2029;1;0;0;1;0
1669;20;Verweduwd;2030;1;0;0;1;0
1670;20;Verweduwd;2031;1;0;0;1;0
1671;20;Verweduwd;2032;1;0;0;1;0
1672;20;Verweduwd;2033;1;0;0;1;0
1673;20;Verweduwd;2034;1;0;0;1;0
1674;20;Verweduwd;2035;1;0;0;1;0
1675;20;Verweduwd;2036;1;0;0;1;0
1676;20;Verweduwd;2037;1;0;0;1;0
1677;20;Verweduwd;2038;1;0;0;1;0
1678;20;Verweduwd;2039;1;0;0;1;0
1679;20;Verweduwd;2040;1;0;0;1;0
1680;20;Verweduwd;2041;1;0;0;1;0
1681;20;Verweduwd;2042;1;0;0;1;0
1682;20;Verweduwd;2043;1;0;0;1;0
1683;20;Verweduwd;2044;1;0;0;1;0
1684;20;Verweduwd;2045;1;0;0;1;0
1685;20;Verweduwd;2046;1;0;0;1;0
1686;20;Verweduwd;2047;1;0;0;1;0
1687;20;Verweduwd;2048;1;0;0;1;0
1688;20;Verweduwd;2049;1;0;0;1;0
1689;20;Verweduwd;2050;1;0;0;1;0
1690;20;Verweduwd;2051;1;0;0;1;0
1691;20;Verweduwd;2052;1;0;0;1;0
1692;20;Verweduwd;2053;1;0;0;1;0
1693;20;Verweduwd;2054;1;0;0;1;0
1694;20;Verweduwd;2055;1;0;0;1;0
1695;20;Verweduwd;2056;1;0;0;1;0
1696;20;Verweduwd;2057;1;0;0;1;0
1697;20;Verweduwd;2058;1;0;0;1;0
1698;20;Verweduwd;2059;1;0;0;1;0
1699;20;Verweduwd;2060;1;0;0;1;0
1700;20;Gescheiden;2011;28;13;1;14;0
1701;20;Gescheiden;2012;32;14;2;16;0
1702;20;Gescheiden;2013;38;17;2;19;0
1703;20;Gescheiden;2014;39;17;2;20;0
1704;20;Gescheiden;2015;41;17;3;21;0
1705;20;Gescheiden;2016;40;17;3;20;0
1706;20;Gescheiden;2017;40;17;3;20;0
1707;20;Gescheiden;2018;40;17;3;20;0
1708;20;Gescheiden;2019;40;17;3;20;0
1709;20;Gescheiden;2020;40;17;3;20;0
1710;20;Gescheiden;2021;41;18;3;20;0
1711;20;Gescheiden;2022;41;18;3;20;0
1712;20;Gescheiden;2023;40;17;3;20;0
1713;20;Gescheiden;2024;40;17;3;20;0
1714;20;Gescheiden;2025;40;17;3;20;0
1715;20;Gescheiden;2026;39;17;3;19;0
1716;20;Gescheiden;2027;38;16;3;19;0
1717;20;Gescheiden;2028;38;16;3;19;0
1718;20;Gescheiden;2029;38;16;3;19;0
1719;20;Gescheiden;2030;38;16;3;19;0
1720;20;Gescheiden;2031;38;16;3;19;0
1721;20;Gescheiden;2032;38;16;3;19;0
1722;20;Gescheiden;2033;38;16;3;19;0
1723;20;Gescheiden;2034;38;16;3;19;0
1724;20;Gescheiden;2035;38;16;3;19;0
1725;20;Gescheiden;2036;38;16;3;19;0
1726;20;Gescheiden;2037;38;16;3;19;0
1727;20;Gescheiden;2038;38;16;3;19;0
1728;20;Gescheiden;2039;38;16;3;19;0
1729;20;Gescheiden;2040;39;17;3;19;0
1730;20;Gescheiden;2041;39;17;3;19;0
1731;20;Gescheiden;2042;39;17;3;19;0
1732;20;Gescheiden;2043;39;17;3;19;0
1733;20;Gescheiden;2044;39;17;3;19;0
1734;20;Gescheiden;2045;39;17;3;19;0
1735;20;Gescheiden;2046;39;17;3;19;0
1736;20;Gescheiden;2047;39;17;3;19;0
1737;20;Gescheiden;2048;39;17;3;19;0
1738;20;Gescheiden;2049;39;17;3;19;0
1739;20;Gescheiden;2050;39;17;3;19;0
1740;20;Gescheiden;2051;39;17;3;19;0
1741;20;Gescheiden;2052;39;17;3;19;0
1742;20;Gescheiden;2053;39;17;3;19;0
1743;20;Gescheiden;2054;39;17;3;19;0
1744;20;Gescheiden;2055;39;17;3;19;0
1745;20;Gescheiden;2056;39;17;3;19;0
1746;20;Gescheiden;2057;39;17;3;19;0
1747;20;Gescheiden;2058;39;17;3;19;0
1748;20;Gescheiden;2059;39;17;3;19;0
1749;20;Gescheiden;2060;39;17;3;19;0
1750;21;Totaal burgerlijke staat;2011;61119;48948;7863;1698;2610
1751;21;Totaal burgerlijke staat;2012;62882;50228;8167;1810;2677
1752;21;Totaal burgerlijke staat;2013;62491;49772;8158;1904;2657
1753;21;Totaal burgerlijke staat;2014;61912;49235;8135;1897;2645
1754;21;Totaal burgerlijke staat;2015;61435;48829;8060;1921;2625
1755;21;Totaal burgerlijke staat;2016;61633;48959;8092;1946;2636
1756;21;Totaal burgerlijke staat;2017;59971;47647;7888;1871;2565
1757;21;Totaal burgerlijke staat;2018;59842;47526;7901;1852;2563
1758;21;Totaal burgerlijke staat;2019;60263;47930;7888;1870;2575
1759;21;Totaal burgerlijke staat;2020;61929;49253;8118;1911;2647
1760;21;Totaal burgerlijke staat;2021;62355;49592;8181;1917;2665
1761;21;Totaal burgerlijke staat;2022;63668;50671;8314;1962;2721
1762;21;Totaal burgerlijke staat;2023;62777;49944;8214;1932;2687
1763;21;Totaal burgerlijke staat;2024;62291;49550;8159;1914;2668
1764;21;Totaal burgerlijke staat;2025;61994;49321;8108;1906;2659
1765;21;Totaal burgerlijke staat;2026;60176;47896;7843;1855;2582
1766;21;Totaal burgerlijke staat;2027;58559;46603;7638;1802;2516
1767;21;Totaal burgerlijke staat;2028;57941;46119;7548;1782;2492
1768;21;Totaal burgerlijke staat;2029;57003;45409;7386;1760;2448
1769;21;Totaal burgerlijke staat;2030;57838;46067;7507;1778;2486
1770;21;Totaal burgerlijke staat;2031;57953;46185;7491;1788;2489
1771;21;Totaal burgerlijke staat;2032;57349;45695;7422;1767;2465
1772;21;Totaal burgerlijke staat;2033;56978;45394;7379;1755;2450
1773;21;Totaal burgerlijke staat;2034;56810;45255;7363;1750;2442
1774;21;Totaal burgerlijke staat;2035;56859;45287;7378;1751;2443
1775;21;Totaal burgerlijke staat;2036;56990;45382;7405;1755;2448
1776;21;Totaal burgerlijke staat;2037;57201;45539;7445;1761;2456
1777;21;Totaal burgerlijke staat;2038;57465;45735;7493;1771;2466
1778;21;Totaal burgerlijke staat;2039;57811;45997;7554;1780;2480
1779;21;Totaal burgerlijke staat;2040;58197;46290;7621;1791;2495
1780;21;Totaal burgerlijke staat;2041;58568;46568;7688;1802;2510
1781;21;Totaal burgerlijke staat;2042;58932;46842;7754;1812;2524
1782;21;Totaal burgerlijke staat;2043;59215;47052;7808;1820;2535
1783;21;Totaal burgerlijke staat;2044;59514;47273;7864;1830;2547
1784;21;Totaal burgerlijke staat;2045;59755;47451;7910;1837;2557
1785;21;Totaal burgerlijke staat;2046;59938;47583;7949;1842;2564
1786;21;Totaal burgerlijke staat;2047;60089;47691;7983;1846;2569
1787;21;Totaal burgerlijke staat;2048;60186;47755;8010;1848;2573
1788;21;Totaal burgerlijke staat;2049;60277;47815;8035;1851;2576
1789;21;Totaal burgerlijke staat;2050;60327;47842;8056;1852;2577
1790;21;Totaal burgerlijke staat;2051;60350;47849;8070;1853;2578
1791;21;Totaal burgerlijke staat;2052;60332;47827;8077;1852;2576
1792;21;Totaal burgerlijke staat;2053;60274;47770;8078;1851;2575
1793;21;Totaal burgerlijke staat;2054;60149;47664;8070;1846;2569
1794;21;Totaal burgerlijke staat;2055;59972;47515;8053;1842;2562
1795;21;Totaal burgerlijke staat;2056;59754;47336;8031;1835;2552
1796;21;Totaal burgerlijke staat;2057;59513;47141;8002;1828;2542
1797;21;Totaal burgerlijke staat;2058;59254;46933;7971;1819;2531
1798;21;Totaal burgerlijke staat;2059;59013;46741;7939;1812;2521
1799;21;Totaal burgerlijke staat;2060;58779;46554;7908;1806;2511
1800;21;Ongehuwd;2011;59806;48637;6971;1609;2589
1801;21;Ongehuwd;2012;61484;49903;7213;1713;2655
1802;21;Ongehuwd;2013;61000;49441;7131;1793;2635
1803;21;Ongehuwd;2014;60380;48903;7074;1780;2623
1804;21;Ongehuwd;2015;59906;48501;6999;1803;2603
1805;21;Ongehuwd;2016;60100;48633;7025;1828;2614
1806;21;Ongehuwd;2017;58467;47331;6836;1756;2544
1807;21;Ongehuwd;2018;58346;47214;6852;1738;2542
1808;21;Ongehuwd;2019;58771;47618;6843;1756;2554
1809;21;Ongehuwd;2020;60415;48935;7058;1796;2626
1810;21;Ongehuwd;2021;60840;49275;7119;1802;2644
1811;21;Ongehuwd;2022;62140;50350;7245;1845;2700
1812;21;Ongehuwd;2023;61263;49628;7153;1816;2666
1813;21;Ongehuwd;2024;60783;49236;7101;1799;2647
1814;21;Ongehuwd;2025;60491;49008;7054;1791;2638
1815;21;Ongehuwd;2026;58705;47592;6808;1743;2562
1816;21;Ongehuwd;2027;57113;46307;6617;1693;2496
1817;21;Ongehuwd;2028;56504;45826;6533;1673;2472
1818;21;Ongehuwd;2029;55584;45120;6382;1653;2429
1819;21;Ongehuwd;2030;56403;45774;6494;1669;2466
1820;21;Ongehuwd;2031;56518;45891;6479;1679;2469
1821;21;Ongehuwd;2032;55924;45404;6416;1659;2445
1822;21;Ongehuwd;2033;55561;45105;6377;1649;2430
1823;21;Ongehuwd;2034;55395;44966;6362;1644;2423
1824;21;Ongehuwd;2035;55442;44998;6376;1645;2423
1825;21;Ongehuwd;2036;55571;45093;6401;1649;2428
1826;21;Ongehuwd;2037;55778;45249;6438;1655;2436
1827;21;Ongehuwd;2038;56033;45442;6483;1662;2446
1828;21;Ongehuwd;2039;56374;45703;6540;1671;2460
1829;21;Ongehuwd;2040;56753;45994;6602;1682;2475
1830;21;Ongehuwd;2041;57117;46271;6664;1692;2490
1831;21;Ongehuwd;2042;57475;46544;6725;1702;2504
1832;21;Ongehuwd;2043;57753;46752;6776;1710;2515
1833;21;Ongehuwd;2044;58045;46972;6828;1718;2527
1834;21;Ongehuwd;2045;58282;47149;6871;1725;2537
1835;21;Ongehuwd;2046;58461;47279;6908;1730;2544
1836;21;Ongehuwd;2047;58609;47386;6940;1734;2549
1837;21;Ongehuwd;2048;58704;47449;6966;1736;2553
1838;21;Ongehuwd;2049;58793;47509;6990;1739;2555
1839;21;Ongehuwd;2050;58841;47536;7009;1740;2556
1840;21;Ongehuwd;2051;58864;47543;7023;1741;2557
1841;21;Ongehuwd;2052;58847;47521;7030;1740;2556
1842;21;Ongehuwd;2053;58790;47464;7032;1739;2555
1843;21;Ongehuwd;2054;58667;47358;7026;1734;2549
1844;21;Ongehuwd;2055;58495;47212;7011;1730;2542
1845;21;Ongehuwd;2056;58280;47034;6991;1723;2532
1846;21;Ongehuwd;2057;58042;46840;6964;1716;2522
1847;21;Ongehuwd;2058;57790;46634;6936;1709;2511
1848;21;Ongehuwd;2059;57553;46443;6907;1702;2501
1849;21;Ongehuwd;2060;57321;46256;6878;1696;2491
1850;21;Gehuwd;2011;1249;281;887;61;20
1851;21;Gehuwd;2012;1325;290;949;65;21
1852;21;Gehuwd;2013;1409;293;1021;74;21
1853;21;Gehuwd;2014;1443;292;1054;76;21
1854;21;Gehuwd;2015;1439;288;1054;76;21
1855;21;Gehuwd;2016;1443;286;1060;76;21
1856;21;Gehuwd;2017;1416;277;1045;74;20
1857;21;Gehuwd;2018;1408;273;1042;73;20
1858;21;Gehuwd;2019;1404;273;1038;73;20
1859;21;Gehuwd;2020;1424;277;1053;74;20
1860;21;Gehuwd;2021;1425;276;1055;74;20
1861;21;Gehuwd;2022;1437;280;1062;75;20
1862;21;Gehuwd;2023;1423;275;1054;74;20
1863;21;Gehuwd;2024;1418;273;1051;74;20
1864;21;Gehuwd;2025;1413;272;1047;74;20
1865;21;Gehuwd;2026;1384;265;1028;72;19
1866;21;Gehuwd;2027;1361;258;1014;70;19
1867;21;Gehuwd;2028;1352;255;1008;70;19
1868;21;Gehuwd;2029;1335;252;997;68;18
1869;21;Gehuwd;2030;1350;255;1006;70;19
1870;21;Gehuwd;2031;1350;256;1005;70;19
1871;21;Gehuwd;2032;1341;254;999;69;19
1872;21;Gehuwd;2033;1334;252;995;68;19
1873;21;Gehuwd;2034;1332;252;994;68;18
1874;21;Gehuwd;2035;1334;252;995;68;19
1875;21;Gehuwd;2036;1336;252;997;68;19
1876;21;Gehuwd;2037;1340;253;1000;68;19
1877;21;Gehuwd;2038;1347;255;1003;70;19
1878;21;Gehuwd;2039;1352;256;1007;70;19
1879;21;Gehuwd;2040;1359;258;1012;70;19
1880;21;Gehuwd;2041;1366;259;1017;71;19
1881;21;Gehuwd;2042;1372;260;1022;71;19
1882;21;Gehuwd;2043;1377;262;1025;71;19
1883;21;Gehuwd;2044;1383;263;1029;72;19
1884;21;Gehuwd;2045;1386;263;1032;72;19
1885;21;Gehuwd;2046;1390;265;1034;72;19
1886;21;Gehuwd;2047;1392;265;1036;72;19
1887;21;Gehuwd;2048;1394;266;1037;72;19
1888;21;Gehuwd;2049;1396;266;1038;72;20
1889;21;Gehuwd;2050;1398;266;1040;72;20
1890;21;Gehuwd;2051;1398;266;1040;72;20
1891;21;Gehuwd;2052;1397;266;1040;72;19
1892;21;Gehuwd;2053;1396;266;1039;72;19
1893;21;Gehuwd;2054;1394;266;1037;72;19
1894;21;Gehuwd;2055;1390;264;1035;72;19
1895;21;Gehuwd;2056;1387;263;1033;72;19
1896;21;Gehuwd;2057;1385;263;1031;72;19
1897;21;Gehuwd;2058;1379;261;1028;71;19
1898;21;Gehuwd;2059;1375;260;1025;71;19
1899;21;Gehuwd;2060;1373;260;1023;71;19
1900;21;Verweduwd;2011;2;0;0;2;0
1901;21;Verweduwd;2012;4;2;0;2;0
1902;21;Verweduwd;2013;3;1;0;2;0
1903;21;Verweduwd;2014;3;1;0;2;0
1904;21;Verweduwd;2015;3;1;0;2;0
1905;21;Verweduwd;2016;3;1;0;2;0
1906;21;Verweduwd;2017;3;1;0;2;0
1907;21;Verweduwd;2018;3;1;0;2;0
1908;21;Verweduwd;2019;3;1;0;2;0
1909;21;Verweduwd;2020;3;1;0;2;0
1910;21;Verweduwd;2021;3;1;0;2;0
1911;21;Verweduwd;2022;3;1;0;2;0
1912;21;Verweduwd;2023;3;1;0;2;0
1913;21;Verweduwd;2024;3;1;0;2;0
1914;21;Verweduwd;2025;3;1;0;2;0
1915;21;Verweduwd;2026;3;1;0;2;0
1916;21;Verweduwd;2027;3;1;0;2;0
1917;21;Verweduwd;2028;3;1;0;2;0
1918;21;Verweduwd;2029;3;1;0;2;0
1919;21;Verweduwd;2030;3;1;0;2;0
1920;21;Verweduwd;2031;3;1;0;2;0
1921;21;Verweduwd;2032;3;1;0;2;0
1922;21;Verweduwd;2033;3;1;0;2;0
1923;21;Verweduwd;2034;3;1;0;2;0
1924;21;Verweduwd;2035;3;1;0;2;0
1925;21;Verweduwd;2036;3;1;0;2;0
1926;21;Verweduwd;2037;3;1;0;2;0
1927;21;Verweduwd;2038;3;1;0;2;0
1928;21;Verweduwd;2039;3;1;0;2;0
1929;21;Verweduwd;2040;3;1;0;2;0
1930;21;Verweduwd;2041;3;1;0;2;0
1931;21;Verweduwd;2042;3;1;0;2;0
1932;21;Verweduwd;2043;3;1;0;2;0
1933;21;Verweduwd;2044;3;1;0;2;0
1934;21;Verweduwd;2045;3;1;0;2;0
1935;21;Verweduwd;2046;3;1;0;2;0
1936;21;Verweduwd;2047;3;1;0;2;0
1937;21;Verweduwd;2048;3;1;0;2;0
1938;21;Verweduwd;2049;3;1;0;2;0
1939;21;Verweduwd;2050;3;1;0;2;0
1940;21;Verweduwd;2051;3;1;0;2;0
1941;21;Verweduwd;2052;3;1;0;2;0
1942;21;Verweduwd;2053;3;1;0;2;0
1943;21;Verweduwd;2054;3;1;0;2;0
1944;21;Verweduwd;2055;3;1;0;2;0
1945;21;Verweduwd;2056;3;1;0;2;0
1946;21;Verweduwd;2057;3;1;0;2;0
1947;21;Verweduwd;2058;3;1;0;2;0
1948;21;Verweduwd;2059;3;1;0;2;0
1949;21;Verweduwd;2060;3;1;0;2;0
1950;21;Gescheiden;2011;62;30;5;26;1
1951;21;Gescheiden;2012;69;33;5;30;1
1952;21;Gescheiden;2013;79;37;6;35;1
1953;21;Gescheiden;2014;86;39;7;39;1
1954;21;Gescheiden;2015;87;39;7;40;1
1955;21;Gescheiden;2016;87;39;7;40;1
1956;21;Gescheiden;2017;85;38;7;39;1
1957;21;Gescheiden;2018;85;38;7;39;1
1958;21;Gescheiden;2019;85;38;7;39;1
1959;21;Gescheiden;2020;87;40;7;39;1
1960;21;Gescheiden;2021;87;40;7;39;1
1961;21;Gescheiden;2022;88;40;7;40;1
1962;21;Gescheiden;2023;88;40;7;40;1
1963;21;Gescheiden;2024;87;40;7;39;1
1964;21;Gescheiden;2025;87;40;7;39;1
1965;21;Gescheiden;2026;84;38;7;38;1
1966;21;Gescheiden;2027;82;37;7;37;1
1967;21;Gescheiden;2028;82;37;7;37;1
1968;21;Gescheiden;2029;81;36;7;37;1
1969;21;Gescheiden;2030;82;37;7;37;1
1970;21;Gescheiden;2031;82;37;7;37;1
1971;21;Gescheiden;2032;81;36;7;37;1
1972;21;Gescheiden;2033;80;36;7;36;1
1973;21;Gescheiden;2034;80;36;7;36;1
1974;21;Gescheiden;2035;80;36;7;36;1
1975;21;Gescheiden;2036;80;36;7;36;1
1976;21;Gescheiden;2037;80;36;7;36;1
1977;21;Gescheiden;2038;82;37;7;37;1
1978;21;Gescheiden;2039;82;37;7;37;1
1979;21;Gescheiden;2040;82;37;7;37;1
1980;21;Gescheiden;2041;82;37;7;37;1
1981;21;Gescheiden;2042;82;37;7;37;1
1982;21;Gescheiden;2043;82;37;7;37;1
1983;21;Gescheiden;2044;83;37;7;38;1
1984;21;Gescheiden;2045;84;38;7;38;1
1985;21;Gescheiden;2046;84;38;7;38;1
1986;21;Gescheiden;2047;85;39;7;38;1
1987;21;Gescheiden;2048;85;39;7;38;1
1988;21;Gescheiden;2049;85;39;7;38;1
1989;21;Gescheiden;2050;85;39;7;38;1
1990;21;Gescheiden;2051;85;39;7;38;1
1991;21;Gescheiden;2052;85;39;7;38;1
1992;21;Gescheiden;2053;85;39;7;38;1
1993;21;Gescheiden;2054;85;39;7;38;1
1994;21;Gescheiden;2055;84;38;7;38;1
1995;21;Gescheiden;2056;84;38;7;38;1
1996;21;Gescheiden;2057;83;37;7;38;1
1997;21;Gescheiden;2058;82;37;7;37;1
1998;21;Gescheiden;2059;82;37;7;37;1
1999;21;Gescheiden;2060;82;37;7;37;1
2000;22;Totaal burgerlijke staat;2011;69230;52155;12322;2159;2594
2001;22;Totaal burgerlijke staat;2012;70206;52786;12542;2302;2576
2002;22;Totaal burgerlijke staat;2013;72582;54439;13054;2428;2661
2003;22;Totaal burgerlijke staat;2014;72285;54086;13047;2507;2645
2004;22;Totaal burgerlijke staat;2015;71584;53499;12978;2480;2627
2005;22;Totaal burgerlijke staat;2016;71027;53074;12848;2498;2607
2006;22;Totaal burgerlijke staat;2017;71244;53216;12891;2521;2616
2007;22;Totaal burgerlijke staat;2018;69444;51891;12567;2436;2550
2008;22;Totaal burgerlijke staat;2019;69339;51784;12595;2412;2548
2009;22;Totaal burgerlijke staat;2020;69793;52219;12576;2438;2560
2010;22;Totaal burgerlijke staat;2021;71759;53672;12960;2494;2633
2011;22;Totaal burgerlijke staat;2022;72274;54049;13066;2505;2654
2012;22;Totaal burgerlijke staat;2023;73759;55206;13280;2564;2709
2013;22;Totaal burgerlijke staat;2024;72742;54437;13106;2525;2674
2014;22;Totaal burgerlijke staat;2025;72178;54017;13002;2501;2658
2015;22;Totaal burgerlijke staat;2026;71825;53777;12911;2489;2648
2016;22;Totaal burgerlijke staat;2027;69711;52241;12473;2424;2573
