ID;JeugdhulpInNatura;Jeugdbescherming;Jeugdreclassering;RegioS;Perioden;TotaalJongerenMetJeugdzorg_1
190;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Overijssel (CR);31 december 2021;2205.0
191;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Overijssel (CR);30 juni 2022;2200.0
192;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Overijssel (CR);31 december 2022;2235.0
193;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Overijssel (CR);30 juni 2023;2385.0
194;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Overijssel (CR);31 december 2023;2485.0
195;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Overijssel (CR);30 juni 2024;2615.0
196;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);30 juni 2021;10685.0
197;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);31 december 2021;10990.0
198;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);30 juni 2022;11115.0
199;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);31 december 2022;11165.0
200;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);30 juni 2023;11295.0
201;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);31 december 2023;11420.0
202;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Twente (CR);30 juni 2024;12095.0
203;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2021;12140.0
204;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2021;12240.0
205;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2022;12145.0
206;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2022;12630.0
207;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2023;12955.0
208;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);31 december 2023;13275.0
209;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Veluwe (CR);30 juni 2024;13940.0
210;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2021;7110.0
211;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2021;7150.0
212;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2022;6845.0
213;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2022;7060.0
214;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2023;7195.0
215;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);31 december 2023;7205.0
216;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Achterhoek (CR);30 juni 2024;7340.0
217;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2021;12685.0
218;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2021;12590.0
219;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2022;12905.0
220;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2022;13380.0
221;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2023;13925.0
222;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);31 december 2023;14025.0
223;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Arnhem/Nijmegen (CR);30 juni 2024;15015.0
224;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2021;5235.0
225;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2021;5095.0
226;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2022;5170.0
227;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2022;5450.0
228;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2023;5485.0
229;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);31 december 2023;5500.0
230;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidwest-Gelderland (CR);30 juni 2024;5855.0
231;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2021;26235.0
232;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2021;26575.0
233;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2022;26440.0
234;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2022;27990.0
235;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2023;27010.0
236;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);31 december 2023;27165.0
237;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Utrecht (CR);30 juni 2024;27660.0
238;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2021;6760.0
239;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2021;6700.0
240;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2022;6650.0
241;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2022;6730.0
242;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2023;6510.0
243;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);31 december 2023;6575.0
244;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Kop van Noord-Holland (CR);30 juni 2024;6940.0
245;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2021;4480.0
246;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2021;4625.0
247;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2022;4445.0
248;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2022;4280.0
249;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2023;4945.0
250;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);31 december 2023;5045.0
251;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Alkmaar en omgeving (CR);30 juni 2024;5395.0
252;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2021;3440.0
253;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2021;3405.0
254;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2022;2875.0
255;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2022;2750.0
256;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2023;3430.0
257;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);31 december 2023;3360.0
258;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;IJmond (CR);30 juni 2024;3315.0
259;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2021;3435.0
260;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2021;3570.0
261;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2022;2895.0
262;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2022;2705.0
263;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2023;3590.0
264;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);31 december 2023;3595.0
265;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Haarlem (CR);30 juni 2024;3665.0
266;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2021;2170.0
267;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2021;2085.0
268;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2022;3665.0
269;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2022;3720.0
270;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2023;3740.0
271;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);31 december 2023;3695.0
272;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zaanstreek (CR);30 juni 2024;4060.0
273;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2021;21100.0
274;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2021;21115.0
275;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2022;22255.0
276;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2022;22150.0
277;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2023;21770.0
278;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);31 december 2023;21490.0
279;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Amsterdam (CR);30 juni 2024;22640.0
280;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2021;4190.0
281;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2021;4370.0
282;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2022;4245.0
283;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2022;4630.0
284;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2023;4155.0
285;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);31 december 2023;4415.0
286;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Het Gooi en Vechtstreek (CR);30 juni 2024;4835.0
287;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2021;7775.0
288;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2021;7420.0
289;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2022;7680.0
290;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2022;8145.0
291;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2023;7895.0
292;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);31 december 2023;7965.0
293;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie Leiden en Bollenstreek (CR);30 juni 2024;8335.0
294;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2021;15265.0
295;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2021;15540.0
296;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2022;16730.0
297;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2022;16890.0
298;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2023;17575.0
299;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);31 december 2023;16580.0
300;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Agglomeratie 's-Gravenhage (CR);30 juni 2024;15950.0
301;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2021;3760.0
302;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2021;3835.0
303;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2022;3930.0
304;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2022;4025.0
305;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2023;4210.0
306;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);31 december 2023;4255.0
307;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Delft en Westland (CR);30 juni 2024;4295.0
308;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2021;6025.0
309;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);31 december 2021;6170.0
310;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2022;6005.0
311;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);31 december 2022;6120.0
312;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2023;6075.0
313;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);31 december 2023;5895.0
314;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Oost-Zuid-Holland (CR);30 juni 2024;5665.0
315;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);30 juni 2021;20045.0
316;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);31 december 2021;20145.0
317;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);30 juni 2022;19985.0
318;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);31 december 2022;21035.0
319;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);30 juni 2023;20855.0
320;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);31 december 2023;21465.0
321;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Groot-Rijnmond (CR);30 juni 2024;23955.0
322;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidoost-Zuid-Holland (CR);30 juni 2021;7300.0
323;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidoost-Zuid-Holland (CR);31 december 2021;7240.0
324;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidoost-Zuid-Holland (CR);30 juni 2022;7555.0
325;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidoost-Zuid-Holland (CR);31 december 2022;7625.0
326;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidoost-Zuid-Holland (CR);30 juni 2023;7460.0
327;Wel of geen jeugdhulp in natura;Wel of geen jeugdbescherming;Wel of geen jeugdreclassering;Zuidoost-Zuid-Holland (CR);31 december 2023;7305.0
