ID;SIC2008;Periods;IndexFiguresNotAdjusted_1;IndexFiguresAdjustedForCalendar_2;IndexFiguresSeasonallyAdjusted_3;VolumeChangeNotAdjusted_4;VolumeChangeAdjustedForCalendar_5;VolumeChangeSeasonallyAdjusted_6
370;41 Construction buildings, development;2006 3rd quarter;;;;;;
371;41 Construction buildings, development;2006 October;;;;;;
372;41 Construction buildings, development;2006 November;;;;;;
373;41 Construction buildings, development;2006 December;;;;;;
374;41 Construction buildings, development;2006 4th quarter;;;;;;
375;41 Construction buildings, development;2006;;;;;;
376;41 Construction buildings, development;2007 January;;;;;;
377;41 Construction buildings, development;2007 February;;;;;;
378;41 Construction buildings, development;2007 March;;;;;;
379;41 Construction buildings, development;2007 1st quarter;;;;;;
380;41 Construction buildings, development;2007 April;;;;;;
381;41 Construction buildings, development;2007 May;;;;;;
382;41 Construction buildings, development;2007 June;;;;;;
383;41 Construction buildings, development;2007 2nd quarter;;;;;;
384;41 Construction buildings, development;2007 July;;;;;;
385;41 Construction buildings, development;2007 August;;;;;;
386;41 Construction buildings, development;2007 September;;;;;;
387;41 Construction buildings, development;2007 3rd quarter;;;;;;
388;41 Construction buildings, development;2007 October;;;;;;
389;41 Construction buildings, development;2007 November;;;;;;
390;41 Construction buildings, development;2007 December;;;;;;
391;41 Construction buildings, development;2007 4th quarter;;;;;;
392;41 Construction buildings, development;2007;;;;;;
393;41 Construction buildings, development;2008 January;;;;;;
394;41 Construction buildings, development;2008 February;;;;;;
395;41 Construction buildings, development;2008 March;;;;;;
396;41 Construction buildings, development;2008 1st quarter;;;;;;
397;41 Construction buildings, development;2008 April;;;;;;
398;41 Construction buildings, development;2008 May;;;;;;
399;41 Construction buildings, development;2008 June;;;;;;
400;41 Construction buildings, development;2008 2nd quarter;;;;;;
401;41 Construction buildings, development;2008 July;;;;;;
402;41 Construction buildings, development;2008 August;;;;;;
403;41 Construction buildings, development;2008 September;;;;;;
404;41 Construction buildings, development;2008 3rd quarter;;;;;;
405;41 Construction buildings, development;2008 October;;;;;;
406;41 Construction buildings, development;2008 November;;;;;;
407;41 Construction buildings, development;2008 December;;;;;;
408;41 Construction buildings, development;2008 4th quarter;;;;;;
409;41 Construction buildings, development;2008;;;;;;
410;41 Construction buildings, development;2009 January;;;;;;
411;41 Construction buildings, development;2009 February;;;;;;
412;41 Construction buildings, development;2009 March;;;;;;
413;41 Construction buildings, development;2009 1st quarter;;;;;;
414;41 Construction buildings, development;2009 April;;;;;;
415;41 Construction buildings, development;2009 May;;;;;;
416;41 Construction buildings, development;2009 June;;;;;;
417;41 Construction buildings, development;2009 2nd quarter;;;;;;
418;41 Construction buildings, development;2009 July;;;;;;
419;41 Construction buildings, development;2009 August;;;;;;
420;41 Construction buildings, development;2009 September;;;;;;
421;41 Construction buildings, development;2009 3rd quarter;;;;;;
422;41 Construction buildings, development;2009 October;;;;;;
423;41 Construction buildings, development;2009 November;;;;;;
424;41 Construction buildings, development;2009 December;;;;;;
425;41 Construction buildings, development;2009 4th quarter;;;;;;
426;41 Construction buildings, development;2009;;;;;;
427;41 Construction buildings, development;2010 January;;;;;;
428;41 Construction buildings, development;2010 February;;;;;;
429;41 Construction buildings, development;2010 March;;;;;;
430;41 Construction buildings, development;2010 1st quarter;;;;;;
431;41 Construction buildings, development;2010 April;;;;;;
432;41 Construction buildings, development;2010 May;;;;;;
433;41 Construction buildings, development;2010 June;;;;;;
434;41 Construction buildings, development;2010 2nd quarter;;;;;;
435;41 Construction buildings, development;2010 July;;;;;;
436;41 Construction buildings, development;2010 August;;;;;;
437;41 Construction buildings, development;2010 September;;;;;;
438;41 Construction buildings, development;2010 3rd quarter;;;;;;
439;41 Construction buildings, development;2010 October;;;;;;
440;41 Construction buildings, development;2010 November;;;;;;
441;41 Construction buildings, development;2010 December;;;;;;
442;41 Construction buildings, development;2010 4th quarter;;;;;;
443;41 Construction buildings, development;2010;;;;;;
444;41 Construction buildings, development;2011 January;;;;;;
445;41 Construction buildings, development;2011 February;;;;;;
446;41 Construction buildings, development;2011 March;;;;;;
447;41 Construction buildings, development;2011 1st quarter;;;;;;
448;41 Construction buildings, development;2011 April;;;;;;
449;41 Construction buildings, development;2011 May;;;;;;
450;41 Construction buildings, development;2011 June;;;;;;
451;41 Construction buildings, development;2011 2nd quarter;;;;;;
452;41 Construction buildings, development;2011 July;;;;;;
453;41 Construction buildings, development;2011 August;;;;;;
454;41 Construction buildings, development;2011 September;;;;;;
455;41 Construction buildings, development;2011 3rd quarter;;;;;;
456;41 Construction buildings, development;2011 October;;;;;;
457;41 Construction buildings, development;2011 November;;;;;;
458;41 Construction buildings, development;2011 December;;;;;;
459;41 Construction buildings, development;2011 4th quarter;;;;;;
460;41 Construction buildings, development;2011;;;;;;
461;41 Construction buildings, development;2012 January;;;;;;
462;41 Construction buildings, development;2012 February;;;;;;
463;41 Construction buildings, development;2012 March;;;;;;
464;41 Construction buildings, development;2012 1st quarter;;;;;;
465;41 Construction buildings, development;2012 April;;;;;;
466;41 Construction buildings, development;2012 May;;;;;;
467;41 Construction buildings, development;2012 June;;;;;;
468;41 Construction buildings, development;2012 2nd quarter;;;;;;
469;41 Construction buildings, development;2012 July;;;;;;
470;41 Construction buildings, development;2012 August;;;;;;
471;41 Construction buildings, development;2012 September;;;;;;
472;41 Construction buildings, development;2012 3rd quarter;;;;;;
473;41 Construction buildings, development;2012 October;;;;;;
474;41 Construction buildings, development;2012 November;;;;;;
475;41 Construction buildings, development;2012 December;;;;;;
476;41 Construction buildings, development;2012 4th quarter;;;;;;
477;41 Construction buildings, development;2012;;;;;;
478;41 Construction buildings, development;2013 January;;;;;;
479;41 Construction buildings, development;2013 February;;;;;;
480;41 Construction buildings, development;2013 March;;;;;;
481;41 Construction buildings, development;2013 1st quarter;;;;;;
482;41 Construction buildings, development;2013 April;;;;;;
483;41 Construction buildings, development;2013 May;;;;;;
484;41 Construction buildings, development;2013 June;;;;;;
485;41 Construction buildings, development;2013 2nd quarter;;;;;;
486;41 Construction buildings, development;2013 July;;;;;;
487;41 Construction buildings, development;2013 August;;;;;;
488;41 Construction buildings, development;2013 September;;;;;;
489;41 Construction buildings, development;2013 October;;;;;;
490;41 Construction buildings, development;2013 3rd quarter;;;;;;
491;41 Construction buildings, development;2013 November;;;;;;
492;41 Construction buildings, development;2013 December;;;;;;
493;41 Construction buildings, development;2013 4th quarter;;;;;;
494;41 Construction buildings, development;2013;;;;;;
495;41 Construction buildings, development;2014 January;;;;;;
496;41 Construction buildings, development;2014 February;;;;;;
497;41 Construction buildings, development;2014 March;;;;;;
498;41 Construction buildings, development;2014 1st quarter;;;;;;
499;41 Construction buildings, development;2014 April;;;;;;
500;41 Construction buildings, development;2014 May;;;;;;
501;41 Construction buildings, development;2014 June;;;;;;
502;41 Construction buildings, development;2014 2nd quarter;;;;;;
503;41 Construction buildings, development;2014 July;;;;;;
504;41 Construction buildings, development;2014 August;;;;;;
505;41 Construction buildings, development;2014 September;;;;;;
506;41 Construction buildings, development;2014 3rd quarter;;;;;;
507;41 Construction buildings, development;2014 October;;;;;;
508;41 Construction buildings, development;2014 November;;;;;;
509;41 Construction buildings, development;2014 December;;;;;;
510;41 Construction buildings, development;2014 4th quarter;;;;;;
511;41 Construction buildings, development;2014;;;;;;
512;41 Construction buildings, development;2015 January;;;;;;
513;41 Construction buildings, development;2015 February;;;;;;
514;41 Construction buildings, development;2015 March;;;;;;
515;41 Construction buildings, development;2015 1st quarter;;;;;;
516;41 Construction buildings, development;2015 April;;;;;;
517;41 Construction buildings, development;2015 May;;;;;;
518;41 Construction buildings, development;2015 June;;;;;;
519;41 Construction buildings, development;2015 2nd quarter;;;;;;
520;41 Construction buildings, development;2015 July;;;;;;
521;41 Construction buildings, development;2015 August;;;;;;
522;41 Construction buildings, development;2015 September;;;;;;
523;41 Construction buildings, development;2015 3rd quarter;;;;;;
524;41 Construction buildings, development;2015 October;;;;;;
525;41 Construction buildings, development;2015 November;;;;;;
526;41 Construction buildings, development;2015 December;;;;;;
527;41 Construction buildings, development;2015 4th quarter;;;;;;
528;41 Construction buildings, development;2015;;;;;;
529;41 Construction buildings, development;2016 January;;;;;;
530;41 Construction buildings, development;2016 February;;;;;;
531;41 Construction buildings, development;2016 March;;;;;;
532;41 Construction buildings, development;2016 1st quarter;;;;;;
533;41 Construction buildings, development;2016 April;;;;;;
534;41 Construction buildings, development;2016 May;;;;;;
535;41 Construction buildings, development;2016 June;;;;;;
536;41 Construction buildings, development;2016 2nd quarter;;;;;;
537;41 Construction buildings, development;2016 July;;;;;;
538;41 Construction buildings, development;2016 August;;;;;;
539;41 Construction buildings, development;2016 September;;;;;;
540;41 Construction buildings, development;2016 3rd quarter;;;;;;
541;41 Construction buildings, development;2016 October;;;;;;
542;41 Construction buildings, development;2016 November;;;;;;
543;41 Construction buildings, development;2016 December;;;;;;
544;41 Construction buildings, development;2016 4th quarter;;;;;;
545;41 Construction buildings, development;2016;;;;;;
546;41 Construction buildings, development;2017 January;;;;;;
547;41 Construction buildings, development;2017 February;;;;;;
548;41 Construction buildings, development;2017 March;;;;;;
549;41 Construction buildings, development;2017 1st quarter;;;;;;
550;41 Construction buildings, development;2017 April;;;;;;
551;41 Construction buildings, development;2017 May;;;;;;
552;41 Construction buildings, development;2017 June;;;;;;
553;41 Construction buildings, development;2017 2nd quarter ;;;;;;
554;41 Construction buildings, development;2017 July;;;;;;
555;41 Construction buildings, development;2017 August;;;;;;
556;41 Construction buildings, development;2017 September;;;;;;
557;41 Construction buildings, development;2017 3rd quarter ;;;;;;
558;41 Construction buildings, development;2017 October;;;;;;
559;41 Construction buildings, development;2017 November ;;;;;;
560;41 Construction buildings, development;2017 December;;;;;;
561;41 Construction buildings, development;2017 4th quarter;;;;;;
562;41 Construction buildings, development;2017 ;;;;;;
563;41 Construction buildings, development;2018 January;85.0;86.2;84.7;;;
564;41 Construction buildings, development;2018 February;95.3;95.3;85.4;;;
565;41 Construction buildings, development;2018 March;96.3;96.7;84.4;;;
566;41 Construction buildings, development;2018 1st quarter ;92.2;92.7;84.9;;;
567;41 Construction buildings, development;2018 April ;93.5;94.6;88.5;;;
568;41 Construction buildings, development;2018 May;96.2;93.9;87.8;;;
569;41 Construction buildings, development;2018 June;102.7;104.0;91.9;;;
570;41 Construction buildings, development;2018 2nd quarter ;97.5;97.5;89.4;;;
571;41 Construction buildings, development;2018 July;100.6;89.7;89.1;;;
572;41 Construction buildings, development;2018 August;39.9;43.9;95.6;;;
573;41 Construction buildings, development;2018 September ;103.6;107.9;91.9;;;
574;41 Construction buildings, development;2018 3rd quarter ;81.4;80.5;92.2;;;
575;41 Construction buildings, development;2018 October;96.5;94.2;93.7;;;
576;41 Construction buildings, development;2018 November ;98.0;96.4;96.3;;;
577;41 Construction buildings, development;2018 December ;76.3;77.8;96.4;;;
578;41 Construction buildings, development;2018 4th quarter;90.3;89.5;95.5;;;
579;41 Construction buildings, development;2018;90.3;90.0;90.5;;;
580;41 Construction buildings, development;2019 January;93.0;92.1;90.6;9.5;6.8;6.9
581;41 Construction buildings, development;2019 February;110.0;110.0;98.9;15.5;15.5;15.8
582;41 Construction buildings, development;2019 March ;108.0;111.5;97.3;12.1;15.3;15.2
583;41 Construction buildings, development;2019 1st quarter ;103.7;104.5;95.6;12.5;12.8;12.6
584;41 Construction buildings, development;2019 April;105.6;103.9;97.0;12.9;9.8;9.7
585;41 Construction buildings, development;2019 May;111.5;108.8;101.4;15.9;15.9;15.6
586;41 Construction buildings, development;2019 June;101.9;106.1;93.9;-0.8;2.0;2.1
587;41 Construction buildings, development;2019 2nd quarter;106.3;106.3;97.5;9.1;9.0;9.0
588;41 Construction buildings, development;2019 July;111.4;98.4;97.4;10.7;9.6;9.3
589;41 Construction buildings, development;2019 August;44.2;49.1;107.2;10.7;11.9;12.1
590;41 Construction buildings, development;2019 September;117.2;118.6;101.3;13.1;10.0;10.2
591;41 Construction buildings, development;2019 3rd quarter ;90.9;88.7;102.0;11.7;10.2;10.6
592;41 Construction buildings, development;2019 October;99.6;97.2;96.5;3.2;3.2;3.0
593;41 Construction buildings, development;2019 November ;95.9;97.0;97.0;-2.1;0.7;0.7
594;41 Construction buildings, development;2019 December ;75.9;77.1;95.6;-0.5;-0.9;-0.8
595;41 Construction buildings, development;2019 4th quarter;90.5;90.4;96.4;0.2;1.1;1.0
596;41 Construction buildings, development;2019;97.8;97.5;97.8;8.3;8.3;8.1
597;41 Construction buildings, development;2020 January;102.6;99.1;97.8;10.3;7.6;7.9
598;41 Construction buildings, development;2020 February ;104.0;106.1;95.6;-5.5;-3.6;-3.3
599;41 Construction buildings, development;2020 March;111.9;112.4;97.6;3.6;0.8;0.4
600;41 Construction buildings, development;2020 1st quarter;106.2;105.8;97.0;2.4;1.3;1.5
601;41 Construction buildings, development;2020 April ;102.5;100.9;94.2;-2.9;-2.9;-2.9
602;41 Construction buildings, development;2020 May;95.7;98.8;91.6;-14.1;-9.2;-9.7
603;41 Construction buildings, development;2020 June;106.3;104.6;92.9;4.3;-1.3;-1.0
604;41 Construction buildings, development;2020 2nd quarter;101.5;101.4;92.9;-4.5;-4.5;-4.6
605;41 Construction buildings, development;2020 July;105.6;98.8;97.2;-5.2;0.5;-0.2
606;41 Construction buildings, development;2020 August;40.0;43.1;94.3;-9.6;-12.3;-12.0
607;41 Construction buildings, development;2020 September;113.2;111.4;95.6;-3.4;-6.0;-5.6
608;41 Construction buildings, development;2020 3rd quarter;86.3;84.4;95.7;-5.1;-4.8;-6.1
609;41 Construction buildings, development;2020 October ;98.1;98.5;97.5;-1.5;1.3;1.0
610;41 Construction buildings, development;2020 November;95.5;96.7;96.9;-0.4;-0.4;-0.1
611;41 Construction buildings, development;2020 December ;76.5;79.2;98.4;0.7;2.8;2.9
612;41 Construction buildings, development;2020 4th quarter ;90.0;91.5;97.6;-0.5;1.1;1.2
613;41 Construction buildings, development;2020;96.0;95.8;95.8;-1.9;-1.7;-2.1
614;41 Construction buildings, development;2021 January;99.2;96.6;95.5;-3.3;-2.6;-2.3
615;41 Construction buildings, development;2021 February ;99.2;99.2;89.9;-4.6;-6.4;-6.0
616;41 Construction buildings, development;2021 March;114.1;111.4;96.4;2.0;-0.8;-1.3
617;41 Construction buildings, development;2021 1st quarter;104.2;102.4;93.9;-1.9;-3.2;-3.2
618;41 Construction buildings, development;2021 April ;108.2;106.5;99.5;5.6;5.6;5.6
619;41 Construction buildings, development;2021 May;102.8;106.2;98.0;7.4;7.4;7.0
620;41 Construction buildings, development;2021 June;119.1;117.2;104.5;12.0;12.0;12.4
621;41 Construction buildings, development;2021 2nd quarter;110.1;110.0;100.7;8.4;8.4;8.3
622;41 Construction buildings, development;2021 July;117.5;99.8;97.4;11.3;1.0;0.2
623;41 Construction buildings, development;2021 August;37.4;44.4;97.3;-6.4;3.1;3.2
624;41 Construction buildings, development;2021 September ;117.5;115.7;99.9;3.8;3.8;4.4
625;41 Construction buildings, development;2021 3rd quarter ;90.8;86.6;98.2;5.3;2.6;2.6
626;41 Construction buildings, development;2021 October;98.0;101.2;99.7;0.0;2.8;2.3
627;41 Construction buildings, development;2021 November;102.7;101.1;101.5;7.5;4.5;4.7
628;41 Construction buildings, development;2021 December ;84.0;79.0;98.0;9.9;-0.3;-0.4
629;41 Construction buildings, development;2021 4th quarter;94.9;93.8;99.8;5.4;2.5;2.2
630;41 Construction buildings, development;2021;100.0;98.2;98.1;4.2;2.5;2.4
631;41 Construction buildings, development;2022 January;100.4;107.6;107.1;1.2;11.5;12.1
632;41 Construction buildings, development;2022 February;117.0;117.0;106.4;17.9;17.9;18.4
633;41 Construction buildings, development;2022 March;128.9;125.9;108.7;13.0;13.0;12.8
634;41 Construction buildings, development;2022 1st quarter;115.5;116.9;107.4;10.8;14.1;14.3
635;41 Construction buildings, development;2022 April;114.3;115.7;107.9;5.6;8.6;8.5
636;41 Construction buildings, development;2022 May;119.6;120.1;110.3;16.3;13.1;12.5
637;41 Construction buildings, development;2022 June;123.5;121.6;108.5;3.7;3.7;3.9
638;41 Construction buildings, development;2022 2nd quarter;119.1;119.1;108.9;8.2;8.3;8.2
639;41 Construction buildings, development;2022 July;126.6;113.5;110.3;7.7;13.8;13.2
640;41 Construction buildings, development;2022 August;43.5;48.9;107.0;16.3;10.1;10.0
641;41 Construction buildings, development;2022 September;124.1;122.1;105.9;5.6;5.6;6.1
642;41 Construction buildings, development;2022 3rd quarter;98.1;94.9;107.7;8.0;9.5;9.7
643;41 Construction buildings, development;2022 October;107.3;110.8;108.8;9.4;9.4;9.1
644;41 Construction buildings, development;2022 November;108.7;107.0;107.7;5.9;5.9;6.1
645;41 Construction buildings, development;2022 December;88.8;85.9;106.5;5.6;8.6;8.6
646;41 Construction buildings, development;2022 4th quarter;101.6;101.2;107.7;7.0;7.9;7.9
647;41 Construction buildings, development;2022;108.6;108.0;107.9;8.6;10.0;10.0
648;41 Construction buildings, development;2023 January;101.8;106.2;105.9;1.4;-1.4;-1.1
649;41 Construction buildings, development;2023 February;116.9;116.9;106.6;-0.1;-0.1;0.2
650;41 Construction buildings, development;2023 March;127.6;124.6;107.6;-1.0;-1.0;-1.0
651;41 Construction buildings, development;2023 1st quarter;115.5;115.9;106.7;0.0;-0.8;-0.7
652;41 Construction buildings, development;2023 April;105.1;109.4;102.0;-8.0;-5.4;-5.5
653;41 Construction buildings, development;2023 May;120.3;117.4;107.5;0.6;-2.2;-2.5
654;41 Construction buildings, development;2023 June;121.3;119.4;106.5;-1.8;-1.8;-1.9
655;41 Construction buildings, development;2023 2nd quarter;115.6;115.4;105.3;-3.0;-3.1;-3.3
656;41 Construction buildings, development;2023 July;119.2;110.5;107.1;-5.9;-2.7;-2.9
657;41 Construction buildings, development;2023 August;45.5;49.5;107.9;4.6;1.2;0.8
658;41 Construction buildings, development;2023 September;118.9;120.3;104.8;-4.2;-1.5;-1.1
659;41 Construction buildings, development;2023 3rd quarter;94.5;93.4;106.6;-3.6;-1.5;-1.1
660;41 Construction buildings, development;2023 October;107.6;108.1;105.9;0.3;-2.4;-2.7
661;41 Construction buildings, development;2023 November;104.5;102.9;103.6;-3.8;-3.8;-3.8
662;41 Construction buildings, development;2023 December;86.1;85.6;106.2;-3.0;-0.3;-0.3
663;41 Construction buildings, development;2023 4th quarter;99.4;98.9;105.2;-2.1;-2.3;-2.3
664;41 Construction buildings, development;2023;106.2;105.9;106.0;-2.1;-2.0;-1.8
665;41 Construction buildings, development;2024 January;96.2;97.5;97.5;-5.5;-8.1;-7.9
666;41 Construction buildings, development;2024 February;113.5;112.6;102.7;-2.9;-3.7;-3.6
667;41 Construction buildings, development;2024 March;113.3;117.0;101.1;-11.2;-6.1;-6.0
668;41 Construction buildings, development;2024 1st quarter;107.7;109.0;100.5;-6.7;-5.9;-5.8
669;41 Construction buildings, development;2024 April;111.7;110.0;102.5;6.2;0.5;0.5
670;41 Construction buildings, development;2024 May;114.9;114.2;103.9;-4.5;-2.8;-3.3
671;41 Construction buildings, development;2024 June;112.5;116.8;103.7;-7.3;-2.1;-2.6
672;41 Construction buildings, development;2024 2nd quarter;113.0;113.6;103.4;-2.2;-1.5;-1.9
673;41 Construction buildings, development;2024 July;118.4;103.0;98.9;-0.6;-6.7;-7.6
674;41 Construction buildings, development;2024 August;45.6;51.4;112.4;0.2;3.9;4.2
675;41 Construction buildings, development;2024 September;117.0;118.4;103.7;-1.6;-1.6;-1.0
676;41 Construction buildings, development;2024 3rd quarter;93.7;90.9;105.0;-0.9;-2.7;-1.5
677;41 Construction buildings, development;2024 October;111.5;109.0;106.3;3.6;0.9;0.4
678;41 Construction buildings, development;2024 November;104.4;105.6;105.9;-0.1;2.7;2.2
679;41 Construction buildings, development;2024 December;82.1;83.3;103.5;-4.6;-2.7;-2.5
680;41 Construction buildings, development;2024 4th quarter;99.3;99.3;105.2;-0.1;0.5;0.0
681;41 Construction buildings, development;2024;103.4;103.2;103.5;-2.6;-2.5;-2.3
682;41 Construction buildings, development;2025 January;108.4;104.7;104.9;12.7;7.4;7.6
683;41 Construction buildings, development;2025 February;111.2;111.2;102.4;-2.1;-1.3;-0.3
684;42 Civil engineering;2005 January;;;;;;
685;42 Civil engineering;2005 February;;;;;;
686;42 Civil engineering;2005 March;;;;;;
687;42 Civil engineering;2005 1st quarter;;;;;;
688;42 Civil engineering;2005 April;;;;;;
689;42 Civil engineering;2005 May;;;;;;
690;42 Civil engineering;2005 June;;;;;;
691;42 Civil engineering;2005 2nd quarter;;;;;;
692;42 Civil engineering;2005 July;;;;;;
693;42 Civil engineering;2005 August;;;;;;
694;42 Civil engineering;2005 September;;;;;;
695;42 Civil engineering;2005 3rd quarter;;;;;;
696;42 Civil engineering;2005 October;;;;;;
697;42 Civil engineering;2005 November;;;;;;
698;42 Civil engineering;2005 December;;;;;;
699;42 Civil engineering;2005 4th quarter;;;;;;
700;42 Civil engineering;2005;;;;;;
701;42 Civil engineering;2006 January;;;;;;
702;42 Civil engineering;2006 February;;;;;;
703;42 Civil engineering;2006 March;;;;;;
704;42 Civil engineering;2006 1st quarter;;;;;;
705;42 Civil engineering;2006 April;;;;;;
706;42 Civil engineering;2006 May;;;;;;
707;42 Civil engineering;2006 June;;;;;;
708;42 Civil engineering;2006 2nd quarter;;;;;;
709;42 Civil engineering;2006 July;;;;;;
710;42 Civil engineering;2006 August;;;;;;
711;42 Civil engineering;2006 September;;;;;;
712;42 Civil engineering;2006 3rd quarter;;;;;;
713;42 Civil engineering;2006 October;;;;;;
714;42 Civil engineering;2006 November;;;;;;
715;42 Civil engineering;2006 December;;;;;;
716;42 Civil engineering;2006 4th quarter;;;;;;
717;42 Civil engineering;2006;;;;;;
718;42 Civil engineering;2007 January;;;;;;
719;42 Civil engineering;2007 February;;;;;;
720;42 Civil engineering;2007 March;;;;;;
721;42 Civil engineering;2007 1st quarter;;;;;;
722;42 Civil engineering;2007 April;;;;;;
723;42 Civil engineering;2007 May;;;;;;
724;42 Civil engineering;2007 June;;;;;;
725;42 Civil engineering;2007 2nd quarter;;;;;;
726;42 Civil engineering;2007 July;;;;;;
727;42 Civil engineering;2007 August;;;;;;
728;42 Civil engineering;2007 September;;;;;;
729;42 Civil engineering;2007 3rd quarter;;;;;;
730;42 Civil engineering;2007 October;;;;;;
731;42 Civil engineering;2007 November;;;;;;
732;42 Civil engineering;2007 December;;;;;;
733;42 Civil engineering;2007 4th quarter;;;;;;
734;42 Civil engineering;2007;;;;;;
735;42 Civil engineering;2008 January;;;;;;
736;42 Civil engineering;2008 February;;;;;;
737;42 Civil engineering;2008 March;;;;;;
738;42 Civil engineering;2008 1st quarter;;;;;;
739;42 Civil engineering;2008 April;;;;;;
740;42 Civil engineering;2008 May;;;;;;
741;42 Civil engineering;2008 June;;;;;;
742;42 Civil engineering;2008 2nd quarter;;;;;;
743;42 Civil engineering;2008 July;;;;;;
744;42 Civil engineering;2008 August;;;;;;
745;42 Civil engineering;2008 September;;;;;;
746;42 Civil engineering;2008 3rd quarter;;;;;;
747;42 Civil engineering;2008 October;;;;;;
748;42 Civil engineering;2008 November;;;;;;
749;42 Civil engineering;2008 December;;;;;;
750;42 Civil engineering;2008 4th quarter;;;;;;
751;42 Civil engineering;2008;;;;;;
752;42 Civil engineering;2009 January;;;;;;
753;42 Civil engineering;2009 February;;;;;;
754;42 Civil engineering;2009 March;;;;;;
755;42 Civil engineering;2009 1st quarter;;;;;;
756;42 Civil engineering;2009 April;;;;;;
757;42 Civil engineering;2009 May;;;;;;
758;42 Civil engineering;2009 June;;;;;;
759;42 Civil engineering;2009 2nd quarter;;;;;;
760;42 Civil engineering;2009 July;;;;;;
761;42 Civil engineering;2009 August;;;;;;
762;42 Civil engineering;2009 September;;;;;;
763;42 Civil engineering;2009 3rd quarter;;;;;;
764;42 Civil engineering;2009 October;;;;;;
765;42 Civil engineering;2009 November;;;;;;
766;42 Civil engineering;2009 December;;;;;;
767;42 Civil engineering;2009 4th quarter;;;;;;
768;42 Civil engineering;2009;;;;;;
769;42 Civil engineering;2010 January;;;;;;
770;42 Civil engineering;2010 February;;;;;;
771;42 Civil engineering;2010 March;;;;;;
772;42 Civil engineering;2010 1st quarter;;;;;;
773;42 Civil engineering;2010 April;;;;;;
774;42 Civil engineering;2010 May;;;;;;
775;42 Civil engineering;2010 June;;;;;;
776;42 Civil engineering;2010 2nd quarter;;;;;;
777;42 Civil engineering;2010 July;;;;;;
778;42 Civil engineering;2010 August;;;;;;
779;42 Civil engineering;2010 September;;;;;;
780;42 Civil engineering;2010 3rd quarter;;;;;;
781;42 Civil engineering;2010 October;;;;;;
782;42 Civil engineering;2010 November;;;;;;
783;42 Civil engineering;2010 December;;;;;;
784;42 Civil engineering;2010 4th quarter;;;;;;
785;42 Civil engineering;2010;;;;;;
786;42 Civil engineering;2011 January;;;;;;
787;42 Civil engineering;2011 February;;;;;;
788;42 Civil engineering;2011 March;;;;;;
789;42 Civil engineering;2011 1st quarter;;;;;;
790;42 Civil engineering;2011 April;;;;;;
791;42 Civil engineering;2011 May;;;;;;
792;42 Civil engineering;2011 June;;;;;;
793;42 Civil engineering;2011 2nd quarter;;;;;;
794;42 Civil engineering;2011 July;;;;;;
795;42 Civil engineering;2011 August;;;;;;
796;42 Civil engineering;2011 September;;;;;;
797;42 Civil engineering;2011 3rd quarter;;;;;;
798;42 Civil engineering;2011 October;;;;;;
799;42 Civil engineering;2011 November;;;;;;
800;42 Civil engineering;2011 December;;;;;;
801;42 Civil engineering;2011 4th quarter;;;;;;
802;42 Civil engineering;2011;;;;;;
803;42 Civil engineering;2012 January;;;;;;
804;42 Civil engineering;2012 February;;;;;;
805;42 Civil engineering;2012 March;;;;;;
806;42 Civil engineering;2012 1st quarter;;;;;;
807;42 Civil engineering;2012 April;;;;;;
808;42 Civil engineering;2012 May;;;;;;
809;42 Civil engineering;2012 June;;;;;;
810;42 Civil engineering;2012 2nd quarter;;;;;;
811;42 Civil engineering;2012 July;;;;;;
812;42 Civil engineering;2012 August;;;;;;
813;42 Civil engineering;2012 September;;;;;;
814;42 Civil engineering;2012 3rd quarter;;;;;;
815;42 Civil engineering;2012 October;;;;;;
816;42 Civil engineering;2012 November;;;;;;
817;42 Civil engineering;2012 December;;;;;;
818;42 Civil engineering;2012 4th quarter;;;;;;
819;42 Civil engineering;2012;;;;;;
820;42 Civil engineering;2013 January;;;;;;
821;42 Civil engineering;2013 February;;;;;;
822;42 Civil engineering;2013 March;;;;;;
823;42 Civil engineering;2013 1st quarter;;;;;;
824;42 Civil engineering;2013 April;;;;;;
825;42 Civil engineering;2013 May;;;;;;
826;42 Civil engineering;2013 June;;;;;;
827;42 Civil engineering;2013 2nd quarter;;;;;;
828;42 Civil engineering;2013 July;;;;;;
829;42 Civil engineering;2013 August;;;;;;
830;42 Civil engineering;2013 September;;;;;;
831;42 Civil engineering;2013 October;;;;;;
832;42 Civil engineering;2013 3rd quarter;;;;;;
833;42 Civil engineering;2013 November;;;;;;
834;42 Civil engineering;2013 December;;;;;;
835;42 Civil engineering;2013 4th quarter;;;;;;
836;42 Civil engineering;2013;;;;;;
837;42 Civil engineering;2014 January;;;;;;
838;42 Civil engineering;2014 February;;;;;;
839;42 Civil engineering;2014 March;;;;;;
840;42 Civil engineering;2014 1st quarter;;;;;;
841;42 Civil engineering;2014 April;;;;;;
842;42 Civil engineering;2014 May;;;;;;
843;42 Civil engineering;2014 June;;;;;;
844;42 Civil engineering;2014 2nd quarter;;;;;;
845;42 Civil engineering;2014 July;;;;;;
846;42 Civil engineering;2014 August;;;;;;
847;42 Civil engineering;2014 September;;;;;;
848;42 Civil engineering;2014 3rd quarter;;;;;;
849;42 Civil engineering;2014 October;;;;;;
850;42 Civil engineering;2014 November;;;;;;
