ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
1549;29-30 Transportmiddelenindustrie;10 en meer werknemers;2021;9.0;;;0.0;;3.0;;;;;;0.0;15.0;7.0;5.0;2.0;8.0;;;;;1.0;;;;;2.0;0.0;0.0;0.0;1.0;;;;;;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;6.0;4.0;2.0;34.0;;;;;;0.0;13.0;4.0;9.0;;;0.0;;0.0;;28;4;0;3;3;0;1;1;1;13;0;0;7
1550;29-30 Transportmiddelenindustrie;10 en meer werknemers;2022;7.0;;;0.0;;3.0;;;;;;0.0;16.0;9.0;7.0;2.0;7.0;;;;;0.0;;;;;2.0;1.0;0.0;0.0;0.0;;;;;;2.0;2.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;6.0;4.0;3.0;29.0;;;;;;0.0;14.0;3.0;10.0;;;0.0;;0.0;;32;4;0;4;4;1;2;1;1;14;0;0;7
1551;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2012;0.0;;0.0;;;;0.0;;;0.0;0.0;0.0;;2.0;1.0;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;;;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;;3;0;0;0;0;0;0;0;0;1;0;0;1
1552;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;0;0;0;2;0;0;1
1553;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2014;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;0;0;0;1;0;0;0
1554;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;0.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;3;0;0;0;0;0;0;0;0;1;0;0;0
1555;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2016;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2;0;0;0;0;0;0;0;0;0;0;0;0
1556;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;;;0.0;0.0;0.0;;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;4;0;0;0;0;0;0;0;0;2;0;0;1
1557;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2018;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;9.0;;;0.0;0.0;;;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;5;0;0;0;0;0;0;0;1;2;0;0;2
1558;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2019;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;;;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;4;0;0;0;0;0;0;0;0;2;0;0;1
1559;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2020;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;;;;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;4;0;0;0;0;0;0;0;0;2;0;0;2
1560;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;;;;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;3;0;0;0;0;0;0;0;0;2;0;0;0
1561;29-30 Transportmiddelenindustrie;10 tot 50 werknemers;2022;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;;;;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;4;0;0;0;0;0;0;0;0;2;0;0;0
1562;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2012;0.0;;;;0.0;0.0;0.0;0.0;;;;0.0;;2.0;2.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;;;0.0;;;;8;1;0;1;0;0;0;0;0;3;0;0;2
1563;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2013;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;0;0;0;2;0;0;2
1564;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2014;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;0;0;1;2;0;0;2
1565;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;;;0.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;5;0;0;0;0;0;0;0;0;2;0;0;2
1566;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2016;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;7.0;;;0.0;0.0;0.0;;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;;5;0;0;0;0;0;0;0;0;3;0;0;2
1567;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;;;0.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;4;0;0;0;0;0;0;0;0;1;0;0;2
1568;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2018;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;;;0.0;0.0;;;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;5;0;0;0;0;0;0;0;0;2;0;0;2
1569;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;;;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;5;0;0;0;0;0;0;0;0;2;0;0;2
1570;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2020;;;;0.0;;0.0;0.0;;0.0;;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;;;0.0;;0.0;;5;0;0;0;0;0;0;0;0;3;0;0;2
1571;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2021;;;;0.0;;1.0;3.0;;0.0;;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;;;0.0;;0.0;;5;0;0;0;0;0;0;0;0;3;0;0;2
1572;29-30 Transportmiddelenindustrie;50 tot 200 werknemers;2022;;;;0.0;;0.0;0.0;;0.0;;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;;;;;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;;;0.0;;0.0;;6;0;0;0;1;0;1;0;0;3;0;0;2
1573;29-30 Transportmiddelenindustrie;200 en meer werknemers;2012;1.0;0.0;0.0;0.0;;;0.0;;;;0.0;0.0;;4.0;3.0;1.0;;;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;;;;;0.0;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;;;;1.0;0.0;0.0;;5.0;3.0;2.0;;;;;0.0;;13;2;0;2;1;0;0;1;2;5;0;0;4
1574;29-30 Transportmiddelenindustrie;200 en meer werknemers;2013;5.0;1.0;1.0;0.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;7.0;3.0;3.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;13.0;7.0;1.0;1.0;0.0;0.0;0.0;5.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;13;2;0;1;1;0;0;1;1;5;0;0;3
1575;29-30 Transportmiddelenindustrie;200 en meer werknemers;2014;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;4.0;3.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;14.0;8.0;1.0;1.0;0.0;0.0;0.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;14;2;0;2;1;0;0;1;1;6;0;0;4
1576;29-30 Transportmiddelenindustrie;200 en meer werknemers;2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;3.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;16.0;;;1.0;0.0;0.0;;8.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;;16;2;0;1;1;0;0;1;2;8;0;0;4
1577;29-30 Transportmiddelenindustrie;200 en meer werknemers;2016;7.0;3.0;0.0;3.0;4.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;7.0;3.0;3.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;15.0;;;1.0;0.0;0.0;;7.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;;15;2;0;2;1;0;0;1;1;7;0;0;3
1578;29-30 Transportmiddelenindustrie;200 en meer werknemers;2017;5.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;4.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;15.0;;;1.0;0.0;0.0;;8.0;5.0;4.0;1.0;0.0;0.0;0.0;0.0;;17;3;0;3;2;0;0;2;0;8;0;0;4
1579;29-30 Transportmiddelenindustrie;200 en meer werknemers;2018;6.0;0.0;0.0;0.0;6.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;9.0;4.0;3.0;1.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;20.0;;;1.0;0.0;;;8.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;;18;3;0;3;1;0;0;1;0;8;0;0;5
1580;29-30 Transportmiddelenindustrie;200 en meer werknemers;2019;3.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;9.0;5.0;3.0;1.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;22.0;;;1.0;0.0;0.0;0.0;9.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;;20;3;0;3;1;0;1;0;0;9;0;0;6
1581;29-30 Transportmiddelenindustrie;200 en meer werknemers;2020;;0.0;0.0;0.0;2.0;1.0;;;;;;0.0;;;;;4.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;3.0;3.0;0.0;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;4.0;;;;;1.0;1.0;;;0.0;7.0;3.0;4.0;;;0.0;;0.0;;17;3;0;3;2;0;1;0;0;7;0;0;5
1582;29-30 Transportmiddelenindustrie;200 en meer werknemers;2021;;0.0;0.0;0.0;6.0;2.0;;;;;;0.0;;;;;4.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;3.0;3.0;0.0;;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;4.0;;;;;2.0;1.0;;;0.0;9.0;4.0;6.0;;;0.0;;0.0;;20;3;0;3;2;0;1;0;0;9;0;0;5
1583;29-30 Transportmiddelenindustrie;200 en meer werknemers;2022;;0.0;0.0;0.0;6.0;2.0;;;;;;0.0;;;;;5.0;;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;5.0;3.0;0.0;;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;4.0;;;;;1.0;1.0;;;0.0;10.0;3.0;7.0;;;0.0;;0.0;;22;2;0;2;3;1;2;0;1;10;0;0;5
1584;29 Auto- en aanhangwagenindustrie;10 en meer werknemers;2012;1.0;;0.0;;1.0;0.0;0.0;0.0;0.0;;0.0;0.0;;4.0;3.0;1.0;;;;;;1.0;0.0;0.0;0.0;0.0;;;;;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;1.0;0.0;0.0;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;17.0;9.0;;1.0;0.0;0.0;;6.0;4.0;3.0;;0.0;;0.0;1.0;1.0;16;3;0;3;1;0;0;1;1;6;1;0;4
