ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
944;20-21 Chemie en farmaceutische industrie;10 tot 50 werknemers;2021;2.0;;;;;;;;;;;0.0;;10.0;8.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;;;;11.0;;1.0;;;0.0;;;;;3.0;;0.0;;1.0;22;6;0;6;3;0;0;3;2;7;0;0;3
945;20-21 Chemie en farmaceutische industrie;10 tot 50 werknemers;2022;2.0;;;;;;;;;;;0.0;;10.0;8.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;;;;12.0;;1.0;;;0.0;;;;;4.0;;0.0;;2.0;23;6;0;6;4;0;0;3;2;7;0;0;3
946;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2012;14.0;;;;7.0;2.0;0.0;4.0;;;;0.0;;37.0;28.0;10.0;;;;;;;;;;;;;;;;;20.0;14.0;6.0;;6.0;6.0;4.0;2.0;0.0;0.0;0.0;0.0;;14.0;11.0;4.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;8.0;;;;40.0;;4.0;1.0;;0.0;29.0;22.0;6.0;;;0.0;;;5.0;83;20;0;18;16;5;-3;14;7;30;1;0;10
947;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2013;14.0;2.0;0.0;2.0;11.0;2.0;0.0;8.0;1.0;0.0;0.0;0.0;46.0;35.0;25.0;9.0;11.0;10.0;8.0;6.0;2.0;2.0;0.0;0.0;0.0;0.0;10.0;7.0;6.0;1.0;2.0;19.0;19.0;14.0;5.0;0.0;6.0;6.0;4.0;1.0;0.0;0.0;0.0;0.0;14.0;13.0;11.0;3.0;0.0;7.0;5.0;4.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;4.0;56.0;39.0;4.0;3.0;1.0;0.0;0.0;30.0;24.0;6.0;6.0;3.0;0.0;1.0;1.0;5.0;79;17;0;17;15;5;-3;13;7;31;1;0;10
948;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2014;11.0;3.0;1.0;2.0;7.0;3.0;1.0;2.0;1.0;0.0;0.0;0.0;43.0;33.0;25.0;8.0;10.0;9.0;7.0;6.0;1.0;2.0;0.0;0.0;0.0;0.0;9.0;7.0;5.0;1.0;2.0;19.0;19.0;14.0;5.0;0.0;5.0;5.0;4.0;1.0;0.0;0.0;0.0;0.0;13.0;13.0;10.0;3.0;0.0;6.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;4.0;51.0;34.0;3.0;2.0;1.0;0.0;0.0;25.0;19.0;6.0;5.0;3.0;0.0;1.0;1.0;5.0;72;16;0;16;14;4;-2;13;6;26;1;0;9
949;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2015;12.0;1.0;0.0;1.0;6.0;2.0;0.0;5.0;4.0;0.0;0.0;0.0;41.0;31.0;23.0;7.0;10.0;8.0;6.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;8.0;6.0;5.0;1.0;2.0;18.0;18.0;14.0;4.0;0.0;6.0;6.0;4.0;1.0;0.0;0.0;0.0;0.0;13.0;13.0;9.0;2.0;0.0;6.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;4.0;52.0;;;3.0;1.0;0.0;;24.0;17.0;7.0;5.0;3.0;0.0;1.0;1.0;;70;16;0;16;14;4;-2;13;6;25;1;0;10
950;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2016;16.0;4.0;0.0;4.0;8.0;3.0;0.0;5.0;3.0;0.0;0.0;0.0;40.0;29.0;22.0;7.0;11.0;8.0;6.0;5.0;1.0;2.0;0.0;0.0;0.0;0.0;8.0;5.0;4.0;1.0;2.0;17.0;17.0;14.0;3.0;0.0;6.0;6.0;4.0;1.0;0.0;0.0;0.0;0.0;12.0;11.0;9.0;2.0;0.0;6.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;4.0;51.0;;;5.0;1.0;0.0;;29.0;22.0;5.0;4.0;2.0;0.0;1.0;1.0;;74;16;0;15;14;4;-1;11;6;30;1;0;9
951;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2017;16.0;5.0;0.0;4.0;10.0;4.0;0.0;5.0;1.0;0.0;0.0;0.0;41.0;29.0;23.0;7.0;12.0;8.0;6.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;8.0;5.0;3.0;1.0;2.0;17.0;17.0;13.0;3.0;0.0;6.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;11.0;11.0;9.0;2.0;0.0;7.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;5.0;52.0;;;4.0;1.0;0.0;;31.0;22.0;9.0;6.0;4.0;0.0;1.0;1.0;;80;17;0;16;14;3;0;11;7;32;1;0;10
952;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2018;24.0;4.0;0.0;4.0;15.0;9.0;1.0;5.0;1.0;2.0;1.0;0.0;42.0;29.0;22.0;7.0;14.0;10.0;6.0;4.0;1.0;4.0;0.0;0.0;0.0;0.0;9.0;5.0;3.0;1.0;4.0;17.0;17.0;13.0;3.0;0.0;6.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;11.0;11.0;9.0;2.0;0.0;7.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;5.0;51.0;;;5.0;1.0;;;34.0;24.0;9.0;7.0;4.0;0.0;2.0;1.0;;85;18;0;17;14;3;0;11;7;35;1;0;11
953;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2019;26.0;2.0;0.0;2.0;19.0;9.0;1.0;8.0;2.0;0.0;0.0;4.0;44.0;31.0;23.0;7.0;13.0;9.0;6.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;9.0;5.0;3.0;1.0;3.0;19.0;19.0;14.0;4.0;0.0;7.0;7.0;6.0;1.0;0.0;0.0;0.0;0.0;11.0;11.0;9.0;2.0;0.0;7.0;5.0;3.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;5.0;51.0;;;5.0;1.0;0.0;0.0;28.0;18.0;10.0;21.0;18.0;0.0;2.0;1.0;;96;32;0;31;15;5;0;11;7;29;1;0;11
954;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2020;12.0;;;;;;;;1.0;;;;;32.0;24.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;5.0;3.0;1.0;1.0;;;;;;;;;;;;;9.0;;;;;6.0;4.0;;;0.0;;;;;;;2.0;;;100;31;0;31;16;6;0;11;6;33;1;1;13
955;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2021;47.0;;;;;;;;3.0;;;;;29.0;23.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;4.0;3.0;1.0;2.0;;;;;;;;;;;;;8.0;;;;;6.0;5.0;;;0.0;;;;;;;4.0;;;96;28;0;27;14;4;0;9;5;32;1;1;15
956;20-21 Chemie en farmaceutische industrie;50 tot 200 werknemers;2022;54.0;;;;;;;;5.0;;;;;35.0;27.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;4.0;3.0;1.0;3.0;;;;;;;;;;;;;9.0;;;;;6.0;5.0;;;0.0;;;;;;;2.0;;;97;27;0;26;14;5;0;10;7;33;1;1;13
957;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2012;72.0;;0.0;;51.0;21.0;;;;6.0;;;149.0;118.0;86.0;32.0;31.0;;;;;;1.0;1.0;0.0;0.0;;;;;;;65.0;47.0;17.0;;20.0;20.0;13.0;6.0;;;;;;;;;;;;;;;6.0;6.0;5.0;2.0;;;;;;;;;22.0;;;;;;8.0;1.0;;0.0;79.0;49.0;29.0;;;0.0;;;;246;57;1;56;50;16;-9;44;23;85;3;0;28
958;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2013;46.0;4.0;0.0;4.0;36.0;10.0;0.0;26.0;5.0;0.0;0.0;0.0;152.0;114.0;84.0;30.0;39.0;28.0;24.0;18.0;5.0;4.0;1.0;1.0;0.0;0.0;28.0;24.0;18.0;5.0;4.0;64.0;64.0;47.0;17.0;0.0;21.0;21.0;14.0;6.0;0.0;0.0;0.0;0.0;43.0;43.0;32.0;10.0;0.0;26.0;17.0;12.0;5.0;10.0;6.0;6.0;4.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;9.0;15.0;153.0;99.0;8.0;7.0;1.0;0.0;0.0;68.0;38.0;30.0;23.0;15.0;0.0;4.0;4.0;14.0;238;52;1;52;50;16;-9;42;26;74;3;0;32
959;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2014;45.0;10.0;0.0;10.0;25.0;12.0;0.0;13.0;8.0;1.0;0.0;0.0;146.0;107.0;80.0;27.0;39.0;26.0;21.0;17.0;4.0;6.0;1.0;1.0;0.0;0.0;25.0;20.0;16.0;4.0;6.0;63.0;63.0;47.0;16.0;0.0;20.0;20.0;14.0;6.0;0.0;0.0;0.0;0.0;43.0;43.0;33.0;10.0;0.0;27.0;16.0;11.0;5.0;11.0;6.0;6.0;4.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;22.0;8.0;15.0;142.0;109.0;9.0;8.0;1.0;0.0;0.0;75.0;50.0;25.0;25.0;17.0;2.0;2.0;3.0;14.0;240;52;1;51;49;16;-8;41;26;80;3;0;30
960;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2015;79.0;14.0;1.0;12.0;50.0;14.0;0.0;36.0;15.0;1.0;0.0;0.0;134.0;104.0;79.0;25.0;30.0;23.0;19.0;15.0;4.0;4.0;1.0;1.0;0.0;0.0;22.0;19.0;15.0;4.0;4.0;62.0;62.0;47.0;15.0;0.0;21.0;21.0;15.0;6.0;0.0;0.0;0.0;0.0;41.0;41.0;32.0;8.0;0.0;22.0;16.0;12.0;4.0;5.0;5.0;5.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;21.0;8.0;14.0;135.0;;;8.0;1.0;0.0;;76.0;52.0;25.0;23.0;18.0;0.0;4.0;2.0;;230;49;1;49;49;16;-7;40;21;81;2;0;27
961;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2016;86.0;12.0;0.0;12.0;59.0;17.0;4.0;39.0;8.0;6.0;1.0;0.0;134.0;103.0;78.0;24.0;32.0;21.0;17.0;13.0;4.0;4.0;1.0;1.0;0.0;0.0;20.0;16.0;12.0;4.0;4.0;63.0;63.0;49.0;14.0;0.0;21.0;21.0;16.0;6.0;0.0;0.0;0.0;0.0;42.0;42.0;33.0;9.0;0.0;21.0;16.0;12.0;5.0;5.0;4.0;4.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;22.0;9.0;14.0;132.0;;;9.0;2.0;1.0;;85.0;57.0;28.0;28.0;18.0;2.0;5.0;3.0;;247;50;1;49;51;16;-5;41;21;89;1;1;32
962;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2017;102.0;12.0;1.0;11.0;70.0;9.0;9.0;52.0;19.0;2.0;1.0;0.0;144.0;106.0;81.0;25.0;37.0;19.0;17.0;13.0;4.0;3.0;1.0;1.0;0.0;0.0;18.0;16.0;12.0;4.0;3.0;66.0;66.0;51.0;15.0;0.0;23.0;23.0;17.0;6.0;0.0;0.0;0.0;0.0;43.0;43.0;34.0;9.0;0.0;29.0;16.0;13.0;5.0;12.0;5.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;22.0;10.0;12.0;118.0;;;8.0;2.0;0.0;;80.0;45.0;35.0;27.0;17.0;2.0;5.0;3.0;;251;46;1;45;57;17;-1;42;29;85;1;0;32
963;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2018;131.0;23.0;1.0;22.0;92.0;31.0;14.0;47.0;12.0;1.0;2.0;1.0;161.0;112.0;86.0;27.0;49.0;20.0;16.0;13.0;4.0;3.0;1.0;1.0;1.0;0.0;20.0;15.0;12.0;4.0;3.0;71.0;70.0;54.0;16.0;1.0;23.0;23.0;17.0;6.0;1.0;1.0;1.0;0.0;46.0;46.0;36.0;10.0;1.0;38.0;18.0;14.0;5.0;20.0;5.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;26.0;10.0;16.0;149.0;;;9.0;2.0;;;89.0;54.0;36.0;33.0;15.0;1.0;11.0;5.0;;286;45;1;44;64;18;0;46;38;94;1;0;43
964;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2019;213.0;33.0;0.0;32.0;129.0;52.0;23.0;54.0;47.0;2.0;1.0;0.0;172.0;127.0;97.0;30.0;46.0;27.0;19.0;14.0;5.0;8.0;1.0;1.0;1.0;0.0;26.0;18.0;13.0;4.0;8.0;85.0;81.0;63.0;18.0;3.0;27.0;27.0;21.0;7.0;3.0;3.0;2.0;1.0;53.0;50.0;40.0;11.0;3.0;30.0;20.0;15.0;5.0;9.0;5.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;8.0;17.0;149.0;;;8.0;2.0;0.0;0.0;90.0;59.0;31.0;30.0;18.0;1.0;5.0;5.0;;293;54;1;53;77;20;3;52;30;94;1;0;37
965;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2020;207.0;;;;133.0;;;;;;;0.0;;148.0;113.0;34.0;;;;;;;;;;;;;;;;;93.0;73.0;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;27.0;10.0;17.0;145.0;;;8.0;1.0;;0.0;102.0;65.0;37.0;;;;5.0;;;332;67;1;66;89;26;6;56;32;106;2;0;36
966;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2021;212.0;;;;157.0;;;;;;;0.0;;163.0;124.0;39.0;;;;;;;;;;;;;;;;;103.0;80.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;29.0;12.0;18.0;156.0;;;9.0;2.0;;0.0;98.0;60.0;39.0;;;;6.0;;;353;76;1;75;99;28;9;61;31;103;1;0;42
967;20-21 Chemie en farmaceutische industrie;200 en meer werknemers;2022;297.0;;;;125.0;;;;;;;0.0;;190.0;144.0;46.0;;;;;;;;;;;;;;;;;123.0;94.0;29.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;28.0;13.0;15.0;136.0;;;8.0;2.0;;0.0;102.0;60.0;42.0;;;;5.0;;;378;87;1;86;113;30;10;72;33;105;2;0;38
968;20 Chemische industrie;10 en meer werknemers;2012;86.0;;;;58.0;23.0;0.0;35.0;12.0;;;;172.0;132.0;96.0;36.0;41.0;;;;;6.0;;;;;;;;;6.0;73.0;73.0;53.0;20.0;0.0;22.0;22.0;15.0;7.0;0.0;0.0;0.0;0.0;51.0;51.0;38.0;13.0;0.0;26.0;19.0;13.0;6.0;7.0;;;;;;;;;;;;;28.0;8.0;19.0;211.0;133.0;13.0;10.0;2.0;0.0;0.0;89.0;68.0;22.0;31.0;22.0;;;4.0;16.0;289;70;1;69;58;17;-10;51;25;95;3;0;36
969;20 Chemische industrie;10 en meer werknemers;2013;68.0;6.0;0.0;6.0;48.0;;;36.0;13.0;1.0;0.0;0.0;173.0;128.0;94.0;34.0;45.0;33.0;27.0;21.0;6.0;7.0;1.0;1.0;1.0;0.0;33.0;26.0;20.0;6.0;7.0;73.0;73.0;53.0;20.0;0.0;;;;;;;;;50.0;50.0;37.0;12.0;0.0;26.0;19.0;13.0;6.0;7.0;6.0;6.0;5.0;2.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;30.0;10.0;20.0;212.0;123.0;13.0;10.0;2.0;0.0;0.0;79.0;56.0;23.0;31.0;22.0;0.0;5.0;4.0;16.0;279;67;1;66;58;18;-10;49;26;85;3;0;40
970;20 Chemische industrie;10 en meer werknemers;2014;53.0;;;10.0;;14.0;;16.0;9.0;1.0;;;162.0;123.0;91.0;31.0;39.0;;;;;7.0;;;;;30.0;23.0;18.0;5.0;7.0;;;;;0.0;22.0;22.0;15.0;7.0;;;;;50.0;50.0;38.0;12.0;0.0;24.0;19.0;13.0;6.0;6.0;6.0;6.0;4.0;1.0;;;;;;;;;27.0;8.0;19.0;195.0;131.0;13.0;10.0;2.0;0.0;0.0;87.0;66.0;21.0;31.0;22.0;;4.0;;16.0;277;65;1;64;57;17;-9;49;24;92;3;0;36
971;20 Chemische industrie;10 en meer werknemers;2015;92.0;14.0;1.0;13.0;57.0;;;42.0;19.0;2.0;1.0;0.0;155.0;119.0;90.0;29.0;37.0;27.0;22.0;17.0;5.0;5.0;1.0;1.0;1.0;0.0;26.0;21.0;17.0;4.0;5.0;71.0;71.0;54.0;17.0;0.0;;;;;;;;;48.0;48.0;37.0;11.0;0.0;24.0;18.0;13.0;5.0;6.0;5.0;5.0;4.0;1.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;26.0;8.0;18.0;191.0;;;11.0;2.0;0.0;;91.0;66.0;25.0;31.0;24.0;0.0;4.0;3.0;;276;63;1;62;57;17;-7;47;24;96;2;0;33
972;20 Chemische industrie;10 en meer werknemers;2016;110.0;17.0;0.0;16.0;73.0;;;50.0;11.0;8.0;;;156.0;119.0;90.0;28.0;37.0;25.0;19.0;15.0;4.0;5.0;1.0;1.0;1.0;0.0;24.0;18.0;14.0;4.0;5.0;;73.0;56.0;17.0;;;;;;;;;;;49.0;38.0;11.0;;;19.0;14.0;5.0;;5.0;5.0;4.0;1.0;;;;;;;;;27.0;9.0;18.0;184.0;;;12.0;2.0;0.0;;100.0;76.0;24.0;34.0;23.0;;6.0;;;290;61;1;60;60;17;-6;49;24;104;2;0;38
973;20 Chemische industrie;10 en meer werknemers;2017;116.0;15.0;;;78.0;12.0;;;20.0;2.0;;;;125.0;95.0;30.0;;24.0;19.0;14.0;5.0;5.0;;;;;;;;;5.0;77.0;77.0;60.0;18.0;0.0;25.0;25.0;19.0;6.0;;;;;;;;;0.0;30.0;20.0;15.0;5.0;10.0;6.0;6.0;4.0;1.0;;;;;;;;;;10.0;;;;;11.0;3.0;0.0;;88.0;62.0;26.0;37.0;26.0;;6.0;;;295;63;1;62;67;18;-2;51;30;94;2;0;39
974;20 Chemische industrie;10 en meer werknemers;2018;141.0;15.0;1.0;14.0;106.0;38.0;;;13.0;3.0;3.0;1.0;183.0;131.0;100.0;31.0;52.0;27.0;19.0;14.0;5.0;7.0;1.0;1.0;1.0;0.0;25.0;18.0;13.0;5.0;7.0;83.0;82.0;63.0;19.0;1.0;26.0;26.0;20.0;6.0;;;;;;;;;1.0;35.0;22.0;16.0;6.0;13.0;5.0;5.0;4.0;1.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;31.0;10.0;20.0;200.0;;;11.0;2.0;;;100.0;73.0;27.0;43.0;23.0;;13.0;;;329;62;1;61;73;19;0;55;35;105;2;0;51
975;20 Chemische industrie;10 en meer werknemers;2019;239.0;34.0;0.0;34.0;148.0;62.0;;;49.0;3.0;;;197.0;147.0;113.0;34.0;50.0;32.0;20.0;15.0;5.0;12.0;1.0;1.0;1.0;0.0;30.0;19.0;14.0;5.0;12.0;;95.0;74.0;21.0;;31.0;31.0;24.0;7.0;;;;;;;;;;;23.0;17.0;6.0;;5.0;5.0;4.0;1.0;;;;;;;;;29.0;9.0;20.0;191.0;;;10.0;2.0;0.0;0.0;100.0;73.0;27.0;53.0;39.0;1.0;7.0;6.0;;351;83;1;81;87;22;3;62;30;105;2;0;43
976;20 Chemische industrie;10 en meer werknemers;2020;175.0;19.0;0.0;19.0;138.0;46.0;29.0;63.0;;2.0;;;224.0;171.0;131.0;40.0;53.0;37.0;24.0;18.0;6.0;13.0;2.0;2.0;1.0;0.0;36.0;23.0;17.0;6.0;13.0;;109.0;85.0;24.0;;38.0;38.0;29.0;9.0;7.0;7.0;5.0;2.0;;65.0;51.0;13.0;;;;;;;6.0;6.0;4.0;1.0;;;;;;;;;32.0;11.0;21.0;196.0;180.0;13.0;11.0;2.0;0.0;0.0;109.0;79.0;30.0;58.0;45.0;0.0;7.0;6.0;13.0;391;95;2;93;100;28;6;67;34;114;3;1;44
977;20 Chemische industrie;10 en meer werknemers;2021;254.0;32.0;2.0;30.0;171.0;46.0;1.0;125.0;;24.0;;;236.0;180.0;138.0;42.0;56.0;37.0;25.0;19.0;6.0;12.0;2.0;2.0;1.0;0.0;35.0;23.0;17.0;6.0;12.0;;119.0;92.0;27.0;;40.0;40.0;30.0;10.0;11.0;11.0;8.0;3.0;;68.0;54.0;14.0;;;;;;;5.0;5.0;4.0;1.0;;;;;;;;;34.0;12.0;23.0;203.0;182.0;14.0;11.0;2.0;0.0;0.0;106.0;74.0;31.0;63.0;45.0;0.0;10.0;7.0;15.0;404;96;2;94;110;30;9;71;33;110;2;1;51
978;20 Chemische industrie;10 en meer werknemers;2022;349.0;111.0;1.0;110.0;154.0;96.0;9.0;49.0;;69.0;;;265.0;213.0;162.0;51.0;52.0;42.0;30.0;22.0;7.0;13.0;2.0;2.0;2.0;0.0;40.0;28.0;21.0;7.0;13.0;;140.0;107.0;33.0;;45.0;45.0;34.0;11.0;12.0;12.0;9.0;3.0;;83.0;65.0;18.0;;;;;;;9.0;9.0;7.0;2.0;;;;;;;;;34.0;14.0;21.0;189.0;182.0;14.0;11.0;2.0;0.0;0.0;106.0;71.0;34.0;63.0;50.0;0.0;6.0;7.0;18.0;429;105;2;103;124;32;10;82;36;113;3;1;47
979;20 Chemische industrie;10 tot 50 werknemers;2012;3.0;;;;2.0;0.0;0.0;2.0;;;;0.0;16.0;14.0;11.0;4.0;2.0;;;;;0.0;;;;;;;;;0.0;;8.0;6.0;2.0;;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;;5.0;4.0;1.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;1.0;1.0;16.0;6.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;2.0;2.0;1.0;;;0.0;2.0;20;6;0;6;6;2;-1;5;2;4;0;0;3
980;20 Chemische industrie;10 tot 50 werknemers;2013;11.0;;;0.0;2.0;;;2.0;8.0;;0.0;0.0;;13.0;10.0;3.0;;;;;;0.0;;;;;3.0;3.0;2.0;1.0;0.0;;7.0;5.0;2.0;;;;;;;;;;;5.0;4.0;1.0;;2.0;2.0;1.0;1.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;18.0;9.0;1.0;1.0;;;;4.0;2.0;2.0;4.0;3.0;;0.0;;2.0;23;8;0;8;5;1;-1;5;2;5;0;0;3
981;20 Chemische industrie;10 tot 50 werknemers;2014;1.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;13.0;10.0;3.0;;3.0;3.0;2.0;1.0;0.0;;;;;;;;;0.0;;6.0;5.0;2.0;;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;;5.0;4.0;1.0;;3.0;3.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;22.0;;2.0;1.0;0.0;0.0;0.0;4.0;2.0;2.0;;3.0;;0.0;;;22;7;0;7;5;1;-1;5;3;4;0;0;3
982;20 Chemische industrie;10 tot 50 werknemers;2015;5.0;1.0;;;;0.0;;3.0;;;;0.0;;12.0;9.0;3.0;;2.0;2.0;2.0;0.0;0.0;;;;;;;;;0.0;;;;;0.0;2.0;2.0;1.0;0.0;;;;;4.0;4.0;3.0;1.0;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;1.0;1.0;21.0;10.0;;1.0;0.0;;;5.0;2.0;3.0;;3.0;;;0.0;2.0;23;7;0;7;4;1;-1;4;3;6;0;0;3
983;20 Chemische industrie;10 tot 50 werknemers;2016;13.0;;;;9.0;;;8.0;;;;;;11.0;9.0;2.0;;;;;;0.0;;;;;;;;;0.0;6.0;6.0;5.0;1.0;0.0;;;;;;;;;4.0;4.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;;;2.0;1.0;1.0;20.0;;;1.0;0.0;;;5.0;2.0;3.0;3.0;3.0;;0.0;;;21;6;0;6;4;1;-1;4;2;5;0;0;3
984;20 Chemische industrie;10 tot 50 werknemers;2017;3.0;;;0.0;;1.0;;;;;;0.0;;12.0;9.0;3.0;;;;;;0.0;;;;;2.0;2.0;1.0;0.0;0.0;;;;;0.0;2.0;2.0;1.0;0.0;;;;;;;;;0.0;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;;;1.0;17.0;10.0;;0.0;0.0;;;4.0;1.0;3.0;;4.0;;0.0;;1.0;22;7;0;7;5;1;0;5;2;5;0;0;2
