ID;Overheidsinstellingen;Bestrijdingsmiddelen;Toepassingssectoren;Perioden;GebruikInKgWerkzameStof_1
9016;Gelderland (PV);Insecticiden;Totaal verhardingen;1992;0
9017;Gelderland (PV);Insecticiden;Totaal verhardingen;1995;0
9018;Gelderland (PV);Insecticiden;Totaal verhardingen;2001;0
9019;Gelderland (PV);Insecticiden;Totaal verhardingen;2005;0
9020;Gelderland (PV);Insecticiden;Totaal verhardingen;2009;0
9021;Gelderland (PV);Insecticiden;Totaal verhardingen;2013;0
9022;Gelderland (PV);Insecticiden;Totaal verhardingen;2018;0
9023;Gelderland (PV);Insecticiden;Spoorbanen;1992;0
9024;Gelderland (PV);Insecticiden;Spoorbanen;1995;0
9025;Gelderland (PV);Insecticiden;Spoorbanen;2001;0
9026;Gelderland (PV);Insecticiden;Spoorbanen;2005;0
9027;Gelderland (PV);Insecticiden;Spoorbanen;2009;0
9028;Gelderland (PV);Insecticiden;Spoorbanen;2013;0
9029;Gelderland (PV);Insecticiden;Spoorbanen;2018;0
9030;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;1992;15
9031;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;1995;12
9032;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;2001;0
9033;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;2005;3
9034;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;2009;0
9035;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;2013;0
9036;Gelderland (PV);Fungiciden;Totaal toepassingssectoren;2018;0
9037;Gelderland (PV);Fungiciden;Waterlopen en vijvers;1992;0
9038;Gelderland (PV);Fungiciden;Waterlopen en vijvers;1995;0
9039;Gelderland (PV);Fungiciden;Waterlopen en vijvers;2001;0
9040;Gelderland (PV);Fungiciden;Waterlopen en vijvers;2005;0
9041;Gelderland (PV);Fungiciden;Waterlopen en vijvers;2009;0
9042;Gelderland (PV);Fungiciden;Waterlopen en vijvers;2013;0
9043;Gelderland (PV);Fungiciden;Waterlopen en vijvers;2018;0
9044;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;1992;0
9045;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;1995;5
9046;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;2001;0
9047;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;2005;1
9048;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;2009;0
9049;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;2013;0
9050;Gelderland (PV);Fungiciden;Beplantingen binnen de bebouwde kom;2018;0
9051;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;1992;0
9052;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;1995;0
9053;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;2001;0
9054;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;2005;0
9055;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;2009;0
9056;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;2013;0
9057;Gelderland (PV);Fungiciden;Beplantingen buiten de bebouwde kom;2018;0
9058;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;1992;0
9059;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;1995;0
9060;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;2001;0
9061;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;2005;0
9062;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;2009;0
9063;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;2013;0
9064;Gelderland (PV);Fungiciden;Bossen en natuurterreinen;2018;0
9065;Gelderland (PV);Fungiciden;Sportvelden;1992;0
9066;Gelderland (PV);Fungiciden;Sportvelden;1995;7
9067;Gelderland (PV);Fungiciden;Sportvelden;2001;0
9068;Gelderland (PV);Fungiciden;Sportvelden;2005;0
9069;Gelderland (PV);Fungiciden;Sportvelden;2009;0
9070;Gelderland (PV);Fungiciden;Sportvelden;2013;0
9071;Gelderland (PV);Fungiciden;Sportvelden;2018;0
9072;Gelderland (PV);Fungiciden;Andere groene elementen;1992;0
9073;Gelderland (PV);Fungiciden;Andere groene elementen;1995;0
9074;Gelderland (PV);Fungiciden;Andere groene elementen;2001;0
9075;Gelderland (PV);Fungiciden;Andere groene elementen;2005;0
9076;Gelderland (PV);Fungiciden;Andere groene elementen;2009;0
9077;Gelderland (PV);Fungiciden;Andere groene elementen;2013;0
9078;Gelderland (PV);Fungiciden;Andere groene elementen;2018;0
9079;Gelderland (PV);Fungiciden;Kwekerijen;1992;0
9080;Gelderland (PV);Fungiciden;Kwekerijen;1995;0
9081;Gelderland (PV);Fungiciden;Kwekerijen;2001;0
9082;Gelderland (PV);Fungiciden;Kwekerijen;2005;0
9083;Gelderland (PV);Fungiciden;Kwekerijen;2009;0
9084;Gelderland (PV);Fungiciden;Kwekerijen;2013;0
9085;Gelderland (PV);Fungiciden;Kwekerijen;2018;0
9086;Gelderland (PV);Fungiciden;Totaal verhardingen;1992;0
9087;Gelderland (PV);Fungiciden;Totaal verhardingen;1995;0
9088;Gelderland (PV);Fungiciden;Totaal verhardingen;2001;0
9089;Gelderland (PV);Fungiciden;Totaal verhardingen;2005;2
9090;Gelderland (PV);Fungiciden;Totaal verhardingen;2009;0
9091;Gelderland (PV);Fungiciden;Totaal verhardingen;2013;0
9092;Gelderland (PV);Fungiciden;Totaal verhardingen;2018;0
9093;Gelderland (PV);Fungiciden;Spoorbanen;1992;0
9094;Gelderland (PV);Fungiciden;Spoorbanen;1995;0
9095;Gelderland (PV);Fungiciden;Spoorbanen;2001;0
9096;Gelderland (PV);Fungiciden;Spoorbanen;2005;0
9097;Gelderland (PV);Fungiciden;Spoorbanen;2009;0
9098;Gelderland (PV);Fungiciden;Spoorbanen;2013;0
9099;Gelderland (PV);Fungiciden;Spoorbanen;2018;0
9100;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;1992;107
9101;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;1995;17
9102;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;2001;0
9103;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;2005;0
9104;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;2009;0
9105;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;2013;6
9106;Gelderland (PV);Overige stoffen;Totaal toepassingssectoren;2018;0
9107;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;1992;0
9108;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;1995;0
9109;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;2001;0
9110;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;2005;0
9111;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;2009;0
9112;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;2013;0
9113;Gelderland (PV);Overige stoffen;Waterlopen en vijvers;2018;0
9114;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;1992;0
9115;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;1995;1
9116;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;2001;0
9117;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;2005;0
9118;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;2009;0
9119;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;2013;1
9120;Gelderland (PV);Overige stoffen;Beplantingen binnen de bebouwde kom;2018;0
9121;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;1992;0
9122;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;1995;0
9123;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;2001;0
9124;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;2005;0
9125;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;2009;0
9126;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;2013;0
9127;Gelderland (PV);Overige stoffen;Beplantingen buiten de bebouwde kom;2018;0
9128;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;1992;0
9129;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;1995;0
9130;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;2001;0
9131;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;2005;0
9132;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;2009;0
9133;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;2013;0
9134;Gelderland (PV);Overige stoffen;Bossen en natuurterreinen;2018;0
9135;Gelderland (PV);Overige stoffen;Sportvelden;1992;0
9136;Gelderland (PV);Overige stoffen;Sportvelden;1995;1
9137;Gelderland (PV);Overige stoffen;Sportvelden;2001;0
9138;Gelderland (PV);Overige stoffen;Sportvelden;2005;0
9139;Gelderland (PV);Overige stoffen;Sportvelden;2009;0
9140;Gelderland (PV);Overige stoffen;Sportvelden;2013;0
9141;Gelderland (PV);Overige stoffen;Sportvelden;2018;0
9142;Gelderland (PV);Overige stoffen;Andere groene elementen;1992;0
9143;Gelderland (PV);Overige stoffen;Andere groene elementen;1995;0
9144;Gelderland (PV);Overige stoffen;Andere groene elementen;2001;0
9145;Gelderland (PV);Overige stoffen;Andere groene elementen;2005;0
9146;Gelderland (PV);Overige stoffen;Andere groene elementen;2009;0
9147;Gelderland (PV);Overige stoffen;Andere groene elementen;2013;0
9148;Gelderland (PV);Overige stoffen;Andere groene elementen;2018;0
9149;Gelderland (PV);Overige stoffen;Kwekerijen;1992;0
9150;Gelderland (PV);Overige stoffen;Kwekerijen;1995;0
9151;Gelderland (PV);Overige stoffen;Kwekerijen;2001;0
9152;Gelderland (PV);Overige stoffen;Kwekerijen;2005;0
9153;Gelderland (PV);Overige stoffen;Kwekerijen;2009;0
9154;Gelderland (PV);Overige stoffen;Kwekerijen;2013;0
9155;Gelderland (PV);Overige stoffen;Kwekerijen;2018;0
9156;Gelderland (PV);Overige stoffen;Totaal verhardingen;1992;0
9157;Gelderland (PV);Overige stoffen;Totaal verhardingen;1995;15
9158;Gelderland (PV);Overige stoffen;Totaal verhardingen;2001;0
9159;Gelderland (PV);Overige stoffen;Totaal verhardingen;2005;0
9160;Gelderland (PV);Overige stoffen;Totaal verhardingen;2009;0
9161;Gelderland (PV);Overige stoffen;Totaal verhardingen;2013;5
9162;Gelderland (PV);Overige stoffen;Totaal verhardingen;2018;0
9163;Gelderland (PV);Overige stoffen;Spoorbanen;1992;0
9164;Gelderland (PV);Overige stoffen;Spoorbanen;1995;0
9165;Gelderland (PV);Overige stoffen;Spoorbanen;2001;0
9166;Gelderland (PV);Overige stoffen;Spoorbanen;2005;0
9167;Gelderland (PV);Overige stoffen;Spoorbanen;2009;0
9168;Gelderland (PV);Overige stoffen;Spoorbanen;2013;0
9169;Gelderland (PV);Overige stoffen;Spoorbanen;2018;0
9170;Gelderland (PV);2,4-D;Totaal toepassingssectoren;1992;210
9171;Gelderland (PV);2,4-D;Totaal toepassingssectoren;1995;221
9172;Gelderland (PV);2,4-D;Totaal toepassingssectoren;2001;245
9173;Gelderland (PV);2,4-D;Totaal toepassingssectoren;2005;174
9174;Gelderland (PV);2,4-D;Totaal toepassingssectoren;2009;75
9175;Gelderland (PV);2,4-D;Totaal toepassingssectoren;2013;49
9176;Gelderland (PV);2,4-D;Totaal toepassingssectoren;2018;18
9177;Gelderland (PV);2,4-D;Waterlopen en vijvers;1992;0
9178;Gelderland (PV);2,4-D;Waterlopen en vijvers;1995;0
9179;Gelderland (PV);2,4-D;Waterlopen en vijvers;2001;0
9180;Gelderland (PV);2,4-D;Waterlopen en vijvers;2005;0
9181;Gelderland (PV);2,4-D;Waterlopen en vijvers;2009;0
9182;Gelderland (PV);2,4-D;Waterlopen en vijvers;2013;0
9183;Gelderland (PV);2,4-D;Waterlopen en vijvers;2018;0
9184;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;1992;0
9185;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;1995;1
9186;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;2001;1
9187;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;2005;4
9188;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;2009;7
9189;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;2013;4
9190;Gelderland (PV);2,4-D;Beplantingen binnen de bebouwde kom;2018;0
9191;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;1992;0
9192;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;1995;0
9193;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;2001;0
9194;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;2005;3
9195;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;2009;0
9196;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;2013;1
9197;Gelderland (PV);2,4-D;Beplantingen buiten de bebouwde kom;2018;0
9198;Gelderland (PV);2,4-D;Bossen en natuurterreinen;1992;0
9199;Gelderland (PV);2,4-D;Bossen en natuurterreinen;1995;0
9200;Gelderland (PV);2,4-D;Bossen en natuurterreinen;2001;0
9201;Gelderland (PV);2,4-D;Bossen en natuurterreinen;2005;0
9202;Gelderland (PV);2,4-D;Bossen en natuurterreinen;2009;0
9203;Gelderland (PV);2,4-D;Bossen en natuurterreinen;2013;1
9204;Gelderland (PV);2,4-D;Bossen en natuurterreinen;2018;0
9205;Gelderland (PV);2,4-D;Sportvelden;1992;0
9206;Gelderland (PV);2,4-D;Sportvelden;1995;220
9207;Gelderland (PV);2,4-D;Sportvelden;2001;172
9208;Gelderland (PV);2,4-D;Sportvelden;2005;132
9209;Gelderland (PV);2,4-D;Sportvelden;2009;68
9210;Gelderland (PV);2,4-D;Sportvelden;2013;44
9211;Gelderland (PV);2,4-D;Sportvelden;2018;18
9212;Gelderland (PV);2,4-D;Andere groene elementen;1992;0
9213;Gelderland (PV);2,4-D;Andere groene elementen;1995;0
9214;Gelderland (PV);2,4-D;Andere groene elementen;2001;0
9215;Gelderland (PV);2,4-D;Andere groene elementen;2005;0
9216;Gelderland (PV);2,4-D;Andere groene elementen;2009;0
9217;Gelderland (PV);2,4-D;Andere groene elementen;2013;0
9218;Gelderland (PV);2,4-D;Andere groene elementen;2018;0
9219;Gelderland (PV);2,4-D;Kwekerijen;1992;0
9220;Gelderland (PV);2,4-D;Kwekerijen;1995;0
9221;Gelderland (PV);2,4-D;Kwekerijen;2001;0
9222;Gelderland (PV);2,4-D;Kwekerijen;2005;0
9223;Gelderland (PV);2,4-D;Kwekerijen;2009;0
9224;Gelderland (PV);2,4-D;Kwekerijen;2013;0
9225;Gelderland (PV);2,4-D;Kwekerijen;2018;0
9226;Gelderland (PV);2,4-D;Totaal verhardingen;1992;0
9227;Gelderland (PV);2,4-D;Totaal verhardingen;1995;0
9228;Gelderland (PV);2,4-D;Totaal verhardingen;2001;13
9229;Gelderland (PV);2,4-D;Totaal verhardingen;2005;7
9230;Gelderland (PV);2,4-D;Totaal verhardingen;2009;0
9231;Gelderland (PV);2,4-D;Totaal verhardingen;2013;0
9232;Gelderland (PV);2,4-D;Totaal verhardingen;2018;0
9233;Gelderland (PV);2,4-D;Spoorbanen;1992;0
9234;Gelderland (PV);2,4-D;Spoorbanen;1995;0
9235;Gelderland (PV);2,4-D;Spoorbanen;2001;60
9236;Gelderland (PV);2,4-D;Spoorbanen;2005;29
9237;Gelderland (PV);2,4-D;Spoorbanen;2009;0
9238;Gelderland (PV);2,4-D;Spoorbanen;2013;0
9239;Gelderland (PV);2,4-D;Spoorbanen;2018;0
9240;Gelderland (PV);Amitrol;Totaal toepassingssectoren;1992;595
9241;Gelderland (PV);Amitrol;Totaal toepassingssectoren;1995;392
9242;Gelderland (PV);Amitrol;Totaal toepassingssectoren;2001;3
9243;Gelderland (PV);Amitrol;Totaal toepassingssectoren;2005;0
9244;Gelderland (PV);Amitrol;Totaal toepassingssectoren;2009;0
9245;Gelderland (PV);Amitrol;Totaal toepassingssectoren;2013;0
9246;Gelderland (PV);Amitrol;Totaal toepassingssectoren;2018;0
9247;Gelderland (PV);Amitrol;Waterlopen en vijvers;1992;0
9248;Gelderland (PV);Amitrol;Waterlopen en vijvers;1995;0
9249;Gelderland (PV);Amitrol;Waterlopen en vijvers;2001;0
9250;Gelderland (PV);Amitrol;Waterlopen en vijvers;2005;0
9251;Gelderland (PV);Amitrol;Waterlopen en vijvers;2009;0
9252;Gelderland (PV);Amitrol;Waterlopen en vijvers;2013;0
9253;Gelderland (PV);Amitrol;Waterlopen en vijvers;2018;0
9254;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;1992;0
9255;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;1995;22
9256;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;2001;0
9257;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;2005;0
9258;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;2009;0
9259;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;2013;0
9260;Gelderland (PV);Amitrol;Beplantingen binnen de bebouwde kom;2018;0
9261;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;1992;0
9262;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;1995;1
9263;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;2001;0
9264;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;2005;0
9265;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;2009;0
9266;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;2013;0
9267;Gelderland (PV);Amitrol;Beplantingen buiten de bebouwde kom;2018;0
9268;Gelderland (PV);Amitrol;Bossen en natuurterreinen;1992;0
9269;Gelderland (PV);Amitrol;Bossen en natuurterreinen;1995;0
9270;Gelderland (PV);Amitrol;Bossen en natuurterreinen;2001;0
9271;Gelderland (PV);Amitrol;Bossen en natuurterreinen;2005;0
9272;Gelderland (PV);Amitrol;Bossen en natuurterreinen;2009;0
9273;Gelderland (PV);Amitrol;Bossen en natuurterreinen;2013;0
9274;Gelderland (PV);Amitrol;Bossen en natuurterreinen;2018;0
9275;Gelderland (PV);Amitrol;Sportvelden;1992;0
9276;Gelderland (PV);Amitrol;Sportvelden;1995;0
9277;Gelderland (PV);Amitrol;Sportvelden;2001;0
9278;Gelderland (PV);Amitrol;Sportvelden;2005;0
9279;Gelderland (PV);Amitrol;Sportvelden;2009;0
9280;Gelderland (PV);Amitrol;Sportvelden;2013;0
9281;Gelderland (PV);Amitrol;Sportvelden;2018;0
9282;Gelderland (PV);Amitrol;Andere groene elementen;1992;0
9283;Gelderland (PV);Amitrol;Andere groene elementen;1995;0
9284;Gelderland (PV);Amitrol;Andere groene elementen;2001;0
9285;Gelderland (PV);Amitrol;Andere groene elementen;2005;0
9286;Gelderland (PV);Amitrol;Andere groene elementen;2009;0
9287;Gelderland (PV);Amitrol;Andere groene elementen;2013;0
9288;Gelderland (PV);Amitrol;Andere groene elementen;2018;0
9289;Gelderland (PV);Amitrol;Kwekerijen;1992;0
9290;Gelderland (PV);Amitrol;Kwekerijen;1995;0
9291;Gelderland (PV);Amitrol;Kwekerijen;2001;0
9292;Gelderland (PV);Amitrol;Kwekerijen;2005;0
9293;Gelderland (PV);Amitrol;Kwekerijen;2009;0
9294;Gelderland (PV);Amitrol;Kwekerijen;2013;0
9295;Gelderland (PV);Amitrol;Kwekerijen;2018;0
9296;Gelderland (PV);Amitrol;Totaal verhardingen;1992;0
9297;Gelderland (PV);Amitrol;Totaal verhardingen;1995;369
9298;Gelderland (PV);Amitrol;Totaal verhardingen;2001;3
9299;Gelderland (PV);Amitrol;Totaal verhardingen;2005;0
9300;Gelderland (PV);Amitrol;Totaal verhardingen;2009;0
9301;Gelderland (PV);Amitrol;Totaal verhardingen;2013;0
9302;Gelderland (PV);Amitrol;Totaal verhardingen;2018;0
9303;Gelderland (PV);Amitrol;Spoorbanen;1992;0
9304;Gelderland (PV);Amitrol;Spoorbanen;1995;0
9305;Gelderland (PV);Amitrol;Spoorbanen;2001;0
9306;Gelderland (PV);Amitrol;Spoorbanen;2005;0
9307;Gelderland (PV);Amitrol;Spoorbanen;2009;0
9308;Gelderland (PV);Amitrol;Spoorbanen;2013;0
9309;Gelderland (PV);Amitrol;Spoorbanen;2018;0
9310;Gelderland (PV);Dalapon;Totaal toepassingssectoren;1992;991
9311;Gelderland (PV);Dalapon;Totaal toepassingssectoren;1995;0
9312;Gelderland (PV);Dalapon;Totaal toepassingssectoren;2001;0
9313;Gelderland (PV);Dalapon;Totaal toepassingssectoren;2005;0
9314;Gelderland (PV);Dalapon;Totaal toepassingssectoren;2009;0
9315;Gelderland (PV);Dalapon;Totaal toepassingssectoren;2013;0
9316;Gelderland (PV);Dalapon;Totaal toepassingssectoren;2018;0
9317;Gelderland (PV);Dalapon;Waterlopen en vijvers;1992;0
9318;Gelderland (PV);Dalapon;Waterlopen en vijvers;1995;0
9319;Gelderland (PV);Dalapon;Waterlopen en vijvers;2001;0
9320;Gelderland (PV);Dalapon;Waterlopen en vijvers;2005;0
9321;Gelderland (PV);Dalapon;Waterlopen en vijvers;2009;0
9322;Gelderland (PV);Dalapon;Waterlopen en vijvers;2013;0
9323;Gelderland (PV);Dalapon;Waterlopen en vijvers;2018;0
9324;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;1992;0
9325;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;1995;0
9326;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;2001;0
9327;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;2005;0
9328;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;2009;0
9329;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;2013;0
9330;Gelderland (PV);Dalapon;Beplantingen binnen de bebouwde kom;2018;0
9331;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;1992;0
9332;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;1995;0
9333;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;2001;0
9334;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;2005;0
9335;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;2009;0
9336;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;2013;0
9337;Gelderland (PV);Dalapon;Beplantingen buiten de bebouwde kom;2018;0
9338;Gelderland (PV);Dalapon;Bossen en natuurterreinen;1992;0
9339;Gelderland (PV);Dalapon;Bossen en natuurterreinen;1995;0
9340;Gelderland (PV);Dalapon;Bossen en natuurterreinen;2001;0
9341;Gelderland (PV);Dalapon;Bossen en natuurterreinen;2005;0
9342;Gelderland (PV);Dalapon;Bossen en natuurterreinen;2009;0
9343;Gelderland (PV);Dalapon;Bossen en natuurterreinen;2013;0
9344;Gelderland (PV);Dalapon;Bossen en natuurterreinen;2018;0
9345;Gelderland (PV);Dalapon;Sportvelden;1992;0
9346;Gelderland (PV);Dalapon;Sportvelden;1995;0
9347;Gelderland (PV);Dalapon;Sportvelden;2001;0
9348;Gelderland (PV);Dalapon;Sportvelden;2005;0
9349;Gelderland (PV);Dalapon;Sportvelden;2009;0
9350;Gelderland (PV);Dalapon;Sportvelden;2013;0
9351;Gelderland (PV);Dalapon;Sportvelden;2018;0
9352;Gelderland (PV);Dalapon;Andere groene elementen;1992;0
9353;Gelderland (PV);Dalapon;Andere groene elementen;1995;0
9354;Gelderland (PV);Dalapon;Andere groene elementen;2001;0
9355;Gelderland (PV);Dalapon;Andere groene elementen;2005;0
9356;Gelderland (PV);Dalapon;Andere groene elementen;2009;0
9357;Gelderland (PV);Dalapon;Andere groene elementen;2013;0
9358;Gelderland (PV);Dalapon;Andere groene elementen;2018;0
9359;Gelderland (PV);Dalapon;Kwekerijen;1992;0
9360;Gelderland (PV);Dalapon;Kwekerijen;1995;0
9361;Gelderland (PV);Dalapon;Kwekerijen;2001;0
9362;Gelderland (PV);Dalapon;Kwekerijen;2005;0
9363;Gelderland (PV);Dalapon;Kwekerijen;2009;0
9364;Gelderland (PV);Dalapon;Kwekerijen;2013;0
9365;Gelderland (PV);Dalapon;Kwekerijen;2018;0
9366;Gelderland (PV);Dalapon;Totaal verhardingen;1992;0
9367;Gelderland (PV);Dalapon;Totaal verhardingen;1995;0
9368;Gelderland (PV);Dalapon;Totaal verhardingen;2001;0
9369;Gelderland (PV);Dalapon;Totaal verhardingen;2005;0
9370;Gelderland (PV);Dalapon;Totaal verhardingen;2009;0
9371;Gelderland (PV);Dalapon;Totaal verhardingen;2013;0
9372;Gelderland (PV);Dalapon;Totaal verhardingen;2018;0
9373;Gelderland (PV);Dalapon;Spoorbanen;1992;0
9374;Gelderland (PV);Dalapon;Spoorbanen;1995;0
9375;Gelderland (PV);Dalapon;Spoorbanen;2001;0
9376;Gelderland (PV);Dalapon;Spoorbanen;2005;0
9377;Gelderland (PV);Dalapon;Spoorbanen;2009;0
9378;Gelderland (PV);Dalapon;Spoorbanen;2013;0
9379;Gelderland (PV);Dalapon;Spoorbanen;2018;0
9380;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1992;0
9381;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1995;0
9382;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2001;0
9383;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2005;0
9384;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2009;0
9385;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2013;0
9386;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2018;20
9387;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1992;0
9388;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1995;0
9389;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2001;0
9390;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2005;0
9391;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2009;0
9392;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2013;0
9393;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2018;0
9394;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1992;0
9395;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1995;0
9396;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2001;0
9397;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2005;0
9398;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2009;0
9399;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2013;0
9400;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2018;6
9401;Gelderland (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1992;0
