ID;Overheidsinstellingen;Bestrijdingsmiddelen;Toepassingssectoren;Perioden;GebruikInKgWerkzameStof_1
1959;Groningen (PV);Amitrol;Spoorbanen;2018;0
1960;Groningen (PV);Dalapon;Totaal toepassingssectoren;1992;362
1961;Groningen (PV);Dalapon;Totaal toepassingssectoren;1995;25
1962;Groningen (PV);Dalapon;Totaal toepassingssectoren;2001;0
1963;Groningen (PV);Dalapon;Totaal toepassingssectoren;2005;0
1964;Groningen (PV);Dalapon;Totaal toepassingssectoren;2009;0
1965;Groningen (PV);Dalapon;Totaal toepassingssectoren;2013;0
1966;Groningen (PV);Dalapon;Totaal toepassingssectoren;2018;0
1967;Groningen (PV);Dalapon;Waterlopen en vijvers;1992;0
1968;Groningen (PV);Dalapon;Waterlopen en vijvers;1995;0
1969;Groningen (PV);Dalapon;Waterlopen en vijvers;2001;0
1970;Groningen (PV);Dalapon;Waterlopen en vijvers;2005;0
1971;Groningen (PV);Dalapon;Waterlopen en vijvers;2009;0
1972;Groningen (PV);Dalapon;Waterlopen en vijvers;2013;0
1973;Groningen (PV);Dalapon;Waterlopen en vijvers;2018;0
1974;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;1992;0
1975;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;1995;25
1976;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;2001;0
1977;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;2005;0
1978;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;2009;0
1979;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;2013;0
1980;Groningen (PV);Dalapon;Beplantingen binnen de bebouwde kom;2018;0
1981;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;1992;0
1982;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;1995;0
1983;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;2001;0
1984;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;2005;0
1985;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;2009;0
1986;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;2013;0
1987;Groningen (PV);Dalapon;Beplantingen buiten de bebouwde kom;2018;0
1988;Groningen (PV);Dalapon;Bossen en natuurterreinen;1992;0
1989;Groningen (PV);Dalapon;Bossen en natuurterreinen;1995;0
1990;Groningen (PV);Dalapon;Bossen en natuurterreinen;2001;0
1991;Groningen (PV);Dalapon;Bossen en natuurterreinen;2005;0
1992;Groningen (PV);Dalapon;Bossen en natuurterreinen;2009;0
1993;Groningen (PV);Dalapon;Bossen en natuurterreinen;2013;0
1994;Groningen (PV);Dalapon;Bossen en natuurterreinen;2018;0
1995;Groningen (PV);Dalapon;Sportvelden;1992;0
1996;Groningen (PV);Dalapon;Sportvelden;1995;0
1997;Groningen (PV);Dalapon;Sportvelden;2001;0
1998;Groningen (PV);Dalapon;Sportvelden;2005;0
1999;Groningen (PV);Dalapon;Sportvelden;2009;0
2000;Groningen (PV);Dalapon;Sportvelden;2013;0
2001;Groningen (PV);Dalapon;Sportvelden;2018;0
2002;Groningen (PV);Dalapon;Andere groene elementen;1992;0
2003;Groningen (PV);Dalapon;Andere groene elementen;1995;0
2004;Groningen (PV);Dalapon;Andere groene elementen;2001;0
2005;Groningen (PV);Dalapon;Andere groene elementen;2005;0
2006;Groningen (PV);Dalapon;Andere groene elementen;2009;0
2007;Groningen (PV);Dalapon;Andere groene elementen;2013;0
2008;Groningen (PV);Dalapon;Andere groene elementen;2018;0
2009;Groningen (PV);Dalapon;Kwekerijen;1992;0
2010;Groningen (PV);Dalapon;Kwekerijen;1995;0
2011;Groningen (PV);Dalapon;Kwekerijen;2001;0
2012;Groningen (PV);Dalapon;Kwekerijen;2005;0
2013;Groningen (PV);Dalapon;Kwekerijen;2009;0
2014;Groningen (PV);Dalapon;Kwekerijen;2013;0
2015;Groningen (PV);Dalapon;Kwekerijen;2018;0
2016;Groningen (PV);Dalapon;Totaal verhardingen;1992;0
2017;Groningen (PV);Dalapon;Totaal verhardingen;1995;0
2018;Groningen (PV);Dalapon;Totaal verhardingen;2001;0
2019;Groningen (PV);Dalapon;Totaal verhardingen;2005;0
2020;Groningen (PV);Dalapon;Totaal verhardingen;2009;0
2021;Groningen (PV);Dalapon;Totaal verhardingen;2013;0
2022;Groningen (PV);Dalapon;Totaal verhardingen;2018;0
2023;Groningen (PV);Dalapon;Spoorbanen;1992;0
2024;Groningen (PV);Dalapon;Spoorbanen;1995;0
2025;Groningen (PV);Dalapon;Spoorbanen;2001;0
2026;Groningen (PV);Dalapon;Spoorbanen;2005;0
2027;Groningen (PV);Dalapon;Spoorbanen;2009;0
2028;Groningen (PV);Dalapon;Spoorbanen;2013;0
2029;Groningen (PV);Dalapon;Spoorbanen;2018;0
2030;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1992;0
2031;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1995;0
2032;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2001;0
2033;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2005;0
2034;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2009;0
2035;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2013;0
2036;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2018;4
2037;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1992;0
2038;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1995;0
2039;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2001;0
2040;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2005;0
2041;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2009;0
2042;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2013;0
2043;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2018;0
2044;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1992;0
2045;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1995;0
2046;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2001;0
2047;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2005;0
2048;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2009;0
2049;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2013;0
2050;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2018;2
2051;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1992;0
2052;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1995;0
2053;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2001;0
2054;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2005;0
2055;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2009;0
2056;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2013;0
2057;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2018;1
2058;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;1992;0
2059;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;1995;0
2060;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2001;0
2061;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2005;0
2062;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2009;0
2063;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2013;0
2064;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2018;0
2065;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;1992;0
2066;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;1995;0
2067;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2001;0
2068;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2005;0
2069;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2009;0
2070;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2013;0
2071;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Sportvelden;2018;0
2072;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;1992;0
2073;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;1995;0
2074;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2001;0
2075;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2005;0
2076;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2009;0
2077;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2013;0
2078;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Andere groene elementen;2018;0
2079;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;1992;0
2080;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;1995;0
2081;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2001;0
2082;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2005;0
2083;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2009;0
2084;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2013;0
2085;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Kwekerijen;2018;0
2086;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;1992;0
2087;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;1995;0
2088;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2001;0
2089;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2005;0
2090;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2009;0
2091;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2013;0
2092;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Totaal verhardingen;2018;0
2093;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;1992;0
2094;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;1995;0
2095;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2001;0
2096;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2005;0
2097;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2009;0
2098;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2013;0
2099;Groningen (PV);Bacillus thuringiensis subsp. aizawai;Spoorbanen;2018;0
2100;Groningen (PV);Dicamba;Totaal toepassingssectoren;1992;0
2101;Groningen (PV);Dicamba;Totaal toepassingssectoren;1995;6
2102;Groningen (PV);Dicamba;Totaal toepassingssectoren;2001;12
2103;Groningen (PV);Dicamba;Totaal toepassingssectoren;2005;14
2104;Groningen (PV);Dicamba;Totaal toepassingssectoren;2009;7
2105;Groningen (PV);Dicamba;Totaal toepassingssectoren;2013;1
2106;Groningen (PV);Dicamba;Totaal toepassingssectoren;2018;1
2107;Groningen (PV);Dicamba;Waterlopen en vijvers;1992;0
2108;Groningen (PV);Dicamba;Waterlopen en vijvers;1995;0
2109;Groningen (PV);Dicamba;Waterlopen en vijvers;2001;0
2110;Groningen (PV);Dicamba;Waterlopen en vijvers;2005;0
2111;Groningen (PV);Dicamba;Waterlopen en vijvers;2009;0
2112;Groningen (PV);Dicamba;Waterlopen en vijvers;2013;0
2113;Groningen (PV);Dicamba;Waterlopen en vijvers;2018;0
2114;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;1992;0
2115;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;1995;0
2116;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;2001;0
2117;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;2005;0
2118;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;2009;0
2119;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;2013;0
2120;Groningen (PV);Dicamba;Beplantingen binnen de bebouwde kom;2018;0
2121;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;1992;0
2122;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;1995;0
2123;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;2001;0
2124;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;2005;0
2125;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;2009;0
2126;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;2013;0
2127;Groningen (PV);Dicamba;Beplantingen buiten de bebouwde kom;2018;0
2128;Groningen (PV);Dicamba;Bossen en natuurterreinen;1992;0
2129;Groningen (PV);Dicamba;Bossen en natuurterreinen;1995;0
2130;Groningen (PV);Dicamba;Bossen en natuurterreinen;2001;0
2131;Groningen (PV);Dicamba;Bossen en natuurterreinen;2005;0
2132;Groningen (PV);Dicamba;Bossen en natuurterreinen;2009;0
2133;Groningen (PV);Dicamba;Bossen en natuurterreinen;2013;0
2134;Groningen (PV);Dicamba;Bossen en natuurterreinen;2018;0
2135;Groningen (PV);Dicamba;Sportvelden;1992;0
2136;Groningen (PV);Dicamba;Sportvelden;1995;6
2137;Groningen (PV);Dicamba;Sportvelden;2001;12
2138;Groningen (PV);Dicamba;Sportvelden;2005;14
2139;Groningen (PV);Dicamba;Sportvelden;2009;7
2140;Groningen (PV);Dicamba;Sportvelden;2013;1
2141;Groningen (PV);Dicamba;Sportvelden;2018;1
2142;Groningen (PV);Dicamba;Andere groene elementen;1992;0
2143;Groningen (PV);Dicamba;Andere groene elementen;1995;0
2144;Groningen (PV);Dicamba;Andere groene elementen;2001;0
2145;Groningen (PV);Dicamba;Andere groene elementen;2005;0
2146;Groningen (PV);Dicamba;Andere groene elementen;2009;0
2147;Groningen (PV);Dicamba;Andere groene elementen;2013;0
2148;Groningen (PV);Dicamba;Andere groene elementen;2018;0
2149;Groningen (PV);Dicamba;Kwekerijen;1992;0
2150;Groningen (PV);Dicamba;Kwekerijen;1995;0
2151;Groningen (PV);Dicamba;Kwekerijen;2001;0
2152;Groningen (PV);Dicamba;Kwekerijen;2005;0
2153;Groningen (PV);Dicamba;Kwekerijen;2009;0
2154;Groningen (PV);Dicamba;Kwekerijen;2013;0
2155;Groningen (PV);Dicamba;Kwekerijen;2018;0
2156;Groningen (PV);Dicamba;Totaal verhardingen;1992;0
2157;Groningen (PV);Dicamba;Totaal verhardingen;1995;0
2158;Groningen (PV);Dicamba;Totaal verhardingen;2001;0
2159;Groningen (PV);Dicamba;Totaal verhardingen;2005;0
2160;Groningen (PV);Dicamba;Totaal verhardingen;2009;0
2161;Groningen (PV);Dicamba;Totaal verhardingen;2013;0
2162;Groningen (PV);Dicamba;Totaal verhardingen;2018;0
2163;Groningen (PV);Dicamba;Spoorbanen;1992;0
2164;Groningen (PV);Dicamba;Spoorbanen;1995;0
2165;Groningen (PV);Dicamba;Spoorbanen;2001;0
2166;Groningen (PV);Dicamba;Spoorbanen;2005;0
2167;Groningen (PV);Dicamba;Spoorbanen;2009;0
2168;Groningen (PV);Dicamba;Spoorbanen;2013;0
2169;Groningen (PV);Dicamba;Spoorbanen;2018;0
2170;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;1992;418
2171;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;1995;231
2172;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;2001;312
2173;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;2005;443
2174;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;2009;0
2175;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;2013;0
2176;Groningen (PV);Dichlobenil;Totaal toepassingssectoren;2018;0
2177;Groningen (PV);Dichlobenil;Waterlopen en vijvers;1992;0
2178;Groningen (PV);Dichlobenil;Waterlopen en vijvers;1995;0
2179;Groningen (PV);Dichlobenil;Waterlopen en vijvers;2001;0
2180;Groningen (PV);Dichlobenil;Waterlopen en vijvers;2005;0
2181;Groningen (PV);Dichlobenil;Waterlopen en vijvers;2009;0
2182;Groningen (PV);Dichlobenil;Waterlopen en vijvers;2013;0
2183;Groningen (PV);Dichlobenil;Waterlopen en vijvers;2018;0
2184;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;1992;0
2185;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;1995;228
2186;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2001;303
2187;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2005;433
2188;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2009;0
2189;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2013;0
2190;Groningen (PV);Dichlobenil;Beplantingen binnen de bebouwde kom;2018;0
2191;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;1992;0
2192;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;1995;0
2193;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2001;0
2194;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2005;0
2195;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2009;0
2196;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2013;0
2197;Groningen (PV);Dichlobenil;Beplantingen buiten de bebouwde kom;2018;0
2198;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;1992;0
2199;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;1995;0
2200;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;2001;0
2201;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;2005;0
2202;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;2009;0
2203;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;2013;0
2204;Groningen (PV);Dichlobenil;Bossen en natuurterreinen;2018;0
2205;Groningen (PV);Dichlobenil;Sportvelden;1992;0
2206;Groningen (PV);Dichlobenil;Sportvelden;1995;1
2207;Groningen (PV);Dichlobenil;Sportvelden;2001;1
2208;Groningen (PV);Dichlobenil;Sportvelden;2005;1
2209;Groningen (PV);Dichlobenil;Sportvelden;2009;0
2210;Groningen (PV);Dichlobenil;Sportvelden;2013;0
2211;Groningen (PV);Dichlobenil;Sportvelden;2018;0
2212;Groningen (PV);Dichlobenil;Andere groene elementen;1992;0
2213;Groningen (PV);Dichlobenil;Andere groene elementen;1995;0
2214;Groningen (PV);Dichlobenil;Andere groene elementen;2001;0
2215;Groningen (PV);Dichlobenil;Andere groene elementen;2005;1
2216;Groningen (PV);Dichlobenil;Andere groene elementen;2009;0
2217;Groningen (PV);Dichlobenil;Andere groene elementen;2013;0
2218;Groningen (PV);Dichlobenil;Andere groene elementen;2018;0
2219;Groningen (PV);Dichlobenil;Kwekerijen;1992;0
2220;Groningen (PV);Dichlobenil;Kwekerijen;1995;0
2221;Groningen (PV);Dichlobenil;Kwekerijen;2001;0
2222;Groningen (PV);Dichlobenil;Kwekerijen;2005;0
2223;Groningen (PV);Dichlobenil;Kwekerijen;2009;0
2224;Groningen (PV);Dichlobenil;Kwekerijen;2013;0
2225;Groningen (PV);Dichlobenil;Kwekerijen;2018;0
2226;Groningen (PV);Dichlobenil;Totaal verhardingen;1992;0
2227;Groningen (PV);Dichlobenil;Totaal verhardingen;1995;3
2228;Groningen (PV);Dichlobenil;Totaal verhardingen;2001;8
2229;Groningen (PV);Dichlobenil;Totaal verhardingen;2005;9
2230;Groningen (PV);Dichlobenil;Totaal verhardingen;2009;0
2231;Groningen (PV);Dichlobenil;Totaal verhardingen;2013;0
2232;Groningen (PV);Dichlobenil;Totaal verhardingen;2018;0
2233;Groningen (PV);Dichlobenil;Spoorbanen;1992;0
2234;Groningen (PV);Dichlobenil;Spoorbanen;1995;0
2235;Groningen (PV);Dichlobenil;Spoorbanen;2001;0
2236;Groningen (PV);Dichlobenil;Spoorbanen;2005;0
2237;Groningen (PV);Dichlobenil;Spoorbanen;2009;0
2238;Groningen (PV);Dichlobenil;Spoorbanen;2013;0
2239;Groningen (PV);Dichlobenil;Spoorbanen;2018;0
2240;Groningen (PV);Diuron;Totaal toepassingssectoren;1992;859
2241;Groningen (PV);Diuron;Totaal toepassingssectoren;1995;808
2242;Groningen (PV);Diuron;Totaal toepassingssectoren;2001;0
2243;Groningen (PV);Diuron;Totaal toepassingssectoren;2005;0
2244;Groningen (PV);Diuron;Totaal toepassingssectoren;2009;0
2245;Groningen (PV);Diuron;Totaal toepassingssectoren;2013;0
2246;Groningen (PV);Diuron;Totaal toepassingssectoren;2018;0
2247;Groningen (PV);Diuron;Waterlopen en vijvers;1992;0
2248;Groningen (PV);Diuron;Waterlopen en vijvers;1995;0
2249;Groningen (PV);Diuron;Waterlopen en vijvers;2001;0
2250;Groningen (PV);Diuron;Waterlopen en vijvers;2005;0
2251;Groningen (PV);Diuron;Waterlopen en vijvers;2009;0
2252;Groningen (PV);Diuron;Waterlopen en vijvers;2013;0
2253;Groningen (PV);Diuron;Waterlopen en vijvers;2018;0
2254;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;1992;0
2255;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;1995;46
2256;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;2001;0
2257;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;2005;0
2258;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;2009;0
2259;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;2013;0
2260;Groningen (PV);Diuron;Beplantingen binnen de bebouwde kom;2018;0
2261;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;1992;0
2262;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;1995;0
2263;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;2001;0
2264;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;2005;0
2265;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;2009;0
2266;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;2013;0
2267;Groningen (PV);Diuron;Beplantingen buiten de bebouwde kom;2018;0
2268;Groningen (PV);Diuron;Bossen en natuurterreinen;1992;0
2269;Groningen (PV);Diuron;Bossen en natuurterreinen;1995;0
2270;Groningen (PV);Diuron;Bossen en natuurterreinen;2001;0
2271;Groningen (PV);Diuron;Bossen en natuurterreinen;2005;0
2272;Groningen (PV);Diuron;Bossen en natuurterreinen;2009;0
2273;Groningen (PV);Diuron;Bossen en natuurterreinen;2013;0
2274;Groningen (PV);Diuron;Bossen en natuurterreinen;2018;0
2275;Groningen (PV);Diuron;Sportvelden;1992;0
2276;Groningen (PV);Diuron;Sportvelden;1995;12
2277;Groningen (PV);Diuron;Sportvelden;2001;0
2278;Groningen (PV);Diuron;Sportvelden;2005;0
2279;Groningen (PV);Diuron;Sportvelden;2009;0
2280;Groningen (PV);Diuron;Sportvelden;2013;0
2281;Groningen (PV);Diuron;Sportvelden;2018;0
2282;Groningen (PV);Diuron;Andere groene elementen;1992;0
2283;Groningen (PV);Diuron;Andere groene elementen;1995;0
2284;Groningen (PV);Diuron;Andere groene elementen;2001;0
2285;Groningen (PV);Diuron;Andere groene elementen;2005;0
2286;Groningen (PV);Diuron;Andere groene elementen;2009;0
2287;Groningen (PV);Diuron;Andere groene elementen;2013;0
2288;Groningen (PV);Diuron;Andere groene elementen;2018;0
2289;Groningen (PV);Diuron;Kwekerijen;1992;0
2290;Groningen (PV);Diuron;Kwekerijen;1995;0
2291;Groningen (PV);Diuron;Kwekerijen;2001;0
2292;Groningen (PV);Diuron;Kwekerijen;2005;0
2293;Groningen (PV);Diuron;Kwekerijen;2009;0
2294;Groningen (PV);Diuron;Kwekerijen;2013;0
2295;Groningen (PV);Diuron;Kwekerijen;2018;0
2296;Groningen (PV);Diuron;Totaal verhardingen;1992;0
2297;Groningen (PV);Diuron;Totaal verhardingen;1995;750
2298;Groningen (PV);Diuron;Totaal verhardingen;2001;0
2299;Groningen (PV);Diuron;Totaal verhardingen;2005;0
2300;Groningen (PV);Diuron;Totaal verhardingen;2009;0
2301;Groningen (PV);Diuron;Totaal verhardingen;2013;0
2302;Groningen (PV);Diuron;Totaal verhardingen;2018;0
2303;Groningen (PV);Diuron;Spoorbanen;1992;0
2304;Groningen (PV);Diuron;Spoorbanen;1995;0
2305;Groningen (PV);Diuron;Spoorbanen;2001;0
2306;Groningen (PV);Diuron;Spoorbanen;2005;0
2307;Groningen (PV);Diuron;Spoorbanen;2009;0
2308;Groningen (PV);Diuron;Spoorbanen;2013;0
2309;Groningen (PV);Diuron;Spoorbanen;2018;0
2310;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;1992;0
2311;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;1995;0
2312;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2001;0
2313;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2005;0
2314;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2009;0
2315;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2013;0
2316;Groningen (PV);Fluroxypyr-meptyl;Totaal toepassingssectoren;2018;8
2317;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;1992;0
2318;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;1995;0
2319;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2001;0
2320;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2005;0
2321;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2009;0
2322;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2013;0
2323;Groningen (PV);Fluroxypyr-meptyl;Waterlopen en vijvers;2018;0
2324;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;1992;0
2325;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;1995;0
2326;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2001;0
2327;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2005;0
2328;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2009;0
2329;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2013;0
2330;Groningen (PV);Fluroxypyr-meptyl;Beplantingen binnen de bebouwde kom;2018;0
2331;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;1992;0
2332;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;1995;0
2333;Groningen (PV);Fluroxypyr-meptyl;Beplantingen buiten de bebouwde kom;2001;0
