ID;SIC2008;Periods;VacancyRate_1
522;C Manufacturing;2015 3rd quarter;15.0
523;C Manufacturing;2015 4th quarter;15.0
524;C Manufacturing;2016 1st quarter;17.0
525;C Manufacturing;2016 2nd quarter;18.0
526;C Manufacturing;2016 3rd quarter;18.0
527;C Manufacturing;2016 4th quarter;18.0
528;C Manufacturing;2017 1st quarter;21.0
529;C Manufacturing;2017 2nd quarter;23.0
530;C Manufacturing;2017 3rd quarter;23.0
531;C Manufacturing;2017 4th quarter;25.0
532;C Manufacturing;2018 1st quarter;27.0
533;C Manufacturing;2018 2nd quarter;31.0
534;C Manufacturing;2018 3rd quarter;29.0
535;C Manufacturing;2018 4th quarter;28.0
536;C Manufacturing;2019 1st quarter;31.0
537;C Manufacturing;2019 2nd quarter;32.0
538;C Manufacturing;2019 3rd quarter;30.0
539;C Manufacturing;2019 4th quarter;29.0
540;C Manufacturing;2020 1st quarter;24.0
541;C Manufacturing;2020 2nd quarter;21.0
542;C Manufacturing;2020 3rd quarter;22.0
543;C Manufacturing;2020 4th quarter;24.0
544;C Manufacturing;2021 1st quarter;27.0
545;C Manufacturing;2021 2nd quarter;36.0
546;C Manufacturing;2021 3rd quarter;44.0
547;C Manufacturing;2021 4th quarter;42.0
548;C Manufacturing;2022 1st quarter;46.0
549;C Manufacturing;2022 2nd quarter;49.0
550;C Manufacturing;2022 3rd quarter;45.0
551;C Manufacturing;2022 4th quarter;43.0
552;C Manufacturing;2023 1st quarter;44.0
553;C Manufacturing;2023 2nd quarter;46.0
554;C Manufacturing;2023 3rd quarter;42.0
555;C Manufacturing;2023 4th quarter;39.0
556;C Manufacturing;2024 1st quarter;42.0
557;C Manufacturing;2024 2nd quarter;48.0
558;C Manufacturing;2024 3rd quarter;46.0
559;C Manufacturing;2024 4th quarter;44.0
560;D Energy supply;1997 1st quarter;
561;D Energy supply;1997 2nd quarter;
562;D Energy supply;1997 3rd quarter;
563;D Energy supply;1997 4th quarter;
564;D Energy supply;1998 1st quarter;
565;D Energy supply;1998 2nd quarter;
566;D Energy supply;1998 3rd quarter;
567;D Energy supply;1998 4th quarter;
568;D Energy supply;1999 1st quarter;
569;D Energy supply;1999 2nd quarter;
570;D Energy supply;1999 3rd quarter;
571;D Energy supply;1999 4th quarter;
572;D Energy supply;2000 1st quarter;
573;D Energy supply;2000 2nd quarter;
574;D Energy supply;2000 3rd quarter;
575;D Energy supply;2000 4th quarter;
576;D Energy supply;2001 1st quarter;24.0
577;D Energy supply;2001 2nd quarter;16.0
578;D Energy supply;2001 3rd quarter;15.0
579;D Energy supply;2001 4th quarter;19.0
580;D Energy supply;2002 1st quarter;16.0
581;D Energy supply;2002 2nd quarter;13.0
582;D Energy supply;2002 3rd quarter;12.0
583;D Energy supply;2002 4th quarter;9.0
584;D Energy supply;2003 1st quarter;10.0
585;D Energy supply;2003 2nd quarter;8.0
586;D Energy supply;2003 3rd quarter;13.0
587;D Energy supply;2003 4th quarter;11.0
588;D Energy supply;2004 1st quarter;10.0
589;D Energy supply;2004 2nd quarter;12.0
590;D Energy supply;2004 3rd quarter;10.0
591;D Energy supply;2004 4th quarter;18.0
592;D Energy supply;2005 1st quarter;11.0
593;D Energy supply;2005 2nd quarter;15.0
594;D Energy supply;2005 3rd quarter;11.0
595;D Energy supply;2005 4th quarter;14.0
596;D Energy supply;2006 1st quarter;24.0
597;D Energy supply;2006 2nd quarter;27.0
598;D Energy supply;2006 3rd quarter;23.0
599;D Energy supply;2006 4th quarter;26.0
600;D Energy supply;2007 1st quarter;24.0
601;D Energy supply;2007 2nd quarter;34.0
602;D Energy supply;2007 3rd quarter;34.0
603;D Energy supply;2007 4th quarter;37.0
604;D Energy supply;2008 1st quarter;29.0
605;D Energy supply;2008 2nd quarter;31.0
606;D Energy supply;2008 3rd quarter;37.0
607;D Energy supply;2008 4th quarter;28.0
608;D Energy supply;2009 1st quarter;25.0
609;D Energy supply;2009 2nd quarter;25.0
610;D Energy supply;2009 3rd quarter;27.0
611;D Energy supply;2009 4th quarter;26.0
612;D Energy supply;2010 1st quarter;34.0
613;D Energy supply;2010 2nd quarter;35.0
614;D Energy supply;2010 3rd quarter;30.0
615;D Energy supply;2010 4th quarter;36.0
616;D Energy supply;2011 1st quarter;35.0
617;D Energy supply;2011 2nd quarter;30.0
618;D Energy supply;2011 3rd quarter;26.0
619;D Energy supply;2011 4th quarter;25.0
620;D Energy supply;2012 1st quarter;22.0
621;D Energy supply;2012 2nd quarter;23.0
622;D Energy supply;2012 3rd quarter;19.0
623;D Energy supply;2012 4th quarter;14.0
624;D Energy supply;2013 1st quarter;22.0
625;D Energy supply;2013 2nd quarter;24.0
626;D Energy supply;2013 3rd quarter;19.0
627;D Energy supply;2013 4th quarter;14.0
628;D Energy supply;2014 1st quarter;14.0
629;D Energy supply;2014 2nd quarter;22.0
630;D Energy supply;2014 3rd quarter;26.0
631;D Energy supply;2014 4th quarter;18.0
632;D Energy supply;2015 1st quarter;26.0
633;D Energy supply;2015 2nd quarter;23.0
634;D Energy supply;2015 3rd quarter;18.0
635;D Energy supply;2015 4th quarter;30.0
636;D Energy supply;2016 1st quarter;27.0
637;D Energy supply;2016 2nd quarter;28.0
638;D Energy supply;2016 3rd quarter;33.0
639;D Energy supply;2016 4th quarter;35.0
640;D Energy supply;2017 1st quarter;28.0
641;D Energy supply;2017 2nd quarter;25.0
642;D Energy supply;2017 3rd quarter;22.0
643;D Energy supply;2017 4th quarter;24.0
644;D Energy supply;2018 1st quarter;25.0
645;D Energy supply;2018 2nd quarter;27.0
646;D Energy supply;2018 3rd quarter;30.0
647;D Energy supply;2018 4th quarter;31.0
648;D Energy supply;2019 1st quarter;34.0
649;D Energy supply;2019 2nd quarter;32.0
650;D Energy supply;2019 3rd quarter;35.0
651;D Energy supply;2019 4th quarter;44.0
652;D Energy supply;2020 1st quarter;42.0
653;D Energy supply;2020 2nd quarter;40.0
654;D Energy supply;2020 3rd quarter;35.0
655;D Energy supply;2020 4th quarter;38.0
656;D Energy supply;2021 1st quarter;35.0
657;D Energy supply;2021 2nd quarter;42.0
658;D Energy supply;2021 3rd quarter;55.0
659;D Energy supply;2021 4th quarter;55.0
660;D Energy supply;2022 1st quarter;69.0
661;D Energy supply;2022 2nd quarter;81.0
662;D Energy supply;2022 3rd quarter;55.0
663;D Energy supply;2022 4th quarter;60.0
664;D Energy supply;2023 1st quarter;65.0
665;D Energy supply;2023 2nd quarter;61.0
666;D Energy supply;2023 3rd quarter;63.0
667;D Energy supply;2023 4th quarter;65.0
668;D Energy supply;2024 1st quarter;57.0
669;D Energy supply;2024 2nd quarter;57.0
670;D Energy supply;2024 3rd quarter;52.0
671;D Energy supply;2024 4th quarter;58.0
672;E Water supply and waste management;1997 1st quarter;
673;E Water supply and waste management;1997 2nd quarter;
674;E Water supply and waste management;1997 3rd quarter;
675;E Water supply and waste management;1997 4th quarter;
676;E Water supply and waste management;1998 1st quarter;
677;E Water supply and waste management;1998 2nd quarter;
678;E Water supply and waste management;1998 3rd quarter;
679;E Water supply and waste management;1998 4th quarter;
680;E Water supply and waste management;1999 1st quarter;
681;E Water supply and waste management;1999 2nd quarter;
682;E Water supply and waste management;1999 3rd quarter;
683;E Water supply and waste management;1999 4th quarter;
684;E Water supply and waste management;2000 1st quarter;
685;E Water supply and waste management;2000 2nd quarter;
686;E Water supply and waste management;2000 3rd quarter;
687;E Water supply and waste management;2000 4th quarter;
688;E Water supply and waste management;2001 1st quarter;35.0
689;E Water supply and waste management;2001 2nd quarter;38.0
690;E Water supply and waste management;2001 3rd quarter;30.0
691;E Water supply and waste management;2001 4th quarter;34.0
692;E Water supply and waste management;2002 1st quarter;30.0
693;E Water supply and waste management;2002 2nd quarter;36.0
694;E Water supply and waste management;2002 3rd quarter;19.0
695;E Water supply and waste management;2002 4th quarter;19.0
696;E Water supply and waste management;2003 1st quarter;21.0
697;E Water supply and waste management;2003 2nd quarter;20.0
698;E Water supply and waste management;2003 3rd quarter;18.0
699;E Water supply and waste management;2003 4th quarter;17.0
700;E Water supply and waste management;2004 1st quarter;17.0
701;E Water supply and waste management;2004 2nd quarter;26.0
702;E Water supply and waste management;2004 3rd quarter;17.0
703;E Water supply and waste management;2004 4th quarter;14.0
704;E Water supply and waste management;2005 1st quarter;20.0
705;E Water supply and waste management;2005 2nd quarter;22.0
706;E Water supply and waste management;2005 3rd quarter;17.0
707;E Water supply and waste management;2005 4th quarter;19.0
708;E Water supply and waste management;2006 1st quarter;23.0
709;E Water supply and waste management;2006 2nd quarter;27.0
710;E Water supply and waste management;2006 3rd quarter;22.0
711;E Water supply and waste management;2006 4th quarter;24.0
712;E Water supply and waste management;2007 1st quarter;23.0
713;E Water supply and waste management;2007 2nd quarter;28.0
714;E Water supply and waste management;2007 3rd quarter;28.0
715;E Water supply and waste management;2007 4th quarter;24.0
716;E Water supply and waste management;2008 1st quarter;33.0
717;E Water supply and waste management;2008 2nd quarter;40.0
718;E Water supply and waste management;2008 3rd quarter;33.0
719;E Water supply and waste management;2008 4th quarter;26.0
720;E Water supply and waste management;2009 1st quarter;24.0
721;E Water supply and waste management;2009 2nd quarter;20.0
722;E Water supply and waste management;2009 3rd quarter;15.0
723;E Water supply and waste management;2009 4th quarter;13.0
724;E Water supply and waste management;2010 1st quarter;21.0
725;E Water supply and waste management;2010 2nd quarter;26.0
726;E Water supply and waste management;2010 3rd quarter;15.0
727;E Water supply and waste management;2010 4th quarter;18.0
728;E Water supply and waste management;2011 1st quarter;16.0
729;E Water supply and waste management;2011 2nd quarter;21.0
730;E Water supply and waste management;2011 3rd quarter;16.0
731;E Water supply and waste management;2011 4th quarter;17.0
732;E Water supply and waste management;2012 1st quarter;13.0
733;E Water supply and waste management;2012 2nd quarter;8.0
734;E Water supply and waste management;2012 3rd quarter;11.0
735;E Water supply and waste management;2012 4th quarter;8.0
736;E Water supply and waste management;2013 1st quarter;6.0
737;E Water supply and waste management;2013 2nd quarter;9.0
738;E Water supply and waste management;2013 3rd quarter;8.0
739;E Water supply and waste management;2013 4th quarter;13.0
740;E Water supply and waste management;2014 1st quarter;18.0
741;E Water supply and waste management;2014 2nd quarter;9.0
742;E Water supply and waste management;2014 3rd quarter;10.0
743;E Water supply and waste management;2014 4th quarter;9.0
744;E Water supply and waste management;2015 1st quarter;12.0
745;E Water supply and waste management;2015 2nd quarter;15.0
746;E Water supply and waste management;2015 3rd quarter;14.0
747;E Water supply and waste management;2015 4th quarter;17.0
748;E Water supply and waste management;2016 1st quarter;16.0
749;E Water supply and waste management;2016 2nd quarter;18.0
750;E Water supply and waste management;2016 3rd quarter;16.0
751;E Water supply and waste management;2016 4th quarter;19.0
752;E Water supply and waste management;2017 1st quarter;24.0
753;E Water supply and waste management;2017 2nd quarter;24.0
754;E Water supply and waste management;2017 3rd quarter;26.0
755;E Water supply and waste management;2017 4th quarter;26.0
756;E Water supply and waste management;2018 1st quarter;36.0
757;E Water supply and waste management;2018 2nd quarter;33.0
758;E Water supply and waste management;2018 3rd quarter;35.0
759;E Water supply and waste management;2018 4th quarter;31.0
760;E Water supply and waste management;2019 1st quarter;28.0
761;E Water supply and waste management;2019 2nd quarter;26.0
762;E Water supply and waste management;2019 3rd quarter;32.0
763;E Water supply and waste management;2019 4th quarter;35.0
764;E Water supply and waste management;2020 1st quarter;23.0
765;E Water supply and waste management;2020 2nd quarter;24.0
766;E Water supply and waste management;2020 3rd quarter;27.0
767;E Water supply and waste management;2020 4th quarter;29.0
768;E Water supply and waste management;2021 1st quarter;23.0
769;E Water supply and waste management;2021 2nd quarter;34.0
770;E Water supply and waste management;2021 3rd quarter;40.0
771;E Water supply and waste management;2021 4th quarter;42.0
772;E Water supply and waste management;2022 1st quarter;54.0
773;E Water supply and waste management;2022 2nd quarter;52.0
774;E Water supply and waste management;2022 3rd quarter;56.0
775;E Water supply and waste management;2022 4th quarter;52.0
776;E Water supply and waste management;2023 1st quarter;48.0
777;E Water supply and waste management;2023 2nd quarter;47.0
778;E Water supply and waste management;2023 3rd quarter;45.0
779;E Water supply and waste management;2023 4th quarter;44.0
780;E Water supply and waste management;2024 1st quarter;50.0
781;E Water supply and waste management;2024 2nd quarter;52.0
782;E Water supply and waste management;2024 3rd quarter;48.0
783;E Water supply and waste management;2024 4th quarter;49.0
784;F Construction;1997 1st quarter;16.0
785;F Construction;1997 2nd quarter;21.0
786;F Construction;1997 3rd quarter;16.0
787;F Construction;1997 4th quarter;19.0
788;F Construction;1998 1st quarter;22.0
789;F Construction;1998 2nd quarter;25.0
790;F Construction;1998 3rd quarter;21.0
791;F Construction;1998 4th quarter;24.0
792;F Construction;1999 1st quarter;31.0
793;F Construction;1999 2nd quarter;44.0
794;F Construction;1999 3rd quarter;35.0
795;F Construction;1999 4th quarter;34.0
796;F Construction;2000 1st quarter;52.0
797;F Construction;2000 2nd quarter;49.0
798;F Construction;2000 3rd quarter;39.0
799;F Construction;2000 4th quarter;39.0
800;F Construction;2001 1st quarter;47.0
801;F Construction;2001 2nd quarter;46.0
802;F Construction;2001 3rd quarter;33.0
803;F Construction;2001 4th quarter;34.0
804;F Construction;2002 1st quarter;37.0
805;F Construction;2002 2nd quarter;33.0
806;F Construction;2002 3rd quarter;16.0
807;F Construction;2002 4th quarter;16.0
808;F Construction;2003 1st quarter;20.0
809;F Construction;2003 2nd quarter;20.0
810;F Construction;2003 3rd quarter;10.0
811;F Construction;2003 4th quarter;11.0
812;F Construction;2004 1st quarter;17.0
813;F Construction;2004 2nd quarter;21.0
814;F Construction;2004 3rd quarter;16.0
815;F Construction;2004 4th quarter;19.0
816;F Construction;2005 1st quarter;25.0
817;F Construction;2005 2nd quarter;25.0
818;F Construction;2005 3rd quarter;26.0
819;F Construction;2005 4th quarter;29.0
820;F Construction;2006 1st quarter;36.0
821;F Construction;2006 2nd quarter;40.0
822;F Construction;2006 3rd quarter;44.0
823;F Construction;2006 4th quarter;39.0
824;F Construction;2007 1st quarter;48.0
825;F Construction;2007 2nd quarter;50.0
826;F Construction;2007 3rd quarter;49.0
827;F Construction;2007 4th quarter;47.0
828;F Construction;2008 1st quarter;54.0
829;F Construction;2008 2nd quarter;49.0
830;F Construction;2008 3rd quarter;42.0
831;F Construction;2008 4th quarter;31.0
832;F Construction;2009 1st quarter;22.0
833;F Construction;2009 2nd quarter;18.0
834;F Construction;2009 3rd quarter;15.0
835;F Construction;2009 4th quarter;14.0
836;F Construction;2010 1st quarter;15.0
837;F Construction;2010 2nd quarter;14.0
838;F Construction;2010 3rd quarter;16.0
839;F Construction;2010 4th quarter;16.0
840;F Construction;2011 1st quarter;18.0
841;F Construction;2011 2nd quarter;18.0
842;F Construction;2011 3rd quarter;15.0
843;F Construction;2011 4th quarter;13.0
844;F Construction;2012 1st quarter;14.0
845;F Construction;2012 2nd quarter;13.0
846;F Construction;2012 3rd quarter;12.0
847;F Construction;2012 4th quarter;9.0
848;F Construction;2013 1st quarter;10.0
849;F Construction;2013 2nd quarter;9.0
850;F Construction;2013 3rd quarter;10.0
851;F Construction;2013 4th quarter;9.0
852;F Construction;2014 1st quarter;13.0
853;F Construction;2014 2nd quarter;13.0
854;F Construction;2014 3rd quarter;13.0
855;F Construction;2014 4th quarter;13.0
856;F Construction;2015 1st quarter;15.0
857;F Construction;2015 2nd quarter;18.0
858;F Construction;2015 3rd quarter;18.0
859;F Construction;2015 4th quarter;19.0
860;F Construction;2016 1st quarter;20.0
861;F Construction;2016 2nd quarter;23.0
862;F Construction;2016 3rd quarter;24.0
863;F Construction;2016 4th quarter;24.0
864;F Construction;2017 1st quarter;32.0
865;F Construction;2017 2nd quarter;37.0
866;F Construction;2017 3rd quarter;42.0
867;F Construction;2017 4th quarter;46.0
868;F Construction;2018 1st quarter;50.0
869;F Construction;2018 2nd quarter;53.0
870;F Construction;2018 3rd quarter;51.0
871;F Construction;2018 4th quarter;52.0
872;F Construction;2019 1st quarter;59.0
873;F Construction;2019 2nd quarter;57.0
874;F Construction;2019 3rd quarter;55.0
875;F Construction;2019 4th quarter;51.0
876;F Construction;2020 1st quarter;42.0
877;F Construction;2020 2nd quarter;39.0
878;F Construction;2020 3rd quarter;43.0
879;F Construction;2020 4th quarter;46.0
880;F Construction;2021 1st quarter;54.0
881;F Construction;2021 2nd quarter;62.0
882;F Construction;2021 3rd quarter;68.0
883;F Construction;2021 4th quarter;73.0
884;F Construction;2022 1st quarter;76.0
885;F Construction;2022 2nd quarter;81.0
886;F Construction;2022 3rd quarter;77.0
887;F Construction;2022 4th quarter;69.0
888;F Construction;2023 1st quarter;72.0
889;F Construction;2023 2nd quarter;73.0
890;F Construction;2023 3rd quarter;75.0
891;F Construction;2023 4th quarter;71.0
892;F Construction;2024 1st quarter;72.0
893;F Construction;2024 2nd quarter;74.0
894;F Construction;2024 3rd quarter;72.0
895;F Construction;2024 4th quarter;75.0
896;G-N Commercial services;1997 1st quarter;15.0
897;G-N Commercial services;1997 2nd quarter;16.0
898;G-N Commercial services;1997 3rd quarter;14.0
899;G-N Commercial services;1997 4th quarter;20.0
900;G-N Commercial services;1998 1st quarter;23.0
901;G-N Commercial services;1998 2nd quarter;25.0
902;G-N Commercial services;1998 3rd quarter;20.0
903;G-N Commercial services;1998 4th quarter;22.0
904;G-N Commercial services;1999 1st quarter;25.0
905;G-N Commercial services;1999 2nd quarter;31.0
906;G-N Commercial services;1999 3rd quarter;26.0
907;G-N Commercial services;1999 4th quarter;28.0
908;G-N Commercial services;2000 1st quarter;33.0
909;G-N Commercial services;2000 2nd quarter;32.0
910;G-N Commercial services;2000 3rd quarter;26.0
911;G-N Commercial services;2000 4th quarter;31.0
912;G-N Commercial services;2001 1st quarter;33.0
913;G-N Commercial services;2001 2nd quarter;32.0
914;G-N Commercial services;2001 3rd quarter;23.0
915;G-N Commercial services;2001 4th quarter;22.0
916;G-N Commercial services;2002 1st quarter;25.0
917;G-N Commercial services;2002 2nd quarter;22.0
918;G-N Commercial services;2002 3rd quarter;16.0
919;G-N Commercial services;2002 4th quarter;17.0
920;G-N Commercial services;2003 1st quarter;19.0
921;G-N Commercial services;2003 2nd quarter;19.0
922;G-N Commercial services;2003 3rd quarter;11.0
923;G-N Commercial services;2003 4th quarter;15.0
924;G-N Commercial services;2004 1st quarter;19.0
925;G-N Commercial services;2004 2nd quarter;21.0
926;G-N Commercial services;2004 3rd quarter;17.0
927;G-N Commercial services;2004 4th quarter;20.0
928;G-N Commercial services;2005 1st quarter;26.0
929;G-N Commercial services;2005 2nd quarter;25.0
930;G-N Commercial services;2005 3rd quarter;25.0
931;G-N Commercial services;2005 4th quarter;25.0
932;G-N Commercial services;2006 1st quarter;32.0
933;G-N Commercial services;2006 2nd quarter;36.0
934;G-N Commercial services;2006 3rd quarter;36.0
935;G-N Commercial services;2006 4th quarter;35.0
936;G-N Commercial services;2007 1st quarter;37.0
937;G-N Commercial services;2007 2nd quarter;37.0
938;G-N Commercial services;2007 3rd quarter;35.0
939;G-N Commercial services;2007 4th quarter;36.0
940;G-N Commercial services;2008 1st quarter;36.0
941;G-N Commercial services;2008 2nd quarter;36.0
942;G-N Commercial services;2008 3rd quarter;32.0
943;G-N Commercial services;2008 4th quarter;25.0
944;G-N Commercial services;2009 1st quarter;21.0
945;G-N Commercial services;2009 2nd quarter;17.0
946;G-N Commercial services;2009 3rd quarter;17.0
947;G-N Commercial services;2009 4th quarter;16.0
948;G-N Commercial services;2010 1st quarter;17.0
949;G-N Commercial services;2010 2nd quarter;18.0
950;G-N Commercial services;2010 3rd quarter;18.0
951;G-N Commercial services;2010 4th quarter;19.0
952;G-N Commercial services;2011 1st quarter;20.0
953;G-N Commercial services;2011 2nd quarter;21.0
954;G-N Commercial services;2011 3rd quarter;19.0
955;G-N Commercial services;2011 4th quarter;18.0
956;G-N Commercial services;2012 1st quarter;18.0
957;G-N Commercial services;2012 2nd quarter;17.0
958;G-N Commercial services;2012 3rd quarter;16.0
959;G-N Commercial services;2012 4th quarter;15.0
960;G-N Commercial services;2013 1st quarter;15.0
961;G-N Commercial services;2013 2nd quarter;15.0
962;G-N Commercial services;2013 3rd quarter;15.0
963;G-N Commercial services;2013 4th quarter;15.0
964;G-N Commercial services;2014 1st quarter;17.0
965;G-N Commercial services;2014 2nd quarter;18.0
966;G-N Commercial services;2014 3rd quarter;18.0
967;G-N Commercial services;2014 4th quarter;18.0
968;G-N Commercial services;2015 1st quarter;21.0
969;G-N Commercial services;2015 2nd quarter;21.0
970;G-N Commercial services;2015 3rd quarter;20.0
971;G-N Commercial services;2015 4th quarter;21.0
972;G-N Commercial services;2016 1st quarter;24.0
973;G-N Commercial services;2016 2nd quarter;24.0
974;G-N Commercial services;2016 3rd quarter;23.0
975;G-N Commercial services;2016 4th quarter;23.0
976;G-N Commercial services;2017 1st quarter;27.0
977;G-N Commercial services;2017 2nd quarter;30.0
978;G-N Commercial services;2017 3rd quarter;29.0
979;G-N Commercial services;2017 4th quarter;30.0
980;G-N Commercial services;2018 1st quarter;33.0
981;G-N Commercial services;2018 2nd quarter;35.0
982;G-N Commercial services;2018 3rd quarter;35.0
983;G-N Commercial services;2018 4th quarter;34.0
984;G-N Commercial services;2019 1st quarter;38.0
985;G-N Commercial services;2019 2nd quarter;39.0
986;G-N Commercial services;2019 3rd quarter;38.0
987;G-N Commercial services;2019 4th quarter;36.0
988;G-N Commercial services;2020 1st quarter;27.0
989;G-N Commercial services;2020 2nd quarter;25.0
990;G-N Commercial services;2020 3rd quarter;27.0
991;G-N Commercial services;2020 4th quarter;26.0
992;G-N Commercial services;2021 1st quarter;33.0
993;G-N Commercial services;2021 2nd quarter;45.0
994;G-N Commercial services;2021 3rd quarter;49.0
995;G-N Commercial services;2021 4th quarter;48.0
996;G-N Commercial services;2022 1st quarter;60.0
997;G-N Commercial services;2022 2nd quarter;61.0
998;G-N Commercial services;2022 3rd quarter;57.0
999;G-N Commercial services;2022 4th quarter;52.0
1000;G-N Commercial services;2023 1st quarter;53.0
1001;G-N Commercial services;2023 2nd quarter;53.0
1002;G-N Commercial services;2023 3rd quarter;50.0
1003;G-N Commercial services;2023 4th quarter;46.0
1004;G-N Commercial services;2024 1st quarter;48.0
1005;G-N Commercial services;2024 2nd quarter;48.0
1006;G-N Commercial services;2024 3rd quarter;46.0
1007;G-N Commercial services;2024 4th quarter;44.0
1008;G Wholesale and retail trade;1997 1st quarter;13.0
1009;G Wholesale and retail trade;1997 2nd quarter;15.0
1010;G Wholesale and retail trade;1997 3rd quarter;14.0
1011;G Wholesale and retail trade;1997 4th quarter;19.0
1012;G Wholesale and retail trade;1998 1st quarter;18.0
1013;G Wholesale and retail trade;1998 2nd quarter;23.0
1014;G Wholesale and retail trade;1998 3rd quarter;21.0
1015;G Wholesale and retail trade;1998 4th quarter;20.0
1016;G Wholesale and retail trade;1999 1st quarter;24.0
1017;G Wholesale and retail trade;1999 2nd quarter;30.0
1018;G Wholesale and retail trade;1999 3rd quarter;24.0
1019;G Wholesale and retail trade;1999 4th quarter;25.0
1020;G Wholesale and retail trade;2000 1st quarter;29.0
1021;G Wholesale and retail trade;2000 2nd quarter;30.0
1022;G Wholesale and retail trade;2000 3rd quarter;25.0
1023;G Wholesale and retail trade;2000 4th quarter;28.0
1024;G Wholesale and retail trade;2001 1st quarter;28.0
1025;G Wholesale and retail trade;2001 2nd quarter;28.0
1026;G Wholesale and retail trade;2001 3rd quarter;21.0
1027;G Wholesale and retail trade;2001 4th quarter;20.0
1028;G Wholesale and retail trade;2002 1st quarter;24.0
1029;G Wholesale and retail trade;2002 2nd quarter;22.0
1030;G Wholesale and retail trade;2002 3rd quarter;16.0
1031;G Wholesale and retail trade;2002 4th quarter;18.0
1032;G Wholesale and retail trade;2003 1st quarter;18.0
1033;G Wholesale and retail trade;2003 2nd quarter;21.0
1034;G Wholesale and retail trade;2003 3rd quarter;11.0
1035;G Wholesale and retail trade;2003 4th quarter;15.0
1036;G Wholesale and retail trade;2004 1st quarter;16.0
1037;G Wholesale and retail trade;2004 2nd quarter;18.0
1038;G Wholesale and retail trade;2004 3rd quarter;15.0
1039;G Wholesale and retail trade;2004 4th quarter;18.0
1040;G Wholesale and retail trade;2005 1st quarter;19.0
1041;G Wholesale and retail trade;2005 2nd quarter;19.0
1042;G Wholesale and retail trade;2005 3rd quarter;21.0
1043;G Wholesale and retail trade;2005 4th quarter;23.0
1044;G Wholesale and retail trade;2006 1st quarter;25.0
1045;G Wholesale and retail trade;2006 2nd quarter;28.0
1046;G Wholesale and retail trade;2006 3rd quarter;27.0
1047;G Wholesale and retail trade;2006 4th quarter;27.0
1048;G Wholesale and retail trade;2007 1st quarter;28.0
1049;G Wholesale and retail trade;2007 2nd quarter;30.0
1050;G Wholesale and retail trade;2007 3rd quarter;31.0
1051;G Wholesale and retail trade;2007 4th quarter;31.0
1052;G Wholesale and retail trade;2008 1st quarter;31.0
1053;G Wholesale and retail trade;2008 2nd quarter;32.0
1054;G Wholesale and retail trade;2008 3rd quarter;30.0
1055;G Wholesale and retail trade;2008 4th quarter;21.0
1056;G Wholesale and retail trade;2009 1st quarter;17.0
1057;G Wholesale and retail trade;2009 2nd quarter;15.0
1058;G Wholesale and retail trade;2009 3rd quarter;15.0
1059;G Wholesale and retail trade;2009 4th quarter;15.0
1060;G Wholesale and retail trade;2010 1st quarter;16.0
1061;G Wholesale and retail trade;2010 2nd quarter;19.0
1062;G Wholesale and retail trade;2010 3rd quarter;19.0
1063;G Wholesale and retail trade;2010 4th quarter;19.0
1064;G Wholesale and retail trade;2011 1st quarter;19.0
1065;G Wholesale and retail trade;2011 2nd quarter;20.0
1066;G Wholesale and retail trade;2011 3rd quarter;20.0
1067;G Wholesale and retail trade;2011 4th quarter;17.0
1068;G Wholesale and retail trade;2012 1st quarter;16.0
1069;G Wholesale and retail trade;2012 2nd quarter;16.0
1070;G Wholesale and retail trade;2012 3rd quarter;15.0
1071;G Wholesale and retail trade;2012 4th quarter;12.0
1072;G Wholesale and retail trade;2013 1st quarter;13.0
1073;G Wholesale and retail trade;2013 2nd quarter;13.0
1074;G Wholesale and retail trade;2013 3rd quarter;14.0
1075;G Wholesale and retail trade;2013 4th quarter;13.0
1076;G Wholesale and retail trade;2014 1st quarter;15.0
1077;G Wholesale and retail trade;2014 2nd quarter;16.0
1078;G Wholesale and retail trade;2014 3rd quarter;17.0
1079;G Wholesale and retail trade;2014 4th quarter;17.0
1080;G Wholesale and retail trade;2015 1st quarter;19.0
1081;G Wholesale and retail trade;2015 2nd quarter;20.0
1082;G Wholesale and retail trade;2015 3rd quarter;20.0
1083;G Wholesale and retail trade;2015 4th quarter;20.0
1084;G Wholesale and retail trade;2016 1st quarter;21.0
1085;G Wholesale and retail trade;2016 2nd quarter;23.0
1086;G Wholesale and retail trade;2016 3rd quarter;23.0
1087;G Wholesale and retail trade;2016 4th quarter;24.0
1088;G Wholesale and retail trade;2017 1st quarter;28.0
1089;G Wholesale and retail trade;2017 2nd quarter;31.0
1090;G Wholesale and retail trade;2017 3rd quarter;31.0
1091;G Wholesale and retail trade;2017 4th quarter;31.0
1092;G Wholesale and retail trade;2018 1st quarter;33.0
1093;G Wholesale and retail trade;2018 2nd quarter;37.0
1094;G Wholesale and retail trade;2018 3rd quarter;38.0
1095;G Wholesale and retail trade;2018 4th quarter;36.0
1096;G Wholesale and retail trade;2019 1st quarter;39.0
1097;G Wholesale and retail trade;2019 2nd quarter;41.0
1098;G Wholesale and retail trade;2019 3rd quarter;42.0
1099;G Wholesale and retail trade;2019 4th quarter;40.0
1100;G Wholesale and retail trade;2020 1st quarter;29.0
1101;G Wholesale and retail trade;2020 2nd quarter;27.0
1102;G Wholesale and retail trade;2020 3rd quarter;31.0
1103;G Wholesale and retail trade;2020 4th quarter;28.0
