ID;SeasonalAndWorkingDayAdjustment;Periods;GrossDomesticProduct_1;GrossOperatingSurplus_2;GrossNationalIncome_3;GrossDisposableIncome_4;GrossSaving_5;NetLendingOrNetBorrowing_6;ValueAdded_7;GrossOperatingSurplus_8;GrossFixedCapitalFormation_9;CompensationOfEmployees_10;FinalConsumptionExpenditure_11;GrossFixedCapitalFormation_12;TotalRevenue_13;TotalExpenditure_14;BalanceGeneralGovernmentSectorEMU_15;CompensationOfEmployees_16;PropertyIncome_17;SocialBenefitsInCash_18;OtherCurrentTransfers_19;AdjustmChangeInPensionEntitlements_20;FinalConsumptionExpenditure_21;GrossFixedCapitalFormation_22;PropertyIncome_23;CurrentTaxesOnIncomeAndWealth_24;NetSocialContributions_25;OtherCurrentTransfers_26;AdjustmChangeInPensionEntitlements_27;GrossOperatingSurplus_28;GrossDisposableIncome_29;GrossSaving_30;ImportsOfGoodsAndServices_31;ReceivedPrimaryIncome_32;ReceivedCurrentTransfers_33;AdjustmChangeInPensionEntitlements_34;ReceivedCapitalTransfers_35;ExportsOfGoodsAndServices_36;PaidPrimaryIncome_37;PaidCurrentTransfers_38;AdjustmChangeInPensionEntitlements_39;PaidCapitalTransfers_40
92;Seasonally and working day adjusted data;2003 1st quarter;125826;49121;125342;123248;32423;6470;72328;28425;11609;44314;28261;5216;52938;55771;-2833;63287;10478;21013;6774;4628;62572;8668;3834;8731;29657;6161;0;13430;66696;8632;67966;23607;3535;43;269;76591;22912;1615;0;306
93;Seasonally and working day adjusted data;2003 2nd quarter;126140;49281;127515;125295;33931;7351;72228;28189;12013;44752;28762;5281;52894;56347;-3453;63689;10513;21286;6998;4865;62630;8612;3673;8566;30971;6368;0;13520;66645;8972;66724;23999;3707;44;255;75122;25693;1622;0;315
94;Seasonally and working day adjusted data;2003 3rd quarter;126861;49387;128599;126893;35169;8762;72794;28113;10831;44879;29165;5547;52023;57564;-5541;64018;10602;21887;7021;4829;62720;8613;3654;8780;30057;6363;0;13460;67823;10082;66280;24575;3737;44;242;75088;26819;1617;0;318
95;Seasonally and working day adjusted data;2003 4th quarter;128079;50091;129746;128172;34949;8717;73508;28923;12372;45234;29648;5270;53312;56965;-3653;64397;10587;21464;7094;5041;63107;9157;3663;9569;30317;6565;0;13617;66961;9087;68372;24392;3117;49;233;76988;25679;1648;0;316
96;Seasonally and working day adjusted data;2004 1st quarter;129081;50993;132253;129194;36707;9481;74367;30030;11289;45305;28742;5139;53238;56448;-3210;64467;10889;21829;6891;5016;63830;9682;3846;8776;30377;6407;0;13492;67129;8988;67697;27530;4218;41;243;76994;30164;1764;0;302
97;Seasonally and working day adjusted data;2004 2nd quarter;130433;51563;131956;129622;36740;10023;75319;30136;12120;45500;29242;5097;54556;57032;-2476;64656;11066;21684;7207;5260;64043;9141;3843;8798;30551;6623;0;13665;68826;10187;72508;26649;3847;41;229;83010;28499;1772;0;314
98;Seasonally and working day adjusted data;2004 3rd quarter;131470;52660;132741;130996;37870;10296;75838;30796;11821;45268;29573;5089;56106;57481;-1375;64757;10739;21958;7282;4774;64266;8764;3824;9162;31118;6678;0;13520;67042;7907;74153;29547;4016;42;205;84829;31144;1748;0;315
99;Seasonally and working day adjusted data;2004 4th quarter;132650;52999;133319;131958;36222;9758;76473;31454;12137;45663;30040;5029;55643;57725;-2082;64853;10935;22311;7292;5209;64240;9636;3858;7733;33574;6787;0;14125;67801;9058;75682;36817;3526;48;208;86504;37066;1823;0;305
100;Seasonally and working day adjusted data;2005 1st quarter;133475;54253;131564;128677;33994;7094;77261;32159;12481;45647;29788;5009;54941;56150;-1209;65098;10287;22264;7316;5324;64549;9394;3646;9146;30623;7111;0;13999;68260;8810;75190;38553;4503;53;180;86519;36410;2128;0;329
101;Seasonally and working day adjusted data;2005 2nd quarter;135278;55009;133747;132309;37326;8329;79233;33515;12395;46116;30275;5034;55798;57154;-1356;65710;10754;22626;7242;5567;65217;9913;3798;9875;32051;6924;0;13880;68333;8357;76916;42636;4033;56;339;88418;42027;1571;0;334
102;Seasonally and working day adjusted data;2005 3rd quarter;137270;55506;137191;131996;36905;6526;80150;33615;12985;46307;30605;5194;59075;57859;1216;66278;12040;22686;7415;5456;66078;10662;3643;9872;32149;7166;0;13904;68879;8795;80504;41865;4280;57;436;92423;39051;1942;0;336
103;Seasonally and working day adjusted data;2005 4th quarter;139275;57687;139579;139622;39974;12397;81482;35685;12285;46379;31024;5098;59653;59784;-131;65612;10650;22030;7535;4787;66587;10274;4101;9935;31634;7421;0;14104;67382;5393;82166;39426;4339;56;170;94555;41464;2037;0;325
104;Seasonally and working day adjusted data;2006 1st quarter;142002;59188;148484;146262;45599;15795;82724;36623;13018;46647;33220;5470;60623;61181;-558;66510;11180;23634;4817;3758;66297;9946;4108;10091;31670;4816;0;14924;69434;7244;84002;42961;4305;33;309;96571;49104;1923;0;179
105;Seasonally and working day adjusted data;2006 2nd quarter;143925;59579;142809;141814;43173;11070;84262;36438;13414;47271;33664;5799;63030;61906;1124;67698;11912;23012;5734;3944;67184;10682;4869;9831;32395;5041;0;15289;70675;8064;87263;41915;4584;50;289;100211;42668;1988;0;271
106;Seasonally and working day adjusted data;2006 3rd quarter;145440;61718;145018;138575;39057;5273;85715;37778;13610;48042;34134;5715;63536;62889;647;68356;12306;23269;5293;4063;67578;11027;5519;10308;33275;5105;0;15953;71498;7698;88673;48806;4708;40;299;101303;44572;2086;0;178
107;Seasonally and working day adjusted data;2006 4th quarter;147925;62429;151899;151029;45665;15522;87565;38802;14825;48833;34466;5744;63493;63491;2;69298;11994;23886;5369;2712;67448;11420;6044;11205;32613;4905;0;16053;72613;7236;91034;43703;4900;30;298;103508;50040;1970;0;240
108;Seasonally and working day adjusted data;2007 1st quarter;150816;62783;154203;151035;46025;13454;88903;39371;14698;49815;35006;5846;63979;64047;-68;70181;12943;23604;5533;4149;68938;11772;6744;10399;32674;5359;0;16276;73137;7897;90216;54514;4802;39;306;103557;56247;2026;0;285
109;Seasonally and working day adjusted data;2007 2nd quarter;151926;65164;146080;144971;42925;5973;90096;40763;14601;50474;35481;5971;64002;64508;-506;70773;12593;23887;5479;3268;69517;12055;6485;11152;32844;5516;0;16778;72904;7403;92689;61884;4915;21;286;106412;58081;2319;0;224
110;Seasonally and working day adjusted data;2007 3rd quarter;154114;65077;157395;151049;47166;10277;91612;40666;14818;51467;35956;5935;64767;65501;-734;71937;13349;24016;5505;3961;70214;11722;7213;11673;33455;5608;0;16871;74133;7776;96087;61964;4996;51;274;109112;61504;2376;0;265
111;Seasonally and working day adjusted data;2007 4th quarter;156495;64380;161068;160936;49040;8643;93030;40110;16489;52359;36267;6406;68750;66421;2329;73278;14191;24570;5291;4143;71227;12059;7241;11968;34958;5482;0;17594;74780;7795;98135;59368;4973;52;326;112216;67364;2210;0;-32
112;Seasonally and working day adjusted data;2008 1st quarter;159224;66951;157199;154486;44534;9662;94289;41377;15252;53385;37464;6652;69045;69160;-115;74578;14360;24701;4944;5406;71889;12508;7193;12104;36891;4843;0;17678;75131;8013;101431;53910;4932;118;313;115719;50405;2454;0;147
113;Seasonally and working day adjusted data;2008 2nd quarter;159424;66416;155493;154477;41823;9257;94645;40868;16268;54173;37895;6473;69361;68954;407;74976;14183;24833;4852;5234;72506;12062;7560;11123;37296;4656;0;17386;75522;9324;102314;52409;5010;117;329;116282;50493;2707;0;152
114;Seasonally and working day adjusted data;2008 3rd quarter;160509;66298;162546;157001;49683;9732;95046;41266;17137;54333;38411;5964;69986;69019;967;75663;14297;25079;5029;4609;72505;12139;7880;12478;35628;4921;0;17270;75989;8941;104158;53169;4520;104;349;117681;51543;2471;0;151
115;Seasonally and working day adjusted data;2008 4th quarter;160084;66181;152036;151803;40103;4293;96002;42192;16471;54687;38805;6346;71516;71242;274;76165;16240;25008;6505;5464;71613;11658;7743;10995;38957;6521;0;16856;75721;9719;95150;55206;5413;119;345;108553;50364;2735;0;134
116;Seasonally and working day adjusted data;2009 1st quarter;155797;63514;153304;150086;40714;4350;92589;38844;15437;54696;40148;6622;66480;74194;-7714;76360;12284;25859;5686;6090;70657;11141;4894;13299;37064;5692;0;14549;75411;9010;86420;47835;5224;172;426;96607;43963;2473;0;159
117;Seasonally and working day adjusted data;2009 2nd quarter;153102;59573;155935;156932;44122;15121;89634;35728;15383;55193;40669;6667;65142;71540;-6398;76769;13019;25995;5505;6103;69604;10760;4147;13338;35506;5537;0;14341;76406;14550;83166;43721;1865;196;433;94610;48234;2403;0;201
118;Seasonally and working day adjusted data;2009 3rd quarter;154267;61556;154752;149853;40970;7111;90038;36453;15024;54451;41066;6682;66120;75943;-9823;76486;11577;26371;5401;5502;69641;9907;3766;13127;36573;5404;0;14076;74876;11542;85925;42271;4515;167;477;97957;39909;2433;0;339
119;Seasonally and working day adjusted data;2009 4th quarter;154448;62504;154101;154634;42075;11381;89831;36815;14316;54105;41363;6594;66374;75895;-9521;76222;13334;26765;6005;5392;69813;9591;3664;13214;36135;6010;0;14407;76400;12322;89515;38568;5019;157;420;101152;40842;2727;0;215
120;Seasonally and working day adjusted data;2010 1st quarter;155046;63402;153992;151885;41890;8914;90290;37300;15562;53180;41145;6436;66323;75467;-9144;75389;12819;26695;5774;4702;69882;8003;3392;13211;35179;5727;0;13538;76079;11340;94063;52388;5109;89;583;106267;51856;2627;0;221
121;Seasonally and working day adjusted data;2010 2nd quarter;157716;64702;160286;159122;44859;13525;92077;38971;16325;53687;41716;6688;69561;75946;-6385;76230;10923;27544;5954;4029;70221;8461;3315;13550;36930;5932;0;13713;74588;8313;100626;53904;4659;70;641;112939;58135;2452;0;217
122;Seasonally and working day adjusted data;2010 3rd quarter;158908;65521;161037;157104;45711;11950;92637;39555;16390;54165;42015;6441;65979;76302;-10323;76687;12328;27785;6005;4626;70852;8787;2801;13799;36595;5870;0;13861;78776;12303;101131;56258;4948;90;650;115415;56591;2499;0;205
123;Seasonally and working day adjusted data;2010 4th quarter;159675;65145;161311;159259;44827;12754;93530;39236;14096;54768;42248;6611;70714;76375;-5661;77597;12423;27765;5858;4881;71572;8050;3334;14193;37259;5864;0;13697;75995;9152;105237;57055;4603;92;912;119162;58138;2486;0;254
124;Seasonally and working day adjusted data;2011 1st quarter;160250;65810;166562;165500;52521;16702;94250;39462;17989;55147;41349;6719;69062;75299;-6237;77656;12434;28541;6320;4505;71862;7724;3634;14215;37757;5985;0;14320;77635;10347;109642;63181;4694;76;470;122139;70772;2602;0;200
125;Seasonally and working day adjusted data;2011 2nd quarter;160440;66061;158673;157141;41640;10240;94230;39653;17033;55554;41767;6537;67964;75373;-7409;78071;12688;28499;6258;4909;72443;8138;4126;14615;36648;6128;0;15297;78994;11789;109593;61726;4820;77;165;123519;60841;2511;0;198
126;Seasonally and working day adjusted data;2011 3rd quarter;161270;65987;164612;161364;48019;13805;95183;39941;17032;55851;41975;6375;69748;75684;-5936;78461;12902;28598;6247;5517;72347;7661;3966;14394;39598;6070;0;14364;77528;10639;110884;51966;4723;91;325;124996;53802;2475;0;189
127;Seasonally and working day adjusted data;2011 4th quarter;160818;65645;164841;161233;46630;14254;95218;38928;16304;56313;42005;6087;68178;75794;-7616;79009;12403;28856;6282;5284;72298;8595;3179;15528;38777;6274;0;14276;78277;10615;111795;58498;5431;88;376;126079;61714;2630;0;197
128;Seasonally and working day adjusted data;2012 1st quarter;160819;65669;163788;161838;47164;7549;95331;39448;16929;56490;42014;5885;69544;75752;-6208;78969;13604;29136;5957;5640;72699;7190;2865;12692;40707;6280;0;13819;77683;11488;114422;54517;4950;87;289;128709;57982;2622;0;205
129;Seasonally and working day adjusted data;2012 2nd quarter;161496;65485;165901;164010;48031;18061;95662;39454;17121;56871;42529;5763;69799;75818;-6019;79503;12585;29303;5907;6542;72554;7370;2299;13269;41776;6005;0;13929;77734;11504;116374;51167;5114;105;248;131261;55833;2661;0;166
130;Seasonally and working day adjusted data;2012 3rd quarter;160711;65018;162731;159811;45614;14395;95274;38501;15778;56894;42473;6102;68566;76214;-7648;79639;12331;29421;5916;6201;72355;7487;1616;12929;41854;6117;0;13177;79255;12390;117563;56668;5189;98;283;132548;57863;2776;0;204
131;Seasonally and working day adjusted data;2012 4th quarter;161981;65346;166030;163515;48391;19462;95517;39050;15103;56995;42830;6227;70994;76332;-5338;79842;11915;29805;5952;5367;72149;7533;1574;11882;42827;6116;0;13321;78473;11909;117790;56864;4757;55;228;135490;60824;2677;0;205
132;Seasonally and working day adjusted data;2013 1st quarter;162835;65539;167350;165015;48869;19905;95959;39142;15027;57187;42872;5971;72170;72958;-788;80234;12496;29833;5974;6513;73078;5976;1606;12614;42991;6225;0;13615;78549;11803;116050;55836;5136;115;371;134095;60647;2561;0;186
133;Seasonally and working day adjusted data;2013 2nd quarter;162653;64930;162174;160046;43927;14338;95795;39110;15714;57090;42699;5901;71982;75909;-3927;80008;12497;30085;6135;6556;73141;6336;1597;12940;43356;6328;0;13910;78284;11479;115363;59588;5150;109;277;132660;59456;2556;0;199
134;Seasonally and working day adjusted data;2013 3rd quarter;163108;65859;166431;162741;46712;16726;95965;39184;16117;57162;42573;5964;71821;77243;-5422;80122;12167;30531;6087;6296;73574;6803;1945;12675;43279;6495;0;14425;79125;12053;116747;56814;6068;104;311;133911;59201;2608;0;178
135;Seasonally and working day adjusted data;2013 4th quarter;164237;67757;165924;162298;46255;14113;96712;40235;16581;56812;42182;5927;70746;76217;-5471;79616;12007;31241;6068;6080;73831;7501;1973;12693;42141;6492;0;14840;80261;12665;117619;52416;5761;105;349;134976;54481;2609;0;183
136;Seasonally and working day adjusted data;2014 1st quarter;164659;66342;163279;160703;43837;14107;95915;38709;15483;57250;43112;5899;71609;76565;-4956;80126;12199;30323;6181;5913;73838;7301;2098;12332;42553;6448;0;15206;80874;12615;118033;67702;5641;119;250;135307;66097;2923;0;179
137;Seasonally and working day adjusted data;2014 2nd quarter;164441;64770;165361;162895;45346;15786;96114;38435;15241;57446;42995;5925;73029;76801;-3772;80312;12615;30878;6120;6098;73944;7169;1889;13606;42136;6531;0;15137;80538;12744;118185;64025;5794;119;322;136165;65149;2850;0;182
138;Seasonally and working day adjusted data;2014 3rd quarter;165921;67046;166014;163660;46333;15419;97228;39567;16160;57918;43089;5782;72966;76302;-3336;80959;11800;30784;6184;5947;74126;7646;1624;14084;42687;6486;0;15279;80388;12380;120221;63729;5100;115;335;138209;63166;2819;0;179
139;Seasonally and working day adjusted data;2014 4th quarter;168072;68319;166633;163396;45990;13145;98834;40781;17095;58531;42858;5699;73597;76671;-3074;81861;12734;30912;5772;6364;74744;7706;1421;13339;44234;6451;0;15231;80590;12422;119368;64990;5726;129;248;138055;64312;3036;0;183
140;Seasonally and working day adjusted data;2015 1st quarter;168508;69480;169360;166643;48713;15441;100249;41866;16719;58349;42849;6130;73012;76793;-3781;80582;12214;30830;6071;5871;74718;7949;1229;14152;42847;6235;0;14992;80751;11537;120079;58653;6058;114;374;138429;58867;3102;0;301
141;Seasonally and working day adjusted data;2015 2nd quarter;170618;70965;171756;169614;50520;-14374;101154;42740;16757;58581;42837;6347;72112;76557;-4445;81036;12041;30845;6098;5057;75971;8811;1437;16673;38003;6318;0;15819;82090;11337;125847;56458;5619;98;486;144376;58349;2996;0;195
142;Seasonally and working day adjusted data;2015 3rd quarter;172152;71591;171042;168751;49057;15150;101894;43460;17069;58831;43213;6029;72826;76341;-3515;81492;12706;30753;5916;5871;76403;8402;1754;13849;42559;6428;0;16217;82780;12369;125900;58095;5416;112;361;144455;56776;3139;0;250
143;Seasonally and working day adjusted data;2015 4th quarter;172256;71159;167452;163779;44921;6325;102104;43269;19172;59253;42841;5999;74721;77177;-2456;81987;12833;30832;5886;5470;76350;9039;1663;13876;44226;6287;0;16326;81169;10625;126494;59521;5884;107;603;143241;54887;2920;0;185
144;Seasonally and working day adjusted data;2016 1st quarter;173143;70576;170799;168208;48261;14686;102804;42673;18297;60074;42922;6094;74807;76827;-2020;82705;12476;31119;5983;5313;76724;9785;1314;13726;44104;6348;0;16302;82835;11844;122636;54311;5425;107;940;141561;51848;2487;0;202
145;Seasonally and working day adjusted data;2016 2nd quarter;174561;71330;171740;170608;49679;14127;104308;43989;17994;60333;43538;6146;77875;76731;1144;83172;12198;31369;5935;4892;77093;10056;1097;14329;43223;6348;0;16446;83754;11680;123487;54311;5020;99;295;142605;51693;3227;0;205
146;Seasonally and working day adjusted data;2016 3rd quarter;176578;72212;173965;170661;49526;13121;104891;44281;18316;60887;43522;6104;78080;77033;1047;84116;12245;31554;6183;5203;77958;10279;985;14457;44262;6401;0;16650;84528;12028;126066;54772;5766;104;277;145595;52238;2662;0;209
147;Seasonally and working day adjusted data;2016 4th quarter;178189;72856;177727;177477;54700;17676;106086;44184;17909;61493;43712;6141;77266;74792;2474;84619;12082;31594;5951;4936;78917;10078;1213;15825;43059;6459;0;17200;85586;11075;129251;53629;2117;103;377;148941;52835;2676;0;231
148;Seasonally and working day adjusted data;2017 1st quarter;179979;74100;179207;178177;54081;18707;106899;45253;18286;62245;44085;5976;79197;76505;2692;85441;12219;31735;5941;5154;79445;10687;1453;16813;43044;6419;0;18118;85742;11460;136359;58804;4326;102;556;156687;58183;2640;0;190
149;Seasonally and working day adjusted data;2017 2nd quarter;182814;75605;178668;177880;53485;15653;108983;45778;19159;63078;44381;5959;78945;77336;1609;86350;12386;31856;6019;5361;80191;10984;1479;15748;44585;6454;0;18526;86406;11767;134977;62005;4976;106;224;156349;58773;3285;0;200
150;Seasonally and working day adjusted data;2017 3rd quarter;184328;75812;184475;181670;56378;18689;109886;45976;19338;63767;44564;6929;80672;78820;1852;87365;12435;32164;6043;5294;81288;10819;1661;15711;45572;6390;0;18770;87830;11423;137388;62477;4885;106;389;158844;62570;2736;0;202
151;Seasonally and working day adjusted data;2017 4th quarter;186428;76968;186645;184419;58048;20430;111026;46484;18400;64666;44801;6852;81286;79500;1786;88440;12499;32259;6234;5331;80999;10823;1610;21812;42152;6452;0;19085;88451;12041;140642;61491;4715;109;254;163304;61078;3393;0;273
