ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
8271;Geslacht totaal;0;Delfzijl en omgeving (CR);Groningen (GM);30 september 2005;3.7;;3.7;;3.7;3.7;;22.7
8272;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlem (GM);31 december 1998;;;;;;;;
8273;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlem (GM);31 december 2000;;;;;;;;
8274;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlem (GM);30 september 2004;;;;;;;;
8275;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlem (GM);30 september 2005;;;;;;;;
8276;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlemmermeer;31 december 1998;;;;;;;;
8277;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlemmermeer;31 december 2000;;;;;;;;
8278;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlemmermeer;30 september 2004;;;;;;;;
8279;Geslacht totaal;0;Delfzijl en omgeving (CR);Haarlemmermeer;30 september 2005;;;;;;;;
8280;Geslacht totaal;0;Delfzijl en omgeving (CR);'s-Hertogenbosch (GM);31 december 1998;;;;;;;;
8281;Geslacht totaal;0;Delfzijl en omgeving (CR);'s-Hertogenbosch (GM);31 december 2000;;;;;;;;
8282;Geslacht totaal;0;Delfzijl en omgeving (CR);'s-Hertogenbosch (GM);30 september 2004;;;;;;;;
8283;Geslacht totaal;0;Delfzijl en omgeving (CR);'s-Hertogenbosch (GM);30 september 2005;;;;;;;;
8284;Geslacht totaal;0;Delfzijl en omgeving (CR);Leiden (GM);31 december 1998;;;;;;;;
8285;Geslacht totaal;0;Delfzijl en omgeving (CR);Leiden (GM);31 december 2000;;;;;;;;
8286;Geslacht totaal;0;Delfzijl en omgeving (CR);Leiden (GM);30 september 2004;;;;;;;;
8287;Geslacht totaal;0;Delfzijl en omgeving (CR);Leiden (GM);30 september 2005;;;;;;;;
8288;Geslacht totaal;0;Delfzijl en omgeving (CR);Maastricht (GM);31 december 1998;;;;;;;;
8289;Geslacht totaal;0;Delfzijl en omgeving (CR);Maastricht (GM);31 december 2000;;;;;;;;
8290;Geslacht totaal;0;Delfzijl en omgeving (CR);Maastricht (GM);30 september 2004;;;;;;;;
8291;Geslacht totaal;0;Delfzijl en omgeving (CR);Maastricht (GM);30 september 2005;;;;;;;;
8292;Geslacht totaal;0;Delfzijl en omgeving (CR);Nijmegen (GM);31 december 1998;0.0;;;;;;;0.0
8293;Geslacht totaal;0;Delfzijl en omgeving (CR);Nijmegen (GM);31 december 2000;;;;;;;;
8294;Geslacht totaal;0;Delfzijl en omgeving (CR);Nijmegen (GM);30 september 2004;;;;;;;;
8295;Geslacht totaal;0;Delfzijl en omgeving (CR);Nijmegen (GM);30 september 2005;;;;;;;;
8296;Geslacht totaal;0;Delfzijl en omgeving (CR);Rotterdam (GM);31 december 1998;0.1;;0.1;;0.1;;0.1;225.6
8297;Geslacht totaal;0;Delfzijl en omgeving (CR);Rotterdam (GM);31 december 2000;;;;;;;;
8298;Geslacht totaal;0;Delfzijl en omgeving (CR);Rotterdam (GM);30 september 2004;0.1;;0.1;;0.1;;0.1;231.7
8299;Geslacht totaal;0;Delfzijl en omgeving (CR);Rotterdam (GM);30 september 2005;0.1;;0.1;;0.1;;0.1;233.4
8300;Geslacht totaal;0;Delfzijl en omgeving (CR);Tilburg (GM);31 december 1998;;;;;;;;
8301;Geslacht totaal;0;Delfzijl en omgeving (CR);Tilburg (GM);31 december 2000;;;;;;;;
8302;Geslacht totaal;0;Delfzijl en omgeving (CR);Tilburg (GM);30 september 2004;;;;;;;;
8303;Geslacht totaal;0;Delfzijl en omgeving (CR);Tilburg (GM);30 september 2005;;;;;;;;
8304;Geslacht totaal;0;Delfzijl en omgeving (CR);Utrecht (GM);31 december 1998;0.1;;0.1;;0.1;;0.1;182.4
8305;Geslacht totaal;0;Delfzijl en omgeving (CR);Utrecht (GM);31 december 2000;0.1;;0.1;;0.1;;0.1;181.9
8306;Geslacht totaal;0;Delfzijl en omgeving (CR);Utrecht (GM);30 september 2004;0.1;;0.1;;0.1;;0.1;183.4
8307;Geslacht totaal;0;Delfzijl en omgeving (CR);Utrecht (GM);30 september 2005;0.1;;0.1;;0.1;;0.1;183.4
8308;Geslacht totaal;0;Delfzijl en omgeving (CR);Zaanstad;31 december 1998;;;;;;;;
8309;Geslacht totaal;0;Delfzijl en omgeving (CR);Zaanstad;31 december 2000;;;;;;;;
8310;Geslacht totaal;0;Delfzijl en omgeving (CR);Zaanstad;30 september 2004;;;;;;;;
8311;Geslacht totaal;0;Delfzijl en omgeving (CR);Zaanstad;30 september 2005;;;;;;;;
8312;Geslacht totaal;0;Delfzijl en omgeving (CR);Zoetermeer;31 december 1998;;;;;;;;
8313;Geslacht totaal;0;Delfzijl en omgeving (CR);Zoetermeer;31 december 2000;;;;;;;;
8314;Geslacht totaal;0;Delfzijl en omgeving (CR);Zoetermeer;30 september 2004;;;;;;;;
8315;Geslacht totaal;0;Delfzijl en omgeving (CR);Zoetermeer;30 september 2005;;;;;;;;
8316;Geslacht totaal;0;Delfzijl en omgeving (CR);Zwolle (GM);31 december 1998;0.1;;0.1;;0.1;;0.1;104.6
8317;Geslacht totaal;0;Delfzijl en omgeving (CR);Zwolle (GM);31 december 2000;0.1;;0.1;;0.1;;0.1;104.7
8318;Geslacht totaal;0;Delfzijl en omgeving (CR);Zwolle (GM);30 september 2004;0.1;;0.1;;0.1;;0.1;104.0
8319;Geslacht totaal;0;Delfzijl en omgeving (CR);Zwolle (GM);30 september 2005;0.1;;0.1;;0.1;;0.1;104.4
8320;Geslacht totaal;0;Overig Groningen (CR);Nederland totaal;31 december 1998;140.0;70.7;69.3;107.6;32.5;112.8;27.3;20.1
8321;Geslacht totaal;0;Overig Groningen (CR);Nederland totaal;31 december 2000;145.3;73.2;72.0;111.2;34.1;116.4;28.8;20.9
8322;Geslacht totaal;0;Overig Groningen (CR);Nederland totaal;30 september 2004;155.4;78.2;77.2;116.5;38.9;122.0;33.4;21.6
8323;Geslacht totaal;0;Overig Groningen (CR);Nederland totaal;30 september 2005;156.1;78.4;77.6;116.8;39.3;122.6;33.5;21.9
8324;Geslacht totaal;0;Overig Groningen (CR);Provincie onbekend;31 december 1998;0.0;;;;;;;0.0
8325;Geslacht totaal;0;Overig Groningen (CR);Provincie onbekend;31 december 2000;0.0;;;;;;;0.0
8326;Geslacht totaal;0;Overig Groningen (CR);Provincie onbekend;30 september 2004;0.7;;0.7;;0.7;;0.7;0.0
8327;Geslacht totaal;0;Overig Groningen (CR);Provincie onbekend;30 september 2005;0.8;;0.8;;0.8;;0.8;0.0
8328;Geslacht totaal;0;Overig Groningen (CR);Groningen (PV);31 december 1998;112.8;70.7;42.0;107.6;5.2;112.8;;5.7
8329;Geslacht totaal;0;Overig Groningen (CR);Groningen (PV);31 december 2000;116.4;73.2;43.2;111.2;5.3;116.4;;5.7
8330;Geslacht totaal;0;Overig Groningen (CR);Groningen (PV);30 september 2004;122.0;78.2;43.8;116.5;5.5;122.0;;5.3
8331;Geslacht totaal;0;Overig Groningen (CR);Groningen (PV);30 september 2005;122.6;78.4;44.2;116.8;5.9;122.6;;5.6
8332;Geslacht totaal;0;Overig Groningen (CR);Friesland (PV);31 december 1998;5.9;;5.9;;5.9;;5.9;39.2
8333;Geslacht totaal;0;Overig Groningen (CR);Friesland (PV);31 december 2000;6.7;;6.7;;6.7;;6.7;38.8
8334;Geslacht totaal;0;Overig Groningen (CR);Friesland (PV);30 september 2004;7.5;;7.5;;7.5;;7.5;41.2
8335;Geslacht totaal;0;Overig Groningen (CR);Friesland (PV);30 september 2005;7.3;;7.3;;7.3;;7.3;41.5
8336;Geslacht totaal;0;Overig Groningen (CR);Drenthe (PV);31 december 1998;10.1;;10.1;;10.1;;10.1;27.0
8337;Geslacht totaal;0;Overig Groningen (CR);Drenthe (PV);31 december 2000;9.6;;9.6;;9.6;;9.6;26.7
8338;Geslacht totaal;0;Overig Groningen (CR);Drenthe (PV);30 september 2004;11.0;;11.0;;11.0;;11.0;27.2
8339;Geslacht totaal;0;Overig Groningen (CR);Drenthe (PV);30 september 2005;11.0;;11.0;;11.0;;11.0;28.3
8340;Geslacht totaal;0;Overig Groningen (CR);Overijssel (PV);31 december 1998;2.3;;2.3;;2.3;;2.3;91.0
8341;Geslacht totaal;0;Overig Groningen (CR);Overijssel (PV);31 december 2000;2.4;;2.4;;2.4;;2.4;91.2
8342;Geslacht totaal;0;Overig Groningen (CR);Overijssel (PV);30 september 2004;3.4;;3.4;;3.4;;3.4;88.9
8343;Geslacht totaal;0;Overig Groningen (CR);Overijssel (PV);30 september 2005;3.4;;3.4;;3.4;;3.4;90.1
8344;Geslacht totaal;0;Overig Groningen (CR);Flevoland (PV);31 december 1998;0.3;;0.3;;0.3;;0.3;108.6
8345;Geslacht totaal;0;Overig Groningen (CR);Flevoland (PV);31 december 2000;0.6;;0.6;;0.6;;0.6;108.9
8346;Geslacht totaal;0;Overig Groningen (CR);Flevoland (PV);30 september 2004;0.4;;0.4;;0.4;;0.4;105.8
8347;Geslacht totaal;0;Overig Groningen (CR);Flevoland (PV);30 september 2005;0.5;;0.5;;0.5;;0.5;109.8
8348;Geslacht totaal;0;Overig Groningen (CR);Gelderland (PV);31 december 1998;1.7;;1.7;;1.7;;1.7;131.1
8349;Geslacht totaal;0;Overig Groningen (CR);Gelderland (PV);31 december 2000;1.7;;1.7;;1.7;;1.7;135.8
8350;Geslacht totaal;0;Overig Groningen (CR);Gelderland (PV);30 september 2004;1.9;;1.9;;1.9;;1.9;135.9
8351;Geslacht totaal;0;Overig Groningen (CR);Gelderland (PV);30 september 2005;2.1;;2.1;;2.1;;2.1;137.0
8352;Geslacht totaal;0;Overig Groningen (CR);Utrecht (PV);31 december 1998;1.5;;1.5;;1.5;;1.5;155.7
8353;Geslacht totaal;0;Overig Groningen (CR);Utrecht (PV);31 december 2000;1.9;;1.9;;1.9;;1.9;155.4
8354;Geslacht totaal;0;Overig Groningen (CR);Utrecht (PV);30 september 2004;2.0;;2.0;;2.0;;2.0;156.6
8355;Geslacht totaal;0;Overig Groningen (CR);Utrecht (PV);30 september 2005;2.0;;2.0;;2.0;;2.0;158.3
8356;Geslacht totaal;0;Overig Groningen (CR);Noord-Holland (PV);31 december 1998;2.6;;2.6;;2.6;;2.6;145.6
8357;Geslacht totaal;0;Overig Groningen (CR);Noord-Holland (PV);31 december 2000;2.8;;2.8;;2.8;;2.8;146.2
8358;Geslacht totaal;0;Overig Groningen (CR);Noord-Holland (PV);30 september 2004;2.6;;2.6;;2.6;;2.6;145.2
8359;Geslacht totaal;0;Overig Groningen (CR);Noord-Holland (PV);30 september 2005;2.4;;2.4;;2.4;;2.4;145.5
8360;Geslacht totaal;0;Overig Groningen (CR);Zuid-Holland (PV);31 december 1998;2.1;;2.1;;2.1;;2.1;196.2
8361;Geslacht totaal;0;Overig Groningen (CR);Zuid-Holland (PV);31 december 2000;2.1;;2.1;;2.1;;2.1;196.1
8362;Geslacht totaal;0;Overig Groningen (CR);Zuid-Holland (PV);30 september 2004;2.5;;2.5;;2.5;;2.5;199.7
8363;Geslacht totaal;0;Overig Groningen (CR);Zuid-Holland (PV);30 september 2005;2.6;;2.6;;2.6;;2.6;199.9
8364;Geslacht totaal;0;Overig Groningen (CR);Zeeland (PV);31 december 1998;;;;;;;;
8365;Geslacht totaal;0;Overig Groningen (CR);Zeeland (PV);31 december 2000;;;;;;;;
8366;Geslacht totaal;0;Overig Groningen (CR);Zeeland (PV);30 september 2004;;;;;;;;
8367;Geslacht totaal;0;Overig Groningen (CR);Zeeland (PV);30 september 2005;;;;;;;;
8368;Geslacht totaal;0;Overig Groningen (CR);Noord-Brabant (PV);31 december 1998;0.7;;0.7;;0.7;;0.7;208.0
8369;Geslacht totaal;0;Overig Groningen (CR);Noord-Brabant (PV);31 december 2000;0.6;;0.6;;0.6;;0.6;204.8
8370;Geslacht totaal;0;Overig Groningen (CR);Noord-Brabant (PV);30 september 2004;1.1;;1.1;;1.1;;1.1;206.9
8371;Geslacht totaal;0;Overig Groningen (CR);Noord-Brabant (PV);30 september 2005;1.1;;1.1;;1.1;;1.1;206.5
8372;Geslacht totaal;0;Overig Groningen (CR);Limburg (PV);31 december 1998;0.2;;0.2;;0.2;;0.2;232.3
8373;Geslacht totaal;0;Overig Groningen (CR);Limburg (PV);31 december 2000;0.3;;0.3;;0.3;;0.3;234.3
8374;Geslacht totaal;0;Overig Groningen (CR);Limburg (PV);30 september 2004;0.2;;0.2;;0.2;;0.2;246.1
8375;Geslacht totaal;0;Overig Groningen (CR);Limburg (PV);30 september 2005;0.2;;0.2;;0.2;;0.2;247.6
8376;Geslacht totaal;0;Overig Groningen (CR);Corop onbekend;31 december 1998;0.0;;;;;;;0.0
8377;Geslacht totaal;0;Overig Groningen (CR);Corop onbekend;31 december 2000;0.0;;;;;;;0.0
8378;Geslacht totaal;0;Overig Groningen (CR);Corop onbekend;30 september 2004;0.7;;0.7;;0.7;;0.7;0.0
8379;Geslacht totaal;0;Overig Groningen (CR);Corop onbekend;30 september 2005;0.8;;0.8;;0.8;;0.8;0.0
8380;Geslacht totaal;0;Overig Groningen (CR);Oost-Groningen (CR);31 december 1998;2.8;;2.8;;2.8;2.8;;27.2
8381;Geslacht totaal;0;Overig Groningen (CR);Oost-Groningen (CR);31 december 2000;2.8;;2.8;;2.8;2.8;;27.0
8382;Geslacht totaal;0;Overig Groningen (CR);Oost-Groningen (CR);30 september 2004;2.8;;2.8;;2.8;2.8;;26.3
8383;Geslacht totaal;0;Overig Groningen (CR);Oost-Groningen (CR);30 september 2005;3.0;;3.0;;3.0;3.0;;27.1
8384;Geslacht totaal;0;Overig Groningen (CR);Delfzijl en omgeving (CR);31 december 1998;2.4;;2.4;;2.4;2.4;;20.8
8385;Geslacht totaal;0;Overig Groningen (CR);Delfzijl en omgeving (CR);31 december 2000;2.5;;2.5;;2.5;2.5;;21.2
8386;Geslacht totaal;0;Overig Groningen (CR);Delfzijl en omgeving (CR);30 september 2004;2.7;;2.7;;2.7;2.7;;22.2
8387;Geslacht totaal;0;Overig Groningen (CR);Delfzijl en omgeving (CR);30 september 2005;2.9;;2.9;;2.9;2.9;;22.2
8388;Geslacht totaal;0;Overig Groningen (CR);Overig Groningen (CR);31 december 1998;107.6;70.7;36.8;107.6;;107.6;;4.8
8389;Geslacht totaal;0;Overig Groningen (CR);Overig Groningen (CR);31 december 2000;111.2;73.2;37.9;111.2;;111.2;;4.8
8390;Geslacht totaal;0;Overig Groningen (CR);Overig Groningen (CR);30 september 2004;116.5;78.2;38.3;116.5;;116.5;;4.4
8391;Geslacht totaal;0;Overig Groningen (CR);Overig Groningen (CR);30 september 2005;116.8;78.4;38.3;116.8;;116.8;;4.7
8392;Geslacht totaal;0;Overig Groningen (CR);Noord-Friesland (CR);31 december 1998;3.4;;3.4;;3.4;;3.4;40.6
8393;Geslacht totaal;0;Overig Groningen (CR);Noord-Friesland (CR);31 december 2000;3.7;;3.7;;3.7;;3.7;39.8
8394;Geslacht totaal;0;Overig Groningen (CR);Noord-Friesland (CR);30 september 2004;3.9;;3.9;;3.9;;3.9;42.8
8395;Geslacht totaal;0;Overig Groningen (CR);Noord-Friesland (CR);30 september 2005;3.8;;3.8;;3.8;;3.8;43.4
8396;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Friesland (CR);31 december 1998;0.3;;0.3;;0.3;;0.3;65.8
8397;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Friesland (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;63.8
8398;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Friesland (CR);30 september 2004;0.6;;0.6;;0.6;;0.6;64.5
8399;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Friesland (CR);30 september 2005;0.5;;0.5;;0.5;;0.5;66.7
8400;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Friesland (CR);31 december 1998;2.3;;2.3;;2.3;;2.3;33.8
8401;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Friesland (CR);31 december 2000;2.6;;2.6;;2.6;;2.6;33.5
8402;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Friesland (CR);30 september 2004;3.0;;3.0;;3.0;;3.0;34.6
8403;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Friesland (CR);30 september 2005;3.1;;3.1;;3.1;;3.1;35.2
8404;Geslacht totaal;0;Overig Groningen (CR);Noord-Drenthe (CR);31 december 1998;8.1;;8.1;;8.1;;8.1;20.1
8405;Geslacht totaal;0;Overig Groningen (CR);Noord-Drenthe (CR);31 december 2000;7.7;;7.7;;7.7;;7.7;19.8
8406;Geslacht totaal;0;Overig Groningen (CR);Noord-Drenthe (CR);30 september 2004;8.8;;8.8;;8.8;;8.8;19.9
8407;Geslacht totaal;0;Overig Groningen (CR);Noord-Drenthe (CR);30 september 2005;8.7;;8.7;;8.7;;8.7;20.9
8408;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Drenthe (CR);31 december 1998;1.1;;1.1;;1.1;;1.1;53.9
8409;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Drenthe (CR);31 december 2000;1.0;;1.0;;1.0;;1.0;54.2
8410;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Drenthe (CR);30 september 2004;1.1;;1.1;;1.1;;1.1;56.4
8411;Geslacht totaal;0;Overig Groningen (CR);Zuidoost-Drenthe (CR);30 september 2005;1.3;;1.3;;1.3;;1.3;56.9
8412;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Drenthe (CR);31 december 1998;0.9;;0.9;;0.9;;0.9;56.3
8413;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Drenthe (CR);31 december 2000;0.8;;0.8;;0.8;;0.8;55.9
8414;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Drenthe (CR);30 september 2004;1.0;;1.0;;1.0;;1.0;56.8
8415;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Drenthe (CR);30 september 2005;1.0;;1.0;;1.0;;1.0;57.2
8416;Geslacht totaal;0;Overig Groningen (CR);Noord-Overijssel (CR);31 december 1998;1.5;;1.5;;1.5;;1.5;83.3
8417;Geslacht totaal;0;Overig Groningen (CR);Noord-Overijssel (CR);31 december 2000;1.5;;1.5;;1.5;;1.5;83.0
8418;Geslacht totaal;0;Overig Groningen (CR);Noord-Overijssel (CR);30 september 2004;2.3;;2.3;;2.3;;2.3;81.5
8419;Geslacht totaal;0;Overig Groningen (CR);Noord-Overijssel (CR);30 september 2005;2.3;;2.3;;2.3;;2.3;81.8
8420;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Overijssel (CR);31 december 1998;0.2;;0.2;;0.2;;0.2;109.3
8421;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Overijssel (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;109.0
8422;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Overijssel (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;105.3
8423;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Overijssel (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;104.7
8424;Geslacht totaal;0;Overig Groningen (CR);Twente (CR);31 december 1998;0.6;;0.6;;0.6;;0.6;103.8
8425;Geslacht totaal;0;Overig Groningen (CR);Twente (CR);31 december 2000;0.8;;0.8;;0.8;;0.8;103.1
8426;Geslacht totaal;0;Overig Groningen (CR);Twente (CR);30 september 2004;0.9;;0.9;;0.9;;0.9;104.7
8427;Geslacht totaal;0;Overig Groningen (CR);Twente (CR);30 september 2005;1.0;;1.0;;1.0;;1.0;106.4
8428;Geslacht totaal;0;Overig Groningen (CR);Veluwe (CR);31 december 1998;1.0;;1.0;;1.0;;1.0;121.2
8429;Geslacht totaal;0;Overig Groningen (CR);Veluwe (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;121.0
8430;Geslacht totaal;0;Overig Groningen (CR);Veluwe (CR);30 september 2004;0.8;;0.8;;0.8;;0.8;120.9
8431;Geslacht totaal;0;Overig Groningen (CR);Veluwe (CR);30 september 2005;0.8;;0.8;;0.8;;0.8;122.7
8432;Geslacht totaal;0;Overig Groningen (CR);Achterhoek (CR);31 december 1998;0.2;;0.2;;0.2;;0.2;128.2
8433;Geslacht totaal;0;Overig Groningen (CR);Achterhoek (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;130.6
8434;Geslacht totaal;0;Overig Groningen (CR);Achterhoek (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;131.1
8435;Geslacht totaal;0;Overig Groningen (CR);Achterhoek (CR);30 september 2005;0.3;;0.3;;0.3;;0.3;131.5
8436;Geslacht totaal;0;Overig Groningen (CR);Arnhem/Nijmegen (CR);31 december 1998;0.3;;0.3;;0.3;;0.3;148.1
8437;Geslacht totaal;0;Overig Groningen (CR);Arnhem/Nijmegen (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;146.7
8438;Geslacht totaal;0;Overig Groningen (CR);Arnhem/Nijmegen (CR);30 september 2004;0.8;;0.8;;0.8;;0.8;147.2
8439;Geslacht totaal;0;Overig Groningen (CR);Arnhem/Nijmegen (CR);30 september 2005;0.9;;0.9;;0.9;;0.9;147.5
8440;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Gelderland (CR);31 december 1998;0.1;;0.1;;0.1;;0.1;174.3
8441;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Gelderland (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;169.6
8442;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Gelderland (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;175.4
8443;Geslacht totaal;0;Overig Groningen (CR);Zuidwest-Gelderland (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;173.6
8444;Geslacht totaal;0;Overig Groningen (CR);Utrecht (CR);31 december 1998;1.5;;1.5;;1.5;;1.5;155.7
8445;Geslacht totaal;0;Overig Groningen (CR);Utrecht (CR);31 december 2000;1.9;;1.9;;1.9;;1.9;155.4
8446;Geslacht totaal;0;Overig Groningen (CR);Utrecht (CR);30 september 2004;2.0;;2.0;;2.0;;2.0;156.6
8447;Geslacht totaal;0;Overig Groningen (CR);Utrecht (CR);30 september 2005;2.0;;2.0;;2.0;;2.0;158.3
8448;Geslacht totaal;0;Overig Groningen (CR);Kop van Noord-Holland (CR);31 december 1998;0.3;;0.3;;0.3;;0.3;120.2
8449;Geslacht totaal;0;Overig Groningen (CR);Kop van Noord-Holland (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;117.9
8450;Geslacht totaal;0;Overig Groningen (CR);Kop van Noord-Holland (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;116.7
8451;Geslacht totaal;0;Overig Groningen (CR);Kop van Noord-Holland (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;116.4
8452;Geslacht totaal;0;Overig Groningen (CR);Alkmaar en omgeving (CR);31 december 1998;;;;;;;;
8453;Geslacht totaal;0;Overig Groningen (CR);Alkmaar en omgeving (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;139.8
8454;Geslacht totaal;0;Overig Groningen (CR);Alkmaar en omgeving (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;136.4
8455;Geslacht totaal;0;Overig Groningen (CR);Alkmaar en omgeving (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;136.2
8456;Geslacht totaal;0;Overig Groningen (CR);IJmond (CR);31 december 1998;0.1;;0.1;;0.1;;0.1;151.6
8457;Geslacht totaal;0;Overig Groningen (CR);IJmond (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;154.8
8458;Geslacht totaal;0;Overig Groningen (CR);IJmond (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;152.9
8459;Geslacht totaal;0;Overig Groningen (CR);IJmond (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;153.7
8460;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie Haarlem (CR);31 december 1998;0.2;;0.2;;0.2;;0.2;162.8
8461;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie Haarlem (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;160.6
8462;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie Haarlem (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;159.9
8463;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie Haarlem (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;159.0
8464;Geslacht totaal;0;Overig Groningen (CR);Zaanstreek (CR);31 december 1998;;;;;;;;
8465;Geslacht totaal;0;Overig Groningen (CR);Zaanstreek (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;146.6
8466;Geslacht totaal;0;Overig Groningen (CR);Zaanstreek (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;142.7
8467;Geslacht totaal;0;Overig Groningen (CR);Zaanstreek (CR);30 september 2005;0.1;;0.1;;0.1;;0.1;142.8
8468;Geslacht totaal;0;Overig Groningen (CR);Groot-Amsterdam (CR);31 december 1998;1.7;;1.7;;1.7;;1.7;149.1
8469;Geslacht totaal;0;Overig Groningen (CR);Groot-Amsterdam (CR);31 december 2000;1.9;;1.9;;1.9;;1.9;149.5
8470;Geslacht totaal;0;Overig Groningen (CR);Groot-Amsterdam (CR);30 september 2004;1.7;;1.7;;1.7;;1.7;148.4
8471;Geslacht totaal;0;Overig Groningen (CR);Groot-Amsterdam (CR);30 september 2005;1.6;;1.6;;1.6;;1.6;149.6
8472;Geslacht totaal;0;Overig Groningen (CR);Het Gooi en Vechtstreek (CR);31 december 1998;0.2;;0.2;;0.2;;0.2;143.0
8473;Geslacht totaal;0;Overig Groningen (CR);Het Gooi en Vechtstreek (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;143.9
8474;Geslacht totaal;0;Overig Groningen (CR);Het Gooi en Vechtstreek (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;144.0
8475;Geslacht totaal;0;Overig Groningen (CR);Het Gooi en Vechtstreek (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;143.7
8476;Geslacht totaal;0;Overig Groningen (CR);Aggl. Leiden en Bollenstreek (CR);31 december 1998;0.1;;0.1;;0.1;;0.1;180.2
8477;Geslacht totaal;0;Overig Groningen (CR);Aggl. Leiden en Bollenstreek (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;181.8
8478;Geslacht totaal;0;Overig Groningen (CR);Aggl. Leiden en Bollenstreek (CR);30 september 2004;0.1;;0.1;;0.1;;0.1;181.5
8479;Geslacht totaal;0;Overig Groningen (CR);Aggl. Leiden en Bollenstreek (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;182.0
8480;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie 's-Gravenhage (CR);31 december 1998;0.8;;0.8;;0.8;;0.8;198.4
8481;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie 's-Gravenhage (CR);31 december 2000;0.8;;0.8;;0.8;;0.8;197.6
8482;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie 's-Gravenhage (CR);30 september 2004;1.0;;1.0;;1.0;;1.0;197.9
8483;Geslacht totaal;0;Overig Groningen (CR);Agglomeratie 's-Gravenhage (CR);30 september 2005;1.1;;1.1;;1.1;;1.1;198.9
