ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
624;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (GM);31 december 1998;192.3;61.4;130.9;124.2;68.1;124.2;68.1;22.2
625;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (GM);31 december 2000;189.3;58.3;130.9;120.0;69.3;120.0;69.3;23.2
626;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (GM);30 september 2004;205.9;70.8;135.1;132.1;73.9;132.1;73.9;23.0
627;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (GM);30 september 2005;208.7;72.9;135.8;134.1;74.6;134.1;74.6;22.8
628;Geslacht totaal;0;Nederland exclusief buitenland;Zaanstad;31 december 1998;54.2;30.7;23.4;33.1;21.0;50.3;3.9;11.0
629;Geslacht totaal;0;Nederland exclusief buitenland;Zaanstad;31 december 2000;53.6;29.1;24.5;31.4;22.2;48.1;5.5;13.8
630;Geslacht totaal;0;Nederland exclusief buitenland;Zaanstad;30 september 2004;53.8;29.9;23.9;32.2;21.6;49.2;4.6;11.6
631;Geslacht totaal;0;Nederland exclusief buitenland;Zaanstad;30 september 2005;52.2;29.3;22.8;31.6;20.6;48.1;4.1;11.4
632;Geslacht totaal;0;Nederland exclusief buitenland;Zoetermeer;31 december 1998;47.5;20.7;26.7;27.7;19.8;39.8;7.7;17.0
633;Geslacht totaal;0;Nederland exclusief buitenland;Zoetermeer;31 december 2000;48.7;20.9;27.9;27.7;21.0;39.8;9.0;18.8
634;Geslacht totaal;0;Nederland exclusief buitenland;Zoetermeer;30 september 2004;46.0;21.6;24.4;28.9;17.1;39.3;6.7;15.9
635;Geslacht totaal;0;Nederland exclusief buitenland;Zoetermeer;30 september 2005;46.2;21.8;24.4;28.8;17.4;39.2;7.0;16.7
636;Geslacht totaal;0;Nederland exclusief buitenland;Zwolle (GM);31 december 1998;68.1;31.9;36.2;45.8;22.3;49.8;18.3;17.4
637;Geslacht totaal;0;Nederland exclusief buitenland;Zwolle (GM);31 december 2000;71.4;32.1;39.3;47.5;23.9;52.2;19.2;17.9
638;Geslacht totaal;0;Nederland exclusief buitenland;Zwolle (GM);30 september 2004;81.2;33.9;47.2;48.4;32.8;56.7;24.4;20.5
639;Geslacht totaal;0;Nederland exclusief buitenland;Zwolle (GM);30 september 2005;82.6;34.1;48.6;48.6;34.0;57.1;25.5;21.6
640;Geslacht totaal;0;Buitenland totaal;Nederland totaal;31 december 1998;;;;;;;;
641;Geslacht totaal;0;Buitenland totaal;Nederland totaal;31 december 2000;85.2;;85.2;;85.2;;85.2;
642;Geslacht totaal;0;Buitenland totaal;Nederland totaal;30 september 2004;149.2;;149.2;;149.2;;149.2;
643;Geslacht totaal;0;Buitenland totaal;Nederland totaal;30 september 2005;159.1;;159.1;;159.1;;159.1;
644;Geslacht totaal;0;Buitenland totaal;Provincie onbekend;31 december 1998;0.0;;;;;;;0.0
645;Geslacht totaal;0;Buitenland totaal;Provincie onbekend;31 december 2000;0.0;;;;;;;0.0
646;Geslacht totaal;0;Buitenland totaal;Provincie onbekend;30 september 2004;4.0;;4.0;;4.0;;4.0;
647;Geslacht totaal;0;Buitenland totaal;Provincie onbekend;30 september 2005;3.8;;3.8;;3.8;;3.8;
648;Geslacht totaal;0;Buitenland totaal;Groningen (PV);31 december 1998;;;;;;;;
649;Geslacht totaal;0;Buitenland totaal;Groningen (PV);31 december 2000;0.5;;0.5;;0.5;;0.5;
650;Geslacht totaal;0;Buitenland totaal;Groningen (PV);30 september 2004;1.5;;1.5;;1.5;;1.5;
651;Geslacht totaal;0;Buitenland totaal;Groningen (PV);30 september 2005;1.8;;1.8;;1.8;;1.8;
652;Geslacht totaal;0;Buitenland totaal;Friesland (PV);31 december 1998;;;;;;;;
653;Geslacht totaal;0;Buitenland totaal;Friesland (PV);31 december 2000;0.8;;0.8;;0.8;;0.8;
654;Geslacht totaal;0;Buitenland totaal;Friesland (PV);30 september 2004;1.0;;1.0;;1.0;;1.0;
655;Geslacht totaal;0;Buitenland totaal;Friesland (PV);30 september 2005;1.1;;1.1;;1.1;;1.1;
656;Geslacht totaal;0;Buitenland totaal;Drenthe (PV);31 december 1998;;;;;;;;
657;Geslacht totaal;0;Buitenland totaal;Drenthe (PV);31 december 2000;0.5;;0.5;;0.5;;0.5;
658;Geslacht totaal;0;Buitenland totaal;Drenthe (PV);30 september 2004;1.6;;1.6;;1.6;;1.6;
659;Geslacht totaal;0;Buitenland totaal;Drenthe (PV);30 september 2005;2.0;;2.0;;2.0;;2.0;
660;Geslacht totaal;0;Buitenland totaal;Overijssel (PV);31 december 1998;;;;;;;;
661;Geslacht totaal;0;Buitenland totaal;Overijssel (PV);31 december 2000;2.2;;2.2;;2.2;;2.2;
662;Geslacht totaal;0;Buitenland totaal;Overijssel (PV);30 september 2004;5.9;;5.9;;5.9;;5.9;
663;Geslacht totaal;0;Buitenland totaal;Overijssel (PV);30 september 2005;6.5;;6.5;;6.5;;6.5;
664;Geslacht totaal;0;Buitenland totaal;Flevoland (PV);31 december 1998;;;;;;;;
665;Geslacht totaal;0;Buitenland totaal;Flevoland (PV);31 december 2000;0.7;;0.7;;0.7;;0.7;
666;Geslacht totaal;0;Buitenland totaal;Flevoland (PV);30 september 2004;1.4;;1.4;;1.4;;1.4;
667;Geslacht totaal;0;Buitenland totaal;Flevoland (PV);30 september 2005;1.7;;1.7;;1.7;;1.7;
668;Geslacht totaal;0;Buitenland totaal;Gelderland (PV);31 december 1998;;;;;;;;
669;Geslacht totaal;0;Buitenland totaal;Gelderland (PV);31 december 2000;4.6;;4.6;;4.6;;4.6;
670;Geslacht totaal;0;Buitenland totaal;Gelderland (PV);30 september 2004;12.4;;12.4;;12.4;;12.4;
671;Geslacht totaal;0;Buitenland totaal;Gelderland (PV);30 september 2005;13.5;;13.5;;13.5;;13.5;
672;Geslacht totaal;0;Buitenland totaal;Utrecht (PV);31 december 1998;;;;;;;;
673;Geslacht totaal;0;Buitenland totaal;Utrecht (PV);31 december 2000;4.4;;4.4;;4.4;;4.4;
674;Geslacht totaal;0;Buitenland totaal;Utrecht (PV);30 september 2004;6.2;;6.2;;6.2;;6.2;
675;Geslacht totaal;0;Buitenland totaal;Utrecht (PV);30 september 2005;7.2;;7.2;;7.2;;7.2;
676;Geslacht totaal;0;Buitenland totaal;Noord-Holland (PV);31 december 1998;;;;;;;;
677;Geslacht totaal;0;Buitenland totaal;Noord-Holland (PV);31 december 2000;17.6;;17.6;;17.6;;17.6;
678;Geslacht totaal;0;Buitenland totaal;Noord-Holland (PV);30 september 2004;21.6;;21.6;;21.6;;21.6;
679;Geslacht totaal;0;Buitenland totaal;Noord-Holland (PV);30 september 2005;23.4;;23.4;;23.4;;23.4;
680;Geslacht totaal;0;Buitenland totaal;Zuid-Holland (PV);31 december 1998;;;;;;;;
681;Geslacht totaal;0;Buitenland totaal;Zuid-Holland (PV);31 december 2000;19.4;;19.4;;19.4;;19.4;
682;Geslacht totaal;0;Buitenland totaal;Zuid-Holland (PV);30 september 2004;25.9;;25.9;;25.9;;25.9;
683;Geslacht totaal;0;Buitenland totaal;Zuid-Holland (PV);30 september 2005;30.0;;30.0;;30.0;;30.0;
684;Geslacht totaal;0;Buitenland totaal;Zeeland (PV);31 december 1998;;;;;;;;
685;Geslacht totaal;0;Buitenland totaal;Zeeland (PV);31 december 2000;2.3;;2.3;;2.3;;2.3;
686;Geslacht totaal;0;Buitenland totaal;Zeeland (PV);30 september 2004;5.4;;5.4;;5.4;;5.4;
687;Geslacht totaal;0;Buitenland totaal;Zeeland (PV);30 september 2005;4.8;;4.8;;4.8;;4.8;
688;Geslacht totaal;0;Buitenland totaal;Noord-Brabant (PV);31 december 1998;;;;;;;;
689;Geslacht totaal;0;Buitenland totaal;Noord-Brabant (PV);31 december 2000;17.5;;17.5;;17.5;;17.5;
690;Geslacht totaal;0;Buitenland totaal;Noord-Brabant (PV);30 september 2004;33.9;;33.9;;33.9;;33.9;
691;Geslacht totaal;0;Buitenland totaal;Noord-Brabant (PV);30 september 2005;34.8;;34.8;;34.8;;34.8;
692;Geslacht totaal;0;Buitenland totaal;Limburg (PV);31 december 1998;;;;;;;;
693;Geslacht totaal;0;Buitenland totaal;Limburg (PV);31 december 2000;14.7;;14.7;;14.7;;14.7;
694;Geslacht totaal;0;Buitenland totaal;Limburg (PV);30 september 2004;28.3;;28.3;;28.3;;28.3;
695;Geslacht totaal;0;Buitenland totaal;Limburg (PV);30 september 2005;28.7;;28.7;;28.7;;28.7;
696;Geslacht totaal;0;Buitenland totaal;Corop onbekend;31 december 1998;0.0;;;;;;;0.0
697;Geslacht totaal;0;Buitenland totaal;Corop onbekend;31 december 2000;0.0;;;;;;;0.0
698;Geslacht totaal;0;Buitenland totaal;Corop onbekend;30 september 2004;4.0;;4.0;;4.0;;4.0;
699;Geslacht totaal;0;Buitenland totaal;Corop onbekend;30 september 2005;3.8;;3.8;;3.8;;3.8;
700;Geslacht totaal;0;Buitenland totaal;Oost-Groningen (CR);31 december 1998;;;;;;;;
701;Geslacht totaal;0;Buitenland totaal;Oost-Groningen (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
702;Geslacht totaal;0;Buitenland totaal;Oost-Groningen (CR);30 september 2004;0.3;;0.3;;0.3;;0.3;
703;Geslacht totaal;0;Buitenland totaal;Oost-Groningen (CR);30 september 2005;0.4;;0.4;;0.4;;0.4;
704;Geslacht totaal;0;Buitenland totaal;Delfzijl en omgeving (CR);31 december 1998;;;;;;;;
705;Geslacht totaal;0;Buitenland totaal;Delfzijl en omgeving (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
706;Geslacht totaal;0;Buitenland totaal;Delfzijl en omgeving (CR);30 september 2004;0.3;;0.3;;0.3;;0.3;
707;Geslacht totaal;0;Buitenland totaal;Delfzijl en omgeving (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;
708;Geslacht totaal;0;Buitenland totaal;Overig Groningen (CR);31 december 1998;;;;;;;;
709;Geslacht totaal;0;Buitenland totaal;Overig Groningen (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;
710;Geslacht totaal;0;Buitenland totaal;Overig Groningen (CR);30 september 2004;0.9;;0.9;;0.9;;0.9;
711;Geslacht totaal;0;Buitenland totaal;Overig Groningen (CR);30 september 2005;1.3;;1.3;;1.3;;1.3;
712;Geslacht totaal;0;Buitenland totaal;Noord-Friesland (CR);31 december 1998;;;;;;;;
713;Geslacht totaal;0;Buitenland totaal;Noord-Friesland (CR);31 december 2000;0.6;;0.6;;0.6;;0.6;
714;Geslacht totaal;0;Buitenland totaal;Noord-Friesland (CR);30 september 2004;0.6;;0.6;;0.6;;0.6;
715;Geslacht totaal;0;Buitenland totaal;Noord-Friesland (CR);30 september 2005;0.6;;0.6;;0.6;;0.6;
716;Geslacht totaal;0;Buitenland totaal;Zuidwest-Friesland (CR);31 december 1998;;;;;;;;
717;Geslacht totaal;0;Buitenland totaal;Zuidwest-Friesland (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
718;Geslacht totaal;0;Buitenland totaal;Zuidwest-Friesland (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;
719;Geslacht totaal;0;Buitenland totaal;Zuidwest-Friesland (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;
720;Geslacht totaal;0;Buitenland totaal;Zuidoost-Friesland (CR);31 december 1998;;;;;;;;
721;Geslacht totaal;0;Buitenland totaal;Zuidoost-Friesland (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
722;Geslacht totaal;0;Buitenland totaal;Zuidoost-Friesland (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;
723;Geslacht totaal;0;Buitenland totaal;Zuidoost-Friesland (CR);30 september 2005;0.2;;0.2;;0.2;;0.2;
724;Geslacht totaal;0;Buitenland totaal;Noord-Drenthe (CR);31 december 1998;;;;;;;;
725;Geslacht totaal;0;Buitenland totaal;Noord-Drenthe (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;
726;Geslacht totaal;0;Buitenland totaal;Noord-Drenthe (CR);30 september 2004;0.3;;0.3;;0.3;;0.3;
727;Geslacht totaal;0;Buitenland totaal;Noord-Drenthe (CR);30 september 2005;0.4;;0.4;;0.4;;0.4;
728;Geslacht totaal;0;Buitenland totaal;Zuidoost-Drenthe (CR);31 december 1998;;;;;;;;
729;Geslacht totaal;0;Buitenland totaal;Zuidoost-Drenthe (CR);31 december 2000;0.3;;0.3;;0.3;;0.3;
730;Geslacht totaal;0;Buitenland totaal;Zuidoost-Drenthe (CR);30 september 2004;1.2;;1.2;;1.2;;1.2;
731;Geslacht totaal;0;Buitenland totaal;Zuidoost-Drenthe (CR);30 september 2005;1.3;;1.3;;1.3;;1.3;
732;Geslacht totaal;0;Buitenland totaal;Zuidwest-Drenthe (CR);31 december 1998;;;;;;;;
733;Geslacht totaal;0;Buitenland totaal;Zuidwest-Drenthe (CR);31 december 2000;0.1;;0.1;;0.1;;0.1;
734;Geslacht totaal;0;Buitenland totaal;Zuidwest-Drenthe (CR);30 september 2004;0.2;;0.2;;0.2;;0.2;
735;Geslacht totaal;0;Buitenland totaal;Zuidwest-Drenthe (CR);30 september 2005;0.3;;0.3;;0.3;;0.3;
736;Geslacht totaal;0;Buitenland totaal;Noord-Overijssel (CR);31 december 1998;;;;;;;;
737;Geslacht totaal;0;Buitenland totaal;Noord-Overijssel (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;
738;Geslacht totaal;0;Buitenland totaal;Noord-Overijssel (CR);30 september 2004;0.9;;0.9;;0.9;;0.9;
739;Geslacht totaal;0;Buitenland totaal;Noord-Overijssel (CR);30 september 2005;0.9;;0.9;;0.9;;0.9;
740;Geslacht totaal;0;Buitenland totaal;Zuidwest-Overijssel (CR);31 december 1998;;;;;;;;
741;Geslacht totaal;0;Buitenland totaal;Zuidwest-Overijssel (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;
742;Geslacht totaal;0;Buitenland totaal;Zuidwest-Overijssel (CR);30 september 2004;0.4;;0.4;;0.4;;0.4;
743;Geslacht totaal;0;Buitenland totaal;Zuidwest-Overijssel (CR);30 september 2005;0.7;;0.7;;0.7;;0.7;
744;Geslacht totaal;0;Buitenland totaal;Twente (CR);31 december 1998;;;;;;;;
745;Geslacht totaal;0;Buitenland totaal;Twente (CR);31 december 2000;1.6;;1.6;;1.6;;1.6;
746;Geslacht totaal;0;Buitenland totaal;Twente (CR);30 september 2004;4.7;;4.7;;4.7;;4.7;
747;Geslacht totaal;0;Buitenland totaal;Twente (CR);30 september 2005;5.0;;5.0;;5.0;;5.0;
748;Geslacht totaal;0;Buitenland totaal;Veluwe (CR);31 december 1998;;;;;;;;
749;Geslacht totaal;0;Buitenland totaal;Veluwe (CR);31 december 2000;1.1;;1.1;;1.1;;1.1;
750;Geslacht totaal;0;Buitenland totaal;Veluwe (CR);30 september 2004;2.2;;2.2;;2.2;;2.2;
751;Geslacht totaal;0;Buitenland totaal;Veluwe (CR);30 september 2005;2.1;;2.1;;2.1;;2.1;
752;Geslacht totaal;0;Buitenland totaal;Achterhoek (CR);31 december 1998;;;;;;;;
753;Geslacht totaal;0;Buitenland totaal;Achterhoek (CR);31 december 2000;0.9;;0.9;;0.9;;0.9;
754;Geslacht totaal;0;Buitenland totaal;Achterhoek (CR);30 september 2004;2.3;;2.3;;2.3;;2.3;
755;Geslacht totaal;0;Buitenland totaal;Achterhoek (CR);30 september 2005;2.7;;2.7;;2.7;;2.7;
756;Geslacht totaal;0;Buitenland totaal;Arnhem/Nijmegen (CR);31 december 1998;;;;;;;;
757;Geslacht totaal;0;Buitenland totaal;Arnhem/Nijmegen (CR);31 december 2000;2.1;;2.1;;2.1;;2.1;
758;Geslacht totaal;0;Buitenland totaal;Arnhem/Nijmegen (CR);30 september 2004;6.0;;6.0;;6.0;;6.0;
759;Geslacht totaal;0;Buitenland totaal;Arnhem/Nijmegen (CR);30 september 2005;6.4;;6.4;;6.4;;6.4;
760;Geslacht totaal;0;Buitenland totaal;Zuidwest-Gelderland (CR);31 december 1998;;;;;;;;
761;Geslacht totaal;0;Buitenland totaal;Zuidwest-Gelderland (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;
762;Geslacht totaal;0;Buitenland totaal;Zuidwest-Gelderland (CR);30 september 2004;1.8;;1.8;;1.8;;1.8;
763;Geslacht totaal;0;Buitenland totaal;Zuidwest-Gelderland (CR);30 september 2005;2.3;;2.3;;2.3;;2.3;
764;Geslacht totaal;0;Buitenland totaal;Utrecht (CR);31 december 1998;;;;;;;;
765;Geslacht totaal;0;Buitenland totaal;Utrecht (CR);31 december 2000;4.4;;4.4;;4.4;;4.4;
766;Geslacht totaal;0;Buitenland totaal;Utrecht (CR);30 september 2004;6.2;;6.2;;6.2;;6.2;
767;Geslacht totaal;0;Buitenland totaal;Utrecht (CR);30 september 2005;7.2;;7.2;;7.2;;7.2;
768;Geslacht totaal;0;Buitenland totaal;Kop van Noord-Holland (CR);31 december 1998;;;;;;;;
769;Geslacht totaal;0;Buitenland totaal;Kop van Noord-Holland (CR);31 december 2000;1.7;;1.7;;1.7;;1.7;
770;Geslacht totaal;0;Buitenland totaal;Kop van Noord-Holland (CR);30 september 2004;3.4;;3.4;;3.4;;3.4;
771;Geslacht totaal;0;Buitenland totaal;Kop van Noord-Holland (CR);30 september 2005;3.8;;3.8;;3.8;;3.8;
772;Geslacht totaal;0;Buitenland totaal;Alkmaar en omgeving (CR);31 december 1998;;;;;;;;
773;Geslacht totaal;0;Buitenland totaal;Alkmaar en omgeving (CR);31 december 2000;0.2;;0.2;;0.2;;0.2;
774;Geslacht totaal;0;Buitenland totaal;Alkmaar en omgeving (CR);30 september 2004;0.7;;0.7;;0.7;;0.7;
775;Geslacht totaal;0;Buitenland totaal;Alkmaar en omgeving (CR);30 september 2005;0.7;;0.7;;0.7;;0.7;
776;Geslacht totaal;0;Buitenland totaal;IJmond (CR);31 december 1998;;;;;;;;
777;Geslacht totaal;0;Buitenland totaal;IJmond (CR);31 december 2000;0.3;;0.3;;0.3;;0.3;
778;Geslacht totaal;0;Buitenland totaal;IJmond (CR);30 september 2004;0.5;;0.5;;0.5;;0.5;
779;Geslacht totaal;0;Buitenland totaal;IJmond (CR);30 september 2005;0.6;;0.6;;0.6;;0.6;
780;Geslacht totaal;0;Buitenland totaal;Agglomeratie Haarlem (CR);31 december 1998;;;;;;;;
781;Geslacht totaal;0;Buitenland totaal;Agglomeratie Haarlem (CR);31 december 2000;0.3;;0.3;;0.3;;0.3;
782;Geslacht totaal;0;Buitenland totaal;Agglomeratie Haarlem (CR);30 september 2004;0.6;;0.6;;0.6;;0.6;
783;Geslacht totaal;0;Buitenland totaal;Agglomeratie Haarlem (CR);30 september 2005;0.8;;0.8;;0.8;;0.8;
784;Geslacht totaal;0;Buitenland totaal;Zaanstreek (CR);31 december 1998;;;;;;;;
785;Geslacht totaal;0;Buitenland totaal;Zaanstreek (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;
786;Geslacht totaal;0;Buitenland totaal;Zaanstreek (CR);30 september 2004;0.4;;0.4;;0.4;;0.4;
787;Geslacht totaal;0;Buitenland totaal;Zaanstreek (CR);30 september 2005;0.4;;0.4;;0.4;;0.4;
788;Geslacht totaal;0;Buitenland totaal;Groot-Amsterdam (CR);31 december 1998;;;;;;;;
789;Geslacht totaal;0;Buitenland totaal;Groot-Amsterdam (CR);31 december 2000;13.8;;13.8;;13.8;;13.8;
790;Geslacht totaal;0;Buitenland totaal;Groot-Amsterdam (CR);30 september 2004;14.9;;14.9;;14.9;;14.9;
791;Geslacht totaal;0;Buitenland totaal;Groot-Amsterdam (CR);30 september 2005;16.0;;16.0;;16.0;;16.0;
792;Geslacht totaal;0;Buitenland totaal;Het Gooi en Vechtstreek (CR);31 december 1998;;;;;;;;
793;Geslacht totaal;0;Buitenland totaal;Het Gooi en Vechtstreek (CR);31 december 2000;0.8;;0.8;;0.8;;0.8;
794;Geslacht totaal;0;Buitenland totaal;Het Gooi en Vechtstreek (CR);30 september 2004;1.1;;1.1;;1.1;;1.1;
795;Geslacht totaal;0;Buitenland totaal;Het Gooi en Vechtstreek (CR);30 september 2005;1.1;;1.1;;1.1;;1.1;
796;Geslacht totaal;0;Buitenland totaal;Aggl. Leiden en Bollenstreek (CR);31 december 1998;;;;;;;;
797;Geslacht totaal;0;Buitenland totaal;Aggl. Leiden en Bollenstreek (CR);31 december 2000;1.5;;1.5;;1.5;;1.5;
798;Geslacht totaal;0;Buitenland totaal;Aggl. Leiden en Bollenstreek (CR);30 september 2004;2.7;;2.7;;2.7;;2.7;
799;Geslacht totaal;0;Buitenland totaal;Aggl. Leiden en Bollenstreek (CR);30 september 2005;2.7;;2.7;;2.7;;2.7;
800;Geslacht totaal;0;Buitenland totaal;Agglomeratie 's-Gravenhage (CR);31 december 1998;;;;;;;;
801;Geslacht totaal;0;Buitenland totaal;Agglomeratie 's-Gravenhage (CR);31 december 2000;10.0;;10.0;;10.0;;10.0;
802;Geslacht totaal;0;Buitenland totaal;Agglomeratie 's-Gravenhage (CR);30 september 2004;7.2;;7.2;;7.2;;7.2;
803;Geslacht totaal;0;Buitenland totaal;Agglomeratie 's-Gravenhage (CR);30 september 2005;8.1;;8.1;;8.1;;8.1;
804;Geslacht totaal;0;Buitenland totaal;Delft en Westland (CR);31 december 1998;;;;;;;;
805;Geslacht totaal;0;Buitenland totaal;Delft en Westland (CR);31 december 2000;0.7;;0.7;;0.7;;0.7;
806;Geslacht totaal;0;Buitenland totaal;Delft en Westland (CR);30 september 2004;2.3;;2.3;;2.3;;2.3;
807;Geslacht totaal;0;Buitenland totaal;Delft en Westland (CR);30 september 2005;4.7;;4.7;;4.7;;4.7;
808;Geslacht totaal;0;Buitenland totaal;Oost-Zuid-Holland (CR);31 december 1998;;;;;;;;
809;Geslacht totaal;0;Buitenland totaal;Oost-Zuid-Holland (CR);31 december 2000;1.0;;1.0;;1.0;;1.0;
810;Geslacht totaal;0;Buitenland totaal;Oost-Zuid-Holland (CR);30 september 2004;1.6;;1.6;;1.6;;1.6;
811;Geslacht totaal;0;Buitenland totaal;Oost-Zuid-Holland (CR);30 september 2005;1.4;;1.4;;1.4;;1.4;
812;Geslacht totaal;0;Buitenland totaal;Groot-Rijnmond (CR);31 december 1998;;;;;;;;
813;Geslacht totaal;0;Buitenland totaal;Groot-Rijnmond (CR);31 december 2000;5.0;;5.0;;5.0;;5.0;
814;Geslacht totaal;0;Buitenland totaal;Groot-Rijnmond (CR);30 september 2004;9.8;;9.8;;9.8;;9.8;
815;Geslacht totaal;0;Buitenland totaal;Groot-Rijnmond (CR);30 september 2005;10.9;;10.9;;10.9;;10.9;
816;Geslacht totaal;0;Buitenland totaal;Zuidoost-Zuid-Holland (CR);31 december 1998;;;;;;;;
817;Geslacht totaal;0;Buitenland totaal;Zuidoost-Zuid-Holland (CR);31 december 2000;1.2;;1.2;;1.2;;1.2;
818;Geslacht totaal;0;Buitenland totaal;Zuidoost-Zuid-Holland (CR);30 september 2004;2.3;;2.3;;2.3;;2.3;
819;Geslacht totaal;0;Buitenland totaal;Zuidoost-Zuid-Holland (CR);30 september 2005;2.2;;2.2;;2.2;;2.2;
820;Geslacht totaal;0;Buitenland totaal;Zeeuwsch-Vlaanderen (CR);31 december 1998;;;;;;;;
821;Geslacht totaal;0;Buitenland totaal;Zeeuwsch-Vlaanderen (CR);31 december 2000;1.9;;1.9;;1.9;;1.9;
822;Geslacht totaal;0;Buitenland totaal;Zeeuwsch-Vlaanderen (CR);30 september 2004;3.0;;3.0;;3.0;;3.0;
823;Geslacht totaal;0;Buitenland totaal;Zeeuwsch-Vlaanderen (CR);30 september 2005;2.5;;2.5;;2.5;;2.5;
824;Geslacht totaal;0;Buitenland totaal;Overig Zeeland (CR);31 december 1998;;;;;;;;
825;Geslacht totaal;0;Buitenland totaal;Overig Zeeland (CR);31 december 2000;0.4;;0.4;;0.4;;0.4;
826;Geslacht totaal;0;Buitenland totaal;Overig Zeeland (CR);30 september 2004;2.4;;2.4;;2.4;;2.4;
827;Geslacht totaal;0;Buitenland totaal;Overig Zeeland (CR);30 september 2005;2.2;;2.2;;2.2;;2.2;
828;Geslacht totaal;0;Buitenland totaal;West-Noord-Brabant (CR);31 december 1998;;;;;;;;
829;Geslacht totaal;0;Buitenland totaal;West-Noord-Brabant (CR);31 december 2000;3.8;;3.8;;3.8;;3.8;
830;Geslacht totaal;0;Buitenland totaal;West-Noord-Brabant (CR);30 september 2004;8.4;;8.4;;8.4;;8.4;
831;Geslacht totaal;0;Buitenland totaal;West-Noord-Brabant (CR);30 september 2005;8.3;;8.3;;8.3;;8.3;
832;Geslacht totaal;0;Buitenland totaal;Midden-Noord-Brabant (CR);31 december 1998;;;;;;;;
833;Geslacht totaal;0;Buitenland totaal;Midden-Noord-Brabant (CR);31 december 2000;2.9;;2.9;;2.9;;2.9;
834;Geslacht totaal;0;Buitenland totaal;Midden-Noord-Brabant (CR);30 september 2004;4.8;;4.8;;4.8;;4.8;
835;Geslacht totaal;0;Buitenland totaal;Midden-Noord-Brabant (CR);30 september 2005;5.5;;5.5;;5.5;;5.5;
836;Geslacht totaal;0;Buitenland totaal;Noordoost-Noord-Brabant (CR);31 december 1998;;;;;;;;
837;Geslacht totaal;0;Buitenland totaal;Noordoost-Noord-Brabant (CR);31 december 2000;3.2;;3.2;;3.2;;3.2;
838;Geslacht totaal;0;Buitenland totaal;Noordoost-Noord-Brabant (CR);30 september 2004;8.2;;8.2;;8.2;;8.2;
839;Geslacht totaal;0;Buitenland totaal;Noordoost-Noord-Brabant (CR);30 september 2005;8.0;;8.0;;8.0;;8.0;
840;Geslacht totaal;0;Buitenland totaal;Zuidoost-Noord-Brabant (CR);31 december 1998;;;;;;;;
841;Geslacht totaal;0;Buitenland totaal;Zuidoost-Noord-Brabant (CR);31 december 2000;7.5;;7.5;;7.5;;7.5;
842;Geslacht totaal;0;Buitenland totaal;Zuidoost-Noord-Brabant (CR);30 september 2004;12.5;;12.5;;12.5;;12.5;
843;Geslacht totaal;0;Buitenland totaal;Zuidoost-Noord-Brabant (CR);30 september 2005;13.0;;13.0;;13.0;;13.0;
844;Geslacht totaal;0;Buitenland totaal;Noord-Limburg (CR);31 december 1998;;;;;;;;
845;Geslacht totaal;0;Buitenland totaal;Noord-Limburg (CR);31 december 2000;2.4;;2.4;;2.4;;2.4;
846;Geslacht totaal;0;Buitenland totaal;Noord-Limburg (CR);30 september 2004;8.5;;8.5;;8.5;;8.5;
847;Geslacht totaal;0;Buitenland totaal;Noord-Limburg (CR);30 september 2005;8.4;;8.4;;8.4;;8.4;
848;Geslacht totaal;0;Buitenland totaal;Midden-Limburg (CR);31 december 1998;;;;;;;;
849;Geslacht totaal;0;Buitenland totaal;Midden-Limburg (CR);31 december 2000;2.4;;2.4;;2.4;;2.4;
850;Geslacht totaal;0;Buitenland totaal;Midden-Limburg (CR);30 september 2004;4.4;;4.4;;4.4;;4.4;
851;Geslacht totaal;0;Buitenland totaal;Midden-Limburg (CR);30 september 2005;4.5;;4.5;;4.5;;4.5;
852;Geslacht totaal;0;Buitenland totaal;Zuid-Limburg (CR);31 december 1998;;;;;;;;
853;Geslacht totaal;0;Buitenland totaal;Zuid-Limburg (CR);31 december 2000;9.9;;9.9;;9.9;;9.9;
