ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
463;Totaal mannen en vrouwen;60 tot 70 jaar;1969;194;29;109;48;8;84;38;;38;10;24;0;83;34;1;22;54;18.8;29.6;14.4;30.1;43.2
464;Totaal mannen en vrouwen;60 tot 70 jaar;1970;201;26;121;51;3;76;42;;54;8;21;0;85;36;5;19;56;19.2;26.3;15.8;31.3;15.5
465;Totaal mannen en vrouwen;60 tot 70 jaar;1971;196;28;104;55;9;76;47;;46;8;19;0;103;33;3;15;42;18.5;28.3;13.4;33.1;44.4
466;Totaal mannen en vrouwen;60 tot 70 jaar;1972;212;17;135;46;14;87;46;;46;9;24;0;105;35;3;20;49;19.8;17.2;17.2;27.2;64.6
467;Totaal mannen en vrouwen;60 tot 70 jaar;1973;200;29;117;45;9;74;44;;48;9;25;0;113;12;3;17;55;18.4;29.5;14.8;26.2;38.1
468;Totaal mannen en vrouwen;60 tot 70 jaar;1974;219;27;129;49;14;86;45;;62;9;17;0;116;23;7;19;54;19.9;27.6;16.1;28.2;54.5
469;Totaal mannen en vrouwen;60 tot 70 jaar;1975;176;22;97;43;14;67;40;;41;11;17;0;85;18;4;15;54;15.9;22.7;12.0;24.6;49.1
470;Totaal mannen en vrouwen;60 tot 70 jaar;1976;188;25;99;50;14;72;28;;56;14;16;2;87;21;1;7;72;16.8;26.2;12.2;28.4;44.9
471;Totaal mannen en vrouwen;60 tot 70 jaar;1977;189;32;97;41;19;81;35;;52;11;10;0;82;21;0;13;73;16.9;34.1;11.9;23.1;57.6
472;Totaal mannen en vrouwen;60 tot 70 jaar;1978;240;28;135;60;17;85;45;;63;13;34;0;96;31;3;21;89;21.4;30.5;16.5;33.7;49.3
473;Totaal mannen en vrouwen;60 tot 70 jaar;1979;229;34;113;70;12;90;30;14.0;65;16;14;0;82;39;1;25;82;20.4;38.0;13.8;39.3;33.5
474;Totaal mannen en vrouwen;60 tot 70 jaar;1980;231;26;134;50;21;99;41;14.0;50;12;15;0;104;21;6;20;80;20.4;29.5;16.1;27.8;55.9
475;Totaal mannen en vrouwen;60 tot 70 jaar;1981;230;30;133;50;17;85;40;8.0;61;13;23;0;100;38;2;19;71;19.8;34.2;15.7;27.4;42.4
476;Totaal mannen en vrouwen;60 tot 70 jaar;1982;244;31;123;65;25;94;38;23.0;51;13;25;0;110;28;5;22;79;20.7;35.7;14.2;35.3;58.0
477;Totaal mannen en vrouwen;60 tot 70 jaar;1983;252;38;145;52;17;102;35;15.0;54;18;28;0;120;19;19;16;78;21.1;44.1;16.5;28.1;36.6
478;Totaal mannen en vrouwen;60 tot 70 jaar;1984;258;30;138;72;18;97;37;14.0;65;18;26;1;108;17;15;16;102;21.3;34.9;15.5;38.8;36.4
479;Totaal mannen en vrouwen;60 tot 70 jaar;1985;233;28;129;54;22;107;34;13.0;38;19;22;0;103;21;12;14;83;19.0;32.6;14.3;28.9;42.1
480;Totaal mannen en vrouwen;60 tot 70 jaar;1986;229;36;128;39;26;100;32;11.0;38;15;32;1;86;18;16;9;100;18.5;42.0;14.1;20.8;47.2
481;Totaal mannen en vrouwen;60 tot 70 jaar;1987;227;31;109;58;29;90;34;10.0;42;13;36;2;78;21;8;16;104;18.1;36.2;11.8;30.7;50.1
482;Totaal mannen en vrouwen;60 tot 70 jaar;1988;200;15;111;49;25;72;21;14.0;50;17;26;0;71;13;19;8;89;15.7;17.4;11.9;25.7;41.0
483;Totaal mannen en vrouwen;60 tot 70 jaar;1989;220;31;101;56;32;90;32;17.0;39;16;26;0;100;23;10;20;67;17.1;35.7;10.7;29.1;49.5
484;Totaal mannen en vrouwen;60 tot 70 jaar;1990;179;26;81;39;33;77;20;7.0;40;18;17;0;87;22;10;17;43;13.8;29.8;8.5;20.3;48.3
485;Totaal mannen en vrouwen;60 tot 70 jaar;1991;202;24;91;51;36;76;23;14.0;39;14;36;0;92;21;8;19;62;15.5;27.5;9.5;27.0;50.4
486;Totaal mannen en vrouwen;60 tot 70 jaar;1992;190;30;85;39;36;63;27;14.0;46;19;21;0;98;20;5;20;47;14.5;34.5;8.8;20.9;48.3
487;Totaal mannen en vrouwen;60 tot 70 jaar;1993;177;25;82;34;36;74;26;13.0;24;12;28;0;101;14;9;13;40;13.5;29.0;8.5;18.5;46.1
488;Totaal mannen en vrouwen;60 tot 70 jaar;1994;183;24;96;31;32;78;37;12.0;24;9;22;1;91;16;12;12;52;13.9;28.1;9.9;17.3;39.0
489;Totaal mannen en vrouwen;60 tot 70 jaar;1995;174;32;77;32;33;71;34;10.0;24;11;24;0;68;28;12;20;46;13.2;37.8;7.9;18.2;38.1
490;Totaal mannen en vrouwen;60 tot 70 jaar;1996;158;24;76;33;25;64;22;14.0;22;9;23;4;66;33;8;20;31;11.9;28.7;7.8;19.1;27.3
491;Totaal mannen en vrouwen;60 tot 70 jaar;1997;181;18;93;38;32;77;33;13.0;25;14;15;4;75;21;13;17;55;13.6;21.7;9.5;22.3;33.1
492;Totaal mannen en vrouwen;60 tot 70 jaar;1998;162;21;70;37;34;68;27;13.0;20;13;19;2;74;16;11;19;42;12.1;25.5;7.1;22.4;32.7
493;Totaal mannen en vrouwen;60 tot 70 jaar;1999;182;26;79;33;44;87;22;11.0;31;8;21;2;84;16;8;20;54;13.4;31.9;7.9;20.3;39.8
494;Totaal mannen en vrouwen;60 tot 70 jaar;2000;169;24;88;26;31;69;29;17.0;30;10;14;0;63;28;8;19;51;12.3;29.6;8.6;16.1;26.8
495;Totaal mannen en vrouwen;60 tot 70 jaar;2001;157;24;66;28;39;64;21;8.0;28;14;20;2;71;18;8;20;40;11.3;29.8;6.4;17.7;31.9
496;Totaal mannen en vrouwen;60 tot 70 jaar;2002;174;25;92;16;41;64;34;12.0;25;12;25;2;89;13;13;13;46;12.3;31.1;8.8;10.3;31.7
497;Totaal mannen en vrouwen;60 tot 70 jaar;2003;171;29;76;20;46;71;23;13.0;23;19;19;3;85;14;12;17;43;11.9;35.8;7.1;13.1;33.7
498;Totaal mannen en vrouwen;60 tot 70 jaar;2004;165;23;75;27;40;78;28;10.0;18;15;14;2;77;19;13;24;32;11.1;27.8;6.8;17.9;27.6
499;Totaal mannen en vrouwen;60 tot 70 jaar;2005;162;24;66;24;48;70;29;11.0;26;14;12;0;71;14;15;16;46;10.7;28.4;5.8;16.0;31.4
500;Totaal mannen en vrouwen;60 tot 70 jaar;2006;177;26;79;30;42;75;30;14.0;17;23;18;0;88;35;14;17;23;11.2;29.2;6.7;20.0;25.6
501;Totaal mannen en vrouwen;60 tot 70 jaar;2007;195;27;88;25;55;79;40;16.0;19;23;16;2;91;26;16;30;32;11.6;28.0;7.0;16.5;30.6
502;Totaal mannen en vrouwen;60 tot 70 jaar;2008;198;32;92;24;50;91;41;18.0;22;10;16;0;111;20;19;14;34;11.3;30.9;7.1;15.7;25.8
503;Totaal mannen en vrouwen;60 tot 70 jaar;2009;191;33;76;19;63;82;30;15.0;19;16;27;2;100;21;16;19;35;10.5;30.2;5.6;12.4;30.3
504;Totaal mannen en vrouwen;60 tot 70 jaar;2010;240;40;111;27;62;94;43;21.0;26;24;30;2;107;18;12;22;81;12.8;34.6;8.0;17.6;28.0
505;Totaal mannen en vrouwen;60 tot 70 jaar;2011;216;36;94;23;63;84;43;27.0;27;14;21;0;122;14;8;24;48;11.3;29.1;6.7;15.0;27.1
506;Totaal mannen en vrouwen;60 tot 70 jaar;2012;249;50;111;31;57;102;46;19.0;39;20;23;0;132;21;7;30;59;12.6;37.5;7.7;20.2;23.3
507;Totaal mannen en vrouwen;60 tot 70 jaar;2013;295;58;131;31;75;141;48;19.0;31;18;36;2;121;27;16;19;112;14.7;40.4;9.0;20.2;29.2
508;Totaal mannen en vrouwen;60 tot 70 jaar;2014;253;44;124;27;58;104;52;21.0;18;24;34;0;117;22;14;31;69;12.4;28.4;8.4;17.8;21.6
509;Totaal mannen en vrouwen;60 tot 70 jaar;2015;312;53;117;39;103;139;60;28.0;25;19;39;2;166;25;17;27;77;15.0;31.8;7.9;25.8;36.8
510;Totaal mannen en vrouwen;60 tot 70 jaar;2016;337;74;134;27;102;152;76;24.0;25;31;28;1;193;38;18;20;68;16.1;41.5;9.1;18.3;35.3
511;Totaal mannen en vrouwen;60 tot 70 jaar;2017;326;78;119;38;91;147;66;19.0;35;23;34;2;181;40;19;30;56;15.7;41.1;8.2;27.0;30.8
512;Totaal mannen en vrouwen;60 tot 70 jaar;2018;299;67;117;35;80;136;66;21.0;27;26;21;2;183;35;19;23;39;14.3;33.1;8.1;25.8;26.3
513;Totaal mannen en vrouwen;60 tot 70 jaar;2019;320;79;130;37;74;141;74;27.0;13;22;43;0;178;43;15;35;49;15.2;36.3;9.0;28.0;23.6
514;Totaal mannen en vrouwen;60 tot 70 jaar;2020;284;78;105;29;72;125;57;15.0;15;18;54;0;167;23;9;24;61;13.3;33.4;7.3;22.4;22.2
515;Totaal mannen en vrouwen;60 tot 70 jaar;2021;305;84;115;23;83;133;58;23.0;19;19;52;1;158;29;11;45;62;14.1;33.6;8.0;18.0;24.8
516;Totaal mannen en vrouwen;60 tot 70 jaar;2022;339;105;129;27;78;154;65;26.0;21;33;38;2;203;26;21;24;65;15.5;39.1;8.9;21.4;22.6
517;Totaal mannen en vrouwen;60 tot 70 jaar;2023;309;71;134;24;80;151;56;26.0;19;18;37;2;187;32;14;23;53;13.9;24.6;9.2;19.4;22.5
518;Totaal mannen en vrouwen;70 tot 80 jaar;1950;79;12;25;38;4;31;4;;18;2;24;0;28;11;0;11;29;21.0;28.3;13.4;26.5;105.4
519;Totaal mannen en vrouwen;70 tot 80 jaar;1951;87;13;25;49;0;39;1;;21;2;22;2;0;0;0;0;87;22.4;29.7;12.9;33.4;0.0
520;Totaal mannen en vrouwen;70 tot 80 jaar;1952;90;15;31;40;4;44;0;;22;2;20;2;0;0;0;0;90;22.5;33.3;15.5;26.7;92.3
521;Totaal mannen en vrouwen;70 tot 80 jaar;1953;113;10;46;56;1;50;3;;27;2;28;3;0;0;0;0;113;27.6;21.7;22.2;36.8;21.7
522;Totaal mannen en vrouwen;70 tot 80 jaar;1954;92;18;34;39;1;39;4;;20;3;25;1;0;0;0;0;92;21.9;38.2;15.9;25.3;20.4
523;Totaal mannen en vrouwen;70 tot 80 jaar;1955;99;16;41;42;0;37;9;;25;3;24;1;43;13;0;11;32;22.9;33.3;18.5;26.8;0.0
524;Totaal mannen en vrouwen;70 tot 80 jaar;1956;119;19;56;43;1;48;2;;32;3;34;0;0;0;0;0;119;26.9;38.7;24.5;27.0;18.0
525;Totaal mannen en vrouwen;70 tot 80 jaar;1957;107;11;41;54;1;33;5;;23;3;36;7;40;19;0;9;39;23.6;22.0;17.4;33.5;17.0
526;Totaal mannen en vrouwen;70 tot 80 jaar;1958;144;20;48;72;4;55;2;;40;4;37;6;0;0;0;0;144;30.9;39.3;19.6;43.9;64.7
527;Totaal mannen en vrouwen;70 tot 80 jaar;1959;112;8;51;49;4;38;4;;29;5;35;1;0;0;0;0;112;23.4;15.4;20.2;29.4;62.4
528;Totaal mannen en vrouwen;70 tot 80 jaar;1960;98;12;25;57;4;25;3;;27;4;37;2;0;0;0;0;98;20.0;23.0;9.6;33.7;62.0
529;Totaal mannen en vrouwen;70 tot 80 jaar;1961;117;19;39;56;3;42;5;;36;5;29;0;0;0;0;0;117;23.3;36.1;14.4;32.5;46.1
530;Totaal mannen en vrouwen;70 tot 80 jaar;1962;127;11;47;65;4;48;4;;31;4;36;4;48;26;1;16;36;24.7;20.6;16.8;37.1;58.9
531;Totaal mannen en vrouwen;70 tot 80 jaar;1963;111;18;41;50;2;51;7;;17;3;33;0;0;0;0;0;111;21.0;33.4;14.2;28.0;28.1
532;Totaal mannen en vrouwen;70 tot 80 jaar;1964;112;16;36;55;5;49;9;;21;4;25;4;0;0;0;0;112;20.7;29.2;12.1;30.1;67.6
533;Totaal mannen en vrouwen;70 tot 80 jaar;1965;136;15;54;65;2;54;13;;38;5;26;0;56;20;4;19;37;24.5;27.0;17.7;34.8;26.0
534;Totaal mannen en vrouwen;70 tot 80 jaar;1966;103;12;42;48;1;44;12;;22;7;15;3;0;0;0;0;103;18.1;21.3;13.4;25.1;12.4
535;Totaal mannen en vrouwen;70 tot 80 jaar;1967;104;8;47;49;0;43;11;;30;7;10;3;36;16;0;18;34;17.8;14.0;14.6;25.0;0.0
536;Totaal mannen en vrouwen;70 tot 80 jaar;1968;122;11;49;59;3;57;15;;37;3;7;3;0;0;0;0;122;20.4;19.0;14.9;29.4;34.0
537;Totaal mannen en vrouwen;70 tot 80 jaar;1969;93;17;39;33;4;38;16;;24;5;10;0;35;20;2;6;30;15.3;28.9;11.7;16.0;43.0
538;Totaal mannen en vrouwen;70 tot 80 jaar;1970;133;13;48;67;5;67;15;;36;8;7;0;63;20;2;18;30;21.4;21.7;14.1;31.7;51.4
539;Totaal mannen en vrouwen;70 tot 80 jaar;1971;161;15;63;74;9;61;34;;42;11;13;0;66;35;0;19;41;25.4;24.5;18.2;34.2;87.7
540;Totaal mannen en vrouwen;70 tot 80 jaar;1972;126;15;50;59;2;48;19;;39;5;15;0;44;22;3;17;40;19.4;24.0;14.2;26.5;18.2
541;Totaal mannen en vrouwen;70 tot 80 jaar;1973;114;13;49;43;9;36;20;;35;13;10;0;59;14;0;8;33;17.2;20.3;13.7;18.9;76.9
542;Totaal mannen en vrouwen;70 tot 80 jaar;1974;145;17;72;53;3;58;17;;48;10;12;0;68;19;2;14;42;21.4;25.9;19.6;22.7;24.1
543;Totaal mannen en vrouwen;70 tot 80 jaar;1975;143;20;53;63;7;59;19;;34;15;16;0;52;26;0;19;46;20.6;29.8;14.1;26.5;50.1
544;Totaal mannen en vrouwen;70 tot 80 jaar;1976;166;19;74;65;8;78;20;;40;11;17;0;63;33;5;8;57;23.4;27.6;19.3;26.9;51.7
545;Totaal mannen en vrouwen;70 tot 80 jaar;1977;134;17;48;64;5;55;21;;34;9;15;0;51;24;0;13;46;18.5;24.2;12.3;25.9;30.3
546;Totaal mannen en vrouwen;70 tot 80 jaar;1978;138;19;52;63;4;42;17;;49;18;12;0;46;27;0;10;55;18.7;26.6;13.1;25.0;22.7
547;Totaal mannen en vrouwen;70 tot 80 jaar;1979;178;16;67;79;16;72;23;5.0;56;13;9;0;60;22;0;16;80;23.6;22.1;16.5;30.6;85.8
548;Totaal mannen en vrouwen;70 tot 80 jaar;1980;146;14;54;72;6;60;21;8.0;39;8;10;0;67;24;3;5;47;19.0;19.1;13.1;27.3;30.4
549;Totaal mannen en vrouwen;70 tot 80 jaar;1981;158;24;53;73;8;64;25;6.0;41;14;8;0;59;33;2;8;56;20.2;32.6;12.6;27.3;38.3
550;Totaal mannen en vrouwen;70 tot 80 jaar;1982;167;18;69;66;14;61;26;10.0;37;17;16;0;77;25;2;9;54;21.1;24.5;16.2;24.4;63.3
551;Totaal mannen en vrouwen;70 tot 80 jaar;1983;212;23;96;84;9;70;39;7.0;57;20;19;0;110;17;4;20;61;26.3;31.3;22.1;30.6;38.0
552;Totaal mannen en vrouwen;70 tot 80 jaar;1984;204;19;87;83;15;74;34;11.0;50;13;21;1;90;17;6;13;78;24.9;26.0;19.7;29.8;59.3
553;Totaal mannen en vrouwen;70 tot 80 jaar;1985;163;15;75;64;9;60;24;8.0;48;14;9;0;51;19;13;9;71;19.7;20.7;16.7;22.8;33.4
554;Totaal mannen en vrouwen;70 tot 80 jaar;1986;169;21;65;74;9;67;22;7.0;46;15;12;0;50;18;7;6;88;20.2;29.5;14.4;26.1;31.9
555;Totaal mannen en vrouwen;70 tot 80 jaar;1987;185;25;83;70;7;82;24;16.0;36;11;16;0;49;20;3;9;104;22.0;35.7;18.2;24.5;24.0
556;Totaal mannen en vrouwen;70 tot 80 jaar;1988;161;22;58;67;14;58;21;7.0;41;19;15;0;48;20;4;6;83;19.0;32.1;12.6;23.4;46.5
557;Totaal mannen en vrouwen;70 tot 80 jaar;1989;138;19;52;60;7;53;17;6.0;40;11;11;0;58;17;10;16;37;16.3;28.4;11.2;20.9;22.5
558;Totaal mannen en vrouwen;70 tot 80 jaar;1990;135;12;47;69;7;51;18;6.0;40;11;9;0;52;20;7;13;43;15.7;18.3;10.0;23.8;21.5
559;Totaal mannen en vrouwen;70 tot 80 jaar;1991;153;17;60;65;11;49;24;8.0;35;11;26;0;70;32;6;11;34;17.3;26.0;12.3;22.0;32.0
560;Totaal mannen en vrouwen;70 tot 80 jaar;1992;163;27;64;59;13;67;22;12.0;35;16;11;0;83;15;4;10;51;18.1;41.4;12.8;19.8;35.9
561;Totaal mannen en vrouwen;70 tot 80 jaar;1993;163;18;68;60;17;62;25;14.0;33;17;12;0;87;11;5;13;47;17.8;27.7;13.3;19.9;44.6
562;Totaal mannen en vrouwen;70 tot 80 jaar;1994;136;15;61;49;11;57;22;9.0;20;12;16;0;64;23;5;9;35;14.6;23.2;11.6;16.2;27.5
563;Totaal mannen en vrouwen;70 tot 80 jaar;1995;125;10;62;44;9;66;13;3.0;21;9;13;0;44;26;9;13;33;13.2;15.5;11.6;14.5;21.5
564;Totaal mannen en vrouwen;70 tot 80 jaar;1996;155;18;61;59;17;68;27;8.0;27;13;11;1;54;33;7;23;38;16.2;28.0;11.2;19.3;38.9
565;Totaal mannen en vrouwen;70 tot 80 jaar;1997;125;12;53;45;15;48;24;7.0;22;13;11;0;49;18;4;22;32;12.9;18.7;9.6;14.6;32.9
566;Totaal mannen en vrouwen;70 tot 80 jaar;1998;130;17;50;45;18;42;23;3.0;34;12;14;2;58;25;5;10;32;13.2;26.4;8.9;14.7;35.2
567;Totaal mannen en vrouwen;70 tot 80 jaar;1999;116;15;49;40;12;45;18;5.0;23;11;12;2;54;11;4;11;36;11.6;23.2;8.5;13.0;22.5
568;Totaal mannen en vrouwen;70 tot 80 jaar;2000;124;16;52;48;8;57;15;7.0;23;9;13;0;47;20;5;13;39;12.3;24.7;8.9;15.5;15.3
569;Totaal mannen en vrouwen;70 tot 80 jaar;2001;121;13;46;46;16;51;21;7.0;17;14;11;0;42;26;8;11;34;11.9;20.2;7.8;15.0;29.2
570;Totaal mannen en vrouwen;70 tot 80 jaar;2002;132;17;54;48;13;56;24;9.0;15;9;16;3;47;31;6;15;33;12.9;26.7;9.0;15.9;22.7
571;Totaal mannen en vrouwen;70 tot 80 jaar;2003;125;9;51;47;18;46;21;7.0;21;17;11;2;57;20;3;17;28;12.2;14.3;8.4;15.8;30.1
572;Totaal mannen en vrouwen;70 tot 80 jaar;2004;100;16;48;25;11;46;18;7.0;17;8;4;0;46;24;4;16;10;9.7;25.9;7.8;8.6;17.5
573;Totaal mannen en vrouwen;70 tot 80 jaar;2005;115;12;49;42;12;56;18;9.0;16;8;7;1;38;26;9;16;26;11.0;19.6;7.8;14.6;18.2
574;Totaal mannen en vrouwen;70 tot 80 jaar;2006;116;14;43;36;23;54;18;2.0;21;12;9;0;43;24;7;16;26;11.0;23.2;6.7;12.7;33.0
575;Totaal mannen en vrouwen;70 tot 80 jaar;2007;99;11;36;39;13;40;22;5.0;15;7;9;1;51;20;3;11;14;9.3;18.4;5.5;14.0;17.6
576;Totaal mannen en vrouwen;70 tot 80 jaar;2008;112;20;52;27;13;44;19;5.0;21;10;11;2;45;23;8;17;19;10.3;33.7;7.7;9.9;16.6
577;Totaal mannen en vrouwen;70 tot 80 jaar;2009;126;22;53;32;19;54;17;8.0;22;7;17;1;57;24;6;10;29;11.4;37.4;7.7;11.9;22.6
578;Totaal mannen en vrouwen;70 tot 80 jaar;2010;109;13;51;32;13;46;14;11.0;20;10;8;0;57;11;3;9;29;9.7;22.3;7.2;12.0;14.4
579;Totaal mannen en vrouwen;70 tot 80 jaar;2011;130;18;61;39;12;56;23;13.0;14;8;16;0;48;23;9;18;32;11.3;30.9;8.4;14.9;12.4
580;Totaal mannen en vrouwen;70 tot 80 jaar;2012;127;13;55;37;22;48;20;7.0;27;11;14;0;65;15;5;9;33;10.9;22.4;7.3;14.3;21.5
581;Totaal mannen en vrouwen;70 tot 80 jaar;2013;143;11;65;39;28;58;29;8.0;17;12;17;2;62;21;2;13;45;11.9;18.8;8.4;15.2;25.6
582;Totaal mannen en vrouwen;70 tot 80 jaar;2014;157;14;70;39;34;56;42;9.0;23;9;18;0;62;28;11;7;49;12.7;23.4;8.7;15.2;29.1
583;Totaal mannen en vrouwen;70 tot 80 jaar;2015;168;18;81;47;22;62;44;14.0;22;14;12;0;72;27;6;19;44;13.2;29.4;9.7;18.4;17.7
584;Totaal mannen en vrouwen;70 tot 80 jaar;2016;186;21;82;46;37;73;41;11.0;26;21;14;0;80;33;10;13;50;13.9;32.6;9.4;17.8;27.4
585;Totaal mannen en vrouwen;70 tot 80 jaar;2017;169;18;64;41;46;53;41;11.0;30;12;22;0;77;34;3;19;36;11.9;25.8;6.8;15.5;30.9
586;Totaal mannen en vrouwen;70 tot 80 jaar;2018;176;19;72;43;42;71;36;11.0;14;15;29;0;92;39;4;15;26;11.8;25.3;7.3;16.0;26.0
587;Totaal mannen en vrouwen;70 tot 80 jaar;2019;180;20;76;46;38;74;35;9.0;23;12;27;0;80;34;11;23;32;11.6;24.8;7.4;16.9;22.0
588;Totaal mannen en vrouwen;70 tot 80 jaar;2020;206;16;101;37;52;80;35;14.0;21;12;44;0;102;36;8;9;51;12.9;18.5;9.6;13.5;28.3
589;Totaal mannen en vrouwen;70 tot 80 jaar;2021;189;25;75;51;38;72;34;8.0;9;16;49;1;94;33;7;13;42;11.6;27.0;7.0;18.3;19.7
590;Totaal mannen en vrouwen;70 tot 80 jaar;2022;216;27;94;52;43;85;39;15.0;26;19;32;0;115;33;9;19;40;12.9;26.8;8.6;18.5;21.2
591;Totaal mannen en vrouwen;70 tot 80 jaar;2023;242;34;104;48;56;95;45;13.0;23;29;33;4;113;48;7;29;45;14.1;31.1;9.4;17.0;26.4
592;Totaal mannen en vrouwen;80 jaar of ouder;1950;25;1;1;23;0;10;0;;10;1;4;0;8;3;1;1;12;24.6;8.8;4.2;34.9;0.0
593;Totaal mannen en vrouwen;80 jaar of ouder;1951;28;1;4;23;0;12;1;;10;1;3;1;0;0;0;0;28;26.4;8.4;15.9;33.7;0.0
594;Totaal mannen en vrouwen;80 jaar of ouder;1952;24;1;6;17;0;13;1;;5;1;3;1;0;0;0;0;24;21.7;8.0;22.7;23.9;0.0
595;Totaal mannen en vrouwen;80 jaar of ouder;1953;37;4;7;25;1;15;1;;14;3;4;0;0;0;0;0;37;31.8;30.2;24.9;33.6;152.4
596;Totaal mannen en vrouwen;80 jaar of ouder;1954;40;3;9;26;2;24;0;;6;2;7;1;0;0;0;0;40;32.7;21.4;30.2;33.5;288.8
597;Totaal mannen en vrouwen;80 jaar of ouder;1955;41;4;6;31;0;20;0;;11;3;7;0;15;4;0;4;18;32.1;27.0;19.1;38.5;0.0
598;Totaal mannen en vrouwen;80 jaar of ouder;1956;34;4;7;23;0;18;2;;8;1;5;0;0;0;0;0;34;25.6;25.6;21.3;27.5;0.0
599;Totaal mannen en vrouwen;80 jaar of ouder;1957;33;2;5;26;0;18;1;;6;2;6;0;8;9;0;2;14;23.8;12.2;14.4;29.9;0.0
600;Totaal mannen en vrouwen;80 jaar of ouder;1958;32;2;10;20;0;16;1;;6;1;7;1;0;0;0;0;32;22.1;11.6;27.3;22.2;0.0
601;Totaal mannen en vrouwen;80 jaar of ouder;1959;54;6;6;42;0;23;2;;14;1;14;0;0;0;0;0;54;35.7;33.1;15.7;44.7;0.0
602;Totaal mannen en vrouwen;80 jaar of ouder;1960;45;6;8;29;2;19;1;;16;0;9;0;0;0;0;0;45;28.5;33.2;19.6;29.7;165.2
603;Totaal mannen en vrouwen;80 jaar of ouder;1961;42;1;9;31;1;19;0;;10;2;11;0;0;0;0;0;42;25.6;5.6;20.7;30.6;64.7
604;Totaal mannen en vrouwen;80 jaar of ouder;1962;42;5;10;27;0;20;0;;11;2;9;0;11;7;0;8;16;24.7;27.0;22.1;25.8;0.0
605;Totaal mannen en vrouwen;80 jaar of ouder;1963;47;6;9;31;1;21;1;;13;1;11;0;0;0;0;0;47;26.8;31.5;19.3;28.8;62.4
606;Totaal mannen en vrouwen;80 jaar of ouder;1964;51;5;10;36;0;23;2;;12;2;12;0;0;0;0;0;51;28.1;25.3;20.5;32.4;0.0
607;Totaal mannen en vrouwen;80 jaar of ouder;1965;73;8;16;46;3;32;2;;23;3;11;2;34;12;1;6;20;38.5;38.6;31.1;39.8;179.8
608;Totaal mannen en vrouwen;80 jaar of ouder;1966;59;6;14;39;0;29;4;;16;2;7;1;0;0;0;0;59;30.0;27.8;26.1;32.6;0.0
609;Totaal mannen en vrouwen;80 jaar of ouder;1967;50;4;10;36;0;28;3;;11;3;5;0;16;13;1;4;16;24.5;17.9;17.8;29.0;0.0
610;Totaal mannen en vrouwen;80 jaar of ouder;1968;47;1;10;34;2;21;5;;14;4;2;1;0;0;0;0;47;22.2;4.3;17.1;26.4;105.2
611;Totaal mannen en vrouwen;80 jaar of ouder;1969;55;3;10;41;1;32;7;;12;3;1;0;12;6;0;16;21;25.2;12.7;16.6;30.9;50.0
612;Totaal mannen en vrouwen;80 jaar of ouder;1970;65;5;15;44;1;34;8;;17;1;5;0;26;15;0;5;19;28.9;20.7;24.1;32.2;49.2
613;Totaal mannen en vrouwen;80 jaar of ouder;1971;60;8;15;36;1;22;7;;19;8;4;0;15;12;0;6;27;25.9;32.3;23.3;25.6;49.3
614;Totaal mannen en vrouwen;80 jaar of ouder;1972;72;2;20;48;2;31;10;;17;8;6;0;22;12;0;13;25;30.3;8.0;30.4;33.2;96.2
615;Totaal mannen en vrouwen;80 jaar of ouder;1973;54;6;16;30;2;20;13;;15;5;1;0;22;6;2;6;18;22.1;23.4;23.7;20.1;89.1
616;Totaal mannen en vrouwen;80 jaar of ouder;1974;65;5;21;39;0;25;6;;19;12;3;0;22;13;0;5;25;25.6;18.9;30.1;25.1;0.0
617;Totaal mannen en vrouwen;80 jaar of ouder;1975;65;5;11;47;2;26;4;;26;5;4;0;20;16;0;7;22;24.7;18.3;15.0;29.5;56.5
618;Totaal mannen en vrouwen;80 jaar of ouder;1976;70;3;20;46;1;32;6;;21;8;3;0;28;11;0;6;25;25.6;10.7;26.0;28.2;20.9
619;Totaal mannen en vrouwen;80 jaar of ouder;1977;70;8;11;49;2;36;10;;15;5;4;0;21;16;0;3;30;24.6;27.6;13.8;28.8;39.1
620;Totaal mannen en vrouwen;80 jaar of ouder;1978;58;2;11;43;2;27;6;;14;8;3;0;14;13;0;3;28;19.7;6.7;13.3;24.3;36.5
621;Totaal mannen en vrouwen;80 jaar of ouder;1979;58;1;16;41;0;26;4;2.0;5;12;9;0;16;14;1;3;24;19.0;3.2;18.7;22.3;0.0
622;Totaal mannen en vrouwen;80 jaar of ouder;1980;79;7;16;52;4;29;14;1.0;24;8;3;0;22;13;0;9;35;24.9;21.6;18.2;27.3;63.7
623;Totaal mannen en vrouwen;80 jaar of ouder;1981;76;7;12;54;3;31;13;0.0;18;8;6;0;25;12;0;2;37;23.1;20.7;13.2;27.2;44.6
