ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
1477;Vrouwen;Jonger dan 20  jaar;2021;20;20;0;0;0;10;1;7.0;0;1;1;0;15;0;0;1;4;1.1;1.1;0.0;0.0;0.0
1478;Vrouwen;Jonger dan 20  jaar;2022;25;25;0;0;0;16;1;4.0;0;3;1;0;24;0;0;1;0;1.4;1.4;0.0;0.0;0.0
1479;Vrouwen;Jonger dan 20  jaar;2023;18;18;0;0;0;11;1;4.0;0;0;2;0;13;0;1;1;3;1.0;1.0;0.0;0.0;0.0
1480;Vrouwen;20 tot 30 jaar;1950;15;9;6;0;0;3;3;;2;1;5;1;11;0;1;0;3;1.9;2.2;1.6;0.0;0.0
1481;Vrouwen;20 tot 30 jaar;1951;9;5;4;0;0;1;1;;2;1;4;0;0;0;0;0;9;1.1;1.2;1.0;0.0;0.0
1482;Vrouwen;20 tot 30 jaar;1952;14;7;7;0;0;0;3;;2;0;9;0;0;0;0;0;14;1.8;1.8;1.8;0.0;0.0
1483;Vrouwen;20 tot 30 jaar;1953;15;11;4;0;0;0;0;;1;1;11;2;0;0;0;0;15;1.9;2.8;1.0;0.0;0.0
1484;Vrouwen;20 tot 30 jaar;1954;13;11;2;0;0;2;2;;3;0;4;2;0;0;0;0;13;1.7;2.9;0.5;0.0;0.0
1485;Vrouwen;20 tot 30 jaar;1955;15;10;4;0;1;2;2;;4;1;6;0;8;0;1;0;6;1.9;2.7;1.0;0.0;27.5
1486;Vrouwen;20 tot 30 jaar;1956;16;6;9;0;1;3;0;;4;1;8;0;0;0;0;0;16;2.1;1.7;2.2;0.0;28.2
1487;Vrouwen;20 tot 30 jaar;1957;12;5;5;0;2;2;0;;1;0;6;3;3;1;2;0;6;1.6;1.4;1.2;0.0;58.4
1488;Vrouwen;20 tot 30 jaar;1958;19;8;10;0;1;3;2;;6;1;5;2;0;0;0;0;19;2.5;2.4;2.3;0.0;30.3
1489;Vrouwen;20 tot 30 jaar;1959;9;7;2;0;0;0;1;;3;0;5;0;0;0;0;0;9;1.2;2.1;0.5;0.0;0.0
1490;Vrouwen;20 tot 30 jaar;1960;18;11;7;0;0;3;3;;4;0;7;1;0;0;0;0;18;2.3;3.3;1.6;0.0;0.0
1491;Vrouwen;20 tot 30 jaar;1961;22;12;9;0;1;5;2;;6;0;7;2;0;0;0;0;22;2.8;3.7;2.0;0.0;27.4
1492;Vrouwen;20 tot 30 jaar;1962;18;9;9;0;0;5;6;;2;0;4;1;10;1;0;0;7;2.3;2.8;2.0;0.0;0.0
1493;Vrouwen;20 tot 30 jaar;1963;20;9;5;0;6;4;6;;0;2;6;2;0;0;0;0;20;2.5;2.8;1.1;0.0;149.0
1494;Vrouwen;20 tot 30 jaar;1964;24;19;5;0;0;5;6;;1;2;9;1;0;0;0;0;24;2.9;5.9;1.0;0.0;0.0
1495;Vrouwen;20 tot 30 jaar;1965;19;10;9;0;0;3;6;;1;0;6;3;11;0;0;0;8;2.3;3.2;1.8;0.0;0.0
1496;Vrouwen;20 tot 30 jaar;1966;26;17;9;0;0;3;6;;3;1;10;3;0;0;0;0;26;3.0;5.3;1.7;0.0;0.0
1497;Vrouwen;20 tot 30 jaar;1967;17;9;8;0;0;1;6;;2;2;4;2;8;2;2;0;5;1.9;2.7;1.4;0.0;0.0
1498;Vrouwen;20 tot 30 jaar;1968;24;17;6;0;1;3;8;;2;2;6;3;0;0;0;0;24;2.5;5.0;1.0;0.0;15.7
1499;Vrouwen;20 tot 30 jaar;1969;36;18;17;0;1;9;16;;2;3;6;0;15;3;1;1;16;3.6;5.3;2.7;0.0;13.7
1500;Vrouwen;20 tot 30 jaar;1970;41;23;15;0;3;9;21;;4;3;4;0;22;1;2;1;15;4.0;6.8;2.2;0.0;37.8
1501;Vrouwen;20 tot 30 jaar;1971;38;22;13;0;3;7;19;;5;4;3;0;24;0;4;0;10;3.6;6.7;1.8;0.0;34.9
1502;Vrouwen;20 tot 30 jaar;1972;46;27;17;0;2;8;18;;5;7;8;0;32;0;3;0;11;4.3;8.3;2.3;0.0;20.3
1503;Vrouwen;20 tot 30 jaar;1973;62;39;18;0;5;12;22;;5;11;12;0;39;0;2;2;19;5.7;12.0;2.4;0.0;42.6
1504;Vrouwen;20 tot 30 jaar;1974;56;38;15;0;3;12;24;;2;8;10;0;36;0;2;1;17;5.0;11.6;2.0;0.0;21.4
1505;Vrouwen;20 tot 30 jaar;1975;51;34;14;0;3;15;15;;2;9;10;0;25;2;0;2;22;4.5;10.1;1.8;0.0;18.0
1506;Vrouwen;20 tot 30 jaar;1976;64;37;17;0;10;17;20;;5;7;14;1;30;1;1;1;31;5.6;10.5;2.2;0.0;52.1
1507;Vrouwen;20 tot 30 jaar;1977;62;39;21;0;2;15;25;;3;8;11;0;31;3;2;2;24;5.5;10.6;2.8;0.0;9.6
1508;Vrouwen;20 tot 30 jaar;1978;73;47;22;0;4;19;21;;4;12;17;0;40;1;3;3;26;6.5;12.1;3.1;0.0;18.1
1509;Vrouwen;20 tot 30 jaar;1979;75;39;29;0;7;19;17;12.0;3;12;11;1;34;2;5;3;31;6.6;9.3;4.2;0.0;29.7
1510;Vrouwen;20 tot 30 jaar;1980;83;47;28;1;7;23;22;11.0;3;17;7;0;43;1;2;3;34;7.2;10.4;4.1;60.3;27.9
1511;Vrouwen;20 tot 30 jaar;1981;78;45;29;0;4;25;13;15.0;4;13;8;0;43;3;3;0;29;6.7;9.3;4.4;0.0;14.9
1512;Vrouwen;20 tot 30 jaar;1982;79;46;24;2;7;19;11;15.0;6;17;11;0;51;1;1;0;26;6.7;9.0;3.8;133.2;24.8
1513;Vrouwen;20 tot 30 jaar;1983;88;52;30;0;6;25;20;14.0;4;14;11;0;45;1;8;3;31;7.4;9.5;4.9;0.0;20.3
1514;Vrouwen;20 tot 30 jaar;1984;89;60;21;0;8;27;19;18.0;3;14;8;0;45;0;12;2;30;7.4;10.2;3.6;0.0;26.2
1515;Vrouwen;20 tot 30 jaar;1985;79;61;12;2;4;24;18;15.0;3;13;6;0;29;2;10;2;36;6.5;9.8;2.1;148.8;13.0
1516;Vrouwen;20 tot 30 jaar;1986;91;65;17;1;8;23;14;23.0;2;12;17;0;34;4;13;1;39;7.4;9.9;3.2;80.2;26.7
1517;Vrouwen;20 tot 30 jaar;1987;89;65;18;0;6;34;14;13.0;2;10;16;0;32;1;12;6;38;7.2;9.5;3.5;0.0;21.3
1518;Vrouwen;20 tot 30 jaar;1988;68;47;15;1;5;21;12;16.0;0;14;5;0;27;2;7;2;30;5.5;6.6;3.0;89.7;18.9
1519;Vrouwen;20 tot 30 jaar;1989;71;58;9;0;4;21;8;17.0;3;12;10;0;41;1;8;6;15;5.7;7.9;1.8;0.0;15.9
1520;Vrouwen;20 tot 30 jaar;1990;69;54;15;0;0;27;6;14.0;2;14;6;0;46;2;10;4;7;5.5;7.2;3.2;0.0;0.0
1521;Vrouwen;20 tot 30 jaar;1991;76;69;2;0;5;20;14;19.0;2;9;12;0;48;2;8;3;15;6.0;8.9;0.4;0.0;21.6
1522;Vrouwen;20 tot 30 jaar;1992;69;51;15;0;3;23;8;12.0;2;13;11;0;44;1;4;2;18;5.5;6.5;3.4;0.0;13.1
1523;Vrouwen;20 tot 30 jaar;1993;71;60;7;1;3;30;12;12.0;2;7;8;0;49;1;5;4;12;5.7;7.5;1.7;106.1;13.2
1524;Vrouwen;20 tot 30 jaar;1994;64;55;7;0;2;17;10;19.0;2;10;6;0;42;0;11;2;9;5.3;6.9;1.8;0.0;8.8
1525;Vrouwen;20 tot 30 jaar;1995;71;56;6;0;9;38;12;12.0;0;6;3;0;31;2;7;7;24;6.0;7.1;1.6;0.0;39.5
1526;Vrouwen;20 tot 30 jaar;1996;67;51;10;0;6;28;12;12.0;2;9;2;2;42;3;5;2;15;5.8;6.5;2.9;0.0;26.4
1527;Vrouwen;20 tot 30 jaar;1997;74;64;7;0;3;34;9;16.0;2;10;3;0;38;2;11;5;18;6.6;8.2;2.2;0.0;13.6
1528;Vrouwen;20 tot 30 jaar;1998;42;29;9;0;4;14;6;13.0;0;6;2;1;24;1;2;5;10;3.8;3.7;3.0;0.0;19.1
1529;Vrouwen;20 tot 30 jaar;1999;59;52;6;0;1;25;8;12.0;1;10;3;0;26;2;6;5;20;5.5;6.8;2.1;0.0;5.2
1530;Vrouwen;20 tot 30 jaar;2000;36;29;4;0;3;9;10;8.0;2;5;2;0;17;0;5;5;9;3.5;3.8;1.5;0.0;17.0
1531;Vrouwen;20 tot 30 jaar;2001;45;39;2;0;4;16;11;9.0;2;4;3;0;21;2;6;2;14;4.4;5.1;0.8;0.0;24.5
1532;Vrouwen;20 tot 30 jaar;2002;41;33;6;0;2;18;2;8.0;2;7;4;0;29;2;3;0;7;4.1;4.4;2.6;0.0;13.5
1533;Vrouwen;20 tot 30 jaar;2003;48;40;6;1;1;26;6;5.0;1;5;5;0;24;0;4;1;19;4.9;5.3;2.7;218.6;7.6
1534;Vrouwen;20 tot 30 jaar;2004;31;28;3;0;0;10;3;5.0;3;9;0;1;17;1;3;4;6;3.2;3.7;1.4;0.0;0.0
1535;Vrouwen;20 tot 30 jaar;2005;41;36;4;0;1;22;5;5.0;0;5;4;0;19;1;3;3;15;4.2;4.7;2.0;0.0;9.0
1536;Vrouwen;20 tot 30 jaar;2006;44;40;4;0;0;20;4;8.0;2;8;2;0;23;1;6;2;12;4.5;5.2;2.1;0.0;0.0
1537;Vrouwen;20 tot 30 jaar;2007;32;30;2;0;0;17;2;6.0;1;3;3;0;20;1;3;2;6;3.3;3.8;1.1;0.0;0.0
1538;Vrouwen;20 tot 30 jaar;2008;42;41;0;0;1;17;9;6.0;2;5;3;0;33;0;4;1;4;4.3;5.2;0.0;0.0;9.9
1539;Vrouwen;20 tot 30 jaar;2009;38;34;4;0;0;15;9;8.0;1;2;3;0;28;0;4;1;5;3.8;4.2;2.3;0.0;0.0
1540;Vrouwen;20 tot 30 jaar;2010;36;33;2;0;1;18;10;5.0;0;3;0;0;20;1;2;1;12;3.6;4.0;1.2;0.0;9.1
1541;Vrouwen;20 tot 30 jaar;2011;58;52;4;0;2;28;11;6.0;0;9;4;0;35;1;6;2;14;5.7;6.2;2.4;0.0;19.0
1542;Vrouwen;20 tot 30 jaar;2012;46;40;5;0;1;21;10;11.0;0;2;2;0;24;1;4;3;14;4.5;4.7;3.1;0.0;9.7
1543;Vrouwen;20 tot 30 jaar;2013;55;51;2;0;2;25;11;10.0;0;7;2;0;34;0;4;2;15;5.3;5.9;1.3;0.0;19.5
1544;Vrouwen;20 tot 30 jaar;2014;53;47;5;0;1;33;12;4.0;1;2;1;0;31;0;8;2;12;5.1;5.3;3.3;0.0;9.9
1545;Vrouwen;20 tot 30 jaar;2015;52;47;3;0;2;17;16;13.0;1;1;4;0;33;1;5;1;12;4.9;5.3;2.0;0.0;19.9
1546;Vrouwen;20 tot 30 jaar;2016;51;45;4;0;2;22;9;12.0;1;5;2;0;39;1;1;3;7;4.8;5.0;2.7;0.0;20.4
1547;Vrouwen;20 tot 30 jaar;2017;49;48;1;0;0;21;9;10.0;0;6;2;1;32;1;3;3;10;4.6;5.3;0.7;0.0;0.0
1548;Vrouwen;20 tot 30 jaar;2018;76;69;5;0;2;31;15;19.0;1;6;4;0;56;0;6;0;14;7.0;7.5;3.5;0.0;21.4
1549;Vrouwen;20 tot 30 jaar;2019;73;67;5;0;1;41;13;11.0;2;2;4;0;50;3;6;4;10;6.7;7.1;3.5;0.0;10.9
1550;Vrouwen;20 tot 30 jaar;2020;75;70;5;0;0;42;14;7.0;1;3;8;0;58;1;1;4;11;6.8;7.3;3.6;0.0;0.0
1551;Vrouwen;20 tot 30 jaar;2021;71;67;3;0;1;29;14;11.0;3;8;5;1;50;0;1;5;15;6.4;6.9;2.3;0.0;11.9
1552;Vrouwen;20 tot 30 jaar;2022;79;76;3;0;0;30;16;18.0;3;5;6;1;62;1;5;1;10;7.0;7.7;2.3;0.0;0.0
1553;Vrouwen;20 tot 30 jaar;2023;60;59;1;0;0;28;11;11.0;0;6;4;0;44;2;2;0;12;5.2;5.8;0.8;0.0;0.0
1554;Vrouwen;30 tot 40 jaar;1950;24;5;13;3;3;3;4;;3;1;13;0;8;1;2;0;13;3.4;4.7;2.3;30.5;25.5
1555;Vrouwen;30 tot 40 jaar;1951;32;10;21;0;1;5;4;;7;2;14;0;0;0;0;0;32;4.5;9.4;3.6;0.0;8.5
1556;Vrouwen;30 tot 40 jaar;1952;29;9;17;2;1;8;5;;4;1;11;0;0;0;0;0;29;4.0;8.6;2.9;24.5;8.7
1557;Vrouwen;30 tot 40 jaar;1953;22;7;15;0;0;3;2;;4;0;13;0;0;0;0;0;22;3.0;6.8;2.5;0.0;0.0
1558;Vrouwen;30 tot 40 jaar;1954;24;6;17;0;1;6;3;;3;2;10;0;0;0;0;0;24;3.3;6.0;2.8;0.0;9.3
1559;Vrouwen;30 tot 40 jaar;1955;26;5;18;0;3;5;4;;3;0;11;3;12;1;0;1;12;3.5;5.1;2.9;0.0;28.6
1560;Vrouwen;30 tot 40 jaar;1956;26;5;20;0;1;3;2;;7;0;11;3;0;0;0;0;26;3.5;5.2;3.2;0.0;9.7
1561;Vrouwen;30 tot 40 jaar;1957;28;5;22;0;1;3;3;;9;0;10;3;18;2;1;1;6;3.7;5.3;3.4;0.0;10.0
1562;Vrouwen;30 tot 40 jaar;1958;22;5;14;0;3;7;2;;5;3;4;1;0;0;0;0;22;2.9;5.5;2.2;0.0;30.7
1563;Vrouwen;30 tot 40 jaar;1959;38;14;23;0;1;8;5;;8;1;15;1;0;0;0;0;38;4.9;15.8;3.5;0.0;10.2
1564;Vrouwen;30 tot 40 jaar;1960;39;6;29;1;3;6;3;;7;1;19;3;0;0;0;0;39;5.1;6.9;4.3;17.5;32.3
1565;Vrouwen;30 tot 40 jaar;1961;31;7;24;0;0;7;2;;6;1;12;3;0;0;0;0;31;4.0;8.3;3.6;0.0;0.0
1566;Vrouwen;30 tot 40 jaar;1962;34;8;23;1;2;7;4;;11;0;10;2;19;2;1;1;11;4.4;9.7;3.4;17.4;22.9
1567;Vrouwen;30 tot 40 jaar;1963;43;14;26;0;3;9;9;;7;3;12;3;0;0;0;0;43;5.6;17.7;3.9;0.0;34.6
1568;Vrouwen;30 tot 40 jaar;1964;36;10;24;0;2;8;6;;10;1;10;1;0;0;0;0;36;4.7;13.2;3.6;0.0;22.9
1569;Vrouwen;30 tot 40 jaar;1965;37;13;23;0;1;4;13;;8;2;8;2;20;1;3;1;12;4.9;17.9;3.4;0.0;11.3
1570;Vrouwen;30 tot 40 jaar;1966;36;12;21;1;2;6;10;;7;2;8;3;0;0;0;0;36;4.8;17.2;3.1;17.1;21.7
1571;Vrouwen;30 tot 40 jaar;1967;39;13;20;2;4;6;12;;7;4;7;3;18;0;2;0;19;5.1;19.4;3.0;33.9;40.8
1572;Vrouwen;30 tot 40 jaar;1968;37;14;21;0;2;12;9;;4;3;6;3;0;0;0;0;37;4.9;21.7;3.1;0.0;18.9
1573;Vrouwen;30 tot 40 jaar;1969;46;16;28;0;2;15;17;;6;3;5;0;30;3;2;0;11;6.0;25.5;4.1;0.0;17.3
1574;Vrouwen;30 tot 40 jaar;1970;43;10;29;1;3;11;19;;6;3;4;0;28;1;1;1;12;5.6;16.3;4.2;16.4;23.6
1575;Vrouwen;30 tot 40 jaar;1971;52;15;31;0;6;15;26;;6;1;4;0;34;2;2;0;14;6.7;25.0;4.5;0.0;42.8
1576;Vrouwen;30 tot 40 jaar;1972;54;17;32;3;2;11;20;;10;4;9;0;40;4;1;1;8;6.9;28.7;4.6;47.8;12.6
1577;Vrouwen;30 tot 40 jaar;1973;67;17;40;2;8;18;25;;8;5;11;0;47;0;1;0;19;8.4;28.8;5.6;31.0;43.3
1578;Vrouwen;30 tot 40 jaar;1974;74;20;43;0;11;16;27;;8;9;14;0;47;2;3;3;19;9.1;33.3;5.9;0.0;50.5
1579;Vrouwen;30 tot 40 jaar;1975;79;22;41;1;15;16;33;;7;8;15;0;54;2;1;0;22;9.5;37.0;5.5;14.9;58.8
1580;Vrouwen;30 tot 40 jaar;1976;77;20;47;2;8;19;32;;4;13;9;0;42;0;3;4;28;8.8;33.0;6.1;29.3;26.6
1581;Vrouwen;30 tot 40 jaar;1977;80;17;52;1;10;22;26;;12;9;11;0;49;5;2;1;23;8.7;26.0;6.4;14.0;28.3
1582;Vrouwen;30 tot 40 jaar;1978;98;26;58;1;13;19;28;;11;13;27;0;59;3;4;2;30;10.2;37.1;6.9;13.5;31.9
1583;Vrouwen;30 tot 40 jaar;1979;83;22;44;0;17;22;14;10.0;12;14;11;0;46;2;3;0;32;8.3;29.2;5.1;0.0;36.9
1584;Vrouwen;30 tot 40 jaar;1980;87;25;41;1;20;20;25;13.0;7;10;12;0;48;6;3;2;28;8.5;30.7;4.6;12.9;38.5
1585;Vrouwen;30 tot 40 jaar;1981;89;28;47;1;13;22;23;17.0;7;12;8;0;49;4;4;1;31;8.4;31.7;5.2;12.8;22.2
1586;Vrouwen;30 tot 40 jaar;1982;95;26;40;2;27;23;20;16.0;12;16;8;0;56;2;6;2;29;8.8;27.5;4.4;25.2;41.4
1587;Vrouwen;30 tot 40 jaar;1983;95;23;52;0;20;31;17;15.0;7;19;6;0;63;0;8;5;19;8.6;22.7;5.6;0.0;27.6
1588;Vrouwen;30 tot 40 jaar;1984;119;31;62;1;25;38;22;24.0;8;20;7;0;68;0;16;3;32;10.6;28.0;6.7;12.6;31.2
1589;Vrouwen;30 tot 40 jaar;1985;115;37;50;2;26;34;25;20.0;8;18;10;0;53;4;12;5;41;10.1;30.4;5.4;25.1;29.7
1590;Vrouwen;30 tot 40 jaar;1986;120;36;55;2;27;38;26;18.0;11;16;11;0;48;1;15;6;50;10.4;27.2;6.0;25.7;29.5
1591;Vrouwen;30 tot 40 jaar;1987;109;40;38;1;30;33;27;21.0;5;8;15;0;45;1;13;1;49;9.5;28.0;4.2;13.6;32.6
1592;Vrouwen;30 tot 40 jaar;1988;100;34;45;3;18;27;17;14.0;4;25;13;0;48;2;6;4;40;8.8;21.8;5.1;42.9;19.6
1593;Vrouwen;30 tot 40 jaar;1989;92;33;40;3;16;29;19;16.0;10;14;4;0;56;0;11;2;23;8.0;19.6;4.5;44.9;17.5
1594;Vrouwen;30 tot 40 jaar;1990;99;42;38;0;19;33;12;16.0;9;15;14;0;59;2;13;3;22;8.5;23.1;4.3;0.0;21.0
1595;Vrouwen;30 tot 40 jaar;1991;125;49;43;1;32;34;20;20.0;4;19;27;1;71;4;23;4;23;10.6;24.9;4.8;15.8;35.9
1596;Vrouwen;30 tot 40 jaar;1992;99;43;40;1;15;33;20;20.0;3;13;10;0;62;2;7;2;26;8.3;20.4;4.5;16.2;17.0
1597;Vrouwen;30 tot 40 jaar;1993;101;33;47;3;18;38;15;18.0;3;14;13;0;65;0;13;2;21;8.3;14.5;5.3;49.1;20.5
1598;Vrouwen;30 tot 40 jaar;1994;101;52;34;0;15;37;24;16.0;3;14;7;0;50;1;15;10;25;8.2;21.4;3.8;0.0;16.9
1599;Vrouwen;30 tot 40 jaar;1995;97;39;39;1;18;38;16;16.0;4;11;12;0;50;6;14;8;19;7.8;15.0;4.4;17.3;19.8
1600;Vrouwen;30 tot 40 jaar;1996;91;45;29;2;15;33;20;11.0;3;17;6;1;47;3;9;7;25;7.2;16.3;3.3;35.1;16.1
1601;Vrouwen;30 tot 40 jaar;1997;95;51;32;1;11;39;26;7.0;4;11;8;0;50;3;9;6;27;7.5;17.5;3.7;17.8;11.6
1602;Vrouwen;30 tot 40 jaar;1998;89;47;26;0;16;41;18;12.0;1;5;11;1;55;1;8;5;20;7.0;15.3;3.0;0.0;16.7
1603;Vrouwen;30 tot 40 jaar;1999;83;43;24;2;14;30;25;7.0;2;8;10;1;46;8;7;8;14;6.5;13.3;2.8;39.1;14.4
1604;Vrouwen;30 tot 40 jaar;2000;89;51;23;1;14;36;15;15.0;3;8;11;1;53;2;10;3;21;6.9;15.0;2.7;20.1;14.2
1605;Vrouwen;30 tot 40 jaar;2001;86;47;30;0;9;28;23;15.0;2;8;10;0;49;3;7;3;24;6.6;13.1;3.6;0.0;9.0
1606;Vrouwen;30 tot 40 jaar;2002;88;47;26;1;14;34;21;8.0;5;13;7;0;58;3;4;3;20;6.8;12.5;3.2;21.7;13.9
1607;Vrouwen;30 tot 40 jaar;2003;62;30;17;0;15;29;13;6.0;3;3;8;0;37;0;3;2;20;4.9;7.7;2.2;0.0;15.2
1608;Vrouwen;30 tot 40 jaar;2004;60;33;16;1;10;21;18;10.0;1;6;4;0;39;4;2;2;13;4.8;8.3;2.1;24.4;10.5
1609;Vrouwen;30 tot 40 jaar;2005;91;45;23;0;23;37;24;14.0;4;7;5;0;50;5;7;5;24;7.4;11.1;3.2;0.0;25.2
1610;Vrouwen;30 tot 40 jaar;2006;62;37;15;1;9;21;12;12.0;4;9;4;0;32;1;10;3;16;5.2;9.0;2.2;28.0;10.3
1611;Vrouwen;30 tot 40 jaar;2007;66;42;14;0;10;20;22;10.0;3;6;5;0;36;1;7;8;14;5.7;10.1;2.1;0.0;12.0
1612;Vrouwen;30 tot 40 jaar;2008;54;34;12;0;8;18;14;10.0;2;7;3;0;40;1;5;2;6;4.8;8.0;1.9;0.0;10.0
1613;Vrouwen;30 tot 40 jaar;2009;60;34;18;1;7;15;16;10.0;3;8;7;1;39;0;3;3;15;5.4;8.0;3.0;33.8;8.8
1614;Vrouwen;30 tot 40 jaar;2010;68;38;22;0;8;28;18;10.0;0;6;4;2;40;2;5;3;18;6.3;9.0;3.8;0.0;10.2
1615;Vrouwen;30 tot 40 jaar;2011;64;47;10;0;7;21;19;7.0;4;12;1;0;40;0;4;4;16;6.1;11.1;1.8;0.0;9.6
1616;Vrouwen;30 tot 40 jaar;2012;71;49;15;0;7;33;11;12.0;2;7;5;1;40;1;5;2;23;6.9;11.4;2.8;0.0;10.1
1617;Vrouwen;30 tot 40 jaar;2013;49;30;14;0;5;17;15;8.0;1;3;4;1;35;0;0;4;10;4.8;6.9;2.7;0.0;7.5
1618;Vrouwen;30 tot 40 jaar;2014;64;43;10;0;11;30;16;6.0;3;3;5;1;40;1;3;3;17;6.4;9.7;2.0;0.0;16.8
1619;Vrouwen;30 tot 40 jaar;2015;66;45;13;0;8;25;22;5.0;1;6;7;0;43;3;3;6;11;6.5;10.0;2.7;0.0;12.4
1620;Vrouwen;30 tot 40 jaar;2016;73;49;17;0;7;33;21;8.0;3;3;5;0;49;4;6;3;11;7.2;10.6;3.5;0.0;10.9
1621;Vrouwen;30 tot 40 jaar;2017;63;45;10;1;7;25;13;12.0;3;7;3;0;45;2;5;1;10;6.1;9.5;2.1;50.1;10.9
1622;Vrouwen;30 tot 40 jaar;2018;73;54;12;0;7;29;19;10.0;1;8;6;0;54;4;3;1;11;7.0;11.1;2.5;0.0;11.0
1623;Vrouwen;30 tot 40 jaar;2019;71;53;7;0;11;35;17;6.0;2;6;4;1;46;2;3;4;16;6.7;10.6;1.4;0.0;17.3
1624;Vrouwen;30 tot 40 jaar;2020;65;45;13;0;7;31;16;6.0;0;4;7;1;41;4;7;4;9;6.1;8.8;2.6;0.0;11.1
1625;Vrouwen;30 tot 40 jaar;2021;71;55;9;1;6;30;20;3.0;3;4;11;0;47;3;4;2;15;6.5;10.4;1.8;54.8;9.6
1626;Vrouwen;30 tot 40 jaar;2022;63;43;15;0;5;30;11;7.0;2;8;5;0;48;1;4;3;7;5.7;7.8;3.0;0.0;8.2
1627;Vrouwen;30 tot 40 jaar;2023;75;54;14;0;7;33;16;8.0;2;7;9;0;53;3;4;4;11;6.6;9.5;2.7;0.0;11.6
1628;Vrouwen;40 tot 50 jaar;1950;33;7;19;5;2;6;1;;9;1;15;1;12;2;1;5;13;5.2;8.0;3.7;19.4;16.6
1629;Vrouwen;40 tot 50 jaar;1951;43;12;26;4;1;10;4;;10;1;17;1;0;0;0;0;43;6.7;13.8;5.0;15.8;8.0
1630;Vrouwen;40 tot 50 jaar;1952;45;6;30;6;3;9;3;;7;4;22;0;0;0;0;0;45;6.9;7.0;5.7;24.3;23.0
1631;Vrouwen;40 tot 50 jaar;1953;35;5;25;3;2;6;3;;10;0;14;2;0;0;0;0;35;5.3;5.9;4.7;12.4;14.8
1632;Vrouwen;40 tot 50 jaar;1954;37;5;27;3;2;6;6;;7;0;16;2;0;0;0;0;37;5.6;5.9;5.0;12.7;14.5
1633;Vrouwen;40 tot 50 jaar;1955;41;9;29;1;2;3;1;;8;2;25;2;21;3;1;2;14;6.1;10.9;5.3;4.3;14.2
1634;Vrouwen;40 tot 50 jaar;1956;37;8;17;6;6;10;2;;7;1;16;1;0;0;0;0;37;5.5;9.9;3.1;26.6;41.9
1635;Vrouwen;40 tot 50 jaar;1957;52;4;42;3;3;16;1;;14;2;17;2;32;3;2;2;13;7.7;5.1;7.5;13.6;20.7
1636;Vrouwen;40 tot 50 jaar;1958;51;10;27;7;7;9;3;;14;1;23;1;0;0;0;0;51;7.6;13.0;4.8;32.5;48.1
1637;Vrouwen;40 tot 50 jaar;1959;58;12;39;4;3;14;2;;13;1;22;6;0;0;0;0;58;8.6;16.2;6.9;19.0;20.8
1638;Vrouwen;40 tot 50 jaar;1960;41;8;30;3;0;9;4;;10;2;14;2;0;0;0;0;41;6.0;11.1;5.2;14.2;0.0
1639;Vrouwen;40 tot 50 jaar;1961;42;5;33;3;1;13;6;;7;1;15;0;0;0;0;0;42;6.1;7.1;5.6;13.9;7.5
1640;Vrouwen;40 tot 50 jaar;1962;54;11;35;4;4;7;16;;9;0;19;3;25;2;3;5;19;7.7;15.8;5.9;18.5;29.9
1641;Vrouwen;40 tot 50 jaar;1963;29;6;17;3;3;7;7;;3;1;9;2;0;0;0;0;29;4.1;8.8;2.8;14.0;22.4
1642;Vrouwen;40 tot 50 jaar;1964;50;8;38;1;3;9;10;;9;0;18;4;0;0;0;0;50;7.0;11.9;6.2;4.7;22.4
1643;Vrouwen;40 tot 50 jaar;1965;47;11;30;3;3;8;14;;7;5;12;1;28;3;1;4;11;6.5;16.5;4.8;13.8;22.3
1644;Vrouwen;40 tot 50 jaar;1966;50;11;33;2;4;13;13;;9;2;10;3;0;0;0;0;50;6.8;16.7;5.2;9.1;29.2
1645;Vrouwen;40 tot 50 jaar;1967;46;9;30;3;4;12;17;;8;2;3;4;18;4;2;3;19;6.2;13.9;4.7;13.5;28.5
1646;Vrouwen;40 tot 50 jaar;1968;62;11;43;4;4;8;25;;8;4;12;5;0;0;0;0;62;8.3;17.3;6.6;17.6;27.5
1647;Vrouwen;40 tot 50 jaar;1969;81;13;59;6;3;17;34;;16;5;9;0;48;1;0;7;25;10.7;20.7;9.0;25.9;19.7
1648;Vrouwen;40 tot 50 jaar;1970;67;15;44;5;3;17;32;;10;2;6;0;40;2;1;5;19;8.8;24.3;6.7;21.3;19.0
1649;Vrouwen;40 tot 50 jaar;1971;64;11;44;5;4;7;27;;16;1;13;0;36;4;1;4;19;8.4;18.3;6.7;21.3;24.5
1650;Vrouwen;40 tot 50 jaar;1972;76;10;55;3;8;17;33;;13;3;10;0;50;6;1;3;16;10.0;17.0;8.3;12.7;45.9
