ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
2838;10-12 Voedings-, genotmiddelenindustrie;2016 4e kwartaal;135;105;25;0;0;0;135;135;110;25
2839;10-12 Voedings-, genotmiddelenindustrie;2016;650;510;130;5;0;0;650;650;510;140
2840;10-12 Voedings-, genotmiddelenindustrie;2017 1e kwartaal;180;150;30;0;0;0;180;180;150;30
2841;10-12 Voedings-, genotmiddelenindustrie;2017 2e kwartaal;170;140;30;0;0;0;170;170;135;35
2842;10-12 Voedings-, genotmiddelenindustrie;2017 3e kwartaal;190;140;50;0;0;0;190;190;160;30
2843;10-12 Voedings-, genotmiddelenindustrie;2017 4e kwartaal;200;145;50;0;0;0;200;200;155;45
2844;10-12 Voedings-, genotmiddelenindustrie;2017;735;575;160;0;0;0;735;735;600;140
2845;10-12 Voedings-, genotmiddelenindustrie;2018 1e kwartaal;180;140;40;0;0;0;180;180;135;45
2846;10-12 Voedings-, genotmiddelenindustrie;2018 2e kwartaal;190;145;45;0;0;0;190;190;160;30
2847;10-12 Voedings-, genotmiddelenindustrie;2018 3e kwartaal;205;160;40;5;0;0;205;205;170;35
2848;10-12 Voedings-, genotmiddelenindustrie;2018 4e kwartaal;155;110;45;0;0;0;155;155;130;25
2849;10-12 Voedings-, genotmiddelenindustrie;2018;735;560;170;10;0;0;735;735;595;135
2850;10-12 Voedings-, genotmiddelenindustrie;2019 1e kwartaal;190;150;40;0;0;0;190;190;140;50
2851;10-12 Voedings-, genotmiddelenindustrie;2019 2e kwartaal;240;190;50;0;0;0;240;240;195;45
2852;10-12 Voedings-, genotmiddelenindustrie;2019 3e kwartaal;250;200;50;0;0;0;250;250;210;40
2853;10-12 Voedings-, genotmiddelenindustrie;2019 4e kwartaal;180;150;30;0;0;0;180;180;140;40
2854;10-12 Voedings-, genotmiddelenindustrie;2019;860;690;165;5;0;0;860;860;685;170
2855;10-12 Voedings-, genotmiddelenindustrie;2020 1e kwartaal;215;185;25;0;0;0;215;215;170;40
2856;10-12 Voedings-, genotmiddelenindustrie;2020 2e kwartaal;175;140;30;5;0;0;175;175;140;30
2857;10-12 Voedings-, genotmiddelenindustrie;2020 3e kwartaal;225;195;30;0;0;0;225;225;195;30
2858;10-12 Voedings-, genotmiddelenindustrie;2020 4e kwartaal;260;215;45;0;0;0;260;260;220;40
2859;10-12 Voedings-, genotmiddelenindustrie;2020;875;735;130;5;0;0;875;875;725;145
2860;10-12 Voedings-, genotmiddelenindustrie;2021 1e kwartaal;345;275;70;0;0;0;345;345;300;45
2861;10-12 Voedings-, genotmiddelenindustrie;2021 2e kwartaal;365;295;65;0;0;0;365;365;310;55
2862;10-12 Voedings-, genotmiddelenindustrie;2021 3e kwartaal;345;275;70;0;0;0;345;345;305;40
2863;10-12 Voedings-, genotmiddelenindustrie;2021 4e kwartaal;290;235;55;0;0;0;290;290;235;55
2864;10-12 Voedings-, genotmiddelenindustrie;2021;1345;1080;260;5;0;0;1345;1345;1150;195
2865;10-12 Voedings-, genotmiddelenindustrie;2022 1e kwartaal;280;230;50;0;0;0;280;280;235;45
2866;10-12 Voedings-, genotmiddelenindustrie;2022 2e kwartaal;255;225;30;0;0;0;255;255;205;50
2867;10-12 Voedings-, genotmiddelenindustrie;2022 3e kwartaal;275;220;55;0;0;0;275;275;235;40
2868;10-12 Voedings-, genotmiddelenindustrie;2022 4e kwartaal;190;150;40;0;0;0;190;190;155;35
2869;10-12 Voedings-, genotmiddelenindustrie;2022;1005;825;175;5;0;0;1005;1005;830;170
2870;10-12 Voedings-, genotmiddelenindustrie;2023 1e kwartaal;200;180;20;0;0;0;200;200;170;30
2871;10-12 Voedings-, genotmiddelenindustrie;2023 2e kwartaal;235;200;35;0;0;0;235;235;180;55
2872;10-12 Voedings-, genotmiddelenindustrie;2023 3e kwartaal;240;200;40;0;0;0;240;240;205;35
2873;10-12 Voedings-, genotmiddelenindustrie;2023 4e kwartaal;230;185;45;0;0;0;230;230;180;50
2874;10-12 Voedings-, genotmiddelenindustrie;2023;905;770;135;5;0;0;905;905;735;170
2875;10-12 Voedings-, genotmiddelenindustrie;2024 1e kwartaal;225;190;30;0;0;0;225;225;190;35
2876;10-12 Voedings-, genotmiddelenindustrie;2024 2e kwartaal;225;180;45;0;0;0;225;225;190;35
2877;10-12 Voedings-, genotmiddelenindustrie;2024 3e kwartaal;235;185;45;0;0;0;235;235;200;35
2878;10-12 Voedings-, genotmiddelenindustrie;2024 4e kwartaal;225;185;45;0;0;0;225;225;190;40
2879;10-12 Voedings-, genotmiddelenindustrie;2024;910;740;165;5;0;0;910;910;770;140
2880;10 Voedingsmiddelenindustrie;2007 1e kwartaal;140;85;45;10;0;0;140;140;120;20
2881;10 Voedingsmiddelenindustrie;2007 2e kwartaal;100;70;30;0;0;0;100;100;90;10
2882;10 Voedingsmiddelenindustrie;2007 3e kwartaal;85;45;35;5;0;0;85;85;65;15
2883;10 Voedingsmiddelenindustrie;2007 4e kwartaal;85;45;30;5;0;0;85;85;75;10
2884;10 Voedingsmiddelenindustrie;2007;410;245;140;20;5;0;405;410;345;65
2885;10 Voedingsmiddelenindustrie;2008 1e kwartaal;85;50;35;0;0;0;85;85;70;15
2886;10 Voedingsmiddelenindustrie;2008 2e kwartaal;80;45;30;5;0;0;80;80;65;15
2887;10 Voedingsmiddelenindustrie;2008 3e kwartaal;80;45;30;5;0;0;80;80;70;10
2888;10 Voedingsmiddelenindustrie;2008 4e kwartaal;90;35;55;5;0;0;90;90;70;20
2889;10 Voedingsmiddelenindustrie;2008;335;175;150;10;0;0;335;335;275;60
2890;10 Voedingsmiddelenindustrie;2009 1e kwartaal;35;30;5;0;0;0;35;35;30;5
2891;10 Voedingsmiddelenindustrie;2009 2e kwartaal;85;65;15;5;0;0;85;85;75;10
2892;10 Voedingsmiddelenindustrie;2009 3e kwartaal;60;35;20;0;0;0;60;60;45;15
2893;10 Voedingsmiddelenindustrie;2009 4e kwartaal;95;55;35;0;0;0;95;95;85;15
2894;10 Voedingsmiddelenindustrie;2009;275;185;80;5;0;0;275;275;230;45
2895;10 Voedingsmiddelenindustrie;2010 1e kwartaal;35;25;5;0;0;0;35;35;35;0
2896;10 Voedingsmiddelenindustrie;2010 2e kwartaal;95;75;15;0;0;0;90;95;75;20
2897;10 Voedingsmiddelenindustrie;2010 3e kwartaal;90;65;15;5;0;0;90;90;80;10
2898;10 Voedingsmiddelenindustrie;2010 4e kwartaal;80;65;15;0;0;0;80;80;70;10
2899;10 Voedingsmiddelenindustrie;2010;300;230;55;10;0;0;300;300;260;40
2900;10 Voedingsmiddelenindustrie;2011 1e kwartaal;110;80;25;0;0;0;110;110;100;10
2901;10 Voedingsmiddelenindustrie;2011 2e kwartaal;155;130;25;0;0;0;155;155;140;20
2902;10 Voedingsmiddelenindustrie;2011 3e kwartaal;110;85;20;5;0;0;105;110;85;20
2903;10 Voedingsmiddelenindustrie;2011 4e kwartaal;135;95;40;0;0;0;135;135;115;20
2904;10 Voedingsmiddelenindustrie;2011;510;395;110;10;0;0;510;510;440;75
2905;10 Voedingsmiddelenindustrie;2012 1e kwartaal;120;100;20;0;0;0;120;120;110;10
2906;10 Voedingsmiddelenindustrie;2012 2e kwartaal;170;135;35;5;0;0;170;170;155;20
2907;10 Voedingsmiddelenindustrie;2012 3e kwartaal;110;85;20;5;0;0;110;110;95;15
2908;10 Voedingsmiddelenindustrie;2012 4e kwartaal;110;70;35;0;0;0;110;110;95;15
2909;10 Voedingsmiddelenindustrie;2012;510;395;110;10;0;0;510;510;455;55
2910;10 Voedingsmiddelenindustrie;2013 1e kwartaal;105;90;15;5;0;0;105;105;85;20
2911;10 Voedingsmiddelenindustrie;2013 2e kwartaal;125;105;10;5;0;0;125;125;110;15
2912;10 Voedingsmiddelenindustrie;2013 3e kwartaal;135;105;30;0;0;0;135;135;110;20
2913;10 Voedingsmiddelenindustrie;2013 4e kwartaal;115;100;15;0;0;0;115;115;100;15
2914;10 Voedingsmiddelenindustrie;2013;480;400;70;10;0;0;475;480;410;70
2915;10 Voedingsmiddelenindustrie;2014 1e kwartaal;105;90;10;0;0;0;105;105;85;20
2916;10 Voedingsmiddelenindustrie;2014 2e kwartaal;140;105;35;0;0;0;140;140;120;25
2917;10 Voedingsmiddelenindustrie;2014 3e kwartaal;120;100;20;0;0;0;120;120;95;20
2918;10 Voedingsmiddelenindustrie;2014 4e kwartaal;85;65;20;0;0;0;85;85;70;15
2919;10 Voedingsmiddelenindustrie;2014;450;360;85;5;0;0;450;450;370;80
2920;10 Voedingsmiddelenindustrie;2015 1e kwartaal;130;105;30;0;0;0;130;130;110;20
2921;10 Voedingsmiddelenindustrie;2015 2e kwartaal;150;110;35;5;0;0;150;150;115;30
2922;10 Voedingsmiddelenindustrie;2015 3e kwartaal;165;130;35;0;0;0;165;165;135;25
2923;10 Voedingsmiddelenindustrie;2015 4e kwartaal;125;105;15;0;0;0;125;125;100;25
2924;10 Voedingsmiddelenindustrie;2015;565;450;115;5;0;0;565;565;460;105
2925;10 Voedingsmiddelenindustrie;2016 1e kwartaal;125;105;20;0;0;0;125;125;100;30
2926;10 Voedingsmiddelenindustrie;2016 2e kwartaal;135;110;25;0;0;0;135;135;110;25
2927;10 Voedingsmiddelenindustrie;2016 3e kwartaal;140;120;15;0;0;0;135;140;105;30
2928;10 Voedingsmiddelenindustrie;2016 4e kwartaal;115;95;20;0;0;0;115;115;95;20
2929;10 Voedingsmiddelenindustrie;2016;515;430;80;5;0;0;515;515;415;105
2930;10 Voedingsmiddelenindustrie;2017 1e kwartaal;150;125;25;0;0;0;150;150;130;20
2931;10 Voedingsmiddelenindustrie;2017 2e kwartaal;130;110;20;0;0;0;130;130;105;25
2932;10 Voedingsmiddelenindustrie;2017 3e kwartaal;135;110;25;0;0;0;135;135;120;20
2933;10 Voedingsmiddelenindustrie;2017 4e kwartaal;160;120;40;0;0;0;160;160;130;30
2934;10 Voedingsmiddelenindustrie;2017;580;470;110;0;0;0;580;580;485;95
2935;10 Voedingsmiddelenindustrie;2018 1e kwartaal;140;115;25;0;0;0;140;140;110;30
2936;10 Voedingsmiddelenindustrie;2018 2e kwartaal;145;115;30;0;0;0;145;145;130;20
2937;10 Voedingsmiddelenindustrie;2018 3e kwartaal;165;135;30;5;0;0;165;165;140;25
2938;10 Voedingsmiddelenindustrie;2018 4e kwartaal;110;90;20;0;0;0;110;110;90;20
2939;10 Voedingsmiddelenindustrie;2018;560;455;100;10;0;0;560;560;470;95
2940;10 Voedingsmiddelenindustrie;2019 1e kwartaal;150;120;25;0;0;0;150;150;115;30
2941;10 Voedingsmiddelenindustrie;2019 2e kwartaal;195;160;30;0;0;0;195;195;160;35
2942;10 Voedingsmiddelenindustrie;2019 3e kwartaal;205;170;35;0;0;0;205;205;180;30
2943;10 Voedingsmiddelenindustrie;2019 4e kwartaal;140;120;20;0;0;0;140;140;115;25
2944;10 Voedingsmiddelenindustrie;2019;690;570;115;5;0;0;690;690;565;120
2945;10 Voedingsmiddelenindustrie;2020 1e kwartaal;180;160;20;0;0;0;180;180;145;35
2946;10 Voedingsmiddelenindustrie;2020 2e kwartaal;140;120;20;0;0;0;140;140;115;30
2947;10 Voedingsmiddelenindustrie;2020 3e kwartaal;190;175;15;0;0;0;190;190;165;25
2948;10 Voedingsmiddelenindustrie;2020 4e kwartaal;215;185;25;0;0;0;215;215;180;35
2949;10 Voedingsmiddelenindustrie;2020;725;640;80;5;0;0;725;725;605;120
2950;10 Voedingsmiddelenindustrie;2021 1e kwartaal;295;250;45;0;0;0;295;295;260;40
2951;10 Voedingsmiddelenindustrie;2021 2e kwartaal;315;265;50;0;0;0;315;315;270;45
2952;10 Voedingsmiddelenindustrie;2021 3e kwartaal;290;240;50;0;0;0;290;290;260;30
2953;10 Voedingsmiddelenindustrie;2021 4e kwartaal;225;195;30;0;0;0;225;225;185;40
2954;10 Voedingsmiddelenindustrie;2021;1125;950;170;5;0;0;1125;1125;975;150
2955;10 Voedingsmiddelenindustrie;2022 1e kwartaal;235;210;30;0;0;0;235;235;200;35
2956;10 Voedingsmiddelenindustrie;2022 2e kwartaal;215;200;15;0;0;0;215;215;175;40
2957;10 Voedingsmiddelenindustrie;2022 3e kwartaal;225;195;35;0;0;0;225;225;195;30
2958;10 Voedingsmiddelenindustrie;2022 4e kwartaal;160;130;25;0;0;0;160;160;130;30
2959;10 Voedingsmiddelenindustrie;2022;835;730;105;5;0;0;835;835;700;135
2960;10 Voedingsmiddelenindustrie;2023 1e kwartaal;175;165;10;0;0;0;175;175;155;25
2961;10 Voedingsmiddelenindustrie;2023 2e kwartaal;200;175;25;0;0;0;200;200;155;40
2962;10 Voedingsmiddelenindustrie;2023 3e kwartaal;200;175;30;0;0;0;200;200;175;25
2963;10 Voedingsmiddelenindustrie;2023 4e kwartaal;190;160;30;0;0;0;190;190;155;40
2964;10 Voedingsmiddelenindustrie;2023;770;670;95;5;0;0;770;770;640;130
2965;10 Voedingsmiddelenindustrie;2024 1e kwartaal;205;180;25;0;0;0;205;205;180;25
2966;10 Voedingsmiddelenindustrie;2024 2e kwartaal;190;160;30;0;0;0;190;190;165;25
2967;10 Voedingsmiddelenindustrie;2024 3e kwartaal;210;170;40;0;0;0;210;210;180;30
2968;10 Voedingsmiddelenindustrie;2024 4e kwartaal;195;165;30;0;0;0;195;195;165;30
2969;10 Voedingsmiddelenindustrie;2024;800;670;130;5;0;0;800;800;690;110
2970;101 Slachterijen en vleeswarenindustrie;2007 1e kwartaal;35;30;5;5;0;0;35;35;30;5
2971;101 Slachterijen en vleeswarenindustrie;2007 2e kwartaal;20;20;0;0;0;0;20;20;20;0
2972;101 Slachterijen en vleeswarenindustrie;2007 3e kwartaal;15;10;5;0;0;0;15;15;15;0
2973;101 Slachterijen en vleeswarenindustrie;2007 4e kwartaal;20;10;5;5;0;0;20;20;15;5
2974;101 Slachterijen en vleeswarenindustrie;2007;90;70;15;5;0;0;90;90;75;10
2975;101 Slachterijen en vleeswarenindustrie;2008 1e kwartaal;25;15;10;0;0;0;25;25;25;5
2976;101 Slachterijen en vleeswarenindustrie;2008 2e kwartaal;20;10;15;0;0;0;20;20;15;5
2977;101 Slachterijen en vleeswarenindustrie;2008 3e kwartaal;15;15;0;0;0;0;15;15;15;0
2978;101 Slachterijen en vleeswarenindustrie;2008 4e kwartaal;10;5;5;0;0;0;10;10;10;0
2979;101 Slachterijen en vleeswarenindustrie;2008;70;40;30;0;0;0;70;70;65;10
2980;101 Slachterijen en vleeswarenindustrie;2009 1e kwartaal;10;10;0;0;0;0;10;10;10;0
2981;101 Slachterijen en vleeswarenindustrie;2009 2e kwartaal;25;20;5;0;0;0;25;25;25;0
2982;101 Slachterijen en vleeswarenindustrie;2009 3e kwartaal;10;5;5;0;0;0;10;10;5;5
2983;101 Slachterijen en vleeswarenindustrie;2009 4e kwartaal;10;5;0;0;0;0;10;10;5;5
2984;101 Slachterijen en vleeswarenindustrie;2009;60;45;10;0;0;0;60;60;50;10
2985;101 Slachterijen en vleeswarenindustrie;2010 1e kwartaal;10;5;0;0;0;0;10;10;5;0
2986;101 Slachterijen en vleeswarenindustrie;2010 2e kwartaal;15;15;0;0;0;0;15;15;15;0
2987;101 Slachterijen en vleeswarenindustrie;2010 3e kwartaal;10;10;0;0;0;0;10;10;10;0
2988;101 Slachterijen en vleeswarenindustrie;2010 4e kwartaal;10;10;0;0;0;0;10;10;10;0
2989;101 Slachterijen en vleeswarenindustrie;2010;45;40;5;0;0;0;45;45;40;5
2990;101 Slachterijen en vleeswarenindustrie;2011 1e kwartaal;15;15;0;0;0;0;15;15;15;0
2991;101 Slachterijen en vleeswarenindustrie;2011 2e kwartaal;15;15;0;0;0;0;15;15;10;5
2992;101 Slachterijen en vleeswarenindustrie;2011 3e kwartaal;15;10;5;0;0;0;15;15;10;5
2993;101 Slachterijen en vleeswarenindustrie;2011 4e kwartaal;15;15;5;0;0;0;15;15;15;5
2994;101 Slachterijen en vleeswarenindustrie;2011;60;50;10;0;0;0;60;60;45;10
2995;101 Slachterijen en vleeswarenindustrie;2012 1e kwartaal;15;15;0;0;0;0;15;15;10;5
2996;101 Slachterijen en vleeswarenindustrie;2012 2e kwartaal;15;15;0;0;0;0;15;15;15;0
2997;101 Slachterijen en vleeswarenindustrie;2012 3e kwartaal;15;10;5;0;0;0;15;15;10;0
2998;101 Slachterijen en vleeswarenindustrie;2012 4e kwartaal;15;10;5;0;0;0;15;15;10;0
2999;101 Slachterijen en vleeswarenindustrie;2012;55;45;10;0;0;0;55;55;50;5
3000;101 Slachterijen en vleeswarenindustrie;2013 1e kwartaal;15;10;5;0;0;0;15;15;10;5
3001;101 Slachterijen en vleeswarenindustrie;2013 2e kwartaal;10;10;0;0;0;0;10;10;10;0
3002;101 Slachterijen en vleeswarenindustrie;2013 3e kwartaal;15;15;0;0;0;0;15;15;15;0
3003;101 Slachterijen en vleeswarenindustrie;2013 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3004;101 Slachterijen en vleeswarenindustrie;2013;50;45;5;0;0;0;50;50;45;5
3005;101 Slachterijen en vleeswarenindustrie;2014 1e kwartaal;15;15;0;0;0;0;15;15;10;5
3006;101 Slachterijen en vleeswarenindustrie;2014 2e kwartaal;10;5;5;0;0;0;10;10;10;5
3007;101 Slachterijen en vleeswarenindustrie;2014 3e kwartaal;10;10;0;0;0;0;10;10;10;0
3008;101 Slachterijen en vleeswarenindustrie;2014 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3009;101 Slachterijen en vleeswarenindustrie;2014;40;35;5;0;0;0;40;40;35;5
3010;101 Slachterijen en vleeswarenindustrie;2015 1e kwartaal;15;15;0;0;0;0;15;15;15;0
3011;101 Slachterijen en vleeswarenindustrie;2015 2e kwartaal;10;10;0;0;0;0;10;10;5;5
3012;101 Slachterijen en vleeswarenindustrie;2015 3e kwartaal;15;15;0;0;0;0;15;15;15;0
3013;101 Slachterijen en vleeswarenindustrie;2015 4e kwartaal;15;10;0;0;0;0;15;15;10;5
3014;101 Slachterijen en vleeswarenindustrie;2015;55;50;5;0;0;0;55;55;45;10
3015;101 Slachterijen en vleeswarenindustrie;2016 1e kwartaal;10;10;0;0;0;0;10;10;5;5
3016;101 Slachterijen en vleeswarenindustrie;2016 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3017;101 Slachterijen en vleeswarenindustrie;2016 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3018;101 Slachterijen en vleeswarenindustrie;2016 4e kwartaal;10;10;0;0;0;0;10;10;10;0
3019;101 Slachterijen en vleeswarenindustrie;2016;35;30;5;0;0;0;35;35;25;5
3020;101 Slachterijen en vleeswarenindustrie;2017 1e kwartaal;15;15;0;0;0;0;15;15;10;5
3021;101 Slachterijen en vleeswarenindustrie;2017 2e kwartaal;15;10;5;0;0;0;15;15;10;5
3022;101 Slachterijen en vleeswarenindustrie;2017 3e kwartaal;10;10;5;0;0;0;10;10;10;0
3023;101 Slachterijen en vleeswarenindustrie;2017 4e kwartaal;10;10;0;0;0;0;10;10;10;5
3024;101 Slachterijen en vleeswarenindustrie;2017;55;45;10;0;0;0;55;55;40;15
3025;101 Slachterijen en vleeswarenindustrie;2018 1e kwartaal;10;10;0;0;0;0;10;10;10;0
3026;101 Slachterijen en vleeswarenindustrie;2018 2e kwartaal;10;10;0;0;0;0;10;10;10;0
3027;101 Slachterijen en vleeswarenindustrie;2018 3e kwartaal;10;10;0;0;0;0;10;10;10;0
3028;101 Slachterijen en vleeswarenindustrie;2018 4e kwartaal;10;10;0;0;0;0;10;10;10;0
3029;101 Slachterijen en vleeswarenindustrie;2018;40;40;0;0;0;0;40;40;40;5
3030;101 Slachterijen en vleeswarenindustrie;2019 1e kwartaal;5;5;0;0;0;0;5;5;5;0
3031;101 Slachterijen en vleeswarenindustrie;2019 2e kwartaal;25;20;0;0;0;0;25;25;20;5
3032;101 Slachterijen en vleeswarenindustrie;2019 3e kwartaal;20;15;5;0;0;0;20;20;15;0
3033;101 Slachterijen en vleeswarenindustrie;2019 4e kwartaal;20;20;0;0;0;0;20;20;15;5
3034;101 Slachterijen en vleeswarenindustrie;2019;65;60;10;0;0;0;65;65;55;10
3035;101 Slachterijen en vleeswarenindustrie;2020 1e kwartaal;15;10;0;0;0;0;15;15;10;5
3036;101 Slachterijen en vleeswarenindustrie;2020 2e kwartaal;20;20;0;0;0;0;20;20;15;5
3037;101 Slachterijen en vleeswarenindustrie;2020 3e kwartaal;20;15;0;0;0;0;20;20;15;0
3038;101 Slachterijen en vleeswarenindustrie;2020 4e kwartaal;15;15;0;0;0;0;15;15;15;0
3039;101 Slachterijen en vleeswarenindustrie;2020;70;65;5;0;0;0;70;70;55;10
3040;101 Slachterijen en vleeswarenindustrie;2021 1e kwartaal;15;15;0;0;0;0;15;15;15;5
3041;101 Slachterijen en vleeswarenindustrie;2021 2e kwartaal;30;25;0;0;0;0;30;30;25;5
3042;101 Slachterijen en vleeswarenindustrie;2021 3e kwartaal;15;10;0;0;0;0;15;15;10;0
3043;101 Slachterijen en vleeswarenindustrie;2021 4e kwartaal;15;10;0;0;0;0;15;15;10;0
3044;101 Slachterijen en vleeswarenindustrie;2021;70;65;5;0;0;0;70;70;60;10
3045;101 Slachterijen en vleeswarenindustrie;2022 1e kwartaal;20;20;0;0;0;0;20;20;15;5
3046;101 Slachterijen en vleeswarenindustrie;2022 2e kwartaal;20;20;0;0;0;0;20;20;15;5
3047;101 Slachterijen en vleeswarenindustrie;2022 3e kwartaal;15;15;0;0;0;0;15;15;15;0
3048;101 Slachterijen en vleeswarenindustrie;2022 4e kwartaal;15;15;0;0;0;0;15;15;15;5
3049;101 Slachterijen en vleeswarenindustrie;2022;75;70;5;0;0;0;75;75;60;10
3050;101 Slachterijen en vleeswarenindustrie;2023 1e kwartaal;20;20;0;0;0;0;20;20;20;0
3051;101 Slachterijen en vleeswarenindustrie;2023 2e kwartaal;25;20;0;0;0;0;25;25;20;5
3052;101 Slachterijen en vleeswarenindustrie;2023 3e kwartaal;25;20;5;0;0;0;25;25;25;0
3053;101 Slachterijen en vleeswarenindustrie;2023 4e kwartaal;20;15;5;0;0;0;20;20;20;0
3054;101 Slachterijen en vleeswarenindustrie;2023;85;80;5;0;0;0;85;85;80;5
3055;101 Slachterijen en vleeswarenindustrie;2024 1e kwartaal;30;30;0;0;0;0;30;30;30;0
3056;101 Slachterijen en vleeswarenindustrie;2024 2e kwartaal;20;20;0;0;0;0;20;20;15;5
3057;101 Slachterijen en vleeswarenindustrie;2024 3e kwartaal;20;20;0;0;0;0;20;20;20;5
3058;101 Slachterijen en vleeswarenindustrie;2024 4e kwartaal;15;15;5;0;0;0;15;15;15;0
3059;101 Slachterijen en vleeswarenindustrie;2024;90;80;10;0;0;0;90;90;80;10
3060;102 Visverwerkende industrie;2007 1e kwartaal;5;0;0;0;0;0;5;5;5;0
3061;102 Visverwerkende industrie;2007 2e kwartaal;5;5;0;0;0;0;5;5;0;0
3062;102 Visverwerkende industrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3063;102 Visverwerkende industrie;2007 4e kwartaal;5;0;0;0;0;0;0;5;0;0
3064;102 Visverwerkende industrie;2007;10;5;5;0;0;0;10;10;10;0
3065;102 Visverwerkende industrie;2008 1e kwartaal;5;0;0;0;0;0;5;5;5;0
3066;102 Visverwerkende industrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3067;102 Visverwerkende industrie;2008 3e kwartaal;5;0;5;0;0;0;5;5;5;0
3068;102 Visverwerkende industrie;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3069;102 Visverwerkende industrie;2008;15;5;5;0;0;0;15;15;15;0
3070;102 Visverwerkende industrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3071;102 Visverwerkende industrie;2009 2e kwartaal;10;5;0;0;0;0;10;10;5;0
3072;102 Visverwerkende industrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3073;102 Visverwerkende industrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3074;102 Visverwerkende industrie;2009;10;5;0;0;0;0;10;10;10;0
3075;102 Visverwerkende industrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3076;102 Visverwerkende industrie;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3077;102 Visverwerkende industrie;2010 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3078;102 Visverwerkende industrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3079;102 Visverwerkende industrie;2010;5;5;0;0;0;0;5;5;5;0
3080;102 Visverwerkende industrie;2011 1e kwartaal;10;5;0;0;0;0;10;10;10;0
3081;102 Visverwerkende industrie;2011 2e kwartaal;5;5;0;0;0;0;5;5;5;5
3082;102 Visverwerkende industrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3083;102 Visverwerkende industrie;2011 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3084;102 Visverwerkende industrie;2011;20;15;5;0;0;0;20;20;15;5
3085;102 Visverwerkende industrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3086;102 Visverwerkende industrie;2012 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3087;102 Visverwerkende industrie;2012 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3088;102 Visverwerkende industrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3089;102 Visverwerkende industrie;2012;10;10;0;0;0;0;10;10;10;0
3090;102 Visverwerkende industrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3091;102 Visverwerkende industrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3092;102 Visverwerkende industrie;2013 3e kwartaal;5;0;0;0;0;0;5;5;5;0
3093;102 Visverwerkende industrie;2013 4e kwartaal;5;0;0;0;0;0;5;5;5;0
3094;102 Visverwerkende industrie;2013;10;5;0;0;0;0;10;10;10;0
3095;102 Visverwerkende industrie;2014 1e kwartaal;5;0;0;0;0;0;5;5;0;0
3096;102 Visverwerkende industrie;2014 2e kwartaal;5;0;0;0;0;0;5;5;5;0
3097;102 Visverwerkende industrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3098;102 Visverwerkende industrie;2014 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3099;102 Visverwerkende industrie;2014;10;10;0;0;0;0;10;10;10;0
3100;102 Visverwerkende industrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3101;102 Visverwerkende industrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3102;102 Visverwerkende industrie;2015 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3103;102 Visverwerkende industrie;2015 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3104;102 Visverwerkende industrie;2015;15;15;0;0;0;0;15;15;15;0
3105;102 Visverwerkende industrie;2016 1e kwartaal;5;5;0;0;0;0;5;5;0;0
3106;102 Visverwerkende industrie;2016 2e kwartaal;5;5;0;0;0;0;5;5;0;5
3107;102 Visverwerkende industrie;2016 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3108;102 Visverwerkende industrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3109;102 Visverwerkende industrie;2016;10;10;0;0;0;0;10;10;5;5
3110;102 Visverwerkende industrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
