ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
3111;102 Visverwerkende industrie;2017 2e kwartaal;5;0;0;0;0;0;5;5;5;0
3112;102 Visverwerkende industrie;2017 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3113;102 Visverwerkende industrie;2017 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3114;102 Visverwerkende industrie;2017;15;10;5;0;0;0;15;15;10;0
3115;102 Visverwerkende industrie;2018 1e kwartaal;5;5;0;0;0;0;5;5;5;0
3116;102 Visverwerkende industrie;2018 2e kwartaal;5;5;0;0;0;0;5;5;0;0
3117;102 Visverwerkende industrie;2018 3e kwartaal;5;0;0;0;0;0;5;5;5;0
3118;102 Visverwerkende industrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3119;102 Visverwerkende industrie;2018;15;10;0;0;0;0;15;15;10;5
3120;102 Visverwerkende industrie;2019 1e kwartaal;5;0;0;0;0;0;5;5;0;0
3121;102 Visverwerkende industrie;2019 2e kwartaal;5;0;0;0;0;0;5;5;0;0
3122;102 Visverwerkende industrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3123;102 Visverwerkende industrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3124;102 Visverwerkende industrie;2019;5;5;0;0;0;0;5;5;5;5
3125;102 Visverwerkende industrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3126;102 Visverwerkende industrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3127;102 Visverwerkende industrie;2020 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3128;102 Visverwerkende industrie;2020 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3129;102 Visverwerkende industrie;2020;10;10;0;0;0;0;10;10;10;0
3130;102 Visverwerkende industrie;2021 1e kwartaal;5;0;0;0;0;0;5;5;0;0
3131;102 Visverwerkende industrie;2021 2e kwartaal;5;5;0;0;0;0;5;5;0;0
3132;102 Visverwerkende industrie;2021 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3133;102 Visverwerkende industrie;2021 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3134;102 Visverwerkende industrie;2021;15;10;0;0;0;0;15;15;10;5
3135;102 Visverwerkende industrie;2022 1e kwartaal;5;5;0;0;0;0;5;5;5;0
3136;102 Visverwerkende industrie;2022 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3137;102 Visverwerkende industrie;2022 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3138;102 Visverwerkende industrie;2022 4e kwartaal;5;0;0;0;0;0;5;5;5;0
3139;102 Visverwerkende industrie;2022;20;15;5;0;0;0;20;20;15;0
3140;102 Visverwerkende industrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3141;102 Visverwerkende industrie;2023 2e kwartaal;5;5;0;0;0;0;5;5;0;5
3142;102 Visverwerkende industrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3143;102 Visverwerkende industrie;2023 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3144;102 Visverwerkende industrie;2023;15;10;0;0;0;0;15;15;10;5
3145;102 Visverwerkende industrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3146;102 Visverwerkende industrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3147;102 Visverwerkende industrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3148;102 Visverwerkende industrie;2024 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3149;102 Visverwerkende industrie;2024;10;10;0;0;0;0;10;10;10;0
3150;103 Groente-, fruitverwerkende industrie;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3151;103 Groente-, fruitverwerkende industrie;2007 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3152;103 Groente-, fruitverwerkende industrie;2007 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3153;103 Groente-, fruitverwerkende industrie;2007 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3154;103 Groente-, fruitverwerkende industrie;2007;15;10;0;0;0;0;15;15;10;0
3155;103 Groente-, fruitverwerkende industrie;2008 1e kwartaal;5;5;0;0;0;0;5;5;0;0
3156;103 Groente-, fruitverwerkende industrie;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3157;103 Groente-, fruitverwerkende industrie;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3158;103 Groente-, fruitverwerkende industrie;2008 4e kwartaal;10;5;5;0;0;0;10;10;5;0
3159;103 Groente-, fruitverwerkende industrie;2008;15;10;5;0;0;0;15;15;10;5
3160;103 Groente-, fruitverwerkende industrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3161;103 Groente-, fruitverwerkende industrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3162;103 Groente-, fruitverwerkende industrie;2009 3e kwartaal;5;5;0;0;0;0;5;5;0;0
3163;103 Groente-, fruitverwerkende industrie;2009 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3164;103 Groente-, fruitverwerkende industrie;2009;10;10;0;0;0;0;10;10;10;5
3165;103 Groente-, fruitverwerkende industrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3166;103 Groente-, fruitverwerkende industrie;2010 2e kwartaal;10;5;0;0;0;0;10;10;5;5
3167;103 Groente-, fruitverwerkende industrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3168;103 Groente-, fruitverwerkende industrie;2010 4e kwartaal;5;0;0;0;0;0;5;5;0;0
3169;103 Groente-, fruitverwerkende industrie;2010;15;10;5;0;0;0;15;15;10;5
3170;103 Groente-, fruitverwerkende industrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3171;103 Groente-, fruitverwerkende industrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3172;103 Groente-, fruitverwerkende industrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3173;103 Groente-, fruitverwerkende industrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3174;103 Groente-, fruitverwerkende industrie;2011;5;5;5;0;0;0;5;5;5;5
3175;103 Groente-, fruitverwerkende industrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3176;103 Groente-, fruitverwerkende industrie;2012 2e kwartaal;10;5;5;0;0;0;10;10;5;5
3177;103 Groente-, fruitverwerkende industrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3178;103 Groente-, fruitverwerkende industrie;2012 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3179;103 Groente-, fruitverwerkende industrie;2012;15;10;5;0;0;0;15;15;10;5
3180;103 Groente-, fruitverwerkende industrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3181;103 Groente-, fruitverwerkende industrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3182;103 Groente-, fruitverwerkende industrie;2013 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3183;103 Groente-, fruitverwerkende industrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3184;103 Groente-, fruitverwerkende industrie;2013;10;5;0;0;0;0;10;10;5;5
3185;103 Groente-, fruitverwerkende industrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3186;103 Groente-, fruitverwerkende industrie;2014 2e kwartaal;5;0;0;0;0;0;5;5;0;5
3187;103 Groente-, fruitverwerkende industrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3188;103 Groente-, fruitverwerkende industrie;2014 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3189;103 Groente-, fruitverwerkende industrie;2014;10;5;5;0;0;0;10;10;5;5
3190;103 Groente-, fruitverwerkende industrie;2015 1e kwartaal;5;0;0;0;0;0;5;5;0;0
3191;103 Groente-, fruitverwerkende industrie;2015 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3192;103 Groente-, fruitverwerkende industrie;2015 3e kwartaal;5;5;5;0;0;0;5;5;5;0
3193;103 Groente-, fruitverwerkende industrie;2015 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3194;103 Groente-, fruitverwerkende industrie;2015;25;15;5;0;0;0;25;25;15;5
3195;103 Groente-, fruitverwerkende industrie;2016 1e kwartaal;5;0;5;0;0;0;5;5;5;0
3196;103 Groente-, fruitverwerkende industrie;2016 2e kwartaal;5;0;0;0;0;0;5;5;5;0
3197;103 Groente-, fruitverwerkende industrie;2016 3e kwartaal;5;0;0;0;0;0;5;5;5;0
3198;103 Groente-, fruitverwerkende industrie;2016 4e kwartaal;5;0;5;0;0;0;5;5;5;0
3199;103 Groente-, fruitverwerkende industrie;2016;15;5;10;0;0;0;15;15;15;0
3200;103 Groente-, fruitverwerkende industrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3201;103 Groente-, fruitverwerkende industrie;2017 2e kwartaal;5;0;0;0;0;0;5;5;0;0
3202;103 Groente-, fruitverwerkende industrie;2017 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3203;103 Groente-, fruitverwerkende industrie;2017 4e kwartaal;5;5;0;0;0;0;5;5;0;5
3204;103 Groente-, fruitverwerkende industrie;2017;15;10;5;0;0;0;15;15;10;5
3205;103 Groente-, fruitverwerkende industrie;2018 1e kwartaal;5;5;0;0;0;0;5;5;0;5
3206;103 Groente-, fruitverwerkende industrie;2018 2e kwartaal;10;10;0;0;0;0;10;10;10;5
3207;103 Groente-, fruitverwerkende industrie;2018 3e kwartaal;5;5;0;0;0;0;5;5;0;0
3208;103 Groente-, fruitverwerkende industrie;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3209;103 Groente-, fruitverwerkende industrie;2018;25;20;5;0;0;0;25;25;15;10
3210;103 Groente-, fruitverwerkende industrie;2019 1e kwartaal;5;5;0;0;0;0;5;5;5;5
3211;103 Groente-, fruitverwerkende industrie;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3212;103 Groente-, fruitverwerkende industrie;2019 3e kwartaal;10;5;5;0;0;0;10;10;5;5
3213;103 Groente-, fruitverwerkende industrie;2019 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3214;103 Groente-, fruitverwerkende industrie;2019;25;20;5;0;0;0;25;25;15;5
3215;103 Groente-, fruitverwerkende industrie;2020 1e kwartaal;5;0;0;0;0;0;5;5;0;0
3216;103 Groente-, fruitverwerkende industrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3217;103 Groente-, fruitverwerkende industrie;2020 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3218;103 Groente-, fruitverwerkende industrie;2020 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3219;103 Groente-, fruitverwerkende industrie;2020;20;15;5;0;0;0;20;20;15;5
3220;103 Groente-, fruitverwerkende industrie;2021 1e kwartaal;10;5;5;0;0;0;10;10;10;0
3221;103 Groente-, fruitverwerkende industrie;2021 2e kwartaal;15;10;0;0;0;0;15;15;10;5
3222;103 Groente-, fruitverwerkende industrie;2021 3e kwartaal;10;5;5;0;0;0;10;10;10;0
3223;103 Groente-, fruitverwerkende industrie;2021 4e kwartaal;5;5;0;0;0;0;5;5;5;5
3224;103 Groente-, fruitverwerkende industrie;2021;40;30;10;0;0;0;40;40;30;10
3225;103 Groente-, fruitverwerkende industrie;2022 1e kwartaal;10;5;5;0;0;0;10;10;5;0
3226;103 Groente-, fruitverwerkende industrie;2022 2e kwartaal;10;5;0;0;0;0;10;10;5;5
3227;103 Groente-, fruitverwerkende industrie;2022 3e kwartaal;5;5;5;0;0;0;5;5;5;0
3228;103 Groente-, fruitverwerkende industrie;2022 4e kwartaal;5;5;0;0;0;0;5;5;0;5
3229;103 Groente-, fruitverwerkende industrie;2022;30;20;10;0;0;0;30;30;20;10
3230;103 Groente-, fruitverwerkende industrie;2023 1e kwartaal;5;5;0;0;0;0;5;5;5;0
3231;103 Groente-, fruitverwerkende industrie;2023 2e kwartaal;10;10;0;0;0;0;10;10;5;5
3232;103 Groente-, fruitverwerkende industrie;2023 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3233;103 Groente-, fruitverwerkende industrie;2023 4e kwartaal;5;5;0;0;0;0;5;5;5;5
3234;103 Groente-, fruitverwerkende industrie;2023;30;25;5;0;0;0;30;30;20;10
3235;103 Groente-, fruitverwerkende industrie;2024 1e kwartaal;5;5;5;0;0;0;5;5;5;0
3236;103 Groente-, fruitverwerkende industrie;2024 2e kwartaal;5;0;5;0;0;0;5;5;0;5
3237;103 Groente-, fruitverwerkende industrie;2024 3e kwartaal;5;0;0;0;0;0;5;5;5;0
3238;103 Groente-, fruitverwerkende industrie;2024 4e kwartaal;5;5;5;0;0;0;5;5;5;0
3239;103 Groente-, fruitverwerkende industrie;2024;20;10;10;0;0;0;20;20;15;5
3240;104 Spijsoliën- en -vettenindustrie e.d.;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3241;104 Spijsoliën- en -vettenindustrie e.d.;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3242;104 Spijsoliën- en -vettenindustrie e.d.;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3243;104 Spijsoliën- en -vettenindustrie e.d.;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3244;104 Spijsoliën- en -vettenindustrie e.d.;2007;5;5;0;0;0;0;5;5;0;5
3245;104 Spijsoliën- en -vettenindustrie e.d.;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3246;104 Spijsoliën- en -vettenindustrie e.d.;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3247;104 Spijsoliën- en -vettenindustrie e.d.;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3248;104 Spijsoliën- en -vettenindustrie e.d.;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3249;104 Spijsoliën- en -vettenindustrie e.d.;2008;5;5;0;0;0;0;5;5;0;0
3250;104 Spijsoliën- en -vettenindustrie e.d.;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3251;104 Spijsoliën- en -vettenindustrie e.d.;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3252;104 Spijsoliën- en -vettenindustrie e.d.;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3253;104 Spijsoliën- en -vettenindustrie e.d.;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3254;104 Spijsoliën- en -vettenindustrie e.d.;2009;5;0;0;0;0;0;5;5;0;5
3255;104 Spijsoliën- en -vettenindustrie e.d.;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3256;104 Spijsoliën- en -vettenindustrie e.d.;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3257;104 Spijsoliën- en -vettenindustrie e.d.;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3258;104 Spijsoliën- en -vettenindustrie e.d.;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3259;104 Spijsoliën- en -vettenindustrie e.d.;2010;5;5;0;0;0;0;5;5;0;5
3260;104 Spijsoliën- en -vettenindustrie e.d.;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3261;104 Spijsoliën- en -vettenindustrie e.d.;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3262;104 Spijsoliën- en -vettenindustrie e.d.;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3263;104 Spijsoliën- en -vettenindustrie e.d.;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3264;104 Spijsoliën- en -vettenindustrie e.d.;2011;5;5;0;0;0;0;5;5;0;0
3265;104 Spijsoliën- en -vettenindustrie e.d.;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3266;104 Spijsoliën- en -vettenindustrie e.d.;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3267;104 Spijsoliën- en -vettenindustrie e.d.;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3268;104 Spijsoliën- en -vettenindustrie e.d.;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3269;104 Spijsoliën- en -vettenindustrie e.d.;2012;5;5;0;0;0;0;5;5;0;0
3270;104 Spijsoliën- en -vettenindustrie e.d.;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3271;104 Spijsoliën- en -vettenindustrie e.d.;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3272;104 Spijsoliën- en -vettenindustrie e.d.;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3273;104 Spijsoliën- en -vettenindustrie e.d.;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3274;104 Spijsoliën- en -vettenindustrie e.d.;2013;5;5;0;0;0;0;5;5;0;0
3275;104 Spijsoliën- en -vettenindustrie e.d.;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3276;104 Spijsoliën- en -vettenindustrie e.d.;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3277;104 Spijsoliën- en -vettenindustrie e.d.;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3278;104 Spijsoliën- en -vettenindustrie e.d.;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3279;104 Spijsoliën- en -vettenindustrie e.d.;2014;0;0;0;0;0;0;0;0;0;0
3280;104 Spijsoliën- en -vettenindustrie e.d.;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3281;104 Spijsoliën- en -vettenindustrie e.d.;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3282;104 Spijsoliën- en -vettenindustrie e.d.;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3283;104 Spijsoliën- en -vettenindustrie e.d.;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3284;104 Spijsoliën- en -vettenindustrie e.d.;2015;5;5;0;0;0;0;5;5;0;5
3285;104 Spijsoliën- en -vettenindustrie e.d.;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3286;104 Spijsoliën- en -vettenindustrie e.d.;2016 2e kwartaal;5;5;0;0;0;0;5;5;0;5
3287;104 Spijsoliën- en -vettenindustrie e.d.;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3288;104 Spijsoliën- en -vettenindustrie e.d.;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3289;104 Spijsoliën- en -vettenindustrie e.d.;2016;10;5;0;0;0;0;10;10;0;5
3290;104 Spijsoliën- en -vettenindustrie e.d.;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3291;104 Spijsoliën- en -vettenindustrie e.d.;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3292;104 Spijsoliën- en -vettenindustrie e.d.;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3293;104 Spijsoliën- en -vettenindustrie e.d.;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3294;104 Spijsoliën- en -vettenindustrie e.d.;2017;5;5;0;0;0;0;5;5;0;0
3295;104 Spijsoliën- en -vettenindustrie e.d.;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3296;104 Spijsoliën- en -vettenindustrie e.d.;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3297;104 Spijsoliën- en -vettenindustrie e.d.;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3298;104 Spijsoliën- en -vettenindustrie e.d.;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3299;104 Spijsoliën- en -vettenindustrie e.d.;2018;5;5;0;0;0;0;5;5;5;0
3300;104 Spijsoliën- en -vettenindustrie e.d.;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3301;104 Spijsoliën- en -vettenindustrie e.d.;2019 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3302;104 Spijsoliën- en -vettenindustrie e.d.;2019 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3303;104 Spijsoliën- en -vettenindustrie e.d.;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3304;104 Spijsoliën- en -vettenindustrie e.d.;2019;5;5;0;0;0;0;5;5;0;5
3305;104 Spijsoliën- en -vettenindustrie e.d.;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3306;104 Spijsoliën- en -vettenindustrie e.d.;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3307;104 Spijsoliën- en -vettenindustrie e.d.;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3308;104 Spijsoliën- en -vettenindustrie e.d.;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3309;104 Spijsoliën- en -vettenindustrie e.d.;2020;5;5;0;0;0;0;5;5;0;5
3310;104 Spijsoliën- en -vettenindustrie e.d.;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3311;104 Spijsoliën- en -vettenindustrie e.d.;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3312;104 Spijsoliën- en -vettenindustrie e.d.;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3313;104 Spijsoliën- en -vettenindustrie e.d.;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3314;104 Spijsoliën- en -vettenindustrie e.d.;2021;5;0;5;0;0;0;5;5;0;5
3315;104 Spijsoliën- en -vettenindustrie e.d.;2022 1e kwartaal;5;5;0;0;0;0;5;5;0;0
3316;104 Spijsoliën- en -vettenindustrie e.d.;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3317;104 Spijsoliën- en -vettenindustrie e.d.;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3318;104 Spijsoliën- en -vettenindustrie e.d.;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3319;104 Spijsoliën- en -vettenindustrie e.d.;2022;5;5;0;0;0;0;5;5;0;5
3320;104 Spijsoliën- en -vettenindustrie e.d.;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3321;104 Spijsoliën- en -vettenindustrie e.d.;2023 2e kwartaal;5;0;0;0;0;0;5;5;0;0
3322;104 Spijsoliën- en -vettenindustrie e.d.;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3323;104 Spijsoliën- en -vettenindustrie e.d.;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3324;104 Spijsoliën- en -vettenindustrie e.d.;2023;5;5;0;0;0;0;5;5;5;5
3325;104 Spijsoliën- en -vettenindustrie e.d.;2024 1e kwartaal;5;5;0;0;0;0;5;5;0;0
3326;104 Spijsoliën- en -vettenindustrie e.d.;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3327;104 Spijsoliën- en -vettenindustrie e.d.;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3328;104 Spijsoliën- en -vettenindustrie e.d.;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3329;104 Spijsoliën- en -vettenindustrie e.d.;2024;5;5;0;0;0;0;5;5;5;0
3330;105 Zuivelindustrie;2007 1e kwartaal;10;0;5;0;0;0;5;10;5;5
3331;105 Zuivelindustrie;2007 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3332;105 Zuivelindustrie;2007 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3333;105 Zuivelindustrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3334;105 Zuivelindustrie;2007;20;10;10;0;0;0;20;20;20;5
3335;105 Zuivelindustrie;2008 1e kwartaal;5;0;0;0;0;0;5;5;5;0
3336;105 Zuivelindustrie;2008 2e kwartaal;5;0;0;0;0;0;5;5;0;5
3337;105 Zuivelindustrie;2008 3e kwartaal;10;5;0;0;0;0;10;10;5;0
3338;105 Zuivelindustrie;2008 4e kwartaal;5;0;5;0;0;0;5;5;5;0
3339;105 Zuivelindustrie;2008;20;10;10;5;0;0;20;20;15;5
3340;105 Zuivelindustrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3341;105 Zuivelindustrie;2009 2e kwartaal;5;0;0;0;0;0;5;5;0;0
3342;105 Zuivelindustrie;2009 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3343;105 Zuivelindustrie;2009 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3344;105 Zuivelindustrie;2009;15;10;5;0;0;0;15;15;10;5
3345;105 Zuivelindustrie;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3346;105 Zuivelindustrie;2010 2e kwartaal;10;5;5;0;0;0;10;10;5;5
3347;105 Zuivelindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
3348;105 Zuivelindustrie;2010 4e kwartaal;5;0;5;0;0;0;5;5;5;0
3349;105 Zuivelindustrie;2010;20;10;10;0;0;0;20;20;15;5
3350;105 Zuivelindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3351;105 Zuivelindustrie;2011 2e kwartaal;5;0;0;0;0;0;5;5;0;0
3352;105 Zuivelindustrie;2011 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3353;105 Zuivelindustrie;2011 4e kwartaal;5;5;0;0;0;0;5;5;5;0
3354;105 Zuivelindustrie;2011;10;10;5;0;0;0;10;10;10;0
3355;105 Zuivelindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3356;105 Zuivelindustrie;2012 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3357;105 Zuivelindustrie;2012 3e kwartaal;10;5;5;0;0;0;10;10;5;5
3358;105 Zuivelindustrie;2012 4e kwartaal;5;0;5;0;0;0;5;5;5;0
3359;105 Zuivelindustrie;2012;20;10;10;0;0;0;20;20;15;5
3360;105 Zuivelindustrie;2013 1e kwartaal;5;5;0;0;0;0;5;5;0;5
3361;105 Zuivelindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3362;105 Zuivelindustrie;2013 3e kwartaal;5;0;0;0;0;0;5;5;0;0
3363;105 Zuivelindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3364;105 Zuivelindustrie;2013;10;10;5;0;0;0;10;10;5;5
3365;105 Zuivelindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3366;105 Zuivelindustrie;2014 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3367;105 Zuivelindustrie;2014 3e kwartaal;5;5;0;0;0;0;5;5;5;5
3368;105 Zuivelindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3369;105 Zuivelindustrie;2014;15;10;0;0;0;0;15;15;10;5
3370;105 Zuivelindustrie;2015 1e kwartaal;5;0;5;0;0;0;5;5;0;0
3371;105 Zuivelindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
3372;105 Zuivelindustrie;2015 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3373;105 Zuivelindustrie;2015 4e kwartaal;10;5;0;0;0;0;10;10;5;5
3374;105 Zuivelindustrie;2015;20;15;5;0;0;0;20;20;10;10
3375;105 Zuivelindustrie;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
3376;105 Zuivelindustrie;2016 2e kwartaal;5;5;0;0;0;0;5;5;5;0
3377;105 Zuivelindustrie;2016 3e kwartaal;5;5;0;0;0;0;5;5;5;0
3378;105 Zuivelindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
3379;105 Zuivelindustrie;2016;15;15;0;0;0;0;15;15;10;5
3380;105 Zuivelindustrie;2017 1e kwartaal;5;5;0;0;0;0;5;5;5;0
3381;105 Zuivelindustrie;2017 2e kwartaal;5;5;0;0;0;0;5;5;5;0
