ID;RegioS;Perioden;TotaalIncidenten_1;TotaalBrandincidenten_2;TotaalAutomatischGemeld_3;AfgehandeldDoorDeMeldkamer_4;AlarmeringenVanDeBrandweer_5;TotaalTelefonischGemeld_6;AfgehandeldDoorDeMeldkamer_7;AlarmeringenVanDeBrandweer_8;TotaalHulpverleningsincidenten_9;AfgehandeldDoorDeMeldkamer_10;AlarmeringenVanDeBrandweer_11
834;Gelderland-Midden (VR);2018;7700;3280;1300;700;600;2000;480;1500;4420;1580;2840
835;Gelderland-Midden (VR);2019 1e kwartaal;1820;720;320;180;140;400;100;300;1100;400;700
836;Gelderland-Midden (VR);2019 2e kwartaal;2340;800;300;180;120;500;120;380;1540;800;740
837;Gelderland-Midden (VR);2019 3e kwartaal;2020;700;280;180;120;420;100;320;1320;660;660
838;Gelderland-Midden (VR);2019 4e kwartaal;1760;680;240;120;120;440;60;380;1080;400;680
839;Gelderland-Midden (VR);2019;7920;2900;1140;660;480;1760;360;1380;5040;2260;2780
840;Gelderland-Zuid (VR);2013 1e kwartaal;1500;880;440;40;380;460;80;360;620;300;320
841;Gelderland-Zuid (VR);2013 2e kwartaal;1520;880;440;40;400;460;60;380;620;280;340
842;Gelderland-Zuid (VR);2013 3e kwartaal;1760;900;420;60;380;480;80;400;860;400;460
843;Gelderland-Zuid (VR);2013 4e kwartaal;1940;980;480;60;420;500;100;400;960;420;540
844;Gelderland-Zuid (VR);2013;6700;3660;1780;200;1580;1860;320;1540;3060;1400;1640
845;Gelderland-Zuid (VR);2014 1e kwartaal;1560;920;420;80;340;500;140;340;640;300;360
846;Gelderland-Zuid (VR);2014 2e kwartaal;1760;920;460;80;380;460;80;400;840;440;400
847;Gelderland-Zuid (VR);2014 3e kwartaal;1780;880;480;60;400;400;80;320;900;440;460
848;Gelderland-Zuid (VR);2014 4e kwartaal;1820;980;540;100;440;440;120;320;840;440;400
849;Gelderland-Zuid (VR);2014;6920;3700;1900;340;1560;1800;420;1380;3220;1620;1600
850;Gelderland-Zuid (VR);2015 1e kwartaal;1680;820;400;60;340;440;80;340;860;380;480
851;Gelderland-Zuid (VR);2015 2e kwartaal;1780;980;520;180;340;460;100;360;800;420;380
852;Gelderland-Zuid (VR);2015 3e kwartaal;2240;920;480;80;400;440;120;340;1320;640;660
853;Gelderland-Zuid (VR);2015 4e kwartaal;1900;1000;460;80;400;520;120;400;920;460;460
854;Gelderland-Zuid (VR);2015;7600;3720;1860;380;1480;1860;420;1440;3880;1900;2000
855;Gelderland-Zuid (VR);2016 1e kwartaal;1860;920;420;60;360;520;180;340;920;540;380
856;Gelderland-Zuid (VR);2016 2e kwartaal;1880;840;420;60;360;420;80;340;1020;540;480
857;Gelderland-Zuid (VR);2016 3e kwartaal;1780;860;440;60;400;420;80;340;920;480;440
858;Gelderland-Zuid (VR);2016 4e kwartaal;2040;1020;480;40;440;560;100;440;1000;500;520
859;Gelderland-Zuid (VR);2016;7540;3660;1760;220;1540;1900;440;1460;3880;2040;1840
860;Gelderland-Zuid (VR);2017 1e kwartaal;1860;820;420;40;380;420;60;340;1040;500;540
861;Gelderland-Zuid (VR);2017 2e kwartaal;2040;920;420;40;380;520;80;420;1120;540;580
862;Gelderland-Zuid (VR);2017 3e kwartaal;1860;820;460;120;340;360;60;280;1040;540;500
863;Gelderland-Zuid (VR);2017 4e kwartaal;1900;920;480;260;220;440;80;360;1000;460;540
864;Gelderland-Zuid (VR);2017;7680;3480;1760;460;1300;1700;300;1420;4200;2040;2160
865;Gelderland-Zuid (VR);2018 1e kwartaal;2360;780;380;200;200;400;80;320;1580;980;580
866;Gelderland-Zuid (VR);2018 2e kwartaal;2220;820;400;240;180;400;60;340;1420;820;600
867;Gelderland-Zuid (VR);2018 3e kwartaal;2380;1140;400;220;180;740;120;600;1240;640;600
868;Gelderland-Zuid (VR);2018 4e kwartaal;2260;1100;480;260;220;600;120;480;1160;640;540
869;Gelderland-Zuid (VR);2018;9220;3820;1680;900;780;2140;400;1740;5400;3080;2320
870;Gelderland-Zuid (VR);2019 1e kwartaal;2000;860;440;240;200;420;80;340;1140;540;580
871;Gelderland-Zuid (VR);2019 2e kwartaal;2440;960;400;220;180;560;100;460;1480;820;680
872;Gelderland-Zuid (VR);2019 3e kwartaal;2080;960;460;220;260;500;80;420;1120;620;520
873;Gelderland-Zuid (VR);2019 4e kwartaal;1580;940;440;200;240;500;60;440;640;100;540
874;Gelderland-Zuid (VR);2019;8100;3720;1740;880;860;1980;320;1660;4360;2080;2300
875;Utrecht (VR);2013 1e kwartaal;3240;2120;1280;180;1080;860;140;720;1120;480;620
876;Utrecht (VR);2013 2e kwartaal;3080;1860;1120;140;960;740;100;640;1220;480;740
877;Utrecht (VR);2013 3e kwartaal;3540;2060;1240;120;1120;840;140;700;1460;500;960
878;Utrecht (VR);2013 4e kwartaal;4500;2140;1180;100;1080;940;140;800;2360;1180;1180
879;Utrecht (VR);2013;14360;8180;4800;540;4260;3380;500;2880;6180;2640;3540
880;Utrecht (VR);2014 1e kwartaal;3000;1860;960;100;860;900;200;700;1140;420;720
881;Utrecht (VR);2014 2e kwartaal;3260;1840;1040;100;940;800;140;660;1420;480;940
882;Utrecht (VR);2014 3e kwartaal;3660;1920;1200;160;1040;720;120;600;1760;740;1000
883;Utrecht (VR);2014 4e kwartaal;3820;2460;1340;380;960;1120;300;820;1380;520;860
884;Utrecht (VR);2014;13760;8060;4540;740;3800;3520;760;2760;5700;2180;3520
885;Utrecht (VR);2015 1e kwartaal;3500;1880;960;120;860;920;260;660;1620;680;940
886;Utrecht (VR);2015 2e kwartaal;3060;1720;920;80;860;780;120;660;1340;460;880
887;Utrecht (VR);2015 3e kwartaal;4260;1840;1120;460;660;720;120;600;2420;1260;1160
888;Utrecht (VR);2015 4e kwartaal;3540;2200;1120;480;640;1080;280;800;1340;520;800
889;Utrecht (VR);2015;14360;7640;4140;1140;3000;3500;780;2720;6720;2940;3780
890;Utrecht (VR);2016 1e kwartaal;3380;2000;1040;480;560;980;300;680;1380;600;760
891;Utrecht (VR);2016 2e kwartaal;3260;1860;1080;520;560;780;160;620;1400;540;860
892;Utrecht (VR);2016 3e kwartaal;3440;1900;1140;500;640;780;160;620;1540;600;940
893;Utrecht (VR);2016 4e kwartaal;3740;2120;1040;480;560;1080;320;740;1620;580;1040
894;Utrecht (VR);2016;13820;7900;4300;2000;2300;3600;940;2680;5920;2320;3600
895;Utrecht (VR);2017 1e kwartaal;3460;1860;940;440;500;920;260;660;1600;620;1000
896;Utrecht (VR);2017 2e kwartaal;3300;1720;900;440;460;840;160;680;1580;580;1000
897;Utrecht (VR);2017 3e kwartaal;3280;1680;1020;480;540;660;140;520;1600;560;1040
898;Utrecht (VR);2017 4e kwartaal;3720;2000;1160;580;580;820;140;680;1720;660;1060
899;Utrecht (VR);2017;13760;7260;4020;1940;2080;3240;720;2520;6500;2400;4100
900;Utrecht (VR);2018 1e kwartaal;3880;1720;960;480;480;760;120;640;2160;780;1380
901;Utrecht (VR);2018 2e kwartaal;3540;1800;1020;500;520;780;140;640;1740;680;1060
902;Utrecht (VR);2018 3e kwartaal;3820;2160;1040;560;480;1120;240;880;1660;680;980
903;Utrecht (VR);2018 4e kwartaal;3360;1920;1020;520;480;900;200;720;1440;560;880
904;Utrecht (VR);2018;14580;7580;4020;2040;1980;3560;680;2880;7000;2700;4300
905;Utrecht (VR);2019 1e kwartaal;3440;1800;940;520;400;860;200;680;1640;620;1020
906;Utrecht (VR);2019 2e kwartaal;3760;1940;1100;680;420;840;220;620;1820;760;1060
907;Utrecht (VR);2019 3e kwartaal;3660;1920;1160;640;520;760;200;540;1760;720;1040
908;Utrecht (VR);2019 4e kwartaal;3960;2180;1100;620;480;1080;320;760;1780;860;920
909;Utrecht (VR);2019;14820;7840;4300;2480;1820;3540;940;2600;6980;2960;4020
910;Noord-Holland-Noord (VR);2013 1e kwartaal;1380;940;560;40;520;380;20;380;440;40;400
911;Noord-Holland-Noord (VR);2013 2e kwartaal;1460;880;520;20;500;360;0;360;580;60;540
912;Noord-Holland-Noord (VR);2013 3e kwartaal;1680;940;580;40;540;360;0;360;740;40;700
913;Noord-Holland-Noord (VR);2013 4e kwartaal;2520;880;540;40;500;360;0;340;1640;820;820
914;Noord-Holland-Noord (VR);2013;7040;3640;2180;120;2060;1460;20;1440;3400;940;2460
915;Noord-Holland-Noord (VR);2014 1e kwartaal;1380;820;480;40;460;340;20;320;560;60;500
916;Noord-Holland-Noord (VR);2014 2e kwartaal;1520;800;500;20;480;300;0;300;700;40;660
917;Noord-Holland-Noord (VR);2014 3e kwartaal;1520;780;480;20;460;280;0;280;740;60;680
918;Noord-Holland-Noord (VR);2014 4e kwartaal;1420;840;520;40;480;320;0;320;580;40;540
919;Noord-Holland-Noord (VR);2014;5820;3240;2000;100;1880;1240;20;1220;2580;200;2380
920;Noord-Holland-Noord (VR);2015 1e kwartaal;1360;760;440;20;420;340;0;320;600;60;540
921;Noord-Holland-Noord (VR);2015 2e kwartaal;1520;820;460;20;440;360;0;360;700;60;620
922;Noord-Holland-Noord (VR);2015 3e kwartaal;2640;820;480;20;460;340;0;320;1820;760;1060
923;Noord-Holland-Noord (VR);2015 4e kwartaal;1500;840;500;20;460;340;0;340;640;80;580
924;Noord-Holland-Noord (VR);2015;7000;3240;1880;80;1800;1360;20;1340;3760;980;2780
925;Noord-Holland-Noord (VR);2016 1e kwartaal;1360;740;420;20;400;320;20;300;620;60;560
926;Noord-Holland-Noord (VR);2016 2e kwartaal;1440;780;460;20;420;320;0;320;660;100;580
927;Noord-Holland-Noord (VR);2016 3e kwartaal;1660;820;480;20;460;340;0;340;840;80;760
928;Noord-Holland-Noord (VR);2016 4e kwartaal;1620;880;520;60;460;360;20;340;740;100;640
929;Noord-Holland-Noord (VR);2016;6060;3220;1880;140;1740;1340;40;1300;2840;340;2500
930;Noord-Holland-Noord (VR);2017 1e kwartaal;1580;820;460;80;380;360;20;340;780;140;620
931;Noord-Holland-Noord (VR);2017 2e kwartaal;2040;940;480;80;400;460;20;440;1100;260;860
932;Noord-Holland-Noord (VR);2017 3e kwartaal;2280;880;520;40;480;360;20;340;1400;320;1080
933;Noord-Holland-Noord (VR);2017 4e kwartaal;1780;860;500;60;440;360;20;320;920;280;620
934;Noord-Holland-Noord (VR);2017;7680;3480;1960;260;1700;1540;100;1440;4200;1000;3200
935;Noord-Holland-Noord (VR);2018 1e kwartaal;2480;860;460;40;420;420;20;400;1600;580;1020
936;Noord-Holland-Noord (VR);2018 2e kwartaal;2320;820;440;20;420;380;20;360;1500;420;1060
937;Noord-Holland-Noord (VR);2018 3e kwartaal;2740;1020;500;20;480;520;40;480;1720;460;1260
938;Noord-Holland-Noord (VR);2018 4e kwartaal;2240;880;480;40;440;400;20;380;1340;460;900
939;Noord-Holland-Noord (VR);2018;9760;3600;1880;120;1760;1720;100;1620;6180;1920;4260
940;Noord-Holland-Noord (VR);2019 1e kwartaal;2040;820;420;40;380;400;60;340;1240;360;880
941;Noord-Holland-Noord (VR);2019 2e kwartaal;2400;920;480;80;400;440;60;380;1500;620;880
942;Noord-Holland-Noord (VR);2019 3e kwartaal;2500;920;460;220;260;440;80;380;1600;600;1000
943;Noord-Holland-Noord (VR);2019 4e kwartaal;2020;940;460;240;240;480;80;400;1080;420;660
944;Noord-Holland-Noord (VR);2019;9000;3580;1820;580;1260;1760;260;1500;5400;2000;3400
945;Zaanstreek-Waterland (VR);2013 1e kwartaal;2020;600;320;80;240;260;20;240;1440;1080;360
946;Zaanstreek-Waterland (VR);2013 2e kwartaal;2000;600;340;120;220;260;40;220;1400;1040;380
947;Zaanstreek-Waterland (VR);2013 3e kwartaal;2180;600;360;120;260;240;40;200;1600;1180;420
948;Zaanstreek-Waterland (VR);2013 4e kwartaal;2720;620;360;100;260;260;40;240;2100;1360;740
949;Zaanstreek-Waterland (VR);2013;8940;2420;1400;420;980;1020;120;900;6520;4640;1880
950;Zaanstreek-Waterland (VR);2014 1e kwartaal;1800;560;320;80;240;240;40;200;1240;920;320
951;Zaanstreek-Waterland (VR);2014 2e kwartaal;1880;540;300;60;240;240;40;200;1340;960;380
952;Zaanstreek-Waterland (VR);2014 3e kwartaal;1960;540;340;100;240;200;20;180;1420;960;480
953;Zaanstreek-Waterland (VR);2014 4e kwartaal;2080;620;380;180;200;240;20;220;1460;1120;340
954;Zaanstreek-Waterland (VR);2014;7720;2260;1340;420;920;920;120;800;5460;3960;1500
955;Zaanstreek-Waterland (VR);2015 1e kwartaal;2180;540;320;160;180;220;20;180;1640;1280;380
956;Zaanstreek-Waterland (VR);2015 2e kwartaal;1720;520;280;100;160;240;40;200;1200;760;440
957;Zaanstreek-Waterland (VR);2015 3e kwartaal;2420;540;320;120;200;220;20;200;1880;1260;620
958;Zaanstreek-Waterland (VR);2015 4e kwartaal;1820;560;360;120;240;220;40;180;1260;840;420
959;Zaanstreek-Waterland (VR);2015;8140;2160;1280;500;780;880;120;760;5980;4120;1860
960;Zaanstreek-Waterland (VR);2016 1e kwartaal;1580;500;300;100;180;220;40;180;1080;660;420
961;Zaanstreek-Waterland (VR);2016 2e kwartaal;1180;500;280;80;200;220;40;180;680;300;380
962;Zaanstreek-Waterland (VR);2016 3e kwartaal;1320;520;300;100;200;220;40;180;800;360;460
963;Zaanstreek-Waterland (VR);2016 4e kwartaal;1420;660;360;140;220;300;40;260;780;260;520
964;Zaanstreek-Waterland (VR);2016;5520;2160;1220;420;800;960;160;800;3360;1580;1780
965;Zaanstreek-Waterland (VR);2017 1e kwartaal;1280;520;280;100;180;240;20;220;760;260;500
966;Zaanstreek-Waterland (VR);2017 2e kwartaal;1440;560;260;80;180;280;40;260;880;400;500
967;Zaanstreek-Waterland (VR);2017 3e kwartaal;1400;500;280;80;200;220;20;200;900;420;480
968;Zaanstreek-Waterland (VR);2017 4e kwartaal;1220;520;300;100;200;220;20;200;700;300;400
969;Zaanstreek-Waterland (VR);2017;5340;2100;1120;380;760;980;120;860;3240;1380;1880
970;Zaanstreek-Waterland (VR);2018 1e kwartaal;1560;480;260;80;180;220;40;200;1080;500;580
971;Zaanstreek-Waterland (VR);2018 2e kwartaal;1200;480;260;100;160;220;40;180;720;300;420
972;Zaanstreek-Waterland (VR);2018 3e kwartaal;1400;580;320;140;180;260;40;220;820;300;520
973;Zaanstreek-Waterland (VR);2018 4e kwartaal;1200;560;300;120;160;260;40;220;660;220;440
974;Zaanstreek-Waterland (VR);2018;5360;2100;1140;460;680;960;140;820;3260;1300;1960
975;Zaanstreek-Waterland (VR);2019 1e kwartaal;1160;500;280;100;180;220;40;200;660;200;460
976;Zaanstreek-Waterland (VR);2019 2e kwartaal;1280;520;280;100;180;240;40;200;760;260;500
977;Zaanstreek-Waterland (VR);2019 3e kwartaal;1340;460;260;120;140;200;20;180;880;320;560
978;Zaanstreek-Waterland (VR);2019 4e kwartaal;1140;520;260;120;140;260;40;220;620;180;440
979;Zaanstreek-Waterland (VR);2019;4920;2000;1080;440;640;920;120;780;2920;980;1940
980;Kennemerland (VR);2013 1e kwartaal;2240;1240;840;60;780;420;40;360;1000;160;840
981;Kennemerland (VR);2013 2e kwartaal;2140;1200;780;40;740;420;60;380;940;120;820
982;Kennemerland (VR);2013 3e kwartaal;2240;1200;800;40;780;400;40;360;1040;140;900
983;Kennemerland (VR);2013 4e kwartaal;3100;1260;840;40;800;420;40;380;1820;280;1540
984;Kennemerland (VR);2013;9720;4920;3260;160;3100;1660;180;1480;4800;680;4100
985;Kennemerland (VR);2014 1e kwartaal;2040;1060;620;40;580;440;60;380;1000;180;820
986;Kennemerland (VR);2014 2e kwartaal;2220;1080;660;20;620;440;40;400;1140;220;940
987;Kennemerland (VR);2014 3e kwartaal;2520;1120;740;40;700;380;80;320;1400;220;1180
988;Kennemerland (VR);2014 4e kwartaal;2260;1220;760;20;740;460;40;420;1060;180;860
989;Kennemerland (VR);2014;9060;4460;2760;120;2640;1700;200;1500;4600;800;3800
990;Kennemerland (VR);2015 1e kwartaal;2280;1180;680;40;660;500;60;440;1100;180;920
991;Kennemerland (VR);2015 2e kwartaal;2140;1060;680;20;660;380;40;360;1080;200;900
992;Kennemerland (VR);2015 3e kwartaal;3220;1080;700;20;660;380;40;340;2140;720;1440
993;Kennemerland (VR);2015 4e kwartaal;2260;1100;700;20;660;420;20;380;1160;220;940
994;Kennemerland (VR);2015;9900;4420;2760;100;2640;1660;160;1500;5480;1280;4200
995;Kennemerland (VR);2016 1e kwartaal;2180;1100;640;20;620;460;40;400;1080;180;900
996;Kennemerland (VR);2016 2e kwartaal;2260;1040;660;40;620;360;40;340;1220;260;940
997;Kennemerland (VR);2016 3e kwartaal;2280;1020;620;20;600;400;40;340;1280;360;900
998;Kennemerland (VR);2016 4e kwartaal;2520;1240;720;40;680;520;40;480;1280;300;980
999;Kennemerland (VR);2016;9220;4380;2640;120;2520;1740;180;1560;4860;1120;3740
1000;Kennemerland (VR);2017 1e kwartaal;2240;1040;600;20;580;440;60;380;1200;300;920
1001;Kennemerland (VR);2017 2e kwartaal;2600;1080;660;40;620;420;40;380;1540;460;1080
1002;Kennemerland (VR);2017 3e kwartaal;2680;1060;680;40;640;380;20;340;1640;520;1120
1003;Kennemerland (VR);2017 4e kwartaal;2560;1140;720;80;640;420;60;360;1440;400;1040
1004;Kennemerland (VR);2017;10100;4300;2660;180;2480;1640;200;1460;5820;1660;4160
1005;Kennemerland (VR);2018 1e kwartaal;2960;1120;680;80;580;460;80;360;1840;520;1300
1006;Kennemerland (VR);2018 2e kwartaal;2540;1040;620;60;560;420;80;340;1500;480;1020
1007;Kennemerland (VR);2018 3e kwartaal;2740;1120;620;120;500;520;100;420;1620;700;940
1008;Kennemerland (VR);2018 4e kwartaal;2320;1080;660;140;520;420;80;340;1240;480;760
1009;Kennemerland (VR);2018;10580;4380;2560;420;2160;1800;340;1480;6200;2180;4020
1010;Kennemerland (VR);2019 1e kwartaal;2340;980;600;100;480;400;100;300;1360;480;880
1011;Kennemerland (VR);2019 2e kwartaal;2700;1080;640;140;520;440;80;360;1620;620;1000
1012;Kennemerland (VR);2019 3e kwartaal;2580;1040;620;140;480;440;100;340;1540;580;940
1013;Kennemerland (VR);2019 4e kwartaal;2520;1180;720;160;560;460;100;380;1340;440;900
1014;Kennemerland (VR);2019;10140;4300;2560;540;2020;1740;360;1380;5860;2140;3720
1015;Amsterdam-Amstelland (VR);2013 1e kwartaal;2860;1140;460;40;420;680;40;660;1720;40;1680
1016;Amsterdam-Amstelland (VR);2013 2e kwartaal;3620;1740;1040;580;460;700;40;660;1880;160;1720
1017;Amsterdam-Amstelland (VR);2013 3e kwartaal;4780;2760;1960;1480;480;800;80;720;2020;320;1700
1018;Amsterdam-Amstelland (VR);2013 4e kwartaal;6120;3080;2220;1760;460;860;120;740;3040;760;2280
1019;Amsterdam-Amstelland (VR);2013;17380;8740;5680;3840;1840;3060;280;2780;8660;1260;7380
1020;Amsterdam-Amstelland (VR);2014 1e kwartaal;6840;4880;4060;3600;480;800;120;680;1980;380;1600
1021;Amsterdam-Amstelland (VR);2014 2e kwartaal;6860;4560;3800;3240;560;760;80;700;2300;460;1840
1022;Amsterdam-Amstelland (VR);2014 3e kwartaal;6880;4360;3700;2900;780;680;100;580;2520;580;1940
1023;Amsterdam-Amstelland (VR);2014 4e kwartaal;7580;5000;4080;3220;860;920;160;780;2580;540;2060
1024;Amsterdam-Amstelland (VR);2014;28160;18800;15640;12960;2680;3180;440;2720;9360;1940;7420
1025;Amsterdam-Amstelland (VR);2015 1e kwartaal;6920;4280;3420;2720;680;880;160;720;2640;540;2080
1026;Amsterdam-Amstelland (VR);2015 2e kwartaal;6480;4120;3360;2560;800;760;80;680;2360;540;1820
1027;Amsterdam-Amstelland (VR);2015 3e kwartaal;7580;4260;3640;2860;780;620;80;560;3320;1040;2280
1028;Amsterdam-Amstelland (VR);2015 4e kwartaal;7340;4660;3740;2940;800;920;160;760;2680;520;2160
1029;Amsterdam-Amstelland (VR);2015;28320;17320;14160;11080;3060;3180;480;2700;11000;2660;8340
1030;Amsterdam-Amstelland (VR);2016 1e kwartaal;6780;4220;3340;2680;640;900;220;660;2560;560;2000
1031;Amsterdam-Amstelland (VR);2016 2e kwartaal;6700;4120;3340;2700;640;780;120;660;2580;560;2020
1032;Amsterdam-Amstelland (VR);2016 3e kwartaal;6360;3920;3160;2380;780;760;120;640;2440;580;1860
1033;Amsterdam-Amstelland (VR);2016 4e kwartaal;7000;4280;3300;2640;660;980;220;760;2720;640;2080
1034;Amsterdam-Amstelland (VR);2016;26840;16540;13120;10400;2720;3420;680;2740;10280;2320;7960
1035;Amsterdam-Amstelland (VR);2017 1e kwartaal;6200;3560;2780;2180;600;780;140;640;2620;580;2060
1036;Amsterdam-Amstelland (VR);2017 2e kwartaal;5900;3480;2640;2040;600;840;120;720;2420;560;1860
1037;Amsterdam-Amstelland (VR);2017 3e kwartaal;5960;3440;2780;2120;660;660;100;560;2520;560;1940
1038;Amsterdam-Amstelland (VR);2017 4e kwartaal;6100;3660;2780;2140;620;880;140;760;2440;480;1960
1039;Amsterdam-Amstelland (VR);2017;24160;14140;10960;8480;2480;3180;500;2680;10000;2200;7820
1040;Amsterdam-Amstelland (VR);2018 1e kwartaal;6680;3360;2460;1840;620;900;140;780;3320;740;2580
1041;Amsterdam-Amstelland (VR);2018 2e kwartaal;5960;3420;2560;1960;600;860;120;740;2540;560;2000
1042;Amsterdam-Amstelland (VR);2018 3e kwartaal;6020;3300;2420;1800;640;880;140;740;2720;540;2180
1043;Amsterdam-Amstelland (VR);2018 4e kwartaal;6120;3580;2580;1980;580;1020;160;860;2540;520;2000
1044;Amsterdam-Amstelland (VR);2018;24780;13660;10020;7580;2440;3660;560;3100;11120;2360;8760
1045;Amsterdam-Amstelland (VR);2019 1e kwartaal;6220;3500;2500;1940;560;1000;200;800;2720;600;2120
1046;Amsterdam-Amstelland (VR);2019 2e kwartaal;6180;3200;2340;1840;500;860;180;680;3000;880;2120
1047;Amsterdam-Amstelland (VR);2019 3e kwartaal;5660;3000;2260;1680;580;740;140;600;2660;640;2000
1048;Amsterdam-Amstelland (VR);2019 4e kwartaal;5980;3380;2340;1800;540;1040;220;840;2600;580;2020
1049;Amsterdam-Amstelland (VR);2019;24040;13080;9440;7260;2200;3640;720;2920;10960;2700;8260
1050;Gooi en Vechtstreek (VR);2013 1e kwartaal;620;420;260;100;160;180;0;160;200;40;160
1051;Gooi en Vechtstreek (VR);2013 2e kwartaal;120;80;40;20;20;20;0;20;60;0;40
1052;Gooi en Vechtstreek (VR);2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0;0
1053;Gooi en Vechtstreek (VR);2013 4e kwartaal;300;160;80;40;40;80;0;80;140;20;120
1054;Gooi en Vechtstreek (VR);2013;1040;660;380;140;240;280;20;260;380;60;320
1055;Gooi en Vechtstreek (VR);2014 1e kwartaal;640;420;240;100;140;180;0;180;220;40;180
1056;Gooi en Vechtstreek (VR);2014 2e kwartaal;720;420;260;120;140;160;0;160;300;60;240
1057;Gooi en Vechtstreek (VR);2014 3e kwartaal;940;420;280;120;180;140;0;120;520;180;340
1058;Gooi en Vechtstreek (VR);2014 4e kwartaal;900;540;400;180;220;160;20;140;340;80;260
1059;Gooi en Vechtstreek (VR);2014;3200;1820;1180;520;660;640;40;620;1380;360;1020
1060;Gooi en Vechtstreek (VR);2015 1e kwartaal;840;420;240;100;140;180;0;160;420;80;360
1061;Gooi en Vechtstreek (VR);2015 2e kwartaal;800;420;260;120;120;180;20;160;380;40;340
1062;Gooi en Vechtstreek (VR);2015 3e kwartaal;1140;400;260;120;160;140;0;120;720;300;420
1063;Gooi en Vechtstreek (VR);2015 4e kwartaal;880;520;320;160;160;200;20;180;360;60;300
1064;Gooi en Vechtstreek (VR);2015;3660;1760;1080;500;580;700;60;640;1900;480;1420
1065;Gooi en Vechtstreek (VR);2016 1e kwartaal;700;440;240;120;120;200;20;180;260;60;200
1066;Gooi en Vechtstreek (VR);2016 2e kwartaal;820;440;280;100;160;180;20;160;360;80;280
1067;Gooi en Vechtstreek (VR);2016 3e kwartaal;780;440;280;120;160;160;20;140;340;60;280
1068;Gooi en Vechtstreek (VR);2016 4e kwartaal;740;440;280;100;180;160;20;160;300;60;240
1069;Gooi en Vechtstreek (VR);2016;3040;1760;1060;440;620;700;60;640;1280;240;1020
1070;Gooi en Vechtstreek (VR);2017 1e kwartaal;800;460;260;100;140;220;20;200;340;60;280
1071;Gooi en Vechtstreek (VR);2017 2e kwartaal;600;380;240;100;140;140;0;140;220;40;200
1072;Gooi en Vechtstreek (VR);2017 3e kwartaal;680;340;200;80;120;140;0;140;340;80;280
1073;Gooi en Vechtstreek (VR);2017 4e kwartaal;760;380;220;100;120;140;0;140;380;80;300
1074;Gooi en Vechtstreek (VR);2017;2860;1560;920;400;520;640;40;600;1300;240;1060
1075;Gooi en Vechtstreek (VR);2018 1e kwartaal;820;340;180;80;100;180;20;140;480;140;340
1076;Gooi en Vechtstreek (VR);2018 2e kwartaal;760;400;220;120;120;160;20;140;380;100;280
1077;Gooi en Vechtstreek (VR);2018 3e kwartaal;800;460;220;100;120;240;20;200;360;80;260
1078;Gooi en Vechtstreek (VR);2018 4e kwartaal;680;380;200;100;100;180;40;140;300;80;220
1079;Gooi en Vechtstreek (VR);2018;3060;1580;820;380;440;740;120;640;1500;400;1100
1080;Gooi en Vechtstreek (VR);2019 1e kwartaal;700;360;200;100;100;160;20;120;360;120;220
1081;Gooi en Vechtstreek (VR);2019 2e kwartaal;680;340;180;100;80;160;40;120;340;100;240
1082;Gooi en Vechtstreek (VR);2019 3e kwartaal;820;380;220;100;100;160;20;140;440;160;300
1083;Gooi en Vechtstreek (VR);2019 4e kwartaal;660;360;180;100;80;180;20;140;300;100;200
1084;Gooi en Vechtstreek (VR);2019;2860;1420;780;400;380;640;100;540;1440;480;960
1085;Haaglanden (VR);2013 1e kwartaal;4180;2200;1080;60;1020;1120;260;860;1980;600;1400
1086;Haaglanden (VR);2013 2e kwartaal;4020;1900;1240;100;1140;660;40;620;2120;780;1340
1087;Haaglanden (VR);2013 3e kwartaal;4100;1880;1140;60;1080;720;40;680;2240;820;1420
1088;Haaglanden (VR);2013 4e kwartaal;5400;2480;1420;100;1340;1040;120;920;2940;1040;1880
1089;Haaglanden (VR);2013;17720;8440;4880;320;4580;3560;460;3080;9280;3240;6040
1090;Haaglanden (VR);2014 1e kwartaal;4100;2300;1200;80;1120;1080;180;900;1800;680;1120
1091;Haaglanden (VR);2014 2e kwartaal;3940;1960;1260;60;1200;700;60;640;1980;680;1320
1092;Haaglanden (VR);2014 3e kwartaal;3660;1940;1320;20;1280;640;20;600;1720;360;1360
1093;Haaglanden (VR);2014 4e kwartaal;3960;2260;1320;20;1300;940;60;880;1720;360;1340
1094;Haaglanden (VR);2014;15660;8460;5100;200;4900;3360;340;3040;7200;2080;5120
1095;Haaglanden (VR);2015 1e kwartaal;3640;2020;1040;20;1020;980;160;820;1620;300;1320
1096;Haaglanden (VR);2015 2e kwartaal;3140;1700;1040;20;1020;660;20;640;1440;160;1280
1097;Haaglanden (VR);2015 3e kwartaal;4300;1900;1260;20;1240;640;20;620;2400;680;1720
1098;Haaglanden (VR);2015 4e kwartaal;3620;2220;1280;20;1280;940;40;900;1400;80;1320
1099;Haaglanden (VR);2015;14700;7840;4620;60;4560;3220;260;2960;6860;1220;5640
1100;Haaglanden (VR);2016 1e kwartaal;3360;1980;1120;20;1100;880;120;760;1380;80;1300
1101;Haaglanden (VR);2016 2e kwartaal;3140;1660;1040;20;1020;620;20;620;1480;80;1380
1102;Haaglanden (VR);2016 3e kwartaal;3140;1740;1140;20;1120;600;20;600;1400;140;1260
