ID;RegioS;Perioden;TotaalIncidenten_1;TotaalBrandincidenten_2;TotaalAutomatischGemeld_3;AfgehandeldDoorDeMeldkamer_4;AlarmeringenVanDeBrandweer_5;TotaalTelefonischGemeld_6;AfgehandeldDoorDeMeldkamer_7;AlarmeringenVanDeBrandweer_8;TotaalHulpverleningsincidenten_9;AfgehandeldDoorDeMeldkamer_10;AlarmeringenVanDeBrandweer_11
267;Drenthe (PV);2017 3e kwartaal;1520;840;580;360;240;240;40;200;680;420;260
268;Drenthe (PV);2017 4e kwartaal;1720;940;640;420;220;300;60;240;780;500;280
269;Drenthe (PV);2017;6160;3400;2200;1340;880;1200;220;980;2760;1720;1040
270;Drenthe (PV);2018 1e kwartaal;1600;920;560;380;200;340;60;280;700;400;300
271;Drenthe (PV);2018 2e kwartaal;1840;940;600;400;200;340;60;280;900;600;300
272;Drenthe (PV);2018 3e kwartaal;2020;1260;700;440;280;540;120;440;760;500;260
273;Drenthe (PV);2018 4e kwartaal;1740;1060;680;460;220;400;80;320;660;400;260
274;Drenthe (PV);2018;7200;4180;2560;1660;900;1620;320;1320;3020;1900;1120
275;Drenthe (PV);2019 1e kwartaal;1560;880;580;360;240;300;60;240;660;400;260
276;Drenthe (PV);2019 2e kwartaal;1880;960;520;340;180;420;100;340;920;620;300
277;Drenthe (PV);2019 3e kwartaal;1860;1080;700;460;240;380;100;280;780;520;260
278;Drenthe (PV);2019 4e kwartaal;1620;980;640;420;220;340;60;280;640;380;260
279;Drenthe (PV);2019;6900;3900;2440;1560;880;1460;320;1140;3000;1940;1080
280;Overijssel (PV);2013 1e kwartaal;2700;1860;1200;160;1040;660;60;600;840;300;540
281;Overijssel (PV);2013 2e kwartaal;2980;1940;1220;200;1040;720;80;640;1040;440;600
282;Overijssel (PV);2013 3e kwartaal;2920;1900;1260;160;1080;640;100;560;1040;340;680
283;Overijssel (PV);2013 4e kwartaal;3760;1960;1220;160;1040;740;80;660;1800;1020;780
284;Overijssel (PV);2013;12340;7640;4900;680;4220;2760;320;2440;4700;2120;2580
285;Overijssel (PV);2014 1e kwartaal;2480;1740;1080;140;940;660;80;600;740;240;500
286;Overijssel (PV);2014 2e kwartaal;2780;1740;1180;160;1020;560;60;500;1040;400;640
287;Overijssel (PV);2014 3e kwartaal;2980;1720;1240;140;1100;480;60;420;1280;580;700
288;Overijssel (PV);2014 4e kwartaal;2700;1680;1140;120;1020;540;80;480;1020;480;540
289;Overijssel (PV);2014;10960;6880;4620;560;4060;2260;260;1980;4080;1680;2400
290;Overijssel (PV);2015 1e kwartaal;2740;1500;960;200;760;540;80;460;1240;520;720
291;Overijssel (PV);2015 2e kwartaal;2720;1580;980;320;660;600;80;520;1120;500;620
292;Overijssel (PV);2015 3e kwartaal;3680;1660;1120;360;760;560;60;480;2020;1060;960
293;Overijssel (PV);2015 4e kwartaal;2880;1720;1080;400;680;620;60;560;1180;600;560
294;Overijssel (PV);2015;12020;6460;4140;1300;2860;2320;280;2040;5560;2680;2860
295;Overijssel (PV);2016 1e kwartaal;2760;1680;1040;380;680;640;60;580;1080;540;520
296;Overijssel (PV);2016 2e kwartaal;3120;1560;940;360;580;620;80;540;1560;900;660
297;Overijssel (PV);2016 3e kwartaal;3120;1680;1060;360;700;620;80;540;1460;780;680
298;Overijssel (PV);2016 4e kwartaal;3060;1680;1040;420;640;620;60;560;1380;700;680
299;Overijssel (PV);2016;12060;6580;4100;1520;2580;2500;260;2220;5480;2940;2540
300;Overijssel (PV);2017 1e kwartaal;2840;1480;920;360;540;580;60;520;1340;580;780
301;Overijssel (PV);2017 2e kwartaal;3040;1640;920;360;560;720;60;660;1400;720;680
302;Overijssel (PV);2017 3e kwartaal;2940;1520;980;440;540;560;80;480;1400;640;760
303;Overijssel (PV);2017 4e kwartaal;3260;1540;1000;440;560;540;60;480;1720;900;820
304;Overijssel (PV);2017;12080;6200;3800;1600;2200;2400;240;2160;5880;2840;3040
305;Overijssel (PV);2018 1e kwartaal;4420;1540;880;380;500;660;60;600;2880;1920;960
306;Overijssel (PV);2018 2e kwartaal;3800;1540;860;440;440;680;80;600;2260;1520;740
307;Overijssel (PV);2018 3e kwartaal;4220;1940;980;500;480;960;120;860;2280;1480;800
308;Overijssel (PV);2018 4e kwartaal;3820;1680;960;460;500;700;80;620;2140;1420;720
309;Overijssel (PV);2018;16240;6700;3700;1780;1920;3000;320;2680;9560;6360;3200
310;Overijssel (PV);2019 1e kwartaal;3500;1500;880;420;460;620;60;560;2000;1260;740
311;Overijssel (PV);2019 2e kwartaal;4060;1640;920;440;480;740;100;640;2420;1560;860
312;Overijssel (PV);2019 3e kwartaal;3860;1740;1020;520;500;700;80;620;2120;1400;720
313;Overijssel (PV);2019 4e kwartaal;3600;1720;980;500;480;740;100;640;1880;1140;740
314;Overijssel (PV);2019;15040;6600;3800;1900;1900;2800;340;2480;8440;5360;3060
315;Flevoland (PV);2013 1e kwartaal;940;700;460;80;380;240;20;220;240;20;240
316;Flevoland (PV);2013 2e kwartaal;960;660;360;40;320;300;20;280;300;40;260
317;Flevoland (PV);2013 3e kwartaal;960;640;380;40;340;260;20;240;300;40;280
318;Flevoland (PV);2013 4e kwartaal;1100;680;400;60;340;280;40;240;440;60;380
319;Flevoland (PV);2013;3960;2680;1620;220;1400;1060;100;960;1280;140;1140
320;Flevoland (PV);2014 1e kwartaal;800;560;340;40;300;240;20;220;240;20;220
321;Flevoland (PV);2014 2e kwartaal;860;580;340;40;280;260;20;240;280;40;240
322;Flevoland (PV);2014 3e kwartaal;880;560;380;40;320;200;20;180;300;60;240
323;Flevoland (PV);2014 4e kwartaal;920;640;400;60;340;240;20;240;280;40;240
324;Flevoland (PV);2014;3460;2360;1440;180;1260;920;60;860;1100;140;940
325;Flevoland (PV);2015 1e kwartaal;840;500;300;40;260;220;20;200;340;40;300
326;Flevoland (PV);2015 2e kwartaal;900;620;360;40;320;260;20;240;280;40;240
327;Flevoland (PV);2015 3e kwartaal;1000;540;320;20;300;200;20;200;480;100;380
328;Flevoland (PV);2015 4e kwartaal;880;620;400;60;340;220;20;200;280;40;240
329;Flevoland (PV);2015;3640;2280;1380;140;1220;900;60;840;1360;220;1140
330;Flevoland (PV);2016 1e kwartaal;820;520;300;40;260;220;20;220;300;20;260
331;Flevoland (PV);2016 2e kwartaal;860;520;300;40;260;240;20;220;320;20;300
332;Flevoland (PV);2016 3e kwartaal;900;520;320;20;300;220;20;200;360;40;320
333;Flevoland (PV);2016 4e kwartaal;860;520;280;60;220;220;20;220;360;20;320
334;Flevoland (PV);2016;3440;2100;1180;140;1040;920;60;860;1340;120;1220
335;Flevoland (PV);2017 1e kwartaal;780;440;240;60;160;220;20;180;320;20;300
336;Flevoland (PV);2017 2e kwartaal;840;500;240;60;180;260;20;240;360;20;320
337;Flevoland (PV);2017 3e kwartaal;780;400;160;20;140;240;20;220;400;40;340
338;Flevoland (PV);2017 4e kwartaal;800;440;240;40;180;200;0;200;380;20;340
339;Flevoland (PV);2017;3220;1760;860;200;680;900;60;840;1440;120;1320
340;Flevoland (PV);2018 1e kwartaal;920;380;180;40;140;200;20;200;560;140;400
341;Flevoland (PV);2018 2e kwartaal;880;500;200;40;160;300;20;280;380;40;360
342;Flevoland (PV);2018 3e kwartaal;1000;580;220;40;180;380;20;360;400;20;380
343;Flevoland (PV);2018 4e kwartaal;820;480;220;40;180;260;20;240;340;20;320
344;Flevoland (PV);2018;3620;1940;800;140;660;1140;60;1080;1680;240;1440
345;Flevoland (PV);2019 1e kwartaal;800;420;180;40;140;260;20;240;360;20;340
346;Flevoland (PV);2019 2e kwartaal;960;500;200;20;180;300;20;280;460;40;420
347;Flevoland (PV);2019 3e kwartaal;920;480;220;40;180;240;20;240;460;40;420
348;Flevoland (PV);2019 4e kwartaal;920;540;280;80;200;260;20;240;380;20;340
349;Flevoland (PV);2019;3600;1940;880;180;700;1040;60;980;1660;140;1520
350;Gelderland (PV);2013 1e kwartaal;5220;3280;1900;480;1420;1380;200;1180;1940;760;1180
351;Gelderland (PV);2013 2e kwartaal;5300;3180;1800;440;1380;1380;200;1180;2120;900;1220
352;Gelderland (PV);2013 3e kwartaal;6000;3320;1980;480;1500;1340;220;1120;2680;1000;1680
353;Gelderland (PV);2013 4e kwartaal;7020;3240;1880;420;1460;1360;220;1140;3780;1760;2020
354;Gelderland (PV);2013;23540;13020;7560;1820;5740;5460;840;4620;10520;4420;6100
355;Gelderland (PV);2014 1e kwartaal;5100;3080;1640;460;1160;1440;260;1180;2020;780;1240
356;Gelderland (PV);2014 2e kwartaal;5780;3060;1720;620;1120;1320;220;1100;2740;1240;1500
357;Gelderland (PV);2014 3e kwartaal;6460;2980;1900;680;1220;1060;180;880;3500;1820;1680
358;Gelderland (PV);2014 4e kwartaal;5740;3040;1860;680;1180;1180;240;960;2700;1320;1400
359;Gelderland (PV);2014;23080;12140;7120;2440;4680;5020;900;4120;10960;5140;5820
360;Gelderland (PV);2015 1e kwartaal;5720;2780;1480;540;940;1300;220;1060;2960;1140;1820
361;Gelderland (PV);2015 2e kwartaal;5660;3000;1600;700;900;1400;260;1140;2660;1220;1460
362;Gelderland (PV);2015 3e kwartaal;7960;3040;1840;680;1160;1180;260;920;4940;2540;2400
363;Gelderland (PV);2015 4e kwartaal;5960;3120;1740;700;1040;1360;260;1100;2860;1300;1560
364;Gelderland (PV);2015;25320;11900;6660;2620;4060;5240;1000;4240;13420;6180;7220
365;Gelderland (PV);2016 1e kwartaal;5540;2920;1540;600;940;1400;320;1080;2620;1280;1340
366;Gelderland (PV);2016 2e kwartaal;6120;2800;1600;600;980;1200;240;980;3320;1700;1620
367;Gelderland (PV);2016 3e kwartaal;6160;3040;1760;620;1120;1280;260;1040;3120;1480;1640
368;Gelderland (PV);2016 4e kwartaal;6160;3160;1680;620;1060;1500;280;1220;3000;1360;1640
369;Gelderland (PV);2016;23980;11940;6560;2440;4120;5380;1080;4300;12060;5820;6240
370;Gelderland (PV);2017 1e kwartaal;5980;2660;1340;500;860;1320;200;1120;3300;1360;1940
371;Gelderland (PV);2017 2e kwartaal;6160;2940;1460;580;900;1480;220;1260;3200;1500;1700
372;Gelderland (PV);2017 3e kwartaal;6000;2620;1560;700;860;1060;220;840;3380;1640;1760
373;Gelderland (PV);2017 4e kwartaal;6180;2800;1580;860;720;1220;200;1020;3380;1500;1880
374;Gelderland (PV);2017;24320;11040;5960;2640;3320;5080;840;4240;13280;6000;7280
375;Gelderland (PV);2018 1e kwartaal;7720;2560;1280;660;620;1280;240;1020;5180;3000;2160
376;Gelderland (PV);2018 2e kwartaal;6540;2740;1420;780;640;1320;240;1080;3800;2020;1780
377;Gelderland (PV);2018 3e kwartaal;7140;3480;1380;740;640;2080;420;1660;3680;1700;1980
378;Gelderland (PV);2018 4e kwartaal;6220;3100;1480;780;700;1620;300;1320;3120;1560;1560
379;Gelderland (PV);2018;27620;11860;5560;2960;2600;6300;1220;5100;15760;8280;7500
380;Gelderland (PV);2019 1e kwartaal;6080;2640;1400;800;600;1240;240;1000;3440;1600;1820
381;Gelderland (PV);2019 2e kwartaal;7240;2940;1360;720;640;1580;320;1280;4320;2280;2040
382;Gelderland (PV);2019 3e kwartaal;6580;2820;1460;760;700;1380;280;1100;3760;2060;1700
383;Gelderland (PV);2019 4e kwartaal;5600;2900;1460;760;700;1420;180;1240;2700;1020;1680
384;Gelderland (PV);2019;25520;11300;5680;3040;2640;5640;1000;4620;14200;6960;7240
385;Utrecht (PV);2013 1e kwartaal;3240;2120;1280;180;1080;860;140;720;1120;480;620
386;Utrecht (PV);2013 2e kwartaal;3080;1860;1120;140;960;740;100;640;1220;480;740
387;Utrecht (PV);2013 3e kwartaal;3540;2060;1240;120;1120;840;140;700;1460;500;960
388;Utrecht (PV);2013 4e kwartaal;4500;2140;1180;100;1080;940;140;800;2360;1180;1180
389;Utrecht (PV);2013;14360;8180;4800;540;4260;3380;500;2880;6180;2640;3540
390;Utrecht (PV);2014 1e kwartaal;3000;1860;960;100;860;900;200;700;1140;420;720
391;Utrecht (PV);2014 2e kwartaal;3260;1840;1040;100;940;800;140;660;1420;480;940
392;Utrecht (PV);2014 3e kwartaal;3660;1920;1200;160;1040;720;120;600;1760;740;1000
393;Utrecht (PV);2014 4e kwartaal;3820;2460;1340;380;960;1120;300;820;1380;520;860
394;Utrecht (PV);2014;13760;8060;4540;740;3800;3520;760;2760;5700;2180;3520
395;Utrecht (PV);2015 1e kwartaal;3500;1880;960;120;860;920;260;660;1620;680;940
396;Utrecht (PV);2015 2e kwartaal;3060;1720;920;80;860;780;120;660;1340;460;880
397;Utrecht (PV);2015 3e kwartaal;4260;1840;1120;460;660;720;120;600;2420;1260;1160
398;Utrecht (PV);2015 4e kwartaal;3540;2200;1120;480;640;1080;280;800;1340;520;800
399;Utrecht (PV);2015;14360;7640;4140;1140;3000;3500;780;2720;6720;2940;3780
400;Utrecht (PV);2016 1e kwartaal;3380;2000;1040;480;560;980;300;680;1380;600;760
401;Utrecht (PV);2016 2e kwartaal;3260;1860;1080;520;560;780;160;620;1400;540;860
402;Utrecht (PV);2016 3e kwartaal;3440;1900;1140;500;640;780;160;620;1540;600;940
403;Utrecht (PV);2016 4e kwartaal;3740;2120;1040;480;560;1080;320;740;1620;580;1040
404;Utrecht (PV);2016;13820;7900;4300;2000;2300;3600;940;2680;5920;2320;3600
405;Utrecht (PV);2017 1e kwartaal;3460;1860;940;440;500;920;260;660;1600;620;1000
406;Utrecht (PV);2017 2e kwartaal;3300;1720;900;440;460;840;160;680;1580;580;1000
407;Utrecht (PV);2017 3e kwartaal;3280;1680;1020;480;540;660;140;520;1600;560;1040
408;Utrecht (PV);2017 4e kwartaal;3720;2000;1160;580;580;820;140;680;1720;660;1060
409;Utrecht (PV);2017;13760;7260;4020;1940;2080;3240;720;2520;6500;2400;4100
410;Utrecht (PV);2018 1e kwartaal;3880;1720;960;480;480;760;120;640;2160;780;1380
411;Utrecht (PV);2018 2e kwartaal;3540;1800;1020;500;520;780;140;640;1740;680;1060
412;Utrecht (PV);2018 3e kwartaal;3820;2160;1040;560;480;1120;240;880;1660;680;980
413;Utrecht (PV);2018 4e kwartaal;3360;1920;1020;520;480;900;200;720;1440;560;880
414;Utrecht (PV);2018;14580;7580;4020;2040;1980;3560;680;2880;7000;2700;4300
415;Utrecht (PV);2019 1e kwartaal;3440;1800;940;520;400;860;200;680;1640;620;1020
416;Utrecht (PV);2019 2e kwartaal;3760;1940;1100;680;420;840;220;620;1820;760;1060
417;Utrecht (PV);2019 3e kwartaal;3660;1920;1160;640;520;760;200;540;1760;720;1040
418;Utrecht (PV);2019 4e kwartaal;3960;2180;1100;620;480;1080;320;760;1780;860;920
419;Utrecht (PV);2019;14820;7840;4300;2480;1820;3540;940;2600;6980;2960;4020
420;Noord-Holland (PV);2013 1e kwartaal;9120;4340;2420;300;2120;1920;120;1820;4760;1340;3440
421;Noord-Holland (PV);2013 2e kwartaal;9360;4480;2720;760;1940;1760;140;1640;4880;1380;3500
422;Noord-Holland (PV);2013 3e kwartaal;10900;5500;3720;1660;2060;1800;160;1620;5400;1660;3740
423;Noord-Holland (PV);2013 4e kwartaal;14760;6040;4040;1960;2100;2000;200;1780;8720;3220;5480
424;Noord-Holland (PV);2013;44120;20360;12880;4680;8200;7480;620;6860;23760;7620;16140
425;Noord-Holland (PV);2014 1e kwartaal;12720;7740;5740;3840;1900;2000;220;1780;4980;1560;3420
426;Noord-Holland (PV);2014 2e kwartaal;13200;7420;5520;3480;2040;1900;160;1740;5780;1740;4040
427;Noord-Holland (PV);2014 3e kwartaal;13820;7220;5540;3180;2360;1680;200;1480;6600;2000;4600
428;Noord-Holland (PV);2014 4e kwartaal;14240;8220;6120;3620;2480;2100;240;1860;6020;1980;4040
429;Noord-Holland (PV);2014;53980;30600;22900;14100;8800;7680;840;6860;23380;7280;16100
430;Noord-Holland (PV);2015 1e kwartaal;13600;7180;5100;3020;2080;2080;260;1820;6420;2140;4280
431;Noord-Holland (PV);2015 2e kwartaal;12660;6940;5020;2840;2180;1920;180;1740;5720;1620;4100
432;Noord-Holland (PV);2015 3e kwartaal;17000;7100;5420;3140;2280;1680;160;1520;9900;4080;5820
433;Noord-Holland (PV);2015 4e kwartaal;13800;7700;5600;3260;2320;2100;260;1840;6100;1700;4400
434;Noord-Holland (PV);2015;57040;28920;21140;12260;8860;7780;840;6940;28120;9540;18600
435;Noord-Holland (PV);2016 1e kwartaal;12600;7000;4920;2960;1980;2080;360;1720;5600;1500;4080
436;Noord-Holland (PV);2016 2e kwartaal;12380;6860;4980;2940;2040;1880;220;1660;5520;1320;4200
437;Noord-Holland (PV);2016 3e kwartaal;12400;6720;4840;2640;2200;1880;220;1660;5700;1440;4260
438;Noord-Holland (PV);2016 4e kwartaal;13300;7480;5160;2980;2200;2320;320;1980;5820;1340;4460
439;Noord-Holland (PV);2016;50680;28060;19920;11520;8400;8140;1120;7020;22620;5600;17020
440;Noord-Holland (PV);2017 1e kwartaal;12100;6400;4380;2500;1880;2020;260;1780;5700;1320;4380
441;Noord-Holland (PV);2017 2e kwartaal;12600;6420;4280;2340;1940;2140;240;1900;6180;1700;4480
442;Noord-Holland (PV);2017 3e kwartaal;13020;6220;4460;2360;2080;1780;200;1580;6800;1900;4900
443;Noord-Holland (PV);2017 4e kwartaal;12420;6540;4520;2500;2020;2020;260;1780;5880;1540;4340
444;Noord-Holland (PV);2017;50140;25580;17620;9680;7920;7960;960;7020;24560;6460;18100
445;Noord-Holland (PV);2018 1e kwartaal;14500;6180;4020;2120;1900;2180;300;1860;8300;2480;5840
446;Noord-Holland (PV);2018 2e kwartaal;12800;6180;4120;2260;1880;2040;280;1780;6620;1860;4760
447;Noord-Holland (PV);2018 3e kwartaal;13720;6480;4060;2180;1900;2400;340;2080;7240;2080;5160
448;Noord-Holland (PV);2018 4e kwartaal;12540;6480;4200;2380;1820;2260;340;1940;6060;1760;4300
449;Noord-Holland (PV);2018;53540;25300;16420;8940;7480;8880;1240;7660;28240;8180;20060
450;Noord-Holland (PV);2019 1e kwartaal;12480;6160;3980;2280;1700;2160;400;1760;6340;1780;4560
451;Noord-Holland (PV);2019 2e kwartaal;13260;6060;3920;2240;1680;2120;380;1760;7200;2480;4720
452;Noord-Holland (PV);2019 3e kwartaal;12900;5780;3820;2260;1560;1980;360;1620;7120;2320;4800
453;Noord-Holland (PV);2019 4e kwartaal;12320;6380;3960;2400;1560;2420;460;1960;5940;1740;4200
454;Noord-Holland (PV);2019;50960;24360;15680;9180;6500;8680;1600;7100;26580;8300;18280
455;Zuid-Holland (PV);2013 1e kwartaal;11200;6780;3660;160;3520;3120;520;2600;4420;760;3660
456;Zuid-Holland (PV);2013 2e kwartaal;11020;6060;3720;180;3520;2360;120;2240;4940;1240;3720
457;Zuid-Holland (PV);2013 3e kwartaal;12220;6580;4000;160;3860;2580;140;2440;5640;1580;4060
458;Zuid-Holland (PV);2013 4e kwartaal;16240;7600;4160;200;3980;3440;400;3040;8640;2620;6020
459;Zuid-Holland (PV);2013;50680;27040;15540;680;14860;11500;1180;10300;23640;6180;17460
460;Zuid-Holland (PV);2014 1e kwartaal;11160;6740;3440;200;3260;3280;560;2740;4440;1100;3320
461;Zuid-Holland (PV);2014 2e kwartaal;11400;6140;3700;340;3360;2440;140;2300;5260;1300;3960
462;Zuid-Holland (PV);2014 3e kwartaal;12240;6160;3940;280;3640;2220;120;2100;6080;1700;4380
463;Zuid-Holland (PV);2014 4e kwartaal;12380;7120;3900;260;3640;3220;480;2740;5260;1160;4100
464;Zuid-Holland (PV);2014;47180;26140;14980;1080;13900;11160;1280;9880;21040;5260;15780
465;Zuid-Holland (PV);2015 1e kwartaal;11640;6080;3100;220;2860;2980;520;2460;5560;1160;4400
466;Zuid-Holland (PV);2015 2e kwartaal;10280;5480;3160;200;2980;2320;100;2220;4800;800;4000
467;Zuid-Holland (PV);2015 3e kwartaal;14000;6060;3700;300;3400;2380;120;2260;7920;2440;5480
468;Zuid-Holland (PV);2015 4e kwartaal;11560;6880;3740;260;3480;3140;380;2760;4680;640;4040
469;Zuid-Holland (PV);2015;47480;24500;13700;980;12720;10800;1120;9700;22960;5040;17920
470;Zuid-Holland (PV);2016 1e kwartaal;10520;6020;3140;260;2880;2900;480;2420;4500;620;3880
471;Zuid-Holland (PV);2016 2e kwartaal;10580;5300;3200;320;2880;2120;100;2020;5260;900;4380
472;Zuid-Holland (PV);2016 3e kwartaal;10640;5640;3340;700;2640;2280;120;2160;5000;1040;3960
473;Zuid-Holland (PV);2016 4e kwartaal;12380;6940;3360;980;2380;3580;520;3060;5420;1140;4300
474;Zuid-Holland (PV);2016;44120;23920;13040;2260;10780;10880;1220;9660;20200;3680;16520
475;Zuid-Holland (PV);2017 1e kwartaal;11060;5900;2880;800;2080;3000;520;2500;5160;980;4180
476;Zuid-Holland (PV);2017 2e kwartaal;10920;5500;2780;800;2000;2720;140;2580;5420;960;4460
477;Zuid-Holland (PV);2017 3e kwartaal;10980;5100;3040;900;2160;2060;100;1960;5880;980;4900
478;Zuid-Holland (PV);2017 4e kwartaal;11580;6220;3240;1040;2200;2980;320;2660;5360;940;4420
479;Zuid-Holland (PV);2017;44540;22740;11960;3520;8440;10780;1080;9700;21800;3840;17960
480;Zuid-Holland (PV);2018 1e kwartaal;13640;5820;2840;880;1960;2980;620;2360;7820;2060;5760
481;Zuid-Holland (PV);2018 2e kwartaal;11340;5420;2960;940;2000;2480;160;2320;5920;1300;4620
482;Zuid-Holland (PV);2018 3e kwartaal;12240;6020;3060;900;2160;2960;160;2800;6220;1180;5040
483;Zuid-Holland (PV);2018 4e kwartaal;11600;6280;3040;860;2180;3240;460;2780;5320;940;4380
484;Zuid-Holland (PV);2018;48840;23560;11880;3600;8300;11660;1400;10260;25280;5480;19800
485;Zuid-Holland (PV);2019 1e kwartaal;11880;6020;2740;840;1900;3280;760;2540;5860;1200;4660
486;Zuid-Holland (PV);2019 2e kwartaal;11900;5440;2880;780;2100;2560;120;2440;6460;1100;5380
487;Zuid-Holland (PV);2019 3e kwartaal;11420;5300;3000;820;2200;2300;100;2180;6140;940;5180
488;Zuid-Holland (PV);2019 4e kwartaal;12660;7500;3080;960;2140;4420;660;3760;5180;640;4540
489;Zuid-Holland (PV);2019;47860;24240;11700;3380;8320;12560;1640;10920;23620;3880;19740
490;Zeeland (PV);2013 1e kwartaal;2600;1860;1560;1320;220;300;80;220;740;520;220
491;Zeeland (PV);2013 2e kwartaal;2560;1800;1480;1240;260;300;60;240;780;500;280
492;Zeeland (PV);2013 3e kwartaal;3080;2080;1760;1480;280;320;60;260;1000;580;420
493;Zeeland (PV);2013 4e kwartaal;2660;1800;1520;1260;260;280;40;240;860;520;340
494;Zeeland (PV);2013;10920;7560;6320;5300;1020;1220;260;960;3360;2120;1240
495;Zeeland (PV);2014 1e kwartaal;2260;1600;1340;1080;260;260;40;220;660;460;220
496;Zeeland (PV);2014 2e kwartaal;2500;1720;1420;1160;240;300;60;240;800;500;280
497;Zeeland (PV);2014 3e kwartaal;2700;1900;1600;1360;240;300;60;260;780;420;360
498;Zeeland (PV);2014 4e kwartaal;2380;1780;1500;1260;240;280;60;240;600;360;240
499;Zeeland (PV);2014;9820;6980;5840;4860;980;1160;220;920;2840;1740;1100
500;Zeeland (PV);2015 1e kwartaal;2300;1640;1380;1180;200;260;60;220;660;340;320
501;Zeeland (PV);2015 2e kwartaal;2200;1460;1180;1000;180;280;60;220;740;460;280
502;Zeeland (PV);2015 3e kwartaal;2960;1900;1580;1320;260;300;80;240;1080;620;440
503;Zeeland (PV);2015 4e kwartaal;2380;1700;1420;1200;220;280;40;240;680;400;280
504;Zeeland (PV);2015;9840;6700;5580;4700;880;1120;220;920;3140;1800;1340
505;Zeeland (PV);2016 1e kwartaal;2460;1820;1560;1360;180;260;60;200;640;360;280
506;Zeeland (PV);2016 2e kwartaal;2680;1940;1700;1440;260;240;60;200;740;400;340
507;Zeeland (PV);2016 3e kwartaal;2800;1960;1500;1240;280;460;100;360;840;400;440
508;Zeeland (PV);2016 4e kwartaal;2620;1920;1580;1320;260;320;60;260;720;380;320
509;Zeeland (PV);2016;10560;7640;6340;5360;980;1300;280;1020;2920;1540;1380
510;Zeeland (PV);2017 1e kwartaal;2480;1760;1480;1240;240;280;60;220;720;380;340
511;Zeeland (PV);2017 2e kwartaal;2500;1660;1320;1100;220;340;60;280;840;440;400
512;Zeeland (PV);2017 3e kwartaal;2760;1900;1620;1380;240;280;60;220;860;360;520
513;Zeeland (PV);2017 4e kwartaal;2660;1540;1280;1000;260;280;60;220;1100;680;440
514;Zeeland (PV);2017;10400;6880;5700;4760;940;1180;220;960;3520;1840;1680
515;Zeeland (PV);2018 1e kwartaal;2860;860;580;340;220;300;60;240;2000;1480;520
516;Zeeland (PV);2018 2e kwartaal;2960;880;600;400;200;280;40;240;2100;1520;580
517;Zeeland (PV);2018 3e kwartaal;2920;1040;560;380;180;480;80;400;1880;1320;560
518;Zeeland (PV);2018 4e kwartaal;2680;980;600;400;200;360;80;280;1700;1240;460
519;Zeeland (PV);2018;11420;3760;2340;1520;820;1420;260;1160;7660;5560;2100
520;Zeeland (PV);2019 1e kwartaal;3060;840;560;400;140;300;60;240;2220;1660;560
521;Zeeland (PV);2019 2e kwartaal;2600;820;480;340;140;340;80;280;1780;1200;580
522;Zeeland (PV);2019 3e kwartaal;2620;920;520;340;160;420;100;320;1700;1160;540
523;Zeeland (PV);2019 4e kwartaal;2300;1060;740;540;180;320;60;260;1240;780;460
524;Zeeland (PV);2019;10580;3640;2280;1640;640;1380;280;1080;6940;4800;2140
525;Noord-Brabant (PV);2013 1e kwartaal;6680;4580;3000;1220;1800;1560;140;1420;2100;780;1320
526;Noord-Brabant (PV);2013 2e kwartaal;7120;4760;3080;1180;1900;1680;160;1520;2360;920;1440
527;Noord-Brabant (PV);2013 3e kwartaal;7080;4380;2920;1320;1600;1460;260;1220;2700;1300;1400
528;Noord-Brabant (PV);2013 4e kwartaal;7900;4700;3060;1240;1820;1640;140;1500;3220;1060;2160
529;Noord-Brabant (PV);2013;28780;18420;12060;4960;7100;6360;700;5660;10360;4040;6320
530;Noord-Brabant (PV);2014 1e kwartaal;6180;4040;2440;960;1480;1600;160;1440;2140;740;1400
531;Noord-Brabant (PV);2014 2e kwartaal;6780;4160;2580;1020;1540;1600;160;1440;2620;1000;1620
532;Noord-Brabant (PV);2014 3e kwartaal;7260;4160;2780;1120;1660;1380;160;1220;3100;1300;1800
533;Noord-Brabant (PV);2014 4e kwartaal;6960;4240;2820;1180;1640;1420;160;1260;2720;920;1800
534;Noord-Brabant (PV);2014;27180;16600;10620;4300;6320;5980;620;5360;10580;3940;6640
535;Noord-Brabant (PV);2015 1e kwartaal;6800;3940;2520;1240;1280;1420;120;1280;2860;1000;1840
536;Noord-Brabant (PV);2015 2e kwartaal;6520;3980;2420;1160;1260;1580;160;1400;2540;900;1620
537;Noord-Brabant (PV);2015 3e kwartaal;7840;4320;2800;1320;1480;1520;160;1360;3540;1400;2140
538;Noord-Brabant (PV);2015 4e kwartaal;6780;4260;2780;1380;1400;1480;160;1320;2500;860;1640
539;Noord-Brabant (PV);2015;27920;16500;10520;5120;5420;5980;620;5360;11420;4180;7260
540;Noord-Brabant (PV);2016 1e kwartaal;6200;3900;2420;1460;960;1480;160;1320;2300;860;1440
541;Noord-Brabant (PV);2016 2e kwartaal;7860;3860;2480;1360;1120;1400;180;1220;3980;2120;1880
542;Noord-Brabant (PV);2016 3e kwartaal;6980;4020;2480;1340;1120;1560;180;1360;2960;1320;1640
543;Noord-Brabant (PV);2016 4e kwartaal;7140;4200;2640;1500;1120;1560;180;1380;2940;1280;1660
