ID;Bestedingscategorieen;Marges;Perioden;GemiddeldBesteedBedrag_1;Bestedingsaandeel_2
2272;125300 Verzekeringen i.v.m. ziekte;Bovengrens 95%-interval;2015;165.0;
2273;125300 Verzekeringen i.v.m. ziekte;Bovengrens 95%-interval;2020;182.0;
2274;125320 Aanv. verzekeringen i.v.m. ziekte;Waarde;2015;148.0;0.4
2275;125320 Aanv. verzekeringen i.v.m. ziekte;Waarde;2020;168.0;0.5
2276;125320 Aanv. verzekeringen i.v.m. ziekte;Ondergrens 95%-interval;2015;132.0;
2277;125320 Aanv. verzekeringen i.v.m. ziekte;Ondergrens 95%-interval;2020;154.0;
2278;125320 Aanv. verzekeringen i.v.m. ziekte;Bovengrens 95%-interval;2015;165.0;
2279;125320 Aanv. verzekeringen i.v.m. ziekte;Bovengrens 95%-interval;2020;182.0;
2280;125400 Verzekeringen i.v.m. vervoer;Waarde;2015;404.0;1.2
2281;125400 Verzekeringen i.v.m. vervoer;Waarde;2020;490.0;1.4
2282;125400 Verzekeringen i.v.m. vervoer;Ondergrens 95%-interval;2015;395.0;
2283;125400 Verzekeringen i.v.m. vervoer;Ondergrens 95%-interval;2020;480.0;
2284;125400 Verzekeringen i.v.m. vervoer;Bovengrens 95%-interval;2015;413.0;
2285;125400 Verzekeringen i.v.m. vervoer;Bovengrens 95%-interval;2020;500.0;
2286;125410 Motorrijtuigverzekeringen;Waarde;2015;360.0;1.1
2287;125410 Motorrijtuigverzekeringen;Waarde;2020;439.0;1.2
2288;125410 Motorrijtuigverzekeringen;Ondergrens 95%-interval;2015;351.0;
2289;125410 Motorrijtuigverzekeringen;Ondergrens 95%-interval;2020;430.0;
2290;125410 Motorrijtuigverzekeringen;Bovengrens 95%-interval;2015;368.0;
2291;125410 Motorrijtuigverzekeringen;Bovengrens 95%-interval;2020;448.0;
2292;125420 Reisverzekeringen;Waarde;2015;44.0;0.1
2293;125420 Reisverzekeringen;Waarde;2020;51.0;0.1
2294;125420 Reisverzekeringen;Ondergrens 95%-interval;2015;43.0;
2295;125420 Reisverzekeringen;Ondergrens 95%-interval;2020;49.0;
2296;125420 Reisverzekeringen;Bovengrens 95%-interval;2015;46.0;
2297;125420 Reisverzekeringen;Bovengrens 95%-interval;2020;53.0;
2298;125500 Overige verzekeringen;Waarde;2015;401.0;1.2
2299;125500 Overige verzekeringen;Waarde;2020;417.0;1.2
2300;125500 Overige verzekeringen;Ondergrens 95%-interval;2015;391.0;
2301;125500 Overige verzekeringen;Ondergrens 95%-interval;2020;406.0;
2302;125500 Overige verzekeringen;Bovengrens 95%-interval;2015;411.0;
2303;125500 Overige verzekeringen;Bovengrens 95%-interval;2020;428.0;
2304;126000 Financiële diensten n.e.g;Waarde;2015;269.0;0.8
2305;126000 Financiële diensten n.e.g;Waarde;2020;192.0;0.5
2306;126000 Financiële diensten n.e.g;Ondergrens 95%-interval;2015;245.0;
2307;126000 Financiële diensten n.e.g;Ondergrens 95%-interval;2020;170.0;
2308;126000 Financiële diensten n.e.g;Bovengrens 95%-interval;2015;294.0;
2309;126000 Financiële diensten n.e.g;Bovengrens 95%-interval;2020;214.0;
2310;126200 Overige financiële diensten;Waarde;2015;269.0;0.8
2311;126200 Overige financiële diensten;Waarde;2020;192.0;0.5
2312;126200 Overige financiële diensten;Ondergrens 95%-interval;2015;245.0;
2313;126200 Overige financiële diensten;Ondergrens 95%-interval;2020;170.0;
2314;126200 Overige financiële diensten;Bovengrens 95%-interval;2015;294.0;
2315;126200 Overige financiële diensten;Bovengrens 95%-interval;2020;214.0;
2316;126210 Kosten van banken en postkantoren;Waarde;2015;233.0;0.7
2317;126210 Kosten van banken en postkantoren;Waarde;2020;170.0;0.5
2318;126210 Kosten van banken en postkantoren;Ondergrens 95%-interval;2015;219.0;
2319;126210 Kosten van banken en postkantoren;Ondergrens 95%-interval;2020;162.0;
2320;126210 Kosten van banken en postkantoren;Bovengrens 95%-interval;2015;247.0;
2321;126210 Kosten van banken en postkantoren;Bovengrens 95%-interval;2020;178.0;
2322;126220 Kosten beleggingsadviseurs e.d.;Waarde;2015;36.0;0.1
2323;126220 Kosten beleggingsadviseurs e.d.;Waarde;2020;21.0;0.1
2324;126220 Kosten beleggingsadviseurs e.d.;Ondergrens 95%-interval;2015;36.0;
2325;126220 Kosten beleggingsadviseurs e.d.;Ondergrens 95%-interval;2020;0.0;
2326;126220 Kosten beleggingsadviseurs e.d.;Bovengrens 95%-interval;2015;36.0;
2327;126220 Kosten beleggingsadviseurs e.d.;Bovengrens 95%-interval;2020;42.0;
2328;127000 Overig diensten n.e.g.;Waarde;2015;247.0;0.7
2329;127000 Overig diensten n.e.g.;Waarde;2020;239.0;0.7
2330;127000 Overig diensten n.e.g.;Ondergrens 95%-interval;2015;227.0;
2331;127000 Overig diensten n.e.g.;Ondergrens 95%-interval;2020;216.0;
2332;127000 Overig diensten n.e.g.;Bovengrens 95%-interval;2015;267.0;
2333;127000 Overig diensten n.e.g.;Bovengrens 95%-interval;2020;262.0;
2334;127010 Administratieve kosten;Waarde;2015;60.0;0.2
2335;127010 Administratieve kosten;Waarde;2020;56.0;0.2
2336;127010 Administratieve kosten;Ondergrens 95%-interval;2015;58.0;
2337;127010 Administratieve kosten;Ondergrens 95%-interval;2020;49.0;
2338;127010 Administratieve kosten;Bovengrens 95%-interval;2015;62.0;
2339;127010 Administratieve kosten;Bovengrens 95%-interval;2020;63.0;
2340;127020 Juridische diensten en.;Waarde;2015;13.0;0.0
2341;127020 Juridische diensten en.;Waarde;2020;20.0;0.1
2342;127020 Juridische diensten en.;Ondergrens 95%-interval;2015;13.0;
2343;127020 Juridische diensten en.;Ondergrens 95%-interval;2020;11.0;
2344;127020 Juridische diensten en.;Bovengrens 95%-interval;2015;13.0;
2345;127020 Juridische diensten en.;Bovengrens 95%-interval;2020;29.0;
2346;127030 Diensten i.v.m. uitvaart;Waarde;2015;4.0;0.0
2347;127030 Diensten i.v.m. uitvaart;Waarde;2020;16.0;0.0
2348;127030 Diensten i.v.m. uitvaart;Ondergrens 95%-interval;2015;4.0;
2349;127030 Diensten i.v.m. uitvaart;Ondergrens 95%-interval;2020;0.0;
2350;127030 Diensten i.v.m. uitvaart;Bovengrens 95%-interval;2015;4.0;
2351;127030 Diensten i.v.m. uitvaart;Bovengrens 95%-interval;2020;34.0;
2352;127040 Overige betalingen en diensten;Waarde;2015;171.0;0.5
2353;127040 Overige betalingen en diensten;Waarde;2020;147.0;0.4
2354;127040 Overige betalingen en diensten;Ondergrens 95%-interval;2015;163.0;
2355;127040 Overige betalingen en diensten;Ondergrens 95%-interval;2020;140.0;
2356;127040 Overige betalingen en diensten;Bovengrens 95%-interval;2015;179.0;
2357;127040 Overige betalingen en diensten;Bovengrens 95%-interval;2020;154.0;
2358;130000 Consumptiegebonden belastingen;Waarde;2015;594.0;1.8
2359;130000 Consumptiegebonden belastingen;Waarde;2020;594.0;1.7
2360;130000 Consumptiegebonden belastingen;Ondergrens 95%-interval;2015;587.0;
2361;130000 Consumptiegebonden belastingen;Ondergrens 95%-interval;2020;587.0;
2362;130000 Consumptiegebonden belastingen;Bovengrens 95%-interval;2015;602.0;
2363;130000 Consumptiegebonden belastingen;Bovengrens 95%-interval;2020;601.0;
2364;131000 Zuiveringsheffing;Waarde;2015;124.0;0.4
2365;131000 Zuiveringsheffing;Waarde;2020;128.0;0.4
2366;131000 Zuiveringsheffing;Ondergrens 95%-interval;2015;123.0;
2367;131000 Zuiveringsheffing;Ondergrens 95%-interval;2020;128.0;
2368;131000 Zuiveringsheffing;Bovengrens 95%-interval;2015;125.0;
2369;131000 Zuiveringsheffing;Bovengrens 95%-interval;2020;128.0;
2370;132000 Motorrijtuigenbelasting;Waarde;2015;461.0;1.4
2371;132000 Motorrijtuigenbelasting;Waarde;2020;460.0;1.3
2372;132000 Motorrijtuigenbelasting;Ondergrens 95%-interval;2015;454.0;
2373;132000 Motorrijtuigenbelasting;Ondergrens 95%-interval;2020;453.0;
2374;132000 Motorrijtuigenbelasting;Bovengrens 95%-interval;2015;469.0;
2375;132000 Motorrijtuigenbelasting;Bovengrens 95%-interval;2020;467.0;
2376;133000 Hondenbelasting;Waarde;2015;9.0;0.0
2377;133000 Hondenbelasting;Waarde;2020;7.0;0.0
2378;133000 Hondenbelasting;Ondergrens 95%-interval;2015;9.0;
2379;133000 Hondenbelasting;Ondergrens 95%-interval;2020;6.0;
2380;133000 Hondenbelasting;Bovengrens 95%-interval;2015;10.0;
2381;133000 Hondenbelasting;Bovengrens 95%-interval;2020;8.0;
2382;150000 Goede doelen;Waarde;2015;133.0;0.4
2383;150000 Goede doelen;Waarde;2020;141.0;0.4
2384;150000 Goede doelen;Ondergrens 95%-interval;2015;123.0;
2385;150000 Goede doelen;Ondergrens 95%-interval;2020;130.0;
2386;150000 Goede doelen;Bovengrens 95%-interval;2015;143.0;
2387;150000 Goede doelen;Bovengrens 95%-interval;2020;152.0;
2388;150001 Eenmalige collectes en donaties;Waarde;2015;64.0;0.2
2389;150001 Eenmalige collectes en donaties;Waarde;2020;74.0;0.2
2390;150001 Eenmalige collectes en donaties;Ondergrens 95%-interval;2015;62.0;
2391;150001 Eenmalige collectes en donaties;Ondergrens 95%-interval;2020;64.0;
2392;150001 Eenmalige collectes en donaties;Bovengrens 95%-interval;2015;65.0;
2393;150001 Eenmalige collectes en donaties;Bovengrens 95%-interval;2020;84.0;
2394;150002 Periodieke donaties;Waarde;2015;69.0;0.2
2395;150002 Periodieke donaties;Waarde;2020;67.0;0.2
2396;150002 Periodieke donaties;Ondergrens 95%-interval;2015;64.0;
2397;150002 Periodieke donaties;Ondergrens 95%-interval;2020;63.0;
2398;150002 Periodieke donaties;Bovengrens 95%-interval;2015;75.0;
2399;150002 Periodieke donaties;Bovengrens 95%-interval;2020;71.0;
