ID;Bestedingscategorieen;Marges;Perioden;GemiddeldBesteedBedrag_1;Bestedingsaandeel_2
399;012130 Cacao en chocolade in poedervorm;Ondergrens 95%-interval;2020;1.0;
400;012130 Cacao en chocolade in poedervorm;Bovengrens 95%-interval;2015;1.0;
401;012130 Cacao en chocolade in poedervorm;Bovengrens 95%-interval;2020;1.0;
402;012200 Mineraalwater, frisdr. en sappen;Waarde;2015;254.0;0.8
403;012200 Mineraalwater, frisdr. en sappen;Waarde;2020;256.0;0.7
404;012200 Mineraalwater, frisdr. en sappen;Ondergrens 95%-interval;2015;248.0;
405;012200 Mineraalwater, frisdr. en sappen;Ondergrens 95%-interval;2020;249.0;
406;012200 Mineraalwater, frisdr. en sappen;Bovengrens 95%-interval;2015;261.0;
407;012200 Mineraalwater, frisdr. en sappen;Bovengrens 95%-interval;2020;263.0;
408;012210 Mineraalwater of bronwater;Waarde;2015;16.0;0.0
409;012210 Mineraalwater of bronwater;Waarde;2020;26.0;0.1
410;012210 Mineraalwater of bronwater;Ondergrens 95%-interval;2015;15.0;
411;012210 Mineraalwater of bronwater;Ondergrens 95%-interval;2020;24.0;
412;012210 Mineraalwater of bronwater;Bovengrens 95%-interval;2015;18.0;
413;012210 Mineraalwater of bronwater;Bovengrens 95%-interval;2020;28.0;
414;012220 Frisdranken;Waarde;2015;125.0;0.4
415;012220 Frisdranken;Waarde;2020;129.0;0.4
416;012220 Frisdranken;Ondergrens 95%-interval;2015;120.0;
417;012220 Frisdranken;Ondergrens 95%-interval;2020;124.0;
418;012220 Frisdranken;Bovengrens 95%-interval;2015;129.0;
419;012220 Frisdranken;Bovengrens 95%-interval;2020;134.0;
420;012230 Vruchten- en groentesappen;Waarde;2015;114.0;0.3
421;012230 Vruchten- en groentesappen;Waarde;2020;100.0;0.3
422;012230 Vruchten- en groentesappen;Ondergrens 95%-interval;2015;110.0;
423;012230 Vruchten- en groentesappen;Ondergrens 95%-interval;2020;96.0;
424;012230 Vruchten- en groentesappen;Bovengrens 95%-interval;2015;118.0;
425;012230 Vruchten- en groentesappen;Bovengrens 95%-interval;2020;104.0;
426;020000 Alcoholhoudende dranken en tabak;Waarde;2015;1014.0;3.0
427;020000 Alcoholhoudende dranken en tabak;Waarde;2020;1222.0;3.5
428;020000 Alcoholhoudende dranken en tabak;Ondergrens 95%-interval;2015;985.0;
429;020000 Alcoholhoudende dranken en tabak;Ondergrens 95%-interval;2020;1200.0;
430;020000 Alcoholhoudende dranken en tabak;Bovengrens 95%-interval;2015;1044.0;
431;020000 Alcoholhoudende dranken en tabak;Bovengrens 95%-interval;2020;1244.0;
432;021000 Alcoholhoudende dranken;Waarde;2015;463.0;1.4
433;021000 Alcoholhoudende dranken;Waarde;2020;525.0;1.5
434;021000 Alcoholhoudende dranken;Ondergrens 95%-interval;2015;448.0;
435;021000 Alcoholhoudende dranken;Ondergrens 95%-interval;2020;507.0;
436;021000 Alcoholhoudende dranken;Bovengrens 95%-interval;2015;479.0;
437;021000 Alcoholhoudende dranken;Bovengrens 95%-interval;2020;543.0;
438;021100 Gedistilleerde dranken;Waarde;2015;73.0;0.2
439;021100 Gedistilleerde dranken;Waarde;2020;78.0;0.2
440;021100 Gedistilleerde dranken;Ondergrens 95%-interval;2015;67.0;
441;021100 Gedistilleerde dranken;Ondergrens 95%-interval;2020;72.0;
442;021100 Gedistilleerde dranken;Bovengrens 95%-interval;2015;79.0;
443;021100 Gedistilleerde dranken;Bovengrens 95%-interval;2020;84.0;
444;021110 Gedistill. dranken en likeuren;Waarde;2015;73.0;0.2
445;021110 Gedistill. dranken en likeuren;Waarde;2020;78.0;0.2
446;021110 Gedistill. dranken en likeuren;Ondergrens 95%-interval;2015;68.0;
447;021110 Gedistill. dranken en likeuren;Ondergrens 95%-interval;2020;72.0;
448;021110 Gedistill. dranken en likeuren;Bovengrens 95%-interval;2015;78.0;
449;021110 Gedistill. dranken en likeuren;Bovengrens 95%-interval;2020;84.0;
450;021200 Wijn;Waarde;2015;243.0;0.7
451;021200 Wijn;Waarde;2020;263.0;0.7
452;021200 Wijn;Ondergrens 95%-interval;2015;232.0;
453;021200 Wijn;Ondergrens 95%-interval;2020;249.0;
454;021200 Wijn;Bovengrens 95%-interval;2015;255.0;
455;021200 Wijn;Bovengrens 95%-interval;2020;277.0;
456;021210 Wijn van druiven;Waarde;2015;229.0;0.7
457;021210 Wijn van druiven;Waarde;2020;247.0;0.7
458;021210 Wijn van druiven;Ondergrens 95%-interval;2015;219.0;
459;021210 Wijn van druiven;Ondergrens 95%-interval;2020;233.0;
460;021210 Wijn van druiven;Bovengrens 95%-interval;2015;238.0;
461;021210 Wijn van druiven;Bovengrens 95%-interval;2020;261.0;
462;021220 Wijn van andere vruchten;Waarde;2015;;
463;021220 Wijn van andere vruchten;Waarde;2020;1.0;0.0
464;021220 Wijn van andere vruchten;Ondergrens 95%-interval;2015;;
465;021220 Wijn van andere vruchten;Ondergrens 95%-interval;2020;1.0;
466;021220 Wijn van andere vruchten;Bovengrens 95%-interval;2015;;
467;021220 Wijn van andere vruchten;Bovengrens 95%-interval;2020;1.0;
468;021230 Distillatiewijn;Waarde;2015;14.0;0.0
469;021230 Distillatiewijn;Waarde;2020;12.0;0.0
470;021230 Distillatiewijn;Ondergrens 95%-interval;2015;12.0;
471;021230 Distillatiewijn;Ondergrens 95%-interval;2020;10.0;
472;021230 Distillatiewijn;Bovengrens 95%-interval;2015;15.0;
473;021230 Distillatiewijn;Bovengrens 95%-interval;2020;14.0;
474;021240 Overige dranken op basis van wijn;Waarde;2015;1.0;0.0
475;021240 Overige dranken op basis van wijn;Waarde;2020;4.0;0.0
476;021240 Overige dranken op basis van wijn;Ondergrens 95%-interval;2015;1.0;
477;021240 Overige dranken op basis van wijn;Ondergrens 95%-interval;2020;3.0;
478;021240 Overige dranken op basis van wijn;Bovengrens 95%-interval;2015;2.0;
479;021240 Overige dranken op basis van wijn;Bovengrens 95%-interval;2020;5.0;
480;021300 Bier;Waarde;2015;147.0;0.4
481;021300 Bier;Waarde;2020;184.0;0.5
482;021300 Bier;Ondergrens 95%-interval;2015;140.0;
483;021300 Bier;Ondergrens 95%-interval;2020;176.0;
484;021300 Bier;Bovengrens 95%-interval;2015;154.0;
485;021300 Bier;Bovengrens 95%-interval;2020;192.0;
486;021310 Pils;Waarde;2015;118.0;0.3
487;021310 Pils;Waarde;2020;130.0;0.4
488;021310 Pils;Ondergrens 95%-interval;2015;112.0;
489;021310 Pils;Ondergrens 95%-interval;2020;124.0;
490;021310 Pils;Bovengrens 95%-interval;2015;123.0;
491;021310 Pils;Bovengrens 95%-interval;2020;136.0;
492;021320 Overig alcoholhoudend bier;Waarde;2015;23.0;0.1
493;021320 Overig alcoholhoudend bier;Waarde;2020;40.0;0.1
494;021320 Overig alcoholhoudend bier;Ondergrens 95%-interval;2015;21.0;
495;021320 Overig alcoholhoudend bier;Ondergrens 95%-interval;2020;36.0;
496;021320 Overig alcoholhoudend bier;Bovengrens 95%-interval;2015;26.0;
497;021320 Overig alcoholhoudend bier;Bovengrens 95%-interval;2020;44.0;
498;021330 Licht alcoholisch en malt bier;Waarde;2015;5.0;0.0
499;021330 Licht alcoholisch en malt bier;Waarde;2020;14.0;0.0
500;021330 Licht alcoholisch en malt bier;Ondergrens 95%-interval;2015;5.0;
501;021330 Licht alcoholisch en malt bier;Ondergrens 95%-interval;2020;11.0;
502;021330 Licht alcoholisch en malt bier;Bovengrens 95%-interval;2015;6.0;
503;021330 Licht alcoholisch en malt bier;Bovengrens 95%-interval;2020;17.0;
504;022000 Tabak;Waarde;2015;548.0;1.6
505;022000 Tabak;Waarde;2020;691.0;2.0
506;022000 Tabak;Ondergrens 95%-interval;2015;523.0;
507;022000 Tabak;Ondergrens 95%-interval;2020;679.0;
508;022000 Tabak;Bovengrens 95%-interval;2015;573.0;
509;022000 Tabak;Bovengrens 95%-interval;2020;703.0;
510;022010 Sigaretten;Waarde;2015;351.0;1.0
511;022010 Sigaretten;Waarde;2020;457.0;1.3
512;022010 Sigaretten;Ondergrens 95%-interval;2015;345.0;
513;022010 Sigaretten;Ondergrens 95%-interval;2020;447.0;
514;022010 Sigaretten;Bovengrens 95%-interval;2015;358.0;
515;022010 Sigaretten;Bovengrens 95%-interval;2020;467.0;
516;022020 Sigaren;Waarde;2015;28.0;0.1
517;022020 Sigaren;Waarde;2020;35.0;0.1
518;022020 Sigaren;Ondergrens 95%-interval;2015;26.0;
519;022020 Sigaren;Ondergrens 95%-interval;2020;32.0;
520;022020 Sigaren;Bovengrens 95%-interval;2015;30.0;
521;022020 Sigaren;Bovengrens 95%-interval;2020;38.0;
522;022030 Shag en andere tabaksproducten;Waarde;2015;168.0;0.5
523;022030 Shag en andere tabaksproducten;Waarde;2020;198.0;0.6
524;022030 Shag en andere tabaksproducten;Ondergrens 95%-interval;2015;164.0;
525;022030 Shag en andere tabaksproducten;Ondergrens 95%-interval;2020;192.0;
526;022030 Shag en andere tabaksproducten;Bovengrens 95%-interval;2015;173.0;
527;022030 Shag en andere tabaksproducten;Bovengrens 95%-interval;2020;204.0;
528;023000 Verdovende middelen;Waarde;2015;4.0;0.0
529;023000 Verdovende middelen;Waarde;2020;6.0;0.0
530;023000 Verdovende middelen;Ondergrens 95%-interval;2015;2.0;
531;023000 Verdovende middelen;Ondergrens 95%-interval;2020;4.0;
532;023000 Verdovende middelen;Bovengrens 95%-interval;2015;5.0;
533;023000 Verdovende middelen;Bovengrens 95%-interval;2020;8.0;
534;030000 Kleding en schoenen;Waarde;2015;1591.0;4.7
535;030000 Kleding en schoenen;Waarde;2020;1394.0;4.0
536;030000 Kleding en schoenen;Ondergrens 95%-interval;2015;1550.0;
537;030000 Kleding en schoenen;Ondergrens 95%-interval;2020;1354.0;
538;030000 Kleding en schoenen;Bovengrens 95%-interval;2015;1632.0;
539;030000 Kleding en schoenen;Bovengrens 95%-interval;2020;1434.0;
540;031000 Kleding en kledingstoffen;Waarde;2015;1258.0;3.7
541;031000 Kleding en kledingstoffen;Waarde;2020;1106.0;3.1
542;031000 Kleding en kledingstoffen;Ondergrens 95%-interval;2015;1222.0;
543;031000 Kleding en kledingstoffen;Ondergrens 95%-interval;2020;1071.0;
544;031000 Kleding en kledingstoffen;Bovengrens 95%-interval;2015;1295.0;
545;031000 Kleding en kledingstoffen;Bovengrens 95%-interval;2020;1141.0;
546;031100 Kledingstoffen;Waarde;2015;7.0;0.0
547;031100 Kledingstoffen;Waarde;2020;10.0;0.0
548;031100 Kledingstoffen;Ondergrens 95%-interval;2015;6.0;
549;031100 Kledingstoffen;Ondergrens 95%-interval;2020;6.0;
550;031100 Kledingstoffen;Bovengrens 95%-interval;2015;9.0;
551;031100 Kledingstoffen;Bovengrens 95%-interval;2020;14.0;
552;031200 Kleding;Waarde;2015;1178.0;3.5
553;031200 Kleding;Waarde;2020;1037.0;2.9
554;031200 Kleding;Ondergrens 95%-interval;2015;1143.0;
555;031200 Kleding;Ondergrens 95%-interval;2020;1004.0;
556;031200 Kleding;Bovengrens 95%-interval;2015;1213.0;
557;031200 Kleding;Bovengrens 95%-interval;2020;1070.0;
558;031210 Herenkleding;Waarde;2015;368.0;1.1
559;031210 Herenkleding;Waarde;2020;305.0;0.9
560;031210 Herenkleding;Ondergrens 95%-interval;2015;363.0;
561;031210 Herenkleding;Ondergrens 95%-interval;2020;288.0;
562;031210 Herenkleding;Bovengrens 95%-interval;2015;374.0;
563;031210 Herenkleding;Bovengrens 95%-interval;2020;322.0;
564;031220 Dameskleding;Waarde;2015;631.0;1.9
565;031220 Dameskleding;Waarde;2020;586.0;1.7
566;031220 Dameskleding;Ondergrens 95%-interval;2015;621.0;
567;031220 Dameskleding;Ondergrens 95%-interval;2020;562.0;
568;031220 Dameskleding;Bovengrens 95%-interval;2015;641.0;
569;031220 Dameskleding;Bovengrens 95%-interval;2020;610.0;
570;031230 Baby en kinderkleding;Waarde;2015;179.0;0.5
571;031230 Baby en kinderkleding;Waarde;2020;147.0;0.4
572;031230 Baby en kinderkleding;Ondergrens 95%-interval;2015;171.0;
573;031230 Baby en kinderkleding;Ondergrens 95%-interval;2020;136.0;
574;031230 Baby en kinderkleding;Bovengrens 95%-interval;2015;187.0;
575;031230 Baby en kinderkleding;Bovengrens 95%-interval;2020;158.0;
576;031300 Ov. kledingartikelen en.;Waarde;2015;65.0;0.2
577;031300 Ov. kledingartikelen en.;Waarde;2020;53.0;0.1
578;031300 Ov. kledingartikelen en.;Ondergrens 95%-interval;2015;59.0;
579;031300 Ov. kledingartikelen en.;Ondergrens 95%-interval;2020;47.0;
580;031300 Ov. kledingartikelen en.;Bovengrens 95%-interval;2015;70.0;
581;031300 Ov. kledingartikelen en.;Bovengrens 95%-interval;2020;59.0;
582;031310 Overige kledingartikelen;Waarde;2015;43.0;0.1
583;031310 Overige kledingartikelen;Waarde;2020;18.0;0.1
584;031310 Overige kledingartikelen;Ondergrens 95%-interval;2015;41.0;
585;031310 Overige kledingartikelen;Ondergrens 95%-interval;2020;13.0;
586;031310 Overige kledingartikelen;Bovengrens 95%-interval;2015;45.0;
587;031310 Overige kledingartikelen;Bovengrens 95%-interval;2020;23.0;
588;031320 Garnituren;Waarde;2015;22.0;0.1
589;031320 Garnituren;Waarde;2020;35.0;0.1
590;031320 Garnituren;Ondergrens 95%-interval;2015;20.0;
591;031320 Garnituren;Ondergrens 95%-interval;2020;31.0;
592;031320 Garnituren;Bovengrens 95%-interval;2015;24.0;
593;031320 Garnituren;Bovengrens 95%-interval;2020;39.0;
594;031400 Stomen en reparatie van kleding;Waarde;2015;8.0;0.0
595;031400 Stomen en reparatie van kleding;Waarde;2020;6.0;0.0
596;031400 Stomen en reparatie van kleding;Ondergrens 95%-interval;2015;7.0;
597;031400 Stomen en reparatie van kleding;Ondergrens 95%-interval;2020;5.0;
598;031400 Stomen en reparatie van kleding;Bovengrens 95%-interval;2015;10.0;
599;031400 Stomen en reparatie van kleding;Bovengrens 95%-interval;2020;7.0;
600;031410 Wasserijen en stomerijen;Waarde;2015;5.0;0.0
601;031410 Wasserijen en stomerijen;Waarde;2020;4.0;0.0
602;031410 Wasserijen en stomerijen;Ondergrens 95%-interval;2015;4.0;
603;031410 Wasserijen en stomerijen;Ondergrens 95%-interval;2020;3.0;
604;031410 Wasserijen en stomerijen;Bovengrens 95%-interval;2015;6.0;
605;031410 Wasserijen en stomerijen;Bovengrens 95%-interval;2020;5.0;
606;031420 Reparatie en verhuur van kleding;Waarde;2015;3.0;0.0
607;031420 Reparatie en verhuur van kleding;Waarde;2020;2.0;0.0
608;031420 Reparatie en verhuur van kleding;Ondergrens 95%-interval;2015;3.0;
609;031420 Reparatie en verhuur van kleding;Ondergrens 95%-interval;2020;1.0;
610;031420 Reparatie en verhuur van kleding;Bovengrens 95%-interval;2015;4.0;
611;031420 Reparatie en verhuur van kleding;Bovengrens 95%-interval;2020;3.0;
612;032000 Schoenen;Waarde;2015;332.0;1.0
613;032000 Schoenen;Waarde;2020;288.0;0.8
614;032000 Schoenen;Ondergrens 95%-interval;2015;319.0;
615;032000 Schoenen;Ondergrens 95%-interval;2020;272.0;
616;032000 Schoenen;Bovengrens 95%-interval;2015;346.0;
617;032000 Schoenen;Bovengrens 95%-interval;2020;304.0;
618;032100 Schoenen en ander schoeisel;Waarde;2015;323.0;1.0
619;032100 Schoenen en ander schoeisel;Waarde;2020;280.0;0.8
620;032100 Schoenen en ander schoeisel;Ondergrens 95%-interval;2015;310.0;
621;032100 Schoenen en ander schoeisel;Ondergrens 95%-interval;2020;265.0;
622;032100 Schoenen en ander schoeisel;Bovengrens 95%-interval;2015;337.0;
623;032100 Schoenen en ander schoeisel;Bovengrens 95%-interval;2020;295.0;
624;032110 Herenschoenen;Waarde;2015;132.0;0.4
625;032110 Herenschoenen;Waarde;2020;109.0;0.3
626;032110 Herenschoenen;Ondergrens 95%-interval;2015;131.0;
627;032110 Herenschoenen;Ondergrens 95%-interval;2020;99.0;
628;032110 Herenschoenen;Bovengrens 95%-interval;2015;134.0;
629;032110 Herenschoenen;Bovengrens 95%-interval;2020;119.0;
630;032120 Damesschoenen;Waarde;2015;153.0;0.5
631;032120 Damesschoenen;Waarde;2020;140.0;0.4
632;032120 Damesschoenen;Ondergrens 95%-interval;2015;151.0;
633;032120 Damesschoenen;Ondergrens 95%-interval;2020;129.0;
634;032120 Damesschoenen;Bovengrens 95%-interval;2015;155.0;
635;032120 Damesschoenen;Bovengrens 95%-interval;2020;151.0;
636;032130 Kinderschoenen;Waarde;2015;38.0;0.1
637;032130 Kinderschoenen;Waarde;2020;31.0;0.1
638;032130 Kinderschoenen;Ondergrens 95%-interval;2015;35.0;
639;032130 Kinderschoenen;Ondergrens 95%-interval;2020;27.0;
640;032130 Kinderschoenen;Bovengrens 95%-interval;2015;40.0;
641;032130 Kinderschoenen;Bovengrens 95%-interval;2020;35.0;
642;032200 Reparatie en verhuur van schoenen;Waarde;2015;9.0;0.0
643;032200 Reparatie en verhuur van schoenen;Waarde;2020;8.0;0.0
644;032200 Reparatie en verhuur van schoenen;Ondergrens 95%-interval;2015;8.0;
645;032200 Reparatie en verhuur van schoenen;Ondergrens 95%-interval;2020;6.0;
646;032200 Reparatie en verhuur van schoenen;Bovengrens 95%-interval;2015;11.0;
647;032200 Reparatie en verhuur van schoenen;Bovengrens 95%-interval;2020;10.0;
648;040000 Huisvesting, water en energie;Waarde;2015;10646.0;31.5
649;040000 Huisvesting, water en energie;Waarde;2020;11577.0;32.9
650;040000 Huisvesting, water en energie;Ondergrens 95%-interval;2015;10596.0;
651;040000 Huisvesting, water en energie;Ondergrens 95%-interval;2020;11519.0;
652;040000 Huisvesting, water en energie;Bovengrens 95%-interval;2015;10697.0;
653;040000 Huisvesting, water en energie;Bovengrens 95%-interval;2020;11635.0;
654;041000 Werkelijke woninghuur;Waarde;2015;2820.0;8.4
655;041000 Werkelijke woninghuur;Waarde;2020;3181.0;9.0
656;041000 Werkelijke woninghuur;Ondergrens 95%-interval;2015;2777.0;
657;041000 Werkelijke woninghuur;Ondergrens 95%-interval;2020;3127.0;
658;041000 Werkelijke woninghuur;Bovengrens 95%-interval;2015;2863.0;
659;041000 Werkelijke woninghuur;Bovengrens 95%-interval;2020;3235.0;
660;041100 Werkelijke woninghuur.;Waarde;2015;2801.0;8.3
661;041100 Werkelijke woninghuur.;Waarde;2020;3144.0;8.9
662;041100 Werkelijke woninghuur.;Ondergrens 95%-interval;2015;2758.0;
663;041100 Werkelijke woninghuur.;Ondergrens 95%-interval;2020;3091.0;
664;041100 Werkelijke woninghuur.;Bovengrens 95%-interval;2015;2843.0;
665;041100 Werkelijke woninghuur.;Bovengrens 95%-interval;2020;3197.0;
666;041200 Overige werkelijke woninghuur;Waarde;2015;19.0;0.1
667;041200 Overige werkelijke woninghuur;Waarde;2020;38.0;0.1
668;041200 Overige werkelijke woninghuur;Ondergrens 95%-interval;2015;16.0;
669;041200 Overige werkelijke woninghuur;Ondergrens 95%-interval;2020;33.0;
670;041200 Overige werkelijke woninghuur;Bovengrens 95%-interval;2015;22.0;
671;041200 Overige werkelijke woninghuur;Bovengrens 95%-interval;2020;43.0;
672;041210 Werkelijke huur tweede woning.;Waarde;2015;3.0;0.0
673;041210 Werkelijke huur tweede woning.;Waarde;2020;2.0;0.0
674;041210 Werkelijke huur tweede woning.;Ondergrens 95%-interval;2015;2.0;
675;041210 Werkelijke huur tweede woning.;Ondergrens 95%-interval;2020;1.0;
676;041210 Werkelijke huur tweede woning.;Bovengrens 95%-interval;2015;5.0;
677;041210 Werkelijke huur tweede woning.;Bovengrens 95%-interval;2020;3.0;
678;041220 Garagehuur en overige huur.;Waarde;2015;16.0;0.0
679;041220 Garagehuur en overige huur.;Waarde;2020;36.0;0.1
680;041220 Garagehuur en overige huur.;Ondergrens 95%-interval;2015;13.0;
681;041220 Garagehuur en overige huur.;Ondergrens 95%-interval;2020;31.0;
682;041220 Garagehuur en overige huur.;Bovengrens 95%-interval;2015;18.0;
683;041220 Garagehuur en overige huur.;Bovengrens 95%-interval;2020;41.0;
684;042000 Toegerekende huur eigen woning;Waarde;2015;5067.0;15.0
685;042000 Toegerekende huur eigen woning;Waarde;2020;5597.0;15.9
686;042000 Toegerekende huur eigen woning;Ondergrens 95%-interval;2015;5034.0;
687;042000 Toegerekende huur eigen woning;Ondergrens 95%-interval;2020;5562.0;
688;042000 Toegerekende huur eigen woning;Bovengrens 95%-interval;2015;5099.0;
689;042000 Toegerekende huur eigen woning;Bovengrens 95%-interval;2020;5632.0;
690;042100 Toegerekende huur eigen woning;Waarde;2015;5066.0;15.0
691;042100 Toegerekende huur eigen woning;Waarde;2020;5597.0;15.9
692;042100 Toegerekende huur eigen woning;Ondergrens 95%-interval;2015;5032.0;
693;042100 Toegerekende huur eigen woning;Ondergrens 95%-interval;2020;5562.0;
694;042100 Toegerekende huur eigen woning;Bovengrens 95%-interval;2015;5099.0;
695;042100 Toegerekende huur eigen woning;Bovengrens 95%-interval;2020;5632.0;
696;042200 Overige toegerekende huur;Waarde;2015;1.0;0.0
697;042200 Overige toegerekende huur;Waarde;2020;1.0;0.0
698;042200 Overige toegerekende huur;Ondergrens 95%-interval;2015;0.0;
699;042200 Overige toegerekende huur;Ondergrens 95%-interval;2020;1.0;
700;042200 Overige toegerekende huur;Bovengrens 95%-interval;2015;3.0;
701;042200 Overige toegerekende huur;Bovengrens 95%-interval;2020;1.0;
702;043000 Onderhoud en rep. van de woning..;Waarde;2015;179.0;0.5
703;043000 Onderhoud en rep. van de woning..;Waarde;2020;279.0;0.8
704;043000 Onderhoud en rep. van de woning..;Ondergrens 95%-interval;2015;162.0;
705;043000 Onderhoud en rep. van de woning..;Ondergrens 95%-interval;2020;260.0;
706;043000 Onderhoud en rep. van de woning..;Bovengrens 95%-interval;2015;196.0;
707;043000 Onderhoud en rep. van de woning..;Bovengrens 95%-interval;2020;298.0;
708;043100 Onderhoudsmaterialen v.d. woning;Waarde;2015;165.0;0.5
709;043100 Onderhoudsmaterialen v.d. woning;Waarde;2020;248.0;0.7
710;043100 Onderhoudsmaterialen v.d. woning;Ondergrens 95%-interval;2015;151.0;
711;043100 Onderhoudsmaterialen v.d. woning;Ondergrens 95%-interval;2020;230.0;
712;043100 Onderhoudsmaterialen v.d. woning;Bovengrens 95%-interval;2015;179.0;
713;043100 Onderhoudsmaterialen v.d. woning;Bovengrens 95%-interval;2020;266.0;
714;043200 Onderhoudsdiensten v.d. woning;Waarde;2015;14.0;0.0
715;043200 Onderhoudsdiensten v.d. woning;Waarde;2020;31.0;0.1
716;043200 Onderhoudsdiensten v.d. woning;Ondergrens 95%-interval;2015;5.0;
717;043200 Onderhoudsdiensten v.d. woning;Ondergrens 95%-interval;2020;26.0;
718;043200 Onderhoudsdiensten v.d. woning;Bovengrens 95%-interval;2015;23.0;
719;043200 Onderhoudsdiensten v.d. woning;Bovengrens 95%-interval;2020;36.0;
720;043210 Diensten van loodgieters;Waarde;2015;1.0;0.0
721;043210 Diensten van loodgieters;Waarde;2020;0.0;0.0
722;043210 Diensten van loodgieters;Ondergrens 95%-interval;2015;1.0;
723;043210 Diensten van loodgieters;Ondergrens 95%-interval;2020;0.0;
724;043210 Diensten van loodgieters;Bovengrens 95%-interval;2015;1.0;
725;043210 Diensten van loodgieters;Bovengrens 95%-interval;2020;0.0;
726;043220 Diensten van elektriciens;Waarde;2015;;
727;043220 Diensten van elektriciens;Waarde;2020;8.0;0.0
728;043220 Diensten van elektriciens;Ondergrens 95%-interval;2015;;
729;043220 Diensten van elektriciens;Ondergrens 95%-interval;2020;6.0;
730;043220 Diensten van elektriciens;Bovengrens 95%-interval;2015;;
731;043220 Diensten van elektriciens;Bovengrens 95%-interval;2020;10.0;
732;043230 Onderhoud van verwarming.;Waarde;2015;;
733;043230 Onderhoud van verwarming.;Waarde;2020;12.0;0.0
734;043230 Onderhoud van verwarming.;Ondergrens 95%-interval;2015;;
735;043230 Onderhoud van verwarming.;Ondergrens 95%-interval;2020;10.0;
736;043230 Onderhoud van verwarming.;Bovengrens 95%-interval;2015;;
737;043230 Onderhoud van verwarming.;Bovengrens 95%-interval;2020;14.0;
738;043240 Diensten van schilders;Waarde;2015;13.0;0.0
739;043240 Diensten van schilders;Waarde;2020;8.0;0.0
740;043240 Diensten van schilders;Ondergrens 95%-interval;2015;13.0;
741;043240 Diensten van schilders;Ondergrens 95%-interval;2020;4.0;
742;043240 Diensten van schilders;Bovengrens 95%-interval;2015;14.0;
743;043240 Diensten van schilders;Bovengrens 95%-interval;2020;12.0;
744;043250 Diensten van timmerlieden;Waarde;2015;;
745;043250 Diensten van timmerlieden;Waarde;2020;2.0;0.0
746;043250 Diensten van timmerlieden;Ondergrens 95%-interval;2015;;
747;043250 Diensten van timmerlieden;Ondergrens 95%-interval;2020;1.0;
748;043250 Diensten van timmerlieden;Bovengrens 95%-interval;2015;;
749;043250 Diensten van timmerlieden;Bovengrens 95%-interval;2020;3.0;
750;043290 Ov. onderhoudsdiensten woning;Waarde;2015;0.0;0.0
751;043290 Ov. onderhoudsdiensten woning;Waarde;2020;1.0;0.0
752;043290 Ov. onderhoudsdiensten woning;Ondergrens 95%-interval;2015;0.0;
753;043290 Ov. onderhoudsdiensten woning;Ondergrens 95%-interval;2020;0.0;
754;043290 Ov. onderhoudsdiensten woning;Bovengrens 95%-interval;2015;0.0;
755;043290 Ov. onderhoudsdiensten woning;Bovengrens 95%-interval;2020;2.0;
756;044000 Kosten van woningvoorzieningen;Waarde;2015;998.0;3.0
757;044000 Kosten van woningvoorzieningen;Waarde;2020;979.0;2.8
758;044000 Kosten van woningvoorzieningen;Ondergrens 95%-interval;2015;980.0;
759;044000 Kosten van woningvoorzieningen;Ondergrens 95%-interval;2020;966.0;
760;044000 Kosten van woningvoorzieningen;Bovengrens 95%-interval;2015;1017.0;
761;044000 Kosten van woningvoorzieningen;Bovengrens 95%-interval;2020;992.0;
762;044100 Watervoorziening;Waarde;2015;250.0;0.7
763;044100 Watervoorziening;Waarde;2020;264.0;0.8
764;044100 Watervoorziening;Ondergrens 95%-interval;2015;250.0;
765;044100 Watervoorziening;Ondergrens 95%-interval;2020;263.0;
766;044100 Watervoorziening;Bovengrens 95%-interval;2015;251.0;
767;044100 Watervoorziening;Bovengrens 95%-interval;2020;265.0;
768;044200 Ophalen van huisvuil;Waarde;2015;230.0;0.7
769;044200 Ophalen van huisvuil;Waarde;2020;251.0;0.7
770;044200 Ophalen van huisvuil;Ondergrens 95%-interval;2015;228.0;
771;044200 Ophalen van huisvuil;Ondergrens 95%-interval;2020;250.0;
772;044200 Ophalen van huisvuil;Bovengrens 95%-interval;2015;231.0;
773;044200 Ophalen van huisvuil;Bovengrens 95%-interval;2020;252.0;
774;044300 Riolering;Waarde;2015;144.0;0.4
775;044300 Riolering;Waarde;2020;143.0;0.4
776;044300 Riolering;Ondergrens 95%-interval;2015;143.0;
777;044300 Riolering;Ondergrens 95%-interval;2020;141.0;
778;044300 Riolering;Bovengrens 95%-interval;2015;146.0;
779;044300 Riolering;Bovengrens 95%-interval;2020;145.0;
780;044400 Ov. kosten van woningvoorziening;Waarde;2015;374.0;1.1
781;044400 Ov. kosten van woningvoorziening;Waarde;2020;321.0;0.9
782;044400 Ov. kosten van woningvoorziening;Ondergrens 95%-interval;2015;356.0;
783;044400 Ov. kosten van woningvoorziening;Ondergrens 95%-interval;2020;308.0;
784;044400 Ov. kosten van woningvoorziening;Bovengrens 95%-interval;2015;392.0;
785;044400 Ov. kosten van woningvoorziening;Bovengrens 95%-interval;2020;334.0;
786;044410 Onderhoud in meergezinswoningen;Waarde;2015;259.0;0.8
787;044410 Onderhoud in meergezinswoningen;Waarde;2020;266.0;0.8
