ID;Oppervlakte;Regio;Oppervlakte_1
1164;Oppervlakte grote wateren;Arkel;0
1165;Oppervlakte grote wateren;Arnemuiden;71
1166;Oppervlakte grote wateren;Arnhem;0
1167;Oppervlakte grote wateren;Asperen;0
1168;Oppervlakte grote wateren;Assen;0
1169;Oppervlakte grote wateren;Assendelft;0
1170;Oppervlakte grote wateren;Asten;0
1171;Oppervlakte grote wateren;Avenhorn;0
1172;Oppervlakte grote wateren;Avereest;0
1173;Oppervlakte grote wateren;Axel;0
1174;Oppervlakte grote wateren;Baarderadeel;0
1175;Oppervlakte grote wateren;Baarland;240
1176;Oppervlakte grote wateren;Baarle-Nassau;0
1177;Oppervlakte grote wateren;Baarn;0
1178;Oppervlakte grote wateren;Baexem;0
1179;Oppervlakte grote wateren;Baflo;0
1180;Oppervlakte grote wateren;Bakel en Milheeze;0
1181;Oppervlakte grote wateren;Barendrecht;0
1182;Oppervlakte grote wateren;Barneveld;0
1183;Oppervlakte grote wateren;Barradeel;0
1184;Oppervlakte grote wateren;Barsingerhorn;0
1185;Oppervlakte grote wateren;Barwoutswaarder;0
1186;Oppervlakte grote wateren;Batenburg;0
1187;Oppervlakte grote wateren;Bathmen;0
1188;Oppervlakte grote wateren;Bedum;0
1189;Oppervlakte grote wateren;Beegden;0
1190;Oppervlakte grote wateren;Beek (L.);0
1191;Oppervlakte grote wateren;Beek en Donk;0
1192;Oppervlakte grote wateren;Beemster;0
1193;Oppervlakte grote wateren;Beers;0
1194;Oppervlakte grote wateren;Beerta;3446
1195;Oppervlakte grote wateren;Beesd;0
1196;Oppervlakte grote wateren;Beesel;0
1197;Oppervlakte grote wateren;Beets;0
1198;Oppervlakte grote wateren;Beijerland (Nieuw-);0
1199;Oppervlakte grote wateren;Beijerland (Oud-);0
1200;Oppervlakte grote wateren;Beijerland (Zuid-);904
1201;Oppervlakte grote wateren;Beilen;0
1202;Oppervlakte grote wateren;Belfeld;0
1203;Oppervlakte grote wateren;Bellingwolde;0
1204;Oppervlakte grote wateren;Bemelen;0
1205;Oppervlakte grote wateren;Bemmel;0
1206;Oppervlakte grote wateren;Bennebroek;0
1207;Oppervlakte grote wateren;Benschop;0
1208;Oppervlakte grote wateren;Benthuizen;0
1209;Oppervlakte grote wateren;Berg en Terblijt;0
1210;Oppervlakte grote wateren;Bergambacht;0
1211;Oppervlakte grote wateren;Bergeijk;0
1212;Oppervlakte grote wateren;Bergen (L.);0
1213;Oppervlakte grote wateren;Bergen (NH.);0
1214;Oppervlakte grote wateren;Bergen op Zoom;870
1215;Oppervlakte grote wateren;Bergh;0
1216;Oppervlakte grote wateren;Bergharen;0
1217;Oppervlakte grote wateren;Berghem;0
1218;Oppervlakte grote wateren;Bergschenhoek;0
1219;Oppervlakte grote wateren;Berkel en Rodenrijs;0
1220;Oppervlakte grote wateren;Berkel-Enschot;0
1221;Oppervlakte grote wateren;Berkenwoude;0
1222;Oppervlakte grote wateren;Berkhout;0
1223;Oppervlakte grote wateren;Berlicum;0
1224;Oppervlakte grote wateren;Best;0
1225;Oppervlakte grote wateren;Beugen en Rijkevoort;0
1226;Oppervlakte grote wateren;Beuningen;0
1227;Oppervlakte grote wateren;Beusichem;0
1228;Oppervlakte grote wateren;Beverwijk;0
1229;Oppervlakte grote wateren;Bierum;0
1230;Oppervlakte grote wateren;Biervliet;118
1231;Oppervlakte grote wateren;Biggekerke;59
1232;Oppervlakte grote wateren;Bildt ('t);0
1233;Oppervlakte grote wateren;Bilt (de);0
1234;Oppervlakte grote wateren;Bingelrade;0
1235;Oppervlakte grote wateren;Bladel en Netersel;0
1236;Oppervlakte grote wateren;Blankenham;0
1237;Oppervlakte grote wateren;Blaricum;0
1238;Oppervlakte grote wateren;Bleiswijk;0
1239;Oppervlakte grote wateren;Bleskensgraaf en Hofwege;0
1240;Oppervlakte grote wateren;Bloemendaal;0
1241;Oppervlakte grote wateren;Blokker;0
1242;Oppervlakte grote wateren;Blokzijl;0
1243;Oppervlakte grote wateren;Bocholtz;0
1244;Oppervlakte grote wateren;Bodegraven;0
1245;Oppervlakte grote wateren;Boekel;0
1246;Oppervlakte grote wateren;Bolsward;0
1247;Oppervlakte grote wateren;Bommel (den);520
1248;Oppervlakte grote wateren;Borculo;0
1249;Oppervlakte grote wateren;Borger;0
1250;Oppervlakte grote wateren;Borgharen;0
1251;Oppervlakte grote wateren;Borkel en Schaft;0
1252;Oppervlakte grote wateren;Born;0
1253;Oppervlakte grote wateren;Borne;0
1254;Oppervlakte grote wateren;Borsselen;158
1255;Oppervlakte grote wateren;Boschkapelle;0
1256;Oppervlakte grote wateren;Boskoop;0
1257;Oppervlakte grote wateren;Bovenkarspel;0
1258;Oppervlakte grote wateren;Boxmeer;0
1259;Oppervlakte grote wateren;Boxtel;0
1260;Oppervlakte grote wateren;Brakel;0
1261;Oppervlakte grote wateren;Brandwijk;0
1262;Oppervlakte grote wateren;Breda;0
1263;Oppervlakte grote wateren;Breskens;482
1264;Oppervlakte grote wateren;Breukelen-Nijenrode;0
1265;Oppervlakte grote wateren;Breukelen-Sint Pieters;0
1266;Oppervlakte grote wateren;Brielle;0
1267;Oppervlakte grote wateren;Broek in Waterland;0
1268;Oppervlakte grote wateren;Broek op Langedijk;0
1269;Oppervlakte grote wateren;Broekhuizen;0
1270;Oppervlakte grote wateren;Broeksittard;0
1271;Oppervlakte grote wateren;Brouwershaven;613
1272;Oppervlakte grote wateren;Bruinisse;525
1273;Oppervlakte grote wateren;Brummen;0
1274;Oppervlakte grote wateren;Brunssum;0
1275;Oppervlakte grote wateren;Budel;0
1276;Oppervlakte grote wateren;Buggenum;0
1277;Oppervlakte grote wateren;Bunde;0
1278;Oppervlakte grote wateren;Bunnik;0
1279;Oppervlakte grote wateren;Bunschoten;0
1280;Oppervlakte grote wateren;Buren;0
1281;Oppervlakte grote wateren;Burgh;212
1282;Oppervlakte grote wateren;Bussum;0
1283;Oppervlakte grote wateren;Buurmalsen;0
1284;Oppervlakte grote wateren;Cadier en Keer;0
1285;Oppervlakte grote wateren;Cadzand;241
1286;Oppervlakte grote wateren;Callantsoog;0
1287;Oppervlakte grote wateren;Capelle aan den IJssel;0
1288;Oppervlakte grote wateren;Castricum;0
1289;Oppervlakte grote wateren;Chaam;0
1290;Oppervlakte grote wateren;Clinge;1547
1291;Oppervlakte grote wateren;Coevorden;0
1292;Oppervlakte grote wateren;Colijnsplaat;288
1293;Oppervlakte grote wateren;Cothen;0
1294;Oppervlakte grote wateren;Cromvoirt;0
1295;Oppervlakte grote wateren;Cuijk en Sint Agatha;0
1296;Oppervlakte grote wateren;Culemborg;0
1297;Oppervlakte grote wateren;Dalen;0
1298;Oppervlakte grote wateren;Dalfsen;0
1299;Oppervlakte grote wateren;Dantumadeel;0
1300;Oppervlakte grote wateren;Deil;0
1301;Oppervlakte grote wateren;Delden (Ambt-);0
1302;Oppervlakte grote wateren;Delden (Stad-);0
1303;Oppervlakte grote wateren;Delft;0
1304;Oppervlakte grote wateren;Delfzijl;0
1305;Oppervlakte grote wateren;Denekamp;0
1306;Oppervlakte grote wateren;Deurne;0
1307;Oppervlakte grote wateren;Deventer;0
1308;Oppervlakte grote wateren;Didam;0
1309;Oppervlakte grote wateren;Diemen;0
1310;Oppervlakte grote wateren;Diepenheim;0
1311;Oppervlakte grote wateren;Diepenveen;0
1312;Oppervlakte grote wateren;Diessen;0
1313;Oppervlakte grote wateren;Diever;0
1314;Oppervlakte grote wateren;Dinteloord en Prinsenland;681
1315;Oppervlakte grote wateren;Dinther;0
1316;Oppervlakte grote wateren;Dinxperlo;0
1317;Oppervlakte grote wateren;Dirksland;0
1318;Oppervlakte grote wateren;Dodewaard;0
1319;Oppervlakte grote wateren;Doesburg;0
1320;Oppervlakte grote wateren;Doetinchem;0
1321;Oppervlakte grote wateren;Dokkum;0
1322;Oppervlakte grote wateren;Domburg;0
1323;Oppervlakte grote wateren;Dommelen;0
1324;Oppervlakte grote wateren;Dongen;0
1325;Oppervlakte grote wateren;Doniawerstal;0
1326;Oppervlakte grote wateren;Doorn;0
1327;Oppervlakte grote wateren;Doornspijk;0
1328;Oppervlakte grote wateren;Dordrecht;0
1329;Oppervlakte grote wateren;Dreischor;1034
1330;Oppervlakte grote wateren;Dreumel;0
1331;Oppervlakte grote wateren;Driebergen;0
1332;Oppervlakte grote wateren;Driel;0
1333;Oppervlakte grote wateren;Driewegen;0
1334;Oppervlakte grote wateren;Drunen;0
1335;Oppervlakte grote wateren;Druten;0
1336;Oppervlakte grote wateren;Dubbeldam;0
1337;Oppervlakte grote wateren;Duiven;0
1338;Oppervlakte grote wateren;Duivendijke;265
1339;Oppervlakte grote wateren;Dungen (den);0
1340;Oppervlakte grote wateren;Dussen;0
1341;Oppervlakte grote wateren;Dwingeloo;0
1342;Oppervlakte grote wateren;Echt;0
1343;Oppervlakte grote wateren;Echteld;0
1344;Oppervlakte grote wateren;Edam;0
1345;Oppervlakte grote wateren;Ede;0
1346;Oppervlakte grote wateren;Eede;0
1347;Oppervlakte grote wateren;Eelde;0
1348;Oppervlakte grote wateren;Eemnes;0
1349;Oppervlakte grote wateren;Eenrum;0
1350;Oppervlakte grote wateren;Eersel;0
1351;Oppervlakte grote wateren;Eethen;0
1352;Oppervlakte grote wateren;Egmond aan Zee;0
1353;Oppervlakte grote wateren;Egmond-Binnen;0
1354;Oppervlakte grote wateren;Eibergen;0
1355;Oppervlakte grote wateren;Eijgelshoven;0
1356;Oppervlakte grote wateren;Eijsden;0
1357;Oppervlakte grote wateren;Eindhoven;0
1358;Oppervlakte grote wateren;Elburg;97
1359;Oppervlakte grote wateren;Elkerzee;147
1360;Oppervlakte grote wateren;Ellemeet;0
1361;Oppervlakte grote wateren;Ellewoutsdijk;2521
1362;Oppervlakte grote wateren;Elsloo;0
1363;Oppervlakte grote wateren;Elst;0
1364;Oppervlakte grote wateren;Emmen;0
1365;Oppervlakte grote wateren;Empel en Meerwijk;0
1366;Oppervlakte grote wateren;Engelen;0
1367;Oppervlakte grote wateren;Enkhuizen;0
1368;Oppervlakte grote wateren;Enschede;0
1369;Oppervlakte grote wateren;Epe;0
1370;Oppervlakte grote wateren;Ermelo;0
1371;Oppervlakte grote wateren;Erp;0
1372;Oppervlakte grote wateren;Esch;0
1373;Oppervlakte grote wateren;Escharen;0
1374;Oppervlakte grote wateren;Est en Opijnen;0
1375;Oppervlakte grote wateren;Etten en Leur;0
1376;Oppervlakte grote wateren;Everdingen;0
1377;Oppervlakte grote wateren;Ewijk;0
1378;Oppervlakte grote wateren;Ezinge;0
1379;Oppervlakte grote wateren;Ferwerderadeel;0
1380;Oppervlakte grote wateren;Fijnaart en Heijningen;279
1381;Oppervlakte grote wateren;Finsterwolde;1162
1382;Oppervlakte grote wateren;Franeker;0
1383;Oppervlakte grote wateren;Franekeradeel;0
1384;Oppervlakte grote wateren;Gaasterland;0
1385;Oppervlakte grote wateren;Gameren;0
1386;Oppervlakte grote wateren;Gassel;0
1387;Oppervlakte grote wateren;Gasselte;0
1388;Oppervlakte grote wateren;Geertruid (St.);0
1389;Oppervlakte grote wateren;Geertruidenberg;0
1390;Oppervlakte grote wateren;Geervliet;0
1391;Oppervlakte grote wateren;Geffen;0
1392;Oppervlakte grote wateren;Geldermalsen;0
1393;Oppervlakte grote wateren;Geldrop;0
1394;Oppervlakte grote wateren;Geleen;0
1395;Oppervlakte grote wateren;Gemert;0
1396;Oppervlakte grote wateren;Gendringen;0
1397;Oppervlakte grote wateren;Genemuiden;653
1398;Oppervlakte grote wateren;Gennep;0
1399;Oppervlakte grote wateren;Gent;0
1400;Oppervlakte grote wateren;Geulle;0
1401;Oppervlakte grote wateren;Giessen;0
1402;Oppervlakte grote wateren;Giessendam;0
1403;Oppervlakte grote wateren;Giessen-Nieuwkerk;0
1404;Oppervlakte grote wateren;Gieten;0
1405;Oppervlakte grote wateren;Giethoorn;0
1406;Oppervlakte grote wateren;Gilze en Rijen;0
1407;Oppervlakte grote wateren;Ginneken en Bavel;0
1408;Oppervlakte grote wateren;Goedereede;119
1409;Oppervlakte grote wateren;Goes;0
1410;Oppervlakte grote wateren;Goirle;0
1411;Oppervlakte grote wateren;Goor;0
1412;Oppervlakte grote wateren;Gorinchem;0
1413;Oppervlakte grote wateren;Gorssel;0
1414;Oppervlakte grote wateren;Gouda;0
1415;Oppervlakte grote wateren;Gouderak;0
1416;Oppervlakte grote wateren;Goudriaan;0
1417;Oppervlakte grote wateren;Goudswaard;876
1418;Oppervlakte grote wateren;Graauw en Langendam;1174
1419;Oppervlakte grote wateren;Grafhorst;0
1420;Oppervlakte grote wateren;Graft;0
1421;Oppervlakte grote wateren;Gramsbergen;0
1422;Oppervlakte grote wateren;Grathem;0
1423;Oppervlakte grote wateren;Grave;0
1424;Oppervlakte grote wateren;'s-Graveland;0
1425;Oppervlakte grote wateren;'s-Gravendeel;0
1426;Oppervlakte grote wateren;'s-Gravenhage;0
1427;Oppervlakte grote wateren;'s-Gravenpolder;34
1428;Oppervlakte grote wateren;'s-Gravenzande;0
1429;Oppervlakte grote wateren;Grevenbicht;0
1430;Oppervlakte grote wateren;Grijpskerk;0
1431;Oppervlakte grote wateren;Grijpskerke;0
1432;Oppervlakte grote wateren;Groede;112
1433;Oppervlakte grote wateren;Groenlo;0
1434;Oppervlakte grote wateren;Groesbeek;0
1435;Oppervlakte grote wateren;Groningen;0
1436;Oppervlakte grote wateren;Gronsveld;0
1437;Oppervlakte grote wateren;Groot-Ammers;0
1438;Oppervlakte grote wateren;Grootebroek;0
1439;Oppervlakte grote wateren;Grootegast;0
1440;Oppervlakte grote wateren;Grubbenvorst;0
1441;Oppervlakte grote wateren;Gulpen;0
1442;Oppervlakte grote wateren;Haaften;0
1443;Oppervlakte grote wateren;Haaksbergen;0
1444;Oppervlakte grote wateren;Haamstede;1146
1445;Oppervlakte grote wateren;Haaren;0
1446;Oppervlakte grote wateren;Haarlem;0
1447;Oppervlakte grote wateren;Haarlemmerliede en Spaarnwoude;0
1448;Oppervlakte grote wateren;Haarlemmermeer;0
1449;Oppervlakte grote wateren;Haarzuilens;0
1450;Oppervlakte grote wateren;Haastrecht;0
1451;Oppervlakte grote wateren;Haelen;0
1452;Oppervlakte grote wateren;Hagestein;0
1453;Oppervlakte grote wateren;Halsteren;326
1454;Oppervlakte grote wateren;Ham (den);0
1455;Oppervlakte grote wateren;Haps;0
1456;Oppervlakte grote wateren;Hardenberg (Ambt-);0
1457;Oppervlakte grote wateren;Hardenberg (Stad-);0
1458;Oppervlakte grote wateren;Harderwijk;0
1459;Oppervlakte grote wateren;Hardinxveld;0
1460;Oppervlakte grote wateren;Haren;0
1461;Oppervlakte grote wateren;Harenkarspel;0
1462;Oppervlakte grote wateren;Harlingen;0
1463;Oppervlakte grote wateren;Harmelen;0
1464;Oppervlakte grote wateren;Haskerland;0
1465;Oppervlakte grote wateren;Hasselt;0
1466;Oppervlakte grote wateren;Hattem;0
1467;Oppervlakte grote wateren;Havelte;0
1468;Oppervlakte grote wateren;Hazerswoude;0
1469;Oppervlakte grote wateren;Hedel;0
1470;Oppervlakte grote wateren;Hedikhuizen;0
1471;Oppervlakte grote wateren;Heel en Panheel;0
1472;Oppervlakte grote wateren;Heemskerk;0
1473;Oppervlakte grote wateren;Heemstede;0
1474;Oppervlakte grote wateren;Heenvliet;0
1475;Oppervlakte grote wateren;Heer;0
1476;Oppervlakte grote wateren;'s-Heer-Abtskerke;0
1477;Oppervlakte grote wateren;'s-Heer-Arendskerke;1160
1478;Oppervlakte grote wateren;Heerde;0
1479;Oppervlakte grote wateren;'s-Heerenhoek;0
1480;Oppervlakte grote wateren;Heerewaarden;0
1481;Oppervlakte grote wateren;Heerhugowaard;0
1482;Oppervlakte grote wateren;Heerjansdam;0
1483;Oppervlakte grote wateren;Heerlen;0
1484;Oppervlakte grote wateren;Heesch;0
1485;Oppervlakte grote wateren;Heeswijk;0
1486;Oppervlakte grote wateren;Heeze;0
1487;Oppervlakte grote wateren;Hei- en Boeicop;0
1488;Oppervlakte grote wateren;Heijthuizen;0
1489;Oppervlakte grote wateren;Heilo;0
1490;Oppervlakte grote wateren;Heinenoord;0
1491;Oppervlakte grote wateren;Heinkenszand;0
1492;Oppervlakte grote wateren;Heino;0
1493;Oppervlakte grote wateren;Hekelingen;0
1494;Oppervlakte grote wateren;Hekendorp;0
1495;Oppervlakte grote wateren;Helden;0
1496;Oppervlakte grote wateren;Helder (Den);0
1497;Oppervlakte grote wateren;Hellendoorn;0
1498;Oppervlakte grote wateren;Hellevoetsluis;50
1499;Oppervlakte grote wateren;Helmond;0
1500;Oppervlakte grote wateren;Helvoet (Nieuw-);40
1501;Oppervlakte grote wateren;Helvoirt;0
1502;Oppervlakte grote wateren;Hemelumer Oldephaerd en Noordwolde;0
1503;Oppervlakte grote wateren;Hemmen;0
1504;Oppervlakte grote wateren;Hendrik-Ido-Ambacht;0
1505;Oppervlakte grote wateren;Hengelo (Gld.);0
1506;Oppervlakte grote wateren;Hengelo (O.);0
1507;Oppervlakte grote wateren;Hengstdijk;0
1508;Oppervlakte grote wateren;Hennaarderadeel;0
1509;Oppervlakte grote wateren;Hensbroek;0
1510;Oppervlakte grote wateren;Herkingen;1470
1511;Oppervlakte grote wateren;Herpen;0
1512;Oppervlakte grote wateren;Herpt;0
1513;Oppervlakte grote wateren;Herten;0
1514;Oppervlakte grote wateren;'s-Hertogenbosch;0
1515;Oppervlakte grote wateren;Herwen en Aerdt;0
1516;Oppervlakte grote wateren;Herwijnen;0
1517;Oppervlakte grote wateren;Heteren;0
1518;Oppervlakte grote wateren;Heukelum;0
1519;Oppervlakte grote wateren;Heumen;0
1520;Oppervlakte grote wateren;Heusden;0
1521;Oppervlakte grote wateren;Hillegersberg;0
1522;Oppervlakte grote wateren;Hillegom;0
1523;Oppervlakte grote wateren;Hilvarenbeek;0
1524;Oppervlakte grote wateren;Hilversum;0
1525;Oppervlakte grote wateren;Hindeloopen;0
1526;Oppervlakte grote wateren;Hoedekenskerke;2015
1527;Oppervlakte grote wateren;Hoek;490
1528;Oppervlakte grote wateren;Hoenkoop;0
1529;Oppervlakte grote wateren;Hoensbroek;0
1530;Oppervlakte grote wateren;Hoevelaken;0
1531;Oppervlakte grote wateren;Hoeven;0
1532;Oppervlakte grote wateren;Holten;0
1533;Oppervlakte grote wateren;Hontenisse;2276
1534;Oppervlakte grote wateren;Hoofdplaat;2976
1535;Oppervlakte grote wateren;Hoogblokland;0
1536;Oppervlakte grote wateren;Hooge en Lage Mierde;0
1537;Oppervlakte grote wateren;Hooge en Lage Zwaluwe;1321
1538;Oppervlakte grote wateren;Hoogeloon, Hapert en Casteren;0
1539;Oppervlakte grote wateren;Hoogeveen;0
1540;Oppervlakte grote wateren;Hoogezand;0
1541;Oppervlakte grote wateren;Hoogkarspel;0
1542;Oppervlakte grote wateren;Hoogkerk;0
1543;Oppervlakte grote wateren;Hoogland;0
1544;Oppervlakte grote wateren;Hoogvliet;0
1545;Oppervlakte grote wateren;Hoogwoud;0
1546;Oppervlakte grote wateren;Hoorn;0
1547;Oppervlakte grote wateren;Hoornaar;0
1548;Oppervlakte grote wateren;Horn;0
1549;Oppervlakte grote wateren;Horssen;0
1550;Oppervlakte grote wateren;Horst;0
1551;Oppervlakte grote wateren;Houten;0
1552;Oppervlakte grote wateren;Houthem;0
1553;Oppervlakte grote wateren;Huijbergen;0
1554;Oppervlakte grote wateren;Huissen;0
1555;Oppervlakte grote wateren;Huizen;0
1556;Oppervlakte grote wateren;Hulsberg;0
1557;Oppervlakte grote wateren;Hulst;0
1558;Oppervlakte grote wateren;Hummelo en Keppel;0
1559;Oppervlakte grote wateren;Hunsel;0
1560;Oppervlakte grote wateren;Hurwenen;0
1561;Oppervlakte grote wateren;Idaarderadeel;0
1562;Oppervlakte grote wateren;Ilpendam;0
1563;Oppervlakte grote wateren;Itteren;0
1564;Oppervlakte grote wateren;Ittervoort;0
1565;Oppervlakte grote wateren;Jaarsveld;0
1566;Oppervlakte grote wateren;Jabeek;0
1567;Oppervlakte grote wateren;Janssteen (St.);0
1568;Oppervlakte grote wateren;Jisp;0
1569;Oppervlakte grote wateren;Jutphaas;0
1570;Oppervlakte grote wateren;Kamerik;0
1571;Oppervlakte grote wateren;Kampen;301
1572;Oppervlakte grote wateren;Kamperveen;0
1573;Oppervlakte grote wateren;Kantens;0
1574;Oppervlakte grote wateren;Kapelle;67
1575;Oppervlakte grote wateren;Kats;2300
1576;Oppervlakte grote wateren;Kattendijke;334
1577;Oppervlakte grote wateren;Katwijk;0
1578;Oppervlakte grote wateren;Katwoude;0
1579;Oppervlakte grote wateren;Kedichem;0
1580;Oppervlakte grote wateren;Kerkrade;0
1581;Oppervlakte grote wateren;Kerkwerve;100
1582;Oppervlakte grote wateren;Kerkwijk;0
1583;Oppervlakte grote wateren;Kessel;0
1584;Oppervlakte grote wateren;Kesteren;0
1585;Oppervlakte grote wateren;Kethel en Spaland;0
1586;Oppervlakte grote wateren;Klaaswaal;0
1587;Oppervlakte grote wateren;Klimmen;0
1588;Oppervlakte grote wateren;Kloetinge;0
1589;Oppervlakte grote wateren;Kloosterburen;0
1590;Oppervlakte grote wateren;Klundert;1125
1591;Oppervlakte grote wateren;Kockengen;0
1592;Oppervlakte grote wateren;Koedijk;0
1593;Oppervlakte grote wateren;Koewacht;0
1594;Oppervlakte grote wateren;Kollumerland en Nieuwkruisland;0
1595;Oppervlakte grote wateren;Koog aan de Zaan;0
1596;Oppervlakte grote wateren;Kortenhoef;0
1597;Oppervlakte grote wateren;Kortgene;343
1598;Oppervlakte grote wateren;Koudekerk;0
1599;Oppervlakte grote wateren;Koudekerke;110
1600;Oppervlakte grote wateren;Krabbendijke;1757
1601;Oppervlakte grote wateren;Krimpen aan de Lek;0
1602;Oppervlakte grote wateren;Krimpen aan den IJssel;0
1603;Oppervlakte grote wateren;Krommenie;0
1604;Oppervlakte grote wateren;Kruiningen;2920
1605;Oppervlakte grote wateren;Kruis (St.);0
1606;Oppervlakte grote wateren;Kuinre;0
1607;Oppervlakte grote wateren;Kwadijk;0
1608;Oppervlakte grote wateren;Laag-Nieuwkoop;0
1609;Oppervlakte grote wateren;Landsmeer;0
1610;Oppervlakte grote wateren;Langbroek;0
1611;Oppervlakte grote wateren;Lange Ruige Weide;0
1612;Oppervlakte grote wateren;Langerak;0
1613;Oppervlakte grote wateren;Laren (Gld.);0
1614;Oppervlakte grote wateren;Laren (NH.);0
1615;Oppervlakte grote wateren;Laurens (St.);0
1616;Oppervlakte grote wateren;Leek;0
1617;Oppervlakte grote wateren;Leende;0
1618;Oppervlakte grote wateren;Leens;0
1619;Oppervlakte grote wateren;Leerbroek;0
1620;Oppervlakte grote wateren;Leerdam;0
1621;Oppervlakte grote wateren;Leersum;0
1622;Oppervlakte grote wateren;Leeuwarden;0
1623;Oppervlakte grote wateren;Leeuwarderadeel;0
1624;Oppervlakte grote wateren;Leiden;0
1625;Oppervlakte grote wateren;Leiderdorp;0
1626;Oppervlakte grote wateren;Leimuiden;0
1627;Oppervlakte grote wateren;Lekkerkerk;0
1628;Oppervlakte grote wateren;Lekkerland (Nieuw-);0
1629;Oppervlakte grote wateren;Lemsterland;0
1630;Oppervlakte grote wateren;Leusden;0
1631;Oppervlakte grote wateren;Lexmond;0
1632;Oppervlakte grote wateren;Lichtenvoorde;0
1633;Oppervlakte grote wateren;Liempde;0
1634;Oppervlakte grote wateren;Lienden;0
1635;Oppervlakte grote wateren;Lier (de);0
1636;Oppervlakte grote wateren;Lierop;0
1637;Oppervlakte grote wateren;Lieshout;0
1638;Oppervlakte grote wateren;Limbricht;0
1639;Oppervlakte grote wateren;Limmen;0
1640;Oppervlakte grote wateren;Linden;0
1641;Oppervlakte grote wateren;Linne;0
1642;Oppervlakte grote wateren;Linschoten;0
1643;Oppervlakte grote wateren;Lisse;0
1644;Oppervlakte grote wateren;Lith;0
1645;Oppervlakte grote wateren;Lithoijen;0
1646;Oppervlakte grote wateren;Lochem;0
1647;Oppervlakte grote wateren;Loenen;0
1648;Oppervlakte grote wateren;Loenersloot;0
1649;Oppervlakte grote wateren;Lonneker;0
1650;Oppervlakte grote wateren;Loon op Zand;0
1651;Oppervlakte grote wateren;Loosdrecht;0
1652;Oppervlakte grote wateren;Lopik;0
1653;Oppervlakte grote wateren;Loppersum;0
1654;Oppervlakte grote wateren;Losser;0
1655;Oppervlakte grote wateren;Luijksgestel;0
1656;Oppervlakte grote wateren;Maarheeze;0
1657;Oppervlakte grote wateren;Maarn;0
1658;Oppervlakte grote wateren;Maarssen;0
1659;Oppervlakte grote wateren;Maarsseveen;0
1660;Oppervlakte grote wateren;Maarten (St.);0
1661;Oppervlakte grote wateren;Maartensdijk (St.);1014
1662;Oppervlakte grote wateren;Maartensdijk;0
1663;Oppervlakte grote wateren;Maasbracht;0
1664;Oppervlakte grote wateren;Maasbree;0
1665;Oppervlakte grote wateren;Maasdam;0
1666;Oppervlakte grote wateren;Maashees en Overloon;0
1667;Oppervlakte grote wateren;Maasland;0
1668;Oppervlakte grote wateren;Maasniel;0
1669;Oppervlakte grote wateren;Maassluis;0
1670;Oppervlakte grote wateren;Maastricht;0
1671;Oppervlakte grote wateren;Made en Drimmelen;0
1672;Oppervlakte grote wateren;Margraten;0
1673;Oppervlakte grote wateren;Markelo;0
1674;Oppervlakte grote wateren;Marken;0
1675;Oppervlakte grote wateren;Marum;0
1676;Oppervlakte grote wateren;Maurik;0
1677;Oppervlakte grote wateren;Medemblik;0
1678;Oppervlakte grote wateren;Meeden;0
1679;Oppervlakte grote wateren;Meerkerk;0
1680;Oppervlakte grote wateren;Meerlo;0
1681;Oppervlakte grote wateren;Meerssen;0
1682;Oppervlakte grote wateren;Megen, Haren en Macharen;0
1683;Oppervlakte grote wateren;Meijel;0
1684;Oppervlakte grote wateren;Melick en Herkenbosch;0
1685;Oppervlakte grote wateren;Meliskerke;0
1686;Oppervlakte grote wateren;Melissant;1273
1687;Oppervlakte grote wateren;Menaldumadeel;0
1688;Oppervlakte grote wateren;Meppel;0
1689;Oppervlakte grote wateren;Merkelbeek;0
1690;Oppervlakte grote wateren;Mesch;0
1691;Oppervlakte grote wateren;Mheer;0
1692;Oppervlakte grote wateren;Michielsgestel (St.);0
1693;Oppervlakte grote wateren;Middelburg;0
1694;Oppervlakte grote wateren;Middelharnis;240
1695;Oppervlakte grote wateren;Middelie;0
1696;Oppervlakte grote wateren;Middelstum;0
1697;Oppervlakte grote wateren;Midwolda;0
1698;Oppervlakte grote wateren;Midwoud;0
1699;Oppervlakte grote wateren;Mierlo;0
1700;Oppervlakte grote wateren;Mijdrecht;0
1701;Oppervlakte grote wateren;Mijnsheerenland;0
1702;Oppervlakte grote wateren;Mill en Sint Hubert;0
1703;Oppervlakte grote wateren;Millingen;0
1704;Oppervlakte grote wateren;Moercapelle;0
1705;Oppervlakte grote wateren;Moergestel;0
1706;Oppervlakte grote wateren;Molenaarsgraaf;0
1707;Oppervlakte grote wateren;Monnikendam;0
1708;Oppervlakte grote wateren;Monster;0
1709;Oppervlakte grote wateren;Montfoort;0
1710;Oppervlakte grote wateren;Montfort;0
1711;Oppervlakte grote wateren;Mook en Middelaar;0
1712;Oppervlakte grote wateren;Moordrecht;0
1713;Oppervlakte grote wateren;Muiden;1522
1714;Oppervlakte grote wateren;Munstergeleen;0
1715;Oppervlakte grote wateren;Muntendam;0
1716;Oppervlakte grote wateren;Naaldwijk;0
1717;Oppervlakte grote wateren;Naarden;0
1718;Oppervlakte grote wateren;Nederhemert;0
1719;Oppervlakte grote wateren;Nederhorst den Berg;0
1720;Oppervlakte grote wateren;Nederweert;0
1721;Oppervlakte grote wateren;Neede;0
1722;Oppervlakte grote wateren;Neer;0
