ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
1794;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2012 4e kwartaal;20;15
1795;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2012;90;70
1796;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 januari;10;5
1797;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 februari;5;0
1798;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 maart;15;10
1799;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 1e kwartaal;25;15
1800;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 april;0;5
1801;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 mei;5;5
1802;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 juni;5;5
1803;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 2e kwartaal ;10;5
1804;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 juli;5;5
1805;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 augustus;15;10
1806;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 september;5;5
1807;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 3e kwartaal;30;20
1808;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 oktober;5;0
1809;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 november;10;10
1810;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 december;10;10
1811;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013 4e kwartaal;25;20
1812;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2013;85;60
1813;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 januari;5;5
1814;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 februari;10;5
1815;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 maart;5;5
1816;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 1e kwartaal;20;15
1817;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 april;5;5
1818;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 mei;25;20
1819;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 juni;15;15
1820;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 2e kwartaal;45;40
1821;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 juli;15;10
1822;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 augustus;15;10
1823;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 september;10;10
1824;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 3e kwartaal;40;25
1825;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 oktober;5;5
1826;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 november;10;5
1827;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 december;5;5
1828;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014 4e kwartaal;15;10
1829;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2014;125;95
1830;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 januari;5;5
1831;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 februari;5;0
1832;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 maart;10;5
1833;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 1e kwartaal;20;10
1834;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 april;15;15
1835;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 mei;10;10
1836;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 juni;10;10
1837;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 2e kwartaal;40;35
1838;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 juli;25;20
1839;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 augustus;25;20
1840;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 september;10;5
1841;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 3e kwartaal;60;50
1842;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 oktober;20;20
1843;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 november;10;10
1844;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 december;15;10
1845;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015 4e kwartaal;45;35
1846;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2015;160;135
1847;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;114;2016 januari;10;5
1848;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 januari;20;20
1849;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 februari;5;5
1850;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 maart;5;0
1851;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 1e kwartaal;30;30
1852;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 april;5;5
1853;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 mei;0;0
1854;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 juni;5;5
1855;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 2e kwartaal;10;10
1856;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 juli;5;5
1857;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 augustus;5;5
1858;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 september;5;5
1859;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 3e kwartaal;15;15
1860;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 oktober;10;10
1861;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 november;5;5
1862;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 december;0;0
1863;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007 4e kwartaal;15;10
1864;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2007;75;65
1865;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 januari;0;0
1866;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 februari;10;10
1867;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 maart;10;10
1868;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 1e kwartaal;20;20
1869;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 april;5;5
1870;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 mei;0;0
1871;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 juni;5;5
1872;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 2e kwartaal;10;10
1873;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 juli;0;0
1874;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 augustus;10;10
1875;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 september;10;10
1876;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 3e kwartaal;25;20
1877;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 oktober;10;5
1878;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 november;10;10
1879;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 december;0;0
1880;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008 4e kwartaal;20;15
1881;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2008;75;65
1882;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 januari;10;10
1883;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 februari;10;10
1884;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 maart;10;10
1885;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 1e kwartaal;30;30
1886;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 april;10;10
1887;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 mei;15;15
1888;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 juni;25;25
1889;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 2e kwartaal;45;45
1890;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 juli;15;10
1891;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 augustus;25;25
1892;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 september;45;45
1893;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 3e kwartaal;85;80
1894;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 oktober;45;45
1895;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 november;110;105
1896;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 december;110;105
1897;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009 4e kwartaal;265;260
1898;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2009;425;410
1899;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 januari;160;155
1900;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 februari;115;115
1901;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 maart;180;180
1902;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 1e kwartaal;455;450
1903;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 april;10;10
1904;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 mei;10;5
1905;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 juni;15;10
1906;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 2e kwartaal;35;25
1907;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 juli;20;20
1908;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 augustus;20;20
1909;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 september;15;15
1910;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 3e kwartaal;60;60
1911;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 oktober;30;20
1912;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 november;20;20
1913;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 december;15;15
1914;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010 4e kwartaal;65;60
1915;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2010;615;595
1916;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 januari;5;5
1917;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 februari;25;25
1918;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 maart;30;25
1919;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 1e kwartaal;60;50
1920;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 april;15;5
1921;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 mei;5;5
1922;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 juni;25;20
1923;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 2e kwartaal;40;30
1924;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 juli;35;30
1925;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 augustus;30;25
1926;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 september;15;10
1927;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 3e kwartaal;75;65
1928;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 oktober;35;30
1929;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 november;10;10
1930;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 december;10;5
1931;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011 4e kwartaal;55;45
1932;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2011;235;190
1933;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 januari;15;10
1934;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 februari;5;5
1935;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 maart;25;25
1936;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 1e kwartaal;50;40
1937;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 april;15;15
1938;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 mei;15;15
1939;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 juni;20;15
1940;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 2e kwartaal;45;45
1941;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 juli;10;10
1942;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 augustus;25;25
1943;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 september;30;25
1944;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 3e kwartaal;70;65
1945;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 oktober;35;30
1946;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 november;25;20
1947;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 december;25;25
1948;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012 4e kwartaal;85;80
1949;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2012;255;225
1950;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 januari;20;10
1951;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 februari;10;5
1952;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 maart;15;15
1953;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 1e kwartaal;45;35
1954;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 april;15;10
1955;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 mei;15;10
1956;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 juni;15;15
1957;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 2e kwartaal ;45;40
1958;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 juli;20;15
1959;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 augustus;20;10
1960;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 september;30;25
1961;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 3e kwartaal;65;50
1962;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 oktober;15;15
1963;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 november;25;25
1964;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 december;20;20
1965;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013 4e kwartaal;65;60
1966;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2013;215;185
1967;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 januari;35;35
1968;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 februari;15;15
1969;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 maart;30;30
1970;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 1e kwartaal;80;80
1971;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 april;35;35
1972;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 mei;40;40
1973;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 juni;10;10
1974;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 2e kwartaal;85;85
1975;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 juli;35;35
1976;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 augustus;35;30
1977;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 september;25;20
1978;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 3e kwartaal;90;85
1979;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 oktober;35;30
1980;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 november;10;10
1981;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 december;30;30
1982;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014 4e kwartaal;75;65
1983;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2014;335;320
1984;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 januari;20;20
1985;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 februari;25;20
1986;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 maart;30;30
1987;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 1e kwartaal;75;75
1988;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 april;20;20
1989;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 mei;20;15
1990;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 juni;25;25
1991;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 2e kwartaal;60;60
1992;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 juli;15;15
1993;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 augustus;20;20
1994;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 september;15;15
1995;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 3e kwartaal;45;45
1996;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 oktober;30;30
1997;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 november;25;25
1998;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 december;25;25
1999;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015 4e kwartaal;80;75
2000;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2015;265;255
2001;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;30;2016 januari;25;20
2002;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 januari;10;5
2003;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 februari;10;5
2004;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 maart;10;5
2005;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 1e kwartaal;25;10
2006;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 april;5;5
2007;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 mei;30;5
2008;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 juni;40;5
2009;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 2e kwartaal;75;15
2010;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 juli;30;5
2011;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 augustus;45;20
2012;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 september;20;10
2013;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 3e kwartaal;95;35
2014;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 oktober;20;10
2015;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 november;30;20
2016;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 december;15;15
2017;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007 4e kwartaal;65;45
2018;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2007;260;105
2019;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 januari;15;10
2020;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 februari;15;10
2021;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 maart;10;10
2022;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 1e kwartaal;40;25
2023;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 april;5;5
2024;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 mei;5;5
2025;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 juni;20;20
2026;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 2e kwartaal;35;30
2027;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 juli;25;20
2028;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 augustus;20;15
2029;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 september;20;15
2030;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 3e kwartaal;60;50
2031;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 oktober;25;20
2032;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 november;25;20
2033;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 december;10;5
2034;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008 4e kwartaal;60;50
2035;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2008;195;155
2036;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 januari;20;15
2037;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 februari;20;15
2038;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 maart;30;25
2039;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 1e kwartaal;65;60
2040;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 april;20;20
2041;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 mei;15;15
2042;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 juni;20;15
2043;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 2e kwartaal;55;50
2044;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 juli;15;10
2045;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 augustus;20;15
2046;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 september;15;15
2047;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 3e kwartaal;50;45
2048;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 oktober;25;20
2049;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 november;35;30
2050;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 december;35;30
2051;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009 4e kwartaal;95;80
2052;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2009;265;235
2053;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 januari;30;25
2054;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 februari;30;30
2055;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 maart;25;25
2056;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 1e kwartaal;85;80
2057;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 april;20;20
2058;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 mei;10;10
2059;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 juni;15;10
2060;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 2e kwartaal;45;40
2061;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 juli;10;10
2062;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 augustus;10;10
2063;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 september;25;25
2064;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 3e kwartaal;50;45
2065;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 oktober;30;25
2066;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 november;25;25
2067;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 december;20;15
2068;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010 4e kwartaal;70;65
2069;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2010;250;230
2070;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 januari;25;25
2071;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 februari;25;20
2072;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 maart;20;15
2073;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 1e kwartaal;70;60
2074;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 april;15;10
2075;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 mei;10;5
2076;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 juni;30;30
2077;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 2e kwartaal;60;50
2078;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 juli;25;20
2079;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 augustus;20;15
2080;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 september;10;10
2081;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 3e kwartaal;60;45
2082;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 oktober;25;20
2083;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 november;25;20
2084;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 december;20;15
2085;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011 4e kwartaal;65;55
2086;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2011;250;210
2087;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 januari;15;15
2088;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 februari;20;15
2089;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 maart;25;20
2090;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 1e kwartaal;55;45
