ID;AantalVoertuigenInHuishouden;Huishoudkenmerken;Perioden;HuishoudensInBezitVanAuto_1;HuishoudensInBezitVanAuto_2;HuishoudensInBezitVanMotor_3;HuishoudensInBezitVanMotor_4
289;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2011;846700;56.4;109700;7.3
290;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2012;846800;56.0;111100;7.4
291;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2013;849500;55.9;110100;7.2
292;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2014;854800;55.9;110500;7.2
293;Eén voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2015;860900;55.8;110800;7.2
294;Eén voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2010;684000;46.0;118600;8.0
295;Eén voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2011;695600;46.2;121600;8.1
296;Eén voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2012;688700;45.4;123300;8.1
297;Eén voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2013;685200;44.9;123300;8.1
298;Eén voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2014;686700;44.7;125000;8.1
299;Eén voertuig;Gestandaardiseerd inkomen: 5e 20%-groep;2015;693300;44.8;125400;8.1
300;Eén voertuig;Gestandaardiseerd inkomen: onbekend;2010;10200;11.3;800;0.9
301;Eén voertuig;Gestandaardiseerd inkomen: onbekend;2011;11000;9.8;900;0.8
302;Eén voertuig;Gestandaardiseerd inkomen: onbekend;2012;9600;8.2;800;0.7
303;Eén voertuig;Gestandaardiseerd inkomen: onbekend;2013;10800;8.9;800;0.7
304;Eén voertuig;Gestandaardiseerd inkomen: onbekend;2014;12200;9.9;1000;0.8
305;Eén voertuig;Gestandaardiseerd inkomen: onbekend;2015;14900;11.2;1400;1.1
306;Eén voertuig;Bron: 1 Inkomen uit arbeid;2010;1986600;50.7;275700;7.0
307;Eén voertuig;Bron: 1 Inkomen uit arbeid;2011;1964100;50.4;273700;7.0
308;Eén voertuig;Bron: 1 Inkomen uit arbeid;2012;1938500;50.0;272700;7.0
309;Eén voertuig;Bron: 1 Inkomen uit arbeid;2013;1904100;49.5;270000;7.0
310;Eén voertuig;Bron: 1 Inkomen uit arbeid;2014;1873900;49.1;265000;6.9
311;Eén voertuig;Bron: 1 Inkomen uit arbeid;2015;1866400;48.9;262400;6.9
312;Eén voertuig;Bron: 2 Inkomen uit eigen onderneming;2010;400700;48.3;69600;8.4
313;Eén voertuig;Bron: 2 Inkomen uit eigen onderneming;2011;408500;47.9;71000;8.3
314;Eén voertuig;Bron: 2 Inkomen uit eigen onderneming;2012;412400;47.6;72400;8.4
315;Eén voertuig;Bron: 2 Inkomen uit eigen onderneming;2013;425200;47.4;73700;8.2
316;Eén voertuig;Bron: 2 Inkomen uit eigen onderneming;2014;437000;47.3;75300;8.1
317;Eén voertuig;Bron: 2 Inkomen uit eigen onderneming;2015;431400;47.3;73700;8.1
318;Eén voertuig;Bron: 3 Overdrachtsinkomen;2010;1220700;48.2;34300;1.4
319;Eén voertuig;Bron: 3 Overdrachtsinkomen;2011;1271500;48.7;38100;1.5
320;Eén voertuig;Bron: 3 Overdrachtsinkomen;2012;1294000;48.5;40100;1.5
321;Eén voertuig;Bron: 3 Overdrachtsinkomen;2013;1319700;48.6;42200;1.6
322;Eén voertuig;Bron: 3 Overdrachtsinkomen;2014;1356700;49.5;44600;1.6
323;Eén voertuig;Bron: 3 Overdrachtsinkomen;2015;1389500;49.4;46600;1.7
324;Eén voertuig;Bron: 31 Uitkering inkomensverzekering;2010;1138300;55.1;31400;1.5
325;Eén voertuig;Bron: 31 Uitkering inkomensverzekering;2011;1181000;55.5;34900;1.6
326;Eén voertuig;Bron: 31 Uitkering inkomensverzekering;2012;1200800;55.6;36500;1.7
327;Eén voertuig;Bron: 31 Uitkering inkomensverzekering;2013;1226300;55.8;38500;1.8
328;Eén voertuig;Bron: 31 Uitkering inkomensverzekering;2014;1259000;56.4;41000;1.8
329;Eén voertuig;Bron: 31 Uitkering inkomensverzekering;2015;1283700;56.5;42700;1.9
330;Eén voertuig;Bron: 32 Uitkering sociale voorziening;2010;75200;16.5;2800;0.6
331;Eén voertuig;Bron: 32 Uitkering sociale voorziening;2011;83300;17.6;3200;0.7
332;Eén voertuig;Bron: 32 Uitkering sociale voorziening;2012;85900;17.3;3400;0.7
333;Eén voertuig;Bron: 32 Uitkering sociale voorziening;2013;86600;17.0;3600;0.7
334;Eén voertuig;Bron: 32 Uitkering sociale voorziening;2014;90600;18.2;3400;0.7
335;Eén voertuig;Bron: 32 Uitkering sociale voorziening;2015;99200;18.7;3800;0.7
336;Eén voertuig;Bron: 33 Overig overdrachtsinkomen;2010;7200;66.7;100;0.8
337;Eén voertuig;Bron: 33 Overig overdrachtsinkomen;2011;7200;66.5;100;0.9
338;Eén voertuig;Bron: 33 Overig overdrachtsinkomen;2012;7400;67.4;100;1.2
339;Eén voertuig;Bron: 33 Overig overdrachtsinkomen;2013;6900;65.7;100;1.2
340;Eén voertuig;Bron: 33 Overig overdrachtsinkomen;2014;7000;63.6;100;1.2
341;Eén voertuig;Bron: 33 Overig overdrachtsinkomen;2015;6600;64.7;100;1.2
342;Eén voertuig;Bron: 4 Zonder bekend inkomen;2010;10200;11.3;800;0.9
343;Eén voertuig;Bron: 4 Zonder bekend inkomen;2011;11000;9.8;900;0.8
344;Eén voertuig;Bron: 4 Zonder bekend inkomen;2012;9600;8.2;800;0.7
345;Eén voertuig;Bron: 4 Zonder bekend inkomen;2013;10800;8.9;800;0.7
346;Eén voertuig;Bron: 4 Zonder bekend inkomen;2014;12200;9.9;1000;0.8
347;Eén voertuig;Bron: 4 Zonder bekend inkomen;2015;14900;11.2;1400;1.1
348;Eén voertuig;Stedelijkheid: zeer sterk stedelijk;2010;670000;40.8;44700;2.7
349;Eén voertuig;Stedelijkheid: zeer sterk stedelijk;2011;694500;40.8;46800;2.7
350;Eén voertuig;Stedelijkheid: zeer sterk stedelijk;2012;697100;40.6;47600;2.8
351;Eén voertuig;Stedelijkheid: zeer sterk stedelijk;2013;698100;40.4;48300;2.8
352;Eén voertuig;Stedelijkheid: zeer sterk stedelijk;2014;727900;40.6;51200;2.9
353;Eén voertuig;Stedelijkheid: zeer sterk stedelijk;2015;773100;40.6;54200;2.8
354;Eén voertuig;Stedelijkheid: sterk stedelijk;2010;1064900;50.1;99300;4.7
355;Eén voertuig;Stedelijkheid: sterk stedelijk;2011;1056400;49.9;99100;4.7
356;Eén voertuig;Stedelijkheid: sterk stedelijk;2012;1061900;49.6;99900;4.7
357;Eén voertuig;Stedelijkheid: sterk stedelijk;2013;1063500;49.3;100200;4.6
358;Eén voertuig;Stedelijkheid: sterk stedelijk;2014;1040000;49.3;97700;4.6
359;Eén voertuig;Stedelijkheid: sterk stedelijk;2015;1190400;49.6;113900;4.7
360;Eén voertuig;Stedelijkheid: matig stedelijk;2010;696300;52.5;75500;5.7
361;Eén voertuig;Stedelijkheid: matig stedelijk;2011;710000;52.3;76700;5.6
362;Eén voertuig;Stedelijkheid: matig stedelijk;2012;750200;51.9;81600;5.6
363;Eén voertuig;Stedelijkheid: matig stedelijk;2013;738700;51.5;80600;5.6
364;Eén voertuig;Stedelijkheid: matig stedelijk;2014;765600;51.7;82700;5.6
365;Eén voertuig;Stedelijkheid: matig stedelijk;2015;648900;51.7;70600;5.6
366;Eén voertuig;Stedelijkheid: Weinig stedelijk;2010;748800;52.4;97500;6.8
367;Eén voertuig;Stedelijkheid: Weinig stedelijk;2011;763100;52.1;99500;6.8
368;Eén voertuig;Stedelijkheid: Weinig stedelijk;2012;762000;51.7;100500;6.8
369;Eén voertuig;Stedelijkheid: Weinig stedelijk;2013;789700;51.4;103300;6.7
370;Eén voertuig;Stedelijkheid: Weinig stedelijk;2014;781400;51.8;101000;6.7
371;Eén voertuig;Stedelijkheid: Weinig stedelijk;2015;773500;51.7;99100;6.6
372;Eén voertuig;Stedelijkheid: niet stedelijk;2010;409500;52.4;60000;7.7
373;Eén voertuig;Stedelijkheid: niet stedelijk;2011;382400;51.9;56300;7.6
374;Eén voertuig;Stedelijkheid: niet stedelijk;2012;382900;51.5;56300;7.6
375;Eén voertuig;Stedelijkheid: niet stedelijk;2013;369600;51.1;54200;7.5
376;Eén voertuig;Stedelijkheid: niet stedelijk;2014;364500;51.3;53200;7.5
377;Eén voertuig;Stedelijkheid: niet stedelijk;2015;315900;51.0;46200;7.5
378;Eén voertuig;Stedelijkheid: onbekend;2010;28600;44.6;3600;5.7
379;Eén voertuig;Stedelijkheid: onbekend;2011;48600;52.4;5400;5.9
380;Eén voertuig;Stedelijkheid: onbekend;2012;400;21.7;100;2.6
381;Eén voertuig;Stedelijkheid: onbekend;2013;400;28.0;100;4.0
382;Eén voertuig;Stedelijkheid: onbekend;2014;300;18.5;0;1.4
383;Eén voertuig;Stedelijkheid: onbekend;2015;300;17.7;0;1.6
384;Twee voertuigen;Particuliere huishoudens;2010;1359300;18.4;67700;0.9
385;Twee voertuigen;Particuliere huishoudens;2011;1376000;18.4;69200;0.9
386;Twee voertuigen;Particuliere huishoudens;2012;1410000;18.7;70700;0.9
387;Twee voertuigen;Particuliere huishoudens;2013;1433000;18.9;71600;0.9
388;Twee voertuigen;Particuliere huishoudens;2014;1432700;18.8;71700;0.9
389;Twee voertuigen;Particuliere huishoudens;2015;1443200;18.8;71200;0.9
390;Twee voertuigen;Type: Eenpersoonshuishouden;2010;62000;2.3;8800;0.3
391;Twee voertuigen;Type: Eenpersoonshuishouden;2011;66000;2.4;9200;0.3
392;Twee voertuigen;Type: Eenpersoonshuishouden;2012;66000;2.4;9500;0.3
393;Twee voertuigen;Type: Eenpersoonshuishouden;2013;68200;2.4;9800;0.3
394;Twee voertuigen;Type: Eenpersoonshuishouden;2014;68000;2.4;9900;0.4
395;Twee voertuigen;Type: Eenpersoonshuishouden;2015;71600;2.5;10200;0.4
396;Twee voertuigen;Type: Meerpersoonshuishouden;2010;1297200;27.7;58900;1.3
397;Twee voertuigen;Type: Meerpersoonshuishouden;2011;1310000;27.8;60000;1.3
398;Twee voertuigen;Type: Meerpersoonshuishouden;2012;1344000;28.3;61200;1.3
399;Twee voertuigen;Type: Meerpersoonshuishouden;2013;1364800;28.6;61900;1.3
400;Twee voertuigen;Type: Meerpersoonshuishouden;2014;1364700;28.5;61700;1.3
401;Twee voertuigen;Type: Meerpersoonshuishouden;2015;1371600;28.6;61100;1.3
402;Twee voertuigen;Type: Eenoudergezin;2010;47700;10.3;2100;0.5
403;Twee voertuigen;Type: Eenoudergezin;2011;52000;10.5;2400;0.5
404;Twee voertuigen;Type: Eenoudergezin;2012;53800;10.7;2500;0.5
405;Twee voertuigen;Type: Eenoudergezin;2013;54700;10.6;2600;0.5
406;Twee voertuigen;Type: Eenoudergezin;2014;54500;10.3;2700;0.5
407;Twee voertuigen;Type: Eenoudergezin;2015;55900;10.4;2700;0.5
408;Twee voertuigen;Type: Paar, totaal;2010;1233000;29.7;56100;1.4
409;Twee voertuigen;Type: Paar, totaal;2011;1247400;30.0;57100;1.4
410;Twee voertuigen;Type: Paar, totaal;2012;1279400;30.5;58200;1.4
411;Twee voertuigen;Type: Paar, totaal;2013;1299400;31.0;58800;1.4
412;Twee voertuigen;Type: Paar, totaal;2014;1299800;30.9;58600;1.4
413;Twee voertuigen;Type: Paar, totaal;2015;1304700;31.0;57800;1.4
414;Twee voertuigen;Type: Paar, met kind(eren);2010;746600;37.4;31700;1.6
415;Twee voertuigen;Type: Paar, met kind(eren);2011;772600;37.8;33000;1.6
416;Twee voertuigen;Type: Paar, met kind(eren);2012;786900;38.5;33500;1.6
417;Twee voertuigen;Type: Paar, met kind(eren);2013;796900;39.1;33500;1.6
418;Twee voertuigen;Type: Paar, met kind(eren);2014;793100;39.1;32900;1.6
419;Twee voertuigen;Type: Paar, met kind(eren);2015;792200;39.1;32200;1.6
420;Twee voertuigen;Type: Paar, zonder kind;2010;486400;22.6;24400;1.1
421;Twee voertuigen;Type: Paar, zonder kind;2011;474800;22.4;24000;1.1
422;Twee voertuigen;Type: Paar, zonder kind;2012;492500;23.0;24700;1.2
423;Twee voertuigen;Type: Paar, zonder kind;2013;502500;23.3;25200;1.2
424;Twee voertuigen;Type: Paar, zonder kind;2014;506700;23.3;25700;1.2
425;Twee voertuigen;Type: Paar, zonder kind;2015;512500;23.5;25600;1.2
426;Twee voertuigen;Type: Meerpersoonshuishouden, overig;2010;16600;20.5;700;0.9
427;Twee voertuigen;Type: Meerpersoonshuishouden, overig;2011;10600;19.2;500;0.9
428;Twee voertuigen;Type: Meerpersoonshuishouden, overig;2012;10800;19.5;500;0.9
429;Twee voertuigen;Type: Meerpersoonshuishouden, overig;2013;10700;19.6;500;0.9
430;Twee voertuigen;Type: Meerpersoonshuishouden, overig;2014;10300;19.2;500;0.9
431;Twee voertuigen;Type: Meerpersoonshuishouden, overig;2015;11100;20.2;500;1.0
432;Twee voertuigen;Huishoudensgrootte: 1 persoon;2010;62000;2.3;8800;0.3
433;Twee voertuigen;Huishoudensgrootte: 1 persoon;2011;66000;2.4;9200;0.3
434;Twee voertuigen;Huishoudensgrootte: 1 persoon;2012;66000;2.4;9500;0.3
435;Twee voertuigen;Huishoudensgrootte: 1 persoon;2013;68200;2.4;9800;0.3
436;Twee voertuigen;Huishoudensgrootte: 1 persoon;2014;68100;2.4;9900;0.4
437;Twee voertuigen;Huishoudensgrootte: 1 persoon;2015;71600;2.5;10200;0.4
438;Twee voertuigen;Huishoudensgrootte: 2 personen;2010;494400;20.8;24500;1.0
439;Twee voertuigen;Huishoudensgrootte: 2 personen;2011;504700;20.9;25400;1.1
440;Twee voertuigen;Huishoudensgrootte: 2 personen;2012;523600;21.3;26200;1.1
441;Twee voertuigen;Huishoudensgrootte: 2 personen;2013;534200;21.6;26800;1.1
442;Twee voertuigen;Huishoudensgrootte: 2 personen;2014;538700;21.6;27300;1.1
443;Twee voertuigen;Huishoudensgrootte: 2 personen;2015;545000;21.7;27300;1.1
444;Twee voertuigen;Huishoudensgrootte: 3 personen;2010;295800;32.6;13500;1.5
445;Twee voertuigen;Huishoudensgrootte: 3 personen;2011;295800;32.8;13500;1.5
446;Twee voertuigen;Huishoudensgrootte: 3 personen;2012;301800;33.2;13900;1.5
447;Twee voertuigen;Huishoudensgrootte: 3 personen;2013;305400;33.4;14200;1.5
448;Twee voertuigen;Huishoudensgrootte: 3 personen;2014;305200;33.2;14300;1.6
449;Twee voertuigen;Huishoudensgrootte: 3 personen;2015;306600;33.2;14300;1.5
450;Twee voertuigen;Huishoudensgrootte: 4 personen;2010;359100;37.0;15100;1.6
451;Twee voertuigen;Huishoudensgrootte: 4 personen;2011;364800;37.6;15400;1.6
452;Twee voertuigen;Huishoudensgrootte: 4 personen;2012;372200;38.3;15500;1.6
453;Twee voertuigen;Huishoudensgrootte: 4 personen;2013;378200;39.1;15400;1.6
454;Twee voertuigen;Huishoudensgrootte: 4 personen;2014;376700;39.1;15000;1.6
455;Twee voertuigen;Huishoudensgrootte: 4 personen;2015;377000;39.2;14500;1.5
456;Twee voertuigen;Huishoudensgrootte: 5 of meer personen;2010;148000;34.3;5800;1.3
457;Twee voertuigen;Huishoudensgrootte: 5 of meer personen;2011;144700;34.7;5600;1.4
458;Twee voertuigen;Huishoudensgrootte: 5 of meer personen;2012;146400;35.3;5600;1.3
459;Twee voertuigen;Huishoudensgrootte: 5 of meer personen;2013;147000;35.8;5500;1.3
460;Twee voertuigen;Huishoudensgrootte: 5 of meer personen;2014;144200;35.8;5200;1.3
461;Twee voertuigen;Huishoudensgrootte: 5 of meer personen;2015;142900;35.6;5100;1.3
462;Twee voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2010;70400;5.1;4300;0.3
463;Twee voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2011;75200;5.4;4500;0.3
464;Twee voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2012;73100;5.2;4300;0.3
465;Twee voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2013;75500;5.3;4700;0.3
466;Twee voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2014;72600;5.2;4500;0.3
467;Twee voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2015;74300;5.2;4600;0.3
468;Twee voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2010;118000;8.1;6400;0.4
469;Twee voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2011;119500;8.1;6300;0.4
470;Twee voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2012;122200;8.3;6400;0.4
471;Twee voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2013;124800;8.4;6700;0.5
472;Twee voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2014;121000;8.1;6400;0.4
473;Twee voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2015;120400;8.0;6300;0.4
474;Twee voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2010;239600;16.2;12400;0.8
475;Twee voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2011;242900;16.3;12500;0.8
476;Twee voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2012;250100;16.6;12700;0.8
477;Twee voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2013;253500;16.8;12900;0.9
478;Twee voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2014;250200;16.5;12700;0.8
479;Twee voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2015;250800;16.4;12300;0.8
480;Twee voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2010;392600;26.5;19300;1.3
481;Twee voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2011;396000;26.4;19600;1.3
482;Twee voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2012;406900;26.9;20200;1.3
483;Twee voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2013;409800;27.0;20000;1.3
484;Twee voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2014;412200;27.0;20400;1.3
485;Twee voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2015;416300;27.0;20200;1.3
486;Twee voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2010;537200;36.1;25200;1.7
487;Twee voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2011;540800;35.9;26100;1.7
488;Twee voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2012;556300;36.7;27000;1.8
489;Twee voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2013;567900;37.2;27300;1.8
490;Twee voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2014;575000;37.5;27600;1.8
491;Twee voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2015;579100;37.4;27700;1.8
492;Twee voertuigen;Gestandaardiseerd inkomen: onbekend;2010;1600;1.7;100;0.1
493;Twee voertuigen;Gestandaardiseerd inkomen: onbekend;2011;1600;1.4;100;0.1
494;Twee voertuigen;Gestandaardiseerd inkomen: onbekend;2012;1400;1.2;100;0.1
495;Twee voertuigen;Gestandaardiseerd inkomen: onbekend;2013;1500;1.3;100;0.1
496;Twee voertuigen;Gestandaardiseerd inkomen: onbekend;2014;1600;1.3;200;0.1
497;Twee voertuigen;Gestandaardiseerd inkomen: onbekend;2015;2300;1.7;200;0.2
498;Twee voertuigen;Bron: 1 Inkomen uit arbeid;2010;982700;25.1;47600;1.2
499;Twee voertuigen;Bron: 1 Inkomen uit arbeid;2011;981000;25.2;47800;1.2
500;Twee voertuigen;Bron: 1 Inkomen uit arbeid;2012;998500;25.8;48700;1.3
501;Twee voertuigen;Bron: 1 Inkomen uit arbeid;2013;1006100;26.2;48500;1.3
502;Twee voertuigen;Bron: 1 Inkomen uit arbeid;2014;989900;26.0;48100;1.3
503;Twee voertuigen;Bron: 1 Inkomen uit arbeid;2015;994300;26.0;47500;1.2
504;Twee voertuigen;Bron: 2 Inkomen uit eigen onderneming;2010;225900;27.2;14900;1.8
505;Twee voertuigen;Bron: 2 Inkomen uit eigen onderneming;2011;231100;27.1;15500;1.8
506;Twee voertuigen;Bron: 2 Inkomen uit eigen onderneming;2012;238500;27.5;15800;1.8
507;Twee voertuigen;Bron: 2 Inkomen uit eigen onderneming;2013;247400;27.6;16500;1.8
508;Twee voertuigen;Bron: 2 Inkomen uit eigen onderneming;2014;254400;27.5;16500;1.8
509;Twee voertuigen;Bron: 2 Inkomen uit eigen onderneming;2015;252700;27.7;16300;1.8
510;Twee voertuigen;Bron: 3 Overdrachtsinkomen;2010;149100;5.9;5100;0.2
511;Twee voertuigen;Bron: 3 Overdrachtsinkomen;2011;162300;6.2;5700;0.2
512;Twee voertuigen;Bron: 3 Overdrachtsinkomen;2012;171600;6.4;6100;0.2
513;Twee voertuigen;Bron: 3 Overdrachtsinkomen;2013;177900;6.5;6500;0.2
514;Twee voertuigen;Bron: 3 Overdrachtsinkomen;2014;186800;6.8;6900;0.3
515;Twee voertuigen;Bron: 3 Overdrachtsinkomen;2015;194000;6.9;7200;0.3
516;Twee voertuigen;Bron: 31 Uitkering inkomensverzekering;2010;143100;6.9;4700;0.2
517;Twee voertuigen;Bron: 31 Uitkering inkomensverzekering;2011;155400;7.3;5300;0.3
518;Twee voertuigen;Bron: 31 Uitkering inkomensverzekering;2012;164700;7.6;5700;0.3
519;Twee voertuigen;Bron: 31 Uitkering inkomensverzekering;2013;171400;7.8;6100;0.3
520;Twee voertuigen;Bron: 31 Uitkering inkomensverzekering;2014;180400;8.1;6500;0.3
521;Twee voertuigen;Bron: 31 Uitkering inkomensverzekering;2015;186700;8.2;6800;0.3
522;Twee voertuigen;Bron: 32 Uitkering sociale voorziening;2010;5600;1.2;300;0.1
523;Twee voertuigen;Bron: 32 Uitkering sociale voorziening;2011;6400;1.4;400;0.1
524;Twee voertuigen;Bron: 32 Uitkering sociale voorziening;2012;6400;1.3;400;0.1
525;Twee voertuigen;Bron: 32 Uitkering sociale voorziening;2013;6000;1.2;400;0.1
526;Twee voertuigen;Bron: 32 Uitkering sociale voorziening;2014;5900;1.2;400;0.1
527;Twee voertuigen;Bron: 32 Uitkering sociale voorziening;2015;6800;1.3;400;0.1
528;Twee voertuigen;Bron: 33 Overig overdrachtsinkomen;2010;500;4.3;0;0.1
529;Twee voertuigen;Bron: 33 Overig overdrachtsinkomen;2011;500;4.4;0;0.1
530;Twee voertuigen;Bron: 33 Overig overdrachtsinkomen;2012;500;4.4;0;0.1
531;Twee voertuigen;Bron: 33 Overig overdrachtsinkomen;2013;500;4.6;0;0.1
532;Twee voertuigen;Bron: 33 Overig overdrachtsinkomen;2014;500;4.2;0;0.2
533;Twee voertuigen;Bron: 33 Overig overdrachtsinkomen;2015;500;4.6;0;0.1
534;Twee voertuigen;Bron: 4 Zonder bekend inkomen;2010;1600;1.7;100;0.1
535;Twee voertuigen;Bron: 4 Zonder bekend inkomen;2011;1600;1.4;100;0.1
536;Twee voertuigen;Bron: 4 Zonder bekend inkomen;2012;1400;1.2;100;0.1
537;Twee voertuigen;Bron: 4 Zonder bekend inkomen;2013;1500;1.3;100;0.1
538;Twee voertuigen;Bron: 4 Zonder bekend inkomen;2014;1600;1.3;200;0.1
539;Twee voertuigen;Bron: 4 Zonder bekend inkomen;2015;2300;1.7;200;0.2
540;Twee voertuigen;Stedelijkheid: zeer sterk stedelijk;2010;161300;9.8;6800;0.4
541;Twee voertuigen;Stedelijkheid: zeer sterk stedelijk;2011;164900;9.7;7400;0.4
542;Twee voertuigen;Stedelijkheid: zeer sterk stedelijk;2012;169500;9.9;7500;0.4
543;Twee voertuigen;Stedelijkheid: zeer sterk stedelijk;2013;171400;9.9;7500;0.4
544;Twee voertuigen;Stedelijkheid: zeer sterk stedelijk;2014;181200;10.1;8200;0.5
545;Twee voertuigen;Stedelijkheid: zeer sterk stedelijk;2015;193300;10.2;8700;0.5
546;Twee voertuigen;Stedelijkheid: sterk stedelijk;2010;363400;17.1;16600;0.8
547;Twee voertuigen;Stedelijkheid: sterk stedelijk;2011;361800;17.1;16600;0.8
548;Twee voertuigen;Stedelijkheid: sterk stedelijk;2012;374100;17.5;17100;0.8
549;Twee voertuigen;Stedelijkheid: sterk stedelijk;2013;380300;17.6;17300;0.8
550;Twee voertuigen;Stedelijkheid: sterk stedelijk;2014;367900;17.5;16900;0.8
551;Twee voertuigen;Stedelijkheid: sterk stedelijk;2015;436000;18.2;19900;0.8
552;Twee voertuigen;Stedelijkheid: matig stedelijk;2010;282400;21.3;13300;1.0
553;Twee voertuigen;Stedelijkheid: matig stedelijk;2011;291300;21.5;13800;1.0
554;Twee voertuigen;Stedelijkheid: matig stedelijk;2012;316400;21.9;14900;1.0
555;Twee voertuigen;Stedelijkheid: matig stedelijk;2013;317500;22.1;14900;1.0
556;Twee voertuigen;Stedelijkheid: matig stedelijk;2014;328500;22.2;15300;1.0
557;Twee voertuigen;Stedelijkheid: matig stedelijk;2015;285800;22.8;12900;1.0
558;Twee voertuigen;Stedelijkheid: Weinig stedelijk;2010;347400;24.3;18100;1.3
559;Twee voertuigen;Stedelijkheid: Weinig stedelijk;2011;355200;24.2;19000;1.3
560;Twee voertuigen;Stedelijkheid: Weinig stedelijk;2012;362500;24.6;19500;1.3
561;Twee voertuigen;Stedelijkheid: Weinig stedelijk;2013;379700;24.7;20400;1.3
562;Twee voertuigen;Stedelijkheid: Weinig stedelijk;2014;373300;24.7;20000;1.3
563;Twee voertuigen;Stedelijkheid: Weinig stedelijk;2015;368000;24.6;19800;1.3
564;Twee voertuigen;Stedelijkheid: niet stedelijk;2010;192300;24.6;12100;1.5
565;Twee voertuigen;Stedelijkheid: niet stedelijk;2011;182600;24.8;11500;1.6
566;Twee voertuigen;Stedelijkheid: niet stedelijk;2012;187600;25.2;11800;1.6
567;Twee voertuigen;Stedelijkheid: niet stedelijk;2013;184000;25.5;11500;1.6
568;Twee voertuigen;Stedelijkheid: niet stedelijk;2014;181800;25.6;11300;1.6
569;Twee voertuigen;Stedelijkheid: niet stedelijk;2015;159900;25.8;9800;1.6
570;Twee voertuigen;Stedelijkheid: onbekend;2010;12500;19.6;700;1.1
571;Twee voertuigen;Stedelijkheid: onbekend;2011;20200;21.8;1000;1.1
572;Twee voertuigen;Stedelijkheid: onbekend;2012;100;4.9;0;0.8
573;Twee voertuigen;Stedelijkheid: onbekend;2013;100;6.6;0;0.4
574;Twee voertuigen;Stedelijkheid: onbekend;2014;100;4.0;0;0.3
575;Twee voertuigen;Stedelijkheid: onbekend;2015;100;4.3;0;0.4
576;Drie of meer voertuigen;Particuliere huishoudens;2010;296900;4.0;22900;0.3
577;Drie of meer voertuigen;Particuliere huishoudens;2011;304000;4.1;24200;0.3
578;Drie of meer voertuigen;Particuliere huishoudens;2012;316700;4.2;25300;0.3
579;Drie of meer voertuigen;Particuliere huishoudens;2013;322400;4.3;26000;0.3
580;Drie of meer voertuigen;Particuliere huishoudens;2014;320200;4.2;26400;0.3
581;Drie of meer voertuigen;Particuliere huishoudens;2015;326100;4.2;26600;0.3
582;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2010;10800;0.4;3300;0.1
583;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2011;11700;0.4;3500;0.1
584;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2012;12300;0.4;3700;0.1
585;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2013;12600;0.4;3800;0.1
586;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2014;12800;0.5;4000;0.1
587;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2015;13000;0.5;4100;0.1
