ID;Deelstroomgebieden;Taakvelden;Perioden;BrutoMilieukosten_1;OpbrengstenEnBesparingen_2;NettoMilieukosten_3;BetaaldeOverdrachten_4;OntvangenOverdrachten_5;NettoMilieulasten_6;TotaalInvesteringen_7;Nieuwbouw_8;UitbreidingAanpassingEnVervanging_9;ImmaterieleVasteActiva_10
327;Rijn Midden;Zuiveringsbeheer, transport;2005;10;0;10;0;0;10;;;;
328;Rijn Midden;Zuiveringsbeheer, transport;2007;10;0;10;0;0;10;;;;
329;Rijn Midden;Zuiveringsbeheer, zuivering;1999;40;1;39;0;1;38;;;;
330;Rijn Midden;Zuiveringsbeheer, zuivering;2000;43;1;42;0;2;40;;;;
331;Rijn Midden;Zuiveringsbeheer, zuivering;2001;48;1;48;0;2;45;;;;
332;Rijn Midden;Zuiveringsbeheer, zuivering;2002;41;1;40;0;0;40;;;;
333;Rijn Midden;Zuiveringsbeheer, zuivering;2003;48;1;47;0;3;44;;;;
334;Rijn Midden;Zuiveringsbeheer, zuivering;2005;53;10;43;2;7;38;;;;
335;Rijn Midden;Zuiveringsbeheer, zuivering;2007;60;0;60;0;0;60;;;;
336;Rijn Midden;Zuiveringsbeheer, slibverwerking;1999;15;0;15;8;0;23;;;;
337;Rijn Midden;Zuiveringsbeheer, slibverwerking;2000;11;0;11;10;0;20;;;;
338;Rijn Midden;Zuiveringsbeheer, slibverwerking;2001;10;0;10;11;0;20;;;;
339;Rijn Midden;Zuiveringsbeheer, slibverwerking;2002;12;0;11;12;0;23;;;;
340;Rijn Midden;Zuiveringsbeheer, slibverwerking;2003;12;0;11;13;0;24;;;;
341;Rijn Midden;Zuiveringsbeheer, slibverwerking;2005;15;0;15;8;0;24;;;;
342;Rijn Midden;Zuiveringsbeheer, slibverwerking;2007;19;0;19;0;0;19;;;;
343;Rijn Midden;Heffen en  invorderen;1999;6;0;6;0;82;-77;;;;
344;Rijn Midden;Heffen en  invorderen;2000;5;0;5;0;86;-81;;;;
345;Rijn Midden;Heffen en  invorderen;2001;5;0;5;0;89;-84;;;;
346;Rijn Midden;Heffen en  invorderen;2002;5;0;5;0;96;-91;;;;
347;Rijn Midden;Heffen en  invorderen;2003;7;0;7;0;101;-95;;;;
348;Rijn Midden;Heffen en  invorderen;2005;6;0;6;0;110;-104;;;;
349;Rijn Midden;Heffen en  invorderen;2007;8;0;8;0;114;-106;;;;
350;Rijn West;Totaal;1999;397;19;377;49;448;-22;218.0;85.0;133.0;1.0
351;Rijn West;Totaal;2000;421;24;397;45;465;-23;119.0;33.0;87.0;0.0
352;Rijn West;Totaal;2001;417;26;391;46;479;-41;104.0;24.0;80.0;1.0
353;Rijn West;Totaal;2002;400;35;365;42;480;-73;119.0;38.0;81.0;0.0
354;Rijn West;Totaal;2003;426;23;403;42;502;-56;159.0;46.0;113.0;0.0
355;Rijn West;Totaal;2005;490;28;462;43;541;-36;319.0;136.0;181.0;2.0
356;Rijn West;Totaal;2007;518;65;453;35;566;-79;243.0;116.0;126.0;1.0
357;Rijn West;Apparaatskosten;1999;20;0;20;0;0;21;;;;
358;Rijn West;Apparaatskosten;2000;16;1;15;0;2;13;;;;
359;Rijn West;Apparaatskosten;2001;16;1;15;0;2;13;;;;
360;Rijn West;Apparaatskosten;2002;12;7;5;0;2;3;;;;
361;Rijn West;Apparaatskosten;2003;15;2;13;1;2;12;;;;
362;Rijn West;Apparaatskosten;2005;37;0;37;0;4;33;;;;
363;Rijn West;Apparaatskosten;2007;14;0;14;0;26;-12;;;;
364;Rijn West;Ontwikkelen van plannen;1999;3;0;3;0;0;3;;;;
365;Rijn West;Ontwikkelen van plannen;2000;4;0;4;0;0;4;;;;
366;Rijn West;Ontwikkelen van plannen;2001;4;0;4;0;0;4;;;;
367;Rijn West;Ontwikkelen van plannen;2002;6;0;6;0;0;5;;;;
368;Rijn West;Ontwikkelen van plannen;2003;9;1;8;0;1;8;;;;
369;Rijn West;Ontwikkelen van plannen;2005;14;0;14;0;0;14;;;;
370;Rijn West;Ontwikkelen van plannen;2007;21;0;21;1;0;22;;;;
371;Rijn West;Beheren van het oppervlakte water;1999;21;1;19;1;3;18;;;;
372;Rijn West;Beheren van het oppervlakte water;2000;25;1;25;1;1;24;;;;
373;Rijn West;Beheren van het oppervlakte water;2001;28;1;28;1;1;27;;;;
374;Rijn West;Beheren van het oppervlakte water;2002;22;1;21;1;3;20;;;;
375;Rijn West;Beheren van het oppervlakte water;2003;24;1;23;2;2;22;;;;
376;Rijn West;Beheren van het oppervlakte water;2005;30;0;30;0;0;30;;;;
377;Rijn West;Beheren van het oppervlakte water;2007;45;0;45;0;0;45;;;;
378;Rijn West;Beheren van lozingen;1999;16;0;16;1;0;16;;;;
379;Rijn West;Beheren van lozingen;2000;18;0;18;0;0;18;;;;
380;Rijn West;Beheren van lozingen;2001;19;0;19;0;0;19;;;;
381;Rijn West;Beheren van lozingen;2002;20;0;19;0;1;19;;;;
382;Rijn West;Beheren van lozingen;2003;23;0;23;1;1;22;;;;
383;Rijn West;Beheren van lozingen;2005;33;0;33;0;0;33;;;;
384;Rijn West;Beheren van lozingen;2007;27;0;27;0;0;27;;;;
385;Rijn West;Zuiveringsbeheer, totaal;1999;322;17;305;45;31;320;;;;
386;Rijn West;Zuiveringsbeheer, totaal;2000;344;22;322;43;27;339;;;;
387;Rijn West;Zuiveringsbeheer, totaal;2001;337;23;314;44;32;326;;;;
388;Rijn West;Zuiveringsbeheer, totaal;2002;325;26;299;41;22;317;;;;
389;Rijn West;Zuiveringsbeheer, totaal;2003;341;18;322;39;25;336;;;;
390;Rijn West;Zuiveringsbeheer, totaal;2005;357;28;329;43;27;346;;;;
391;Rijn West;Zuiveringsbeheer, totaal;2007;385;67;318;34;12;340;;;;
392;Rijn West;Zuiveringsbeheer, transport;1999;45;3;42;1;6;37;;;;
393;Rijn West;Zuiveringsbeheer, transport;2000;55;5;50;0;8;42;;;;
394;Rijn West;Zuiveringsbeheer, transport;2001;46;5;40;0;8;33;;;;
395;Rijn West;Zuiveringsbeheer, transport;2002;46;6;41;0;6;35;;;;
396;Rijn West;Zuiveringsbeheer, transport;2003;49;3;46;1;6;41;;;;
397;Rijn West;Zuiveringsbeheer, transport;2005;46;1;45;0;2;43;;;;
398;Rijn West;Zuiveringsbeheer, transport;2007;50;0;50;0;1;49;;;;
399;Rijn West;Zuiveringsbeheer, zuivering;1999;224;13;212;4;20;195;;;;
400;Rijn West;Zuiveringsbeheer, zuivering;2000;227;14;213;2;14;201;;;;
401;Rijn West;Zuiveringsbeheer, zuivering;2001;229;15;214;2;20;196;;;;
402;Rijn West;Zuiveringsbeheer, zuivering;2002;216;16;200;2;12;190;;;;
403;Rijn West;Zuiveringsbeheer, zuivering;2003;229;14;215;3;17;201;;;;
404;Rijn West;Zuiveringsbeheer, zuivering;2005;251;27;224;16;24;216;;;;
405;Rijn West;Zuiveringsbeheer, zuivering;2007;238;67;171;34;11;194;;;;
406;Rijn West;Zuiveringsbeheer, slibverwerking;1999;53;2;51;41;5;88;;;;
407;Rijn West;Zuiveringsbeheer, slibverwerking;2000;62;3;60;41;5;96;;;;
408;Rijn West;Zuiveringsbeheer, slibverwerking;2001;62;3;60;41;4;96;;;;
409;Rijn West;Zuiveringsbeheer, slibverwerking;2002;63;5;58;38;5;91;;;;
410;Rijn West;Zuiveringsbeheer, slibverwerking;2003;63;1;62;35;3;94;;;;
411;Rijn West;Zuiveringsbeheer, slibverwerking;2005;60;0;60;27;1;86;;;;
412;Rijn West;Zuiveringsbeheer, slibverwerking;2007;97;0;97;0;0;97;;;;
413;Rijn West;Heffen en  invorderen;1999;14;1;13;1;414;-401;;;;
414;Rijn West;Heffen en  invorderen;2000;15;1;14;0;434;-419;;;;
415;Rijn West;Heffen en  invorderen;2001;13;1;12;1;443;-430;;;;
416;Rijn West;Heffen en  invorderen;2002;16;1;15;0;452;-437;;;;
417;Rijn West;Heffen en  invorderen;2003;15;1;14;0;471;-457;;;;
418;Rijn West;Heffen en  invorderen;2005;49;3;46;4;54;-4;;;;
419;Rijn West;Heffen en  invorderen;2007;27;0;27;0;529;-502;;;;
420;Maas;Totaal;1999;212;11;201;19;232;-12;84.0;7.0;76.0;1.0
421;Maas;Totaal;2000;211;9;202;22;229;-6;74.0;10.0;60.0;4.0
422;Maas;Totaal;2001;214;8;206;24;232;-2;90.0;6.0;81.0;3.0
423;Maas;Totaal;2002;228;13;215;23;240;-1;77.0;22.0;51.0;3.0
424;Maas;Totaal;2003;209;6;202;25;240;-13;59.0;2.0;56.0;1.0
425;Maas;Totaal;2005;217;2;215;50;256;9;115.0;29.0;85.0;1.0
426;Maas;Totaal;2007;281;7;274;3;260;18;62.0;0.0;60.0;2.0
427;Maas;Apparaatskosten;1999;24;4;20;0;2;18;;;;
428;Maas;Apparaatskosten;2000;18;4;14;0;5;10;;;;
429;Maas;Apparaatskosten;2001;21;4;18;0;5;13;;;;
430;Maas;Apparaatskosten;2002;20;9;11;0;5;6;;;;
431;Maas;Apparaatskosten;2003;23;2;20;0;4;17;;;;
432;Maas;Apparaatskosten;2005;11;0;11;1;2;11;;;;
433;Maas;Apparaatskosten;2007;6;0;6;0;0;6;;;;
434;Maas;Ontwikkelen van plannen;1999;1;0;1;0;0;1;;;;
435;Maas;Ontwikkelen van plannen;2000;1;0;1;0;0;1;;;;
436;Maas;Ontwikkelen van plannen;2001;2;0;2;0;0;2;;;;
437;Maas;Ontwikkelen van plannen;2002;2;0;2;0;0;2;;;;
438;Maas;Ontwikkelen van plannen;2003;3;0;3;0;0;3;;;;
439;Maas;Ontwikkelen van plannen;2005;4;0;4;0;0;4;;;;
440;Maas;Ontwikkelen van plannen;2007;5;0;5;0;0;5;;;;
441;Maas;Beheren van het oppervlakte water;1999;6;1;6;0;1;5;;;;
442;Maas;Beheren van het oppervlakte water;2000;5;1;5;0;1;4;;;;
443;Maas;Beheren van het oppervlakte water;2001;8;0;8;0;1;8;;;;
444;Maas;Beheren van het oppervlakte water;2002;8;0;8;0;0;7;;;;
445;Maas;Beheren van het oppervlakte water;2003;7;0;7;0;0;7;;;;
446;Maas;Beheren van het oppervlakte water;2005;6;0;6;1;0;8;;;;
447;Maas;Beheren van het oppervlakte water;2007;8;0;8;0;0;8;;;;
448;Maas;Beheren van lozingen;1999;8;1;7;0;1;6;;;;
449;Maas;Beheren van lozingen;2000;8;0;8;0;0;8;;;;
450;Maas;Beheren van lozingen;2001;10;0;9;0;0;9;;;;
451;Maas;Beheren van lozingen;2002;11;0;11;0;0;11;;;;
452;Maas;Beheren van lozingen;2003;11;0;11;0;0;11;;;;
453;Maas;Beheren van lozingen;2005;15;0;15;0;0;15;;;;
454;Maas;Beheren van lozingen;2007;17;0;17;0;0;17;;;;
455;Maas;Zuiveringsbeheer, totaal;1999;164;5;159;19;10;168;;;;
456;Maas;Zuiveringsbeheer, totaal;2000;168;4;164;22;2;184;;;;
457;Maas;Zuiveringsbeheer, totaal;2001;164;3;161;24;2;182;;;;
458;Maas;Zuiveringsbeheer, totaal;2002;179;3;175;23;3;196;;;;
459;Maas;Zuiveringsbeheer, totaal;2003;156;3;152;24;3;174;;;;
460;Maas;Zuiveringsbeheer, totaal;2005;172;2;170;46;4;212;;;;
461;Maas;Zuiveringsbeheer, totaal;2007;230;7;224;3;0;226;;;;
462;Maas;Zuiveringsbeheer, transport;1999;43;1;42;0;1;41;;;;
463;Maas;Zuiveringsbeheer, transport;2000;42;0;41;0;1;41;;;;
464;Maas;Zuiveringsbeheer, transport;2001;40;1;39;0;1;38;;;;
465;Maas;Zuiveringsbeheer, transport;2002;42;0;42;0;0;41;;;;
466;Maas;Zuiveringsbeheer, transport;2003;40;1;40;1;1;40;;;;
467;Maas;Zuiveringsbeheer, transport;2005;36;0;35;2;0;36;;;;
468;Maas;Zuiveringsbeheer, transport;2007;37;0;37;0;0;37;;;;
469;Maas;Zuiveringsbeheer, zuivering;1999;87;4;84;0;4;80;;;;
470;Maas;Zuiveringsbeheer, zuivering;2000;89;2;87;0;1;86;;;;
471;Maas;Zuiveringsbeheer, zuivering;2001;88;1;87;1;1;87;;;;
472;Maas;Zuiveringsbeheer, zuivering;2002;97;2;95;2;2;95;;;;
473;Maas;Zuiveringsbeheer, zuivering;2003;83;2;81;4;2;82;;;;
474;Maas;Zuiveringsbeheer, zuivering;2005;95;1;94;11;4;101;;;;
475;Maas;Zuiveringsbeheer, zuivering;2007;128;7;121;1;0;122;;;;
476;Maas;Zuiveringsbeheer, slibverwerking;1999;34;1;34;19;6;47;;;;
477;Maas;Zuiveringsbeheer, slibverwerking;2000;37;1;36;22;1;57;;;;
478;Maas;Zuiveringsbeheer, slibverwerking;2001;36;1;35;23;1;57;;;;
479;Maas;Zuiveringsbeheer, slibverwerking;2002;40;1;39;21;1;59;;;;
480;Maas;Zuiveringsbeheer, slibverwerking;2003;32;1;32;20;0;52;;;;
481;Maas;Zuiveringsbeheer, slibverwerking;2005;41;0;41;33;0;74;;;;
482;Maas;Zuiveringsbeheer, slibverwerking;2007;65;0;65;2;0;67;;;;
483;Maas;Heffen en  invorderen;1999;9;1;9;0;218;-209;;;;
484;Maas;Heffen en  invorderen;2000;10;1;9;0;221;-212;;;;
485;Maas;Heffen en  invorderen;2001;10;1;9;0;224;-215;;;;
486;Maas;Heffen en  invorderen;2002;9;1;8;0;231;-223;;;;
487;Maas;Heffen en  invorderen;2003;9;1;8;0;233;-224;;;;
488;Maas;Heffen en  invorderen;2005;8;0;8;0;250;-242;;;;
489;Maas;Heffen en  invorderen;2007;15;0;15;0;260;-245;;;;
490;Schelde;Totaal;1999;36;2;33;3;34;2;8.0;2.0;5.0;0.0
491;Schelde;Totaal;2000;36;2;34;2;36;1;10.0;1.0;9.0;0.0
492;Schelde;Totaal;2001;39;2;37;2;37;2;17.0;2.0;15.0;0.0
493;Schelde;Totaal;2002;38;1;37;2;37;2;14.0;1.0;13.0;0.0
494;Schelde;Totaal;2003;40;1;39;2;39;2;17.0;0.0;16.0;0.0
495;Schelde;Totaal;2005;38;9;30;1;45;-14;21.0;0.0;21.0;0.0
496;Schelde;Totaal;2007;47;5;43;3;62;-17;12.0;0.0;12.0;1.0
497;Schelde;Apparaatskosten;1999;5;1;3;0;1;3;;;;
498;Schelde;Apparaatskosten;2000;4;1;3;0;1;2;;;;
499;Schelde;Apparaatskosten;2001;5;1;4;0;1;2;;;;
500;Schelde;Apparaatskosten;2002;6;0;5;0;0;5;;;;
501;Schelde;Apparaatskosten;2003;4;0;4;0;0;3;;;;
502;Schelde;Apparaatskosten;2005;2;0;2;0;1;2;;;;
503;Schelde;Apparaatskosten;2007;1;0;1;0;0;1;;;;
504;Schelde;Ontwikkelen van plannen;1999;1;0;1;0;0;1;;;;
505;Schelde;Ontwikkelen van plannen;2000;1;0;1;0;0;1;;;;
506;Schelde;Ontwikkelen van plannen;2001;1;0;1;0;0;1;;;;
507;Schelde;Ontwikkelen van plannen;2002;1;0;1;0;0;1;;;;
508;Schelde;Ontwikkelen van plannen;2003;1;0;1;0;0;1;;;;
509;Schelde;Ontwikkelen van plannen;2005;1;0;1;0;0;1;;;;
510;Schelde;Ontwikkelen van plannen;2007;2;0;2;0;0;2;;;;
511;Schelde;Beheren van het oppervlakte water;1999;2;0;2;0;0;1;;;;
512;Schelde;Beheren van het oppervlakte water;2000;2;0;1;0;0;1;;;;
513;Schelde;Beheren van het oppervlakte water;2001;2;0;2;0;0;2;;;;
514;Schelde;Beheren van het oppervlakte water;2002;2;0;2;0;0;2;;;;
515;Schelde;Beheren van het oppervlakte water;2003;2;0;2;0;0;2;;;;
516;Schelde;Beheren van het oppervlakte water;2005;2;0;2;0;1;1;;;;
517;Schelde;Beheren van het oppervlakte water;2007;4;0;4;0;0;4;;;;
518;Schelde;Beheren van lozingen;1999;1;0;1;0;0;1;;;;
519;Schelde;Beheren van lozingen;2000;1;0;1;0;0;1;;;;
520;Schelde;Beheren van lozingen;2001;1;0;1;0;0;1;;;;
521;Schelde;Beheren van lozingen;2002;1;0;1;0;0;1;;;;
522;Schelde;Beheren van lozingen;2003;1;0;1;0;0;1;;;;
523;Schelde;Beheren van lozingen;2005;3;0;3;0;0;3;;;;
524;Schelde;Beheren van lozingen;2007;4;0;4;0;0;4;;;;
525;Schelde;Zuiveringsbeheer, totaal;1999;26;1;26;3;1;27;;;;
526;Schelde;Zuiveringsbeheer, totaal;2000;27;1;26;2;0;27;;;;
527;Schelde;Zuiveringsbeheer, totaal;2001;28;0;28;2;0;29;;;;
528;Schelde;Zuiveringsbeheer, totaal;2002;28;1;27;2;0;29;;;;
529;Schelde;Zuiveringsbeheer, totaal;2003;31;1;30;2;2;30;;;;
530;Schelde;Zuiveringsbeheer, totaal;2005;29;9;20;1;2;20;;;;
531;Schelde;Zuiveringsbeheer, totaal;2007;35;5;30;3;19;14;;;;
532;Schelde;Zuiveringsbeheer, transport;1999;7;0;7;0;0;7;;;;
533;Schelde;Zuiveringsbeheer, transport;2000;7;0;7;0;0;7;;;;
534;Schelde;Zuiveringsbeheer, transport;2001;7;0;7;0;0;7;;;;
535;Schelde;Zuiveringsbeheer, transport;2002;7;0;7;0;0;7;;;;
536;Schelde;Zuiveringsbeheer, transport;2003;8;0;8;0;0;8;;;;
537;Schelde;Zuiveringsbeheer, transport;2005;8;1;7;0;0;6;;;;
538;Schelde;Zuiveringsbeheer, transport;2007;9;0;9;0;0;9;;;;
539;Schelde;Zuiveringsbeheer, zuivering;1999;16;0;16;0;0;15;;;;
540;Schelde;Zuiveringsbeheer, zuivering;2000;16;0;16;0;0;16;;;;
541;Schelde;Zuiveringsbeheer, zuivering;2001;18;0;18;0;0;17;;;;
542;Schelde;Zuiveringsbeheer, zuivering;2002;16;0;16;0;0;16;;;;
543;Schelde;Zuiveringsbeheer, zuivering;2003;18;0;18;0;1;16;;;;
544;Schelde;Zuiveringsbeheer, zuivering;2005;16;5;12;0;1;11;;;;
545;Schelde;Zuiveringsbeheer, zuivering;2007;20;5;15;3;19;-1;;;;
546;Schelde;Zuiveringsbeheer, slibverwerking;1999;3;0;3;3;1;5;;;;
547;Schelde;Zuiveringsbeheer, slibverwerking;2000;3;0;3;2;0;4;;;;
548;Schelde;Zuiveringsbeheer, slibverwerking;2001;3;0;3;2;0;4;;;;
549;Schelde;Zuiveringsbeheer, slibverwerking;2002;4;0;4;2;0;5;;;;
550;Schelde;Zuiveringsbeheer, slibverwerking;2003;4;0;4;2;1;6;;;;
551;Schelde;Zuiveringsbeheer, slibverwerking;2005;5;3;2;1;1;3;;;;
552;Schelde;Zuiveringsbeheer, slibverwerking;2007;6;0;6;0;0;6;;;;
553;Schelde;Heffen en  invorderen;1999;1;0;1;0;32;-31;;;;
554;Schelde;Heffen en  invorderen;2000;2;0;2;0;34;-32;;;;
555;Schelde;Heffen en  invorderen;2001;2;0;2;0;35;-33;;;;
556;Schelde;Heffen en  invorderen;2002;1;0;1;0;36;-36;;;;
557;Schelde;Heffen en  invorderen;2003;1;0;1;0;36;-35;;;;
558;Schelde;Heffen en  invorderen;2005;1;0;1;0;42;-41;;;;
559;Schelde;Heffen en  invorderen;2007;1;0;1;0;43;-42;;;;
