ID;BedrijfstakkenBranchesSBI2008;Perioden;GeconsolideerdeProductie_1;BijdrageArbeid_2;BijdrageUren_3;BijdrageCompositieEffect_4;BijdrageKapitaal_5;BijdrageICTKapitaal_6;BijdrageNietICTKapitaal_7;BijdrageVerbruik_8;BijdrageEnergie_9;BijdrageMaterialen_10;BijdrageDiensten_11;BijdrageMultifactorproductiviteit_12;ToegevoegdeWaarde_13;BijdrageArbeid_14;BijdrageUren_15;BijdrageCompositieEffect_16;BijdrageKapitaal_17;BijdrageICTKapitaal_18;BijdrageNietICTKapitaal_19;BijdrageMultifactorproductiviteit_20;Arbeidsproductiviteitsontwikkeling_21;Arbeidsproductiviteit2021100_22;Arbeidsproductiviteitsontwikkeling_23;Arbeidsproductiviteit2021100_24;Kapitaalproductiviteitsontwikkeling_25;Kapitaalproductiviteit2021100_26;Kapitaalproductiviteitsontwikkeling_27;Kapitaalproductiviteit2021100_28;GeconsolideerdeProductieMlnEuro_29;GeconsolideerdeProductie2021100_30;Totaal_31;VerbruikEnergie_32;VerbruikMaterialen_33;VerbruikDiensten_34;Totaal_35;VerbruikEnergie_36;VerbruikMaterialen_37;VerbruikDiensten_38;ToegevoegdeWaardeMlnEuro_39;ToegevoegdeWaarde2021100_40;GewerkteUren_41;BeloningVanArbeidMlnEuro_42;BeloningVanArbeid2021100_43;KapitaaldienstenMlnEuro_44;KapitaaldienstenGewerktUurEuro_45;ICTKapitaaldienstenMlnEuro_46;NietICTKapitaaldienstenMlnEuro_47;KapitaaldienstenNeoklassiekMlnEuro_48;Kapitaaldiensten2021100_49;KapitaaldienstenGewerktUur2021100_50;ICTKapitaaldiensten2021100_51;NietICTKapitaaldiensten2021100_52;KapitaaldienstenNeoklassiek2021100_53;TotaleInputKLEMS_54;TotaleInputKapitaalEnArbeid_55;TotaleInputKLEMS_56;TotaleInputKapitaalEnArbeid_57
321;24-25 Basismetaal, metaalprod.-industrie;1997;;;;;;;;;;;;;-0.1;-0.9;-0.7;-0.2;0.0;0.0;0.1;0.7;;;0.9;62.5;;;-0.3;78.3;;;;;;;;;;;6054.0;70.3;219.0;4084.0;98.4;1537.0;7.0;107.0;1430.0;;89.8;79.7;28.9;101.1;;;5620.0;;96.1
322;24-25 Basismetaal, metaalprod.-industrie;1998;;;;;;;;;;;;;0.8;2.6;1.3;1.3;0.3;0.2;0.1;-2.1;;;-0.9;61.9;;;-0.4;78.0;;;;;;;;;;;6234.0;70.9;223.0;4184.0;101.9;1578.0;7.1;112.0;1465.0;;90.9;79.3;31.8;101.7;;;5762.0;;98.9
323;24-25 Basismetaal, metaalprod.-industrie;1999;;;;;;;;;;;;;-0.6;0.7;0.6;0.1;0.9;0.4;0.4;-2.2;;;-1.4;61.0;;;-3.6;75.2;;;;;;;;;;;6148.0;70.5;224.0;4358.0;102.9;1512.0;6.7;117.0;1394.0;;93.7;81.2;38.7;103.4;;;5870.0;;100.5
324;24-25 Basismetaal, metaalprod.-industrie;2000;;;;;;;;;;;;;8.4;-1.8;-1.0;-0.9;0.8;0.4;0.4;9.4;;;9.9;67.0;;;5.0;79.0;;;;;;;;;;;6985.0;76.4;221.0;4801.0;100.4;1503.0;6.8;133.0;1370.0;;96.8;84.9;46.3;105.4;;;6303.0;;99.5
325;24-25 Basismetaal, metaalprod.-industrie;2001;;;;;;;;;;;;;0.5;1.2;-0.6;1.9;0.6;0.3;0.3;-1.4;;;1.3;67.9;;;-2.1;77.3;;;;;;;;;;;6815.0;76.8;220.0;4811.0;102.0;1549.0;7.1;149.0;1400.0;;99.3;87.8;53.0;106.9;;;6360.0;;101.3
326;24-25 Basismetaal, metaalprod.-industrie;2002;;;;;;;;;;;;;-2.1;0.0;-0.6;0.6;0.2;0.3;-0.1;-2.3;;;-1.4;66.9;;;-2.9;75.1;;;;;;;;;;;6698.0;75.1;218.0;4907.0;102.0;1689.0;7.7;160.0;1529.0;;100.0;89.1;58.9;106.5;;;6596.0;;101.5
327;24-25 Basismetaal, metaalprod.-industrie;2003;;;;;;;;;;;;;-3.1;-1.8;-2.4;0.7;-0.1;0.2;-0.3;-1.3;;;0.1;67.0;;;-2.8;73.0;;;;;;;;;;;6614.0;72.8;211.0;4861.0;99.6;1739.0;8.2;161.0;1579.0;;99.7;91.9;63.1;105.3;;;6600.0;;99.6
328;24-25 Basismetaal, metaalprod.-industrie;2004;;;;;;;;;;;;;3.8;-1.1;-1.7;0.6;-0.2;0.1;-0.4;5.1;;;6.3;71.2;;;4.7;76.4;;;;;;;;;;;7206.0;75.5;206.0;4875.0;98.1;1715.0;8.3;165.0;1550.0;;98.8;93.2;66.3;103.8;;;6590.0;;98.3
329;24-25 Basismetaal, metaalprod.-industrie;2005;;;;;;;;;;;;;3.2;-0.7;-1.4;0.7;-0.2;0.1;-0.4;4.1;;;5.2;74.9;;;4.2;79.6;;;;;;;;;;;7718.0;78.0;202.0;4910.0;97.2;1638.0;8.1;169.0;1469.0;;97.9;94.1;69.8;102.1;;;6548.0;;97.4
330;24-25 Basismetaal, metaalprod.-industrie;2006;;;;;;;;;;;;;3.0;-0.4;-0.7;0.3;-0.1;0.1;-0.3;3.5;;;3.9;77.9;;;3.6;82.5;;;;;;;;;;;8142.0;80.3;200.0;5024.0;96.8;1725.0;8.6;175.0;1550.0;;97.3;94.4;73.6;100.8;;;6749.0;;96.9
331;24-25 Basismetaal, metaalprod.-industrie;2007;;;;;;;;;;;;;7.3;1.6;1.3;0.3;0.4;0.2;0.2;5.3;;;5.5;82.1;;;5.6;87.1;;;;;;;;;;;8726.0;86.1;204.0;5356.0;98.8;1704.0;8.4;190.0;1514.0;;98.9;94.3;78.2;101.9;;;7060.0;;98.9
332;24-25 Basismetaal, metaalprod.-industrie;2008;;;;;;;;;;;;;3.8;0.9;0.7;0.2;0.4;0.1;0.3;2.5;;;2.9;84.5;;;2.1;88.9;;;;;;;;;;;8863.0;89.4;206.0;5713.0;100.0;1754.0;8.5;199.0;1555.0;;100.6;95.0;81.6;103.3;;;7467.0;;100.1
333;24-25 Basismetaal, metaalprod.-industrie;2009;;;;;;;;;;;;;-14.4;-9.2;-9.3;0.0;0.1;0.0;0.1;-5.3;;;-2.6;82.3;;;-14.9;75.6;;;;;;;;;;;7483.0;76.5;181.0;5171.0;87.9;1838.0;10.2;191.0;1647.0;;101.2;108.8;82.3;103.9;;;7009.0;;91.0
334;24-25 Basismetaal, metaalprod.-industrie;2010;;;;;;;;;;;;;9.3;3.7;1.8;1.8;-0.2;0.0;-0.2;5.7;;;6.6;87.8;;;9.9;83.2;;;;;;;;;;;7568.0;83.6;185.0;5232.0;92.3;1809.0;9.8;191.0;1618.0;;100.6;105.5;82.2;103.2;;;7041.0;;94.2
335;24-25 Basismetaal, metaalprod.-industrie;2011;;;;;;;;;;;;;5.9;2.4;2.0;0.4;-0.2;0.0;-0.3;3.7;;;3.1;90.5;;;7.0;88.9;;;;;;;;;;;7971.0;88.6;190.0;5475.0;95.3;1888.0;9.9;192.0;1695.0;;99.6;101.7;82.9;102.0;;;7362.0;;96.3
336;24-25 Basismetaal, metaalprod.-industrie;2012;;;;;;;;;;;;;-1.4;-1.0;-1.6;0.6;-0.3;0.0;-0.3;-0.1;;;0.8;91.2;;;-0.3;88.7;;;;;;;;;;;8093.0;87.4;186.0;5542.0;94.0;1686.0;9.1;181.0;1505.0;;98.5;102.8;83.8;100.6;;;7228.0;;95.0
337;24-25 Basismetaal, metaalprod.-industrie;2013;;;;;;;;;;;;;-3.9;0.0;-0.5;0.5;-0.2;0.0;-0.3;-3.7;;;-3.3;88.2;;;-2.9;86.1;;;;;;;;;;;7883.0;84.0;185.0;5487.0;94.0;1656.0;9.0;178.0;1478.0;;97.5;102.4;84.2;99.4;;;7143.0;;94.8
338;24-25 Basismetaal, metaalprod.-industrie;2014;;;;;;;;;;;;;3.5;0.1;0.0;0.1;-0.2;0.0;-0.2;3.6;;;3.5;91.3;;;4.3;89.9;;;;;;;;;;;8466.0;86.8;185.0;5646.0;94.1;1639.0;8.9;178.0;1462.0;;96.7;101.6;85.3;98.3;;;7285.0;;94.7
339;24-25 Basismetaal, metaalprod.-industrie;2015;;;;;;;;;;;;;-1.7;0.9;0.6;0.3;0.0;0.1;-0.1;-2.5;;;-2.4;89.1;;;-1.7;88.3;;;;;;;;;;;8446.0;85.4;186.0;5775.0;95.2;1582.0;8.5;185.0;1397.0;;96.7;100.8;87.9;97.9;;;7357.0;;95.5
340;24-25 Basismetaal, metaalprod.-industrie;2016;;;;;;;;;;;;;5.0;1.3;1.0;0.3;-0.3;0.1;-0.4;4.0;;;3.7;92.4;;;6.4;94.0;;;;;;;;;;;9079.0;89.7;189.0;5956.0;96.7;1589.0;8.4;193.0;1396.0;;95.4;98.3;91.5;96.0;;;7545.0;;96.5
341;24-25 Basismetaal, metaalprod.-industrie;2017;;;;;;;;;;;;;3.2;0.3;0.3;0.0;0.2;0.1;0.1;2.7;;;2.8;95.0;;;2.1;96.0;;;;;;;;;;;9188.0;92.6;189.0;6121.0;97.1;1622.0;8.6;196.0;1426.0;;96.4;98.9;95.3;96.6;;;7743.0;;97.0
342;24-25 Basismetaal, metaalprod.-industrie;2018;;;;;;;;;;;;;5.7;2.1;2.0;0.1;0.2;0.1;0.1;3.5;;;3.2;98.0;;;4.6;100.5;;;;;;;;;;;9935.0;97.9;194.0;6499.0;99.6;1585.0;8.2;206.0;1379.0;;97.5;97.6;98.8;97.2;;;8084.0;;99.2
343;24-25 Basismetaal, metaalprod.-industrie;2019;;;;;;;;;;;;;-0.7;1.8;1.8;0.0;0.2;0.0;0.2;-2.7;;;-2.9;95.2;;;-1.8;98.7;;;;;;;;;;;9928.0;97.2;198.0;6818.0;101.9;1599.0;8.1;217.0;1382.0;;98.5;96.5;100.7;98.2;;;8417.0;;101.2
344;24-25 Basismetaal, metaalprod.-industrie;2020;;;;;;;;;;;;;-6.1;-1.9;-2.1;0.2;0.2;0.0;0.2;-4.4;;;-3.6;91.8;;;-6.9;91.8;;;;;;;;;;;9321.0;91.3;193.0;6943.0;99.5;1776.0;9.2;232.0;1544.0;;99.5;99.9;100.9;99.2;;;8718.0;;99.5
345;24-25 Basismetaal, metaalprod.-industrie;2021;;;;;;;;;;;;;9.5;0.4;0.4;0.0;0.1;0.0;0.1;9.0;;100.0;9.0;100.0;;100.0;8.9;100.0;19976.0;100.0;9448.0;;;;100.0;100.0;100.0;100.0;10528.0;100.0;194.0;6958.0;100.0;1814.0;9.3;245.0;1569.0;;100.0;100.0;100.0;100.0;;18220.0;8772.0;100.0;100.0
346;24-25 Basismetaal, metaalprod.-industrie;2022;-0.7;0.1;0.1;0.0;0.1;0.0;0.1;-1.4;1.2;-2.2;-0.4;0.6;1.9;0.3;0.2;0.1;0.3;0.0;0.3;1.4;-0.9;99.1;1.7;101.7;-2.0;98.0;0.6;100.6;35771.0;99.3;23873.0;4337.0;11600.0;7936.0;98.0;112.6;93.3;98.4;11898.0;101.9;195.0;7437.0;100.4;1880.0;9.7;251.0;1629.0;;101.3;101.1;98.9;101.7;;33190.0;9317.0;98.8;100.6
347;24-25 Basismetaal, metaalprod.-industrie;2023;-4.2;0.0;0.0;0.0;0.0;0.0;0.0;-2.7;-0.7;-1.3;-0.7;-1.6;-5.3;-0.1;-0.1;0.0;0.2;0.0;0.2;-5.4;-4.2;95.0;-5.2;96.4;-5.0;93.1;-6.1;94.5;33780.0;95.1;21846.0;3681.0;10102.0;8063.0;94.3;107.0;89.8;95.6;11934.0;96.6;195.0;7753.0;100.3;2256.0;11.6;256.0;2000.0;;102.2;102.0;98.5;102.8;;31856.0;10009.0;96.1;100.7
348;26 Elektrotechnische industrie;1995;;;;;;;;;;;;;;;;;;;;;;;;17.6;;;;39.9;;;;;;;;;;;3184.0;22.5;56.0;1325.0;103.3;967.0;17.1;52.0;915.0;;56.3;44.1;7.7;69.0;;;2291.0;;78.7
349;26 Elektrotechnische industrie;1996;;;;;;;;;;;;;11.3;0.4;0.3;0.1;1.1;0.4;0.6;9.9;;;10.8;19.5;;;8.6;43.4;;;;;;;;;;;3412.0;25.0;57.0;1360.0;104.0;922.0;16.2;47.0;875.0;;57.7;45.0;9.2;70.1;;;2282.0;;79.9
350;26 Elektrotechnische industrie;1997;;;;;;;;;;;;;10.5;1.4;1.8;-0.5;1.4;0.3;1.0;7.7;;;7.1;20.9;;;6.9;46.3;;;;;;;;;;;3688.0;27.6;59.0;1371.0;106.5;945.0;16.1;53.0;892.0;;59.6;45.1;10.7;72.0;;;2316.0;;82.1
351;26 Elektrotechnische industrie;1998;;;;;;;;;;;;;22.5;-2.1;-2.4;0.3;1.3;0.4;0.9;23.3;;;27.6;26.7;;;18.6;55.0;;;;;;;;;;;4217.0;33.8;56.0;1325.0;102.6;975.0;17.4;59.0;916.0;;61.5;48.6;12.6;73.7;;;2300.0;;81.4
352;26 Elektrotechnische industrie;1999;;;;;;;;;;;;;23.5;-0.5;-0.1;-0.4;1.9;0.6;1.3;22.1;;;23.8;33.1;;;18.1;64.9;;;;;;;;;;;4800.0;41.8;56.0;1399.0;101.6;971.0;17.3;61.0;910.0;;64.4;50.9;15.5;76.2;;;2371.0;;82.5
353;26 Elektrotechnische industrie;2000;;;;;;;;;;;;;18.5;-0.6;-0.8;0.3;2.3;0.5;1.8;16.8;;;20.2;39.7;;;12.3;72.9;;;;;;;;;;;5439.0;49.5;55.0;1492.0;100.6;1007.0;18.2;69.0;938.0;;67.9;54.5;18.6;79.7;;;2498.0;;83.9
354;26 Elektrotechnische industrie;2001;;;;;;;;;;;;;0.0;0.9;0.0;0.9;2.6;0.5;2.1;-3.5;;;0.0;39.7;;;-6.1;68.5;;;;;;;;;;;5050.0;49.5;55.0;1501.0;102.1;1101.0;19.9;80.0;1021.0;;72.4;58.0;22.1;84.1;;;2603.0;;86.9
355;26 Elektrotechnische industrie;2002;;;;;;;;;;;;;-9.1;0.2;-1.2;1.4;1.8;0.6;1.3;-11.2;;;-7.2;36.9;;;-12.9;59.6;;;;;;;;;;;4074.0;45.0;54.0;1529.0;102.4;1257.0;23.2;92.0;1165.0;;75.5;61.8;26.2;86.9;;;2786.0;;88.6
356;26 Elektrotechnische industrie;2003;;;;;;;;;;;;;1.5;-3.9;-4.7;0.8;0.9;0.6;0.4;4.5;;;10.9;40.9;;;-0.5;59.3;;;;;;;;;;;3589.0;45.7;49.0;1454.0;95.2;1327.0;26.8;101.0;1226.0;;77.0;69.0;30.7;87.6;;;2781.0;;86.0
357;26 Elektrotechnische industrie;2004;;;;;;;;;;;;;11.2;-1.8;-2.3;0.6;0.8;0.5;0.2;12.2;;;16.4;47.6;;;9.4;64.9;;;;;;;;;;;3853.0;50.8;47.0;1467.0;91.9;1364.0;28.9;113.0;1251.0;;78.3;73.3;35.1;88.1;;;2831.0;;85.1
358;26 Elektrotechnische industrie;2005;;;;;;;;;;;;;33.9;-0.4;-1.2;0.9;0.9;0.4;0.5;33.3;;;37.1;65.2;;;31.4;85.3;;;;;;;;;;;5212.0;68.0;46.0;1431.0;91.3;1331.0;28.8;122.0;1210.0;;79.7;76.5;38.4;89.1;;;2762.0;;85.6
359;26 Elektrotechnische industrie;2006;;;;;;;;;;;;;9.1;0.2;-0.4;0.7;1.1;0.4;0.7;7.8;;;10.1;71.8;;;6.7;90.9;;;;;;;;;;;5579.0;74.2;46.0;1453.0;91.7;1441.0;31.5;133.0;1308.0;;81.6;79.0;42.2;90.5;;;2894.0;;86.7
360;26 Elektrotechnische industrie;2007;;;;;;;;;;;;;3.4;0.1;-0.6;0.7;1.0;0.7;0.3;2.2;;;4.6;75.1;;;1.3;92.1;;;;;;;;;;;5782.0;76.7;45.0;1464.0;92.0;1459.0;32.3;161.0;1298.0;;83.3;81.5;48.7;91.2;;;2924.0;;87.7
361;26 Elektrotechnische industrie;2008;;;;;;;;;;;;;4.3;0.1;-0.1;0.2;1.0;0.9;0.1;3.2;;;4.5;78.5;;;2.2;94.1;;;;;;;;;;;5097.0;80.0;45.0;1572.0;92.1;1503.0;33.3;196.0;1307.0;;85.0;83.4;56.8;91.4;;;3075.0;;88.7
362;26 Elektrotechnische industrie;2009;;;;;;;;;;;;;-11.1;-1.4;-2.2;0.8;0.7;0.9;-0.2;-10.4;;;-7.2;72.9;;;-12.4;82.5;;;;;;;;;;;4869.0;71.1;43.0;1529.0;89.6;1621.0;37.5;216.0;1405.0;;86.1;88.3;64.5;91.0;;;3150.0;;88.1
363;26 Elektrotechnische industrie;2010;;;;;;;;;;;;;-3.3;1.7;1.4;0.4;-0.3;0.6;-1.0;-4.7;;;-5.9;68.6;;;-2.6;80.3;;;;;;;;;;;4958.0;68.7;44.0;1615.0;92.8;1568.0;35.3;238.0;1330.0;;85.6;85.4;70.6;89.0;;;3183.0;;89.3
364;26 Elektrotechnische industrie;2011;;;;;;;;;;;;;9.3;-1.5;-2.0;0.5;-0.1;0.5;-0.6;10.8;;;13.8;78.0;;;9.5;87.9;;;;;;;;;;;4615.0;75.1;43.0;1661.0;90.1;1596.0;37.4;256.0;1339.0;;85.4;88.7;75.1;87.8;;;3257.0;;87.9
365;26 Elektrotechnische industrie;2012;;;;;;;;;;;;;6.3;-0.6;-1.2;0.6;0.2;0.5;-0.2;6.7;;;8.8;84.9;;;5.8;93.0;;;;;;;;;;;4499.0;79.8;42.0;1691.0;88.9;1525.0;36.6;248.0;1276.0;;85.8;91.3;79.4;87.3;;;3216.0;;87.5
366;26 Elektrotechnische industrie;2013;;;;;;;;;;;;;10.4;1.2;0.5;0.7;0.6;0.4;0.2;8.6;;;9.4;92.8;;;9.0;101.4;;;;;;;;;;;4560.0;88.1;42.0;1767.0;90.9;1530.0;36.4;254.0;1276.0;;86.9;91.6;83.7;87.7;;;3297.0;;89.1
367;26 Elektrotechnische industrie;2014;;;;;;;;;;;;;8.7;0.3;-0.3;0.6;1.3;0.7;0.6;7.1;;;9.4;101.6;;;5.7;107.2;;;;;;;;;;;4630.0;95.8;42.0;2048.0;91.4;1557.0;37.3;268.0;1290.0;;89.4;94.8;91.6;89.1;;;3605.0;;90.5
368;26 Elektrotechnische industrie;2015;;;;;;;;;;;;;-6.3;-0.4;-0.9;0.5;1.3;0.8;0.5;-7.2;;;-4.7;96.8;;;-9.0;97.5;;;;;;;;;;;5268.0;89.8;41.0;1910.0;90.7;1541.0;37.5;296.0;1245.0;;92.1;99.3;101.0;90.4;;;3450.0;;91.3
369;26 Elektrotechnische industrie;2016;;;;;;;;;;;;;-2.8;-1.6;-1.7;0.1;1.1;0.5;0.6;-2.3;;;0.2;97.0;;;-5.2;92.4;;;;;;;;;;;4526.0;87.3;40.0;1822.0;88.1;1603.0;40.2;318.0;1284.0;;94.5;105.0;107.2;92.0;;;3425.0;;90.9
370;26 Elektrotechnische industrie;2017;;;;;;;;;;;;;3.5;-0.5;-0.8;0.3;1.1;0.4;0.7;2.9;;;5.1;102.0;;;1.2;93.5;;;;;;;;;;;4703.0;90.4;39.0;1956.0;87.3;1673.0;42.6;322.0;1351.0;;96.6;109.0;111.4;93.7;;;3630.0;;91.4
371;26 Elektrotechnische industrie;2018;;;;;;;;;;;;;5.2;3.4;3.4;-0.1;0.8;0.1;0.7;1.0;;;-1.1;100.8;;;3.4;96.7;;;;;;;;;;;5396.0;95.1;42.0;2043.0;92.8;1784.0;42.7;327.0;1457.0;;98.3;104.3;112.9;95.5;;;3827.0;;95.3
372;26 Elektrotechnische industrie;2019;;;;;;;;;;;;;-1.0;2.4;2.5;-0.1;0.5;-0.2;0.7;-3.9;;;-5.4;95.4;;;-2.1;94.7;;;;;;;;;;;5451.0;94.2;44.0;2162.0;96.9;1831.0;41.9;333.0;1499.0;;99.4;100.8;110.5;97.2;;;3993.0;;98.0
373;26 Elektrotechnische industrie;2020;;;;;;;;;;;;;-4.8;-0.4;-0.8;0.4;0.2;-0.4;0.6;-4.7;;;-3.4;92.2;;;-5.3;89.7;;;;;;;;;;;5219.0;89.6;43.0;2231.0;96.2;1888.0;43.9;342.0;1546.0;;99.9;102.8;105.6;98.7;;;4119.0;;97.8
374;26 Elektrotechnische industrie;2021;;;;;;;;;;;;;11.6;2.2;1.6;0.6;0.0;-0.4;0.5;9.4;;100.0;8.4;100.0;;100.0;11.5;100.0;9521.0;100.0;4017.0;;;;100.0;100.0;100.0;100.0;5504.0;100.0;44.0;2311.0;100.0;1964.0;44.3;349.0;1614.0;;100.0;100.0;100.0;100.0;;8291.0;4274.0;100.0;100.0
375;26 Elektrotechnische industrie;2022;1.8;0.0;0.0;0.0;0.0;-0.1;0.1;-4.5;0.1;-5.0;0.4;6.3;17.9;0.0;0.1;-0.2;0.1;-0.4;0.5;17.8;1.5;101.5;17.6;117.6;1.6;101.6;17.7;117.7;18045.0;101.8;11037.0;132.0;7140.0;3765.0;93.7;115.0;89.6;101.6;7008.0;117.9;44.0;2260.0;100.0;2236.0;50.3;348.0;1889.0;;100.2;99.9;94.8;101.3;;15534.0;4497.0;95.5;100.1
376;26 Elektrotechnische industrie;2023;-3.7;0.3;0.4;-0.1;0.1;-0.1;0.1;-1.5;0.0;-0.9;-0.5;-2.5;-6.3;0.9;1.4;-0.5;0.2;-0.3;0.5;-7.3;-6.3;95.1;-8.8;107.2;-4.1;97.5;-6.6;109.9;18180.0;98.0;10621.0;120.0;6618.0;3883.0;91.7;113.3;87.8;99.4;7559.0;110.5;46.0;2435.0;101.7;2413.0;52.9;340.0;2073.0;;100.5;97.6;91.2;102.5;;15469.0;4848.0;94.4;101.1
377;27 Elektrische apparatenindustrie;1995;;;;;;;;;;;;;;;;;;;;;;;;83.1;;;;117.7;;;;;;;;;;;2802.0;116.0;53.0;1003.0;122.4;887.0;16.7;94.0;793.0;;98.6;70.6;47.8;112.3;;;1890.0;;109.4
378;27 Elektrische apparatenindustrie;1996;;;;;;;;;;;;;-1.3;-0.1;0.4;-0.4;1.6;1.4;0.2;-2.8;;;-2.0;81.4;;;-4.5;112.3;;;;;;;;;;;2742.0;114.5;53.0;1040.0;122.3;858.0;16.1;106.0;752.0;;101.9;72.4;61.3;112.7;;;1898.0;;111.0
379;27 Elektrische apparatenindustrie;1997;;;;;;;;;;;;;-1.5;1.4;1.3;0.1;1.1;0.7;0.4;-4.0;;;-3.7;78.4;;;-3.9;107.9;;;;;;;;;;;2728.0;112.7;55.0;1093.0;125.3;880.0;16.1;120.0;761.0;;104.5;72.6;69.5;113.9;;;1973.0;;113.8
380;27 Elektrische apparatenindustrie;1998;;;;;;;;;;;;;0.4;-1.3;-1.5;0.3;1.3;1.0;0.3;0.4;;;3.3;80.9;;;-2.4;105.3;;;;;;;;;;;2780.0;113.2;53.0;1113.0;122.5;906.0;17.1;135.0;772.0;;107.5;76.8;80.5;114.9;;;2019.0;;113.9
381;27 Elektrische apparatenindustrie;1999;;;;;;;;;;;;;0.6;-0.4;-0.2;-0.2;1.2;0.8;0.5;-0.2;;;1.0;81.7;;;-2.1;103.1;;;;;;;;;;;2811.0;113.9;53.0;1128.0;121.5;882.0;16.7;138.0;744.0;;110.5;79.3;89.6;116.3;;;2010.0;;114.8
382;27 Elektrische apparatenindustrie;2000;;;;;;;;;;;;;6.6;-1.1;-0.8;-0.4;1.0;0.6;0.4;6.7;;;8.1;88.3;;;4.2;107.4;;;;;;;;;;;2940.0;121.4;52.0;1167.0;119.0;885.0;17.0;148.0;737.0;;113.0;82.2;97.3;117.6;;;2052.0;;114.6
383;27 Elektrische apparatenindustrie;2001;;;;;;;;;;;;;-12.2;1.6;0.2;1.4;1.0;0.6;0.4;-14.8;;;-12.5;77.3;;;-14.1;92.3;;;;;;;;;;;2699.0;106.6;52.0;1184.0;122.4;927.0;17.7;163.0;764.0;;115.5;83.7;105.2;118.8;;;2111.0;;117.6
384;27 Elektrische apparatenindustrie;2002;;;;;;;;;;;;;-16.1;-1.5;-2.4;1.0;0.4;0.5;-0.1;-15.0;;;-12.3;67.8;;;-16.8;76.8;;;;;;;;;;;2192.0;89.4;50.0;1316.0;119.1;1022.0;20.4;174.0;849.0;;116.5;88.3;111.7;118.5;;;2338.0;;116.3
385;27 Elektrische apparatenindustrie;2003;;;;;;;;;;;;;2.1;-4.1;-4.3;0.2;-0.1;0.4;-0.5;6.4;;;10.6;74.9;;;2.4;78.6;;;;;;;;;;;2216.0;91.3;46.0;1280.0;110.4;1045.0;22.6;174.0;870.0;;116.2;95.4;117.7;116.9;;;2325.0;;111.3
386;27 Elektrische apparatenindustrie;2004;;;;;;;;;;;;;-3.7;-1.4;-2.1;0.8;-0.2;0.5;-0.7;-2.2;;;0.0;75.0;;;-3.3;76.0;;;;;;;;;;;2101.0;87.9;45.0;1260.0;107.7;1049.0;23.5;184.0;865.0;;115.7;98.6;125.2;114.7;;;2308.0;;109.6
387;27 Elektrische apparatenindustrie;2005;;;;;;;;;;;;;-13.3;-2.4;-2.6;0.2;-0.2;0.6;-0.8;-10.7;;;-8.9;68.3;;;-12.9;66.2;;;;;;;;;;;1810.0;76.2;42.0;1220.0;102.9;1009.0;23.8;195.0;814.0;;115.2;103.2;134.7;112.3;;;2229.0;;106.8
388;27 Elektrische apparatenindustrie;2006;;;;;;;;;;;;;9.6;0.4;0.0;0.4;0.4;0.9;-0.5;8.8;;;9.5;74.8;;;8.7;71.9;;;;;;;;;;;2144.0;83.6;42.0;1245.0;103.7;1074.0;25.3;213.0;861.0;;116.2;104.0;148.6;110.7;;;2319.0;;107.6
389;27 Elektrische apparatenindustrie;2007;;;;;;;;;;;;;12.6;1.3;1.2;0.0;0.5;0.9;-0.4;10.8;;;10.1;82.4;;;11.4;80.2;;;;;;;;;;;2485.0;94.1;43.0;1314.0;106.2;1078.0;24.8;243.0;835.0;;117.4;102.8;163.8;109.4;;;2392.0;;109.5
390;27 Elektrische apparatenindustrie;2008;;;;;;;;;;;;;3.9;-0.3;-0.1;-0.2;0.4;0.9;-0.5;3.8;;;4.2;85.8;;;2.9;82.5;;;;;;;;;;;2679.0;97.8;43.0;1379.0;105.5;1109.0;25.6;277.0;832.0;;118.6;104.0;178.4;107.9;;;2488.0;;109.6
391;27 Elektrische apparatenindustrie;2009;;;;;;;;;;;;;-25.0;-4.9;-6.8;2.1;0.5;1.2;-0.7;-20.6;;;-14.5;73.4;;;-25.8;61.2;;;;;;;;;;;1954.0;73.4;38.0;1203.0;96.2;1177.0;31.0;304.0;873.0;;119.9;119.8;197.5;105.7;;;2380.0;;104.8
392;27 Elektrische apparatenindustrie;2010;;;;;;;;;;;;;-8.4;-3.4;-3.3;0.0;0.0;1.0;-1.0;-5.0;;;-1.9;72.0;;;-8.4;56.1;;;;;;;;;;;1845.0;67.2;35.0;1127.0;89.8;1171.0;33.0;342.0;829.0;;119.9;128.3;213.3;102.7;;;2298.0;;101.3
393;27 Elektrische apparatenindustrie;2011;;;;;;;;;;;;;17.2;2.6;2.7;-0.1;-0.1;0.4;-0.5;14.7;;;11.0;79.9;;;17.4;65.9;;;;;;;;;;;2221.0;78.8;37.0;1217.0;94.6;1196.0;31.9;352.0;844.0;;119.6;121.3;219.3;101.2;;;2413.0;;103.8
394;27 Elektrische apparatenindustrie;2012;;;;;;;;;;;;;-3.1;1.5;0.9;0.6;-0.1;0.1;-0.2;-4.5;;;-4.8;76.1;;;-2.9;64.0;;;;;;;;;;;2209.0;76.3;38.0;1260.0;97.3;1120.0;29.4;328.0;792.0;;119.3;119.0;221.2;100.5;;;2380.0;;105.2
395;27 Elektrische apparatenindustrie;2013;;;;;;;;;;;;;-1.6;-1.1;-1.5;0.4;-0.3;0.0;-0.3;-0.1;;;1.4;77.1;;;-0.9;63.4;;;;;;;;;;;2241.0;75.1;37.0;1238.0;95.2;1100.0;29.7;316.0;784.0;;118.5;121.7;220.5;99.6;;;2338.0;;103.7
