ID;SBI93;Grootteklasse;Perioden;AantalOndernemingen_1;TotaalNettoOmzet_2;RechtskundigAdviesEnInformatie_3;ActiviteitenBetreffendeDeAdvocatuur_4;OpmakenVanNotarieleAkten_5;AmbtelijkeActiviteitenVanDeurwaarders_6;WerkBetrOctrooienMerkenEnModellen_7;OverigeRechtskundigeDiensten_8;Incassodiensten_9;OverigeNietRechtskundigeActiviteit_10;TotaalBedrijfskosten_11;Personeelskosten_12;Afschrijvingen_13;AlgemeneKosten_14;Bedrijfsresultaat_15;OverigeLasten_16;OverigeBaten_17;ResultaatVoorBelasting_18;TotaalWerkzamePersonen_19;WerknemersOpDeLoonlijst_20;EigenarenMaten_21;MeewerkendeGezinsleden_22;Freelancers_23;Uitzendkrachten_24;Vrijwilligers_25
114;7411.4 Deurwaarderskantoren;10 en meer werkzame personen;2001;112.0;140.3;2.0;;;54.0;;5.0;38.0;2.0;114.3;70.2;9.8;34.3;29.3;2.3;3.8;30.9;2709.0;2439.0;244.0;3.0;8.0;14.0;0.0
115;7411.4 Deurwaarderskantoren;10 tot 100 werkzame personen;1997;93.0;92.4;4.0;;;52.0;;3.0;38.0;2.0;73.9;45.9;6.5;21.5;18.4;0.9;6.4;24.0;1820.0;1575.0;188.0;19.0;12.0;26.0;0.0
116;7411.4 Deurwaarderskantoren;10 tot 100 werkzame personen;1998;93.0;99.4;3.0;;;50.0;;3.0;43.0;1.0;80.2;50.5;7.1;22.6;19.3;1.7;3.8;21.4;2041.0;1801.0;200.0;14.0;8.0;18.0;0.0
117;7411.4 Deurwaarderskantoren;10 tot 100 werkzame personen;1999;102.0;122.1;2.0;;;45.0;;2.0;51.0;0.0;91.6;57.7;8.1;25.8;30.4;2.5;3.4;31.3;2295.0;1993.0;201.0;11.0;10.0;80.0;0.0
118;7411.4 Deurwaarderskantoren;10 tot 100 werkzame personen;2000;107.0;127.1;1.0;;;53.0;;2.0;44.0;1.0;105.3;65.1;9.3;31.0;21.8;1.8;4.4;24.3;2500.0;2165.0;217.0;16.0;11.0;91.0;0.0
119;7411.4 Deurwaarderskantoren;10 tot 100 werkzame personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;
120;7411.4 Deurwaarderskantoren;100 en meer werkzame personen;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
121;7411.4 Deurwaarderskantoren;100 en meer werkzame personen;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;7411.4 Deurwaarderskantoren;100 en meer werkzame personen;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;7411.4 Deurwaarderskantoren;100 en meer werkzame personen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;7411.4 Deurwaarderskantoren;100 en meer werkzame personen;2001;;;;;;;;;;;;;;;;;;;;;;;;;
125;7411.5 Octrooi-, merken- en mod.bureaus;Alle ondernemingen;1997;28.0;74.1;1.0;;;;95.0;3.0;;0.0;49.4;32.0;2.2;15.2;24.6;1.6;0.8;23.8;899.0;719.0;64.0;3.0;93.0;20.0;0.0
126;7411.5 Octrooi-, merken- en mod.bureaus;Alle ondernemingen;1998;31.0;76.0;1.0;;;;94.0;3.0;;2.0;49.8;31.5;2.5;15.9;26.2;1.3;0.5;25.4;958.0;772.0;76.0;6.0;76.0;28.0;0.0
127;7411.5 Octrooi-, merken- en mod.bureaus;Alle ondernemingen;1999;30.0;82.7;1.0;;;;96.0;2.0;;1.0;57.8;36.8;2.9;18.2;24.9;1.8;0.5;23.6;965.0;823.0;68.0;4.0;40.0;30.0;0.0
128;7411.5 Octrooi-, merken- en mod.bureaus;Alle ondernemingen;2000;30.0;93.0;0.0;;;;98.0;1.0;;1.0;70.6;34.8;2.6;33.2;22.4;1.1;0.7;21.9;1091.0;950.0;68.0;0.0;56.0;17.0;0.0
129;7411.5 Octrooi-, merken- en mod.bureaus;Alle ondernemingen;2001;40.0;152.8;5.0;;;;93.0;1.0;;1.0;123.4;61.1;5.1;57.2;30.5;2.2;2.4;30.7;1140.0;1023.0;50.0;0.0;38.0;29.0;0.0
130;7411.5 Octrooi-, merken- en mod.bureaus;2 tot 10 werkzame personen;1997;14.0;3.3;5.0;;;;89.0;0.0;;6.0;2.3;1.0;0.2;1.1;1.0;0.1;0.0;1.0;69.0;35.0;23.0;3.0;8.0;0.0;0.0
131;7411.5 Octrooi-, merken- en mod.bureaus;2 tot 10 werkzame personen;1998;18.0;4.3;3.0;;;;93.0;2.0;;2.0;3.2;1.3;0.3;1.6;1.1;0.0;0.2;1.3;83.0;42.0;26.0;6.0;8.0;1.0;0.0
132;7411.5 Octrooi-, merken- en mod.bureaus;2 tot 10 werkzame personen;1999;14.0;4.5;1.0;;;;99.0;0.0;;0.0;3.0;1.2;0.2;1.5;1.5;0.2;0.1;1.4;59.0;39.0;14.0;4.0;1.0;1.0;0.0
133;7411.5 Octrooi-, merken- en mod.bureaus;2 tot 10 werkzame personen;2000;12.0;4.9;0.0;;;;100.0;0.0;;0.0;3.5;1.6;0.2;1.7;1.4;0.1;0.0;1.4;67.0;46.0;16.0;0.0;5.0;0.0;0.0
134;7411.5 Octrooi-, merken- en mod.bureaus;2 tot 10 werkzame personen;2001;21.0;6.7;1.0;;;;99.0;0.0;;0.0;6.0;3.1;0.3;2.6;0.7;0.1;0.2;0.8;91.0;77.0;8.0;0.0;0.0;6.0;0.0
135;7411.5 Octrooi-, merken- en mod.bureaus;10 en meer werkzame personen;1997;14.0;70.7;1.0;;;;96.0;4.0;;0.0;47.1;31.0;2.0;14.1;23.6;1.5;0.7;22.8;830.0;684.0;41.0;0.0;85.0;20.0;0.0
136;7411.5 Octrooi-, merken- en mod.bureaus;10 en meer werkzame personen;1998;13.0;71.6;1.0;;;;94.0;3.0;;2.0;46.6;30.2;2.2;14.2;25.0;1.2;0.3;24.0;875.0;730.0;50.0;0.0;68.0;27.0;0.0
137;7411.5 Octrooi-, merken- en mod.bureaus;10 en meer werkzame personen;1999;16.0;78.2;1.0;;;;96.0;2.0;;1.0;54.8;35.5;2.6;16.7;23.4;1.6;0.4;22.2;906.0;784.0;54.0;0.0;39.0;29.0;0.0
138;7411.5 Octrooi-, merken- en mod.bureaus;10 en meer werkzame personen;2000;18.0;88.1;1.0;;;;97.0;1.0;;1.0;67.1;33.2;2.4;31.5;21.0;1.1;0.6;20.5;1024.0;904.0;52.0;0.0;51.0;17.0;0.0
139;7411.5 Octrooi-, merken- en mod.bureaus;10 en meer werkzame personen;2001;19.0;146.1;5.0;;;;93.0;1.0;;1.0;117.5;58.0;4.8;54.7;29.7;2.1;2.3;29.9;1049.0;946.0;42.0;0.0;38.0;23.0;0.0
140;7411.5 Octrooi-, merken- en mod.bureaus;10 tot 100 werkzame personen;1997;;;;;;;;;;;;;;;;;;;;;;;;;
141;7411.5 Octrooi-, merken- en mod.bureaus;10 tot 100 werkzame personen;1998;;;;;;;;;;;;;;;;;;;;;;;;;
142;7411.5 Octrooi-, merken- en mod.bureaus;10 tot 100 werkzame personen;1999;;;;;;;;;;;;;;;;;;;;;;;;;
143;7411.5 Octrooi-, merken- en mod.bureaus;10 tot 100 werkzame personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;
144;7411.5 Octrooi-, merken- en mod.bureaus;10 tot 100 werkzame personen;2001;16.0;103.4;7.0;;;;91.0;0.0;;1.0;80.5;36.0;2.7;41.9;24.0;0.8;2.1;25.3;512.0;479.0;21.0;0.0;0.0;11.0;0.0
145;7411.5 Octrooi-, merken- en mod.bureaus;100 en meer werkzame personen;1997;;;;;;;;;;;;;;;;;;;;;;;;;
146;7411.5 Octrooi-, merken- en mod.bureaus;100 en meer werkzame personen;1998;;;;;;;;;;;;;;;;;;;;;;;;;
147;7411.5 Octrooi-, merken- en mod.bureaus;100 en meer werkzame personen;1999;;;;;;;;;;;;;;;;;;;;;;;;;
148;7411.5 Octrooi-, merken- en mod.bureaus;100 en meer werkzame personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;
149;7411.5 Octrooi-, merken- en mod.bureaus;100 en meer werkzame personen;2001;3.0;42.6;0.0;;;;96.0;3.0;;2.0;36.9;22.0;2.1;12.8;5.7;1.3;0.1;4.6;537.0;467.0;21.0;0.0;38.0;12.0;0.0
150;7411.2 Stichtingen rechtsbijstand;Alle ondernemingen;1997;23.0;30.6;100.0;;;;;;;;31.1;23.5;1.0;6.5;-0.5;;;-0.5;716.0;716.0;0.0;0.0;0.0;0.0;0.0
151;7411.2 Stichtingen rechtsbijstand;Alle ondernemingen;1998;21.0;32.1;100.0;;;;;;;;32.1;24.7;1.1;6.2;0.0;;;0.0;805.0;767.0;0.0;0.0;0.0;20.0;18.0
152;7411.2 Stichtingen rechtsbijstand;Alle ondernemingen;1999;21.0;36.8;100.0;;;;;;;;36.8;28.7;1.3;6.8;0.0;;;0.0;864.0;823.0;0.0;0.0;0.0;32.0;9.0
153;7411.2 Stichtingen rechtsbijstand;Alle ondernemingen;2000;20.0;42.4;100.0;;;;;;;;42.4;32.4;1.9;8.2;0.0;;;0.0;965.0;931.0;0.0;0.0;0.0;23.0;11.0
154;7411.2 Stichtingen rechtsbijstand;Alle ondernemingen;2001;16.0;26.6;100.0;;;;;;;;26.6;19.0;1.1;6.6;0.0;;;0.0;620.0;611.0;0.0;0.0;0.0;5.0;5.0
155;7411.2 Stichtingen rechtsbijstand;2 tot 10 werkzame personen;1997;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
156;7411.2 Stichtingen rechtsbijstand;2 tot 10 werkzame personen;1998;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
157;7411.2 Stichtingen rechtsbijstand;2 tot 10 werkzame personen;1999;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;7411.2 Stichtingen rechtsbijstand;2 tot 10 werkzame personen;2000;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159;7411.2 Stichtingen rechtsbijstand;2 tot 10 werkzame personen;2001;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
160;7411.2 Stichtingen rechtsbijstand;10 en meer werkzame personen;1997;23.0;30.6;100.0;;;;;;;;31.1;23.5;1.0;6.5;-0.5;;;-0.5;716.0;716.0;0.0;0.0;0.0;0.0;0.0
161;7411.2 Stichtingen rechtsbijstand;10 en meer werkzame personen;1998;21.0;32.1;100.0;;;;;;;;32.1;24.7;1.1;6.2;0.0;;;0.0;805.0;767.0;0.0;0.0;0.0;20.0;18.0
162;7411.2 Stichtingen rechtsbijstand;10 en meer werkzame personen;1999;21.0;36.8;100.0;;;;;;;;36.8;28.7;1.3;6.8;0.0;;;0.0;864.0;823.0;0.0;0.0;0.0;32.0;9.0
163;7411.2 Stichtingen rechtsbijstand;10 en meer werkzame personen;2000;20.0;42.4;100.0;;;;;;;;42.4;32.4;1.9;8.2;0.0;;;0.0;965.0;931.0;0.0;0.0;0.0;23.0;11.0
164;7411.2 Stichtingen rechtsbijstand;10 en meer werkzame personen;2001;16.0;26.6;100.0;;;;;;;;26.6;19.0;1.1;6.6;0.0;;;0.0;620.0;611.0;0.0;0.0;0.0;5.0;5.0
165;7411.2 Stichtingen rechtsbijstand;10 tot 100 werkzame personen;1997;;;;;;;;;;;;;;;;;;;;;;;;;
166;7411.2 Stichtingen rechtsbijstand;10 tot 100 werkzame personen;1998;;;;;;;;;;;;;;;;;;;;;;;;;
167;7411.2 Stichtingen rechtsbijstand;10 tot 100 werkzame personen;1999;;;;;;;;;;;;;;;;;;;;;;;;;
168;7411.2 Stichtingen rechtsbijstand;10 tot 100 werkzame personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;
169;7411.2 Stichtingen rechtsbijstand;10 tot 100 werkzame personen;2001;16.0;26.6;100.0;;;;;;;;26.6;19.0;1.1;6.6;0.0;;;0.0;620.0;611.0;0.0;0.0;0.0;5.0;5.0
170;7411.2 Stichtingen rechtsbijstand;100 en meer werkzame personen;1997;;;;;;;;;;;;;;;;;;;;;;;;;
171;7411.2 Stichtingen rechtsbijstand;100 en meer werkzame personen;1998;;;;;;;;;;;;;;;;;;;;;;;;;
172;7411.2 Stichtingen rechtsbijstand;100 en meer werkzame personen;1999;;;;;;;;;;;;;;;;;;;;;;;;;
173;7411.2 Stichtingen rechtsbijstand;100 en meer werkzame personen;2000;;;;;;;;;;;;;;;;;;;;;;;;;
174;7411.2 Stichtingen rechtsbijstand;100 en meer werkzame personen;2001;0.0;0.0;0.0;;;;;;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
