ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
8053;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2017;9580;6590;69.0;89.0;59.0;30.0;11.0;9.0;2.0
8054;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2018;9500;6600;69.0;89.0;59.0;30.0;11.0;9.0;2.0
8055;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2019;9420;6620;70.0;89.0;60.0;29.0;11.0;9.0;2.0
8056;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2020;9380;6510;69.0;89.0;64.0;25.0;11.0;9.0;2.0
8057;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2021;9250;6440;70.0;88.0;63.0;25.0;12.0;10.0;2.0
8058;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2022;9130;6480;71.0;88.0;62.0;26.0;12.0;10.0;2.0
8059;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westervoort;2023;9060;6470;71.0;87.0;62.0;25.0;13.0;11.0;2.0
8060;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2014;16890;10010;59.0;79.0;55.0;24.0;21.0;16.0;5.0
8061;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2015;16760;9950;59.0;79.0;53.0;26.0;21.0;16.0;5.0
8062;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2016;16690;9920;59.0;79.0;52.0;27.0;21.0;16.0;5.0
8063;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2017;16710;10070;60.0;79.0;51.0;29.0;21.0;16.0;5.0
8064;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2018;16720;10270;61.0;80.0;51.0;29.0;20.0;15.0;5.0
8065;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2019;16670;10450;63.0;80.0;51.0;29.0;20.0;16.0;4.0
8066;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2020;16680;10410;62.0;80.0;57.0;23.0;20.0;15.0;5.0
8067;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2021;16630;10460;63.0;80.0;56.0;24.0;20.0;15.0;5.0
8068;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2022;16470;10590;64.0;80.0;56.0;24.0;20.0;15.0;5.0
8069;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westerwolde;2023;16300;10610;65.0;80.0;56.0;24.0;20.0;15.0;5.0
8070;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2014;66420;48720;73.0;81.0;58.0;23.0;19.0;12.0;7.0
8071;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2015;66380;48950;74.0;81.0;58.0;24.0;19.0;13.0;6.0
8072;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2016;66720;49570;74.0;81.0;57.0;24.0;19.0;13.0;6.0
8073;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2017;66980;50480;75.0;81.0;56.0;25.0;19.0;13.0;6.0
8074;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2018;67490;51460;76.0;81.0;56.0;25.0;19.0;13.0;6.0
8075;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2019;67740;52160;77.0;81.0;56.0;25.0;19.0;13.0;6.0
8076;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2020;67890;52140;77.0;81.0;59.0;22.0;19.0;14.0;5.0
8077;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2021;67950;52510;77.0;81.0;59.0;22.0;19.0;14.0;5.0
8078;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2022;67600;53040;78.0;81.0;59.0;22.0;19.0;14.0;5.0
8079;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Westland;2023;67370;53100;79.0;81.0;59.0;22.0;19.0;15.0;4.0
8080;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2014;17350;11270;65.0;78.0;52.0;26.0;22.0;17.0;5.0
8081;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2015;17250;11370;66.0;78.0;50.0;27.0;22.0;17.0;5.0
8082;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2016;17230;11430;66.0;78.0;50.0;28.0;22.0;17.0;5.0
8083;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2017;17320;11630;67.0;78.0;50.0;28.0;22.0;17.0;5.0
8084;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2018;17390;11900;68.0;78.0;50.0;29.0;22.0;16.0;6.0
8085;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2019;17380;12050;69.0;80.0;51.0;29.0;20.0;15.0;5.0
8086;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2020;17390;12020;69.0;80.0;56.0;24.0;20.0;16.0;4.0
8087;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2021;17450;12240;70.0;80.0;56.0;24.0;20.0;16.0;4.0
8088;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2022;17390;12410;71.0;80.0;55.0;25.0;20.0;16.0;4.0
8089;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Weststellingwerf;2023;17300;12480;72.0;80.0;56.0;24.0;20.0;16.0;4.0
8090;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2014;16330;11460;70.0;82.0;59.0;23.0;18.0;13.0;5.0
8091;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2015;16300;11570;71.0;82.0;57.0;25.0;18.0;12.0;6.0
8092;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2016;16400;11760;72.0;83.0;57.0;26.0;17.0;12.0;5.0
8093;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2017;16490;12010;73.0;83.0;56.0;27.0;17.0;12.0;5.0
8094;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2018;16480;12180;74.0;83.0;56.0;28.0;17.0;11.0;6.0
8095;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2019;16500;12380;75.0;83.0;56.0;28.0;17.0;11.0;6.0
8096;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2020;16530;12400;75.0;83.0;60.0;23.0;17.0;11.0;6.0
8097;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2021;16540;12580;76.0;83.0;60.0;23.0;17.0;12.0;5.0
8098;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2022;16520;12780;77.0;83.0;59.0;24.0;17.0;12.0;5.0
8099;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wierden;2023;16450;12820;78.0;83.0;60.0;23.0;17.0;12.0;5.0
8100;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2014;26980;18450;68.0;85.0;60.0;25.0;15.0;11.0;4.0
8101;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2015;26890;18560;69.0;85.0;58.0;27.0;15.0;11.0;4.0
8102;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2016;26940;18710;69.0;85.0;58.0;27.0;15.0;11.0;4.0
8103;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2017;26880;18900;70.0;84.0;57.0;27.0;16.0;11.0;5.0
8104;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2018;26970;19150;71.0;85.0;57.0;28.0;15.0;11.0;4.0
8105;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2019;27000;19430;72.0;85.0;57.0;28.0;15.0;11.0;4.0
8106;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2020;26970;19350;72.0;85.0;61.0;24.0;15.0;11.0;4.0
8107;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2021;26860;19460;72.0;85.0;61.0;24.0;15.0;11.0;4.0
8108;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2022;26680;19790;74.0;85.0;60.0;25.0;15.0;12.0;3.0
8109;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijchen;2023;26450;19800;75.0;85.0;60.0;25.0;15.0;12.0;3.0
8110;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2014;14880;9970;67.0;74.0;53.0;21.0;26.0;19.0;7.0
8111;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2015;14870;9990;67.0;74.0;52.0;22.0;26.0;19.0;7.0
8112;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2016;14930;10160;68.0;74.0;52.0;22.0;26.0;19.0;7.0
8113;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2017;14980;10400;69.0;74.0;51.0;23.0;26.0;19.0;7.0
8114;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2018;15100;10690;71.0;74.0;50.0;24.0;26.0;19.0;7.0
8115;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2019;15190;10940;72.0;75.0;51.0;24.0;25.0;19.0;6.0
8116;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2020;15230;10930;72.0;74.0;53.0;21.0;26.0;20.0;6.0
8117;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2021;15140;10970;72.0;74.0;52.0;22.0;26.0;20.0;6.0
8118;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2022;14980;11130;74.0;74.0;52.0;22.0;26.0;21.0;5.0
8119;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijdemeren;2023;14810;11140;75.0;74.0;52.0;22.0;26.0;21.0;5.0
8120;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2014;15630;11120;71.0;83.0;59.0;23.0;17.0;13.0;4.0
8121;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2015;15730;11200;71.0;82.0;58.0;24.0;18.0;13.0;5.0
8122;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2016;15800;11270;71.0;82.0;58.0;25.0;18.0;13.0;5.0
8123;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2017;15910;11490;72.0;83.0;57.0;26.0;17.0;13.0;4.0
8124;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2018;15920;11600;73.0;83.0;57.0;26.0;17.0;13.0;4.0
8125;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2019;15940;11750;74.0;83.0;57.0;26.0;17.0;13.0;4.0
8126;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2020;15910;11620;73.0;83.0;60.0;22.0;17.0;13.0;4.0
8127;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2021;15810;11610;73.0;83.0;60.0;23.0;17.0;13.0;4.0
8128;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2022;15620;11640;75.0;82.0;58.0;24.0;18.0;14.0;4.0
8129;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wijk bij Duurstede;2023;15400;11570;75.0;82.0;59.0;23.0;18.0;14.0;4.0
8130;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2014;18000;12430;69.0;82.0;61.0;21.0;18.0;13.0;5.0
8131;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2015;18030;12540;70.0;82.0;58.0;24.0;18.0;13.0;5.0
8132;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2016;18090;12640;70.0;82.0;58.0;25.0;18.0;13.0;5.0
8133;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2017;18080;12770;71.0;82.0;57.0;25.0;18.0;13.0;5.0
8134;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2018;18130;12980;72.0;83.0;56.0;26.0;17.0;13.0;4.0
8135;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2019;18140;13090;72.0;83.0;56.0;27.0;17.0;13.0;4.0
8136;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2020;18120;13020;72.0;83.0;58.0;25.0;17.0;13.0;4.0
8137;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2021;18120;13120;72.0;83.0;58.0;25.0;17.0;13.0;4.0
8138;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2022;17990;13300;74.0;83.0;57.0;26.0;17.0;12.0;5.0
8139;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Winterswijk;2023;17850;13320;75.0;83.0;57.0;26.0;17.0;13.0;4.0
8140;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2014;13060;8330;64.0;85.0;62.0;23.0;15.0;11.0;4.0
8141;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2015;12930;8330;64.0;84.0;60.0;24.0;16.0;11.0;5.0
8142;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2016;12810;8310;65.0;84.0;59.0;25.0;16.0;12.0;4.0
8143;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2017;12710;8430;66.0;84.0;58.0;26.0;16.0;11.0;5.0
8144;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2018;12570;8480;67.0;84.0;58.0;26.0;16.0;11.0;5.0
8145;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2019;12400;8480;68.0;84.0;58.0;26.0;16.0;12.0;4.0
8146;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2020;12250;8370;68.0;84.0;61.0;23.0;16.0;12.0;4.0
8147;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2021;12160;8440;69.0;83.0;61.0;22.0;17.0;12.0;5.0
8148;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2022;12040;8520;71.0;83.0;61.0;23.0;17.0;12.0;5.0
8149;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woensdrecht;2023;11850;8490;72.0;83.0;62.0;21.0;17.0;12.0;5.0
8150;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2014;31840;22860;72.0;83.0;61.0;22.0;17.0;13.0;4.0
8151;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2015;31910;23030;72.0;83.0;59.0;24.0;17.0;13.0;4.0
8152;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2016;32160;23350;73.0;83.0;58.0;25.0;17.0;13.0;4.0
8153;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2017;32240;23610;73.0;83.0;57.0;26.0;17.0;13.0;4.0
8154;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2018;32240;23890;74.0;83.0;57.0;26.0;17.0;13.0;4.0
8155;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2019;32270;24150;75.0;83.0;56.0;27.0;17.0;13.0;4.0
8156;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2020;32340;24010;74.0;83.0;60.0;23.0;17.0;13.0;4.0
8157;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2021;32260;24210;75.0;83.0;59.0;23.0;17.0;14.0;3.0
8158;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2022;31930;24510;77.0;83.0;58.0;24.0;17.0;13.0;4.0
8159;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woerden;2023;31710;24610;78.0;83.0;59.0;24.0;17.0;14.0;3.0
8160;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2014;16440;11360;69.0;77.0;53.0;24.0;23.0;17.0;6.0
8161;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2015;16500;11520;70.0;77.0;52.0;25.0;23.0;17.0;6.0
8162;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2016;16560;11660;70.0;77.0;51.0;26.0;23.0;17.0;6.0
8163;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2017;16650;11900;71.0;77.0;51.0;27.0;23.0;17.0;6.0
8164;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2018;16820;12190;72.0;78.0;50.0;27.0;22.0;17.0;5.0
8165;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2019;16900;12410;73.0;78.0;51.0;27.0;22.0;17.0;5.0
8166;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2020;16940;12390;73.0;78.0;55.0;22.0;22.0;17.0;5.0
8167;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2021;16920;12490;74.0;78.0;55.0;23.0;22.0;17.0;5.0
8168;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2022;16830;12610;75.0;77.0;55.0;23.0;23.0;18.0;5.0
8169;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;De Wolden;2023;16690;12520;75.0;77.0;56.0;22.0;23.0;18.0;5.0
8170;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2014;10390;6920;67.0;83.0;59.0;24.0;17.0;12.0;5.0
8171;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2015;10330;6950;67.0;83.0;57.0;26.0;17.0;12.0;5.0
8172;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2016;10280;7050;69.0;83.0;56.0;27.0;17.0;12.0;5.0
8173;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2017;10390;7260;70.0;84.0;56.0;28.0;16.0;12.0;4.0
8174;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2018;10470;7400;71.0;83.0;56.0;28.0;17.0;13.0;4.0
8175;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2019;10440;7500;72.0;83.0;56.0;28.0;17.0;13.0;4.0
8176;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2020;10320;7340;71.0;83.0;60.0;23.0;17.0;13.0;4.0
8177;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2021;10270;7360;72.0;83.0;60.0;23.0;17.0;13.0;4.0
8178;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2022;10160;7440;73.0;83.0;59.0;24.0;17.0;13.0;4.0
8179;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Wormerland;2023;10010;7440;74.0;82.0;59.0;23.0;18.0;14.0;4.0
8180;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2014;7920;5660;72.0;82.0;59.0;23.0;18.0;13.0;5.0
8181;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2015;7930;5690;72.0;82.0;58.0;24.0;18.0;13.0;5.0
8182;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2016;7980;5790;73.0;82.0;57.0;25.0;18.0;13.0;5.0
8183;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2017;8070;5950;74.0;82.0;56.0;26.0;18.0;13.0;5.0
8184;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2018;8200;6140;75.0;83.0;56.0;27.0;17.0;12.0;5.0
8185;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2019;8260;6310;76.0;83.0;56.0;27.0;17.0;13.0;4.0
8186;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2020;8360;6360;76.0;83.0;59.0;24.0;17.0;13.0;4.0
8187;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2021;8480;6520;77.0;82.0;59.0;24.0;18.0;13.0;5.0
8188;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2022;8560;6730;79.0;82.0;58.0;24.0;18.0;14.0;4.0
8189;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Woudenberg;2023;8650;6850;79.0;82.0;59.0;23.0;18.0;14.0;4.0
8190;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2014;80050;53640;67.0;87.0;60.0;26.0;13.0;11.0;2.0
8191;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2015;79660;53620;67.0;86.0;59.0;27.0;14.0;11.0;3.0
8192;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2016;79480;53780;68.0;86.0;58.0;28.0;14.0;11.0;3.0
8193;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2017;79090;54150;68.0;86.0;57.0;29.0;14.0;11.0;3.0
8194;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2018;78450;54520;70.0;86.0;57.0;29.0;14.0;11.0;3.0
8195;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2019;77490;54450;70.0;86.0;58.0;28.0;14.0;11.0;3.0
8196;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2020;76480;53300;70.0;86.0;62.0;24.0;14.0;11.0;3.0
8197;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2021;75170;52900;70.0;86.0;61.0;24.0;14.0;12.0;2.0
8198;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2022;73480;53000;72.0;85.0;60.0;25.0;15.0;12.0;3.0
8199;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaanstad;2023;72170;52680;73.0;85.0;60.0;25.0;15.0;12.0;3.0
8200;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2014;17620;12280;70.0;79.0;56.0;23.0;21.0;15.0;6.0
8201;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2015;17660;12410;70.0;79.0;54.0;25.0;21.0;15.0;6.0
8202;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2016;17730;12570;71.0;79.0;54.0;25.0;21.0;15.0;6.0
8203;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2017;17780;12790;72.0;79.0;53.0;26.0;21.0;15.0;6.0
8204;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2018;17910;13120;73.0;79.0;53.0;27.0;21.0;15.0;6.0
8205;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2019;18030;13420;74.0;80.0;52.0;27.0;20.0;15.0;5.0
8206;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2020;18220;13510;74.0;79.0;56.0;23.0;21.0;15.0;6.0
8207;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2021;18410;13760;75.0;79.0;56.0;23.0;21.0;15.0;6.0
8208;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2022;18450;14060;76.0;79.0;55.0;25.0;21.0;15.0;6.0
8209;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zaltbommel;2023;18310;14100;77.0;79.0;55.0;24.0;21.0;15.0;6.0
8210;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2014;9690;6000;62.0;76.0;52.0;24.0;24.0;17.0;7.0
8211;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2015;9690;6020;62.0;76.0;51.0;25.0;24.0;18.0;6.0
8212;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2016;9740;6080;62.0;76.0;50.0;25.0;24.0;18.0;6.0
8213;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2017;9730;6190;64.0;76.0;50.0;26.0;24.0;18.0;6.0
8214;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2018;9680;6240;64.0;76.0;50.0;26.0;24.0;18.0;6.0
8215;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2019;9590;6300;66.0;75.0;49.0;26.0;25.0;19.0;6.0
8216;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2020;9520;6200;65.0;75.0;53.0;22.0;25.0;20.0;5.0
8217;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2021;9420;6230;66.0;75.0;52.0;23.0;25.0;20.0;5.0
8218;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2022;9290;6350;68.0;74.0;50.0;24.0;26.0;21.0;5.0
8219;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zandvoort;2023;9170;6320;69.0;74.0;50.0;24.0;26.0;21.0;5.0
8220;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2014;13580;9890;73.0;81.0;55.0;26.0;19.0;14.0;5.0
8221;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2015;13610;9950;73.0;80.0;53.0;27.0;20.0;15.0;5.0
8222;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2016;13650;10090;74.0;81.0;53.0;28.0;19.0;15.0;4.0
8223;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2017;13680;10220;75.0;81.0;52.0;29.0;19.0;14.0;5.0
8224;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2018;13770;10410;76.0;82.0;52.0;30.0;18.0;14.0;4.0
8225;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2019;13890;10630;77.0;81.0;52.0;30.0;19.0;14.0;5.0
8226;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2020;14000;10590;76.0;81.0;57.0;25.0;19.0;14.0;5.0
8227;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2021;14210;10840;76.0;82.0;56.0;25.0;18.0;14.0;4.0
8228;Totaal mannen en vrouwen;Totaal personen;Totaal;Nederland;Zeewolde;2022;14250;11090;78.0;82.0;55.0;26.0;18.0;14.0;4.0
