ID;Geslacht;Leeftijd;Studierichting;Opleidingsvorm;Perioden;Ingeschrevenen_1;TotaalEerstejaars_2;DiplomaVwo_3;DiplomaHboBachelor_4;PropedeuseHbo_5;OverigeOpleiding_6;DoctoraalOfMaster_7;Bachelor_8;Gepromoveerden_9
6125;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;5.0;;;;;;;;
6126;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;11.0;;;;;;;;
6127;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;12.0;;;;;;;;
6128;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;11.0;;;;;;;;
6129;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;16.0;;;;;;;;
6130;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;11.0;;;;;;;;
6131;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;13.0;;;;;;;;
6132;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;13.0;;;;;;;;
6133;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;24.0;;;;;;;;
6134;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;15.0;;;;;;;;
6135;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;8.0;;;;;;;;
6136;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;18.0;;;;;;;;
6137;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;19.0;;;;;;;;
6138;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;15.0;;;;;;;;
6139;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;17.0;;;;;;;;
6140;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;20.0;;;;;;;;
6141;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;21.0;;;;;;;;
6142;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;21.0;;;;;;;;
6143;Vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;29.0;;;;;;;;
6144;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1990/'91;1.0;;;;;;;;
6145;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1991/'92;0.0;;;;;;;;
6146;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1992/'93;5.0;;;;;;;;
6147;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1993/'94;2.0;;;;;;;;
6148;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1994/'95;5.0;;;;;;;;
6149;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1995/'96;5.0;;;;;;;;
6150;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1996/'97;11.0;;;;;;;;
6151;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1997/'98;12.0;;;;;;;;
6152;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1998/'99;11.0;;;;;;;;
6153;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1999/'00;16.0;;;;;;;;
6154;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2000/'01;11.0;;;;;;;;
6155;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2001/'02;13.0;;;;;;;;
6156;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2002/'03;13.0;;;;;;;;
6157;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2003/'04;24.0;;;;;;;;
6158;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2004/'05;15.0;;;;;;;;
6159;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2005/'06;8.0;;;;;;;;
6160;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2006/'07;18.0;;;;;;;;
6161;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2007/'08;19.0;;;;;;;;
6162;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2008/'09;15.0;;;;;;;;
6163;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2009/'10;17.0;;;;;;;;
6164;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2010/'11;20.0;;;;;;;;
6165;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2011/'12;21.0;;;;;;;;
6166;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2012/'13;21.0;;;;;;;;
6167;Vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2013/'14;29.0;;;;;;;;
6168;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
6169;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
6170;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
6171;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
6172;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
6173;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
6174;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
6175;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
6176;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
6177;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
6178;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
6179;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
6180;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
6181;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
6182;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
6183;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
6184;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
6185;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
6186;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
6187;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
6188;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
6189;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
6190;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
6191;Vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
6192;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1990/'91;29.0;;;;;;;;
6193;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1991/'92;26.0;;;;;;;;
6194;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1992/'93;23.0;;;;;;;;
6195;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1993/'94;12.0;;;;;;;;
6196;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1994/'95;13.0;;;;;;;;
6197;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1995/'96;13.0;;;;;;;;
6198;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1996/'97;17.0;;;;;;;;
6199;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1997/'98;8.0;;;;;;;;
6200;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1998/'99;9.0;;;;;;;;
6201;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1999/'00;9.0;;;;;;;;
6202;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2000/'01;10.0;;;;;;;;
6203;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2001/'02;10.0;;;;;;;;
6204;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2002/'03;10.0;;;;;;;;
6205;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2003/'04;12.0;;;;;;;;
6206;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2004/'05;13.0;;;;;;;;
6207;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2005/'06;6.0;;;;;;;;
6208;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2006/'07;5.0;;;;;;;;
6209;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2007/'08;13.0;;;;;;;;
6210;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2008/'09;15.0;;;;;;;;
6211;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2009/'10;10.0;;;;;;;;
6212;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2010/'11;7.0;;;;;;;;
6213;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2011/'12;14.0;;;;;;;;
6214;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2012/'13;9.0;;;;;;;;
6215;Vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2013/'14;9.0;;;;;;;;
6216;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1990/'91;29.0;;;;;;;;
6217;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1991/'92;25.0;;;;;;;;
6218;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1992/'93;18.0;;;;;;;;
6219;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1993/'94;10.0;;;;;;;;
6220;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1994/'95;12.0;;;;;;;;
6221;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1995/'96;13.0;;;;;;;;
6222;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1996/'97;14.0;;;;;;;;
6223;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1997/'98;8.0;;;;;;;;
6224;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1998/'99;8.0;;;;;;;;
6225;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;1999/'00;9.0;;;;;;;;
6226;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2000/'01;10.0;;;;;;;;
6227;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2001/'02;9.0;;;;;;;;
6228;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2002/'03;8.0;;;;;;;;
6229;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2003/'04;9.0;;;;;;;;
6230;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2004/'05;10.0;;;;;;;;
6231;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2005/'06;2.0;;;;;;;;
6232;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2006/'07;5.0;;;;;;;;
6233;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2007/'08;9.0;;;;;;;;
6234;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2008/'09;14.0;;;;;;;;
6235;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2009/'10;9.0;;;;;;;;
6236;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2010/'11;7.0;;;;;;;;
6237;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2011/'12;13.0;;;;;;;;
6238;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2012/'13;7.0;;;;;;;;
6239;Vrouwen;25 jaar;Theologie;Voltijdonderwijs;2013/'14;9.0;;;;;;;;
6240;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1990/'91;0.0;;;;;;;;
6241;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1991/'92;1.0;;;;;;;;
6242;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1992/'93;5.0;;;;;;;;
6243;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1993/'94;2.0;;;;;;;;
6244;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1994/'95;1.0;;;;;;;;
6245;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1995/'96;0.0;;;;;;;;
6246;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1996/'97;3.0;;;;;;;;
6247;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1997/'98;0.0;;;;;;;;
6248;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1998/'99;1.0;;;;;;;;
6249;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;1999/'00;0.0;;;;;;;;
6250;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2000/'01;0.0;;;;;;;;
6251;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2001/'02;1.0;;;;;;;;
6252;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2002/'03;2.0;;;;;;;;
6253;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2003/'04;3.0;;;;;;;;
6254;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2004/'05;3.0;;;;;;;;
6255;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2005/'06;4.0;;;;;;;;
6256;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2006/'07;0.0;;;;;;;;
6257;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2007/'08;4.0;;;;;;;;
6258;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2008/'09;1.0;;;;;;;;
6259;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2009/'10;1.0;;;;;;;;
6260;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2010/'11;0.0;;;;;;;;
6261;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2011/'12;1.0;;;;;;;;
6262;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2012/'13;2.0;;;;;;;;
6263;Vrouwen;25 jaar;Theologie;Deeltijdonderwijs;2013/'14;0.0;;;;;;;;
6264;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1990/'91;2.0;;;;;;;;
6265;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1991/'92;1.0;;;;;;;;
6266;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1992/'93;0.0;;;;;;;;
6267;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1993/'94;4.0;;;;;;;;
6268;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1994/'95;3.0;;;;;;;;
6269;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;5.0;;;;;;;;
6270;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;6.0;;;;;;;;
6271;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;11.0;;;;;;;;
6272;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;11.0;;;;;;;;
6273;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;15.0;;;;;;;;
6274;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;13.0;;;;;;;;
6275;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;10.0;;;;;;;;
6276;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;15.0;;;;;;;;
6277;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;11.0;;;;;;;;
6278;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;23.0;;;;;;;;
6279;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;3.0;;;;;;;;
6280;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;17.0;;;;;;;;
6281;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;18.0;;;;;;;;
6282;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;17.0;;;;;;;;
6283;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;19.0;;;;;;;;
6284;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;13.0;;;;;;;;
6285;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;23.0;;;;;;;;
6286;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;18.0;;;;;;;;
6287;Vrouwen;25 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;19.0;;;;;;;;
6288;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1990/'91;2.0;;;;;;;;
6289;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1991/'92;1.0;;;;;;;;
6290;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1992/'93;0.0;;;;;;;;
6291;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1993/'94;4.0;;;;;;;;
6292;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1994/'95;3.0;;;;;;;;
6293;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1995/'96;5.0;;;;;;;;
6294;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1996/'97;6.0;;;;;;;;
6295;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1997/'98;11.0;;;;;;;;
6296;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1998/'99;11.0;;;;;;;;
6297;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;1999/'00;15.0;;;;;;;;
6298;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2000/'01;13.0;;;;;;;;
6299;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2001/'02;10.0;;;;;;;;
6300;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2002/'03;15.0;;;;;;;;
6301;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2003/'04;11.0;;;;;;;;
6302;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2004/'05;23.0;;;;;;;;
6303;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2005/'06;3.0;;;;;;;;
6304;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2006/'07;17.0;;;;;;;;
6305;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2007/'08;18.0;;;;;;;;
6306;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2008/'09;17.0;;;;;;;;
6307;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2009/'10;19.0;;;;;;;;
6308;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2010/'11;13.0;;;;;;;;
6309;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2011/'12;23.0;;;;;;;;
6310;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2012/'13;18.0;;;;;;;;
6311;Vrouwen;25 jaar;Humanistiek;Voltijdonderwijs;2013/'14;19.0;;;;;;;;
6312;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
6313;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
6314;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
6315;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
6316;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
6317;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
6318;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
6319;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
6320;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
6321;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
6322;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
6323;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
6324;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
6325;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
6326;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
6327;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
6328;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
6329;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
6330;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
6331;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
6332;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
6333;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
6334;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
6335;Vrouwen;25 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
6336;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1990/'91;32.0;;;;;;;;
6337;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1991/'92;25.0;;;;;;;;
6338;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1992/'93;23.0;;;;;;;;
6339;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1993/'94;20.0;;;;;;;;
6340;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1994/'95;7.0;;;;;;;;
6341;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1995/'96;12.0;;;;;;;;
6342;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1996/'97;14.0;;;;;;;;
6343;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1997/'98;14.0;;;;;;;;
6344;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1998/'99;8.0;;;;;;;;
6345;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;1999/'00;8.0;;;;;;;;
6346;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2000/'01;10.0;;;;;;;;
6347;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2001/'02;9.0;;;;;;;;
6348;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2002/'03;7.0;;;;;;;;
6349;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2003/'04;5.0;;;;;;;;
6350;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2004/'05;11.0;;;;;;;;
6351;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2005/'06;9.0;;;;;;;;
6352;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2006/'07;1.0;;;;;;;;
6353;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2007/'08;10.0;;;;;;;;
6354;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2008/'09;9.0;;;;;;;;
6355;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2009/'10;12.0;;;;;;;;
6356;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2010/'11;8.0;;;;;;;;
6357;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2011/'12;5.0;;;;;;;;
6358;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2012/'13;9.0;;;;;;;;
6359;Vrouwen;26 jaar;Theologie;Totaal opleidingsvorm;2013/'14;2.0;;;;;;;;
6360;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1990/'91;30.0;;;;;;;;
6361;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1991/'92;24.0;;;;;;;;
6362;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1992/'93;21.0;;;;;;;;
6363;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1993/'94;16.0;;;;;;;;
6364;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1994/'95;7.0;;;;;;;;
6365;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1995/'96;11.0;;;;;;;;
6366;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1996/'97;14.0;;;;;;;;
6367;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1997/'98;11.0;;;;;;;;
6368;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1998/'99;8.0;;;;;;;;
6369;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;1999/'00;7.0;;;;;;;;
6370;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2000/'01;8.0;;;;;;;;
6371;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2001/'02;9.0;;;;;;;;
6372;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2002/'03;7.0;;;;;;;;
6373;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2003/'04;4.0;;;;;;;;
6374;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2004/'05;9.0;;;;;;;;
6375;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2005/'06;7.0;;;;;;;;
6376;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2006/'07;1.0;;;;;;;;
6377;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2007/'08;10.0;;;;;;;;
6378;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2008/'09;7.0;;;;;;;;
6379;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2009/'10;11.0;;;;;;;;
6380;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2010/'11;7.0;;;;;;;;
6381;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2011/'12;5.0;;;;;;;;
6382;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2012/'13;8.0;;;;;;;;
6383;Vrouwen;26 jaar;Theologie;Voltijdonderwijs;2013/'14;1.0;;;;;;;;
6384;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1990/'91;2.0;;;;;;;;
6385;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1991/'92;1.0;;;;;;;;
6386;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1992/'93;2.0;;;;;;;;
6387;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1993/'94;4.0;;;;;;;;
6388;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1994/'95;0.0;;;;;;;;
6389;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1995/'96;1.0;;;;;;;;
6390;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1996/'97;0.0;;;;;;;;
6391;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1997/'98;3.0;;;;;;;;
6392;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1998/'99;0.0;;;;;;;;
6393;Vrouwen;26 jaar;Theologie;Deeltijdonderwijs;1999/'00;1.0;;;;;;;;
