ID;Geslacht;Leeftijd;Studierichting;Opleidingsvorm;Perioden;Ingeschrevenen_1;TotaalEerstejaars_2;DiplomaVwo_3;DiplomaHboBachelor_4;PropedeuseHbo_5;OverigeOpleiding_6;DoctoraalOfMaster_7;Bachelor_8;Gepromoveerden_9
1077;Totaal mannen en vrouwen;23 jaar;Theologie;Deeltijdonderwijs;2011/'12;1.0;;;;;;;;
1078;Totaal mannen en vrouwen;23 jaar;Theologie;Deeltijdonderwijs;2012/'13;0.0;;;;;;;;
1079;Totaal mannen en vrouwen;23 jaar;Theologie;Deeltijdonderwijs;2013/'14;0.0;;;;;;;;
1080;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1990/'91;0.0;;;;;;;;
1081;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1991/'92;6.0;;;;;;;;
1082;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1992/'93;11.0;;;;;;;;
1083;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1993/'94;7.0;;;;;;;;
1084;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1994/'95;8.0;;;;;;;;
1085;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;13.0;;;;;;;;
1086;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;13.0;;;;;;;;
1087;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;11.0;;;;;;;;
1088;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;22.0;;;;;;;;
1089;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;17.0;;;;;;;;
1090;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;16.0;;;;;;;;
1091;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;22.0;;;;;;;;
1092;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;30.0;;;;;;;;
1093;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;22.0;;;;;;;;
1094;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;23.0;;;;;;;;
1095;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;14.0;;;;;;;;
1096;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;30.0;;;;;;;;
1097;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;24.0;;;;;;;;
1098;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;28.0;;;;;;;;
1099;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;35.0;;;;;;;;
1100;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;33.0;;;;;;;;
1101;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;34.0;;;;;;;;
1102;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;30.0;;;;;;;;
1103;Totaal mannen en vrouwen;23 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;36.0;;;;;;;;
1104;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1990/'91;0.0;;;;;;;;
1105;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1991/'92;6.0;;;;;;;;
1106;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1992/'93;11.0;;;;;;;;
1107;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1993/'94;7.0;;;;;;;;
1108;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1994/'95;8.0;;;;;;;;
1109;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1995/'96;13.0;;;;;;;;
1110;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1996/'97;13.0;;;;;;;;
1111;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1997/'98;11.0;;;;;;;;
1112;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1998/'99;22.0;;;;;;;;
1113;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;1999/'00;17.0;;;;;;;;
1114;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2000/'01;16.0;;;;;;;;
1115;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2001/'02;22.0;;;;;;;;
1116;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2002/'03;30.0;;;;;;;;
1117;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2003/'04;22.0;;;;;;;;
1118;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2004/'05;23.0;;;;;;;;
1119;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2005/'06;14.0;;;;;;;;
1120;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2006/'07;30.0;;;;;;;;
1121;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2007/'08;24.0;;;;;;;;
1122;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2008/'09;28.0;;;;;;;;
1123;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2009/'10;35.0;;;;;;;;
1124;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2010/'11;33.0;;;;;;;;
1125;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2011/'12;34.0;;;;;;;;
1126;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2012/'13;30.0;;;;;;;;
1127;Totaal mannen en vrouwen;23 jaar;Humanistiek;Voltijdonderwijs;2013/'14;36.0;;;;;;;;
1128;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
1129;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
1130;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
1131;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
1132;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
1133;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
1134;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
1135;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
1136;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
1137;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
1138;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
1139;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
1140;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
1141;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
1142;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
1143;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
1144;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
1145;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
1146;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
1147;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
1148;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
1149;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
1150;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
1151;Totaal mannen en vrouwen;23 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
1152;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1990/'91;70.0;;;;;;;;
1153;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1991/'92;69.0;;;;;;;;
1154;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1992/'93;49.0;;;;;;;;
1155;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1993/'94;63.0;;;;;;;;
1156;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1994/'95;43.0;;;;;;;;
1157;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1995/'96;40.0;;;;;;;;
1158;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1996/'97;36.0;;;;;;;;
1159;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1997/'98;36.0;;;;;;;;
1160;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1998/'99;27.0;;;;;;;;
1161;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;1999/'00;45.0;;;;;;;;
1162;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2000/'01;26.0;;;;;;;;
1163;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2001/'02;37.0;;;;;;;;
1164;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2002/'03;35.0;;;;;;;;
1165;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2003/'04;32.0;;;;;;;;
1166;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2004/'05;33.0;;;;;;;;
1167;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2005/'06;33.0;;;;;;;;
1168;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2006/'07;27.0;;;;;;;;
1169;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2007/'08;42.0;;;;;;;;
1170;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2008/'09;31.0;;;;;;;;
1171;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2009/'10;25.0;;;;;;;;
1172;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2010/'11;34.0;;;;;;;;
1173;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2011/'12;38.0;;;;;;;;
1174;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2012/'13;31.0;;;;;;;;
1175;Totaal mannen en vrouwen;24 jaar;Theologie;Totaal opleidingsvorm;2013/'14;39.0;;;;;;;;
1176;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1990/'91;68.0;;;;;;;;
1177;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1991/'92;68.0;;;;;;;;
1178;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1992/'93;46.0;;;;;;;;
1179;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1993/'94;63.0;;;;;;;;
1180;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1994/'95;42.0;;;;;;;;
1181;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1995/'96;36.0;;;;;;;;
1182;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1996/'97;33.0;;;;;;;;
1183;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1997/'98;33.0;;;;;;;;
1184;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1998/'99;27.0;;;;;;;;
1185;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;1999/'00;41.0;;;;;;;;
1186;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2000/'01;26.0;;;;;;;;
1187;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2001/'02;35.0;;;;;;;;
1188;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2002/'03;32.0;;;;;;;;
1189;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2003/'04;30.0;;;;;;;;
1190;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2004/'05;29.0;;;;;;;;
1191;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2005/'06;31.0;;;;;;;;
1192;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2006/'07;26.0;;;;;;;;
1193;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2007/'08;39.0;;;;;;;;
1194;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2008/'09;31.0;;;;;;;;
1195;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2009/'10;25.0;;;;;;;;
1196;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2010/'11;34.0;;;;;;;;
1197;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2011/'12;37.0;;;;;;;;
1198;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2012/'13;30.0;;;;;;;;
1199;Totaal mannen en vrouwen;24 jaar;Theologie;Voltijdonderwijs;2013/'14;37.0;;;;;;;;
1200;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1990/'91;2.0;;;;;;;;
1201;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1991/'92;1.0;;;;;;;;
1202;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1992/'93;3.0;;;;;;;;
1203;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1993/'94;0.0;;;;;;;;
1204;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1994/'95;1.0;;;;;;;;
1205;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1995/'96;4.0;;;;;;;;
1206;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1996/'97;3.0;;;;;;;;
1207;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1997/'98;3.0;;;;;;;;
1208;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1998/'99;0.0;;;;;;;;
1209;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;1999/'00;4.0;;;;;;;;
1210;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2000/'01;0.0;;;;;;;;
1211;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2001/'02;2.0;;;;;;;;
1212;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2002/'03;3.0;;;;;;;;
1213;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2003/'04;2.0;;;;;;;;
1214;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2004/'05;4.0;;;;;;;;
1215;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2005/'06;2.0;;;;;;;;
1216;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2006/'07;1.0;;;;;;;;
1217;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2007/'08;3.0;;;;;;;;
1218;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2008/'09;0.0;;;;;;;;
1219;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2009/'10;0.0;;;;;;;;
1220;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2010/'11;0.0;;;;;;;;
1221;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2011/'12;1.0;;;;;;;;
1222;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2012/'13;1.0;;;;;;;;
1223;Totaal mannen en vrouwen;24 jaar;Theologie;Deeltijdonderwijs;2013/'14;2.0;;;;;;;;
1224;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1990/'91;3.0;;;;;;;;
1225;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1991/'92;2.0;;;;;;;;
1226;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1992/'93;6.0;;;;;;;;
1227;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1993/'94;7.0;;;;;;;;
1228;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1994/'95;9.0;;;;;;;;
1229;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1995/'96;11.0;;;;;;;;
1230;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1996/'97;14.0;;;;;;;;
1231;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1997/'98;19.0;;;;;;;;
1232;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1998/'99;14.0;;;;;;;;
1233;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;1999/'00;22.0;;;;;;;;
1234;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2000/'01;11.0;;;;;;;;
1235;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2001/'02;16.0;;;;;;;;
1236;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2002/'03;21.0;;;;;;;;
1237;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2003/'04;29.0;;;;;;;;
1238;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2004/'05;25.0;;;;;;;;
1239;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2005/'06;11.0;;;;;;;;
1240;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2006/'07;26.0;;;;;;;;
1241;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2007/'08;24.0;;;;;;;;
1242;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2008/'09;22.0;;;;;;;;
1243;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2009/'10;26.0;;;;;;;;
1244;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2010/'11;27.0;;;;;;;;
1245;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2011/'12;34.0;;;;;;;;
1246;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2012/'13;33.0;;;;;;;;
1247;Totaal mannen en vrouwen;24 jaar;Humanistiek;Totaal opleidingsvorm;2013/'14;39.0;;;;;;;;
1248;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1990/'91;3.0;;;;;;;;
1249;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1991/'92;2.0;;;;;;;;
1250;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1992/'93;6.0;;;;;;;;
1251;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1993/'94;7.0;;;;;;;;
1252;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1994/'95;9.0;;;;;;;;
1253;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1995/'96;11.0;;;;;;;;
1254;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1996/'97;14.0;;;;;;;;
1255;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1997/'98;19.0;;;;;;;;
1256;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1998/'99;14.0;;;;;;;;
1257;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;1999/'00;22.0;;;;;;;;
1258;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2000/'01;11.0;;;;;;;;
1259;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2001/'02;16.0;;;;;;;;
1260;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2002/'03;21.0;;;;;;;;
1261;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2003/'04;29.0;;;;;;;;
1262;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2004/'05;25.0;;;;;;;;
1263;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2005/'06;11.0;;;;;;;;
1264;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2006/'07;26.0;;;;;;;;
1265;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2007/'08;24.0;;;;;;;;
1266;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2008/'09;22.0;;;;;;;;
1267;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2009/'10;26.0;;;;;;;;
1268;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2010/'11;27.0;;;;;;;;
1269;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2011/'12;34.0;;;;;;;;
1270;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2012/'13;33.0;;;;;;;;
1271;Totaal mannen en vrouwen;24 jaar;Humanistiek;Voltijdonderwijs;2013/'14;39.0;;;;;;;;
1272;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1990/'91;;;;;;;;;
1273;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1991/'92;;;;;;;;;
1274;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1992/'93;;;;;;;;;
1275;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1993/'94;;;;;;;;;
1276;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1994/'95;;;;;;;;;
1277;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1995/'96;;;;;;;;;
1278;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1996/'97;;;;;;;;;
1279;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1997/'98;;;;;;;;;
1280;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1998/'99;;;;;;;;;
1281;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;1999/'00;;;;;;;;;
1282;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2000/'01;;;;;;;;;
1283;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2001/'02;;;;;;;;;
1284;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2002/'03;;;;;;;;;
1285;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2003/'04;;;;;;;;;
1286;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2004/'05;;;;;;;;;
1287;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2005/'06;;;;;;;;;
1288;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2006/'07;;;;;;;;;
1289;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2007/'08;;;;;;;;;
1290;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2008/'09;;;;;;;;;
1291;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2009/'10;;;;;;;;;
1292;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2010/'11;;;;;;;;;
1293;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2011/'12;;;;;;;;;
1294;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2012/'13;;;;;;;;;
1295;Totaal mannen en vrouwen;24 jaar;Humanistiek;Deeltijdonderwijs;2013/'14;;;;;;;;;
1296;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1990/'91;71.0;;;;;;;;
1297;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1991/'92;68.0;;;;;;;;
1298;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1992/'93;70.0;;;;;;;;
1299;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1993/'94;51.0;;;;;;;;
1300;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1994/'95;62.0;;;;;;;;
1301;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1995/'96;40.0;;;;;;;;
1302;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1996/'97;40.0;;;;;;;;
1303;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1997/'98;32.0;;;;;;;;
1304;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1998/'99;31.0;;;;;;;;
1305;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;1999/'00;21.0;;;;;;;;
1306;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2000/'01;40.0;;;;;;;;
1307;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2001/'02;25.0;;;;;;;;
1308;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2002/'03;38.0;;;;;;;;
1309;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2003/'04;35.0;;;;;;;;
1310;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2004/'05;41.0;;;;;;;;
1311;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2005/'06;31.0;;;;;;;;
1312;Totaal mannen en vrouwen;25 jaar;Theologie;Totaal opleidingsvorm;2006/'07;19.0;;;;;;;;
