ID;SITCEnergy;Countries;Periods;ImportValue_1;ExportValue_2
4022;0 Food and live animals;Belgium and Luxembourg (final year 1999);2000;;
4023;0 Food and live animals;Belgium and Luxembourg (final year 1999);2001;;
4024;0 Food and live animals;Belgium and Luxembourg (final year 1999);2002;;
4025;0 Food and live animals;Belgium and Luxembourg (final year 1999);2003;;
4026;0 Food and live animals;Belgium and Luxembourg (final year 1999);2004;;
4027;0 Food and live animals;Belgium and Luxembourg (final year 1999);2005;;
4028;0 Food and live animals;Belgium and Luxembourg (final year 1999);2006;;
4029;0 Food and live animals;Belgium and Luxembourg (final year 1999);2007;;
4030;0 Food and live animals;Belgium and Luxembourg (final year 1999);2008;;
4031;0 Food and live animals;Belgium and Luxembourg (final year 1999);2009;;
4032;0 Food and live animals;Belgium and Luxembourg (final year 1999);2010;;
4033;0 Food and live animals;Belgium and Luxembourg (final year 1999);2011;;
4034;0 Food and live animals;Belgium and Luxembourg (final year 1999);2012;;
4035;0 Food and live animals;Belgium and Luxembourg (final year 1999);2013;;
4036;0 Food and live animals;Belgium and Luxembourg (final year 1999);2014;;
4037;0 Food and live animals;Belgium and Luxembourg (final year 1999);2015;;
4038;0 Food and live animals;Belgium and Luxembourg (final year 1999);2016;;
4039;0 Food and live animals;Belgium and Luxembourg (final year 1999);2017;;
4040;1 Beverages and tobacco;Total countries;1917;;
4041;1 Beverages and tobacco;Total countries;1918;;
4042;1 Beverages and tobacco;Total countries;1919;;
4043;1 Beverages and tobacco;Total countries;1920;;
4044;1 Beverages and tobacco;Total countries;1921;;
4045;1 Beverages and tobacco;Total countries;1922;;
4046;1 Beverages and tobacco;Total countries;1923;;
4047;1 Beverages and tobacco;Total countries;1924;;
4048;1 Beverages and tobacco;Total countries;1925;;
4049;1 Beverages and tobacco;Total countries;1926;;
4050;1 Beverages and tobacco;Total countries;1927;;
4051;1 Beverages and tobacco;Total countries;1928;;
4052;1 Beverages and tobacco;Total countries;1929;;
4053;1 Beverages and tobacco;Total countries;1930;;
4054;1 Beverages and tobacco;Total countries;1931;;
4055;1 Beverages and tobacco;Total countries;1932;;
4056;1 Beverages and tobacco;Total countries;1933;;
4057;1 Beverages and tobacco;Total countries;1934;;
4058;1 Beverages and tobacco;Total countries;1935;;
4059;1 Beverages and tobacco;Total countries;1936;;
4060;1 Beverages and tobacco;Total countries;1937;;
4061;1 Beverages and tobacco;Total countries;1938;;
4062;1 Beverages and tobacco;Total countries;1939;;
4063;1 Beverages and tobacco;Total countries;1940;;
4064;1 Beverages and tobacco;Total countries;1941;;
4065;1 Beverages and tobacco;Total countries;1942;;
4066;1 Beverages and tobacco;Total countries;1943;;
4067;1 Beverages and tobacco;Total countries;1944;;
4068;1 Beverages and tobacco;Total countries;1945;;
4069;1 Beverages and tobacco;Total countries;1946;;
4070;1 Beverages and tobacco;Total countries;1947;;
4071;1 Beverages and tobacco;Total countries;1948;;
4072;1 Beverages and tobacco;Total countries;1949;;
4073;1 Beverages and tobacco;Total countries;1950;;
4074;1 Beverages and tobacco;Total countries;1951;;
4075;1 Beverages and tobacco;Total countries;1952;;
4076;1 Beverages and tobacco;Total countries;1953;;
4077;1 Beverages and tobacco;Total countries;1954;;
4078;1 Beverages and tobacco;Total countries;1955;;
4079;1 Beverages and tobacco;Total countries;1956;;
4080;1 Beverages and tobacco;Total countries;1957;;
4081;1 Beverages and tobacco;Total countries;1958;;
4082;1 Beverages and tobacco;Total countries;1959;;
4083;1 Beverages and tobacco;Total countries;1960;;
4084;1 Beverages and tobacco;Total countries;1961;;
4085;1 Beverages and tobacco;Total countries;1962;;
4086;1 Beverages and tobacco;Total countries;1963;;
4087;1 Beverages and tobacco;Total countries;1964;;
4088;1 Beverages and tobacco;Total countries;1965;;
4089;1 Beverages and tobacco;Total countries;1966;;
4090;1 Beverages and tobacco;Total countries;1967;;
4091;1 Beverages and tobacco;Total countries;1968;;
4092;1 Beverages and tobacco;Total countries;1969;;
4093;1 Beverages and tobacco;Total countries;1970;;
4094;1 Beverages and tobacco;Total countries;1971;;
4095;1 Beverages and tobacco;Total countries;1972;;
4096;1 Beverages and tobacco;Total countries;1973;;
4097;1 Beverages and tobacco;Total countries;1974;;
4098;1 Beverages and tobacco;Total countries;1975;;
4099;1 Beverages and tobacco;Total countries;1976;;
4100;1 Beverages and tobacco;Total countries;1977;;
4101;1 Beverages and tobacco;Total countries;1978;;
4102;1 Beverages and tobacco;Total countries;1979;;
4103;1 Beverages and tobacco;Total countries;1980;;
4104;1 Beverages and tobacco;Total countries;1981;;
4105;1 Beverages and tobacco;Total countries;1982;;
4106;1 Beverages and tobacco;Total countries;1983;;
4107;1 Beverages and tobacco;Total countries;1984;;
4108;1 Beverages and tobacco;Total countries;1985;;
4109;1 Beverages and tobacco;Total countries;1986;;
4110;1 Beverages and tobacco;Total countries;1987;;
4111;1 Beverages and tobacco;Total countries;1988;;
4112;1 Beverages and tobacco;Total countries;1989;;
4113;1 Beverages and tobacco;Total countries;1990;;
4114;1 Beverages and tobacco;Total countries;1991;;
4115;1 Beverages and tobacco;Total countries;1992;;
4116;1 Beverages and tobacco;Total countries;1993;;
4117;1 Beverages and tobacco;Total countries;1994;;
4118;1 Beverages and tobacco;Total countries;1995;;
4119;1 Beverages and tobacco;Total countries;1996;1847.0;3956.0
4120;1 Beverages and tobacco;Total countries;1997;2178.0;4104.0
4121;1 Beverages and tobacco;Total countries;1998;2078.0;4502.0
4122;1 Beverages and tobacco;Total countries;1999;2246.0;4760.0
4123;1 Beverages and tobacco;Total countries;2000;2416.0;5183.0
4124;1 Beverages and tobacco;Total countries;2001;2605.0;5476.0
4125;1 Beverages and tobacco;Total countries;2002;2569.0;6167.0
4126;1 Beverages and tobacco;Total countries;2003;2464.0;5606.0
4127;1 Beverages and tobacco;Total countries;2004;2696.0;5524.0
4128;1 Beverages and tobacco;Total countries;2005;2667.0;5618.0
4129;1 Beverages and tobacco;Total countries;2006;2874.0;6065.0
4130;1 Beverages and tobacco;Total countries;2007;2839.0;6376.0
4131;1 Beverages and tobacco;Total countries;2008;3133.0;6121.0
4132;1 Beverages and tobacco;Total countries;2009;3160.0;5883.0
4133;1 Beverages and tobacco;Total countries;2010;3326.0;6152.0
4134;1 Beverages and tobacco;Total countries;2011;3676.0;7039.0
4135;1 Beverages and tobacco;Total countries;2012;3940.0;7150.0
4136;1 Beverages and tobacco;Total countries;2013;3745.0;7287.0
4137;1 Beverages and tobacco;Total countries;2014;3674.0;6494.0
4138;1 Beverages and tobacco;Total countries;2015;3946.0;5644.0
4139;1 Beverages and tobacco;Total countries;2016;3882.0;5988.0
4140;1 Beverages and tobacco;Total countries;2017;4056.0;6110.0
4141;1 Beverages and tobacco;Europe (excluding the Netherlands);1917;;
4142;1 Beverages and tobacco;Europe (excluding the Netherlands);1918;;
4143;1 Beverages and tobacco;Europe (excluding the Netherlands);1919;;
4144;1 Beverages and tobacco;Europe (excluding the Netherlands);1920;;
4145;1 Beverages and tobacco;Europe (excluding the Netherlands);1921;;
4146;1 Beverages and tobacco;Europe (excluding the Netherlands);1922;;
4147;1 Beverages and tobacco;Europe (excluding the Netherlands);1923;;
4148;1 Beverages and tobacco;Europe (excluding the Netherlands);1924;;
4149;1 Beverages and tobacco;Europe (excluding the Netherlands);1925;;
4150;1 Beverages and tobacco;Europe (excluding the Netherlands);1926;;
4151;1 Beverages and tobacco;Europe (excluding the Netherlands);1927;;
4152;1 Beverages and tobacco;Europe (excluding the Netherlands);1928;;
4153;1 Beverages and tobacco;Europe (excluding the Netherlands);1929;;
4154;1 Beverages and tobacco;Europe (excluding the Netherlands);1930;;
4155;1 Beverages and tobacco;Europe (excluding the Netherlands);1931;;
4156;1 Beverages and tobacco;Europe (excluding the Netherlands);1932;;
4157;1 Beverages and tobacco;Europe (excluding the Netherlands);1933;;
4158;1 Beverages and tobacco;Europe (excluding the Netherlands);1934;;
4159;1 Beverages and tobacco;Europe (excluding the Netherlands);1935;;
4160;1 Beverages and tobacco;Europe (excluding the Netherlands);1936;;
4161;1 Beverages and tobacco;Europe (excluding the Netherlands);1937;;
4162;1 Beverages and tobacco;Europe (excluding the Netherlands);1938;;
4163;1 Beverages and tobacco;Europe (excluding the Netherlands);1939;;
4164;1 Beverages and tobacco;Europe (excluding the Netherlands);1940;;
4165;1 Beverages and tobacco;Europe (excluding the Netherlands);1941;;
4166;1 Beverages and tobacco;Europe (excluding the Netherlands);1942;;
4167;1 Beverages and tobacco;Europe (excluding the Netherlands);1943;;
4168;1 Beverages and tobacco;Europe (excluding the Netherlands);1944;;
4169;1 Beverages and tobacco;Europe (excluding the Netherlands);1945;;
4170;1 Beverages and tobacco;Europe (excluding the Netherlands);1946;;
4171;1 Beverages and tobacco;Europe (excluding the Netherlands);1947;;
4172;1 Beverages and tobacco;Europe (excluding the Netherlands);1948;;
4173;1 Beverages and tobacco;Europe (excluding the Netherlands);1949;;
4174;1 Beverages and tobacco;Europe (excluding the Netherlands);1950;;
4175;1 Beverages and tobacco;Europe (excluding the Netherlands);1951;;
4176;1 Beverages and tobacco;Europe (excluding the Netherlands);1952;;
4177;1 Beverages and tobacco;Europe (excluding the Netherlands);1953;;
4178;1 Beverages and tobacco;Europe (excluding the Netherlands);1954;;
4179;1 Beverages and tobacco;Europe (excluding the Netherlands);1955;;
4180;1 Beverages and tobacco;Europe (excluding the Netherlands);1956;;
4181;1 Beverages and tobacco;Europe (excluding the Netherlands);1957;;
4182;1 Beverages and tobacco;Europe (excluding the Netherlands);1958;;
4183;1 Beverages and tobacco;Europe (excluding the Netherlands);1959;;
4184;1 Beverages and tobacco;Europe (excluding the Netherlands);1960;;
4185;1 Beverages and tobacco;Europe (excluding the Netherlands);1961;;
4186;1 Beverages and tobacco;Europe (excluding the Netherlands);1962;;
4187;1 Beverages and tobacco;Europe (excluding the Netherlands);1963;;
4188;1 Beverages and tobacco;Europe (excluding the Netherlands);1964;;
4189;1 Beverages and tobacco;Europe (excluding the Netherlands);1965;;
4190;1 Beverages and tobacco;Europe (excluding the Netherlands);1966;;
4191;1 Beverages and tobacco;Europe (excluding the Netherlands);1967;;
4192;1 Beverages and tobacco;Europe (excluding the Netherlands);1968;;
4193;1 Beverages and tobacco;Europe (excluding the Netherlands);1969;;
4194;1 Beverages and tobacco;Europe (excluding the Netherlands);1970;;
4195;1 Beverages and tobacco;Europe (excluding the Netherlands);1971;;
4196;1 Beverages and tobacco;Europe (excluding the Netherlands);1972;;
4197;1 Beverages and tobacco;Europe (excluding the Netherlands);1973;;
4198;1 Beverages and tobacco;Europe (excluding the Netherlands);1974;;
4199;1 Beverages and tobacco;Europe (excluding the Netherlands);1975;;
4200;1 Beverages and tobacco;Europe (excluding the Netherlands);1976;;
4201;1 Beverages and tobacco;Europe (excluding the Netherlands);1977;;
4202;1 Beverages and tobacco;Europe (excluding the Netherlands);1978;;
4203;1 Beverages and tobacco;Europe (excluding the Netherlands);1979;;
4204;1 Beverages and tobacco;Europe (excluding the Netherlands);1980;;
4205;1 Beverages and tobacco;Europe (excluding the Netherlands);1981;;
4206;1 Beverages and tobacco;Europe (excluding the Netherlands);1982;;
4207;1 Beverages and tobacco;Europe (excluding the Netherlands);1983;;
4208;1 Beverages and tobacco;Europe (excluding the Netherlands);1984;;
4209;1 Beverages and tobacco;Europe (excluding the Netherlands);1985;;
4210;1 Beverages and tobacco;Europe (excluding the Netherlands);1986;;
4211;1 Beverages and tobacco;Europe (excluding the Netherlands);1987;;
4212;1 Beverages and tobacco;Europe (excluding the Netherlands);1988;;
4213;1 Beverages and tobacco;Europe (excluding the Netherlands);1989;;
4214;1 Beverages and tobacco;Europe (excluding the Netherlands);1990;;
4215;1 Beverages and tobacco;Europe (excluding the Netherlands);1991;;
4216;1 Beverages and tobacco;Europe (excluding the Netherlands);1992;;
4217;1 Beverages and tobacco;Europe (excluding the Netherlands);1993;;
4218;1 Beverages and tobacco;Europe (excluding the Netherlands);1994;;
4219;1 Beverages and tobacco;Europe (excluding the Netherlands);1995;;
4220;1 Beverages and tobacco;Europe (excluding the Netherlands);1996;;
4221;1 Beverages and tobacco;Europe (excluding the Netherlands);1997;;
4222;1 Beverages and tobacco;Europe (excluding the Netherlands);1998;;
4223;1 Beverages and tobacco;Europe (excluding the Netherlands);1999;;
4224;1 Beverages and tobacco;Europe (excluding the Netherlands);2000;;
4225;1 Beverages and tobacco;Europe (excluding the Netherlands);2001;;
4226;1 Beverages and tobacco;Europe (excluding the Netherlands);2002;;
4227;1 Beverages and tobacco;Europe (excluding the Netherlands);2003;;
4228;1 Beverages and tobacco;Europe (excluding the Netherlands);2004;;
4229;1 Beverages and tobacco;Europe (excluding the Netherlands);2005;;
4230;1 Beverages and tobacco;Europe (excluding the Netherlands);2006;;
4231;1 Beverages and tobacco;Europe (excluding the Netherlands);2007;;
4232;1 Beverages and tobacco;Europe (excluding the Netherlands);2008;;
4233;1 Beverages and tobacco;Europe (excluding the Netherlands);2009;;
4234;1 Beverages and tobacco;Europe (excluding the Netherlands);2010;;
4235;1 Beverages and tobacco;Europe (excluding the Netherlands);2011;;
4236;1 Beverages and tobacco;Europe (excluding the Netherlands);2012;;
4237;1 Beverages and tobacco;Europe (excluding the Netherlands);2013;;
4238;1 Beverages and tobacco;Europe (excluding the Netherlands);2014;;
4239;1 Beverages and tobacco;Europe (excluding the Netherlands);2015;;
4240;1 Beverages and tobacco;Europe (excluding the Netherlands);2016;;
4241;1 Beverages and tobacco;Europe (excluding the Netherlands);2017;;
4242;1 Beverages and tobacco;Africa;1917;;
4243;1 Beverages and tobacco;Africa;1918;;
4244;1 Beverages and tobacco;Africa;1919;;
4245;1 Beverages and tobacco;Africa;1920;;
4246;1 Beverages and tobacco;Africa;1921;;
4247;1 Beverages and tobacco;Africa;1922;;
4248;1 Beverages and tobacco;Africa;1923;;
4249;1 Beverages and tobacco;Africa;1924;;
4250;1 Beverages and tobacco;Africa;1925;;
4251;1 Beverages and tobacco;Africa;1926;;
4252;1 Beverages and tobacco;Africa;1927;;
4253;1 Beverages and tobacco;Africa;1928;;
4254;1 Beverages and tobacco;Africa;1929;;
4255;1 Beverages and tobacco;Africa;1930;;
4256;1 Beverages and tobacco;Africa;1931;;
4257;1 Beverages and tobacco;Africa;1932;;
4258;1 Beverages and tobacco;Africa;1933;;
4259;1 Beverages and tobacco;Africa;1934;;
4260;1 Beverages and tobacco;Africa;1935;;
4261;1 Beverages and tobacco;Africa;1936;;
4262;1 Beverages and tobacco;Africa;1937;;
4263;1 Beverages and tobacco;Africa;1938;;
4264;1 Beverages and tobacco;Africa;1939;;
4265;1 Beverages and tobacco;Africa;1940;;
4266;1 Beverages and tobacco;Africa;1941;;
4267;1 Beverages and tobacco;Africa;1942;;
4268;1 Beverages and tobacco;Africa;1943;;
4269;1 Beverages and tobacco;Africa;1944;;
4270;1 Beverages and tobacco;Africa;1945;;
4271;1 Beverages and tobacco;Africa;1946;;
4272;1 Beverages and tobacco;Africa;1947;;
4273;1 Beverages and tobacco;Africa;1948;;
4274;1 Beverages and tobacco;Africa;1949;;
4275;1 Beverages and tobacco;Africa;1950;;
