ID;InstitutioneleBeleggers;Perioden;TotaalActiva_1;TotaalChartaalEnGiraalGeld_2;InNationaleValuta_3;InBuitenlandseValuta_4;TotaalDepositoS_5;TotaalInNationaleValuta_6;GeldscheppendeFinancieleInstellingen_7;Buitenland_8;TotaalInBuitenlandseValuta_9;GeldscheppendeFinancieleInstellingen_10;Buitenland_11;TotaalObligaties_12;TotaalOverheid_13;CentraleOverheid_14;LagereOverheid_15;TotaalFinancieleInstellingen_16;GeldscheppendeFinancieleInstellingen_17;Verzekeringsinstellingen_18;Beleggingsinstellingen_19;OverigeNietGeldscheppendeFinInst_20;TotaalOverigBinnenland_21;ParticuliereBedrijven_22;InstellingenOpGezondheidsgebied_23;Overheidsbedrijven_24;ObligatiesBuitenland_25;FinancieleDerivaten_26;TotaalAandelen_27;TotaalFinancieleInstellingen_28;Verzekeringsinstellingen_29;Beleggingsinstellingen_30;OverigeNietGeldscheppendeFinInst_31;TotaalOverigBinnenland_32;ParticuliereBedrijven_33;Overheidsbedrijven_34;AandelenBuitenland_35;TotaalWaardepapierenKorteTermijn_36;TotaalOverheid_37;CentraleOverheid_38;LagereOverheid_39;TotaalFinancieleInstellingen_40;GeldscheppendeFinancieleInstellingen_41;OverigeNietGeldscheppendeFinInst_42;TotaalOverigBinnenland_43;ParticuliereBedrijven_44;Overheidsbedrijven_45;WaardepapierenBuitenland_46;TotaalDeelnemingen_47;TotaalFinancieleInstellingen_48;Verzekeringsinstellingen_49;Beleggingsinstellingen_50;OverigeNietGeldscheppendeFinInst_51;TotaalOverigBinnenland_52;ParticuliereBedrijven_53;DeelnemingenBuitenland_54;TotaalLeningenKorteTermijn_55;TotaalOverheid_56;CentraleOverheid_57;LagereOverheid_58;WettelijkeSocialeVerzekeringsinst_59;TotaalFinancieleInstellingen_60;Verzekeringsinstellingen_61;Beleggingsinstellingen_62;OverigeNietGeldscheppendeFinInst_63;FinancieleHulpbedrijven_64;TotaalOverigBinnenland_65;ParticuliereBedrijven_66;Overheidsbedrijven_67;InstellingenZonderZakelijkDoel_68;Gezinnen_69;LeningenOpKorteTermijnBuitenland_70;TotaalLeningenOpLangeTermijn_71;TotaalOverheid_72;CentraleOverheid_73;LagereOverheid_74;WettelijkeSocialeVerzekeringsinst_75;TotaalFinancieleInstellingen_76;GeldscheppendeFinancieleInstellingen_77;Verzekeringsinstellingen_78;Beleggingsinstellingen_79;OverigeNietGeldscheppendeFinInst_80;TotaalOverigBinnenland_81;ParticuliereBedrijven_82;InstellingenOpGezondheidsgebied_83;Overheidsbedrijven_84;Woningbouwverenigingen_85;InstellingenZonderZakelijkDoel_86;Gezinnen_87;LeningenOpLangeTermijnBuitenland_88;TotaalHypotheken_89;WoningenWinkelEnKantoorgebouwen_90;LandelijkeEigendommen_91;AndereEigendommen_92;Buitenland_93;TotaalDirectVastgoed_94;Woningen_95;KantorenEnWinkelgebouwen_96;LandelijkeEigendommen_97;Overig_98;Buitenland_99;TechnischeVerzekeringsverplichtingen_100;PremieEnUitkeringsreserve_101;Transitoria_102;OverigeActiva_103;TotaalPassiva_104;Obligaties_105;AandelenEnDeelnemingen_106;WaardepapierenOpKorteTermijn_107;LeningenOpKorteTermijn_108;LeningenOpLangeTermijn_109;TechnischeVerzekeringsverplichtingen_110;PremieEnUitkeringsreserve_111;Transitoria_112;OverigePassiva_113
34;Verzekeraars;2002;287066;5858;5802;56;12713;12458;12458;0;255;155;100;88459;20423;20267;156;11969;5764;305;9;5891;2633;2472;2;159;53434;209;61574;28986;13;11051;17922;11868;11867;1;20720;288;0;0;0;221;216;5;0;0;0;67;4440;4220;3740;12;468;176;176;44;4949;169;46;0;123;4460;440;0;3760;260;306;155;143;0;8;14;36747;2484;1129;1355;0;22411;11698;6173;230;4310;9298;3269;840;1079;3798;80;232;2554;31452;30624;44;784;0;15163;5596;8585;518;313;151;5380.0;4827.0;14746;261;287066;588;26582;0;4915;10683;196298.0;27513.0;9734;10753.0
35;Verzekeraars;2003;303717;5893;5879;14;12391;12221;12221;0;170;130;40;101041;18640;18538;102;12101;5517;249;32;6303;3411;3235;2;174;66889;50;68689;35610;14;14078;21518;12599;12598;1;20480;295;11;11;0;215;210;5;0;0;0;69;5681;5434;3922;8;1504;207;207;40;5780;134;0;0;134;5438;784;0;4370;284;192;158;26;0;8;16;36539;2050;1019;1031;0;24797;11401;6073;217;7106;8076;2882;709;961;3229;71;224;1616;28828;28000;44;784;0;13857;5190;7754;481;291;141;4176.0;5108.0;15110;279;303717;503;29634;0;7683;11705;207166.0;29820.0;6980;10226.0
36;Verzekeraars;2004;323813;4036;3967;69;14125;13571;13542;29;554;138;416;124327;20548;20397;151;14661;5422;252;95;8892;3669;3519;1;149;85449;490;74607;39652;15;15631;24006;11814;11813;1;23141;15;0;0;0;0;0;0;0;0;0;15;6704;6477;4608;3;1866;202;202;25;4059;133;-1;0;134;3715;312;0;3135;268;195;161;26;0;8;16;30870;1742;890;852;0;20166;9532;3993;191;6450;7832;3418;696;782;2678;33;225;1130;25743;25382;110;251;0;14412;4740;7848;510;227;1087;5159.0;5038.0;13959;269;323813;500;37734;0;4530;6484;217303.0;31826.0;13598;11838.0
37;Verzekeraars;2005;366476;5209;5162;47;13041;12780;12696;84;261;132;129;137670;22693;22565;128;14993;4729;232;75;9957;4039;3882;1;156;95945;2218;101052;52918;0;22060;30858;17426;17425;1;30708;0;0;0;0;0;0;0;0;0;0;0;8046;7548;5183;3;2362;407;407;91;7244;1479;1342;0;137;5373;361;0;4724;288;195;172;15;0;8;197;27262;1478;818;660;0;19565;9271;3702;184;6408;5448;1611;700;601;2264;32;240;771;25582;25221;110;251;0;13202;4123;6984;612;154;1329;4773.0;5492.0;15190;495;366476;500;41926;0;10375;6858;240989.0;35917.0;20012;9899.0
38;Verzekeraars;2006;383854;5564;5502;62;11899;11818;11805;13;81;4;77;134744;20024;19974;50;15257;4441;219;70;10527;3731;3621;0;110;95732;2008;112148;57914;0;24847;33067;19727;19726;1;34507;1217;320;320;0;378;145;233;0;0;0;519;10377;9902;6502;1;3399;408;408;67;3740;537;537;0;0;2741;260;0;2462;19;150;150;0;0;0;312;28197;1358;730;628;0;21145;9963;4740;179;6263;4907;1567;687;546;1830;25;252;787;23542;23208;102;232;0;14217;4576;7101;645;151;1744;4121.0;5531.0;25984;565;383854;500;47474;0;8834;8143;244215.0;33183.0;25480;16025.0
39;Verzekeraars;2007;398739;5738;5623;115;10478;9982;9764;218;496;300;196;146680;19209;19209;0;24553;3847;206;0;20500;1820;1813;0;7;101098;729;118939;44672;0;22219;22453;21265;21263;2;53002;466;164;164;0;253;108;145;0;0;0;49;8981;8325;5620;0;2705;548;548;108;8593;458;458;0;0;8076;2033;0;6043;0;66;66;0;0;0;-7;25896;1061;604;457;0;19508;8837;4880;0;5791;4814;1676;651;501;1754;0;232;513;21222;20919;93;210;0;12719;4690;5503;660;157;1709;4376.0;5544.0;26961;1417;398739;500;39401;0;12633;11232;259357.0;30935.0;31286;13395.0
40;Verzekeraars;2008;394662;9276;9204;72;14878;14554;14295;259;324;300;24;150039;14856;14856;0;26057;3706;203;0;22148;2412;2412;0;0;106714;8267;89435;21268;0;16354;4914;13234;13234;0;54933;1774;836;836;0;896;393;503;27;27;0;15;6376;3629;2617;0;1012;766;766;1981;14653;485;485;0;0;13564;4205;0;9359;0;193;193;0;0;0;411;24462;1029;518;511;0;18760;8917;4553;0;5290;4411;1632;600;450;1600;0;129;262;21447;21144;93;210;0;12918;4865;5517;660;157;1719;2950.0;7687.0;26772;3728;394662;600;35727;0;20436;8533;260168.0;35740.0;31677;1781.0
41;Verzekeraars;2009;406866;5031;4971;60;14746;14450;14370;80;296;287;9;164191;21758;21758;0;28070;4838;190;0;23042;3614;3614;0;0;110749;4171;97995;21006;0;16056;4950;14209;14209;0;62780;1567;605;605;0;800;300;500;18;18;0;144;6330;3500;3222;0;278;1068;1068;1762;12119;9;9;0;0;11613;3256;0;8357;0;202;202;0;0;0;295;22922;1026;518;508;0;17007;8155;4508;0;4344;4280;1449;625;475;1650;0;81;609;24517;24214;93;210;0;12960;4873;5558;650;160;1719;1529.0;7375.0;27778;3635;406866;741;40345;0;19563;6996;287719.0;35988.0;27934;-12420.0
42;Verzekeraars;2010;434803;7377;7308;69;14650;14301;14279;22;349;287;62;172156;29212;29212;0;27241;5966;190;0;21085;3368;3368;0;0;112335;6103;108289;26251;0;21311;4940;15324;15324;0;66714;1529;740;740;0;632;116;516;13;13;0;144;9266;5986;5820;0;166;2945;2945;335;13497;5;5;0;0;12364;4825;0;7539;0;122;122;0;0;0;1006;24029;1026;518;508;0;17778;9717;4915;0;3146;4096;1420;600;450;1600;0;26;1129;29154;28851;93;210;0;12434;4770;5145;650;160;1709;2021.0;7999.0;23523;2776;434803;888;48051;0;20728;8275;309806.0;37506.0;34603;-25054.0
43;Verzekeraars;2011;465521;9228;9154;74;17800;17350;17312;38;450;287;163;180397;40337;40337;0;27561;5800;190;0;21571;3380;3380;0;0;109119;13962;106618;28533;0;23672;4861;14372;14372;0;63713;1399;758;758;0;621;135;486;13;13;0;7;8878;5916;5672;0;244;2669;2669;293;15039;5;5;0;0;12985;5132;0;7853;0;88;88;0;0;0;1961;25480;1053;545;508;0;17171;9467;4162;0;3542;6115;2979;625;450;1650;0;411;1141;34369;34066;93;210;0;11358;4589;4250;650;160;1709;5501.0;8216.0;25099;2177;465521;1230;54397;0;20780;8614;326541.0;39628.0;40137;-25806.0
44;Verzekeraars;2012;487689;10333;10249;84;16777;16168;15890;278;609;287;322;200461;40366;40366;0;28499;5372;190;0;22937;3996;3996;0;0;127600;13725;109122;30419;0;25569;4850;14343;14343;0;64360;4230;259;259;0;579;93;486;13;13;0;3379;9542;6363;6221;0;142;2876;2876;303;11178;4;4;0;0;8932;1416;0;7516;0;65;65;0;0;0;2177;27332;738;230;508;0;18940;10427;5024;0;3489;6464;2798;625;425;1625;0;991;1190;35345;35042;93;210;0;11105;4441;4145;650;160;1709;5094.0;8340.0;23670;1435;487689;1361;58012;0;16544;11050;348711.0;43250.0;43047;-34286.0
45;Beleggingsinstellingen;1998;65874;930;486;445;1609;1468;1468;0;141;133;8;11950;5649;5649;0;1780;1207;0;0;573;131;64;0;67;4391;3247;29063;3442;0;958;2484;2386;2386;0;23235;556;11;11;0;187;32;156;104;11;93;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901;12;12;0;0;304;267;0;0;37;413;413;0;0;0;0;0;172;344;344;0;0;0;15018;135;4799;11;322;9751;;;2256;0;65874;638;60022;0;937;3160;;;1285;-167.0
46;Beleggingsinstellingen;1999;89815;1933;1534;399;3186;1915;1915;0;1271;137;1133;10659;3766;3766;0;1190;836;0;0;354;250;214;0;37;5453;4027;47037;3344;0;889;2455;2355;2355;0;41338;638;5;5;0;146;113;33;114;114;0;373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;956;0;0;0;0;221;220;0;0;1;514;514;0;0;0;0;0;221;308;308;0;0;0;18001;142;5234;7;752;11865;;;3069;0;89815;277;80665;0;1363;4184;;;2343;983.0
47;Beleggingsinstellingen;2000;108376;2809;1839;970;2002;830;830;0;1172;234;938;10665;2361;2361;0;971;725;0;0;246;115;112;0;3;7218;3777;52534;5443;0;1762;3681;2729;2729;0;44362;276;7;7;0;17;7;10;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906;0;0;0;0;290;290;0;0;0;286;286;0;0;0;0;0;330;320;320;0;0;0;28750;295;9293;10;1087;18065;;;6337;0;108376;372;98783;0;1384;10288;;;4015;-6467.0
48;Beleggingsinstellingen;2001;103521;1359;614;745;1872;944;944;0;928;222;706;12963;1666;1666;0;852;736;0;0;116;124;118;0;6;10321;3419;43993;3725;0;1144;2581;2419;2419;0;37849;549;0;0;0;89;37;52;0;0;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3615;130;101;29;0;3048;3032;0;0;16;232;52;0;180;0;0;0;205;368;368;0;0;0;31104;319;9226;0;1395;20164;;;4279;0;103521;382;86453;0;1923;11441;;;2937;385.0
49;Beleggingsinstellingen;2002;83567;1217;629;588;1602;785;785;0;817;192;625;14290;1684;1684;0;709;571;0;7;131;129;124;0;5;11768;2477;32459;2995;0;1297;1698;4152;4152;0;25312;566;0;0;0;95;38;57;0;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4973;186;152;34;0;4050;4031;0;0;19;543;342;0;201;0;0;0;194;337;337;0;0;0;23120;183;7969;0;1006;13962;;;2526;0;83567;298;71665;0;670;7903;;;2685;346.0
50;Beleggingsinstellingen;2003;90019;1764;763;1001;1826;973;973;0;853;273;580;16911;1942;1942;0;890;676;0;8;206;153;147;0;6;13926;1867;35948;3254;0;1416;1838;4494;4494;0;28200;579;0;0;0;97;37;60;0;0;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5146;192;157;35;0;4191;4171;0;0;20;562;354;0;208;0;0;0;201;303;303;0;0;0;23200;172;7995;0;986;14047;;;2475;0;90019;724;79177;0;429;7616;;;1915;158.0
51;Beleggingsinstellingen;2004;89084;1369;587;782;1556;773;773;0;783;322;461;18106;1978;1978;0;1076;646;0;82;348;109;109;0;0;14943;1889;36305;4889;0;2871;2018;3654;3654;0;27762;431;0;0;0;0;0;0;40;40;0;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4961;173;152;21;0;3981;3966;0;0;15;796;642;0;154;0;0;0;11;107;107;0;0;0;21726;937;8285;0;912;11592;;;2634;0;89084;1232;80681;0;422;6396;;;2043;-1690.0
52;Beleggingsinstellingen;2005;95127;1477;940;537;1428;1002;1002;0;426;153;273;16099;1855;1855;0;888;664;0;3;221;93;93;0;0;13263;1527;41050;3999;0;1502;2497;3491;3491;0;33560;121;0;0;0;21;4;17;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7087;132;115;17;0;5966;5955;0;0;11;981;820;0;161;0;0;0;8;223;223;0;0;0;24493;955;8743;0;550;14245;;;1622;0;95127;1894;84890;0;594;5382;;;3296;-929.0
53;Beleggingsinstellingen;2006;103350;1193;904;289;1053;727;727;0;326;119;207;14375;1515;1515;0;475;382;0;0;93;125;125;0;0;12260;469;46994;4766;0;1948;2818;4064;4064;0;38164;94;0;0;0;16;3;13;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7072;114;101;13;0;5985;5966;0;0;19;965;850;0;115;0;0;0;8;262;262;0;0;0;27250;915;9100;0;550;16685;;;4588;0;103350;2313;94845;0;1290;6155;;;3517;-4770.0
54;Beleggingsinstellingen;2007;93940;2087;1531;556;532;513;513;0;19;15;4;12343;1058;1058;0;386;313;0;0;73;48;48;0;0;10851;642;47505;4029;0;2560;1469;4174;4174;0;39302;39;0;0;0;6;0;6;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7486;124;110;14;0;6380;6365;0;0;15;971;844;0;127;0;0;0;11;209;209;0;0;0;19029;1181;5686;0;441;11721;;;4068;0;93940;193;81793;0;1329;6629;;;3213;783.0
55;Beleggingsinstellingen;2008;72143;1880;709;1171;582;202;202;0;380;50;330;12134;585;585;0;250;210;0;0;40;47;47;0;0;11252;1506;25286;2009;0;1328;681;2953;2953;0;20324;127;0;0;0;0;0;0;0;0;0;127;599;101;0;0;101;46;46;452;250;0;0;0;0;0;0;0;0;0;138;1;0;0;137;112;6500;50;50;0;0;5437;5425;3;0;9;1004;928;0;0;0;0;76;9;198;198;0;0;0;18593;839;5432;0;290;12032;;;4481;7;72143;182;60737;0;1681;7411;;;3144;-1012.0
56;Beleggingsinstellingen;2009;334282;13027;6504;6523;1725;274;274;0;1451;50;1401;101959;1724;1724;0;4975;1983;2;0;2990;815;815;0;0;94445;-907;157011;9608;0;7889;1719;7519;7519;0;139884;560;0;0;0;43;3;40;0;0;0;517;948;254;0;0;254;58;58;636;21713;0;0;0;0;20803;20803;0;0;0;185;8;0;0;177;725;7335;188;188;0;0;5933;5703;3;0;227;1172;1092;0;0;0;0;80;42;189;189;0;0;0;17686;813;4840;0;295;11738;;;13004;32;334282;558;292174;0;27045;7296;;;14078;-6869.0
57;Beleggingsinstellingen;2010;362204;6658;1197;5461;2398;2329;1184;1145;69;13;56;101509;4331;4331;0;4922;2965;2;0;1955;808;808;0;0;91448;-755;196080;9761;0;7317;2444;7500;7500;0;178819;707;0;0;0;43;0;43;0;0;0;664;1076;544;0;0;544;86;86;446;10967;0;0;0;0;10142;10;0;10132;0;15;15;0;0;0;810;10969;188;188;0;0;7352;6263;4;0;1085;1204;1136;0;0;0;0;68;2225;173;173;0;0;0;24018;3526;5984;0;279;14229;;;8336;68;362204;1591;337584;0;16021;9174;;;25373;-27539.0
58;Beleggingsinstellingen;2011;373468;4485;848;3637;1716;1588;1415;173;128;75;53;114466;6436;6436;0;6152;3944;3;0;2205;617;617;0;0;101261;-436;201244;7505;0;5911;1594;6301;6301;0;187438;977;0;0;0;61;22;39;0;0;0;916;971;602;0;0;602;5;5;364;16815;0;0;0;0;15658;0;0;15658;0;140;140;0;0;0;1017;4042;188;188;0;0;816;52;4;0;760;1112;1054;0;0;0;0;58;1926;154;154;0;0;0;24784;3033;7612;0;199;13940;;;4190;60;373468;1329;352352;0;15075;9071;;;30799;-35158.0
59;Beleggingsinstellingen;2012;431476;3827;1462;2365;1234;1120;1049;71;114;50;64;134640;6663;6663;0;5350;3282;3;0;2065;491;491;0;0;122136;2257;226918;8474;0;6370;2104;6640;6640;0;211804;1630;0;0;0;33;32;1;0;0;0;1597;998;602;0;0;602;32;32;364;21334;0;0;0;0;20348;0;0;20348;0;140;140;0;0;0;846;6116;188;188;0;0;1513;661;4;0;848;1156;1098;0;0;0;0;58;3259;188;188;0;0;0;24573;3419;7683;0;199;13272;;;7761;0;431476;1462;409674;0;15784;8725;;;44818;-48987.0
