ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
7881;15.12.11.70 [mln kg] Slachtafvallen en..;1999 totaal;7.0;51.0;
7882;15.12.11.70 [mln kg] Slachtafvallen en..;2000 1e kwartaal;2.0;;
7883;15.12.11.70 [mln kg] Slachtafvallen en..;2000 2e kwartaal;1.0;;
7884;15.12.11.70 [mln kg] Slachtafvallen en..;2000 3e kwartaal;2.0;;
7885;15.12.11.70 [mln kg] Slachtafvallen en..;2000 4e kwartaal;2.0;;
7886;15.12.11.70 [mln kg] Slachtafvallen en..;2000 totaal;7.0;46.0;
7887;15.12.11.70 [mln kg] Slachtafvallen en..;2001 1e kwartaal;2.0;;
7888;15.12.11.70 [mln kg] Slachtafvallen en..;2001 2e kwartaal;2.0;;
7889;15.12.11.70 [mln kg] Slachtafvallen en..;2001 3e kwartaal;2.0;;
7890;15.12.11.70 [mln kg] Slachtafvallen en..;2001 4e kwartaal;2.0;;
7891;15.12.11.70 [mln kg] Slachtafvallen en..;2001 totaal;8.0;68.0;
7892;15.12.11.70 [mln kg] Slachtafvallen en..;2002 1e kwartaal;3.0;;
7893;15.12.11.70 [mln kg] Slachtafvallen en..;2002 2e kwartaal;3.0;;
7894;15.12.11.70 [mln kg] Slachtafvallen en..;2002 3e kwartaal;3.0;;
7895;15.12.11.70 [mln kg] Slachtafvallen en..;2002 4e kwartaal;3.0;;
7896;15.12.11.70 [mln kg] Slachtafvallen en..;2002 totaal;12.0;87.0;
7897;15.12.11.70 [mln kg] Slachtafvallen en..;2003 1e kwartaal;;;
7898;15.12.11.70 [mln kg] Slachtafvallen en..;2003 2e kwartaal;;;
7899;15.12.11.70 [mln kg] Slachtafvallen en..;2003 3e kwartaal;;;
7900;15.12.11.70 [mln kg] Slachtafvallen en..;2003 4e kwartaal;;;
7901;15.12.11.70 [mln kg] Slachtafvallen en..;2003 totaal;9.0;61.0;
7902;15.12.11.70 [mln kg] Slachtafvallen en..;2004 totaal;13.0;73.0;
7903;15.12.11.70 [mln kg] Slachtafvallen en..;2005 totaal;13.0;87.0;
7904;15.12.11.70 [mln kg] Slachtafvallen en..;2006 totaal;8.0;71.0;
7905;15.12.11.70 [mln kg] Slachtafvallen en..;2007 totaal;14.0;96.0;
7906;15.12.12.13 [mln kg] Kippen en hanen,..;1993 1e kwartaal;18.0;;
7907;15.12.12.13 [mln kg] Kippen en hanen,..;1993 2e kwartaal;18.0;;
7908;15.12.12.13 [mln kg] Kippen en hanen,..;1993 3e kwartaal;16.0;;
7909;15.12.12.13 [mln kg] Kippen en hanen,..;1993 4e kwartaal;16.0;;
7910;15.12.12.13 [mln kg] Kippen en hanen,..;1993 totaal;68.0;46.0;
7911;15.12.12.13 [mln kg] Kippen en hanen,..;1994 1e kwartaal;22.0;;
7912;15.12.12.13 [mln kg] Kippen en hanen,..;1994 2e kwartaal;20.0;;
7913;15.12.12.13 [mln kg] Kippen en hanen,..;1994 3e kwartaal;18.0;;
7914;15.12.12.13 [mln kg] Kippen en hanen,..;1994 4e kwartaal;17.0;;
7915;15.12.12.13 [mln kg] Kippen en hanen,..;1994 totaal;77.0;58.0;
7916;15.12.12.13 [mln kg] Kippen en hanen,..;1995 1e kwartaal;19.0;;
7917;15.12.12.13 [mln kg] Kippen en hanen,..;1995 2e kwartaal;18.0;;
7918;15.12.12.13 [mln kg] Kippen en hanen,..;1995 3e kwartaal;18.0;;
7919;15.12.12.13 [mln kg] Kippen en hanen,..;1995 4e kwartaal;16.0;;
7920;15.12.12.13 [mln kg] Kippen en hanen,..;1995 totaal;71.0;55.0;
7921;15.12.12.13 [mln kg] Kippen en hanen,..;1996 1e kwartaal;19.0;;
7922;15.12.12.13 [mln kg] Kippen en hanen,..;1996 2e kwartaal;20.0;;
7923;15.12.12.13 [mln kg] Kippen en hanen,..;1996 3e kwartaal;20.0;;
7924;15.12.12.13 [mln kg] Kippen en hanen,..;1996 4e kwartaal;19.0;;
7925;15.12.12.13 [mln kg] Kippen en hanen,..;1996 totaal;77.0;57.0;
7926;15.12.12.13 [mln kg] Kippen en hanen,..;1997 1e kwartaal;21.0;;
7927;15.12.12.13 [mln kg] Kippen en hanen,..;1997 2e kwartaal;22.0;;
7928;15.12.12.13 [mln kg] Kippen en hanen,..;1997 3e kwartaal;21.0;;
7929;15.12.12.13 [mln kg] Kippen en hanen,..;1997 4e kwartaal;22.0;;
7930;15.12.12.13 [mln kg] Kippen en hanen,..;1997 totaal;86.0;59.0;
7931;15.12.12.13 [mln kg] Kippen en hanen,..;1998 1e kwartaal;26.0;;
7932;15.12.12.13 [mln kg] Kippen en hanen,..;1998 2e kwartaal;25.0;;
7933;15.12.12.13 [mln kg] Kippen en hanen,..;1998 3e kwartaal;26.0;;
7934;15.12.12.13 [mln kg] Kippen en hanen,..;1998 4e kwartaal;25.0;;
7935;15.12.12.13 [mln kg] Kippen en hanen,..;1998 totaal;103.0;71.0;
7936;15.12.12.13 [mln kg] Kippen en hanen,..;1999 1e kwartaal;24.0;;
7937;15.12.12.13 [mln kg] Kippen en hanen,..;1999 2e kwartaal;23.0;;
7938;15.12.12.13 [mln kg] Kippen en hanen,..;1999 3e kwartaal;23.0;;
7939;15.12.12.13 [mln kg] Kippen en hanen,..;1999 4e kwartaal;24.0;;
7940;15.12.12.13 [mln kg] Kippen en hanen,..;1999 totaal;94.0;68.0;
7941;15.12.12.13 [mln kg] Kippen en hanen,..;2000 1e kwartaal;22.0;;
7942;15.12.12.13 [mln kg] Kippen en hanen,..;2000 2e kwartaal;22.0;;
7943;15.12.12.13 [mln kg] Kippen en hanen,..;2000 3e kwartaal;22.0;;
7944;15.12.12.13 [mln kg] Kippen en hanen,..;2000 4e kwartaal;19.0;;
7945;15.12.12.13 [mln kg] Kippen en hanen,..;2000 totaal;85.0;58.0;
7946;15.12.12.13 [mln kg] Kippen en hanen,..;2001 1e kwartaal;19.0;;
7947;15.12.12.13 [mln kg] Kippen en hanen,..;2001 2e kwartaal;18.0;;
7948;15.12.12.13 [mln kg] Kippen en hanen,..;2001 3e kwartaal;17.0;;
7949;15.12.12.13 [mln kg] Kippen en hanen,..;2001 4e kwartaal;14.0;;
7950;15.12.12.13 [mln kg] Kippen en hanen,..;2001 totaal;67.0;44.0;
7951;15.12.12.13 [mln kg] Kippen en hanen,..;2002 1e kwartaal;;;
7952;15.12.12.13 [mln kg] Kippen en hanen,..;2002 2e kwartaal;10.0;;
7953;15.12.12.13 [mln kg] Kippen en hanen,..;2002 3e kwartaal;;;
7954;15.12.12.13 [mln kg] Kippen en hanen,..;2002 4e kwartaal;;;
7955;15.12.12.13 [mln kg] Kippen en hanen,..;2002 totaal;;;
7956;15.12.12.13 [mln kg] Kippen en hanen,..;2003 1e kwartaal;;;
7957;15.12.12.13 [mln kg] Kippen en hanen,..;2003 2e kwartaal;;;
7958;15.12.12.13 [mln kg] Kippen en hanen,..;2003 3e kwartaal;;;
7959;15.12.12.13 [mln kg] Kippen en hanen,..;2003 4e kwartaal;;;
7960;15.12.12.13 [mln kg] Kippen en hanen,..;2003 totaal;30.0;19.0;
7961;15.12.12.13 [mln kg] Kippen en hanen,..;2004 totaal;19.0;14.0;
7962;15.12.12.13 [mln kg] Kippen en hanen,..;2005 totaal;26.0;19.0;
7963;15.12.12.13 [mln kg] Kippen en hanen,..;2006 totaal;11.0;8.0;
7964;15.12.12.13 [mln kg] Kippen en hanen,..;2007 totaal;33.0;23.0;
7965;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1993 1e kwartaal;0.0;;
7966;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1993 2e kwartaal;0.0;;
7967;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1993 3e kwartaal;0.0;;
7968;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1993 4e kwartaal;0.0;;
7969;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1993 totaal;0.0;0.0;
7970;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1994 1e kwartaal;0.0;;
7971;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1994 2e kwartaal;0.0;;
7972;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1994 3e kwartaal;0.0;;
7973;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1994 4e kwartaal;0.0;;
7974;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1994 totaal;0.0;0.0;
7975;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1995 1e kwartaal;;;
7976;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1995 2e kwartaal;;;
7977;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1995 3e kwartaal;;;
7978;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1995 4e kwartaal;;;
7979;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1995 totaal;;;
7980;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1996 1e kwartaal;;;
7981;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1996 2e kwartaal;;;
7982;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1996 3e kwartaal;;;
7983;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1996 4e kwartaal;;;
7984;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1996 totaal;;;
7985;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1997 1e kwartaal;;;
7986;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1997 2e kwartaal;;;
7987;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1997 3e kwartaal;;;
7988;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1997 4e kwartaal;;;
7989;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1997 totaal;;;
7990;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1998 1e kwartaal;;;
7991;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1998 2e kwartaal;;;
7992;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1998 3e kwartaal;;;
7993;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1998 4e kwartaal;;;
7994;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1998 totaal;;;
7995;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1999 1e kwartaal;;;
7996;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1999 2e kwartaal;;;
7997;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1999 3e kwartaal;;;
7998;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1999 4e kwartaal;;;
7999;15.12.12.15 [1 000 kg] Kalkoenen, niet..;1999 totaal;;;
8000;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2000 1e kwartaal;;;
8001;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2000 2e kwartaal;;;
8002;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2000 3e kwartaal;;;
8003;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2000 4e kwartaal;;;
8004;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2000 totaal;;;
8005;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2001 1e kwartaal;;;
8006;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2001 2e kwartaal;;;
8007;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2001 3e kwartaal;;;
8008;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2001 4e kwartaal;;;
8009;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2001 totaal;;;
8010;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2002 1e kwartaal;0.0;;
8011;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2002 2e kwartaal;0.0;;
8012;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2002 3e kwartaal;0.0;;
8013;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2002 4e kwartaal;0.0;;
8014;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2002 totaal;0.0;0.0;
8015;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2003 1e kwartaal;;;
8016;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2003 2e kwartaal;;;
8017;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2003 3e kwartaal;;;
8018;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2003 4e kwartaal;;;
8019;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2003 totaal;0.0;0.0;
8020;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2004 totaal;0.0;0.0;
8021;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2005 totaal;0.0;0.0;
8022;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2006 totaal;0.0;0.0;
8023;15.12.12.15 [1 000 kg] Kalkoenen, niet..;2007 totaal;0.0;0.0;
8024;15.12.12.17 [mln kg] Eenden, ganzen en..;1993 1e kwartaal;;;
8025;15.12.12.17 [mln kg] Eenden, ganzen en..;1993 2e kwartaal;;;
8026;15.12.12.17 [mln kg] Eenden, ganzen en..;1993 3e kwartaal;;;
8027;15.12.12.17 [mln kg] Eenden, ganzen en..;1993 4e kwartaal;;;
8028;15.12.12.17 [mln kg] Eenden, ganzen en..;1993 totaal;;;
8029;15.12.12.17 [mln kg] Eenden, ganzen en..;1994 1e kwartaal;;;
8030;15.12.12.17 [mln kg] Eenden, ganzen en..;1994 2e kwartaal;;;
8031;15.12.12.17 [mln kg] Eenden, ganzen en..;1994 3e kwartaal;;;
8032;15.12.12.17 [mln kg] Eenden, ganzen en..;1994 4e kwartaal;;;
8033;15.12.12.17 [mln kg] Eenden, ganzen en..;1994 totaal;;;
8034;15.12.12.17 [mln kg] Eenden, ganzen en..;1995 1e kwartaal;;;
8035;15.12.12.17 [mln kg] Eenden, ganzen en..;1995 2e kwartaal;;;
8036;15.12.12.17 [mln kg] Eenden, ganzen en..;1995 3e kwartaal;;;
8037;15.12.12.17 [mln kg] Eenden, ganzen en..;1995 4e kwartaal;;;
8038;15.12.12.17 [mln kg] Eenden, ganzen en..;1995 totaal;;;
8039;15.12.12.17 [mln kg] Eenden, ganzen en..;1996 1e kwartaal;;;
8040;15.12.12.17 [mln kg] Eenden, ganzen en..;1996 2e kwartaal;;;
8041;15.12.12.17 [mln kg] Eenden, ganzen en..;1996 3e kwartaal;;;
8042;15.12.12.17 [mln kg] Eenden, ganzen en..;1996 4e kwartaal;;;
8043;15.12.12.17 [mln kg] Eenden, ganzen en..;1996 totaal;;;
8044;15.12.12.17 [mln kg] Eenden, ganzen en..;1997 1e kwartaal;;;
8045;15.12.12.17 [mln kg] Eenden, ganzen en..;1997 2e kwartaal;;;
8046;15.12.12.17 [mln kg] Eenden, ganzen en..;1997 3e kwartaal;;;
8047;15.12.12.17 [mln kg] Eenden, ganzen en..;1997 4e kwartaal;;;
8048;15.12.12.17 [mln kg] Eenden, ganzen en..;1997 totaal;;;
8049;15.12.12.17 [mln kg] Eenden, ganzen en..;1998 1e kwartaal;;;
8050;15.12.12.17 [mln kg] Eenden, ganzen en..;1998 2e kwartaal;;;
8051;15.12.12.17 [mln kg] Eenden, ganzen en..;1998 3e kwartaal;;;
8052;15.12.12.17 [mln kg] Eenden, ganzen en..;1998 4e kwartaal;;;
8053;15.12.12.17 [mln kg] Eenden, ganzen en..;1998 totaal;;;
8054;15.12.12.17 [mln kg] Eenden, ganzen en..;1999 1e kwartaal;;;
8055;15.12.12.17 [mln kg] Eenden, ganzen en..;1999 2e kwartaal;;;
8056;15.12.12.17 [mln kg] Eenden, ganzen en..;1999 3e kwartaal;;;
8057;15.12.12.17 [mln kg] Eenden, ganzen en..;1999 4e kwartaal;;;
8058;15.12.12.17 [mln kg] Eenden, ganzen en..;1999 totaal;;;
8059;15.12.12.17 [mln kg] Eenden, ganzen en..;2000 1e kwartaal;;;
8060;15.12.12.17 [mln kg] Eenden, ganzen en..;2000 2e kwartaal;;;
8061;15.12.12.17 [mln kg] Eenden, ganzen en..;2000 3e kwartaal;;;
8062;15.12.12.17 [mln kg] Eenden, ganzen en..;2000 4e kwartaal;;;
8063;15.12.12.17 [mln kg] Eenden, ganzen en..;2000 totaal;;;
8064;15.12.12.17 [mln kg] Eenden, ganzen en..;2001 1e kwartaal;;;
8065;15.12.12.17 [mln kg] Eenden, ganzen en..;2001 2e kwartaal;;;
8066;15.12.12.17 [mln kg] Eenden, ganzen en..;2001 3e kwartaal;;;
8067;15.12.12.17 [mln kg] Eenden, ganzen en..;2001 4e kwartaal;;;
8068;15.12.12.17 [mln kg] Eenden, ganzen en..;2001 totaal;;;
8069;15.12.12.17 [mln kg] Eenden, ganzen en..;2002 1e kwartaal;;;
8070;15.12.12.17 [mln kg] Eenden, ganzen en..;2002 2e kwartaal;;;
8071;15.12.12.17 [mln kg] Eenden, ganzen en..;2002 3e kwartaal;;;
8072;15.12.12.17 [mln kg] Eenden, ganzen en..;2002 4e kwartaal;;;
8073;15.12.12.17 [mln kg] Eenden, ganzen en..;2002 totaal;;;
8074;15.12.12.17 [mln kg] Eenden, ganzen en..;2003 1e kwartaal;;;
8075;15.12.12.17 [mln kg] Eenden, ganzen en..;2003 2e kwartaal;;;
8076;15.12.12.17 [mln kg] Eenden, ganzen en..;2003 3e kwartaal;;;
8077;15.12.12.17 [mln kg] Eenden, ganzen en..;2003 4e kwartaal;;;
8078;15.12.12.17 [mln kg] Eenden, ganzen en..;2003 totaal;;;
8079;15.12.12.17 [mln kg] Eenden, ganzen en..;2004 totaal;;;
8080;15.12.12.17 [mln kg] Eenden, ganzen en..;2005 totaal;;;
8081;15.12.12.17 [mln kg] Eenden, ganzen en..;2006 totaal;;;
8082;15.12.12.17 [mln kg] Eenden, ganzen en..;2007 totaal;;;
8083;15.12.12.53 [mln kg] Kippen of hanen,..;1993 1e kwartaal;35.0;;
8084;15.12.12.53 [mln kg] Kippen of hanen,..;1993 2e kwartaal;37.0;;
8085;15.12.12.53 [mln kg] Kippen of hanen,..;1993 3e kwartaal;37.0;;
8086;15.12.12.53 [mln kg] Kippen of hanen,..;1993 4e kwartaal;32.0;;
8087;15.12.12.53 [mln kg] Kippen of hanen,..;1993 totaal;141.0;93.0;
8088;15.12.12.53 [mln kg] Kippen of hanen,..;1994 1e kwartaal;44.0;;
8089;15.12.12.53 [mln kg] Kippen of hanen,..;1994 2e kwartaal;50.0;;
8090;15.12.12.53 [mln kg] Kippen of hanen,..;1994 3e kwartaal;47.0;;
8091;15.12.12.53 [mln kg] Kippen of hanen,..;1994 4e kwartaal;45.0;;
8092;15.12.12.53 [mln kg] Kippen of hanen,..;1994 totaal;185.0;123.0;
8093;15.12.12.53 [mln kg] Kippen of hanen,..;1995 1e kwartaal;49.0;;
8094;15.12.12.53 [mln kg] Kippen of hanen,..;1995 2e kwartaal;48.0;;
8095;15.12.12.53 [mln kg] Kippen of hanen,..;1995 3e kwartaal;48.0;;
8096;15.12.12.53 [mln kg] Kippen of hanen,..;1995 4e kwartaal;47.0;;
8097;15.12.12.53 [mln kg] Kippen of hanen,..;1995 totaal;193.0;132.0;
8098;15.12.12.53 [mln kg] Kippen of hanen,..;1996 1e kwartaal;53.0;;
8099;15.12.12.53 [mln kg] Kippen of hanen,..;1996 2e kwartaal;50.0;;
8100;15.12.12.53 [mln kg] Kippen of hanen,..;1996 3e kwartaal;57.0;;
8101;15.12.12.53 [mln kg] Kippen of hanen,..;1996 4e kwartaal;54.0;;
8102;15.12.12.53 [mln kg] Kippen of hanen,..;1996 totaal;214.0;155.0;
8103;15.12.12.53 [mln kg] Kippen of hanen,..;1997 1e kwartaal;35.0;;
8104;15.12.12.53 [mln kg] Kippen of hanen,..;1997 2e kwartaal;35.0;;
8105;15.12.12.53 [mln kg] Kippen of hanen,..;1997 3e kwartaal;35.0;;
8106;15.12.12.53 [mln kg] Kippen of hanen,..;1997 4e kwartaal;44.0;;
8107;15.12.12.53 [mln kg] Kippen of hanen,..;1997 totaal;149.0;115.0;
8108;15.12.12.53 [mln kg] Kippen of hanen,..;1998 1e kwartaal;55.0;;
8109;15.12.12.53 [mln kg] Kippen of hanen,..;1998 2e kwartaal;52.0;;
8110;15.12.12.53 [mln kg] Kippen of hanen,..;1998 3e kwartaal;55.0;;
8111;15.12.12.53 [mln kg] Kippen of hanen,..;1998 4e kwartaal;52.0;;
8112;15.12.12.53 [mln kg] Kippen of hanen,..;1998 totaal;214.0;143.0;
8113;15.12.12.53 [mln kg] Kippen of hanen,..;1999 1e kwartaal;58.0;;
8114;15.12.12.53 [mln kg] Kippen of hanen,..;1999 2e kwartaal;52.0;;
8115;15.12.12.53 [mln kg] Kippen of hanen,..;1999 3e kwartaal;53.0;;
8116;15.12.12.53 [mln kg] Kippen of hanen,..;1999 4e kwartaal;50.0;;
8117;15.12.12.53 [mln kg] Kippen of hanen,..;1999 totaal;213.0;146.0;
8118;15.12.12.53 [mln kg] Kippen of hanen,..;2000 1e kwartaal;46.0;;
8119;15.12.12.53 [mln kg] Kippen of hanen,..;2000 2e kwartaal;53.0;;
8120;15.12.12.53 [mln kg] Kippen of hanen,..;2000 3e kwartaal;50.0;;
8121;15.12.12.53 [mln kg] Kippen of hanen,..;2000 4e kwartaal;56.0;;
8122;15.12.12.53 [mln kg] Kippen of hanen,..;2000 totaal;206.0;133.0;
8123;15.12.12.53 [mln kg] Kippen of hanen,..;2001 1e kwartaal;67.0;;
8124;15.12.12.53 [mln kg] Kippen of hanen,..;2001 2e kwartaal;61.0;;
8125;15.12.12.53 [mln kg] Kippen of hanen,..;2001 3e kwartaal;61.0;;
8126;15.12.12.53 [mln kg] Kippen of hanen,..;2001 4e kwartaal;55.0;;
8127;15.12.12.53 [mln kg] Kippen of hanen,..;2001 totaal;244.0;141.0;
8128;15.12.12.53 [mln kg] Kippen of hanen,..;2002 1e kwartaal;69.0;;
8129;15.12.12.53 [mln kg] Kippen of hanen,..;2002 2e kwartaal;74.0;;
8130;15.12.12.53 [mln kg] Kippen of hanen,..;2002 3e kwartaal;78.0;;
8131;15.12.12.53 [mln kg] Kippen of hanen,..;2002 4e kwartaal;69.0;;
8132;15.12.12.53 [mln kg] Kippen of hanen,..;2002 totaal;290.0;160.0;
8133;15.12.12.53 [mln kg] Kippen of hanen,..;2003 1e kwartaal;;;
8134;15.12.12.53 [mln kg] Kippen of hanen,..;2003 2e kwartaal;;;
8135;15.12.12.53 [mln kg] Kippen of hanen,..;2003 3e kwartaal;;;
8136;15.12.12.53 [mln kg] Kippen of hanen,..;2003 4e kwartaal;;;
8137;15.12.12.53 [mln kg] Kippen of hanen,..;2003 totaal;260.0;131.0;
8138;15.12.12.53 [mln kg] Kippen of hanen,..;2004 totaal;231.0;126.0;
8139;15.12.12.53 [mln kg] Kippen of hanen,..;2005 totaal;202.0;122.0;
8140;15.12.12.53 [mln kg] Kippen of hanen,..;2006 totaal;233.0;130.0;
8141;15.12.12.53 [mln kg] Kippen of hanen,..;2007 totaal;306.0;143.0;
8142;15.12.12.55 [1 000 kg] Kalkoenen,..;1993 1e kwartaal;;;
8143;15.12.12.55 [1 000 kg] Kalkoenen,..;1993 2e kwartaal;;;
8144;15.12.12.55 [1 000 kg] Kalkoenen,..;1993 3e kwartaal;;;
8145;15.12.12.55 [1 000 kg] Kalkoenen,..;1993 4e kwartaal;;;
8146;15.12.12.55 [1 000 kg] Kalkoenen,..;1993 totaal;;;
8147;15.12.12.55 [1 000 kg] Kalkoenen,..;1994 1e kwartaal;;;
8148;15.12.12.55 [1 000 kg] Kalkoenen,..;1994 2e kwartaal;;;
8149;15.12.12.55 [1 000 kg] Kalkoenen,..;1994 3e kwartaal;;;
8150;15.12.12.55 [1 000 kg] Kalkoenen,..;1994 4e kwartaal;;;
8151;15.12.12.55 [1 000 kg] Kalkoenen,..;1994 totaal;;;
8152;15.12.12.55 [1 000 kg] Kalkoenen,..;1995 1e kwartaal;;;
8153;15.12.12.55 [1 000 kg] Kalkoenen,..;1995 2e kwartaal;;;
8154;15.12.12.55 [1 000 kg] Kalkoenen,..;1995 3e kwartaal;;;
8155;15.12.12.55 [1 000 kg] Kalkoenen,..;1995 4e kwartaal;;;
8156;15.12.12.55 [1 000 kg] Kalkoenen,..;1995 totaal;;;
8157;15.12.12.55 [1 000 kg] Kalkoenen,..;1996 1e kwartaal;;;
8158;15.12.12.55 [1 000 kg] Kalkoenen,..;1996 2e kwartaal;;;
8159;15.12.12.55 [1 000 kg] Kalkoenen,..;1996 3e kwartaal;;;
8160;15.12.12.55 [1 000 kg] Kalkoenen,..;1996 4e kwartaal;;;
8161;15.12.12.55 [1 000 kg] Kalkoenen,..;1996 totaal;;;
8162;15.12.12.55 [1 000 kg] Kalkoenen,..;1997 1e kwartaal;;;
8163;15.12.12.55 [1 000 kg] Kalkoenen,..;1997 2e kwartaal;;;
8164;15.12.12.55 [1 000 kg] Kalkoenen,..;1997 3e kwartaal;;;
8165;15.12.12.55 [1 000 kg] Kalkoenen,..;1997 4e kwartaal;;;
8166;15.12.12.55 [1 000 kg] Kalkoenen,..;1997 totaal;;;
8167;15.12.12.55 [1 000 kg] Kalkoenen,..;1998 1e kwartaal;;;
8168;15.12.12.55 [1 000 kg] Kalkoenen,..;1998 2e kwartaal;;;
8169;15.12.12.55 [1 000 kg] Kalkoenen,..;1998 3e kwartaal;;;
8170;15.12.12.55 [1 000 kg] Kalkoenen,..;1998 4e kwartaal;;;
8171;15.12.12.55 [1 000 kg] Kalkoenen,..;1998 totaal;;;
8172;15.12.12.55 [1 000 kg] Kalkoenen,..;1999 1e kwartaal;2.0;;
8173;15.12.12.55 [1 000 kg] Kalkoenen,..;1999 2e kwartaal;2.0;;
8174;15.12.12.55 [1 000 kg] Kalkoenen,..;1999 3e kwartaal;2.0;;
8175;15.12.12.55 [1 000 kg] Kalkoenen,..;1999 4e kwartaal;2.0;;
8176;15.12.12.55 [1 000 kg] Kalkoenen,..;1999 totaal;9.0;;
8177;15.12.12.55 [1 000 kg] Kalkoenen,..;2000 1e kwartaal;;;
8178;15.12.12.55 [1 000 kg] Kalkoenen,..;2000 2e kwartaal;;;
8179;15.12.12.55 [1 000 kg] Kalkoenen,..;2000 3e kwartaal;;;
8180;15.12.12.55 [1 000 kg] Kalkoenen,..;2000 4e kwartaal;;;
8181;15.12.12.55 [1 000 kg] Kalkoenen,..;2000 totaal;;;
8182;15.12.12.55 [1 000 kg] Kalkoenen,..;2001 1e kwartaal;;;
8183;15.12.12.55 [1 000 kg] Kalkoenen,..;2001 2e kwartaal;;;
8184;15.12.12.55 [1 000 kg] Kalkoenen,..;2001 3e kwartaal;0.0;;
8185;15.12.12.55 [1 000 kg] Kalkoenen,..;2001 4e kwartaal;0.0;;
8186;15.12.12.55 [1 000 kg] Kalkoenen,..;2001 totaal;;;
8187;15.12.12.55 [1 000 kg] Kalkoenen,..;2002 1e kwartaal;;;
8188;15.12.12.55 [1 000 kg] Kalkoenen,..;2002 2e kwartaal;;;
8189;15.12.12.55 [1 000 kg] Kalkoenen,..;2002 3e kwartaal;;;
8190;15.12.12.55 [1 000 kg] Kalkoenen,..;2002 4e kwartaal;;;
8191;15.12.12.55 [1 000 kg] Kalkoenen,..;2002 totaal;;;
8192;15.12.12.55 [1 000 kg] Kalkoenen,..;2003 1e kwartaal;;;
8193;15.12.12.55 [1 000 kg] Kalkoenen,..;2003 2e kwartaal;;;
8194;15.12.12.55 [1 000 kg] Kalkoenen,..;2003 3e kwartaal;;;
8195;15.12.12.55 [1 000 kg] Kalkoenen,..;2003 4e kwartaal;;;
8196;15.12.12.55 [1 000 kg] Kalkoenen,..;2003 totaal;;;
8197;15.12.12.55 [1 000 kg] Kalkoenen,..;2004 totaal;;;
8198;15.12.12.55 [1 000 kg] Kalkoenen,..;2005 totaal;;;
