ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
1903;14.12.20.10 [mln kg] Krijt;1996 1e kwartaal;0.0;;
1904;14.12.20.10 [mln kg] Krijt;1996 2e kwartaal;;;
1905;14.12.20.10 [mln kg] Krijt;1996 3e kwartaal;;;
1906;14.12.20.10 [mln kg] Krijt;1996 4e kwartaal;;;
1907;14.12.20.10 [mln kg] Krijt;1996 totaal;;;
1908;14.12.20.10 [mln kg] Krijt;1997 1e kwartaal;;;
1909;14.12.20.10 [mln kg] Krijt;1997 2e kwartaal;0.0;;
1910;14.12.20.10 [mln kg] Krijt;1997 3e kwartaal;0.0;;
1911;14.12.20.10 [mln kg] Krijt;1997 4e kwartaal;0.0;;
1912;14.12.20.10 [mln kg] Krijt;1997 totaal;;;
1913;14.12.20.10 [mln kg] Krijt;1998 1e kwartaal;0.0;;
1914;14.12.20.10 [mln kg] Krijt;1998 2e kwartaal;0.0;;
1915;14.12.20.10 [mln kg] Krijt;1998 3e kwartaal;0.0;;
1916;14.12.20.10 [mln kg] Krijt;1998 4e kwartaal;0.0;;
1917;14.12.20.10 [mln kg] Krijt;1998 totaal;0.0;0.0;
1918;14.12.20.10 [mln kg] Krijt;1999 1e kwartaal;;;
1919;14.12.20.10 [mln kg] Krijt;1999 2e kwartaal;;;
1920;14.12.20.10 [mln kg] Krijt;1999 3e kwartaal;;;
1921;14.12.20.10 [mln kg] Krijt;1999 4e kwartaal;;;
1922;14.12.20.10 [mln kg] Krijt;1999 totaal;;;
1923;14.12.20.10 [mln kg] Krijt;2000 1e kwartaal;0.0;;
1924;14.12.20.10 [mln kg] Krijt;2000 2e kwartaal;0.0;;
1925;14.12.20.10 [mln kg] Krijt;2000 3e kwartaal;0.0;;
1926;14.12.20.10 [mln kg] Krijt;2000 4e kwartaal;0.0;;
1927;14.12.20.10 [mln kg] Krijt;2000 totaal;0.0;0.0;
1928;14.12.20.10 [mln kg] Krijt;2001 1e kwartaal;0.0;;
1929;14.12.20.10 [mln kg] Krijt;2001 2e kwartaal;0.0;;
1930;14.12.20.10 [mln kg] Krijt;2001 3e kwartaal;0.0;;
1931;14.12.20.10 [mln kg] Krijt;2001 4e kwartaal;0.0;;
1932;14.12.20.10 [mln kg] Krijt;2001 totaal;0.0;0.0;
1933;14.12.20.10 [mln kg] Krijt;2002 1e kwartaal;0.0;;
1934;14.12.20.10 [mln kg] Krijt;2002 2e kwartaal;0.0;;
1935;14.12.20.10 [mln kg] Krijt;2002 3e kwartaal;0.0;;
1936;14.12.20.10 [mln kg] Krijt;2002 4e kwartaal;0.0;;
1937;14.12.20.10 [mln kg] Krijt;2002 totaal;0.0;0.0;
1938;14.12.20.10 [mln kg] Krijt;2003 1e kwartaal;;;
1939;14.12.20.10 [mln kg] Krijt;2003 2e kwartaal;;;
1940;14.12.20.10 [mln kg] Krijt;2003 3e kwartaal;;;
1941;14.12.20.10 [mln kg] Krijt;2003 4e kwartaal;;;
1942;14.12.20.10 [mln kg] Krijt;2003 totaal;0.0;0.0;
1943;14.12.20.10 [mln kg] Krijt;2004 totaal;0.0;0.0;
1944;14.12.20.10 [mln kg] Krijt;2005 totaal;0.0;0.0;
1945;14.12.20.10 [mln kg] Krijt;2006 totaal;;;
1946;14.12.20.10 [mln kg] Krijt;2007 totaal;0.0;0.0;
1947;14.12.20.30 [mln kg] Dolomiet, niet..;1993 1e kwartaal;;;
1948;14.12.20.30 [mln kg] Dolomiet, niet..;1993 2e kwartaal;;;
1949;14.12.20.30 [mln kg] Dolomiet, niet..;1993 3e kwartaal;;;
1950;14.12.20.30 [mln kg] Dolomiet, niet..;1993 4e kwartaal;;;
1951;14.12.20.30 [mln kg] Dolomiet, niet..;1993 totaal;;;
1952;14.12.20.30 [mln kg] Dolomiet, niet..;1994 1e kwartaal;;;
1953;14.12.20.30 [mln kg] Dolomiet, niet..;1994 2e kwartaal;;;
1954;14.12.20.30 [mln kg] Dolomiet, niet..;1994 3e kwartaal;;;
1955;14.12.20.30 [mln kg] Dolomiet, niet..;1994 4e kwartaal;;;
1956;14.12.20.30 [mln kg] Dolomiet, niet..;1994 totaal;;;
1957;14.12.20.30 [mln kg] Dolomiet, niet..;1995 1e kwartaal;;;
1958;14.12.20.30 [mln kg] Dolomiet, niet..;1995 2e kwartaal;;;
1959;14.12.20.30 [mln kg] Dolomiet, niet..;1995 3e kwartaal;;;
1960;14.12.20.30 [mln kg] Dolomiet, niet..;1995 4e kwartaal;;;
1961;14.12.20.30 [mln kg] Dolomiet, niet..;1995 totaal;;;
1962;14.12.20.30 [mln kg] Dolomiet, niet..;1996 1e kwartaal;;;
1963;14.12.20.30 [mln kg] Dolomiet, niet..;1996 2e kwartaal;;;
1964;14.12.20.30 [mln kg] Dolomiet, niet..;1996 3e kwartaal;;;
1965;14.12.20.30 [mln kg] Dolomiet, niet..;1996 4e kwartaal;;;
1966;14.12.20.30 [mln kg] Dolomiet, niet..;1996 totaal;;;
1967;14.12.20.30 [mln kg] Dolomiet, niet..;1997 1e kwartaal;;;
1968;14.12.20.30 [mln kg] Dolomiet, niet..;1997 2e kwartaal;;;
1969;14.12.20.30 [mln kg] Dolomiet, niet..;1997 3e kwartaal;;;
1970;14.12.20.30 [mln kg] Dolomiet, niet..;1997 4e kwartaal;;;
1971;14.12.20.30 [mln kg] Dolomiet, niet..;1997 totaal;;;
1972;14.12.20.30 [mln kg] Dolomiet, niet..;1998 1e kwartaal;;;
1973;14.12.20.30 [mln kg] Dolomiet, niet..;1998 2e kwartaal;;;
1974;14.12.20.30 [mln kg] Dolomiet, niet..;1998 3e kwartaal;;;
1975;14.12.20.30 [mln kg] Dolomiet, niet..;1998 4e kwartaal;;;
1976;14.12.20.30 [mln kg] Dolomiet, niet..;1998 totaal;;;
1977;14.12.20.30 [mln kg] Dolomiet, niet..;1999 1e kwartaal;;;
1978;14.12.20.30 [mln kg] Dolomiet, niet..;1999 2e kwartaal;;;
1979;14.12.20.30 [mln kg] Dolomiet, niet..;1999 3e kwartaal;;;
1980;14.12.20.30 [mln kg] Dolomiet, niet..;1999 4e kwartaal;;;
1981;14.12.20.30 [mln kg] Dolomiet, niet..;1999 totaal;;;
1982;14.12.20.30 [mln kg] Dolomiet, niet..;2000 1e kwartaal;;;
1983;14.12.20.30 [mln kg] Dolomiet, niet..;2000 2e kwartaal;;;
1984;14.12.20.30 [mln kg] Dolomiet, niet..;2000 3e kwartaal;;;
1985;14.12.20.30 [mln kg] Dolomiet, niet..;2000 4e kwartaal;;;
1986;14.12.20.30 [mln kg] Dolomiet, niet..;2000 totaal;;;
1987;14.12.20.30 [mln kg] Dolomiet, niet..;2001 1e kwartaal;0.0;;
1988;14.12.20.30 [mln kg] Dolomiet, niet..;2001 2e kwartaal;0.0;;
1989;14.12.20.30 [mln kg] Dolomiet, niet..;2001 3e kwartaal;0.0;;
1990;14.12.20.30 [mln kg] Dolomiet, niet..;2001 4e kwartaal;0.0;;
1991;14.12.20.30 [mln kg] Dolomiet, niet..;2001 totaal;0.0;0.0;
1992;14.12.20.30 [mln kg] Dolomiet, niet..;2002 1e kwartaal;0.0;;
1993;14.12.20.30 [mln kg] Dolomiet, niet..;2002 2e kwartaal;0.0;;
1994;14.12.20.30 [mln kg] Dolomiet, niet..;2002 3e kwartaal;0.0;;
1995;14.12.20.30 [mln kg] Dolomiet, niet..;2002 4e kwartaal;0.0;;
1996;14.12.20.30 [mln kg] Dolomiet, niet..;2002 totaal;0.0;0.0;
1997;14.12.20.30 [mln kg] Dolomiet, niet..;2003 1e kwartaal;;;
1998;14.12.20.30 [mln kg] Dolomiet, niet..;2003 2e kwartaal;;;
1999;14.12.20.30 [mln kg] Dolomiet, niet..;2003 3e kwartaal;;;
2000;14.12.20.30 [mln kg] Dolomiet, niet..;2003 4e kwartaal;;;
2001;14.12.20.30 [mln kg] Dolomiet, niet..;2003 totaal;0.0;0.0;
2002;14.12.20.30 [mln kg] Dolomiet, niet..;2004 totaal;0.0;0.0;
2003;14.12.20.30 [mln kg] Dolomiet, niet..;2005 totaal;0.0;0.0;
2004;14.12.20.30 [mln kg] Dolomiet, niet..;2006 totaal;0.0;0.0;
2005;14.12.20.30 [mln kg] Dolomiet, niet..;2007 totaal;0.0;0.0;
2006;14.12.20.50 [kg] Gebrand of gesinterd..;1993 1e kwartaal;0.0;;
2007;14.12.20.50 [kg] Gebrand of gesinterd..;1993 2e kwartaal;0.0;;
2008;14.12.20.50 [kg] Gebrand of gesinterd..;1993 3e kwartaal;0.0;;
2009;14.12.20.50 [kg] Gebrand of gesinterd..;1993 4e kwartaal;0.0;;
2010;14.12.20.50 [kg] Gebrand of gesinterd..;1993 totaal;0.0;0.0;
2011;14.12.20.50 [kg] Gebrand of gesinterd..;1994 1e kwartaal;0.0;;
2012;14.12.20.50 [kg] Gebrand of gesinterd..;1994 2e kwartaal;0.0;;
2013;14.12.20.50 [kg] Gebrand of gesinterd..;1994 3e kwartaal;0.0;;
2014;14.12.20.50 [kg] Gebrand of gesinterd..;1994 4e kwartaal;0.0;;
2015;14.12.20.50 [kg] Gebrand of gesinterd..;1994 totaal;0.0;0.0;
2016;14.12.20.50 [kg] Gebrand of gesinterd..;1995 1e kwartaal;0.0;;
2017;14.12.20.50 [kg] Gebrand of gesinterd..;1995 2e kwartaal;0.0;;
2018;14.12.20.50 [kg] Gebrand of gesinterd..;1995 3e kwartaal;0.0;;
2019;14.12.20.50 [kg] Gebrand of gesinterd..;1995 4e kwartaal;0.0;;
2020;14.12.20.50 [kg] Gebrand of gesinterd..;1995 totaal;0.0;0.0;
2021;14.12.20.50 [kg] Gebrand of gesinterd..;1996 1e kwartaal;0.0;;
2022;14.12.20.50 [kg] Gebrand of gesinterd..;1996 2e kwartaal;0.0;;
2023;14.12.20.50 [kg] Gebrand of gesinterd..;1996 3e kwartaal;0.0;;
2024;14.12.20.50 [kg] Gebrand of gesinterd..;1996 4e kwartaal;0.0;;
2025;14.12.20.50 [kg] Gebrand of gesinterd..;1996 totaal;0.0;0.0;
2026;14.12.20.50 [kg] Gebrand of gesinterd..;1997 1e kwartaal;0.0;;
2027;14.12.20.50 [kg] Gebrand of gesinterd..;1997 2e kwartaal;0.0;;
2028;14.12.20.50 [kg] Gebrand of gesinterd..;1997 3e kwartaal;0.0;;
2029;14.12.20.50 [kg] Gebrand of gesinterd..;1997 4e kwartaal;0.0;;
2030;14.12.20.50 [kg] Gebrand of gesinterd..;1997 totaal;0.0;0.0;
2031;14.12.20.50 [kg] Gebrand of gesinterd..;1998 1e kwartaal;0.0;;
2032;14.12.20.50 [kg] Gebrand of gesinterd..;1998 2e kwartaal;0.0;;
2033;14.12.20.50 [kg] Gebrand of gesinterd..;1998 3e kwartaal;0.0;;
2034;14.12.20.50 [kg] Gebrand of gesinterd..;1998 4e kwartaal;0.0;;
2035;14.12.20.50 [kg] Gebrand of gesinterd..;1998 totaal;0.0;0.0;
2036;14.12.20.50 [kg] Gebrand of gesinterd..;1999 1e kwartaal;0.0;;
2037;14.12.20.50 [kg] Gebrand of gesinterd..;1999 2e kwartaal;0.0;;
2038;14.12.20.50 [kg] Gebrand of gesinterd..;1999 3e kwartaal;0.0;;
2039;14.12.20.50 [kg] Gebrand of gesinterd..;1999 4e kwartaal;0.0;;
2040;14.12.20.50 [kg] Gebrand of gesinterd..;1999 totaal;0.0;0.0;
2041;14.12.20.50 [kg] Gebrand of gesinterd..;2000 1e kwartaal;0.0;;
2042;14.12.20.50 [kg] Gebrand of gesinterd..;2000 2e kwartaal;0.0;;
2043;14.12.20.50 [kg] Gebrand of gesinterd..;2000 3e kwartaal;0.0;;
2044;14.12.20.50 [kg] Gebrand of gesinterd..;2000 4e kwartaal;0.0;;
2045;14.12.20.50 [kg] Gebrand of gesinterd..;2000 totaal;0.0;0.0;
2046;14.12.20.50 [kg] Gebrand of gesinterd..;2001 1e kwartaal;0.0;;
2047;14.12.20.50 [kg] Gebrand of gesinterd..;2001 2e kwartaal;0.0;;
2048;14.12.20.50 [kg] Gebrand of gesinterd..;2001 3e kwartaal;0.0;;
2049;14.12.20.50 [kg] Gebrand of gesinterd..;2001 4e kwartaal;0.0;;
2050;14.12.20.50 [kg] Gebrand of gesinterd..;2001 totaal;0.0;0.0;
2051;14.12.20.50 [kg] Gebrand of gesinterd..;2002 1e kwartaal;0.0;;
2052;14.12.20.50 [kg] Gebrand of gesinterd..;2002 2e kwartaal;0.0;;
2053;14.12.20.50 [kg] Gebrand of gesinterd..;2002 3e kwartaal;0.0;;
2054;14.12.20.50 [kg] Gebrand of gesinterd..;2002 4e kwartaal;0.0;;
2055;14.12.20.50 [kg] Gebrand of gesinterd..;2002 totaal;0.0;0.0;
2056;14.12.20.50 [kg] Gebrand of gesinterd..;2003 1e kwartaal;;;
2057;14.12.20.50 [kg] Gebrand of gesinterd..;2003 2e kwartaal;;;
2058;14.12.20.50 [kg] Gebrand of gesinterd..;2003 3e kwartaal;;;
2059;14.12.20.50 [kg] Gebrand of gesinterd..;2003 4e kwartaal;;;
2060;14.12.20.50 [kg] Gebrand of gesinterd..;2003 totaal;0.0;0.0;
2061;14.12.20.50 [kg] Gebrand of gesinterd..;2004 totaal;0.0;0.0;
2062;14.12.20.50 [kg] Gebrand of gesinterd..;2005 totaal;0.0;0.0;
2063;14.12.20.50 [kg] Gebrand of gesinterd..;2006 totaal;0.0;0.0;
2064;14.12.20.50 [kg] Gebrand of gesinterd..;2007 totaal;0.0;0.0;
2065;14.12.20.70 [kg] Stamp- en strijkmassa..;1993 1e kwartaal;0.0;;
2066;14.12.20.70 [kg] Stamp- en strijkmassa..;1993 2e kwartaal;0.0;;
2067;14.12.20.70 [kg] Stamp- en strijkmassa..;1993 3e kwartaal;0.0;;
2068;14.12.20.70 [kg] Stamp- en strijkmassa..;1993 4e kwartaal;0.0;;
2069;14.12.20.70 [kg] Stamp- en strijkmassa..;1993 totaal;0.0;0.0;
2070;14.12.20.70 [kg] Stamp- en strijkmassa..;1994 1e kwartaal;0.0;;
2071;14.12.20.70 [kg] Stamp- en strijkmassa..;1994 2e kwartaal;0.0;;
2072;14.12.20.70 [kg] Stamp- en strijkmassa..;1994 3e kwartaal;0.0;;
2073;14.12.20.70 [kg] Stamp- en strijkmassa..;1994 4e kwartaal;0.0;;
2074;14.12.20.70 [kg] Stamp- en strijkmassa..;1994 totaal;0.0;0.0;
2075;14.12.20.70 [kg] Stamp- en strijkmassa..;1995 1e kwartaal;0.0;;
2076;14.12.20.70 [kg] Stamp- en strijkmassa..;1995 2e kwartaal;0.0;;
2077;14.12.20.70 [kg] Stamp- en strijkmassa..;1995 3e kwartaal;0.0;;
2078;14.12.20.70 [kg] Stamp- en strijkmassa..;1995 4e kwartaal;0.0;;
2079;14.12.20.70 [kg] Stamp- en strijkmassa..;1995 totaal;0.0;0.0;
2080;14.12.20.70 [kg] Stamp- en strijkmassa..;1996 1e kwartaal;0.0;;
2081;14.12.20.70 [kg] Stamp- en strijkmassa..;1996 2e kwartaal;0.0;;
2082;14.12.20.70 [kg] Stamp- en strijkmassa..;1996 3e kwartaal;0.0;;
2083;14.12.20.70 [kg] Stamp- en strijkmassa..;1996 4e kwartaal;0.0;;
2084;14.12.20.70 [kg] Stamp- en strijkmassa..;1996 totaal;0.0;0.0;
2085;14.12.20.70 [kg] Stamp- en strijkmassa..;1997 1e kwartaal;0.0;;
2086;14.12.20.70 [kg] Stamp- en strijkmassa..;1997 2e kwartaal;0.0;;
2087;14.12.20.70 [kg] Stamp- en strijkmassa..;1997 3e kwartaal;0.0;;
2088;14.12.20.70 [kg] Stamp- en strijkmassa..;1997 4e kwartaal;0.0;;
2089;14.12.20.70 [kg] Stamp- en strijkmassa..;1997 totaal;0.0;0.0;
2090;14.12.20.70 [kg] Stamp- en strijkmassa..;1998 1e kwartaal;0.0;;
2091;14.12.20.70 [kg] Stamp- en strijkmassa..;1998 2e kwartaal;0.0;;
2092;14.12.20.70 [kg] Stamp- en strijkmassa..;1998 3e kwartaal;0.0;;
2093;14.12.20.70 [kg] Stamp- en strijkmassa..;1998 4e kwartaal;0.0;;
2094;14.12.20.70 [kg] Stamp- en strijkmassa..;1998 totaal;0.0;0.0;
2095;14.12.20.70 [kg] Stamp- en strijkmassa..;1999 1e kwartaal;0.0;;
2096;14.12.20.70 [kg] Stamp- en strijkmassa..;1999 2e kwartaal;0.0;;
2097;14.12.20.70 [kg] Stamp- en strijkmassa..;1999 3e kwartaal;0.0;;
2098;14.12.20.70 [kg] Stamp- en strijkmassa..;1999 4e kwartaal;0.0;;
2099;14.12.20.70 [kg] Stamp- en strijkmassa..;1999 totaal;0.0;0.0;
2100;14.12.20.70 [kg] Stamp- en strijkmassa..;2000 1e kwartaal;0.0;;
2101;14.12.20.70 [kg] Stamp- en strijkmassa..;2000 2e kwartaal;0.0;;
2102;14.12.20.70 [kg] Stamp- en strijkmassa..;2000 3e kwartaal;0.0;;
2103;14.12.20.70 [kg] Stamp- en strijkmassa..;2000 4e kwartaal;0.0;;
2104;14.12.20.70 [kg] Stamp- en strijkmassa..;2000 totaal;0.0;0.0;
2105;14.12.20.70 [kg] Stamp- en strijkmassa..;2001 1e kwartaal;0.0;;
2106;14.12.20.70 [kg] Stamp- en strijkmassa..;2001 2e kwartaal;0.0;;
2107;14.12.20.70 [kg] Stamp- en strijkmassa..;2001 3e kwartaal;0.0;;
2108;14.12.20.70 [kg] Stamp- en strijkmassa..;2001 4e kwartaal;0.0;;
2109;14.12.20.70 [kg] Stamp- en strijkmassa..;2001 totaal;0.0;0.0;
2110;14.12.20.70 [kg] Stamp- en strijkmassa..;2002 1e kwartaal;0.0;;
2111;14.12.20.70 [kg] Stamp- en strijkmassa..;2002 2e kwartaal;0.0;;
2112;14.12.20.70 [kg] Stamp- en strijkmassa..;2002 3e kwartaal;;;
2113;14.12.20.70 [kg] Stamp- en strijkmassa..;2002 4e kwartaal;;;
2114;14.12.20.70 [kg] Stamp- en strijkmassa..;2002 totaal;;;
2115;14.12.20.70 [kg] Stamp- en strijkmassa..;2003 1e kwartaal;;;
2116;14.12.20.70 [kg] Stamp- en strijkmassa..;2003 2e kwartaal;;;
2117;14.12.20.70 [kg] Stamp- en strijkmassa..;2003 3e kwartaal;;;
2118;14.12.20.70 [kg] Stamp- en strijkmassa..;2003 4e kwartaal;;;
2119;14.12.20.70 [kg] Stamp- en strijkmassa..;2003 totaal;;;
2120;14.12.20.70 [kg] Stamp- en strijkmassa..;2004 totaal;;;
2121;14.12.20.70 [kg] Stamp- en strijkmassa..;2005 totaal;;;
2122;14.12.20.70 [kg] Stamp- en strijkmassa..;2006 totaal;0.0;0.0;
2123;14.12.20.70 [kg] Stamp- en strijkmassa..;2007 totaal;0.0;0.0;
2124;14.13.10.00 [kg] Leisteen, enkel..;1993 1e kwartaal;0.0;;
2125;14.13.10.00 [kg] Leisteen, enkel..;1993 2e kwartaal;0.0;;
2126;14.13.10.00 [kg] Leisteen, enkel..;1993 3e kwartaal;0.0;;
2127;14.13.10.00 [kg] Leisteen, enkel..;1993 4e kwartaal;0.0;;
2128;14.13.10.00 [kg] Leisteen, enkel..;1993 totaal;0.0;0.0;
2129;14.13.10.00 [kg] Leisteen, enkel..;1994 1e kwartaal;0.0;;
2130;14.13.10.00 [kg] Leisteen, enkel..;1994 2e kwartaal;0.0;;
2131;14.13.10.00 [kg] Leisteen, enkel..;1994 3e kwartaal;0.0;;
2132;14.13.10.00 [kg] Leisteen, enkel..;1994 4e kwartaal;0.0;;
2133;14.13.10.00 [kg] Leisteen, enkel..;1994 totaal;0.0;0.0;
2134;14.13.10.00 [kg] Leisteen, enkel..;1995 1e kwartaal;0.0;;
2135;14.13.10.00 [kg] Leisteen, enkel..;1995 2e kwartaal;0.0;;
2136;14.13.10.00 [kg] Leisteen, enkel..;1995 3e kwartaal;0.0;;
2137;14.13.10.00 [kg] Leisteen, enkel..;1995 4e kwartaal;0.0;;
2138;14.13.10.00 [kg] Leisteen, enkel..;1995 totaal;0.0;0.0;
2139;14.13.10.00 [kg] Leisteen, enkel..;1996 1e kwartaal;0.0;;
2140;14.13.10.00 [kg] Leisteen, enkel..;1996 2e kwartaal;0.0;;
2141;14.13.10.00 [kg] Leisteen, enkel..;1996 3e kwartaal;0.0;;
2142;14.13.10.00 [kg] Leisteen, enkel..;1996 4e kwartaal;0.0;;
2143;14.13.10.00 [kg] Leisteen, enkel..;1996 totaal;0.0;0.0;
2144;14.13.10.00 [kg] Leisteen, enkel..;1997 1e kwartaal;0.0;;
2145;14.13.10.00 [kg] Leisteen, enkel..;1997 2e kwartaal;0.0;;
2146;14.13.10.00 [kg] Leisteen, enkel..;1997 3e kwartaal;0.0;;
2147;14.13.10.00 [kg] Leisteen, enkel..;1997 4e kwartaal;0.0;;
2148;14.13.10.00 [kg] Leisteen, enkel..;1997 totaal;0.0;0.0;
2149;14.13.10.00 [kg] Leisteen, enkel..;1998 1e kwartaal;0.0;;
2150;14.13.10.00 [kg] Leisteen, enkel..;1998 2e kwartaal;0.0;;
2151;14.13.10.00 [kg] Leisteen, enkel..;1998 3e kwartaal;0.0;;
2152;14.13.10.00 [kg] Leisteen, enkel..;1998 4e kwartaal;0.0;;
2153;14.13.10.00 [kg] Leisteen, enkel..;1998 totaal;0.0;0.0;
2154;14.13.10.00 [kg] Leisteen, enkel..;1999 1e kwartaal;0.0;;
2155;14.13.10.00 [kg] Leisteen, enkel..;1999 2e kwartaal;0.0;;
2156;14.13.10.00 [kg] Leisteen, enkel..;1999 3e kwartaal;0.0;;
2157;14.13.10.00 [kg] Leisteen, enkel..;1999 4e kwartaal;0.0;;
2158;14.13.10.00 [kg] Leisteen, enkel..;1999 totaal;0.0;0.0;
2159;14.13.10.00 [kg] Leisteen, enkel..;2000 1e kwartaal;0.0;;
2160;14.13.10.00 [kg] Leisteen, enkel..;2000 2e kwartaal;0.0;;
2161;14.13.10.00 [kg] Leisteen, enkel..;2000 3e kwartaal;0.0;;
2162;14.13.10.00 [kg] Leisteen, enkel..;2000 4e kwartaal;0.0;;
2163;14.13.10.00 [kg] Leisteen, enkel..;2000 totaal;0.0;0.0;
2164;14.13.10.00 [kg] Leisteen, enkel..;2001 1e kwartaal;0.0;;
2165;14.13.10.00 [kg] Leisteen, enkel..;2001 2e kwartaal;0.0;;
2166;14.13.10.00 [kg] Leisteen, enkel..;2001 3e kwartaal;0.0;;
2167;14.13.10.00 [kg] Leisteen, enkel..;2001 4e kwartaal;0.0;;
2168;14.13.10.00 [kg] Leisteen, enkel..;2001 totaal;0.0;0.0;
2169;14.13.10.00 [kg] Leisteen, enkel..;2002 1e kwartaal;0.0;;
2170;14.13.10.00 [kg] Leisteen, enkel..;2002 2e kwartaal;0.0;;
2171;14.13.10.00 [kg] Leisteen, enkel..;2002 3e kwartaal;0.0;;
2172;14.13.10.00 [kg] Leisteen, enkel..;2002 4e kwartaal;0.0;;
2173;14.13.10.00 [kg] Leisteen, enkel..;2002 totaal;0.0;0.0;
2174;14.13.10.00 [kg] Leisteen, enkel..;2003 1e kwartaal;;;
2175;14.13.10.00 [kg] Leisteen, enkel..;2003 2e kwartaal;;;
2176;14.13.10.00 [kg] Leisteen, enkel..;2003 3e kwartaal;;;
2177;14.13.10.00 [kg] Leisteen, enkel..;2003 4e kwartaal;;;
2178;14.13.10.00 [kg] Leisteen, enkel..;2003 totaal;0.0;0.0;
2179;14.13.10.00 [kg] Leisteen, enkel..;2004 totaal;0.0;0.0;
2180;14.13.10.00 [kg] Leisteen, enkel..;2005 totaal;0.0;0.0;
2181;14.13.10.00 [kg] Leisteen, enkel..;2006 totaal;0.0;0.0;
2182;14.13.10.00 [kg] Leisteen, enkel..;2007 totaal;0.0;0.0;
2183;14.21 Zand en grind;1993 1e kwartaal;24.0;;
2184;14.21 Zand en grind;1993 2e kwartaal;28.0;;
2185;14.21 Zand en grind;1993 3e kwartaal;26.0;;
2186;14.21 Zand en grind;1993 4e kwartaal;28.0;;
2187;14.21 Zand en grind;1993 totaal;107.0;;
2188;14.21 Zand en grind;1994 1e kwartaal;27.0;;
2189;14.21 Zand en grind;1994 2e kwartaal;37.0;;
2190;14.21 Zand en grind;1994 3e kwartaal;30.0;;
2191;14.21 Zand en grind;1994 4e kwartaal;39.0;;
2192;14.21 Zand en grind;1994 totaal;133.0;;
2193;14.21 Zand en grind;1995 1e kwartaal;27.0;;
2194;14.21 Zand en grind;1995 2e kwartaal;35.0;;
2195;14.21 Zand en grind;1995 3e kwartaal;31.0;;
2196;14.21 Zand en grind;1995 4e kwartaal;36.0;;
2197;14.21 Zand en grind;1995 totaal;129.0;;
2198;14.21 Zand en grind;1996 1e kwartaal;29.0;;
2199;14.21 Zand en grind;1996 2e kwartaal;51.0;;
2200;14.21 Zand en grind;1996 3e kwartaal;39.0;;
2201;14.21 Zand en grind;1996 4e kwartaal;44.0;;
2202;14.21 Zand en grind;1996 totaal;163.0;;
2203;14.21 Zand en grind;1997 1e kwartaal;32.0;;
2204;14.21 Zand en grind;1997 2e kwartaal;47.0;;
2205;14.21 Zand en grind;1997 3e kwartaal;37.0;;
2206;14.21 Zand en grind;1997 4e kwartaal;39.0;;
2207;14.21 Zand en grind;1997 totaal;154.0;;
2208;14.21 Zand en grind;1998 1e kwartaal;37.0;;
2209;14.21 Zand en grind;1998 2e kwartaal;46.0;;
2210;14.21 Zand en grind;1998 3e kwartaal;45.0;;
2211;14.21 Zand en grind;1998 4e kwartaal;43.0;;
2212;14.21 Zand en grind;1998 totaal;171.0;;
2213;14.21 Zand en grind;1999 1e kwartaal;33.0;;
2214;14.21 Zand en grind;1999 2e kwartaal;41.0;;
2215;14.21 Zand en grind;1999 3e kwartaal;37.0;;
2216;14.21 Zand en grind;1999 4e kwartaal;42.0;;
2217;14.21 Zand en grind;1999 totaal;153.0;;
2218;14.21 Zand en grind;2000 1e kwartaal;40.0;;
2219;14.21 Zand en grind;2000 2e kwartaal;47.0;;
2220;14.21 Zand en grind;2000 3e kwartaal;41.0;;
2221;14.21 Zand en grind;2000 4e kwartaal;47.0;;
2222;14.21 Zand en grind;2000 totaal;175.0;;
2223;14.21 Zand en grind;2001 1e kwartaal;34.0;;
2224;14.21 Zand en grind;2001 2e kwartaal;46.0;;
2225;14.21 Zand en grind;2001 3e kwartaal;43.0;;
2226;14.21 Zand en grind;2001 4e kwartaal;48.0;;
2227;14.21 Zand en grind;2001 totaal;171.0;;
2228;14.21 Zand en grind;2002 1e kwartaal;47.0;;
2229;14.21 Zand en grind;2002 2e kwartaal;53.0;;
2230;14.21 Zand en grind;2002 3e kwartaal;47.0;;
2231;14.21 Zand en grind;2002 4e kwartaal;41.0;;
2232;14.21 Zand en grind;2002 totaal;187.0;;
2233;14.21 Zand en grind;2003 1e kwartaal;;;
2234;14.21 Zand en grind;2003 2e kwartaal;;;
2235;14.21 Zand en grind;2003 3e kwartaal;;;
2236;14.21 Zand en grind;2003 4e kwartaal;;;
2237;14.21 Zand en grind;2003 totaal;;;
2238;14.21 Zand en grind;2004 totaal;200.0;;
2239;14.21 Zand en grind;2005 totaal;174.0;;
2240;14.21 Zand en grind;2006 totaal;164.0;;
2241;14.21 Zand en grind;2007 totaal;252.0;;
2242;14.21.11.50 [mln kg] Kiezelzand,..;1993 1e kwartaal;4.0;;
2243;14.21.11.50 [mln kg] Kiezelzand,..;1993 2e kwartaal;4.0;;
2244;14.21.11.50 [mln kg] Kiezelzand,..;1993 3e kwartaal;4.0;;
2245;14.21.11.50 [mln kg] Kiezelzand,..;1993 4e kwartaal;4.0;;
2246;14.21.11.50 [mln kg] Kiezelzand,..;1993 totaal;15.0;1163.0;
2247;14.21.11.50 [mln kg] Kiezelzand,..;1994 1e kwartaal;5.0;;
