ID;Huishoudenskenmerken;Perioden;HuishoudensMetMeerDanTweeAutoS_1;HuishoudensMetTweeAutoS_2;HuishoudensMetEenAuto_3;HuishoudenMetMotorrijwiel_4;HuishoudensMetBromfiets_5;HuishoudensMetSnorfiets_6;HuishoudensMetFiets_7;HuishoudensMetOverigGeenVoertuig_8
291;Jaarinkomen: minder dan 7 500 euro;2000;0.0;0.9;23.0;0.3;2.4;1.1;54.7;17.7
292;Jaarinkomen: minder dan 7 500 euro;2001;0.1;0.5;24.2;0.7;1.7;1.3;54.5;17.1
293;Jaarinkomen: minder dan 7 500 euro;2002;0.1;0.5;26.2;0.3;1.4;1.1;54.0;16.4
294;Jaarinkomen: minder dan 7 500 euro;2003;0.0;0.7;25.9;0.0;1.5;1.2;52.9;17.9
295;Jaarinkomen: minder dan 7 500 euro;2004;0.8;5.5;38.4;0.1;0.2;1.1;31.5;22.4
296;Jaarinkomen: minder dan 7 500 euro;2005;;;;;;;;
297;Jaarinkomen: minder dan 7 500 euro;2006;;;;;;;;
298;Jaarinkomen: minder dan 7 500 euro;2007;;;;;;;;
299;Jaarinkomen: 7 500 tot 15 000 euro;1985;;;;;;;;
300;Jaarinkomen: 7 500 tot 15 000 euro;1986;;;;;;;;
301;Jaarinkomen: 7 500 tot 15 000 euro;1987;;;;;;;;
302;Jaarinkomen: 7 500 tot 15 000 euro;1988;;;;;;;;
303;Jaarinkomen: 7 500 tot 15 000 euro;1989;;;;;;;;
304;Jaarinkomen: 7 500 tot 15 000 euro;1990;;;;;;;;
305;Jaarinkomen: 7 500 tot 15 000 euro;1991;;;;;;;;
306;Jaarinkomen: 7 500 tot 15 000 euro;1992;;;;;;;;
307;Jaarinkomen: 7 500 tot 15 000 euro;1993;;;;;;;;
308;Jaarinkomen: 7 500 tot 15 000 euro;1994;0.0;0.8;35.5;1.0;2.7;1.6;42.3;16.1
309;Jaarinkomen: 7 500 tot 15 000 euro;1995;0.0;0.7;37.4;0.6;2.2;1.8;41.2;16.1
310;Jaarinkomen: 7 500 tot 15 000 euro;1996;0.0;0.7;40.4;0.5;1.9;1.4;40.7;14.4
311;Jaarinkomen: 7 500 tot 15 000 euro;1997;0.0;0.7;42.2;0.5;1.6;1.6;39.2;14.2
312;Jaarinkomen: 7 500 tot 15 000 euro;1998;0.0;0.8;42.2;0.7;1.9;1.8;39.3;13.4
313;Jaarinkomen: 7 500 tot 15 000 euro;1999;0.1;0.8;36.6;0.3;1.7;1.6;35.6;23.2
314;Jaarinkomen: 7 500 tot 15 000 euro;2000;0.1;0.8;35.7;0.2;1.5;1.8;36.3;23.7
315;Jaarinkomen: 7 500 tot 15 000 euro;2001;0.0;1.0;35.3;0.2;1.4;1.8;36.6;23.5
316;Jaarinkomen: 7 500 tot 15 000 euro;2002;0.1;0.7;38.0;0.2;1.3;0.9;34.3;24.4
317;Jaarinkomen: 7 500 tot 15 000 euro;2003;0.1;0.9;37.2;0.2;1.4;1.1;35.5;23.7
318;Jaarinkomen: 7 500 tot 15 000 euro;2004;0.3;2.7;43.1;0.1;0.7;1.1;31.7;20.3
319;Jaarinkomen: 7 500 tot 15 000 euro;2005;;;;;;;;
320;Jaarinkomen: 7 500 tot 15 000 euro;2006;;;;;;;;
321;Jaarinkomen: 7 500 tot 15 000 euro;2007;;;;;;;;
322;Jaarinkomen: 15 000 tot 22 500 euro;1985;;;;;;;;
323;Jaarinkomen: 15 000 tot 22 500 euro;1986;;;;;;;;
324;Jaarinkomen: 15 000 tot 22 500 euro;1987;;;;;;;;
325;Jaarinkomen: 15 000 tot 22 500 euro;1988;;;;;;;;
326;Jaarinkomen: 15 000 tot 22 500 euro;1989;;;;;;;;
327;Jaarinkomen: 15 000 tot 22 500 euro;1990;;;;;;;;
328;Jaarinkomen: 15 000 tot 22 500 euro;1991;;;;;;;;
329;Jaarinkomen: 15 000 tot 22 500 euro;1992;;;;;;;;
330;Jaarinkomen: 15 000 tot 22 500 euro;1993;;;;;;;;
331;Jaarinkomen: 15 000 tot 22 500 euro;1994;0.0;2.4;67.2;0.7;1.4;0.7;22.7;4.8
332;Jaarinkomen: 15 000 tot 22 500 euro;1995;0.1;2.6;66.2;0.9;1.5;1.0;22.3;5.4
333;Jaarinkomen: 15 000 tot 22 500 euro;1996;0.0;3.0;67.1;0.5;1.5;0.9;21.9;4.9
334;Jaarinkomen: 15 000 tot 22 500 euro;1997;0.1;3.1;66.7;0.7;1.3;0.8;21.6;5.7
335;Jaarinkomen: 15 000 tot 22 500 euro;1998;0.0;3.3;65.4;0.6;1.3;1.0;23.0;5.3
336;Jaarinkomen: 15 000 tot 22 500 euro;1999;0.3;3.9;66.1;0.5;1.2;1.0;21.3;5.8
337;Jaarinkomen: 15 000 tot 22 500 euro;2000;0.2;3.9;65.6;0.4;0.8;1.2;21.7;6.0
338;Jaarinkomen: 15 000 tot 22 500 euro;2001;0.2;3.4;65.6;0.3;1.6;0.9;22.3;5.7
339;Jaarinkomen: 15 000 tot 22 500 euro;2002;0.2;3.8;65.0;0.2;1.4;0.8;22.1;6.5
340;Jaarinkomen: 15 000 tot 22 500 euro;2003;0.2;4.0;66.4;0.2;0.9;0.7;21.5;6.0
341;Jaarinkomen: 15 000 tot 22 500 euro;2004;0.4;5.4;69.6;0.0;0.8;0.4;18.1;5.3
342;Jaarinkomen: 15 000 tot 22 500 euro;2005;;;;;;;;
343;Jaarinkomen: 15 000 tot 22 500 euro;2006;;;;;;;;
344;Jaarinkomen: 15 000 tot 22 500 euro;2007;;;;;;;;
345;Jaarinkomen: 22 500 tot 30 000 euro;1985;;;;;;;;
346;Jaarinkomen: 22 500 tot 30 000 euro;1986;;;;;;;;
347;Jaarinkomen: 22 500 tot 30 000 euro;1987;;;;;;;;
348;Jaarinkomen: 22 500 tot 30 000 euro;1988;;;;;;;;
349;Jaarinkomen: 22 500 tot 30 000 euro;1989;;;;;;;;
350;Jaarinkomen: 22 500 tot 30 000 euro;1990;;;;;;;;
351;Jaarinkomen: 22 500 tot 30 000 euro;1991;;;;;;;;
352;Jaarinkomen: 22 500 tot 30 000 euro;1992;;;;;;;;
353;Jaarinkomen: 22 500 tot 30 000 euro;1993;;;;;;;;
354;Jaarinkomen: 22 500 tot 30 000 euro;1994;0.2;7.9;76.2;0.5;0.9;0.4;12.2;1.8
355;Jaarinkomen: 22 500 tot 30 000 euro;1995;0.2;8.0;75.5;0.6;1.1;0.5;12.1;2.1
356;Jaarinkomen: 22 500 tot 30 000 euro;1996;0.2;8.5;76.4;0.4;0.8;0.3;11.3;2.0
357;Jaarinkomen: 22 500 tot 30 000 euro;1997;0.2;8.7;75.8;0.4;1.0;0.3;11.4;2.1
358;Jaarinkomen: 22 500 tot 30 000 euro;1998;0.1;10.0;75.5;0.2;0.7;0.3;11.0;2.0
359;Jaarinkomen: 22 500 tot 30 000 euro;1999;0.5;9.7;73.8;0.5;0.8;0.4;11.6;2.7
360;Jaarinkomen: 22 500 tot 30 000 euro;2000;0.3;9.4;73.6;0.3;0.9;0.7;12.1;2.7
361;Jaarinkomen: 22 500 tot 30 000 euro;2001;0.4;9.1;72.5;0.4;0.7;0.6;13.5;2.8
362;Jaarinkomen: 22 500 tot 30 000 euro;2002;0.4;9.3;71.3;0.5;0.6;0.5;14.3;3.1
363;Jaarinkomen: 22 500 tot 30 000 euro;2003;0.6;9.2;72.7;0.5;0.5;0.4;13.5;2.6
364;Jaarinkomen: 22 500 tot 30 000 euro;2004;0.7;11.0;72.8;0.2;0.7;0.6;11.1;2.9
365;Jaarinkomen: 22 500 tot 30 000 euro;2005;;;;;;;;
366;Jaarinkomen: 22 500 tot 30 000 euro;2006;;;;;;;;
367;Jaarinkomen: 22 500 tot 30 000 euro;2007;;;;;;;;
368;Jaarinkomen: 30 000 euro of meer;1985;;;;;;;;
369;Jaarinkomen: 30 000 euro of meer;1986;;;;;;;;
370;Jaarinkomen: 30 000 euro of meer;1987;;;;;;;;
371;Jaarinkomen: 30 000 euro of meer;1988;;;;;;;;
372;Jaarinkomen: 30 000 euro of meer;1989;;;;;;;;
373;Jaarinkomen: 30 000 euro of meer;1990;;;;;;;;
374;Jaarinkomen: 30 000 euro of meer;1991;;;;;;;;
375;Jaarinkomen: 30 000 euro of meer;1992;;;;;;;;
376;Jaarinkomen: 30 000 euro of meer;1993;;;;;;;;
377;Jaarinkomen: 30 000 euro of meer;1994;2.4;26.0;65.3;0.1;0.5;0.1;4.9;0.6
378;Jaarinkomen: 30 000 euro of meer;1995;2.0;27.2;64.6;0.2;0.4;0.2;4.9;0.6
379;Jaarinkomen: 30 000 euro of meer;1996;2.1;28.0;64.2;0.1;0.3;0.1;4.5;0.6
380;Jaarinkomen: 30 000 euro of meer;1997;2.1;28.7;63.1;0.3;0.3;0.1;4.8;0.5
381;Jaarinkomen: 30 000 euro of meer;1998;2.1;30.9;61.1;0.2;0.3;0.1;4.7;0.5
382;Jaarinkomen: 30 000 euro of meer;1999;3.3;32.5;58.8;0.1;0.2;0.1;4.2;0.7
383;Jaarinkomen: 30 000 euro of meer;2000;3.3;33.3;57.6;0.2;0.3;0.2;4.3;0.9
384;Jaarinkomen: 30 000 euro of meer;2001;3.4;33.7;57.2;0.2;0.2;0.2;4.4;0.7
385;Jaarinkomen: 30 000 euro of meer;2002;3.7;34.4;56.0;0.1;0.3;0.2;4.6;0.8
386;Jaarinkomen: 30 000 euro of meer;2003;3.8;34.9;56.1;0.1;0.2;0.1;4.0;0.7
387;Jaarinkomen: 30 000 euro of meer;2004;4.1;37.1;54.3;0.2;0.1;0.1;3.6;0.6
388;Jaarinkomen: 30 000 euro of meer;2005;;;;;;;;
389;Jaarinkomen: 30 000 euro of meer;2006;;;;;;;;
390;Jaarinkomen: 30 000 euro of meer;2007;;;;;;;;
