ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijferOngecorrigeerd_1;IndexcijferKalendergecorrigeerd_2;IndexcijferSeizoengecorrigeerd_3;OntwikkelingOngecorrigeerd_4;OntwikkelingKalendergecorrigeerd_5;OntwikkelingSeizoengecorrigeerd_6
1002;42 Grond-, water-  en wegenbouw;2023 oktober;103.6;104.0;103.4;11.4;8.8;8.6
1003;42 Grond-, water-  en wegenbouw;2023 november;94.9;93.6;100.9;-0.1;-0.1;0.5
1004;42 Grond-, water-  en wegenbouw;2023 december;73.4;72.2;106.2;-2.0;0.4;1.1
1005;42 Grond-, water-  en wegenbouw;2023 4e kwartaal;90.6;89.9;103.5;3.5;3.3;3.3
1006;42 Grond-, water-  en wegenbouw;2023;103.4;103.6;103.5;4.5;4.4;4.6
1007;42 Grond-, water-  en wegenbouw;2024 januari;109.8;112.5;108.4;-0.2;-2.6;-2.6
1008;42 Grond-, water-  en wegenbouw;2024 februari;130.0;129.1;104.0;-3.2;-3.9;-4.5
1009;42 Grond-, water-  en wegenbouw;2024 maart;135.6;141.4;103.6;-4.5;2.5;1.0
1010;42 Grond-, water-  en wegenbouw;2024 1e kwartaal;125.2;127.7;105.3;-2.8;-1.2;-2.1
1011;42 Grond-, water-  en wegenbouw;2024 april;111.8;108.8;103.0;12.3;4.6;4.5
1012;42 Grond-, water-  en wegenbouw;2024 mei;113.3;108.6;100.5;3.9;0.2;1.4
1013;42 Grond-, water-  en wegenbouw;2024 juni;110.4;112.0;95.7;-15.3;-11.2;-10.2
1014;42 Grond-, water-  en wegenbouw;2024 2e kwartaal;111.8;109.8;99.8;-1.0;-2.7;-1.7
1015;42 Grond-, water-  en wegenbouw;2024 juli;106.6;104.4;99.9;0.7;-4.0;-2.6
1016;42 Grond-, water-  en wegenbouw;2024 augustus;35.7;35.8;104.4;4.2;6.7;3.3
1017;42 Grond-, water-  en wegenbouw;2024 september;109.0;110.1;104.5;5.4;5.4;3.1
1018;42 Grond-, water-  en wegenbouw;2024 3e kwartaal;83.8;83.4;102.9;3.2;1.4;1.3
1019;42 Grond-, water-  en wegenbouw;2024 oktober;107.1;105.0;103.7;3.4;0.9;0.2
1020;42 Grond-, water-  en wegenbouw;2024 november;99.5;100.4;108.0;4.8;7.4;7.0
1021;42 Grond-, water-  en wegenbouw;2024 december;76.0;77.3;112.9;3.6;7.1;6.4
1022;42 Grond-, water-  en wegenbouw;2024 4e kwartaal;94.2;94.2;108.2;3.9;4.8;4.5
1023;42 Grond-, water-  en wegenbouw;2024;103.7;103.8;104.0;0.3;0.2;0.5
1024;42 Grond-, water-  en wegenbouw;2025 januari;127.3;123.2;116.7;15.9;9.5;7.6
1025;42 Grond-, water-  en wegenbouw;2025 februari;144.8;144.8;111.9;11.4;12.2;7.6
1026;43 Gespecialiseerde bouw;2005 januari ;;;;;;
1027;43 Gespecialiseerde bouw;2005 februari;;;;;;
1028;43 Gespecialiseerde bouw;2005 maart;;;;;;
1029;43 Gespecialiseerde bouw;2005 1e kwartaal;;;;;;
1030;43 Gespecialiseerde bouw;2005 april;;;;;;
1031;43 Gespecialiseerde bouw;2005 mei;;;;;;
1032;43 Gespecialiseerde bouw;2005 juni;;;;;;
1033;43 Gespecialiseerde bouw;2005 2e kwartaal;;;;;;
1034;43 Gespecialiseerde bouw;2005 juli;;;;;;
1035;43 Gespecialiseerde bouw;2005 augustus;;;;;;
1036;43 Gespecialiseerde bouw;2005 september;;;;;;
1037;43 Gespecialiseerde bouw;2005 3e kwartaal;;;;;;
1038;43 Gespecialiseerde bouw;2005 oktober;;;;;;
1039;43 Gespecialiseerde bouw;2005 november;;;;;;
1040;43 Gespecialiseerde bouw;2005 december;;;;;;
1041;43 Gespecialiseerde bouw;2005 4e kwartaal;;;;;;
1042;43 Gespecialiseerde bouw;2005;;;;;;
1043;43 Gespecialiseerde bouw;2006 januari;;;;;;
1044;43 Gespecialiseerde bouw;2006 februari;;;;;;
1045;43 Gespecialiseerde bouw;2006 maart;;;;;;
1046;43 Gespecialiseerde bouw;2006 1e kwartaal;;;;;;
1047;43 Gespecialiseerde bouw;2006 april;;;;;;
1048;43 Gespecialiseerde bouw;2006 mei;;;;;;
1049;43 Gespecialiseerde bouw;2006 juni;;;;;;
1050;43 Gespecialiseerde bouw;2006 2e kwartaal;;;;;;
1051;43 Gespecialiseerde bouw;2006 juli;;;;;;
1052;43 Gespecialiseerde bouw;2006 augustus;;;;;;
1053;43 Gespecialiseerde bouw;2006 september;;;;;;
1054;43 Gespecialiseerde bouw;2006 3e kwartaal;;;;;;
1055;43 Gespecialiseerde bouw;2006 oktober;;;;;;
1056;43 Gespecialiseerde bouw;2006 november;;;;;;
1057;43 Gespecialiseerde bouw;2006 december;;;;;;
1058;43 Gespecialiseerde bouw;2006 4e kwartaal;;;;;;
1059;43 Gespecialiseerde bouw;2006;;;;;;
1060;43 Gespecialiseerde bouw;2007 januari;;;;;;
1061;43 Gespecialiseerde bouw;2007 februari;;;;;;
1062;43 Gespecialiseerde bouw;2007 maart;;;;;;
1063;43 Gespecialiseerde bouw;2007 1e kwartaal;;;;;;
1064;43 Gespecialiseerde bouw;2007 april;;;;;;
1065;43 Gespecialiseerde bouw;2007 mei;;;;;;
1066;43 Gespecialiseerde bouw;2007 juni;;;;;;
1067;43 Gespecialiseerde bouw;2007 2e kwartaal;;;;;;
1068;43 Gespecialiseerde bouw;2007 juli;;;;;;
1069;43 Gespecialiseerde bouw;2007 augustus;;;;;;
1070;43 Gespecialiseerde bouw;2007 september;;;;;;
1071;43 Gespecialiseerde bouw;2007 3e kwartaal;;;;;;
1072;43 Gespecialiseerde bouw;2007 oktober;;;;;;
1073;43 Gespecialiseerde bouw;2007 november;;;;;;
1074;43 Gespecialiseerde bouw;2007 december;;;;;;
1075;43 Gespecialiseerde bouw;2007 4e kwartaal;;;;;;
1076;43 Gespecialiseerde bouw;2007;;;;;;
1077;43 Gespecialiseerde bouw;2008 januari;;;;;;
1078;43 Gespecialiseerde bouw;2008 februari;;;;;;
1079;43 Gespecialiseerde bouw;2008 maart;;;;;;
1080;43 Gespecialiseerde bouw;2008 1e kwartaal;;;;;;
1081;43 Gespecialiseerde bouw;2008 april;;;;;;
1082;43 Gespecialiseerde bouw;2008 mei;;;;;;
1083;43 Gespecialiseerde bouw;2008 juni;;;;;;
1084;43 Gespecialiseerde bouw;2008 2e kwartaal;;;;;;
1085;43 Gespecialiseerde bouw;2008 juli;;;;;;
1086;43 Gespecialiseerde bouw;2008 augustus;;;;;;
1087;43 Gespecialiseerde bouw;2008 september;;;;;;
1088;43 Gespecialiseerde bouw;2008 3e kwartaal;;;;;;
1089;43 Gespecialiseerde bouw;2008 oktober;;;;;;
1090;43 Gespecialiseerde bouw;2008 november;;;;;;
1091;43 Gespecialiseerde bouw;2008 december;;;;;;
1092;43 Gespecialiseerde bouw;2008 4e kwartaal;;;;;;
1093;43 Gespecialiseerde bouw;2008;;;;;;
1094;43 Gespecialiseerde bouw;2009 januari;;;;;;
1095;43 Gespecialiseerde bouw;2009 februari;;;;;;
1096;43 Gespecialiseerde bouw;2009 maart;;;;;;
1097;43 Gespecialiseerde bouw;2009 1e kwartaal;;;;;;
1098;43 Gespecialiseerde bouw;2009 april;;;;;;
1099;43 Gespecialiseerde bouw;2009 mei;;;;;;
1100;43 Gespecialiseerde bouw;2009 juni;;;;;;
1101;43 Gespecialiseerde bouw;2009 2e kwartaal;;;;;;
1102;43 Gespecialiseerde bouw;2009 juli;;;;;;
1103;43 Gespecialiseerde bouw;2009 augustus;;;;;;
1104;43 Gespecialiseerde bouw;2009 september;;;;;;
1105;43 Gespecialiseerde bouw;2009 3e kwartaal;;;;;;
1106;43 Gespecialiseerde bouw;2009 oktober;;;;;;
1107;43 Gespecialiseerde bouw;2009 november;;;;;;
1108;43 Gespecialiseerde bouw;2009 december;;;;;;
1109;43 Gespecialiseerde bouw;2009 4e kwartaal;;;;;;
1110;43 Gespecialiseerde bouw;2009;;;;;;
1111;43 Gespecialiseerde bouw;2010 januari;;;;;;
1112;43 Gespecialiseerde bouw;2010 februari;;;;;;
1113;43 Gespecialiseerde bouw;2010 maart;;;;;;
1114;43 Gespecialiseerde bouw;2010 1e kwartaal;;;;;;
1115;43 Gespecialiseerde bouw;2010 april;;;;;;
1116;43 Gespecialiseerde bouw;2010 mei;;;;;;
1117;43 Gespecialiseerde bouw;2010 juni;;;;;;
1118;43 Gespecialiseerde bouw;2010 2e kwartaal;;;;;;
1119;43 Gespecialiseerde bouw;2010 juli;;;;;;
1120;43 Gespecialiseerde bouw;2010 augustus;;;;;;
1121;43 Gespecialiseerde bouw;2010 september;;;;;;
1122;43 Gespecialiseerde bouw;2010 3e kwartaal;;;;;;
1123;43 Gespecialiseerde bouw;2010 oktober;;;;;;
1124;43 Gespecialiseerde bouw;2010 november;;;;;;
1125;43 Gespecialiseerde bouw;2010 december;;;;;;
1126;43 Gespecialiseerde bouw;2010 4e kwartaal;;;;;;
1127;43 Gespecialiseerde bouw;2010;;;;;;
1128;43 Gespecialiseerde bouw;2011 januari;;;;;;
1129;43 Gespecialiseerde bouw;2011 februari;;;;;;
1130;43 Gespecialiseerde bouw;2011 maart;;;;;;
1131;43 Gespecialiseerde bouw;2011 1e kwartaal;;;;;;
1132;43 Gespecialiseerde bouw;2011 april;;;;;;
1133;43 Gespecialiseerde bouw;2011 mei;;;;;;
1134;43 Gespecialiseerde bouw;2011 juni;;;;;;
1135;43 Gespecialiseerde bouw;2011 2e kwartaal;;;;;;
1136;43 Gespecialiseerde bouw;2011 juli;;;;;;
1137;43 Gespecialiseerde bouw;2011 augustus;;;;;;
1138;43 Gespecialiseerde bouw;2011 september;;;;;;
1139;43 Gespecialiseerde bouw;2011 3e kwartaal;;;;;;
1140;43 Gespecialiseerde bouw;2011 oktober;;;;;;
1141;43 Gespecialiseerde bouw;2011 november;;;;;;
1142;43 Gespecialiseerde bouw;2011 december;;;;;;
1143;43 Gespecialiseerde bouw;2011 4e kwartaal;;;;;;
1144;43 Gespecialiseerde bouw;2011;;;;;;
1145;43 Gespecialiseerde bouw;2012 januari;;;;;;
1146;43 Gespecialiseerde bouw;2012 februari;;;;;;
1147;43 Gespecialiseerde bouw;2012 maart;;;;;;
1148;43 Gespecialiseerde bouw;2012 1e kwartaal;;;;;;
1149;43 Gespecialiseerde bouw;2012 april;;;;;;
1150;43 Gespecialiseerde bouw;2012 mei;;;;;;
1151;43 Gespecialiseerde bouw;2012 juni;;;;;;
1152;43 Gespecialiseerde bouw;2012 2e kwartaal;;;;;;
1153;43 Gespecialiseerde bouw;2012 juli;;;;;;
1154;43 Gespecialiseerde bouw;2012 augustus;;;;;;
1155;43 Gespecialiseerde bouw;2012 september;;;;;;
1156;43 Gespecialiseerde bouw;2012 3e kwartaal;;;;;;
1157;43 Gespecialiseerde bouw;2012 oktober;;;;;;
1158;43 Gespecialiseerde bouw;2012 november;;;;;;
1159;43 Gespecialiseerde bouw;2012 december;;;;;;
1160;43 Gespecialiseerde bouw;2012 4e kwartaal;;;;;;
1161;43 Gespecialiseerde bouw;2012;;;;;;
1162;43 Gespecialiseerde bouw;2013 januari;;;;;;
1163;43 Gespecialiseerde bouw;2013 februari;;;;;;
1164;43 Gespecialiseerde bouw;2013 maart;;;;;;
1165;43 Gespecialiseerde bouw;2013 1e kwartaal;;;;;;
1166;43 Gespecialiseerde bouw;2013 april;;;;;;
1167;43 Gespecialiseerde bouw;2013 mei;;;;;;
1168;43 Gespecialiseerde bouw;2013 juni;;;;;;
1169;43 Gespecialiseerde bouw;2013 2e kwartaal;;;;;;
1170;43 Gespecialiseerde bouw;2013 juli;;;;;;
1171;43 Gespecialiseerde bouw;2013 augustus;;;;;;
1172;43 Gespecialiseerde bouw;2013 september;;;;;;
1173;43 Gespecialiseerde bouw;2013 3e kwartaal;;;;;;
1174;43 Gespecialiseerde bouw;2013 oktober;;;;;;
1175;43 Gespecialiseerde bouw;2013 november;;;;;;
1176;43 Gespecialiseerde bouw;2013 december;;;;;;
1177;43 Gespecialiseerde bouw;2013 4e kwartaal;;;;;;
1178;43 Gespecialiseerde bouw;2013 ;;;;;;
1179;43 Gespecialiseerde bouw;2014 januari;;;;;;
1180;43 Gespecialiseerde bouw;2014 februari;;;;;;
1181;43 Gespecialiseerde bouw;2014 maart;;;;;;
1182;43 Gespecialiseerde bouw;2014 1e kwartaal;;;;;;
1183;43 Gespecialiseerde bouw;2014 april;;;;;;
1184;43 Gespecialiseerde bouw;2014 mei;;;;;;
1185;43 Gespecialiseerde bouw;2014 juni;;;;;;
1186;43 Gespecialiseerde bouw;2014 2e kwartaal;;;;;;
1187;43 Gespecialiseerde bouw;2014 juli;;;;;;
1188;43 Gespecialiseerde bouw;2014 augustus;;;;;;
1189;43 Gespecialiseerde bouw;2014 september;;;;;;
1190;43 Gespecialiseerde bouw;2014 3e kwartaal;;;;;;
1191;43 Gespecialiseerde bouw;2014 oktober;;;;;;
1192;43 Gespecialiseerde bouw;2014 november;;;;;;
1193;43 Gespecialiseerde bouw;2014 december;;;;;;
1194;43 Gespecialiseerde bouw;2014 4e kwartaal;;;;;;
1195;43 Gespecialiseerde bouw;2014;;;;;;
1196;43 Gespecialiseerde bouw;2015 januari;;;;;;
1197;43 Gespecialiseerde bouw;2015 februari;;;;;;
1198;43 Gespecialiseerde bouw;2015 maart;;;;;;
1199;43 Gespecialiseerde bouw;2015 1e kwartaal;;;;;;
1200;43 Gespecialiseerde bouw;2015 april;;;;;;
1201;43 Gespecialiseerde bouw;2015 mei;;;;;;
1202;43 Gespecialiseerde bouw;2015 juni;;;;;;
1203;43 Gespecialiseerde bouw;2015 2e kwartaal;;;;;;
1204;43 Gespecialiseerde bouw;2015 juli;;;;;;
1205;43 Gespecialiseerde bouw;2015 augustus;;;;;;
1206;43 Gespecialiseerde bouw;2015 september;;;;;;
1207;43 Gespecialiseerde bouw;2015 3e kwartaal;;;;;;
1208;43 Gespecialiseerde bouw;2015 oktober;;;;;;
1209;43 Gespecialiseerde bouw;2015 november;;;;;;
1210;43 Gespecialiseerde bouw;2015 december;;;;;;
1211;43 Gespecialiseerde bouw;2015 4e kwartaal;;;;;;
1212;43 Gespecialiseerde bouw;2015;;;;;;
1213;43 Gespecialiseerde bouw;2016 januari ;;;;;;
1214;43 Gespecialiseerde bouw;2016 februari;;;;;;
1215;43 Gespecialiseerde bouw;2016 maart;;;;;;
1216;43 Gespecialiseerde bouw;2016 1e kwartaal;;;;;;
1217;43 Gespecialiseerde bouw;2016 april;;;;;;
1218;43 Gespecialiseerde bouw;2016 mei;;;;;;
1219;43 Gespecialiseerde bouw;2016 juni;;;;;;
1220;43 Gespecialiseerde bouw;2016 2e kwartaal;;;;;;
1221;43 Gespecialiseerde bouw;2016 juli;;;;;;
1222;43 Gespecialiseerde bouw;2016 augustus;;;;;;
1223;43 Gespecialiseerde bouw;2016 september;;;;;;
1224;43 Gespecialiseerde bouw;2016 3e kwartaal;;;;;;
1225;43 Gespecialiseerde bouw;2016 oktober;;;;;;
1226;43 Gespecialiseerde bouw;2016 november;;;;;;
1227;43 Gespecialiseerde bouw;2016 december;;;;;;
1228;43 Gespecialiseerde bouw;2016 4e kwartaal;;;;;;
1229;43 Gespecialiseerde bouw;2016;;;;;;
1230;43 Gespecialiseerde bouw;2017 januari ;;;;;;
1231;43 Gespecialiseerde bouw;2017 februari ;;;;;;
1232;43 Gespecialiseerde bouw;2017 maart;;;;;;
1233;43 Gespecialiseerde bouw;2017 1e kwartaal;;;;;;
1234;43 Gespecialiseerde bouw;2017 april;;;;;;
1235;43 Gespecialiseerde bouw;2017 mei;;;;;;
1236;43 Gespecialiseerde bouw;2017 juni ;;;;;;
1237;43 Gespecialiseerde bouw;2017 2e kwartaal ;;;;;;
1238;43 Gespecialiseerde bouw;2017 juli ;;;;;;
1239;43 Gespecialiseerde bouw;2017 augustus;;;;;;
1240;43 Gespecialiseerde bouw;2017 september;;;;;;
1241;43 Gespecialiseerde bouw;2017 3e kwartaal;;;;;;
1242;43 Gespecialiseerde bouw;2017 oktober;;;;;;
1243;43 Gespecialiseerde bouw;2017 november;;;;;;
1244;43 Gespecialiseerde bouw;2017 december;;;;;;
1245;43 Gespecialiseerde bouw;2017 4e kwartaal ;;;;;;
1246;43 Gespecialiseerde bouw;2017;;;;;;
1247;43 Gespecialiseerde bouw;2018 januari;88.8;89.1;86.1;;;
1248;43 Gespecialiseerde bouw;2018 februari;97.2;97.2;86.5;;;
1249;43 Gespecialiseerde bouw;2018 maart ;100.5;100.2;87.7;;;
1250;43 Gespecialiseerde bouw;2018 1e kwartaal;95.5;95.5;86.8;;;
1251;43 Gespecialiseerde bouw;2018 april ;94.3;96.1;90.2;;;
1252;43 Gespecialiseerde bouw;2018 mei;98.4;96.8;91.5;;;
1253;43 Gespecialiseerde bouw;2018 juni;105.2;105.2;93.9;;;
1254;43 Gespecialiseerde bouw;2018 2e kwartaal;99.3;99.4;91.8;;;
1255;43 Gespecialiseerde bouw;2018 juli;107.3;102.2;94.8;;;
1256;43 Gespecialiseerde bouw;2018 augustus ;37.9;39.0;95.6;;;
1257;43 Gespecialiseerde bouw;2018 september ;106.3;110.9;96.1;;;
1258;43 Gespecialiseerde bouw;2018 3e kwartaal;83.8;84.0;95.5;;;
1259;43 Gespecialiseerde bouw;2018 oktober ;98.1;95.6;94.7;;;
1260;43 Gespecialiseerde bouw;2018 november ;97.7;96.0;94.9;;;
1261;43 Gespecialiseerde bouw;2018 december ;74.2;76.0;95.8;;;
1262;43 Gespecialiseerde bouw;2018 4e kwartaal ;90.0;89.2;95.1;;;
1263;43 Gespecialiseerde bouw;2018;92.1;92.0;92.3;;;
1264;43 Gespecialiseerde bouw;2019 januari ;96.9;95.4;92.2;9.1;7.1;7.1
1265;43 Gespecialiseerde bouw;2019 februari;108.2;108.2;96.4;11.3;11.3;11.4
1266;43 Gespecialiseerde bouw;2019 maart ;106.4;109.4;95.5;5.9;9.1;8.9
1267;43 Gespecialiseerde bouw;2019 1e kwartaal ;103.8;104.3;94.7;8.7;9.2;9.1
1268;43 Gespecialiseerde bouw;2019 april;105.1;104.0;97.6;11.5;8.2;8.3
1269;43 Gespecialiseerde bouw;2019 mei ;109.4;104.3;98.6;11.2;7.7;7.8
1270;43 Gespecialiseerde bouw;2019 juni;102.3;108.8;97.1;-2.8;3.4;3.4
1271;43 Gespecialiseerde bouw;2019 2e kwartaal;105.6;105.7;97.8;6.3;6.3;6.4
1272;43 Gespecialiseerde bouw;2019 juli;112.5;104.8;97.1;4.8;2.6;2.4
1273;43 Gespecialiseerde bouw;2019 augustus;38.3;40.3;99.1;1.0;3.2;3.6
1274;43 Gespecialiseerde bouw;2019 september;114.6;116.1;100.9;7.9;4.7;5.0
1275;43 Gespecialiseerde bouw;2019 3e kwartaal;88.5;87.1;99.0;5.5;3.6;3.7
1276;43 Gespecialiseerde bouw;2019 oktober;100.0;97.5;96.4;2.0;2.0;1.8
1277;43 Gespecialiseerde bouw;2019 november;98.0;99.3;98.1;0.4;3.4;3.3
1278;43 Gespecialiseerde bouw;2019 december;76.1;77.1;97.0;2.5;1.4;1.3
1279;43 Gespecialiseerde bouw;2019 4e kwartaal;91.4;91.3;97.2;1.5;2.3;2.1
1280;43 Gespecialiseerde bouw;2019;97.3;97.1;97.2;5.6;5.5;5.2
1281;43 Gespecialiseerde bouw;2020 januari;106.0;102.4;99.0;9.4;7.4;7.4
1282;43 Gespecialiseerde bouw;2020 februari;109.5;111.8;99.7;1.2;3.4;3.4
1283;43 Gespecialiseerde bouw;2020 maart ;114.3;114.0;99.3;7.4;4.2;4.0
1284;43 Gespecialiseerde bouw;2020 1e kwartaal;109.9;109.4;99.3;5.9;4.9;4.9
1285;43 Gespecialiseerde bouw;2020 april ;97.8;96.7;90.9;-7.0;-7.0;-6.8
1286;43 Gespecialiseerde bouw;2020 mei;93.4;97.6;92.3;-14.7;-6.4;-6.4
1287;43 Gespecialiseerde bouw;2020 juni;106.5;105.0;93.8;4.1;-3.5;-3.4
1288;43 Gespecialiseerde bouw;2020 2e kwartaal;99.2;99.8;92.3;-6.0;-5.6;-5.5
1289;43 Gespecialiseerde bouw;2020 juli;107.1;102.4;94.5;-4.8;-2.3;-2.6
1290;43 Gespecialiseerde bouw;2020 augustus;36.9;39.0;96.5;-3.6;-3.3;-2.6
1291;43 Gespecialiseerde bouw;2020 september;113.8;111.9;97.6;-0.7;-3.6;-3.3
1292;43 Gespecialiseerde bouw;2020 3e kwartaal;86.0;84.4;96.2;-2.9;-3.0;-2.8
1293;43 Gespecialiseerde bouw;2020 oktober;97.7;98.1;96.6;-2.3;0.6;0.3
1294;43 Gespecialiseerde bouw;2020 november;97.8;99.1;97.9;-0.2;-0.2;-0.2
1295;43 Gespecialiseerde bouw;2020 december;76.0;77.5;97.5;-0.1;0.6;0.5
1296;43 Gespecialiseerde bouw;2020 4e kwartaal;90.5;91.6;97.4;-1.0;0.3;0.2
1297;43 Gespecialiseerde bouw;2020;96.4;96.3;96.3;-1.0;-0.8;-0.9
1298;43 Gespecialiseerde bouw;2021 januari;102.1;101.0;97.6;-3.6;-1.4;-1.4
1299;43 Gespecialiseerde bouw;2021 februari ;102.1;102.1;91.2;-6.7;-8.7;-8.6
1300;43 Gespecialiseerde bouw;2021 maart ;117.4;113.8;98.8;2.8;-0.2;-0.5
1301;43 Gespecialiseerde bouw;2021 1e kwartaal;107.2;105.6;95.9;-2.4;-3.5;-3.5
1302;43 Gespecialiseerde bouw;2021 april ;104.3;103.2;97.1;6.7;6.7;6.8
1303;43 Gespecialiseerde bouw;2021 mei;99.1;103.6;98.1;6.1;6.1;6.3
1304;43 Gespecialiseerde bouw;2021 juni;114.7;111.3;99.5;7.7;6.0;6.1
1305;43 Gespecialiseerde bouw;2021 2e kwartaal;106.1;106.0;98.2;6.9;6.3;6.4
1306;43 Gespecialiseerde bouw;2021 juli;115.8;107.7;99.0;8.1;5.2;4.8
1307;43 Gespecialiseerde bouw;2021 augustus;36.8;39.9;99.8;-0.3;2.5;3.4
1308;43 Gespecialiseerde bouw;2021 september ;115.8;113.8;99.6;1.7;1.7;2.0
1309;43 Gespecialiseerde bouw;2021 3e kwartaal;89.5;87.2;99.5;4.1;3.3;3.4
1310;43 Gespecialiseerde bouw;2021 oktober ;100.4;103.9;102.0;2.8;5.9;5.5
1311;43 Gespecialiseerde bouw;2021 november ;105.2;103.4;102.3;7.6;4.4;4.5
1312;43 Gespecialiseerde bouw;2021 december ;86.1;81.6;102.5;13.3;5.2;5.1
1313;43 Gespecialiseerde bouw;2021 4e kwartaal;97.2;96.3;102.3;7.5;5.2;5.0
1314;43 Gespecialiseerde bouw;2021;100.0;98.8;99.0;3.7;2.6;2.7
1315;43 Gespecialiseerde bouw;2022 januari ;100.2;106.7;103.3;-1.9;5.7;5.8
1316;43 Gespecialiseerde bouw;2022 februari;114.4;114.4;102.2;12.0;12.0;12.1
1317;43 Gespecialiseerde bouw;2022 maart;124.3;120.4;104.2;5.8;5.8;5.5
1318;43 Gespecialiseerde bouw;2022 1e kwartaal;113.0;113.8;103.3;5.3;7.8;7.7
1319;43 Gespecialiseerde bouw;2022 april;108.7;110.8;104.3;4.2;7.3;7.4
1320;43 Gespecialiseerde bouw;2022 mei;112.3;110.2;104.4;13.3;6.4;6.5
1321;43 Gespecialiseerde bouw;2022 juni;121.6;121.8;109.0;6.0;9.5;9.6
1322;43 Gespecialiseerde bouw;2022 2e kwartaal;114.2;114.3;105.9;7.7;7.8;7.8
1323;43 Gespecialiseerde bouw;2022 juli;120.5;116.9;107.0;4.1;8.5;8.0
1324;43 Gespecialiseerde bouw;2022 augustus;38.4;39.9;100.8;4.4;0.1;1.0
1325;43 Gespecialiseerde bouw;2022 september;123.9;121.8;106.9;7.1;7.1;7.3
1326;43 Gespecialiseerde bouw;2022 3e kwartaal;94.3;92.9;104.9;5.4;6.6;5.5
1327;43 Gespecialiseerde bouw;2022 oktober;108.1;111.8;109.3;7.6;7.6;7.2
1328;43 Gespecialiseerde bouw;2022 november;114.4;112.4;111.4;8.7;8.7;8.9
1329;43 Gespecialiseerde bouw;2022 december;91.3;89.1;112.0;6.0;9.2;9.2
1330;43 Gespecialiseerde bouw;2022 4e kwartaal;104.6;104.5;110.9;7.5;8.5;8.4
1331;43 Gespecialiseerde bouw;2022;106.5;106.4;106.2;6.5;7.7;7.4
1332;43 Gespecialiseerde bouw;2023 januari;111.6;115.3;111.8;11.3;8.1;8.2
1333;43 Gespecialiseerde bouw;2023 februari;125.6;125.6;112.5;9.9;9.9;10.0
1334;43 Gespecialiseerde bouw;2023 maart;132.7;128.5;111.1;6.7;6.7;6.6
1335;43 Gespecialiseerde bouw;2023 1e kwartaal;123.3;123.1;111.8;9.1;8.2;8.2
1336;43 Gespecialiseerde bouw;2023 april;109.7;115.2;108.3;0.9;3.9;3.8
1337;43 Gespecialiseerde bouw;2023 mei;120.9;119.0;112.8;7.7;8.0;8.0
1338;43 Gespecialiseerde bouw;2023 juni;133.2;129.2;115.7;9.5;6.0;6.1
1339;43 Gespecialiseerde bouw;2023 2e kwartaal;121.2;121.1;112.2;6.2;6.0;6.0
1340;43 Gespecialiseerde bouw;2023 juli;126.7;124.8;113.8;5.2;6.8;6.4
1341;43 Gespecialiseerde bouw;2023 augustus;42.4;43.4;110.4;10.3;8.7;9.5
1342;43 Gespecialiseerde bouw;2023 september;125.1;126.7;111.3;0.9;4.0;4.1
1343;43 Gespecialiseerde bouw;2023 3e kwartaal;98.1;98.3;111.8;4.0;5.8;6.6
1344;43 Gespecialiseerde bouw;2023 oktober;112.6;113.1;110.1;4.1;1.1;0.8
1345;43 Gespecialiseerde bouw;2023 november;110.6;108.7;107.9;-3.3;-3.3;-3.1
1346;43 Gespecialiseerde bouw;2023 december;85.5;86.0;108.1;-6.3;-3.5;-3.5
1347;43 Gespecialiseerde bouw;2023 4e kwartaal;102.9;102.6;108.7;-1.6;-1.8;-2.0
1348;43 Gespecialiseerde bouw;2023;111.4;111.3;111.1;4.6;4.6;4.6
1349;43 Gespecialiseerde bouw;2024 januari;106.8;107.1;104.0;-4.3;-7.1;-7.0
1350;43 Gespecialiseerde bouw;2024 februari;121.6;120.5;108.0;-3.2;-4.1;-4.0
1351;43 Gespecialiseerde bouw;2024 maart;119.8;125.2;108.2;-9.7;-2.6;-2.6
1352;43 Gespecialiseerde bouw;2024 1e kwartaal;116.1;117.6;106.7;-5.9;-4.5;-4.5
1353;43 Gespecialiseerde bouw;2024 april;118.3;115.2;107.8;7.8;0.0;-0.4
1354;43 Gespecialiseerde bouw;2024 mei;115.3;114.3;108.0;-4.6;-4.0;-4.2
1355;43 Gespecialiseerde bouw;2024 juni;116.4;119.2;106.4;-12.6;-7.7;-8.0
1356;43 Gespecialiseerde bouw;2024 2e kwartaal;116.7;116.2;107.4;-3.8;-4.1;-4.3
1357;43 Gespecialiseerde bouw;2024 juli;124.4;115.5;106.7;-1.8;-7.5;-6.2
1358;43 Gespecialiseerde bouw;2024 augustus;41.5;43.8;108.0;-2.2;0.9;-2.2
1359;43 Gespecialiseerde bouw;2024 september;120.8;122.2;107.2;-3.5;-3.6;-3.7
1360;43 Gespecialiseerde bouw;2024 3e kwartaal;95.5;93.8;107.3;-2.6;-4.6;-4.1
1361;43 Gespecialiseerde bouw;2024 oktober;111.8;109.4;107.3;-0.7;-3.2;-2.6
1362;43 Gespecialiseerde bouw;2024 november;108.9;110.1;108.1;-1.5;1.3;0.2
1363;43 Gespecialiseerde bouw;2024 december;82.6;83.7;106.4;-3.3;-2.6;-1.6
1364;43 Gespecialiseerde bouw;2024 4e kwartaal;101.1;101.1;107.3;-1.7;-1.5;-1.3
