ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaleOrderontvangst_1;OrderontvangstBinnenland_2;OrderontvangstBuitenland_3;TotaleOrderontvangst_4;OrderontvangstBinnenland_5;OrderontvangstBuitenland_6
713;20-21 Chemie en farmaceutische industrie;2010;100.0;100.0;100.0;20.2;29.1;18.0
714;20-21 Chemie en farmaceutische industrie;2011 januari;108.8;112.6;107.3;22.5;23.3;22.1
715;20-21 Chemie en farmaceutische industrie;2011 februari;112.2;119.1;109.6;28.8;46.7;22.5
716;20-21 Chemie en farmaceutische industrie;2011 maart;122.7;133.8;118.5;22.7;38.7;17.0
717;20-21 Chemie en farmaceutische industrie;2011 1e kwartaal;114.6;121.8;111.8;24.6;35.9;20.3
718;20-21 Chemie en farmaceutische industrie;2011 april;111.2;127.6;104.9;9.9;25.8;3.8
719;20-21 Chemie en farmaceutische industrie;2011 mei;116.8;131.9;111.0;15.1;26.0;10.7
720;20-21 Chemie en farmaceutische industrie;2011 juni;117.0;122.7;114.8;10.3;12.0;9.5
721;20-21 Chemie en farmaceutische industrie;2011 2e kwartaal;115.0;127.4;110.2;11.7;21.1;8.0
722;20-21 Chemie en farmaceutische industrie;2011 juli;117.6;127.2;113.8;14.3;25.6;9.8
723;20-21 Chemie en farmaceutische industrie;2011 augustus;111.9;120.1;108.7;11.6;23.7;7.1
724;20-21 Chemie en farmaceutische industrie;2011 september;108.7;115.3;106.2;6.3;9.8;4.9
725;20-21 Chemie en farmaceutische industrie;2011 3e kwartaal;112.7;120.9;109.6;10.7;19.5;7.3
726;20-21 Chemie en farmaceutische industrie;2011 oktober;102.2;100.4;102.9;-1.4;-1.3;-1.3
727;20-21 Chemie en farmaceutische industrie;2011 november;97.7;104.1;95.2;-6.7;0.1;-9.3
728;20-21 Chemie en farmaceutische industrie;2011 december;96.6;106.9;92.6;-4.8;0.5;-7.0
729;20-21 Chemie en farmaceutische industrie;2011 4e kwartaal;98.8;103.8;96.9;-4.3;-0.2;-5.9
730;20-21 Chemie en farmaceutische industrie;2011;110.3;118.5;107.1;10.3;18.5;7.1
731;20-21 Chemie en farmaceutische industrie;2012 januari;108.1;118.0;104.2;-0.6;4.8;-2.9
732;20-21 Chemie en farmaceutische industrie;2012 februari;113.3;126.6;108.1;1.0;6.3;-1.4
733;20-21 Chemie en farmaceutische industrie;2012 maart;124.2;138.5;118.6;1.2;3.5;0.1
734;20-21 Chemie en farmaceutische industrie;2012 1e kwartaal;115.2;127.7;110.3;0.6;4.8;-1.3
735;20-21 Chemie en farmaceutische industrie;2012 april;113.3;125.6;108.5;1.9;-1.6;3.4
736;20-21 Chemie en farmaceutische industrie;2012 mei;118.0;135.8;111.1;1.0;3.0;0.1
737;20-21 Chemie en farmaceutische industrie;2012 juni;115.0;122.4;112.1;-1.7;-0.2;-2.4
738;20-21 Chemie en farmaceutische industrie;2012 2e kwartaal;115.4;127.9;110.6;0.4;0.4;0.3
739;20-21 Chemie en farmaceutische industrie;2012 juli;118.4;124.6;116.0;0.7;-2.0;1.9
740;20-21 Chemie en farmaceutische industrie;2012 augustus;113.8;126.9;108.7;1.7;5.7;0.0
741;20-21 Chemie en farmaceutische industrie;2012 september;115.8;129.6;110.5;6.5;12.4;4.0
742;20-21 Chemie en farmaceutische industrie;2012 3e kwartaal;116.0;127.0;111.7;2.9;5.1;2.0
743;20-21 Chemie en farmaceutische industrie;2012 oktober;118.1;131.3;113.0;15.6;30.8;9.8
744;20-21 Chemie en farmaceutische industrie;2012 november;116.5;134.8;109.4;19.2;29.5;14.9
745;20-21 Chemie en farmaceutische industrie;2012 december;108.0;127.1;100.5;11.8;18.9;8.5
746;20-21 Chemie en farmaceutische industrie;2012 4e kwartaal;114.2;131.1;107.6;15.5;26.3;11.1
747;20-21 Chemie en farmaceutische industrie;2012;115.2;128.4;110.1;4.5;8.4;2.7
748;20-21 Chemie en farmaceutische industrie;2013 januari;112.7;126.3;107.4;4.3;7.0;3.1
749;20-21 Chemie en farmaceutische industrie;2013 februari;108.0;121.5;102.7;-4.7;-4.0;-5.0
750;20-21 Chemie en farmaceutische industrie;2013 maart;111.5;119.6;108.3;-10.2;-13.6;-8.7
751;20-21 Chemie en farmaceutische industrie;2013 1e kwartaal;110.7;122.5;106.1;-3.9;-4.1;-3.8
752;20-21 Chemie en farmaceutische industrie;2013 april;101.5;103.1;100.8;-10.4;-17.9;-7.1
753;20-21 Chemie en farmaceutische industrie;2013 mei;110.0;120.5;105.9;-6.8;-11.3;-4.7
754;20-21 Chemie en farmaceutische industrie;2013 juni;113.4;127.5;107.9;-1.4;4.2;-3.7
755;20-21 Chemie en farmaceutische industrie;2013 2e kwartaal;108.3;117.0;104.9;-6.2;-8.5;-5.2
756;20-21 Chemie en farmaceutische industrie;2013 juli;116.0;131.2;110.0;-2.0;5.3;-5.2
757;20-21 Chemie en farmaceutische industrie;2013 augustus;105.2;124.9;97.6;-7.6;-1.6;-10.2
758;20-21 Chemie en farmaceutische industrie;2013 september;112.4;128.4;106.2;-2.9;-0.9;-3.9
759;20-21 Chemie en farmaceutische industrie;2013 3e kwartaal;111.2;128.2;104.6;-4.1;0.9;-6.4
760;20-21 Chemie en farmaceutische industrie;2013 oktober;110.7;119.7;107.2;-6.3;-8.8;-5.1
761;20-21 Chemie en farmaceutische industrie;2013 november;105.9;111.8;103.6;-9.1;-17.1;-5.3
762;20-21 Chemie en farmaceutische industrie;2013 december;107.1;128.5;98.8;-0.8;1.1;-1.7
763;20-21 Chemie en farmaceutische industrie;2013 4e kwartaal;107.9;120.0;103.2;-5.5;-8.4;-4.1
764;20-21 Chemie en farmaceutische industrie;2013;109.5;121.9;104.7;-4.9;-5.1;-4.9
765;20 Chemische industrie;2005 januari;79.1;52.7;91.0;;;
766;20 Chemische industrie;2005 februari;78.7;49.8;91.9;;;
767;20 Chemische industrie;2005 maart;81.9;52.1;95.5;;;
768;20 Chemische industrie;2005 1e kwartaal;79.9;51.5;92.8;;;
769;20 Chemische industrie;2005 april;80.3;49.5;94.3;;;
770;20 Chemische industrie;2005 mei;79.6;55.8;90.2;;;
771;20 Chemische industrie;2005 juni;84.5;57.5;96.7;;;
772;20 Chemische industrie;2005 2e kwartaal;81.5;54.3;93.7;;;
773;20 Chemische industrie;2005 juli;81.7;55.3;93.5;;;
774;20 Chemische industrie;2005 augustus;80.9;56.7;91.7;;;
775;20 Chemische industrie;2005 september;89.8;60.3;103.1;;;
776;20 Chemische industrie;2005 3e kwartaal;84.1;57.4;96.1;;;
777;20 Chemische industrie;2005 oktober;84.9;62.4;94.8;;;
778;20 Chemische industrie;2005 november;85.7;63.6;95.4;;;
779;20 Chemische industrie;2005 december;80.8;63.9;87.9;;;
780;20 Chemische industrie;2005 4e kwartaal;83.8;63.3;92.7;;;
781;20 Chemische industrie;2005;82.3;56.6;93.8;;;
782;20 Chemische industrie;2006 januari;89.4;70.5;97.4;13.0;33.8;7.0
783;20 Chemische industrie;2006 februari;95.2;69.4;106.7;21.0;39.4;16.1
784;20 Chemische industrie;2006 maart;102.5;73.2;115.5;25.2;40.5;20.9
785;20 Chemische industrie;2006 1e kwartaal;95.7;71.0;106.5;19.8;37.8;14.8
786;20 Chemische industrie;2006 april;99.0;73.7;110.2;23.3;48.9;16.9
787;20 Chemische industrie;2006 mei;98.5;76.2;108.1;23.7;36.6;19.8
788;20 Chemische industrie;2006 juni;103.3;81.2;112.7;22.2;41.2;16.5
789;20 Chemische industrie;2006 2e kwartaal;100.3;77.0;110.3;23.1;42.0;17.7
790;20 Chemische industrie;2006 juli;96.6;78.8;104.0;18.2;42.5;11.2
791;20 Chemische industrie;2006 augustus;97.7;82.6;103.7;20.8;45.7;13.1
792;20 Chemische industrie;2006 september;101.6;76.1;112.6;13.1;26.2;9.2
793;20 Chemische industrie;2006 3e kwartaal;98.6;79.2;106.8;17.2;37.8;11.1
794;20 Chemische industrie;2006 oktober;101.4;80.1;110.5;19.4;28.4;16.6
795;20 Chemische industrie;2006 november;106.0;86.9;113.7;23.7;36.6;19.2
796;20 Chemische industrie;2006 december;97.0;85.4;101.3;20.0;33.6;15.2
797;20 Chemische industrie;2006 4e kwartaal;101.5;84.1;108.5;21.1;32.9;17.0
798;20 Chemische industrie;2006;99.0;77.8;108.0;20.3;37.4;15.1
799;20 Chemische industrie;2007 januari;104.0;86.8;110.8;16.3;23.1;13.8
800;20 Chemische industrie;2007 februari;103.5;85.8;110.6;8.7;23.6;3.7
801;20 Chemische industrie;2007 maart;113.2;93.3;121.3;10.4;27.5;5.0
802;20 Chemische industrie;2007 1e kwartaal;106.9;88.6;114.2;11.7;24.8;7.2
803;20 Chemische industrie;2007 april;106.1;91.1;111.9;7.2;23.6;1.5
804;20 Chemische industrie;2007 mei;112.1;95.5;118.6;13.8;25.3;9.7
805;20 Chemische industrie;2007 juni;113.3;96.7;119.8;9.7;19.1;6.3
806;20 Chemische industrie;2007 2e kwartaal;110.5;94.4;116.8;10.2;22.6;5.8
807;20 Chemische industrie;2007 juli;110.4;91.4;118.1;14.3;16.0;13.6
808;20 Chemische industrie;2007 augustus;110.5;91.8;118.1;13.1;11.1;13.9
809;20 Chemische industrie;2007 september;104.6;84.6;112.9;3.0;11.2;0.3
810;20 Chemische industrie;2007 3e kwartaal;108.5;89.3;116.4;10.0;12.8;9.0
811;20 Chemische industrie;2007 oktober;107.9;84.5;117.8;6.4;5.5;6.6
812;20 Chemische industrie;2007 november;108.1;88.5;116.2;2.0;1.8;2.2
813;20 Chemische industrie;2007 december;99.6;89.3;103.1;2.7;4.6;1.8
814;20 Chemische industrie;2007 4e kwartaal;105.2;87.4;112.4;3.7;3.9;3.6
815;20 Chemische industrie;2007;107.8;89.9;114.9;8.8;15.5;6.4
816;20 Chemische industrie;2008 januari;109.7;87.1;119.3;5.5;0.3;7.7
817;20 Chemische industrie;2008 februari;113.5;97.0;119.9;9.7;13.1;8.4
818;20 Chemische industrie;2008 maart;113.1;94.5;120.5;-0.1;1.3;-0.7
819;20 Chemische industrie;2008 1e kwartaal;112.1;92.9;119.9;4.9;4.8;5.0
820;20 Chemische industrie;2008 april;113.0;89.7;122.9;6.5;-1.5;9.8
821;20 Chemische industrie;2008 mei;113.2;96.8;119.5;1.0;1.4;0.8
822;20 Chemische industrie;2008 juni;119.6;103.7;125.6;5.6;7.2;4.8
823;20 Chemische industrie;2008 2e kwartaal;115.3;96.7;122.7;4.3;2.4;5.1
824;20 Chemische industrie;2008 juli;124.7;109.5;130.3;13.0;19.8;10.3
825;20 Chemische industrie;2008 augustus;114.0;108.0;115.2;3.2;17.6;-2.5
826;20 Chemische industrie;2008 september;118.4;110.9;120.2;13.2;31.1;6.5
827;20 Chemische industrie;2008 3e kwartaal;119.0;109.5;121.9;9.7;22.6;4.8
828;20 Chemische industrie;2008 oktober;114.4;101.6;119.0;6.0;20.2;1.0
829;20 Chemische industrie;2008 november;87.2;80.1;89.3;-19.3;-9.5;-23.1
830;20 Chemische industrie;2008 december;67.4;63.1;68.5;-32.3;-29.3;-33.6
831;20 Chemische industrie;2008 4e kwartaal;89.7;81.6;92.3;-14.8;-6.7;-17.9
832;20 Chemische industrie;2008;109.0;95.2;114.2;1.2;5.8;-0.7
833;20 Chemische industrie;2009 januari;68.8;57.7;73.2;-37.3;-33.8;-38.6
834;20 Chemische industrie;2009 februari;68.2;57.6;72.4;-39.9;-40.6;-39.6
835;20 Chemische industrie;2009 maart;74.7;66.6;77.4;-34.0;-29.5;-35.8
836;20 Chemische industrie;2009 1e kwartaal;70.6;60.6;74.3;-37.1;-34.7;-38.0
837;20 Chemische industrie;2009 april;72.5;63.8;75.6;-35.8;-28.9;-38.5
838;20 Chemische industrie;2009 mei;78.5;73.1;79.9;-30.7;-24.5;-33.1
839;20 Chemische industrie;2009 juni;85.8;78.9;87.7;-28.3;-23.9;-30.2
840;20 Chemische industrie;2009 2e kwartaal;78.9;71.9;81.1;-31.5;-25.6;-33.9
841;20 Chemische industrie;2009 juli;90.2;80.9;93.4;-27.7;-26.1;-28.3
842;20 Chemische industrie;2009 augustus;85.7;79.4;87.5;-24.8;-26.5;-24.0
843;20 Chemische industrie;2009 september;91.9;90.4;91.0;-22.4;-18.5;-24.3
844;20 Chemische industrie;2009 3e kwartaal;89.3;83.6;90.6;-25.0;-23.7;-25.6
845;20 Chemische industrie;2009 oktober;95.9;87.3;98.5;-16.2;-14.1;-17.2
846;20 Chemische industrie;2009 november;89.6;87.9;89.0;2.8;9.7;-0.3
847;20 Chemische industrie;2009 december;85.8;89.5;82.5;27.3;41.8;20.4
848;20 Chemische industrie;2009 4e kwartaal;90.4;88.2;90.0;0.9;8.1;-2.5
849;20 Chemische industrie;2009;82.3;76.1;84.0;-24.5;-20.0;-26.4
850;20 Chemische industrie;2010 januari;88.5;90.8;87.5;28.6;57.4;19.5
851;20 Chemische industrie;2010 februari;86.4;80.9;88.7;26.7;40.5;22.5
852;20 Chemische industrie;2010 maart;99.8;96.4;101.2;33.6;44.7;30.7
853;20 Chemische industrie;2010 1e kwartaal;91.6;89.4;92.5;29.8;47.4;24.4
854;20 Chemische industrie;2010 april;101.0;101.3;100.9;39.3;58.8;33.5
855;20 Chemische industrie;2010 mei;101.6;104.5;100.4;29.4;43.0;25.7
856;20 Chemische industrie;2010 juni;106.1;109.5;104.7;23.7;38.8;19.4
857;20 Chemische industrie;2010 2e kwartaal;102.9;105.1;102.0;30.4;46.1;25.8
858;20 Chemische industrie;2010 juli;102.9;101.3;103.6;14.1;25.2;10.9
859;20 Chemische industrie;2010 augustus;99.6;96.7;100.9;16.2;21.8;15.3
860;20 Chemische industrie;2010 september;103.5;105.8;102.6;12.6;17.0;12.7
861;20 Chemische industrie;2010 3e kwartaal;102.0;101.3;102.4;14.3;21.2;12.9
862;20 Chemische industrie;2010 oktober;103.9;102.0;104.8;8.3;16.8;6.4
863;20 Chemische industrie;2010 november;104.5;104.3;104.6;16.6;18.7;17.5
864;20 Chemische industrie;2010 december;102.1;106.5;100.3;19.0;19.0;21.6
865;20 Chemische industrie;2010 4e kwartaal;103.5;104.3;103.2;14.4;18.2;14.7
866;20 Chemische industrie;2010;100.0;100.0;100.0;21.5;31.4;19.1
867;20 Chemische industrie;2011 januari;109.0;113.2;107.2;23.2;24.7;22.5
868;20 Chemische industrie;2011 februari;113.0;120.7;109.7;30.8;49.2;23.7
869;20 Chemische industrie;2011 maart;123.1;135.1;118.0;23.3;40.1;16.6
870;20 Chemische industrie;2011 1e kwartaal;115.0;123.0;111.6;25.6;37.6;20.7
871;20 Chemische industrie;2011 april;111.9;129.2;104.6;10.8;27.5;3.7
872;20 Chemische industrie;2011 mei;116.3;133.4;109.1;14.5;27.7;8.7
873;20 Chemische industrie;2011 juni;116.2;124.2;112.9;9.5;13.4;7.8
874;20 Chemische industrie;2011 2e kwartaal;114.8;128.9;108.9;11.6;22.7;6.7
875;20 Chemische industrie;2011 juli;119.0;128.8;114.8;15.6;27.1;10.8
876;20 Chemische industrie;2011 augustus;112.1;121.5;108.1;12.6;25.6;7.1
877;20 Chemische industrie;2011 september;108.9;116.2;105.8;5.2;9.8;3.1
878;20 Chemische industrie;2011 3e kwartaal;113.3;122.2;109.6;11.1;20.6;7.0
879;20 Chemische industrie;2011 oktober;101.8;101.2;102.1;-2.0;-0.8;-2.6
880;20 Chemische industrie;2011 november;98.4;105.2;95.5;-5.8;0.9;-8.7
881;20 Chemische industrie;2011 december;95.8;107.8;90.8;-6.2;1.2;-9.5
882;20 Chemische industrie;2011 4e kwartaal;98.7;104.7;96.1;-4.7;0.4;-6.9
883;20 Chemische industrie;2011;110.5;119.7;106.6;10.5;19.7;6.5
884;20 Chemische industrie;2012 januari;109.1;119.6;104.6;0.1;5.7;-2.4
885;20 Chemische industrie;2012 februari;115.2;128.9;109.4;1.9;6.8;-0.3
886;20 Chemische industrie;2012 maart;125.3;141.1;118.7;1.8;4.4;0.6
887;20 Chemische industrie;2012 1e kwartaal;116.5;129.9;110.9;1.3;5.6;-0.7
888;20 Chemische industrie;2012 april;115.1;127.5;110.0;2.9;-1.3;5.2
889;20 Chemische industrie;2012 mei;119.3;138.1;111.4;2.6;3.5;2.1
890;20 Chemische industrie;2012 juni;113.4;123.9;109.0;-2.4;-0.2;-3.5
891;20 Chemische industrie;2012 2e kwartaal;115.9;129.8;110.1;1.0;0.7;1.2
892;20 Chemische industrie;2012 juli;117.5;125.9;113.9;-1.3;-2.3;-0.8
893;20 Chemische industrie;2012 augustus;113.5;128.7;107.0;1.2;5.9;-1.0
894;20 Chemische industrie;2012 september;117.7;132.0;111.6;8.1;13.6;5.5
895;20 Chemische industrie;2012 3e kwartaal;116.2;128.9;110.8;2.6;5.5;1.2
896;20 Chemische industrie;2012 oktober;118.1;132.9;111.9;16.0;31.3;9.6
897;20 Chemische industrie;2012 november;117.1;136.4;109.1;19.0;29.7;14.2
898;20 Chemische industrie;2012 december;107.4;129.2;98.3;12.1;19.9;8.3
899;20 Chemische industrie;2012 4e kwartaal;114.2;132.8;106.4;15.7;26.8;10.7
900;20 Chemische industrie;2012;115.7;130.4;109.6;4.8;8.9;2.8
901;20 Chemische industrie;2013 januari;113.0;127.0;107.1;3.6;6.2;2.4
902;20 Chemische industrie;2013 februari;108.9;122.5;103.2;-5.5;-5.0;-5.7
903;20 Chemische industrie;2013 maart;111.3;120.1;107.6;-11.2;-14.9;-9.4
904;20 Chemische industrie;2013 1e kwartaal;111.1;123.2;106.0;-4.7;-5.1;-4.4
905;20 Chemische industrie;2013 april;101.9;102.9;101.5;-11.5;-19.3;-7.7
906;20 Chemische industrie;2013 mei;109.9;119.4;105.9;-7.9;-13.5;-4.9
907;20 Chemische industrie;2013 juni;112.6;126.6;106.7;-0.7;2.2;-2.1
908;20 Chemische industrie;2013 2e kwartaal;108.1;116.3;104.7;-6.7;-10.4;-4.9
909;20 Chemische industrie;2013 juli;114.5;129.4;108.2;-2.6;2.8;-5.0
910;20 Chemische industrie;2013 augustus;104.9;124.7;96.6;-7.6;-3.1;-9.7
911;20 Chemische industrie;2013 september;112.2;125.1;106.7;-4.7;-5.2;-4.4
912;20 Chemische industrie;2013 3e kwartaal;110.5;126.4;103.8;-4.9;-1.9;-6.3
913;20 Chemische industrie;2013 oktober;111.1;115.3;109.3;-5.9;-13.2;-2.3
914;20 Chemische industrie;2013 november;104.9;107.3;103.9;-10.4;-21.3;-4.8
915;20 Chemische industrie;2013 december;107.4;125.0;100.0;0.0;-3.3;1.7
916;20 Chemische industrie;2013 4e kwartaal;107.8;115.9;104.4;-5.6;-12.8;-1.9
917;20 Chemische industrie;2013;109.4;120.4;104.7;-5.5;-7.6;-4.4
918;21 Farmaceutische industrie;2005 januari;76.6;68.6;77.7;;;
919;21 Farmaceutische industrie;2005 februari;79.7;79.1;79.8;;;
920;21 Farmaceutische industrie;2005 maart;81.3;74.0;82.4;;;
921;21 Farmaceutische industrie;2005 1e kwartaal;79.2;73.9;80.0;;;
922;21 Farmaceutische industrie;2005 april;76.0;75.5;76.1;;;
923;21 Farmaceutische industrie;2005 mei;74.1;78.7;73.5;;;
924;21 Farmaceutische industrie;2005 juni;76.8;78.6;76.6;;;
925;21 Farmaceutische industrie;2005 2e kwartaal;75.6;77.6;75.4;;;
926;21 Farmaceutische industrie;2005 juli;80.1;91.5;78.3;;;
927;21 Farmaceutische industrie;2005 augustus;88.1;89.6;87.9;;;
928;21 Farmaceutische industrie;2005 september;84.5;97.4;82.7;;;
929;21 Farmaceutische industrie;2005 3e kwartaal;84.2;92.8;83.0;;;
930;21 Farmaceutische industrie;2005 oktober;76.2;97.2;73.1;;;
931;21 Farmaceutische industrie;2005 november;79.0;95.5;76.6;;;
932;21 Farmaceutische industrie;2005 december;63.0;84.7;59.8;;;
933;21 Farmaceutische industrie;2005 4e kwartaal;72.7;92.5;69.8;;;
934;21 Farmaceutische industrie;2005;78.0;84.2;77.0;;;
935;21 Farmaceutische industrie;2006 januari;77.6;125.5;70.4;1.3;82.9;-9.4
936;21 Farmaceutische industrie;2006 februari;76.9;120.1;70.4;-3.5;51.8;-11.8
937;21 Farmaceutische industrie;2006 maart;84.4;137.3;76.5;3.8;85.5;-7.2
938;21 Farmaceutische industrie;2006 1e kwartaal;79.6;127.6;72.4;0.5;72.7;-9.4
939;21 Farmaceutische industrie;2006 april;72.7;116.1;66.3;-4.3;53.8;-12.9
940;21 Farmaceutische industrie;2006 mei;79.7;128.5;72.5;7.6;63.3;-1.4
941;21 Farmaceutische industrie;2006 juni;77.6;125.6;70.4;1.0;59.8;-8.1
942;21 Farmaceutische industrie;2006 2e kwartaal;76.7;123.4;69.7;1.4;59.0;-7.5
943;21 Farmaceutische industrie;2006 juli;83.6;138.3;75.4;4.4;51.1;-3.7
944;21 Farmaceutische industrie;2006 augustus;83.6;115.4;78.8;-5.1;28.8;-10.4
945;21 Farmaceutische industrie;2006 september;77.6;110.3;72.7;-8.2;13.2;-12.1
946;21 Farmaceutische industrie;2006 3e kwartaal;81.6;121.3;75.6;-3.1;30.7;-8.8
947;21 Farmaceutische industrie;2006 oktober;82.7;118.5;77.4;8.5;21.9;5.9
948;21 Farmaceutische industrie;2006 november;81.5;124.3;75.1;3.2;30.2;-2.0
949;21 Farmaceutische industrie;2006 december;87.7;121.3;82.7;39.2;43.2;38.3
950;21 Farmaceutische industrie;2006 4e kwartaal;84.0;121.4;78.4;15.4;31.3;12.3
951;21 Farmaceutische industrie;2006;80.5;123.4;74.1;3.2;46.6;-3.9
952;21 Farmaceutische industrie;2007 januari;94.2;112.6;91.4;21.4;-10.3;29.8
953;21 Farmaceutische industrie;2007 februari;84.7;104.3;81.8;10.1;-13.2;16.2
954;21 Farmaceutische industrie;2007 maart;93.2;112.3;90.3;10.4;-18.2;18.0
955;21 Farmaceutische industrie;2007 1e kwartaal;90.7;109.7;87.8;13.9;-14.0;21.3
956;21 Farmaceutische industrie;2007 april;87.3;126.8;81.4;20.1;9.2;22.8
957;21 Farmaceutische industrie;2007 mei;84.6;133.2;77.3;6.1;3.7;6.6
958;21 Farmaceutische industrie;2007 juni;94.3;133.5;88.5;21.5;6.3;25.7
959;21 Farmaceutische industrie;2007 2e kwartaal;88.7;131.2;82.4;15.7;6.3;18.2
960;21 Farmaceutische industrie;2007 juli;92.1;116.6;88.5;10.2;-15.7;17.4
961;21 Farmaceutische industrie;2007 augustus;96.0;127.8;91.3;14.8;10.7;15.9
962;21 Farmaceutische industrie;2007 september;94.0;124.8;89.4;21.1;13.1;23.0
963;21 Farmaceutische industrie;2007 3e kwartaal;94.0;123.1;89.7;15.2;1.4;18.6
964;21 Farmaceutische industrie;2007 oktober;101.0;141.0;95.0;22.1;19.0;22.7
965;21 Farmaceutische industrie;2007 november;100.9;141.8;94.7;23.8;14.1;26.1
966;21 Farmaceutische industrie;2007 december;86.5;128.7;80.2;-1.4;6.1;-3.0
967;21 Farmaceutische industrie;2007 4e kwartaal;96.1;137.2;90.0;14.5;13.0;14.8
968;21 Farmaceutische industrie;2007;92.4;125.3;87.5;14.8;1.5;18.1
969;21 Farmaceutische industrie;2008 januari;98.5;106.4;97.4;4.6;-5.5;6.6
970;21 Farmaceutische industrie;2008 februari;97.2;112.0;95.0;14.8;7.4;16.1
971;21 Farmaceutische industrie;2008 maart;92.1;99.8;90.9;-1.2;-11.1;0.7
972;21 Farmaceutische industrie;2008 1e kwartaal;95.9;106.1;94.4;5.8;-3.3;7.5
973;21 Farmaceutische industrie;2008 april;100.8;114.9;98.7;15.5;-9.4;21.3
974;21 Farmaceutische industrie;2008 mei;93.7;107.0;91.7;10.8;-19.7;18.6
975;21 Farmaceutische industrie;2008 juni;96.1;115.8;93.2;1.9;-13.3;5.3
976;21 Farmaceutische industrie;2008 2e kwartaal;96.9;112.6;94.5;9.2;-14.2;14.7
977;21 Farmaceutische industrie;2008 juli;98.8;105.7;97.8;7.3;-9.3;10.5
978;21 Farmaceutische industrie;2008 augustus;80.8;87.8;79.9;-15.8;-31.3;-12.5
979;21 Farmaceutische industrie;2008 september;84.0;100.9;81.5;-10.6;-19.2;-8.8
980;21 Farmaceutische industrie;2008 3e kwartaal;87.9;98.1;86.4;-6.6;-20.3;-3.7
981;21 Farmaceutische industrie;2008 oktober;94.2;124.1;89.8;-6.7;-12.0;-5.5
982;21 Farmaceutische industrie;2008 november;78.7;103.3;74.7;-22.0;-27.2;-21.1
983;21 Farmaceutische industrie;2008 december;79.0;113.2;73.6;-8.7;-12.0;-8.2
984;21 Farmaceutische industrie;2008 4e kwartaal;84.0;113.5;79.4;-12.7;-17.2;-11.8
985;21 Farmaceutische industrie;2008;91.2;107.6;88.7;-1.3;-14.1;1.4
986;21 Farmaceutische industrie;2009 januari;83.6;114.5;79.0;-15.1;7.6;-18.9
987;21 Farmaceutische industrie;2009 februari;79.6;114.3;74.4;-18.1;2.1;-21.7
988;21 Farmaceutische industrie;2009 maart;87.1;112.6;83.3;-5.4;12.8;-8.4
989;21 Farmaceutische industrie;2009 1e kwartaal;83.4;113.8;78.9;-13.0;7.3;-16.4
990;21 Farmaceutische industrie;2009 april;90.9;113.8;87.4;-9.8;-1.0;-11.4
991;21 Farmaceutische industrie;2009 mei;80.4;106.1;76.5;-14.2;-0.8;-16.6
992;21 Farmaceutische industrie;2009 juni;91.4;110.3;88.5;-4.9;-4.7;-5.0
993;21 Farmaceutische industrie;2009 2e kwartaal;87.6;110.1;84.1;-9.6;-2.2;-11.0
994;21 Farmaceutische industrie;2009 juli;92.2;106.9;90.1;-6.7;1.1;-7.9
995;21 Farmaceutische industrie;2009 augustus;88.6;89.8;88.4;9.7;2.3;10.6
996;21 Farmaceutische industrie;2009 september;93.2;93.1;93.2;11.0;-7.7;14.4
997;21 Farmaceutische industrie;2009 3e kwartaal;91.3;96.6;90.6;3.9;-1.6;4.8
998;21 Farmaceutische industrie;2009 oktober;105.1;126.4;101.9;11.6;1.9;13.5
999;21 Farmaceutische industrie;2009 november;89.7;100.1;88.2;14.0;-3.1;18.1
1000;21 Farmaceutische industrie;2009 december;86.1;107.4;83.0;9.0;-5.1;12.8
1001;21 Farmaceutische industrie;2009 4e kwartaal;93.6;111.3;91.0;11.5;-2.0;14.7
1002;21 Farmaceutische industrie;2009;89.0;107.9;86.2;-2.4;0.3;-2.8
1003;21 Farmaceutische industrie;2010 januari;92.3;101.6;90.9;10.4;-11.3;15.1
1004;21 Farmaceutische industrie;2010 februari;94.0;85.6;95.2;18.1;-25.1;28.0
1005;21 Farmaceutische industrie;2010 maart;101.6;98.5;102.1;16.6;-12.5;22.6
1006;21 Farmaceutische industrie;2010 1e kwartaal;96.0;95.2;96.1;15.0;-16.3;21.8
1007;21 Farmaceutische industrie;2010 april;102.9;104.4;102.7;13.2;-8.3;17.5
1008;21 Farmaceutische industrie;2010 mei;101.0;107.9;100.0;25.6;1.7;30.7
1009;21 Farmaceutische industrie;2010 juni;106.2;109.9;105.7;16.2;-0.4;19.4
1010;21 Farmaceutische industrie;2010 2e kwartaal;103.4;107.4;102.8;18.0;-2.4;22.2
1011;21 Farmaceutische industrie;2010 juli;103.4;101.6;103.7;12.1;-5.0;15.1
1012;21 Farmaceutische industrie;2010 augustus;106.4;105.3;106.5;20.1;17.3;20.5
1013;21 Farmaceutische industrie;2010 september;90.2;88.9;90.4;-3.2;-4.5;-3.0
1014;21 Farmaceutische industrie;2010 3e kwartaal;100.0;98.6;100.2;9.5;2.1;10.6
1015;21 Farmaceutische industrie;2010 oktober;99.9;94.4;100.7;-4.9;-25.3;-1.2
1016;21 Farmaceutische industrie;2010 november;106.7;96.3;108.2;19.0;-3.8;22.7
1017;21 Farmaceutische industrie;2010 december;95.4;105.7;93.9;10.8;-1.6;13.1
