ID;Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;RittenPerPersoonPerDagGemiddeld_1;AfgelegdeAfstandPerRitGemiddeld_2;ReisduurPerRit_3
595;Totaal mannen en vrouwen;10000;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2019;0.26;25.75;31.18
596;Totaal mannen en vrouwen;10000;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2020;0.2;23.12;28.27
597;Totaal mannen en vrouwen;10000;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2021;0.19;23.78;28.84
598;Totaal mannen en vrouwen;10000;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2022;0.21;24.83;30.2
599;Totaal mannen en vrouwen;10000;Auto (bestuurder);Van en naar het werk;Bovengrens 95%-interval;2023;0.22;25.35;31.24
600;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;1999;0.23;6.94;14.57
601;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2000;0.23;7.02;14.55
602;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2001;0.23;7.02;14.47
603;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2002;0.24;6.98;14.47
604;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2003;0.23;7.13;14.53
605;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2004;0.23;7.14;14.59
606;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2005;0.22;7.18;14.6
607;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2006;0.22;7.19;14.56
608;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2007;0.22;7.3;14.59
609;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2008;0.21;7.1;14.54
610;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2009;0.21;7.27;14.59
611;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2010;0.21;7.39;14.71
612;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2011;0.2;7.53;14.7
613;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2012;0.21;7.39;14.69
614;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2013;0.21;7.44;14.7
615;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2014;0.21;7.55;14.75
616;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2015;0.21;7.51;14.79
617;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2016;0.2;7.47;14.7
618;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2017;0.2;7.71;14.8
619;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2018;0.2;7.7;14.85
620;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2019;0.2;7.78;14.86
621;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2020;0.2;6.7;13.02
622;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2021;0.2;6.97;13.64
623;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2022;0.2;7.3;14.18
624;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Waarde;2023;0.2;7.52;14.61
625;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;1999;0.21;6.39;13.41
626;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2000;0.21;6.5;13.49
627;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2001;0.21;6.48;13.41
628;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2002;0.21;6.44;13.46
629;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2003;0.21;6.61;13.51
630;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2004;0.21;6.64;13.75
631;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2005;0.21;6.7;13.73
632;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2006;0.2;6.73;13.75
633;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2007;0.2;6.82;13.79
634;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2008;0.19;6.63;13.79
635;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2009;0.19;6.8;13.89
636;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2010;0.2;7.0;14.07
637;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2011;0.19;7.14;14.11
638;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2012;0.19;7.0;14.14
639;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2013;0.2;7.07;14.16
640;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2014;0.2;7.2;14.22
641;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2015;0.2;7.15;14.27
642;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2016;0.19;7.09;14.19
643;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2017;0.19;7.38;14.31
644;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2018;0.19;7.45;14.47
645;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2019;0.19;7.51;14.48
646;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2020;0.2;6.43;12.59
647;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2021;0.19;6.7;13.2
648;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2022;0.19;7.06;13.86
649;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Ondergrens 95%-interval;2023;0.2;7.24;14.19
650;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;1999;0.26;7.51;15.68
651;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2000;0.25;7.59;15.66
652;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2001;0.25;7.55;15.55
653;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2002;0.26;7.5;15.51
654;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2003;0.25;7.66;15.46
655;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2004;0.25;7.63;15.52
656;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2005;0.24;7.7;15.42
657;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2006;0.24;7.71;15.4
658;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2007;0.23;7.78;15.37
659;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2008;0.23;7.62;15.34
660;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2009;0.23;7.73;15.36
661;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2010;0.23;7.81;15.33
662;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2011;0.21;7.96;15.3
663;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2012;0.22;7.77;15.25
664;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2013;0.22;7.8;15.24
665;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2014;0.22;7.9;15.23
666;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2015;0.22;7.87;15.27
667;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2016;0.21;7.82;15.19
668;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2017;0.21;8.05;15.25
669;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2018;0.2;7.96;15.24
670;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2019;0.2;8.05;15.27
671;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2020;0.21;6.97;13.45
672;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2021;0.2;7.22;14.05
673;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2022;0.2;7.52;14.54
674;Totaal mannen en vrouwen;10000;Auto (bestuurder);Winkelen, boodschappen doen;Bovengrens 95%-interval;2023;0.21;7.8;15.04
675;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;1999;0.02;21.61;25.68
676;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2000;0.02;22.03;26.18
677;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2001;0.02;22.14;26.56
678;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2002;0.02;22.46;27.05
679;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2003;0.02;22.7;27.48
680;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2004;0.02;22.56;27.77
681;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2005;0.02;23.0;28.26
682;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2006;0.02;23.3;28.65
683;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2007;0.02;23.51;29.07
684;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2008;0.02;23.46;29.34
685;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2009;0.02;23.66;29.73
686;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2010;0.02;23.88;30.11
687;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2011;0.02;24.37;30.68
688;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2012;0.02;24.46;31.07
689;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2013;0.02;24.66;31.37
690;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2014;0.01;25.37;31.89
691;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2015;0.02;25.26;32.08
692;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2016;0.02;25.55;32.48
693;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2017;0.02;26.03;32.95
694;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2018;0.02;25.83;33.05
695;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2019;0.01;26.09;33.31
696;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2020;0.01;26.44;33.54
697;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2021;0.01;26.89;33.62
698;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2022;0.01;26.63;34.24
699;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Waarde;2023;0.01;26.57;34.81
700;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;1999;0.02;17.68;21.55
701;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2000;0.02;18.16;22.24
702;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2001;0.01;18.31;22.8
703;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2002;0.01;18.71;23.42
704;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2003;0.01;19.03;23.92
705;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2004;0.01;19.27;24.3
706;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2005;0.01;19.67;24.97
707;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2006;0.01;20.1;25.16
708;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2007;0.01;20.56;25.74
709;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2008;0.01;20.59;26.37
710;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2009;0.01;21.06;26.94
711;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2010;0.02;21.35;27.4
712;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2011;0.01;21.85;27.87
713;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2012;0.01;22.17;28.54
714;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2013;0.01;22.46;28.87
715;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2014;0.01;23.18;29.49
716;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2015;0.01;23.22;29.92
717;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2016;0.01;23.55;30.39
718;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2017;0.01;24.18;31.0
719;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2018;0.01;24.12;31.15
720;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2019;0.01;24.38;31.42
721;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2020;0.01;23.97;30.91
722;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2021;0.01;24.61;31.23
723;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2022;0.01;25.01;32.32
724;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Ondergrens 95%-interval;2023;0.01;24.52;32.62
725;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;1999;0.03;25.78;29.76
726;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2000;0.03;26.07;30.21
727;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2001;0.02;25.94;30.45
728;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2002;0.02;26.13;30.77
729;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2003;0.02;26.23;31.06
730;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2004;0.02;26.16;31.21
731;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2005;0.02;26.39;31.77
732;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2006;0.02;26.59;31.85
733;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2007;0.02;26.77;32.2
734;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2008;0.02;26.52;32.63
735;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2009;0.02;26.65;32.88
736;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2010;0.02;26.44;33.08
737;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2011;0.02;26.86;33.44
738;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2012;0.02;26.83;33.81
739;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2013;0.02;26.89;33.91
740;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2014;0.02;27.68;34.33
741;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2015;0.02;27.38;34.43
742;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2016;0.02;27.52;34.7
743;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2017;0.02;28.1;35.13
744;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2018;0.02;27.62;34.92
745;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2019;0.02;27.94;35.22
746;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2020;0.01;29.26;36.09
747;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2021;0.01;29.27;36.0
748;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2022;0.01;28.41;36.09
749;Totaal mannen en vrouwen;10000;Auto (bestuurder);Onderwijs volgen, cursus, kinderopvang;Bovengrens 95%-interval;2023;0.01;28.44;37.13
750;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;1999;0.31;18.15;27.9
751;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2000;0.3;18.23;27.98
752;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2001;0.29;18.48;28.03
753;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2002;0.3;18.63;28.07
754;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2003;0.3;19.0;28.24
755;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2004;0.3;19.27;28.34
756;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2005;0.29;19.61;28.46
757;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2006;0.28;19.79;28.57
758;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2007;0.27;19.96;28.71
759;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2008;0.27;19.76;28.6
760;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2009;0.27;20.03;28.74
761;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2010;0.27;20.1;28.76
762;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2011;0.26;20.76;29.05
763;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2012;0.27;20.54;29.0
764;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2013;0.27;20.84;28.98
765;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2014;0.27;21.27;29.3
766;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2015;0.26;21.44;29.36
767;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2016;0.26;21.39;29.3
768;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2017;0.26;21.45;29.24
769;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2018;0.26;22.06;29.42
770;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2019;0.26;22.07;29.47
771;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2020;0.2;20.62;29.53
772;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2021;0.21;22.18;31.5
773;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2022;0.23;21.36;29.94
774;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Waarde;2023;0.25;21.13;29.21
775;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;1999;0.28;16.71;25.86
776;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2000;0.28;16.9;26.06
777;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2001;0.27;17.1;26.24
778;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2002;0.28;17.28;26.27
779;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2003;0.27;17.7;26.51
780;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2004;0.28;17.98;26.7
781;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2005;0.27;18.24;26.94
782;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2006;0.25;18.45;27.08
783;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2007;0.25;18.71;27.32
784;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2008;0.25;18.54;27.19
785;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2009;0.26;18.77;27.45
786;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2010;0.25;19.02;27.51
787;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2011;0.25;19.75;27.89
788;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2012;0.26;19.49;27.87
789;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2013;0.26;19.84;27.93
790;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2014;0.26;20.32;28.33
791;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2015;0.25;20.45;28.41
792;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2016;0.25;20.47;28.38
793;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2017;0.25;20.54;28.31
794;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2018;0.26;21.38;28.68
795;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2019;0.25;21.38;28.68
