ID;Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;RittenPerPersoonPerDagGemiddeld_1;AfgelegdeAfstandPerRitGemiddeld_2;ReisduurPerRit_3
796;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2020;0.2;19.78;28.5
797;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2021;0.2;21.38;30.58
798;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2022;0.23;20.77;29.28
799;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Ondergrens 95%-interval;2023;0.24;20.46;28.42
800;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;1999;0.33;19.51;29.95
801;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2000;0.33;19.68;30.03
802;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2001;0.32;19.85;30.06
803;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2002;0.33;19.99;29.94
804;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2003;0.32;20.37;30.0
805;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2004;0.33;20.61;29.97
806;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2005;0.31;20.87;30.07
807;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2006;0.3;21.03;30.12
808;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2007;0.29;21.24;30.2
809;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2008;0.29;20.95;30.05
810;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2009;0.29;21.18;30.17
811;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2010;0.28;21.18;30.0
812;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2011;0.28;21.91;30.21
813;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2012;0.28;21.53;30.12
814;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2013;0.29;21.81;30.06
815;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2014;0.29;22.26;30.37
816;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2015;0.28;22.38;30.36
817;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2016;0.27;22.36;30.24
818;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2017;0.27;22.4;30.17
819;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2018;0.27;22.77;30.19
820;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2019;0.26;22.78;30.22
821;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2020;0.21;21.5;30.58
822;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2021;0.21;23.02;32.55
823;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2022;0.24;21.97;30.63
824;Totaal mannen en vrouwen;10000;Auto (bestuurder);Vrije tijd;Bovengrens 95%-interval;2023;0.25;21.84;30.08
825;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;1999;0.26;17.63;23.07
826;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2000;0.26;17.53;22.91
827;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2001;0.25;17.54;22.92
828;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2002;0.26;17.39;22.77
829;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2003;0.26;17.52;22.83
830;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2004;0.24;16.99;22.64
831;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2005;0.24;16.89;22.63
832;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2006;0.24;16.7;22.52
833;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2007;0.25;16.43;22.55
834;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2008;0.24;16.21;22.4
835;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2009;0.25;16.28;22.43
836;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2010;0.24;16.38;22.53
837;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2011;0.23;16.63;22.45
838;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2012;0.23;16.57;22.43
839;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2013;0.23;16.33;22.27
840;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2014;0.22;15.9;22.09
841;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2015;0.21;16.07;22.08
842;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2016;0.2;16.05;22.02
843;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2017;0.2;16.13;22.01
844;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2018;0.21;16.0;21.87
845;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2019;0.21;16.31;22.08
846;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2020;0.19;14.36;19.91
847;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2021;0.2;14.66;20.63
848;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2022;0.21;14.72;21.13
849;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Waarde;2023;0.21;15.06;21.39
850;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;1999;0.24;15.65;20.94
851;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2000;0.23;15.42;20.71
852;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2001;0.23;15.58;20.99
853;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2002;0.23;15.56;20.84
854;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2003;0.24;15.47;21.09
855;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2004;0.22;15.17;20.89
856;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2005;0.22;15.06;20.97
857;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2006;0.22;14.77;20.84
858;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2007;0.23;14.68;21.04
859;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2008;0.22;14.52;20.82
860;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2009;0.23;14.67;21.01
861;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2010;0.23;14.95;21.3
862;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2011;0.22;15.23;21.28
863;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2012;0.22;15.25;21.37
864;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2013;0.21;15.05;21.26
865;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2014;0.21;14.7;21.07
866;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2015;0.2;14.95;21.18
867;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2016;0.19;15.01;21.17
868;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2017;0.19;15.21;21.23
869;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2018;0.2;15.39;21.23
870;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2019;0.21;15.64;21.4
871;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2020;0.18;13.68;19.15
872;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2021;0.2;14.07;19.93
873;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2022;0.2;14.23;20.59
874;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Ondergrens 95%-interval;2023;0.21;14.44;20.71
875;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;1999;0.29;19.93;25.39
876;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2000;0.28;19.6;24.99
877;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2001;0.28;19.66;25.04
878;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2002;0.28;19.59;24.76
879;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2003;0.28;19.5;24.8
880;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2004;0.26;19.08;24.46
881;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2005;0.26;18.88;24.36
882;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2006;0.26;18.51;24.13
883;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2007;0.27;18.35;24.19
884;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2008;0.26;18.01;23.83
885;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2009;0.26;17.95;23.84
886;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2010;0.25;17.82;23.83
887;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2011;0.25;18.07;23.63
888;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2012;0.24;17.91;23.59
889;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2013;0.24;17.59;23.36
890;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2014;0.23;17.13;23.06
891;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2015;0.22;17.19;23.03
892;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2016;0.21;17.01;22.86
893;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2017;0.21;17.03;22.77
894;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2018;0.21;16.62;22.56
895;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2019;0.22;16.95;22.76
896;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2020;0.19;14.97;20.63
897;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2021;0.21;15.29;21.33
898;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2022;0.21;15.23;21.67
899;Totaal mannen en vrouwen;10000;Auto (bestuurder);Overige reismotieven;Bovengrens 95%-interval;2023;0.22;15.67;22.1
900;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;1999;0.48;19.04;28.42
901;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2000;0.46;18.99;28.3
902;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2001;0.45;19.03;28.15
903;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2002;0.44;19.03;28.08
904;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2003;0.44;19.27;28.09
905;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2004;0.44;19.34;28.17
906;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2005;0.42;19.46;28.08
907;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2006;0.41;19.33;27.9
908;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2007;0.4;19.27;27.93
909;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2008;0.39;18.74;27.7
910;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2009;0.39;18.98;27.74
911;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2010;0.4;19.06;27.67
912;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2011;0.36;19.51;27.72
913;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2012;0.36;19.21;27.7
914;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2013;0.37;19.53;27.68
915;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2014;0.35;19.75;27.81
916;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2015;0.34;19.7;27.62
917;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2016;0.34;19.49;27.58
918;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2017;0.33;19.63;27.5
919;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2018;0.33;19.96;27.55
920;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2019;0.32;20.12;27.57
921;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2020;0.25;17.32;25.84
922;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2021;0.27;19.09;28.0
923;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2022;0.29;19.01;27.72
924;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Waarde;2023;0.31;19.27;27.52
925;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;1999;0.45;17.64;26.45
926;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2000;0.43;17.63;26.41
927;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2001;0.42;17.61;26.24
928;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2002;0.42;17.69;26.26
929;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2003;0.41;17.92;26.35
930;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2004;0.41;18.01;26.6
931;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2005;0.4;18.13;26.67
932;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2006;0.39;18.14;26.43
933;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2007;0.38;17.93;26.56
934;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2008;0.37;17.53;26.35
935;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2009;0.37;17.75;26.45
936;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2010;0.38;18.0;26.57
937;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2011;0.34;18.49;26.69
938;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2012;0.35;18.17;26.71
939;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2013;0.35;18.55;26.75
940;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2014;0.34;18.76;26.91
941;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2015;0.33;18.77;26.8
942;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2016;0.32;18.53;26.79
943;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2017;0.32;18.73;26.69
944;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2018;0.33;19.35;26.91
945;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2019;0.32;19.56;26.92
946;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2020;0.24;16.68;25.02
947;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2021;0.26;18.38;27.21
948;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2022;0.29;18.45;27.17
949;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Ondergrens 95%-interval;2023;0.3;18.66;26.74
950;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;1999;0.51;20.46;30.45
951;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2000;0.49;20.42;30.26
952;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2001;0.48;20.43;30.0
953;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2002;0.47;20.47;29.87
954;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2003;0.47;20.68;29.77
955;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2004;0.46;20.68;29.75
956;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2005;0.45;20.83;29.68
957;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2006;0.43;20.76;29.34
958;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2007;0.42;20.5;29.33
959;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2008;0.41;20.02;29.06
960;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2009;0.41;20.21;28.98
961;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2010;0.42;20.12;28.79
962;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2011;0.38;20.59;28.79
963;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2012;0.38;20.2;28.71
964;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2013;0.38;20.57;28.63
965;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2014;0.37;20.76;28.71
966;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2015;0.36;20.68;28.43
967;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2016;0.35;20.4;28.36
968;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2017;0.34;20.57;28.24
969;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2018;0.34;20.57;28.2
970;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2019;0.33;20.79;28.23
971;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2020;0.26;18.01;26.67
972;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2021;0.27;19.76;28.88
973;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2022;0.3;19.58;28.3
974;Totaal mannen en vrouwen;10000;Auto (passagier);Totaal;Bovengrens 95%-interval;2023;0.31;19.89;28.2
975;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;1999;0.05;21.0;31.52
976;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2000;0.04;21.09;31.37
977;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2001;0.04;20.57;31.1
978;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2002;0.04;20.66;30.9
979;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2003;0.04;20.68;30.81
980;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2004;0.04;20.63;30.62
981;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2005;0.04;21.42;30.78
982;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2006;0.03;21.3;30.57
983;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2007;0.03;21.24;30.49
984;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2008;0.03;20.57;30.1
985;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2009;0.03;20.76;30.05
986;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2010;0.03;20.93;29.97
987;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2011;0.03;21.31;29.91
988;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2012;0.02;20.92;29.69
989;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2013;0.02;21.02;29.5
990;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2014;0.02;21.43;29.55
991;Totaal mannen en vrouwen;10000;Auto (passagier);Van en naar het werk;Waarde;2015;0.02;21.6;29.4
