ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
542;Listed monuments total;Flevoland (PV);1985;34
543;Listed monuments total;Flevoland (PV);1986;36
544;Listed monuments total;Flevoland (PV);1987;38
545;Listed monuments total;Flevoland (PV);1988;40
546;Listed monuments total;Flevoland (PV);1989;40
547;Listed monuments total;Flevoland (PV);1990;40
548;Listed monuments total;Flevoland (PV);1991;40
549;Listed monuments total;Flevoland (PV);1992;40
550;Listed monuments total;Flevoland (PV);1993;40
551;Listed monuments total;Flevoland (PV);1994;40
552;Listed monuments total;Flevoland (PV);1995;40
553;Listed monuments total;Flevoland (PV);1996;40
554;Listed monuments total;Flevoland (PV);1997;40
555;Listed monuments total;Flevoland (PV);1998;40
556;Listed monuments total;Flevoland (PV);1999;40
557;Listed monuments total;Flevoland (PV);2000;45
558;Listed monuments total;Flevoland (PV);2001;45
559;Listed monuments total;Flevoland (PV);2002;93
560;Listed monuments total;Flevoland (PV);2003;93
561;Listed monuments total;Flevoland (PV);2004;93
562;Listed monuments total;Flevoland (PV);2005;94
563;Listed monuments total;Flevoland (PV);2006;94
564;Listed monuments total;Flevoland (PV);2007;94
565;Listed monuments total;Flevoland (PV);2008;94
566;Listed monuments total;Flevoland (PV);2009;94
567;Listed monuments total;Flevoland (PV);2010;98
568;Listed monuments total;Flevoland (PV);2011;98
569;Listed monuments total;Flevoland (PV);2012;110
570;Listed monuments total;Flevoland (PV);2013;103
571;Listed monuments total;Flevoland (PV);2014;105
572;Listed monuments total;Flevoland (PV);2015;105
573;Listed monuments total;Flevoland (PV);2016;106
574;Listed monuments total;Flevoland (PV);2017;109
575;Listed monuments total;Flevoland (PV);2018;109
576;Listed monuments total;Flevoland (PV);2019;109
577;Listed monuments total;Flevoland (PV);2020;109
578;Listed monuments total;Flevoland (PV);2021;109
579;Listed monuments total;Flevoland (PV);2022;109
580;Listed monuments total;Gelderland (PV);1965;331
581;Listed monuments total;Gelderland (PV);1966;1079
582;Listed monuments total;Gelderland (PV);1967;1322
583;Listed monuments total;Gelderland (PV);1968;1439
584;Listed monuments total;Gelderland (PV);1969;1480
585;Listed monuments total;Gelderland (PV);1970;1817
586;Listed monuments total;Gelderland (PV);1971;2810
587;Listed monuments total;Gelderland (PV);1972;2839
588;Listed monuments total;Gelderland (PV);1973;3019
589;Listed monuments total;Gelderland (PV);1974;3112
590;Listed monuments total;Gelderland (PV);1975;3175
591;Listed monuments total;Gelderland (PV);1976;3285
592;Listed monuments total;Gelderland (PV);1977;3347
593;Listed monuments total;Gelderland (PV);1978;3411
594;Listed monuments total;Gelderland (PV);1979;3430
595;Listed monuments total;Gelderland (PV);1980;3479
596;Listed monuments total;Gelderland (PV);1981;3513
597;Listed monuments total;Gelderland (PV);1982;3531
598;Listed monuments total;Gelderland (PV);1983;3548
599;Listed monuments total;Gelderland (PV);1984;3564
600;Listed monuments total;Gelderland (PV);1985;3575
601;Listed monuments total;Gelderland (PV);1986;3592
602;Listed monuments total;Gelderland (PV);1987;3610
603;Listed monuments total;Gelderland (PV);1988;3624
604;Listed monuments total;Gelderland (PV);1989;3621
605;Listed monuments total;Gelderland (PV);1990;3624
606;Listed monuments total;Gelderland (PV);1991;3630
607;Listed monuments total;Gelderland (PV);1992;3649
608;Listed monuments total;Gelderland (PV);1993;3695
609;Listed monuments total;Gelderland (PV);1994;3723
610;Listed monuments total;Gelderland (PV);1995;3723
611;Listed monuments total;Gelderland (PV);1996;3724
612;Listed monuments total;Gelderland (PV);1997;3731
613;Listed monuments total;Gelderland (PV);1998;3747
614;Listed monuments total;Gelderland (PV);1999;3858
615;Listed monuments total;Gelderland (PV);2000;4305
616;Listed monuments total;Gelderland (PV);2001;4685
617;Listed monuments total;Gelderland (PV);2002;5344
618;Listed monuments total;Gelderland (PV);2003;5420
619;Listed monuments total;Gelderland (PV);2004;5637
620;Listed monuments total;Gelderland (PV);2005;5951
621;Listed monuments total;Gelderland (PV);2006;6204
622;Listed monuments total;Gelderland (PV);2007;6295
623;Listed monuments total;Gelderland (PV);2008;6322
624;Listed monuments total;Gelderland (PV);2009;6327
625;Listed monuments total;Gelderland (PV);2010;6463
626;Listed monuments total;Gelderland (PV);2011;6502
627;Listed monuments total;Gelderland (PV);2012;6630
628;Listed monuments total;Gelderland (PV);2013;6460
629;Listed monuments total;Gelderland (PV);2014;6515
630;Listed monuments total;Gelderland (PV);2015;6559
631;Listed monuments total;Gelderland (PV);2016;6563
632;Listed monuments total;Gelderland (PV);2017;6572
633;Listed monuments total;Gelderland (PV);2018;6570
634;Listed monuments total;Gelderland (PV);2019;6562
635;Listed monuments total;Gelderland (PV);2020;6557
636;Listed monuments total;Gelderland (PV);2021;6557
637;Listed monuments total;Gelderland (PV);2022;6553
638;Listed monuments total;Utrecht (PV);1965;105
639;Listed monuments total;Utrecht (PV);1966;710
640;Listed monuments total;Utrecht (PV);1967;1620
641;Listed monuments total;Utrecht (PV);1968;1751
642;Listed monuments total;Utrecht (PV);1969;1787
643;Listed monuments total;Utrecht (PV);1970;1990
644;Listed monuments total;Utrecht (PV);1971;2241
645;Listed monuments total;Utrecht (PV);1972;2559
646;Listed monuments total;Utrecht (PV);1973;2857
647;Listed monuments total;Utrecht (PV);1974;2916
648;Listed monuments total;Utrecht (PV);1975;3050
649;Listed monuments total;Utrecht (PV);1976;3096
650;Listed monuments total;Utrecht (PV);1977;3121
651;Listed monuments total;Utrecht (PV);1978;3154
652;Listed monuments total;Utrecht (PV);1979;3173
653;Listed monuments total;Utrecht (PV);1980;3180
654;Listed monuments total;Utrecht (PV);1981;3185
655;Listed monuments total;Utrecht (PV);1982;3199
656;Listed monuments total;Utrecht (PV);1983;3205
657;Listed monuments total;Utrecht (PV);1984;3208
658;Listed monuments total;Utrecht (PV);1985;3239
659;Listed monuments total;Utrecht (PV);1986;3251
660;Listed monuments total;Utrecht (PV);1987;3254
661;Listed monuments total;Utrecht (PV);1988;3268
662;Listed monuments total;Utrecht (PV);1989;3271
663;Listed monuments total;Utrecht (PV);1990;3316
664;Listed monuments total;Utrecht (PV);1991;3360
665;Listed monuments total;Utrecht (PV);1992;3566
666;Listed monuments total;Utrecht (PV);1993;3620
667;Listed monuments total;Utrecht (PV);1994;3635
668;Listed monuments total;Utrecht (PV);1995;3635
669;Listed monuments total;Utrecht (PV);1996;3643
670;Listed monuments total;Utrecht (PV);1997;3715
671;Listed monuments total;Utrecht (PV);1998;3846
672;Listed monuments total;Utrecht (PV);1999;4193
673;Listed monuments total;Utrecht (PV);2000;4402
674;Listed monuments total;Utrecht (PV);2001;4954
675;Listed monuments total;Utrecht (PV);2002;5133
676;Listed monuments total;Utrecht (PV);2003;5190
677;Listed monuments total;Utrecht (PV);2004;5279
678;Listed monuments total;Utrecht (PV);2005;5374
679;Listed monuments total;Utrecht (PV);2006;5486
680;Listed monuments total;Utrecht (PV);2007;5546
681;Listed monuments total;Utrecht (PV);2008;5548
682;Listed monuments total;Utrecht (PV);2009;5577
683;Listed monuments total;Utrecht (PV);2010;5586
684;Listed monuments total;Utrecht (PV);2011;5730
685;Listed monuments total;Utrecht (PV);2012;5844
686;Listed monuments total;Utrecht (PV);2013;5745
687;Listed monuments total;Utrecht (PV);2014;5756
688;Listed monuments total;Utrecht (PV);2015;5776
689;Listed monuments total;Utrecht (PV);2016;5884
690;Listed monuments total;Utrecht (PV);2017;5883
691;Listed monuments total;Utrecht (PV);2018;5878
692;Listed monuments total;Utrecht (PV);2019;5873
693;Listed monuments total;Utrecht (PV);2020;5868
694;Listed monuments total;Utrecht (PV);2021;5858
695;Listed monuments total;Utrecht (PV);2022;5855
696;Listed monuments total;Noord-Holland (PV);1965;380
697;Listed monuments total;Noord-Holland (PV);1966;736
698;Listed monuments total;Noord-Holland (PV);1967;1248
699;Listed monuments total;Noord-Holland (PV);1968;1455
700;Listed monuments total;Noord-Holland (PV);1969;2846
701;Listed monuments total;Noord-Holland (PV);1970;9360
702;Listed monuments total;Noord-Holland (PV);1971;9488
703;Listed monuments total;Noord-Holland (PV);1972;9609
704;Listed monuments total;Noord-Holland (PV);1973;9972
705;Listed monuments total;Noord-Holland (PV);1974;10300
706;Listed monuments total;Noord-Holland (PV);1975;10443
707;Listed monuments total;Noord-Holland (PV);1976;10790
708;Listed monuments total;Noord-Holland (PV);1977;10894
709;Listed monuments total;Noord-Holland (PV);1978;10968
710;Listed monuments total;Noord-Holland (PV);1979;11020
711;Listed monuments total;Noord-Holland (PV);1980;11082
712;Listed monuments total;Noord-Holland (PV);1981;11117
713;Listed monuments total;Noord-Holland (PV);1982;11151
714;Listed monuments total;Noord-Holland (PV);1983;11158
715;Listed monuments total;Noord-Holland (PV);1984;11211
716;Listed monuments total;Noord-Holland (PV);1985;11268
717;Listed monuments total;Noord-Holland (PV);1986;11286
718;Listed monuments total;Noord-Holland (PV);1987;11308
719;Listed monuments total;Noord-Holland (PV);1988;11345
720;Listed monuments total;Noord-Holland (PV);1989;11347
721;Listed monuments total;Noord-Holland (PV);1990;11411
722;Listed monuments total;Noord-Holland (PV);1991;11482
723;Listed monuments total;Noord-Holland (PV);1992;11503
724;Listed monuments total;Noord-Holland (PV);1993;11537
725;Listed monuments total;Noord-Holland (PV);1994;11568
726;Listed monuments total;Noord-Holland (PV);1995;11595
727;Listed monuments total;Noord-Holland (PV);1996;11826
728;Listed monuments total;Noord-Holland (PV);1997;11899
729;Listed monuments total;Noord-Holland (PV);1998;12284
730;Listed monuments total;Noord-Holland (PV);1999;12614
731;Listed monuments total;Noord-Holland (PV);2000;12736
732;Listed monuments total;Noord-Holland (PV);2001;13202
733;Listed monuments total;Noord-Holland (PV);2002;13646
734;Listed monuments total;Noord-Holland (PV);2003;13725
735;Listed monuments total;Noord-Holland (PV);2004;13942
736;Listed monuments total;Noord-Holland (PV);2005;14007
737;Listed monuments total;Noord-Holland (PV);2006;14097
738;Listed monuments total;Noord-Holland (PV);2007;14110
739;Listed monuments total;Noord-Holland (PV);2008;14147
740;Listed monuments total;Noord-Holland (PV);2009;14162
741;Listed monuments total;Noord-Holland (PV);2010;14202
742;Listed monuments total;Noord-Holland (PV);2011;14211
743;Listed monuments total;Noord-Holland (PV);2012;14214
744;Listed monuments total;Noord-Holland (PV);2013;14145
745;Listed monuments total;Noord-Holland (PV);2014;14103
746;Listed monuments total;Noord-Holland (PV);2015;14102
747;Listed monuments total;Noord-Holland (PV);2016;14113
748;Listed monuments total;Noord-Holland (PV);2017;14125
749;Listed monuments total;Noord-Holland (PV);2018;14100
750;Listed monuments total;Noord-Holland (PV);2019;14086
751;Listed monuments total;Noord-Holland (PV);2020;14075
752;Listed monuments total;Noord-Holland (PV);2021;14086
753;Listed monuments total;Noord-Holland (PV);2022;14081
754;Listed monuments total;Zuid-Holland (PV);1965;0
755;Listed monuments total;Zuid-Holland (PV);1966;1744
756;Listed monuments total;Zuid-Holland (PV);1967;3148
757;Listed monuments total;Zuid-Holland (PV);1968;4481
758;Listed monuments total;Zuid-Holland (PV);1969;4696
759;Listed monuments total;Zuid-Holland (PV);1970;4748
760;Listed monuments total;Zuid-Holland (PV);1971;5009
761;Listed monuments total;Zuid-Holland (PV);1972;5233
762;Listed monuments total;Zuid-Holland (PV);1973;5905
763;Listed monuments total;Zuid-Holland (PV);1974;6048
764;Listed monuments total;Zuid-Holland (PV);1975;6136
765;Listed monuments total;Zuid-Holland (PV);1976;6260
766;Listed monuments total;Zuid-Holland (PV);1977;6333
767;Listed monuments total;Zuid-Holland (PV);1978;6412
768;Listed monuments total;Zuid-Holland (PV);1979;6431
769;Listed monuments total;Zuid-Holland (PV);1980;6467
770;Listed monuments total;Zuid-Holland (PV);1981;6503
771;Listed monuments total;Zuid-Holland (PV);1982;6528
772;Listed monuments total;Zuid-Holland (PV);1983;6565
773;Listed monuments total;Zuid-Holland (PV);1984;6576
774;Listed monuments total;Zuid-Holland (PV);1985;6642
775;Listed monuments total;Zuid-Holland (PV);1986;6665
776;Listed monuments total;Zuid-Holland (PV);1987;6681
777;Listed monuments total;Zuid-Holland (PV);1988;6697
778;Listed monuments total;Zuid-Holland (PV);1989;6722
779;Listed monuments total;Zuid-Holland (PV);1990;6710
780;Listed monuments total;Zuid-Holland (PV);1991;6719
781;Listed monuments total;Zuid-Holland (PV);1992;6739
782;Listed monuments total;Zuid-Holland (PV);1993;6969
783;Listed monuments total;Zuid-Holland (PV);1994;7114
784;Listed monuments total;Zuid-Holland (PV);1995;7134
785;Listed monuments total;Zuid-Holland (PV);1996;7155
786;Listed monuments total;Zuid-Holland (PV);1997;7230
787;Listed monuments total;Zuid-Holland (PV);1998;7335
788;Listed monuments total;Zuid-Holland (PV);1999;7411
789;Listed monuments total;Zuid-Holland (PV);2000;7708
790;Listed monuments total;Zuid-Holland (PV);2001;8095
791;Listed monuments total;Zuid-Holland (PV);2002;8622
792;Listed monuments total;Zuid-Holland (PV);2003;8773
793;Listed monuments total;Zuid-Holland (PV);2004;8857
794;Listed monuments total;Zuid-Holland (PV);2005;8897
795;Listed monuments total;Zuid-Holland (PV);2006;8946
796;Listed monuments total;Zuid-Holland (PV);2007;8972
797;Listed monuments total;Zuid-Holland (PV);2008;9025
798;Listed monuments total;Zuid-Holland (PV);2009;9043
799;Listed monuments total;Zuid-Holland (PV);2010;9117
800;Listed monuments total;Zuid-Holland (PV);2011;9125
801;Listed monuments total;Zuid-Holland (PV);2012;9133
802;Listed monuments total;Zuid-Holland (PV);2013;9014
803;Listed monuments total;Zuid-Holland (PV);2014;9052
804;Listed monuments total;Zuid-Holland (PV);2015;9051
805;Listed monuments total;Zuid-Holland (PV);2016;9052
806;Listed monuments total;Zuid-Holland (PV);2017;9057
807;Listed monuments total;Zuid-Holland (PV);2018;9049
808;Listed monuments total;Zuid-Holland (PV);2019;9050
809;Listed monuments total;Zuid-Holland (PV);2020;9039
810;Listed monuments total;Zuid-Holland (PV);2021;9047
811;Listed monuments total;Zuid-Holland (PV);2022;9045
812;Listed monuments total;Zeeland (PV);1965;78
813;Listed monuments total;Zeeland (PV);1966;1811
814;Listed monuments total;Zeeland (PV);1967;2353
815;Listed monuments total;Zeeland (PV);1968;2354
816;Listed monuments total;Zeeland (PV);1969;2369
817;Listed monuments total;Zeeland (PV);1970;2377
818;Listed monuments total;Zeeland (PV);1971;2380
819;Listed monuments total;Zeeland (PV);1972;2479
820;Listed monuments total;Zeeland (PV);1973;2637
821;Listed monuments total;Zeeland (PV);1974;2906
822;Listed monuments total;Zeeland (PV);1975;2922
823;Listed monuments total;Zeeland (PV);1976;2973
824;Listed monuments total;Zeeland (PV);1977;2979
825;Listed monuments total;Zeeland (PV);1978;2989
826;Listed monuments total;Zeeland (PV);1979;3019
827;Listed monuments total;Zeeland (PV);1980;3096
828;Listed monuments total;Zeeland (PV);1981;3100
829;Listed monuments total;Zeeland (PV);1982;3113
830;Listed monuments total;Zeeland (PV);1983;3119
831;Listed monuments total;Zeeland (PV);1984;3136
832;Listed monuments total;Zeeland (PV);1985;3136
833;Listed monuments total;Zeeland (PV);1986;3147
834;Listed monuments total;Zeeland (PV);1987;3147
835;Listed monuments total;Zeeland (PV);1988;3150
836;Listed monuments total;Zeeland (PV);1989;3145
837;Listed monuments total;Zeeland (PV);1990;3145
