ID;Geslacht;Startjaar;Vooropleiding;Peilmoment;StudierichtingDiploma;OnderwijspositiePeilmoment;TotaalStudentenStartjaar_1;TotaalGediplomeerden_2;AssociateDegree_3;Bachelor_4;TotaalGediplomeerden_5;AssociateDegree_6;Bachelor_7;NietGediplomeerden_8;NietGediplomeerdenRelatief_9
331;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0811 Landbouw en veeteelt;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
332;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0811 Landbouw en veeteelt;Totaal studenten uit hbo op peilmoment ;;12;2;10;0;0;0;;
333;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0812 Tuinbouw;Totaal onderwijspositie;;0;0;0;0;0;0;;
334;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0812 Tuinbouw;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
335;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0812 Tuinbouw;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
336;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;082 Bosbouw;Totaal onderwijspositie;;0;0;0;0;0;0;;
337;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;082 Bosbouw;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
338;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;082 Bosbouw;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
339;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0821 Bosbouw;Totaal onderwijspositie;;0;0;0;0;0;0;;
340;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0821 Bosbouw;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
341;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0821 Bosbouw;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
342;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;083 Visserij;Totaal onderwijspositie;;0;0;0;0;0;0;;
343;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;083 Visserij;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
344;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;083 Visserij;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
345;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0831 Visserij;Totaal onderwijspositie;;0;0;0;0;0;0;;
346;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0831 Visserij;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
347;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0831 Visserij;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
348;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;084 Diergeneeskunde en -verzorging;Totaal onderwijspositie;;0;0;0;0;0;0;;
349;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;084 Diergeneeskunde en -verzorging;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
350;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;084 Diergeneeskunde en -verzorging;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
351;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0841 Diergeneeskunde en -verzorging;Totaal onderwijspositie;;0;0;0;0;0;0;;
352;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0841 Diergeneeskunde en -verzorging;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
353;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0841 Diergeneeskunde en -verzorging;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
354;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;09 Gezondheidszorg en welzijn;Totaal onderwijspositie;;233;1;232;0;0;0;;
355;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;09 Gezondheidszorg en welzijn;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
356;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;09 Gezondheidszorg en welzijn;Totaal studenten uit hbo op peilmoment ;;232;1;231;1;0;1;;
357;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;090 Gezondheidszorg en welzijn z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
358;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;090 Gezondheidszorg en welzijn z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
359;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;090 Gezondheidszorg en welzijn z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
360;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0900 Gezondheidszorg en welzijn z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
361;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0900 Gezondheidszorg en welzijn z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
362;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0900 Gezondheidszorg en welzijn z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
363;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;091 Gezondheidszorg;Totaal onderwijspositie;;228;1;227;0;0;0;;
364;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;091 Gezondheidszorg;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
365;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;091 Gezondheidszorg;Totaal studenten uit hbo op peilmoment ;;227;1;226;1;0;1;;
366;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0910 Gezondheidszorg z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
367;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0910 Gezondheidszorg z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
368;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0910 Gezondheidszorg z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
369;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0911 Tandheelkunde;Totaal onderwijspositie;;7;0;7;0;0;0;;
370;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0911 Tandheelkunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
371;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0911 Tandheelkunde;Totaal studenten uit hbo op peilmoment ;;7;0;7;0;0;0;;
372;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0912 Geneeskunde;Totaal onderwijspositie;;0;0;0;0;0;0;;
373;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0912 Geneeskunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
374;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0912 Geneeskunde;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
375;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0913 Verpleeg- en verloskunde;Totaal onderwijspositie;;101;1;100;0;0;0;;
376;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0913 Verpleeg- en verloskunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
377;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0913 Verpleeg- en verloskunde;Totaal studenten uit hbo op peilmoment ;;101;1;100;1;0;1;;
378;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0914 Medische diagnostiek en medische...;Totaal onderwijspositie;;6;0;6;0;0;0;;
379;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0914 Medische diagnostiek en medische...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
380;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0914 Medische diagnostiek en medische...;Totaal studenten uit hbo op peilmoment ;;6;0;6;0;0;0;;
381;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0915 Therapie en revalidatie;Totaal onderwijspositie;;85;0;85;0;0;0;;
382;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0915 Therapie en revalidatie;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
383;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0915 Therapie en revalidatie;Totaal studenten uit hbo op peilmoment ;;85;0;85;0;0;0;;
384;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0916 Farmacie;Totaal onderwijspositie;;0;0;0;0;0;0;;
385;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0916 Farmacie;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
386;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0916 Farmacie;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
387;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0917 Traditionele en alternatieve gen...;Totaal onderwijspositie;;29;0;29;0;0;0;;
388;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0917 Traditionele en alternatieve gen...;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
389;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0917 Traditionele en alternatieve gen...;Totaal studenten uit hbo op peilmoment ;;28;0;28;0;0;0;;
390;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0919 Gezondheidszorg overig;Totaal onderwijspositie;;0;0;0;0;0;0;;
391;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0919 Gezondheidszorg overig;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
392;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0919 Gezondheidszorg overig;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
393;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;092 Welzijn;Totaal onderwijspositie;;5;0;5;0;0;0;;
394;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;092 Welzijn;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
395;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;092 Welzijn;Totaal studenten uit hbo op peilmoment ;;5;0;5;0;0;0;;
396;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0920 Welzijn z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
397;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0920 Welzijn z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
398;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0920 Welzijn z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
399;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0921 Gehandicaptenzorg voor volwas...;Totaal onderwijspositie;;1;0;1;0;0;0;;
400;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0921 Gehandicaptenzorg voor volwas...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
401;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0921 Gehandicaptenzorg voor volwas...;Totaal studenten uit hbo op peilmoment ;;1;0;1;0;0;0;;
402;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0922 Jeugdpedagogisch werk, kinderver...;Totaal onderwijspositie;;0;0;0;0;0;0;;
403;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0922 Jeugdpedagogisch werk, kinderver...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
404;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0922 Jeugdpedagogisch werk, kinderver...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
405;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0923 Maatschappelijk werk, beroepskeu...;Totaal onderwijspositie;;4;0;4;0;0;0;;
406;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0923 Maatschappelijk werk, beroepskeu...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
407;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;0923 Maatschappelijk werk, beroepskeu...;Totaal studenten uit hbo op peilmoment ;;4;0;4;0;0;0;;
408;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;10 Dienstverlening;Totaal onderwijspositie;;37;8;29;0;0;0;;
409;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;10 Dienstverlening;Totaal studenten in hbo op peilmoment ;;6;5;1;0;0;0;;
410;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;10 Dienstverlening;Totaal studenten uit hbo op peilmoment ;;31;3;28;0;0;0;;
411;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;100 Dienstverlening z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
412;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;100 Dienstverlening z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
413;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;100 Dienstverlening z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
414;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1000 Dienstverlening z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
415;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1000 Dienstverlening z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
416;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1000 Dienstverlening z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
417;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;101 Persoonlijke dienstverlening;Totaal onderwijspositie;;33;8;25;0;0;0;;
418;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;101 Persoonlijke dienstverlening;Totaal studenten in hbo op peilmoment ;;5;5;0;0;0;0;;
419;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;101 Persoonlijke dienstverlening;Totaal studenten uit hbo op peilmoment ;;28;3;25;0;0;0;;
420;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1010 Persoonlijke dienstverlening z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
421;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1010 Persoonlijke dienstverlening z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
422;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1010 Persoonlijke dienstverlening z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
423;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1011 Huishoudkunde, facilitaire diens…;Totaal onderwijspositie;;3;1;2;0;0;0;;
424;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1011 Huishoudkunde, facilitaire diens…;Totaal studenten in hbo op peilmoment ;;1;1;0;0;0;0;;
425;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1011 Huishoudkunde, facilitaire diens…;Totaal studenten uit hbo op peilmoment ;;2;0;2;0;0;0;;
426;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1012 Schoonheids- en haarverzorging;Totaal onderwijspositie;;0;0;0;0;0;0;;
427;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1012 Schoonheids- en haarverzorging;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
428;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1012 Schoonheids- en haarverzorging;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
429;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1013 Horeca;Totaal onderwijspositie;;4;0;4;0;0;0;;
430;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1013 Horeca;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
431;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1013 Horeca;Totaal studenten uit hbo op peilmoment ;;4;0;4;0;0;0;;
432;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1014 Sport;Totaal onderwijspositie;;0;0;0;0;0;0;;
433;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1014 Sport;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
434;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1014 Sport;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
435;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1015 Toerisme en vrijetijdsbesteding;Totaal onderwijspositie;;26;7;19;0;0;0;;
436;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1015 Toerisme en vrijetijdsbesteding;Totaal studenten in hbo op peilmoment ;;4;4;0;0;0;0;;
437;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1015 Toerisme en vrijetijdsbesteding;Totaal studenten uit hbo op peilmoment ;;22;3;19;0;0;0;;
438;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;102 Hygiëne en arbeidsomstandigheden;Totaal onderwijspositie;;0;0;0;0;0;0;;
439;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;102 Hygiëne en arbeidsomstandigheden;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
440;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;102 Hygiëne en arbeidsomstandigheden;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
441;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1020 Hygiëne en arbeidsomstand… z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
442;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1020 Hygiëne en arbeidsomstand… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
443;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1020 Hygiëne en arbeidsomstand… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
444;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1021 Openbare reiniging, waterbeh...;Totaal onderwijspositie;;0;0;0;0;0;0;;
445;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1021 Openbare reiniging, waterbeh...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
446;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1021 Openbare reiniging, waterbeh...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
447;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1022 Veiligheid op het werk en ergonomie;Totaal onderwijspositie;;0;0;0;0;0;0;;
448;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1022 Veiligheid op het werk en ergonomie;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
449;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1022 Veiligheid op het werk en ergonomie;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
450;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;103 Openbare veiligheid;Totaal onderwijspositie;;0;0;0;0;0;0;;
451;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;103 Openbare veiligheid;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
452;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;103 Openbare veiligheid;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
453;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1030 Openbare veiligheid z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
454;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1030 Openbare veiligheid z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
455;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1030 Openbare veiligheid z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
456;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1031 Krijgsmacht;Totaal onderwijspositie;;0;0;0;0;0;0;;
457;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1031 Krijgsmacht;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
458;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1031 Krijgsmacht;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
459;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1032 Openbare orde en veiligheid;Totaal onderwijspositie;;0;0;0;0;0;0;;
460;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1032 Openbare orde en veiligheid;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
461;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1032 Openbare orde en veiligheid;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
462;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;104 Transport en logistiek;Totaal onderwijspositie;;4;0;4;0;0;0;;
463;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;104 Transport en logistiek;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
464;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;104 Transport en logistiek;Totaal studenten uit hbo op peilmoment ;;3;0;3;0;0;0;;
465;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1041 Transport en logistiek;Totaal onderwijspositie;;4;0;4;0;0;0;;
466;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1041 Transport en logistiek;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
467;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;1041 Transport en logistiek;Totaal studenten uit hbo op peilmoment ;;3;0;3;0;0;0;;
468;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;Onderwijsrichting onbekend;Totaal onderwijspositie;;0;0;0;0;0;0;;
469;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;Onderwijsrichting onbekend;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
470;Totaal geslacht;2008;Totaal vooropleiding;1 jaar na startjaar;Onderwijsrichting onbekend;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
471;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;Totaal;Totaal onderwijspositie;93798.0;2362;584;1778;3;1;2;91436.0;97.0
472;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;Totaal;Totaal studenten in hbo op peilmoment ;70235.0;268;210;58;0;0;0;69967.0;100.0
473;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;Totaal;Totaal studenten uit hbo op peilmoment ;23563.0;2094;374;1720;9;2;7;21469.0;91.0
474;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;01 Onderwijs;Totaal onderwijspositie;;294;0;294;0;0;0;;
475;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;01 Onderwijs;Totaal studenten in hbo op peilmoment ;;21;0;21;0;0;0;;
476;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;01 Onderwijs;Totaal studenten uit hbo op peilmoment ;;273;0;273;1;0;1;;
477;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;011 Onderwijskunde, lerarenopleiding...;Totaal onderwijspositie;;294;0;294;0;0;0;;
478;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;011 Onderwijskunde, lerarenopleiding...;Totaal studenten in hbo op peilmoment ;;21;0;21;0;0;0;;
479;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;011 Onderwijskunde, lerarenopleiding...;Totaal studenten uit hbo op peilmoment ;;273;0;273;1;0;1;;
480;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
481;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
482;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0110 Onderwijskunde, lerarenopl. z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
483;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0111 Onderwijskunde;Totaal onderwijspositie;;12;0;12;0;0;0;;
484;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0111 Onderwijskunde;Totaal studenten in hbo op peilmoment ;;2;0;2;0;0;0;;
485;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0111 Onderwijskunde;Totaal studenten uit hbo op peilmoment ;;10;0;10;0;0;0;;
486;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0112 Opleiding kleuterleidsters;Totaal onderwijspositie;;0;0;0;0;0;0;;
487;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0112 Opleiding kleuterleidsters;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
488;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0112 Opleiding kleuterleidsters;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
489;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0113 Lerarenopleiding basisonderwijs,...;Totaal onderwijspositie;;104;0;104;0;0;0;;
490;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0113 Lerarenopleiding basisonderwijs,...;Totaal studenten in hbo op peilmoment ;;3;0;3;0;0;0;;
491;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0113 Lerarenopleiding basisonderwijs,...;Totaal studenten uit hbo op peilmoment ;;101;0;101;0;0;0;;
492;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0114 Lerarenopleiding algemene en ber...;Totaal onderwijspositie;;178;0;178;0;0;0;;
493;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0114 Lerarenopleiding algemene en ber...;Totaal studenten in hbo op peilmoment ;;16;0;16;0;0;0;;
494;Totaal geslacht;2008;Totaal vooropleiding;2 jaar na startjaar;0114 Lerarenopleiding algemene en ber...;Totaal studenten uit hbo op peilmoment ;;162;0;162;1;0;1;;
