ID;Geslacht;Startjaar;Vooropleiding;Peilmoment;StudierichtingDiploma;OnderwijspositiePeilmoment;TotaalStudentenStartjaar_1;TotaalGediplomeerden_2;AssociateDegree_3;Bachelor_4;TotaalGediplomeerden_5;AssociateDegree_6;Bachelor_7;NietGediplomeerden_8;NietGediplomeerdenRelatief_9
9626;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0532 Aardwetenschappen;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9627;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0533 Natuurkunde;Totaal onderwijspositie;;0;0;0;0;0;0;;
9628;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0533 Natuurkunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9629;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0533 Natuurkunde;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9630;Totaal geslacht;2008;Vwo;3 jaar na startjaar;054 Wiskunde en statistiek;Totaal onderwijspositie;;2;0;2;0;0;0;;
9631;Totaal geslacht;2008;Vwo;3 jaar na startjaar;054 Wiskunde en statistiek;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9632;Totaal geslacht;2008;Vwo;3 jaar na startjaar;054 Wiskunde en statistiek;Totaal studenten uit hbo op peilmoment ;;2;0;2;0;0;0;;
9633;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0540 Wiskunde en statistiek z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9634;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0540 Wiskunde en statistiek z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9635;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0540 Wiskunde en statistiek z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9636;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0541 Wiskunde;Totaal onderwijspositie;;2;0;2;0;0;0;;
9637;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0541 Wiskunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9638;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0541 Wiskunde;Totaal studenten uit hbo op peilmoment ;;2;0;2;0;0;0;;
9639;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0542 Statistiek;Totaal onderwijspositie;;0;0;0;0;0;0;;
9640;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0542 Statistiek;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9641;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0542 Statistiek;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9642;Totaal geslacht;2008;Vwo;3 jaar na startjaar;06 Informatica;Totaal onderwijspositie;;9;0;9;0;0;0;;
9643;Totaal geslacht;2008;Vwo;3 jaar na startjaar;06 Informatica;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9644;Totaal geslacht;2008;Vwo;3 jaar na startjaar;06 Informatica;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
9645;Totaal geslacht;2008;Vwo;3 jaar na startjaar;060 Informatica z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9646;Totaal geslacht;2008;Vwo;3 jaar na startjaar;060 Informatica z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9647;Totaal geslacht;2008;Vwo;3 jaar na startjaar;060 Informatica z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9648;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0600 Informatica z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9649;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0600 Informatica z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9650;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0600 Informatica z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9651;Totaal geslacht;2008;Vwo;3 jaar na startjaar;061 Informatica;Totaal onderwijspositie;;9;0;9;0;0;0;;
9652;Totaal geslacht;2008;Vwo;3 jaar na startjaar;061 Informatica;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9653;Totaal geslacht;2008;Vwo;3 jaar na startjaar;061 Informatica;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
9654;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0610 Informatica z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9655;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0610 Informatica z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9656;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0610 Informatica z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9657;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0611 Computergebruik;Totaal onderwijspositie;;0;0;0;0;0;0;;
9658;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0611 Computergebruik;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9659;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0611 Computergebruik;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9660;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0612 Ontwerp en beheer van database...;Totaal onderwijspositie;;0;0;0;0;0;0;;
9661;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0612 Ontwerp en beheer van database...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9662;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0612 Ontwerp en beheer van database...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9663;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0613 Softwareontwikkeling en systeema…;Totaal onderwijspositie;;9;0;9;0;0;0;;
9664;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0613 Softwareontwikkeling en systeema…;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9665;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0613 Softwareontwikkeling en systeema…;Totaal studenten uit hbo op peilmoment ;;9;0;9;0;0;0;;
9666;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0619 Informatica overig;Totaal onderwijspositie;;0;0;0;0;0;0;;
9667;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0619 Informatica overig;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9668;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0619 Informatica overig;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9669;Totaal geslacht;2008;Vwo;3 jaar na startjaar;07 Techniek, industrie en bouwkunde;Totaal onderwijspositie;;56;0;56;1;0;1;;
9670;Totaal geslacht;2008;Vwo;3 jaar na startjaar;07 Techniek, industrie en bouwkunde;Totaal studenten in hbo op peilmoment ;;3;0;3;0;0;0;;
9671;Totaal geslacht;2008;Vwo;3 jaar na startjaar;07 Techniek, industrie en bouwkunde;Totaal studenten uit hbo op peilmoment ;;53;0;53;2;0;2;;
9672;Totaal geslacht;2008;Vwo;3 jaar na startjaar;070 Techniek, industrie, bouwk… z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9673;Totaal geslacht;2008;Vwo;3 jaar na startjaar;070 Techniek, industrie, bouwk… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9674;Totaal geslacht;2008;Vwo;3 jaar na startjaar;070 Techniek, industrie, bouwk… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9675;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0700 Techniek, industrie, bouwk… z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9676;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0700 Techniek, industrie, bouwk… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9677;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0700 Techniek, industrie, bouwk… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9678;Totaal geslacht;2008;Vwo;3 jaar na startjaar;071 Techniek en technische dienstverl...;Totaal onderwijspositie;;43;0;43;0;0;0;;
9679;Totaal geslacht;2008;Vwo;3 jaar na startjaar;071 Techniek en technische dienstverl...;Totaal studenten in hbo op peilmoment ;;3;0;3;0;0;0;;
9680;Totaal geslacht;2008;Vwo;3 jaar na startjaar;071 Techniek en technische dienstverl...;Totaal studenten uit hbo op peilmoment ;;40;0;40;2;0;2;;
9681;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0710 Techniek en technische... z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9682;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0710 Techniek en technische... z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9683;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0710 Techniek en technische... z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9684;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0711 Scheikundige technologie en proc…;Totaal onderwijspositie;;11;0;11;0;0;0;;
9685;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0711 Scheikundige technologie en proc…;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
9686;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0711 Scheikundige technologie en proc…;Totaal studenten uit hbo op peilmoment ;;10;0;10;0;0;0;;
9687;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0712 Milieubescherming en milieutechn...;Totaal onderwijspositie;;0;0;0;0;0;0;;
9688;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0712 Milieubescherming en milieutechn...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9689;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0712 Milieubescherming en milieutechn...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9690;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0713 Elektro- en energietechniek;Totaal onderwijspositie;;9;0;9;0;0;0;;
9691;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0713 Elektro- en energietechniek;Totaal studenten in hbo op peilmoment ;;2;0;2;0;0;0;;
9692;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0713 Elektro- en energietechniek;Totaal studenten uit hbo op peilmoment ;;7;0;7;0;0;0;;
9693;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0714 Elektronica en industriële autom...;Totaal onderwijspositie;;0;0;0;0;0;0;;
9694;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0714 Elektronica en industriële autom...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9695;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0714 Elektronica en industriële autom...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9696;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0715 Werktuigbouwkunde,  metaalbewerking;Totaal onderwijspositie;;18;0;18;0;0;0;;
9697;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0715 Werktuigbouwkunde,  metaalbewerking;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9698;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0715 Werktuigbouwkunde,  metaalbewerking;Totaal studenten uit hbo op peilmoment ;;18;0;18;1;0;1;;
9699;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0716 Voertuigtechniek, scheepsbouw- ...;Totaal onderwijspositie;;3;0;3;0;0;0;;
9700;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0716 Voertuigtechniek, scheepsbouw- ...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9701;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0716 Voertuigtechniek, scheepsbouw- ...;Totaal studenten uit hbo op peilmoment ;;3;0;3;0;0;0;;
9702;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0719 Techniek en technische dienstver...;Totaal onderwijspositie;;2;0;2;0;0;0;;
9703;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0719 Techniek en technische dienstver...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9704;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0719 Techniek en technische dienstver...;Totaal studenten uit hbo op peilmoment ;;2;0;2;0;0;0;;
9705;Totaal geslacht;2008;Vwo;3 jaar na startjaar;072 Levensmiddelentechnologie- en ...;Totaal onderwijspositie;;0;0;0;0;0;0;;
9706;Totaal geslacht;2008;Vwo;3 jaar na startjaar;072 Levensmiddelentechnologie- en ...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9707;Totaal geslacht;2008;Vwo;3 jaar na startjaar;072 Levensmiddelentechnologie- en ...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9708;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0720 Levensmiddelentechnologie... z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9709;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0720 Levensmiddelentechnologie... z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9710;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0720 Levensmiddelentechnologie... z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9711;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0721 Levensmiddelentechnologie;Totaal onderwijspositie;;0;0;0;0;0;0;;
9712;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0721 Levensmiddelentechnologie;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9713;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0721 Levensmiddelentechnologie;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9714;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0722 Houtbewerking, papier-, kunststo…;Totaal onderwijspositie;;0;0;0;0;0;0;;
9715;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0722 Houtbewerking, papier-, kunststo…;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9716;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0722 Houtbewerking, papier-, kunststo…;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9717;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0723 Textiel-, kleding-, schoenen-, ...;Totaal onderwijspositie;;0;0;0;0;0;0;;
9718;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0723 Textiel-, kleding-, schoenen-, ...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9719;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0723 Textiel-, kleding-, schoenen-, ...;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9720;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0724 Delfstofwinning;Totaal onderwijspositie;;0;0;0;0;0;0;;
9721;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0724 Delfstofwinning;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9722;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0724 Delfstofwinning;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9723;Totaal geslacht;2008;Vwo;3 jaar na startjaar;073 Architectuur en bouwkunde;Totaal onderwijspositie;;13;0;13;0;0;0;;
9724;Totaal geslacht;2008;Vwo;3 jaar na startjaar;073 Architectuur en bouwkunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9725;Totaal geslacht;2008;Vwo;3 jaar na startjaar;073 Architectuur en bouwkunde;Totaal studenten uit hbo op peilmoment ;;13;0;13;1;0;1;;
9726;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0730 Architectuur en bouwkunde z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9727;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0730 Architectuur en bouwkunde z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9728;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0730 Architectuur en bouwkunde z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9729;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0731 Architectuur en stedebouwkunde;Totaal onderwijspositie;;3;0;3;0;0;0;;
9730;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0731 Architectuur en stedebouwkunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9731;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0731 Architectuur en stedebouwkunde;Totaal studenten uit hbo op peilmoment ;;3;0;3;0;0;0;;
9732;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0732 Bouwkunde en civiele techniek;Totaal onderwijspositie;;10;0;10;0;0;0;;
9733;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0732 Bouwkunde en civiele techniek;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9734;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0732 Bouwkunde en civiele techniek;Totaal studenten uit hbo op peilmoment ;;10;0;10;0;0;0;;
9735;Totaal geslacht;2008;Vwo;3 jaar na startjaar;08 Landbouw, diergeneeskunde en -verz...;Totaal onderwijspositie;;9;0;9;0;0;0;;
9736;Totaal geslacht;2008;Vwo;3 jaar na startjaar;08 Landbouw, diergeneeskunde en -verz...;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
9737;Totaal geslacht;2008;Vwo;3 jaar na startjaar;08 Landbouw, diergeneeskunde en -verz...;Totaal studenten uit hbo op peilmoment ;;8;0;8;0;0;0;;
9738;Totaal geslacht;2008;Vwo;3 jaar na startjaar;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9739;Totaal geslacht;2008;Vwo;3 jaar na startjaar;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9740;Totaal geslacht;2008;Vwo;3 jaar na startjaar;080 Landbouw, diergeneeskunde en… z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9741;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0800 Landbouw, diergeneeskunde … z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9742;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0800 Landbouw, diergeneeskunde … z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9743;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0800 Landbouw, diergeneeskunde … z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9744;Totaal geslacht;2008;Vwo;3 jaar na startjaar;081 Landbouw;Totaal onderwijspositie;;9;0;9;0;0;0;;
9745;Totaal geslacht;2008;Vwo;3 jaar na startjaar;081 Landbouw;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
9746;Totaal geslacht;2008;Vwo;3 jaar na startjaar;081 Landbouw;Totaal studenten uit hbo op peilmoment ;;8;0;8;0;0;0;;
9747;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0810 Landbouw z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9748;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0810 Landbouw z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9749;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0810 Landbouw z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9750;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0811 Landbouw en veeteelt;Totaal onderwijspositie;;9;0;9;0;0;0;;
9751;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0811 Landbouw en veeteelt;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
9752;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0811 Landbouw en veeteelt;Totaal studenten uit hbo op peilmoment ;;8;0;8;0;0;0;;
9753;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0812 Tuinbouw;Totaal onderwijspositie;;0;0;0;0;0;0;;
9754;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0812 Tuinbouw;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9755;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0812 Tuinbouw;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9756;Totaal geslacht;2008;Vwo;3 jaar na startjaar;082 Bosbouw;Totaal onderwijspositie;;0;0;0;0;0;0;;
9757;Totaal geslacht;2008;Vwo;3 jaar na startjaar;082 Bosbouw;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9758;Totaal geslacht;2008;Vwo;3 jaar na startjaar;082 Bosbouw;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9759;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0821 Bosbouw;Totaal onderwijspositie;;0;0;0;0;0;0;;
9760;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0821 Bosbouw;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9761;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0821 Bosbouw;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9762;Totaal geslacht;2008;Vwo;3 jaar na startjaar;083 Visserij;Totaal onderwijspositie;;0;0;0;0;0;0;;
9763;Totaal geslacht;2008;Vwo;3 jaar na startjaar;083 Visserij;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9764;Totaal geslacht;2008;Vwo;3 jaar na startjaar;083 Visserij;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9765;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0831 Visserij;Totaal onderwijspositie;;0;0;0;0;0;0;;
9766;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0831 Visserij;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9767;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0831 Visserij;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9768;Totaal geslacht;2008;Vwo;3 jaar na startjaar;084 Diergeneeskunde en -verzorging;Totaal onderwijspositie;;0;0;0;0;0;0;;
9769;Totaal geslacht;2008;Vwo;3 jaar na startjaar;084 Diergeneeskunde en -verzorging;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9770;Totaal geslacht;2008;Vwo;3 jaar na startjaar;084 Diergeneeskunde en -verzorging;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9771;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0841 Diergeneeskunde en -verzorging;Totaal onderwijspositie;;0;0;0;0;0;0;;
9772;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0841 Diergeneeskunde en -verzorging;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9773;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0841 Diergeneeskunde en -verzorging;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9774;Totaal geslacht;2008;Vwo;3 jaar na startjaar;09 Gezondheidszorg en welzijn;Totaal onderwijspositie;;191;0;191;2;0;2;;
9775;Totaal geslacht;2008;Vwo;3 jaar na startjaar;09 Gezondheidszorg en welzijn;Totaal studenten in hbo op peilmoment ;;4;0;4;0;0;0;;
9776;Totaal geslacht;2008;Vwo;3 jaar na startjaar;09 Gezondheidszorg en welzijn;Totaal studenten uit hbo op peilmoment ;;187;0;187;8;0;8;;
9777;Totaal geslacht;2008;Vwo;3 jaar na startjaar;090 Gezondheidszorg en welzijn z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9778;Totaal geslacht;2008;Vwo;3 jaar na startjaar;090 Gezondheidszorg en welzijn z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9779;Totaal geslacht;2008;Vwo;3 jaar na startjaar;090 Gezondheidszorg en welzijn z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9780;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0900 Gezondheidszorg en welzijn z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9781;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0900 Gezondheidszorg en welzijn z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9782;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0900 Gezondheidszorg en welzijn z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9783;Totaal geslacht;2008;Vwo;3 jaar na startjaar;091 Gezondheidszorg;Totaal onderwijspositie;;175;0;175;2;0;2;;
9784;Totaal geslacht;2008;Vwo;3 jaar na startjaar;091 Gezondheidszorg;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
9785;Totaal geslacht;2008;Vwo;3 jaar na startjaar;091 Gezondheidszorg;Totaal studenten uit hbo op peilmoment ;;174;0;174;7;0;7;;
9786;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0910 Gezondheidszorg z.n.d.;Totaal onderwijspositie;;0;0;0;0;0;0;;
9787;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0910 Gezondheidszorg z.n.d.;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9788;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0910 Gezondheidszorg z.n.d.;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9789;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0911 Tandheelkunde;Totaal onderwijspositie;;0;0;0;0;0;0;;
9790;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0911 Tandheelkunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9791;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0911 Tandheelkunde;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9792;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0912 Geneeskunde;Totaal onderwijspositie;;0;0;0;0;0;0;;
9793;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0912 Geneeskunde;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
9794;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0912 Geneeskunde;Totaal studenten uit hbo op peilmoment ;;0;0;0;0;0;0;;
9795;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0913 Verpleeg- en verloskunde;Totaal onderwijspositie;;142;0;142;2;0;2;;
9796;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0913 Verpleeg- en verloskunde;Totaal studenten in hbo op peilmoment ;;1;0;1;0;0;0;;
9797;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0913 Verpleeg- en verloskunde;Totaal studenten uit hbo op peilmoment ;;141;0;141;6;0;6;;
9798;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0914 Medische diagnostiek en medische...;Totaal onderwijspositie;;16;0;16;0;0;0;;
9799;Totaal geslacht;2008;Vwo;3 jaar na startjaar;0914 Medische diagnostiek en medische...;Totaal studenten in hbo op peilmoment ;;0;0;0;0;0;0;;
