ID;Sex;Age;LevelOfEducation;CaribbeanNetherlands;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;TemporaryEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;PartTime_11;LessThan20WorkingHoursAWeek_12;LessThan12WorkingHoursAWeek_13;k_12To19WorkingHoursAWeek_14;k_20To34WorkingHoursAWeek_15;k_20To27WorkingHoursAWeek_16;k_28To34WorkingHoursAWeek_17;FullTime_18;UnemployedLabourForce_19;UnemploymentRate_20;NotInTheLabourForce_21;GrossLabourParticipationRate_22;NetLabourParticipationRate_23
532;Total male and female;35 to 44 years;2 Intermediate education;Caribbean Netherlands;2020;1200;1130;1120;1010;870;140;110;80;30;0;140;0;0;0;130;20;120;980;10;1.2;60;94.7;93.6
533;Total male and female;35 to 44 years;2 Intermediate education;Caribbean Netherlands;2022;1410;1310;1300;920;810;110;380;160;180;40;200;80;80;0;120;60;60;1090;0;0.3;110;92.6;92.3
534;Total male and female;35 to 44 years;2 Intermediate education;Bonaire;2012;800;780;750;690;640;60;60;60;0;0;70;10;10;0;60;30;30;680;30;3.7;20;97.1;93.5
535;Total male and female;35 to 44 years;2 Intermediate education;Bonaire;2014;730;700;670;580;490;90;90;60;30;0;30;0;0;0;30;0;30;640;30;4.3;30;95.8;91.6
536;Total male and female;35 to 44 years;2 Intermediate education;Bonaire;2016;900;850;810;710;580;120;100;60;30;10;50;10;10;0;40;10;30;750;50;5.4;40;95.2;90.0
537;Total male and female;35 to 44 years;2 Intermediate education;Bonaire;2018;1090;980;960;840;700;140;120;70;50;0;150;40;10;30;110;60;60;810;20;1.5;110;89.9;88.5
538;Total male and female;35 to 44 years;2 Intermediate education;Bonaire;2020;990;940;920;840;710;120;90;60;30;0;130;0;0;0;130;10;110;800;10;1.5;50;94.8;93.4
539;Total male and female;35 to 44 years;2 Intermediate education;Bonaire;2022;1210;1110;1110;760;660;100;360;150;170;40;200;80;80;0;120;60;60;900;0;0.0;100;91.9;91.9
540;Total male and female;35 to 44 years;2 Intermediate education;St. Eustatius;2012;200;180;180;130;120;10;50;20;20;10;20;0;0;0;20;10;10;160;0;;30;;
541;Total male and female;35 to 44 years;2 Intermediate education;St. Eustatius;2014;130;110;100;80;80;10;10;10;0;0;0;0;0;0;0;0;0;100;10;;20;;
542;Total male and female;35 to 44 years;2 Intermediate education;St. Eustatius;2016;70;70;70;50;40;10;20;10;10;0;20;0;0;0;20;10;10;50;0;;0;;
543;Total male and female;35 to 44 years;2 Intermediate education;St. Eustatius;2018;150;150;140;120;110;10;20;10;0;0;10;10;0;10;10;0;10;120;10;6.2;10;94.2;88.3
544;Total male and female;35 to 44 years;2 Intermediate education;St. Eustatius;2020;120;110;110;100;90;10;10;10;0;0;0;0;0;0;0;0;0;110;0;;0;;
545;Total male and female;35 to 44 years;2 Intermediate education;St. Eustatius;2022;120;110;110;100;90;10;20;10;10;0;0;0;0;0;0;0;0;110;0;;10;;
546;Total male and female;35 to 44 years;2 Intermediate education;Saba;2012;50;50;50;30;30;0;10;10;0;0;10;0;0;0;10;0;10;40;0;;0;;
547;Total male and female;35 to 44 years;2 Intermediate education;Saba;2014;70;70;70;60;50;10;10;10;0;0;10;0;0;0;10;10;0;60;0;;10;;
548;Total male and female;35 to 44 years;2 Intermediate education;Saba;2016;70;60;60;60;50;10;10;10;0;0;10;0;0;0;10;0;0;50;0;;0;;
549;Total male and female;35 to 44 years;2 Intermediate education;Saba;2018;80;80;80;70;70;10;0;0;0;0;10;0;0;0;10;0;0;70;0;;10;;
550;Total male and female;35 to 44 years;2 Intermediate education;Saba;2020;90;80;80;80;70;10;10;10;0;0;10;0;0;0;10;0;10;70;0;;10;;
551;Total male and female;35 to 44 years;2 Intermediate education;Saba;2022;80;80;70;70;60;0;10;10;0;0;0;0;0;0;0;0;0;70;0;;0;;
552;Total male and female;35 to 44 years;3 Higher education;Caribbean Netherlands;2012;690;660;640;540;450;90;100;80;10;20;60;10;0;10;40;20;20;580;20;2.6;30;95.2;92.6
553;Total male and female;35 to 44 years;3 Higher education;Caribbean Netherlands;2014;790;760;720;690;540;150;30;10;20;0;120;0;0;0;120;80;50;600;40;4.9;40;95.6;90.9
554;Total male and female;35 to 44 years;3 Higher education;Caribbean Netherlands;2016;750;740;740;650;530;110;90;40;40;20;100;20;20;0;80;40;40;640;0;0.5;10;98.5;98.0
555;Total male and female;35 to 44 years;3 Higher education;Caribbean Netherlands;2018;690;630;620;500;400;100;120;80;20;30;90;30;30;0;60;30;40;530;10;1.1;70;90.6;89.6
556;Total male and female;35 to 44 years;3 Higher education;Caribbean Netherlands;2020;720;640;610;510;450;70;100;40;60;0;80;10;0;10;80;30;40;520;40;5.6;70;89.8;84.8
557;Total male and female;35 to 44 years;3 Higher education;Caribbean Netherlands;2022;910;900;900;780;560;220;120;110;10;0;110;40;0;40;60;20;50;790;0;0.0;10;99.1;99.1
558;Total male and female;35 to 44 years;3 Higher education;Bonaire;2012;520;500;490;410;350;60;80;70;0;10;30;10;0;10;20;20;0;460;10;2.6;10;97.7;95.1
559;Total male and female;35 to 44 years;3 Higher education;Bonaire;2014;620;600;560;540;430;110;20;0;20;0;120;0;0;0;120;80;40;440;40;6.2;30;95.8;90.0
560;Total male and female;35 to 44 years;3 Higher education;Bonaire;2016;560;550;550;470;390;80;80;30;30;20;60;10;10;0;50;30;20;490;0;;10;;
561;Total male and female;35 to 44 years;3 Higher education;Bonaire;2018;470;430;430;340;270;80;90;50;10;30;70;20;20;0;50;20;30;360;0;;40;;
562;Total male and female;35 to 44 years;3 Higher education;Bonaire;2020;570;510;470;400;380;30;70;30;40;0;50;0;0;0;50;30;30;420;40;;70;;
563;Total male and female;35 to 44 years;3 Higher education;Bonaire;2022;730;730;730;640;440;210;90;90;0;0;80;40;0;40;40;10;30;650;0;;0;;
564;Total male and female;35 to 44 years;3 Higher education;St. Eustatius;2012;110;100;100;80;60;20;10;10;0;0;20;0;0;0;10;0;10;80;0;;10;;
565;Total male and female;35 to 44 years;3 Higher education;St. Eustatius;2014;100;100;100;90;60;20;10;10;0;0;10;0;0;0;10;0;10;90;0;;0;;
566;Total male and female;35 to 44 years;3 Higher education;St. Eustatius;2016;90;90;90;80;70;10;10;10;10;0;20;10;10;0;20;10;10;70;0;;0;;
567;Total male and female;35 to 44 years;3 Higher education;St. Eustatius;2018;110;110;100;90;80;10;10;10;0;0;10;10;10;0;0;0;0;90;10;;0;;
568;Total male and female;35 to 44 years;3 Higher education;St. Eustatius;2020;60;60;60;60;40;10;10;0;10;0;10;0;0;0;10;0;10;60;0;;0;;
569;Total male and female;35 to 44 years;3 Higher education;St. Eustatius;2022;90;90;90;80;80;0;10;10;0;0;10;0;0;0;10;10;10;80;0;;0;;
570;Total male and female;35 to 44 years;3 Higher education;Saba;2012;70;60;60;50;40;10;10;0;10;0;10;0;0;0;10;0;10;50;0;;10;;
571;Total male and female;35 to 44 years;3 Higher education;Saba;2014;80;70;70;60;40;20;10;0;10;0;0;0;0;0;0;0;0;60;0;;10;;
572;Total male and female;35 to 44 years;3 Higher education;Saba;2016;100;100;100;90;70;20;0;0;0;0;20;0;0;0;10;0;10;80;0;;0;;
573;Total male and female;35 to 44 years;3 Higher education;Saba;2018;110;90;90;70;60;10;20;20;0;0;10;10;10;0;10;10;0;80;0;;20;78.9;78.9
574;Total male and female;35 to 44 years;3 Higher education;Saba;2020;80;70;70;50;30;30;20;10;10;0;20;10;0;10;10;10;10;50;0;;10;;
575;Total male and female;35 to 44 years;3 Higher education;Saba;2022;80;70;70;60;50;10;20;10;10;0;10;0;0;0;10;0;10;60;0;;10;;
576;Total male and female;35 to 44 years;Unknown;Caribbean Netherlands;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
577;Total male and female;35 to 44 years;Unknown;Caribbean Netherlands;2014;40;30;30;30;10;20;0;0;0;0;0;0;0;0;0;0;0;30;0;;20;;
578;Total male and female;35 to 44 years;Unknown;Caribbean Netherlands;2016;80;70;70;70;60;10;0;0;0;0;10;0;0;0;10;10;0;60;0;;10;;
579;Total male and female;35 to 44 years;Unknown;Caribbean Netherlands;2018;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
580;Total male and female;35 to 44 years;Unknown;Caribbean Netherlands;2020;90;90;50;40;20;20;10;10;0;0;10;0;0;0;10;0;10;50;30;;0;;
581;Total male and female;35 to 44 years;Unknown;Caribbean Netherlands;2022;30;20;20;20;10;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;;
582;Total male and female;35 to 44 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
583;Total male and female;35 to 44 years;Unknown;Bonaire;2014;30;30;30;30;10;20;0;0;0;0;0;0;0;0;0;0;0;30;0;;0;;
584;Total male and female;35 to 44 years;Unknown;Bonaire;2016;80;70;70;70;60;10;0;0;0;0;10;0;0;0;10;10;0;60;0;;10;;
585;Total male and female;35 to 44 years;Unknown;Bonaire;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
586;Total male and female;35 to 44 years;Unknown;Bonaire;2020;70;70;40;30;20;20;10;10;0;0;0;0;0;0;0;0;0;40;30;;0;;
587;Total male and female;35 to 44 years;Unknown;Bonaire;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
588;Total male and female;35 to 44 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
589;Total male and female;35 to 44 years;Unknown;St. Eustatius;2014;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;20;;
590;Total male and female;35 to 44 years;Unknown;St. Eustatius;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
591;Total male and female;35 to 44 years;Unknown;St. Eustatius;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
592;Total male and female;35 to 44 years;Unknown;St. Eustatius;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
593;Total male and female;35 to 44 years;Unknown;St. Eustatius;2022;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
594;Total male and female;35 to 44 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
595;Total male and female;35 to 44 years;Unknown;Saba;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
596;Total male and female;35 to 44 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
597;Total male and female;35 to 44 years;Unknown;Saba;2018;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
598;Total male and female;35 to 44 years;Unknown;Saba;2020;10;10;10;10;10;10;0;0;0;0;10;0;0;0;10;0;10;10;0;;0;;
599;Total male and female;35 to 44 years;Unknown;Saba;2022;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
600;Total male and female;45 to 54 years;Total;Caribbean Netherlands;2012;4020;3500;3330;2760;2390;370;570;290;260;20;490;120;60;60;370;250;120;2850;160;4.6;520;87.0;83.0
601;Total male and female;45 to 54 years;Total;Caribbean Netherlands;2014;4290;3830;3630;3030;2690;350;590;410;180;0;490;120;70;50;380;220;160;3130;210;5.4;460;89.3;84.5
602;Total male and female;45 to 54 years;Total;Caribbean Netherlands;2016;4210;3750;3590;2860;2530;330;730;420;300;10;510;120;90;30;390;230;160;3090;160;4.3;450;89.2;85.4
603;Total male and female;45 to 54 years;Total;Caribbean Netherlands;2018;4140;3700;3600;2850;2540;320;750;410;310;20;720;200;120;90;520;310;210;2880;90;2.5;450;89.2;87.0
604;Total male and female;45 to 54 years;Total;Caribbean Netherlands;2020;4040;3430;3370;2560;2350;210;810;530;280;0;540;160;100;60;380;170;210;2830;60;1.8;600;85.0;83.5
605;Total male and female;45 to 54 years;Total;Caribbean Netherlands;2022;4100;3650;3540;2820;2560;270;720;380;280;60;470;140;90;50;330;220;110;3070;110;3.0;460;88.9;86.3
606;Total male and female;45 to 54 years;Total;Bonaire;2012;3080;2670;2530;2100;1830;270;430;200;220;10;350;70;20;40;280;200;80;2180;140;5.2;420;86.5;82.0
607;Total male and female;45 to 54 years;Total;Bonaire;2014;3320;2970;2840;2350;2040;310;490;370;120;0;420;100;60;40;320;180;150;2420;130;4.3;350;89.4;85.5
608;Total male and female;45 to 54 years;Total;Bonaire;2016;3390;3060;2910;2240;2010;230;670;380;280;10;390;90;60;30;300;170;130;2530;150;4.8;330;90.2;85.8
609;Total male and female;45 to 54 years;Total;Bonaire;2018;3290;2910;2840;2200;1970;230;640;370;260;10;610;180;100;80;440;270;170;2230;80;2.6;370;88.7;86.4
610;Total male and female;45 to 54 years;Total;Bonaire;2020;3240;2710;2650;1980;1800;180;670;430;240;0;420;140;90;50;280;120;170;2230;60;2.2;530;83.7;81.9
611;Total male and female;45 to 54 years;Total;Bonaire;2022;3320;2910;2820;2240;2020;220;590;290;230;60;390;110;80;30;280;200;80;2440;90;3.2;400;87.9;85.1
612;Total male and female;45 to 54 years;Total;St. Eustatius;2012;690;610;600;490;420;70;110;70;30;10;110;40;40;0;70;40;30;490;20;3.1;70;89.5;86.9
613;Total male and female;45 to 54 years;Total;St. Eustatius;2014;730;650;570;530;500;30;50;20;30;0;40;10;10;10;30;30;0;540;80;11.6;80;88.9;78.5
614;Total male and female;45 to 54 years;Total;St. Eustatius;2016;540;460;450;410;340;70;40;30;20;0;80;20;20;0;50;40;20;370;10;1.3;90;83.6;82.5
615;Total male and female;45 to 54 years;Total;St. Eustatius;2018;560;510;500;430;380;60;70;20;40;10;40;10;0;10;30;10;10;460;10;2.3;50;90.8;88.6
616;Total male and female;45 to 54 years;Total;St. Eustatius;2020;510;450;450;380;370;10;80;50;30;0;60;0;0;0;60;30;30;390;0;0.0;60;89.0;89.0
617;Total male and female;45 to 54 years;Total;St. Eustatius;2022;500;480;460;370;340;30;90;60;30;0;50;20;0;20;30;10;20;410;20;3.4;30;94.4;91.3
618;Total male and female;45 to 54 years;Total;Saba;2012;250;220;210;170;150;20;40;20;20;0;40;10;0;10;20;10;10;180;0;1.9;30;86.4;84.8
619;Total male and female;45 to 54 years;Total;Saba;2014;240;220;220;160;140;20;60;30;30;0;40;10;0;0;30;20;10;180;10;2.3;20;90.5;88.5
620;Total male and female;45 to 54 years;Total;Saba;2016;270;240;230;210;180;40;20;10;10;0;40;10;10;0;40;20;20;190;10;3.3;30;88.6;85.6
621;Total male and female;45 to 54 years;Total;Saba;2018;290;270;260;220;190;30;40;20;20;0;70;10;10;0;60;40;20;190;10;3.0;20;92.5;89.8
622;Total male and female;45 to 54 years;Total;Saba;2020;290;270;270;210;180;20;60;50;20;0;60;20;20;10;40;30;10;210;10;1.8;20;93.1;91.4
623;Total male and female;45 to 54 years;Total;Saba;2022;290;260;260;220;200;20;40;30;20;0;30;10;10;0;20;10;10;230;0;0.0;30;90.9;90.9
624;Total male and female;45 to 54 years;1 Lower education;Caribbean Netherlands;2012;2270;1920;1810;1540;1340;200;260;150;110;10;250;90;60;20;160;120;50;1560;110;5.7;360;84.3;79.5
625;Total male and female;45 to 54 years;1 Lower education;Caribbean Netherlands;2014;2350;2010;1820;1640;1430;210;190;150;40;0;260;70;20;50;190;140;50;1570;180;9.1;340;85.3;77.6
626;Total male and female;45 to 54 years;1 Lower education;Caribbean Netherlands;2016;2080;1780;1640;1370;1170;200;270;170;90;10;250;70;60;20;180;120;60;1390;140;7.6;300;85.7;79.2
627;Total male and female;45 to 54 years;1 Lower education;Caribbean Netherlands;2018;2020;1680;1610;1340;1150;190;270;170;80;20;360;70;50;20;290;200;90;1250;70;4.1;340;83.3;79.9
628;Total male and female;45 to 54 years;1 Lower education;Caribbean Netherlands;2020;2080;1720;1670;1240;1130;120;430;280;150;0;190;40;30;10;150;70;70;1480;50;2.8;360;82.9;80.6
629;Total male and female;45 to 54 years;1 Lower education;Caribbean Netherlands;2022;1980;1730;1670;1470;1270;190;200;150;40;10;200;100;70;30;90;60;40;1470;60;3.3;250;87.3;84.4
630;Total male and female;45 to 54 years;1 Lower education;Bonaire;2012;1720;1430;1330;1150;990;160;180;100;80;0;150;40;20;20;110;80;30;1190;100;6.7;290;83.0;77.5
631;Total male and female;45 to 54 years;1 Lower education;Bonaire;2014;1860;1570;1460;1310;1110;200;150;130;10;0;230;60;20;40;170;130;40;1220;120;7.5;280;84.7;78.4
632;Total male and female;45 to 54 years;1 Lower education;Bonaire;2016;1580;1350;1230;1010;870;140;220;140;70;10;180;50;30;20;130;90;40;1050;120;9.0;230;85.5;77.9
633;Total male and female;45 to 54 years;1 Lower education;Bonaire;2018;1630;1350;1290;1080;930;150;210;140;60;10;310;50;40;20;260;180;80;980;60;4.4;280;82.7;79.0
634;Total male and female;45 to 54 years;1 Lower education;Bonaire;2020;1630;1320;1280;900;810;100;380;240;140;0;130;40;20;10;100;40;60;1150;50;3.4;300;81.4;78.6
635;Total male and female;45 to 54 years;1 Lower education;Bonaire;2022;1630;1410;1350;1210;1040;170;140;100;30;10;160;80;60;20;80;50;30;1190;50;3.8;220;86.5;83.1
636;Total male and female;45 to 54 years;1 Lower education;St. Eustatius;2012;400;360;350;290;260;30;60;30;20;10;70;40;40;0;40;20;10;270;10;2.8;50;88.8;86.4
637;Total male and female;45 to 54 years;1 Lower education;St. Eustatius;2014;380;330;270;250;250;0;20;0;20;0;10;10;0;10;10;10;0;260;60;18.5;50;86.4;70.3
638;Total male and female;45 to 54 years;1 Lower education;St. Eustatius;2016;340;290;280;250;200;40;40;20;20;0;50;20;20;0;30;20;10;230;10;2.1;50;85.7;83.9
639;Total male and female;45 to 54 years;1 Lower education;St. Eustatius;2018;270;230;230;190;160;30;40;20;20;0;20;0;0;0;20;10;10;210;0;1.7;40;84.9;83.5
640;Total male and female;45 to 54 years;1 Lower education;St. Eustatius;2020;310;270;270;230;220;10;40;20;10;0;30;0;0;0;30;20;20;230;0;0.0;50;85.9;85.9
641;Total male and female;45 to 54 years;1 Lower education;St. Eustatius;2022;260;240;240;190;170;10;50;40;10;0;30;20;0;10;20;10;10;210;0;1.3;20;92.7;91.5
642;Total male and female;45 to 54 years;1 Lower education;Saba;2012;150;130;130;110;90;10;20;10;10;0;30;10;0;10;20;10;10;100;0;3.1;20;86.1;83.4
643;Total male and female;45 to 54 years;1 Lower education;Saba;2014;110;110;100;80;70;10;20;10;10;0;20;0;0;0;10;10;10;90;10;4.8;10;92.1;88.6
644;Total male and female;45 to 54 years;1 Lower education;Saba;2016;160;140;130;120;100;20;20;10;0;0;20;0;0;0;20;10;10;110;10;5.8;20;88.0;82.9
645;Total male and female;45 to 54 years;1 Lower education;Saba;2018;120;110;100;80;70;10;30;20;10;0;30;10;10;0;20;20;0;70;10;5.6;20;87.7;82.8
646;Total male and female;45 to 54 years;1 Lower education;Saba;2020;140;130;130;110;100;10;20;10;0;0;20;10;10;0;20;10;0;100;0;1.6;10;94.2;92.7
647;Total male and female;45 to 54 years;1 Lower education;Saba;2022;90;80;80;70;60;10;10;10;0;0;10;10;10;0;0;0;0;70;0;;10;;
648;Total male and female;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2012;940;840;790;630;550;80;170;70;90;20;120;10;0;10;120;90;30;670;50;5.7;90;89.9;84.8
649;Total male and female;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2014;1060;960;940;780;710;70;160;90;60;0;120;30;30;0;100;30;60;810;20;2.5;100;90.8;88.5
650;Total male and female;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2016;1120;1030;1000;700;660;40;300;150;150;0;110;20;0;10;100;50;40;890;30;2.4;90;92.3;90.0
651;Total male and female;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2018;1380;1340;1330;980;880;100;350;210;140;0;240;100;60;30;140;80;70;1090;10;0.7;40;97.2;96.6
652;Total male and female;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2020;1070;900;880;770;690;70;120;70;50;0;190;80;50;30;110;60;50;690;20;1.8;170;84.0;82.6
653;Total male and female;45 to 54 years;2 Intermediate education;Caribbean Netherlands;2022;930;810;790;640;620;20;150;80;50;20;90;10;0;10;80;70;20;690;20;2.6;120;86.7;84.4
654;Total male and female;45 to 54 years;2 Intermediate education;Bonaire;2012;770;680;640;510;440;60;130;50;70;10;100;0;0;0;100;90;20;530;40;6.5;90;88.6;82.9
655;Total male and female;45 to 54 years;2 Intermediate education;Bonaire;2014;750;680;680;550;480;70;130;80;60;0;100;20;20;0;80;20;60;580;10;1.3;70;90.7;89.5
656;Total male and female;45 to 54 years;2 Intermediate education;Bonaire;2016;1000;920;900;600;570;30;290;150;150;0;90;10;0;10;80;40;40;810;30;2.7;80;92.6;90.0
657;Total male and female;45 to 54 years;2 Intermediate education;Bonaire;2018;1110;1090;1090;760;680;80;330;200;130;0;220;100;60;30;130;80;50;860;0;0.0;30;97.6;97.6
658;Total male and female;45 to 54 years;2 Intermediate education;Bonaire;2020;880;720;710;650;580;70;70;40;30;0;160;70;40;20;90;50;40;560;10;1.8;160;82.0;80.5
659;Total male and female;45 to 54 years;2 Intermediate education;Bonaire;2022;720;610;600;500;480;10;100;60;30;20;80;10;0;10;70;60;10;510;20;;110;84.5;82.2
660;Total male and female;45 to 54 years;2 Intermediate education;St. Eustatius;2012;140;130;130;100;80;20;30;10;10;10;10;0;0;0;10;0;10;120;0;;0;;
661;Total male and female;45 to 54 years;2 Intermediate education;St. Eustatius;2014;230;220;200;190;190;0;10;10;0;0;20;10;10;0;10;10;0;190;20;;20;;
662;Total male and female;45 to 54 years;2 Intermediate education;St. Eustatius;2016;60;50;50;50;40;10;10;10;0;0;10;0;0;0;10;10;10;40;0;;10;;
663;Total male and female;45 to 54 years;2 Intermediate education;St. Eustatius;2018;190;190;180;160;150;10;20;10;10;0;0;0;0;0;0;0;0;180;10;4.2;0;98.4;94.3
664;Total male and female;45 to 54 years;2 Intermediate education;St. Eustatius;2020;110;100;100;80;80;0;30;10;10;0;10;0;0;0;10;0;10;90;0;;0;;
665;Total male and female;45 to 54 years;2 Intermediate education;St. Eustatius;2022;120;120;110;80;80;0;30;10;10;0;0;0;0;0;0;0;0;110;0;;10;;
666;Total male and female;45 to 54 years;2 Intermediate education;Saba;2012;30;30;30;20;20;0;10;0;10;0;0;0;0;0;0;0;0;30;0;;0;;
667;Total male and female;45 to 54 years;2 Intermediate education;Saba;2014;70;60;60;50;40;0;10;10;10;0;10;0;0;0;10;10;0;50;0;;10;;
668;Total male and female;45 to 54 years;2 Intermediate education;Saba;2016;60;60;60;50;40;10;10;0;10;0;10;0;0;0;10;10;0;40;0;;10;;
669;Total male and female;45 to 54 years;2 Intermediate education;Saba;2018;70;70;60;60;50;10;0;0;0;0;20;0;0;0;20;10;10;50;0;;10;;
670;Total male and female;45 to 54 years;2 Intermediate education;Saba;2020;80;70;70;50;40;10;30;20;10;0;20;10;10;0;10;10;0;50;0;;10;;
671;Total male and female;45 to 54 years;2 Intermediate education;Saba;2022;80;80;80;60;60;0;20;10;10;0;10;0;0;0;10;0;10;80;0;;0;;
672;Total male and female;45 to 54 years;3 Higher education;Caribbean Netherlands;2012;790;730;730;590;500;90;140;70;70;0;120;30;0;30;90;50;50;610;0;0.5;60;92.9;92.4
673;Total male and female;45 to 54 years;3 Higher education;Caribbean Netherlands;2014;770;760;760;550;500;60;200;170;40;0;100;20;20;0;80;40;50;650;0;0.0;20;98.1;98.1
674;Total male and female;45 to 54 years;3 Higher education;Caribbean Netherlands;2016;870;810;810;670;600;70;140;100;50;0;150;30;30;0;110;60;60;670;0;0.0;60;93.5;93.5
675;Total male and female;45 to 54 years;3 Higher education;Caribbean Netherlands;2018;660;620;600;490;470;20;120;30;80;0;110;40;0;30;80;30;40;490;20;2.6;40;93.5;91.1
676;Total male and female;45 to 54 years;3 Higher education;Caribbean Netherlands;2020;860;780;780;520;500;20;260;180;80;0;160;40;20;20;120;30;90;620;0;0.0;80;90.8;90.8
