ID;Sex;Age;LevelOfEducation;CaribbeanNetherlands;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;TemporaryEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;PartTime_11;LessThan20WorkingHoursAWeek_12;LessThan12WorkingHoursAWeek_13;k_12To19WorkingHoursAWeek_14;k_20To34WorkingHoursAWeek_15;k_20To27WorkingHoursAWeek_16;k_28To34WorkingHoursAWeek_17;FullTime_18;UnemployedLabourForce_19;UnemploymentRate_20;NotInTheLabourForce_21;GrossLabourParticipationRate_22;NetLabourParticipationRate_23
367;Total male and female;25 to 34 years;Total;Bonaire;2014;2700;2430;2280;2130;1580;550;140;20;100;30;190;10;0;10;180;60;110;2090;160;6.5;270;90.0;84.2
368;Total male and female;25 to 34 years;Total;Bonaire;2016;3010;2780;2550;2390;1860;520;160;90;50;30;280;50;30;20;230;100;130;2270;230;8.2;230;92.4;84.8
369;Total male and female;25 to 34 years;Total;Bonaire;2018;2780;2530;2410;2310;1890;420;100;60;40;0;240;30;10;20;200;130;70;2170;120;4.7;260;90.8;86.6
370;Total male and female;25 to 34 years;Total;Bonaire;2020;3000;2770;2620;2310;1740;570;300;180;110;20;260;70;0;70;190;70;120;2360;160;5.7;230;92.3;87.1
371;Total male and female;25 to 34 years;Total;Bonaire;2022;3290;3020;2990;2750;2180;570;240;60;130;50;490;40;40;0;450;160;290;2510;30;1.0;270;91.9;91.0
372;Total male and female;25 to 34 years;Total;St. Eustatius;2012;570;450;430;400;280;120;30;30;10;0;120;10;10;0;110;40;80;320;20;4.4;120;79.5;76.0
373;Total male and female;25 to 34 years;Total;St. Eustatius;2014;620;560;510;470;420;60;40;30;10;10;60;10;10;0;60;30;30;450;40;7.7;60;89.7;82.7
374;Total male and female;25 to 34 years;Total;St. Eustatius;2016;470;430;380;320;250;70;60;40;20;0;50;20;20;0;30;20;10;330;50;11.7;40;91.5;80.6
375;Total male and female;25 to 34 years;Total;St. Eustatius;2018;470;390;370;350;280;60;30;10;10;0;30;0;0;0;30;20;10;340;20;5.1;80;83.5;79.5
376;Total male and female;25 to 34 years;Total;St. Eustatius;2020;430;360;350;310;290;20;40;40;0;0;40;10;10;0;40;10;20;310;10;3.0;60;85.0;82.4
377;Total male and female;25 to 34 years;Total;St. Eustatius;2022;400;370;350;350;290;60;10;0;0;0;70;10;10;0;60;10;50;290;20;5.3;30;92.8;87.8
378;Total male and female;25 to 34 years;Total;Saba;2012;460;320;300;270;210;60;30;20;20;0;40;0;0;0;40;20;20;260;20;4.7;140;68.8;65.6
379;Total male and female;25 to 34 years;Total;Saba;2014;370;190;180;180;150;30;10;0;0;0;40;10;10;0;30;20;10;140;10;3.2;180;51.5;49.6
380;Total male and female;25 to 34 years;Total;Saba;2016;380;250;240;200;150;60;30;20;10;10;30;10;10;10;20;0;20;200;10;3.3;130;65.1;63.0
381;Total male and female;25 to 34 years;Total;Saba;2018;500;330;320;290;190;100;30;20;10;0;70;10;10;0;60;20;40;260;10;3.6;170;66.7;64.3
382;Total male and female;25 to 34 years;Total;Saba;2020;380;320;310;290;190;100;30;20;10;0;80;20;20;10;50;40;10;240;10;3.1;50;85.9;83.2
383;Total male and female;25 to 34 years;Total;Saba;2022;380;290;290;270;200;70;20;20;0;0;40;10;10;0;40;10;30;240;0;1.0;90;76.0;75.2
384;Total male and female;25 to 34 years;1 Lower education;Caribbean Netherlands;2012;1760;1530;1420;1370;1120;250;50;40;20;0;150;50;10;40;90;20;80;1270;110;7.3;230;86.8;80.4
385;Total male and female;25 to 34 years;1 Lower education;Caribbean Netherlands;2014;1710;1490;1370;1290;1030;260;80;20;50;10;120;20;10;20;100;30;70;1250;120;8.2;220;87.3;80.1
386;Total male and female;25 to 34 years;1 Lower education;Caribbean Netherlands;2016;1650;1380;1200;1130;880;250;70;50;10;0;140;40;20;20;100;60;40;1060;190;13.6;270;83.9;72.5
387;Total male and female;25 to 34 years;1 Lower education;Caribbean Netherlands;2018;1580;1400;1310;1200;1060;140;110;70;40;0;150;30;10;20;120;70;50;1160;100;6.8;170;89.1;83.1
388;Total male and female;25 to 34 years;1 Lower education;Caribbean Netherlands;2020;1530;1400;1300;1180;920;260;120;60;60;0;170;30;10;20;140;70;70;1130;110;7.6;120;92.1;85.0
389;Total male and female;25 to 34 years;1 Lower education;Caribbean Netherlands;2022;1740;1510;1470;1360;1100;270;110;20;60;30;280;20;20;0;260;60;190;1190;40;2.6;230;86.8;84.5
390;Total male and female;25 to 34 years;1 Lower education;Bonaire;2012;1330;1170;1080;1040;870;170;40;30;10;0;70;40;0;40;30;0;30;1010;90;8.0;160;88.0;80.9
391;Total male and female;25 to 34 years;1 Lower education;Bonaire;2014;1360;1210;1120;1060;820;240;70;20;50;0;60;10;0;10;50;20;30;1060;90;7.1;150;88.8;82.5
392;Total male and female;25 to 34 years;1 Lower education;Bonaire;2016;1220;1030;880;870;700;170;20;20;0;0;100;20;0;20;80;40;40;790;140;13.9;200;83.9;72.3
393;Total male and female;25 to 34 years;1 Lower education;Bonaire;2018;1200;1070;990;910;840;70;80;60;20;0;110;30;10;20;80;50;30;880;80;7.7;130;89.3;82.5
394;Total male and female;25 to 34 years;1 Lower education;Bonaire;2020;1170;1100;1000;910;670;240;90;30;60;0;110;20;0;20;90;50;50;890;100;8.8;80;93.4;85.2
395;Total male and female;25 to 34 years;1 Lower education;Bonaire;2022;1350;1160;1130;1040;830;220;90;10;50;30;220;10;10;0;210;60;140;910;30;2.5;200;85.7;83.5
396;Total male and female;25 to 34 years;1 Lower education;St. Eustatius;2012;320;250;230;230;160;70;10;10;0;0;60;10;10;0;60;10;40;170;10;;70;78.2;73.7
397;Total male and female;25 to 34 years;1 Lower education;St. Eustatius;2014;280;220;190;180;170;10;10;0;0;10;30;0;0;0;30;10;30;150;30;;60;;
398;Total male and female;25 to 34 years;1 Lower education;St. Eustatius;2016;300;260;220;180;130;50;40;30;10;0;30;20;20;0;20;20;0;190;40;;30;88.3;74.6
399;Total male and female;25 to 34 years;1 Lower education;St. Eustatius;2018;240;210;200;180;140;40;20;10;10;0;0;0;0;0;0;0;0;190;10;3.9;40;84.4;81.1
400;Total male and female;25 to 34 years;1 Lower education;St. Eustatius;2020;250;210;200;190;170;10;20;20;0;0;20;10;10;0;10;0;10;180;10;3.4;40;82.9;79.7
401;Total male and female;25 to 34 years;1 Lower education;St. Eustatius;2022;250;220;210;210;180;30;10;0;0;0;40;10;10;0;40;0;40;170;10;4.1;30;89.5;86.2
402;Total male and female;25 to 34 years;1 Lower education;Saba;2012;120;110;110;100;90;10;10;0;0;0;20;0;0;0;10;0;10;90;0;;0;;
403;Total male and female;25 to 34 years;1 Lower education;Saba;2014;60;60;60;50;40;10;0;0;0;0;20;10;10;0;10;10;10;30;0;;0;;
404;Total male and female;25 to 34 years;1 Lower education;Saba;2016;130;90;90;80;60;20;10;10;0;0;10;0;0;0;10;0;10;80;10;;30;;
405;Total male and female;25 to 34 years;1 Lower education;Saba;2018;130;130;120;120;80;30;10;10;0;0;30;0;0;0;30;20;20;90;0;;10;;
406;Total male and female;25 to 34 years;1 Lower education;Saba;2020;100;100;100;90;70;10;10;10;0;0;40;10;10;0;30;20;10;60;0;;0;;
407;Total male and female;25 to 34 years;1 Lower education;Saba;2022;140;130;130;110;90;20;10;10;0;0;20;0;0;0;20;0;20;110;0;;10;93.4;91.2
408;Total male and female;25 to 34 years;2 Intermediate education;Caribbean Netherlands;2012;770;670;610;550;390;170;60;30;20;0;80;0;0;0;80;20;60;530;60;9.0;100;86.6;78.8
409;Total male and female;25 to 34 years;2 Intermediate education;Caribbean Netherlands;2014;1010;940;880;840;630;200;50;10;10;30;100;10;10;0;90;50;40;780;50;5.8;70;92.9;87.5
410;Total male and female;25 to 34 years;2 Intermediate education;Caribbean Netherlands;2016;1170;1140;1090;980;760;230;100;50;50;0;120;30;30;0;90;50;40;970;60;4.9;30;97.2;92.5
411;Total male and female;25 to 34 years;2 Intermediate education;Caribbean Netherlands;2018;1260;1170;1140;1120;950;170;20;10;0;0;150;10;10;0;150;90;60;990;30;2.4;90;92.7;90.6
412;Total male and female;25 to 34 years;2 Intermediate education;Caribbean Netherlands;2020;1480;1330;1280;1120;940;190;160;80;50;20;60;0;0;0;60;30;30;1210;50;4.1;150;90.2;86.5
413;Total male and female;25 to 34 years;2 Intermediate education;Caribbean Netherlands;2022;1360;1310;1310;1220;930;290;90;0;70;10;210;10;0;0;210;80;130;1090;10;0.5;50;96.6;96.1
414;Total male and female;25 to 34 years;2 Intermediate education;Bonaire;2012;510;440;390;360;230;130;30;20;10;0;40;0;0;0;40;10;30;350;50;;70;86.2;76.5
415;Total male and female;25 to 34 years;2 Intermediate education;Bonaire;2014;720;670;620;600;430;170;30;0;0;30;80;0;0;0;80;30;40;550;40;6.3;60;92.0;86.2
416;Total male and female;25 to 34 years;2 Intermediate education;Bonaire;2016;1010;980;940;840;640;210;90;50;50;0;100;30;30;0;70;40;30;830;50;4.7;30;96.8;92.2
417;Total male and female;25 to 34 years;2 Intermediate education;Bonaire;2018;980;940;920;920;790;130;0;0;0;0;110;0;0;0;110;80;40;810;20;1.7;40;95.5;93.9
418;Total male and female;25 to 34 years;2 Intermediate education;Bonaire;2020;1260;1140;1090;960;800;160;140;70;50;20;40;0;0;0;40;20;20;1060;50;4.0;120;90.7;87.1
419;Total male and female;25 to 34 years;2 Intermediate education;Bonaire;2022;1170;1140;1140;1060;810;250;80;0;70;10;180;0;0;0;180;60;120;960;0;0.0;40;97.0;97.0
420;Total male and female;25 to 34 years;2 Intermediate education;St. Eustatius;2012;180;150;140;130;100;30;10;10;10;0;40;0;0;0;40;10;30;100;10;;30;;
421;Total male and female;25 to 34 years;2 Intermediate education;St. Eustatius;2014;200;200;190;170;140;30;20;10;10;0;30;10;10;0;20;20;0;170;10;;0;;
422;Total male and female;25 to 34 years;2 Intermediate education;St. Eustatius;2016;90;90;80;80;70;20;0;0;0;0;0;0;0;0;0;0;0;80;10;;0;;
423;Total male and female;25 to 34 years;2 Intermediate education;St. Eustatius;2018;150;110;100;90;90;10;10;10;0;0;20;0;0;0;20;10;10;80;10;;40;;
424;Total male and female;25 to 34 years;2 Intermediate education;St. Eustatius;2020;120;100;90;80;80;0;10;10;0;0;10;0;0;0;10;0;10;80;0;;20;;
425;Total male and female;25 to 34 years;2 Intermediate education;St. Eustatius;2022;110;110;100;100;70;30;0;0;0;0;20;0;0;0;20;10;10;80;10;;0;;
426;Total male and female;25 to 34 years;2 Intermediate education;Saba;2012;90;80;80;70;50;20;10;10;0;0;0;0;0;0;0;0;0;70;0;;10;;
427;Total male and female;25 to 34 years;2 Intermediate education;Saba;2014;80;70;70;70;60;10;0;0;0;0;0;0;0;0;0;0;0;70;0;;10;;
428;Total male and female;25 to 34 years;2 Intermediate education;Saba;2016;70;70;70;60;60;0;10;10;0;0;20;0;0;0;10;0;10;50;0;;0;;
429;Total male and female;25 to 34 years;2 Intermediate education;Saba;2018;130;120;120;110;80;40;10;10;0;0;20;10;10;0;10;10;10;100;0;;10;;
430;Total male and female;25 to 34 years;2 Intermediate education;Saba;2020;100;90;90;80;60;30;10;0;10;0;10;0;0;0;10;10;0;80;10;;10;;
431;Total male and female;25 to 34 years;2 Intermediate education;Saba;2022;80;70;70;70;50;10;0;0;0;0;10;0;0;0;10;10;10;60;0;;10;;
432;Total male and female;25 to 34 years;3 Higher education;Caribbean Netherlands;2012;730;540;500;460;350;110;40;20;20;0;50;0;0;0;50;40;10;450;40;7.1;200;73.3;68.1
433;Total male and female;25 to 34 years;3 Higher education;Caribbean Netherlands;2014;870;660;640;570;420;150;70;10;60;0;70;0;0;0;70;30;40;560;30;4.5;210;76.0;72.7
434;Total male and female;25 to 34 years;3 Higher education;Caribbean Netherlands;2016;860;760;740;660;520;150;70;30;10;30;60;10;0;10;60;0;60;680;20;3.0;110;87.9;85.3
435;Total male and female;25 to 34 years;3 Higher education;Caribbean Netherlands;2018;870;660;630;600;330;270;30;10;20;0;30;0;0;0;30;10;20;600;30;4.1;210;75.8;72.7
436;Total male and female;25 to 34 years;3 Higher education;Caribbean Netherlands;2020;680;590;580;490;270;220;80;80;0;0;150;70;10;60;80;20;60;430;20;2.9;80;87.9;85.4
437;Total male and female;25 to 34 years;3 Higher education;Caribbean Netherlands;2022;890;780;770;700;600;100;70;60;0;20;70;30;30;0;40;0;40;700;10;0.6;110;87.5;86.9
438;Total male and female;25 to 34 years;3 Higher education;Bonaire;2012;400;360;330;310;260;50;20;0;20;0;10;0;0;0;10;10;0;310;30;;40;;
439;Total male and female;25 to 34 years;3 Higher education;Bonaire;2014;520;480;450;400;280;120;50;0;50;0;50;0;0;0;50;10;40;400;30;;50;;
440;Total male and female;25 to 34 years;3 Higher education;Bonaire;2016;610;610;590;550;440;110;40;10;0;30;40;0;0;0;40;0;40;550;20;3.3;0;100.0;96.9
441;Total male and female;25 to 34 years;3 Higher education;Bonaire;2018;560;500;480;470;240;230;10;0;10;0;10;0;0;0;10;0;10;470;20;;60;;
442;Total male and female;25 to 34 years;3 Higher education;Bonaire;2020;460;420;400;340;180;160;60;60;0;0;110;60;0;60;60;0;60;290;20;;40;;
443;Total male and female;25 to 34 years;3 Higher education;Bonaire;2022;690;650;650;580;510;70;70;60;0;20;50;30;30;0;30;0;30;600;0;;40;;
444;Total male and female;25 to 34 years;3 Higher education;St. Eustatius;2012;80;60;60;40;20;20;10;10;0;0;10;0;0;0;10;10;0;40;0;;20;;
445;Total male and female;25 to 34 years;3 Higher education;St. Eustatius;2014;130;130;130;120;100;20;10;10;0;0;10;0;0;0;10;10;0;130;0;;0;;
446;Total male and female;25 to 34 years;3 Higher education;St. Eustatius;2016;70;70;70;50;50;10;20;10;10;0;10;0;0;0;10;0;10;60;0;;10;;
447;Total male and female;25 to 34 years;3 Higher education;St. Eustatius;2018;70;70;70;70;60;10;0;0;0;0;0;0;0;0;0;0;0;70;0;;0;;
448;Total male and female;25 to 34 years;3 Higher education;St. Eustatius;2020;50;50;50;40;40;0;20;10;0;0;10;0;0;0;10;10;0;40;0;;0;;
449;Total male and female;25 to 34 years;3 Higher education;St. Eustatius;2022;50;50;40;40;40;10;0;0;0;0;0;0;0;0;0;0;0;40;10;;0;;
450;Total male and female;25 to 34 years;3 Higher education;Saba;2012;260;120;120;100;70;30;10;0;10;0;20;0;0;0;20;10;10;90;10;;130;47.7;45.3
451;Total male and female;25 to 34 years;3 Higher education;Saba;2014;220;50;50;50;40;10;0;0;0;0;20;0;0;0;20;10;0;40;0;;170;24.0;24.0
452;Total male and female;25 to 34 years;3 Higher education;Saba;2016;180;80;80;60;40;30;20;10;10;10;10;10;0;10;10;0;10;70;0;;100;45.9;43.6
453;Total male and female;25 to 34 years;3 Higher education;Saba;2018;230;90;80;60;30;30;20;10;10;0;10;0;0;0;10;0;10;60;10;;150;36.3;32.9
454;Total male and female;25 to 34 years;3 Higher education;Saba;2020;170;120;120;110;60;50;10;10;0;0;30;10;10;10;10;10;0;100;0;;50;72.3;72.3
455;Total male and female;25 to 34 years;3 Higher education;Saba;2022;150;80;80;80;50;20;0;0;0;0;10;0;0;0;10;0;10;70;0;;80;50.7;50.7
456;Total male and female;25 to 34 years;Unknown;Caribbean Netherlands;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
457;Total male and female;25 to 34 years;Unknown;Caribbean Netherlands;2014;100;90;90;90;60;20;0;0;0;0;0;0;0;0;0;0;0;80;0;;20;;
458;Total male and female;25 to 34 years;Unknown;Caribbean Netherlands;2016;170;170;150;140;100;40;10;10;0;0;40;0;0;0;40;20;30;110;20;;0;;
459;Total male and female;25 to 34 years;Unknown;Caribbean Netherlands;2018;50;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;30;;
460;Total male and female;25 to 34 years;Unknown;Caribbean Netherlands;2020;130;130;130;110;90;20;20;20;0;0;0;0;0;0;0;0;0;130;0;;0;;
461;Total male and female;25 to 34 years;Unknown;Caribbean Netherlands;2022;90;90;90;90;40;50;0;0;0;0;40;0;0;0;40;40;0;40;0;;0;;
462;Total male and female;25 to 34 years;Unknown;Bonaire;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
463;Total male and female;25 to 34 years;Unknown;Bonaire;2014;100;80;80;80;60;20;0;0;0;0;0;0;0;0;0;0;0;80;0;;20;;
464;Total male and female;25 to 34 years;Unknown;Bonaire;2016;160;160;140;130;90;40;10;10;0;0;40;0;0;0;40;20;20;110;20;;0;;
465;Total male and female;25 to 34 years;Unknown;Bonaire;2018;40;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;30;;
466;Total male and female;25 to 34 years;Unknown;Bonaire;2020;120;120;120;100;90;20;20;20;0;0;0;0;0;0;0;0;0;120;0;;0;;
467;Total male and female;25 to 34 years;Unknown;Bonaire;2022;80;80;80;80;40;40;0;0;0;0;40;0;0;0;40;40;0;40;0;;0;;
468;Total male and female;25 to 34 years;Unknown;St. Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
469;Total male and female;25 to 34 years;Unknown;St. Eustatius;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
470;Total male and female;25 to 34 years;Unknown;St. Eustatius;2016;10;10;10;10;10;0;0;0;0;0;10;0;0;0;10;0;10;0;0;;0;;
471;Total male and female;25 to 34 years;Unknown;St. Eustatius;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
472;Total male and female;25 to 34 years;Unknown;St. Eustatius;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
473;Total male and female;25 to 34 years;Unknown;St. Eustatius;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
474;Total male and female;25 to 34 years;Unknown;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
475;Total male and female;25 to 34 years;Unknown;Saba;2014;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
476;Total male and female;25 to 34 years;Unknown;Saba;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
477;Total male and female;25 to 34 years;Unknown;Saba;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;
478;Total male and female;25 to 34 years;Unknown;Saba;2020;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
479;Total male and female;25 to 34 years;Unknown;Saba;2022;10;10;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
480;Total male and female;35 to 44 years;Total;Caribbean Netherlands;2012;3500;3180;3070;2710;2360;360;360;260;70;30;320;70;30;50;250;120;130;2750;100;3.2;320;90.8;87.8
481;Total male and female;35 to 44 years;Total;Caribbean Netherlands;2014;3690;3430;3280;3040;2660;380;250;180;70;0;340;30;20;0;310;210;100;2950;150;4.4;260;93.1;89.0
482;Total male and female;35 to 44 years;Total;Caribbean Netherlands;2016;3560;3220;3090;2750;2310;450;340;190;120;30;380;100;70;30;280;150;130;2710;130;4.2;340;90.5;86.7
483;Total male and female;35 to 44 years;Total;Caribbean Netherlands;2018;3540;3280;3210;2790;2240;550;420;230;160;30;420;100;70;30;320;180;140;2770;70;2.1;260;92.6;90.7
484;Total male and female;35 to 44 years;Total;Caribbean Netherlands;2020;3840;3470;3320;2920;2430;490;400;220;150;40;380;50;40;10;330;80;260;2930;150;4.4;370;90.4;86.4
485;Total male and female;35 to 44 years;Total;Caribbean Netherlands;2022;4150;3850;3730;3020;2500;520;710;340;280;90;440;170;110;50;270;120;150;3280;120;3.0;310;92.6;89.8
486;Total male and female;35 to 44 years;Total;Bonaire;2012;2590;2340;2260;2030;1760;280;220;170;40;10;190;50;10;40;140;80;60;2070;90;3.7;240;90.6;87.2
487;Total male and female;35 to 44 years;Total;Bonaire;2014;2770;2600;2480;2310;2000;310;170;110;60;0;260;20;20;0;240;160;80;2220;120;4.8;160;94.1;89.6
488;Total male and female;35 to 44 years;Total;Bonaire;2016;2800;2530;2410;2160;1790;370;250;160;60;30;270;70;50;30;200;130;70;2140;120;4.8;270;90.4;86.1
489;Total male and female;35 to 44 years;Total;Bonaire;2018;2740;2540;2490;2150;1690;460;340;170;140;30;340;80;60;30;260;160;100;2140;50;1.8;200;92.7;91.0
490;Total male and female;35 to 44 years;Total;Bonaire;2020;3090;2770;2630;2300;1910;400;330;180;120;20;300;30;30;0;260;50;210;2330;140;5.1;320;89.6;85.0
491;Total male and female;35 to 44 years;Total;Bonaire;2022;3400;3150;3060;2430;1960;470;630;300;250;80;390;160;110;50;230;110;120;2650;90;2.8;250;92.8;90.1
492;Total male and female;35 to 44 years;Total;St. Eustatius;2012;660;610;590;490;430;60;110;80;20;20;100;30;20;10;80;20;50;500;10;2.0;50;92.0;90.0
493;Total male and female;35 to 44 years;Total;St. Eustatius;2014;690;610;590;530;480;50;60;50;10;0;50;0;0;0;50;40;10;540;20;3.9;70;89.2;85.9
494;Total male and female;35 to 44 years;Total;St. Eustatius;2016;490;430;420;360;330;30;60;10;50;0;70;20;10;0;60;10;40;350;10;2.3;60;88.5;86.5
495;Total male and female;35 to 44 years;Total;St. Eustatius;2018;520;490;470;430;370;60;50;40;10;0;50;20;10;10;40;10;30;420;20;4.3;30;95.0;91.0
496;Total male and female;35 to 44 years;Total;St. Eustatius;2020;480;450;440;400;370;30;50;20;20;10;30;0;0;0;30;10;30;410;0;0.9;40;92.7;91.9
497;Total male and female;35 to 44 years;Total;St. Eustatius;2022;500;460;440;400;360;40;40;30;10;0;30;0;0;0;30;10;10;420;20;3.7;40;92.2;88.9
498;Total male and female;35 to 44 years;Total;Saba;2012;250;230;220;200;180;20;30;20;10;0;40;0;0;0;30;20;20;190;0;1.8;30;90.1;88.1
499;Total male and female;35 to 44 years;Total;Saba;2014;240;220;220;190;170;30;20;20;10;0;30;10;10;0;20;20;10;190;0;0.9;20;92.4;91.6
500;Total male and female;35 to 44 years;Total;Saba;2016;270;260;250;230;180;40;20;20;0;0;40;10;10;0;30;10;20;210;0;1.6;10;94.8;93.3
501;Total male and female;35 to 44 years;Total;Saba;2018;280;250;240;210;180;30;30;30;10;0;30;10;10;0;30;20;10;210;0;0.8;40;87.6;86.5
502;Total male and female;35 to 44 years;Total;Saba;2020;260;250;240;220;150;70;30;20;10;0;60;20;10;10;40;20;20;190;10;2.0;20;94.3;92.4
503;Total male and female;35 to 44 years;Total;Saba;2022;260;240;230;200;180;10;30;20;10;10;20;0;0;0;20;0;20;210;10;4.6;20;91.6;87.4
504;Total male and female;35 to 44 years;1 Lower education;Caribbean Netherlands;2012;1760;1520;1460;1330;1130;200;140;90;40;0;170;50;20;30;120;60;60;1300;60;3.7;240;86.4;83.2
505;Total male and female;35 to 44 years;1 Lower education;Caribbean Netherlands;2014;1920;1770;1700;1590;1480;110;110;90;20;0;180;30;20;0;150;130;20;1520;70;3.9;150;92.3;88.7
506;Total male and female;35 to 44 years;1 Lower education;Caribbean Netherlands;2016;1690;1420;1340;1230;1040;190;110;80;30;0;190;60;30;30;130;80;60;1150;80;5.9;270;84.2;79.2
507;Total male and female;35 to 44 years;1 Lower education;Caribbean Netherlands;2018;1520;1450;1410;1250;950;290;160;70;100;0;160;30;30;0;130;90;40;1230;40;2.7;70;95.5;92.9
508;Total male and female;35 to 44 years;1 Lower education;Caribbean Netherlands;2020;1830;1600;1530;1350;1080;260;190;90;60;40;160;40;40;0;120;30;90;1380;70;4.3;230;87.5;83.6
509;Total male and female;35 to 44 years;1 Lower education;Caribbean Netherlands;2022;1810;1620;1510;1310;1110;190;210;70;90;40;130;50;30;10;80;40;40;1380;110;6.8;190;89.5;83.5
510;Total male and female;35 to 44 years;1 Lower education;Bonaire;2012;1270;1060;1020;930;770;160;90;40;40;0;90;30;0;30;60;40;30;930;40;4.1;210;83.6;80.1
511;Total male and female;35 to 44 years;1 Lower education;Bonaire;2014;1390;1280;1220;1160;1070;90;70;50;20;0;110;20;20;0;90;80;10;1110;60;4.5;110;92.3;88.1
512;Total male and female;35 to 44 years;1 Lower education;Bonaire;2016;1260;1060;990;920;770;150;70;70;0;0;150;50;20;30;100;70;30;840;70;7.0;200;84.1;78.2
513;Total male and female;35 to 44 years;1 Lower education;Bonaire;2018;1180;1130;1100;960;720;250;140;50;90;0;120;30;30;0;90;80;10;960;30;2.7;50;95.9;93.3
514;Total male and female;35 to 44 years;1 Lower education;Bonaire;2020;1460;1260;1200;1040;800;230;160;80;60;20;120;30;30;0;90;10;70;1080;60;4.8;200;86.1;82.0
515;Total male and female;35 to 44 years;1 Lower education;Bonaire;2022;1450;1300;1210;1030;870;170;180;60;80;40;110;40;30;10;70;30;30;1100;90;6.8;150;89.8;83.7
516;Total male and female;35 to 44 years;1 Lower education;St. Eustatius;2012;350;330;320;280;250;30;50;50;0;0;60;20;20;0;40;10;30;260;10;2.4;20;94.3;92.0
517;Total male and female;35 to 44 years;1 Lower education;St. Eustatius;2014;440;410;400;360;340;20;40;30;10;0;50;0;0;0;50;40;10;350;10;2.2;40;91.6;89.4
518;Total male and female;35 to 44 years;1 Lower education;St. Eustatius;2016;330;270;260;230;210;20;30;0;30;0;30;10;10;0;20;0;20;230;10;3.7;60;82.8;79.8
519;Total male and female;35 to 44 years;1 Lower education;St. Eustatius;2018;260;240;240;220;180;40;20;10;0;0;30;0;0;0;30;10;20;210;10;2.1;20;93.4;91.5
520;Total male and female;35 to 44 years;1 Lower education;St. Eustatius;2020;300;270;270;240;240;0;30;0;10;10;20;0;0;0;20;10;20;240;0;1.5;30;90.6;89.2
521;Total male and female;35 to 44 years;1 Lower education;St. Eustatius;2022;270;250;230;220;190;30;20;10;10;0;10;0;0;0;10;10;10;220;10;5.3;30;89.4;84.7
522;Total male and female;35 to 44 years;1 Lower education;Saba;2012;140;130;120;120;100;10;10;10;0;0;20;0;0;0;20;10;10;110;0;3.2;10;92.6;89.7
523;Total male and female;35 to 44 years;1 Lower education;Saba;2014;90;80;80;80;70;10;10;10;0;0;20;10;10;0;10;10;10;60;0;2.4;0;95.5;93.2
524;Total male and female;35 to 44 years;1 Lower education;Saba;2016;100;90;90;80;60;20;10;10;0;0;20;0;0;0;10;0;10;70;0;;10;;
525;Total male and female;35 to 44 years;1 Lower education;Saba;2018;80;80;70;60;60;10;10;0;10;0;10;0;0;0;10;10;10;60;0;;10;;
526;Total male and female;35 to 44 years;1 Lower education;Saba;2020;80;80;80;70;40;30;0;0;0;0;20;10;10;0;10;10;0;60;10;;0;;
527;Total male and female;35 to 44 years;1 Lower education;Saba;2022;90;80;70;60;60;0;10;0;0;0;10;0;0;0;10;0;0;60;10;;10;;
528;Total male and female;35 to 44 years;2 Intermediate education;Caribbean Netherlands;2012;1050;1000;970;850;780;70;120;80;20;20;100;10;10;0;90;40;50;870;30;2.9;50;95.3;92.6
529;Total male and female;35 to 44 years;2 Intermediate education;Caribbean Netherlands;2014;930;880;830;730;620;100;110;80;30;0;40;0;0;0;40;10;30;790;40;5.0;60;93.9;89.2
530;Total male and female;35 to 44 years;2 Intermediate education;Caribbean Netherlands;2016;1040;990;940;810;680;140;130;70;50;10;80;20;20;0;60;30;40;860;50;4.7;50;95.5;91.0
531;Total male and female;35 to 44 years;2 Intermediate education;Caribbean Netherlands;2018;1320;1200;1170;1030;880;160;140;90;50;0;170;40;10;30;120;60;70;1000;20;2.0;130;90.4;88.6
