ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
1087;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1997 september;;;
1088;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1997 oktober;;;
1089;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1997 november;;;
1090;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1997 december;;;
1091;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1997;;;
1092;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 januari;;;
1093;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 februari;;;
1094;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 maart;;;
1095;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 april;;;
1096;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 mei;;;
1097;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 juni;;;
1098;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 juli;;;
1099;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 augustus;;;
1100;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 september;;;
1101;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 oktober;;;
1102;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 november;;;
1103;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998 december;;;
1104;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1998;;;
1105;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 januari;;;
1106;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 februari;;;
1107;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 maart;;;
1108;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 april;;;
1109;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 mei;;;
1110;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 juni;;;
1111;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 juli;;;
1112;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 augustus;;;
1113;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 september;;;
1114;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 oktober;;;
1115;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 november;;;
1116;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999 december;;;
1117;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;1999;;;
1118;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 januari;;;
1119;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 februari;;;
1120;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 maart;;;
1121;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 april;;;
1122;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 mei;;;
1123;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 juni;;;
1124;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 juli;;;
1125;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 augustus;;;
1126;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 september;;;
1127;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 oktober;;;
1128;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 november;;;
1129;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000 december;;;
1130;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2000;;;
1131;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 januari;;;
1132;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 februari;;;
1133;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 maart;;;
1134;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 april;;;
1135;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 mei;;;
1136;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 juni;;;
1137;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 juli;;;
1138;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 augustus;;;
1139;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 september;;;
1140;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 oktober;;;
1141;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 november;;;
1142;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001 december;;;
1143;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2001;;;
1144;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 januari;;;
1145;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 februari;;;
1146;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 maart;;;
1147;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 april;;;
1148;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 mei;;;
1149;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 juni;;;
1150;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 juli;;;
1151;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 augustus;;;
1152;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 september;;;
1153;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 oktober;;;
1154;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 november;;;
1155;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002 december;;;
1156;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2002;;;
1157;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 januari;;;
1158;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 februari;;;
1159;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 maart;;;
1160;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 april;;;
1161;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 mei;;;
1162;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 juni;;;
1163;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 juli;;;
1164;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 augustus;;;
1165;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 september;;;
1166;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 oktober;;;
1167;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 november;;;
1168;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003 december;;;
1169;Totale Nederlandse afzet;13200000 Non-ferrometaalertsen, exclusie;2003;;;
1170;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 januari;;;
1171;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 februari;;;
1172;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 maart;;;
1173;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 april;;;
1174;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 mei;;;
1175;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 juni;;;
1176;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 juli;;;
1177;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 augustus;;;
1178;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 september;;;
1179;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 oktober;;;
1180;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 november;;;
1181;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995 december;;;
1182;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1995;;;
1183;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 januari;;;
1184;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 februari;;;
1185;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 maart;;;
1186;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 april;;;
1187;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 mei;;;
1188;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 juni;;;
1189;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 juli;;;
1190;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 augustus;;;
1191;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 september;;;
1192;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 oktober;;;
1193;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 november;;;
1194;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996 december;;;
1195;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1996;;;
1196;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 januari;;;
1197;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 februari;;;
1198;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 maart;;;
1199;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 april;;;
1200;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 mei;;;
1201;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 juni;;;
1202;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997juli;;;
1203;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 augustus;;;
1204;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 september;;;
1205;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 oktober;;;
1206;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 november;;;
1207;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997 december;;;
1208;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1997;;;
1209;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 januari;;;
1210;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 februari;;;
1211;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 maart;;;
1212;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 april;;;
1213;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 mei;;;
1214;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 juni;;;
1215;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 juli;;;
1216;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 augustus;;;
1217;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 september;;;
1218;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 oktober;;;
1219;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 november;;;
1220;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998 december;;;
1221;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1998;;;
1222;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 januari;;;
1223;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 februari;;;
1224;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 maart;;;
1225;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 april;;;
1226;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 mei;;;
1227;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 juni;;;
1228;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 juli;;;
1229;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 augustus;;;
1230;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 september;;;
1231;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 oktober;;;
1232;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 november;;;
1233;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999 december;;;
1234;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;1999;;;
1235;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 januari;;;
1236;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 februari;;;
1237;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 maart;;;
1238;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 april;;;
1239;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 mei;;;
1240;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 juni;;;
1241;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 juli;;;
1242;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 augustus;;;
1243;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 september;;;
1244;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 oktober;;;
1245;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 november;;;
1246;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000 december;;;
1247;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2000;;;
1248;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 januari;;;
1249;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 februari;;;
1250;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 maart;;;
1251;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 april;;;
1252;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 mei;;;
1253;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 juni;;;
1254;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 juli;;;
1255;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 augustus;;;
1256;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 september;;;
1257;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 oktober;;;
1258;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 november;;;
1259;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001 december;;;
1260;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2001;;;
1261;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 januari;;;
1262;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 februari;;;
1263;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 maart;;;
1264;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 april;;;
1265;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 mei;;;
1266;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 juni;;;
1267;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 juli;;;
1268;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 augustus;;;
1269;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 september;;;
1270;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 oktober;;;
1271;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 november;;;
1272;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002 december;;;
1273;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2002;;;
1274;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 januari;;;
1275;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 februari;;;
1276;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 maart;;;
1277;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 april;;;
1278;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 mei;;;
1279;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 juni;;;
1280;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 juli;;;
1281;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 augustus;;;
1282;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 september;;;
1283;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 oktober;;;
1284;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 november;;;
1285;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003 december;;;
1286;Totale Nederlandse afzet;13201600 Andere non-ferrometaalertsen en;2003;;;
1287;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 januari;100.0;0.0;0.0
1288;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 februari;100.0;-0.04;0.0
1289;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 maart;100.0;0.41;0.0
1290;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 april;100.0;0.02;0.0
1291;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 mei;100.0;-0.2;0.0
1292;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 juni;100.0;-0.03;0.0
1293;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 juli;100.0;0.09;0.0
1294;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 augustus;100.0;-0.04;0.0
1295;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 september;100.0;-0.2;0.0
1296;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 oktober;100.0;0.16;0.0
1297;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 november;100.0;0.35;0.0
1298;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995 december;100.0;0.0;0.0
1299;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1995;100.0;;0.0
1300;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 januari;103.0;2.85;3.39
1301;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 februari;103.0;0.07;3.5
1302;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 maart;103.0;0.12;3.2
1303;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 april;104.0;0.34;3.53
1304;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 mei;104.0;0.0;3.74
1305;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 juni;103.0;-0.47;3.29
1306;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 juli;103.0;0.18;3.37
1307;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 augustus;103.0;0.0;3.41
1308;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 september;103.0;0.0;3.62
1309;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 oktober;104.0;0.31;3.78
1310;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 november;104.0;0.0;3.41
1311;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996 december;104.0;0.0;3.42
1312;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1996;103.0;;3.47
1313;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 januari;107.0;2.83;3.4
1314;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 februari;107.0;0.0;3.32
1315;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 maart;107.0;0.27;3.47
1316;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 april;107.0;0.01;3.13
1317;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 mei;107.0;0.0;3.13
1318;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 juni;107.0;0.0;3.61
1319;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997juli;107.0;0.16;3.6
1320;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 augustus;107.0;0.0;3.6
1321;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 september;107.0;0.0;3.6
1322;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 oktober;107.0;-0.06;3.22
1323;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 november;107.0;0.0;3.23
1324;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997 december;107.0;0.0;3.22
1325;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1997;107.0;;3.38
1326;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 januari;110.0;2.95;3.34
1327;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 februari;110.0;0.0;3.34
1328;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 maart;110.0;-0.16;2.91
1329;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 april;110.0;-0.37;2.52
1330;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 mei;110.0;0.0;2.53
1331;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 juni;110.0;0.0;2.52
1332;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 juli;109.0;-1.02;1.32
1333;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 augustus;107.0;-1.43;-0.14
1334;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 september;105.0;-1.46;-1.59
1335;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 oktober;104.0;-1.45;-2.96
1336;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 november;103.0;-0.94;-3.88
1337;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998 december;102.0;-0.51;-4.36
1338;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1998;107.0;;0.46
1339;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 januari;104.0;1.17;-6.02
1340;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 februari;104.0;0.08;-5.94
1341;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 maart;103.0;-0.62;-6.38
1342;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 april;103.0;0.25;-5.8
1343;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 mei;103.0;0.0;-5.8
1344;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 juni;104.0;0.38;-5.44
1345;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 juli;103.0;-0.4;-4.86
1346;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 augustus;102.0;-1.01;-4.45
1347;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 september;102.0;0.0;-3.03
1348;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 oktober;102.0;0.0;-1.6
1349;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 november;102.0;-0.07;-0.73
1350;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999 december;102.0;0.09;-0.13
1351;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;1999;103.0;;-4.24
1352;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 januari;105.0;2.73;1.4
1353;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 februari;105.0;0.32;1.65
1354;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 maart;106.0;0.22;2.51
1355;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 april;106.0;0.65;2.92
1356;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 mei;106.0;0.0;2.92
1357;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 juni;106.0;0.0;2.53
1358;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 juli;106.0;0.18;3.13
1359;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 augustus;106.0;-0.84;3.31
1360;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 september;106.0;-0.02;3.28
1361;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 oktober;106.0;0.34;3.63
1362;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 november;108.0;1.93;5.7
1363;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000 december;108.0;0.14;5.75
1364;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2000;106.0;;3.22
1365;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 januari;113.0;4.35;7.42
1366;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 februari;115.0;2.11;9.33
1367;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 maart;115.0;0.02;9.12
1368;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 april;116.0;0.81;9.29
1369;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 mei;124.0;6.58;16.48
1370;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 juni;124.0;0.01;16.5
1371;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 juli;124.0;0.34;16.68
1372;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 augustus;120.0;-3.22;13.88
1373;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 september;120.0;0.1;14.02
1374;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 oktober;121.0;0.14;13.79
1375;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 november;127.0;5.26;17.5
1376;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001 december;127.0;0.01;17.35
1377;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2001;121.0;;13.47
