ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
307;Totale Nederlandse afzet;C Delfstoffen;2000 september;165.0;2.08;71.03
308;Totale Nederlandse afzet;C Delfstoffen;2000 oktober;169.0;2.96;57.67
309;Totale Nederlandse afzet;C Delfstoffen;2000 november;173.0;2.06;56.71
310;Totale Nederlandse afzet;C Delfstoffen;2000 december;172.0;-0.34;51.92
311;Totale Nederlandse afzet;C Delfstoffen;2000;152.0;;58.85
312;Totale Nederlandse afzet;C Delfstoffen;2001 januari;181.0;5.08;43.7
313;Totale Nederlandse afzet;C Delfstoffen;2001 februari;187.0;3.32;44.16
314;Totale Nederlandse afzet;C Delfstoffen;2001 maart;183.0;-2.41;37.46
315;Totale Nederlandse afzet;C Delfstoffen;2001 april;177.0;-2.88;25.72
316;Totale Nederlandse afzet;C Delfstoffen;2001 mei;180.0;1.65;24.51
317;Totale Nederlandse afzet;C Delfstoffen;2001 juni;178.0;-1.3;19.58
318;Totale Nederlandse afzet;C Delfstoffen;2001 juli;168.0;-5.68;6.74
319;Totale Nederlandse afzet;C Delfstoffen;2001 augustus;165.0;-1.72;2.3
320;Totale Nederlandse afzet;C Delfstoffen;2001 september;161.0;-2.53;-2.33
321;Totale Nederlandse afzet;C Delfstoffen;2001 oktober;159.0;-1.17;-6.25
322;Totale Nederlandse afzet;C Delfstoffen;2001 november;158.0;-0.51;-8.61
323;Totale Nederlandse afzet;C Delfstoffen;2001 december;156.0;-1.02;-9.23
324;Totale Nederlandse afzet;C Delfstoffen;2001;171.0;;12.75
325;Totale Nederlandse afzet;C Delfstoffen;2002 januari;149.0;-4.92;-17.87
326;Totale Nederlandse afzet;C Delfstoffen;2002 februari;149.0;0.13;-20.4
327;Totale Nederlandse afzet;C Delfstoffen;2002 maart;149.0;0.22;-18.26
328;Totale Nederlandse afzet;C Delfstoffen;2002 april;152.0;1.78;-14.33
329;Totale Nederlandse afzet;C Delfstoffen;2002 mei;151.0;-0.85;-16.43
330;Totale Nederlandse afzet;C Delfstoffen;2002 juni;149.0;-1.06;-16.22
331;Totale Nederlandse afzet;C Delfstoffen;2002 juli;153.0;2.78;-8.71
332;Totale Nederlandse afzet;C Delfstoffen;2002 augustus;155.0;1.49;-5.73
333;Totale Nederlandse afzet;C Delfstoffen;2002 september;154.0;-0.76;-4.02
334;Totale Nederlandse afzet;C Delfstoffen;2002 oktober;161.0;4.2;1.2
335;Totale Nederlandse afzet;C Delfstoffen;2002 november;164.0;1.69;3.44
336;Totale Nederlandse afzet;C Delfstoffen;2002 december;164.0;0.5;5.02
337;Totale Nederlandse afzet;C Delfstoffen;2002;154.0;;-9.89
338;Totale Nederlandse afzet;C Delfstoffen;2003 januari;174.0;5.87;16.94
339;Totale Nederlandse afzet;C Delfstoffen;2003 februari;175.0;0.43;17.29
340;Totale Nederlandse afzet;C Delfstoffen;2003 maart;176.0;0.6;17.74
341;Totale Nederlandse afzet;C Delfstoffen;2003 april;179.0;1.73;17.68
342;Totale Nederlandse afzet;C Delfstoffen;2003 mei;178.0;-0.72;17.83
343;Totale Nederlandse afzet;C Delfstoffen;2003 juni;177.0;-0.45;18.55
344;Totale Nederlandse afzet;C Delfstoffen;2003 juli;162.0;-8.07;6.03
345;Totale Nederlandse afzet;C Delfstoffen;2003 augustus;163.0;0.43;4.92
346;Totale Nederlandse afzet;C Delfstoffen;2003 september;162.0;-0.9;4.78
347;Totale Nederlandse afzet;C Delfstoffen;2003 oktober;163.0;0.84;1.4
348;Totale Nederlandse afzet;C Delfstoffen;2003 november;162.0;-0.83;-1.11
349;Totale Nederlandse afzet;C Delfstoffen;2003 december;161.0;-0.19;-1.79
350;Totale Nederlandse afzet;C Delfstoffen;2003;169.0;;9.76
351;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 januari;;;
352;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 februari;;;
353;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 maart;;;
354;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 april;;;
355;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 mei;;;
356;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 juni;;;
357;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 juli;;;
358;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 augustus;;;
359;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 september;;;
360;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 oktober;;;
361;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 november;;;
362;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995 december;;;
363;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1995;;;
364;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 januari;;;
365;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 februari;;;
366;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 maart;;;
367;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 april;;;
368;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 mei;;;
369;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 juni;;;
370;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 juli;;;
371;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 augustus;;;
372;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 september;;;
373;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 oktober;;;
374;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 november;;;
375;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996 december;;;
376;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1996;;;
377;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 januari;;;
378;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 februari;;;
379;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 maart;;;
380;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 april;;;
381;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 mei;;;
382;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 juni;;;
383;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997juli;;;
384;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 augustus;;;
385;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 september;;;
386;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 oktober;;;
387;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 november;;;
388;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997 december;;;
389;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1997;;;
390;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 januari;;;
391;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 februari;;;
392;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 maart;;;
393;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 april;;;
394;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 mei;;;
395;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 juni;;;
396;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 juli;;;
397;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 augustus;;;
398;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 september;;;
399;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 oktober;;;
400;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 november;;;
401;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998 december;;;
402;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1998;;;
403;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 januari;;;
404;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 februari;;;
405;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 maart;;;
406;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 april;;;
407;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 mei;;;
408;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 juni;;;
409;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 juli;;;
410;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 augustus;;;
411;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 september;;;
412;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 oktober;;;
413;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 november;;;
414;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999 december;;;
415;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";1999;;;
416;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 januari;;;
417;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 februari;;;
418;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 maart;;;
419;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 april;;;
420;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 mei;;;
421;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 juni;;;
422;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 juli;;;
423;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 augustus;;;
424;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 september;;;
425;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 oktober;;;
426;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 november;;;
427;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000 december;;;
428;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2000;;;
429;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 januari;;;
430;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 februari;;;
431;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 maart;;;
432;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 april;;;
433;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 mei;;;
434;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 juni;;;
435;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 juli;;;
436;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 augustus;;;
437;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 september;;;
438;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 oktober;;;
439;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 november;;;
440;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001 december;;;
441;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2001;;;
442;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 januari;;;
443;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 februari;;;
444;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 maart;;;
445;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 april;;;
446;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 mei;;;
447;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 juni;;;
448;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 juli;;;
449;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 augustus;;;
450;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 september;;;
451;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 oktober;;;
452;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 november;;;
453;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002 december;;;
454;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2002;;;
455;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 januari;;;
456;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 februari;;;
457;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 maart;;;
458;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 april;;;
459;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 mei;;;
460;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 juni;;;
461;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 juli;;;
462;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 augustus;;;
463;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 september;;;
464;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 oktober;;;
465;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 november;;;
466;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003 december;;;
467;Totale Nederlandse afzet;"CA Steenkool en bruinkool; turf; ruwe aa";2003;;;
468;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 januari;;;
469;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 februari;;;
470;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 maart;;;
471;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 april;;;
472;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 mei;;;
473;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 juni;;;
474;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 juli;;;
475;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 augustus;;;
476;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 september;;;
477;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 oktober;;;
478;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 november;;;
479;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995 december;;;
480;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1995;;;
481;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 januari;;;
482;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 februari;;;
483;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 maart;;;
484;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 april;;;
485;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 mei;;;
486;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 juni;;;
487;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 juli;;;
488;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 augustus;;;
489;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 september;;;
490;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 oktober;;;
491;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 november;;;
492;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996 december;;;
493;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1996;;;
494;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 januari;;;
495;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 februari;;;
496;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 maart;;;
497;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 april;;;
498;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 mei;;;
499;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 juni;;;
500;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997juli;;;
501;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 augustus;;;
502;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 september;;;
503;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 oktober;;;
504;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 november;;;
505;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997 december;;;
506;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1997;;;
507;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 januari;;;
508;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 februari;;;
509;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 maart;;;
510;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 april;;;
511;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 mei;;;
512;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 juni;;;
513;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 juli;;;
514;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 augustus;;;
515;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 september;;;
516;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 oktober;;;
517;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 november;;;
518;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998 december;;;
519;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1998;;;
520;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 januari;;;
521;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 februari;;;
522;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 maart;;;
523;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 april;;;
524;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 mei;;;
525;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 juni;;;
526;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 juli;;;
527;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 augustus;;;
528;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 september;;;
529;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 oktober;;;
530;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 november;;;
531;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999 december;;;
532;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";1999;;;
533;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 januari;;;
534;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 februari;;;
535;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 maart;;;
536;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 april;;;
537;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 mei;;;
538;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 juni;;;
539;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 juli;;;
540;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 augustus;;;
541;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 september;;;
542;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 oktober;;;
543;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 november;;;
544;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000 december;;;
545;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2000;;;
546;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2001 januari;;;
547;Totale Nederlandse afzet;"10000000 Steenkool en bruinkool; turf";2001 februari;;;
