ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
9491;Verspreide huizen Buggenum;Leudal                                  ;Buurt     ;BU16400601;1;10;5;10;10;0;;;0;0
9492;Horn;Leudal                                  ;Wijk      ;WK164007  ;1;2030;515;1515;1755;275;1.3;221.0;165;235
9493;Kern Horn;Leudal                                  ;Buurt     ;BU16400700;1;1955;510;1445;1700;255;1.3;1186.0;160;225
9494;Verspreide huizen Horn;Leudal                                  ;Buurt     ;BU16400701;1;75;5;65;55;20;1.1;10.0;5;10
9495;Baexem;Leudal                                  ;Wijk      ;WK164008  ;1;1415;325;1090;1175;235;1.3;128.0;110;145
9496;Kern Baexem;Leudal                                  ;Buurt     ;BU16400800;1;1205;290;915;1005;200;1.4;1072.0;95;120
9497;Verspreide huizen Baexem;Leudal                                  ;Buurt     ;BU16400801;1;210;35;175;170;35;1.2;21.0;15;25
9498;Kelpen-Oler;Leudal                                  ;Wijk      ;WK164009  ;1;715;150;570;555;160;1.5;60.0;80;85
9499;Kern Kelpen-Oler;Leudal                                  ;Buurt     ;BU16400900;1;380;85;290;315;65;1.4;1274.0;35;45
9500;Verspreide huizen Kelpen-Oler;Leudal                                  ;Buurt     ;BU16400901;1;340;60;275;240;100;1.7;29.0;45;40
9501;Grathem;Leudal                                  ;Wijk      ;WK164010  ;1;1005;250;755;835;170;1.5;132.0;170;120
9502;Kern Grathem;Leudal                                  ;Buurt     ;BU16401000;1;900;235;665;755;145;1.4;1424.0;155;110
9503;Verspreide huizen Grathem;Leudal                                  ;Buurt     ;BU16401001;1;105;20;90;80;25;1.5;15.0;20;10
9504;Ell;Leudal                                  ;Wijk      ;WK164011  ;1;750;170;585;620;130;1.3;69.0;100;80
9505;Kern Ell;Leudal                                  ;Buurt     ;BU16401100;1;555;130;425;470;85;1.3;1259.0;75;50
9506;Verspreide huizen Ell;Leudal                                  ;Buurt     ;BU16401101;1;195;40;155;150;45;1.6;19.0;20;30
9507;Haler;Leudal                                  ;Wijk      ;WK164012  ;1;340;75;265;270;70;1.8;41.0;45;65
9508;Kern Haler;Leudal                                  ;Buurt     ;BU16401200;1;165;45;120;145;20;1.5;1304.0;25;30
9509;Verspreide huizen Haler;Leudal                                  ;Buurt     ;BU16401201;1;175;25;145;125;50;2.1;21.0;20;30
9510;Hunsel;Leudal                                  ;Wijk      ;WK164013  ;1;525;160;365;440;85;1.3;76.0;65;75
9511;Kern Hunsel;Leudal                                  ;Buurt     ;BU16401300;1;430;130;295;365;65;1.4;750.0;40;60
9512;Verspreide huizen Hunsel;Leudal                                  ;Buurt     ;BU16401301;1;100;30;70;75;20;1.0;15.0;20;15
9513;Neeritter;Leudal                                  ;Wijk      ;WK164014  ;1;725;190;535;610;115;1.3;171.0;80;80
9514;Kern Neeritter;Leudal                                  ;Buurt     ;BU16401400;1;680;180;500;570;105;1.3;1607.0;75;75
9515;Verspreide huizen Neeritter;Leudal                                  ;Buurt     ;BU16401401;1;45;10;35;40;5;;;5;5
9516;Ittervoort;Leudal                                  ;Wijk      ;WK164015  ;1;980;260;720;815;170;1.3;240.0;90;80
9517;Kern Ittervoort;Leudal                                  ;Buurt     ;BU16401500;1;930;250;680;780;150;1.3;1452.0;85;75
9518;Verspreide huizen Ittervoort;Leudal                                  ;Buurt     ;BU16401501;1;50;10;40;35;20;;;5;5
9519;Leusden;Leusden                                 ;Gemeente  ;GM0327    ;.;13910;4170;9740;11775;2135;1.1;237.0;1430;1490
9520;Niet nader toe te delen;Leusden                                 ;          ;          ; ;0;0;0;0;0;;;0;0
9521;Wel nader toe te delen;Leusden                                 ;          ;          ; ;13910;4170;9740;11770;2135;;;1430;1490
9522;Wijk 00 Leusden-Centrum Oost;Leusden                                 ;Wijk      ;WK032700  ;1;3925;1245;2680;3380;545;1.1;331.0;320;395
9523;Hamershof;Leusden                                 ;Buurt     ;BU03270000;1;295;85;210;260;35;0.7;2293.0;15;20
9524;Akkerhoeve;Leusden                                 ;Buurt     ;BU03270001;1;285;80;210;250;35;1.0;2777.0;20;20
9525;Noorwijck;Leusden                                 ;Buurt     ;BU03270002;1;405;100;305;355;50;1.1;2539.0;45;50
9526;Langenbeek;Leusden                                 ;Buurt     ;BU03270003;1;460;140;320;395;65;1.1;2357.0;40;30
9527;Zwanenburg;Leusden                                 ;Buurt     ;BU03270004;1;235;55;185;215;25;0.7;2182.0;10;45
9528;Munnikhove;Leusden                                 ;Buurt     ;BU03270005;1;440;185;255;375;65;1.2;3232.0;30;40
9529;Bosveld;Leusden                                 ;Buurt     ;BU03270006;1;290;130;160;250;40;1.2;3142.0;15;25
9530;Claverenblad;Leusden                                 ;Buurt     ;BU03270007;1;540;170;370;460;80;1.1;3358.0;50;55
9531;Wildenburg;Leusden                                 ;Buurt     ;BU03270008;1;765;235;530;655;110;1.2;2958.0;65;90
9532;Buitengebied Leusden-Centrum Oost;Leusden                                 ;Buurt     ;BU03270009;1;205;60;145;160;45;1.4;20.0;25;25
9533;Wijk 01 Leusden-Centrum West;Leusden                                 ;Wijk      ;WK032701  ;1;4535;1245;3285;3845;685;1.1;946.0;440;460
9534;Hamersveld-Oud;Leusden                                 ;Buurt     ;BU03270100;1;575;165;410;500;75;1.2;1807.0;85;60
9535;Hamersveld-Nieuw;Leusden                                 ;Buurt     ;BU03270101;1;235;70;165;200;35;1.1;2176.0;15;30
9536;Rozenboom;Leusden                                 ;Buurt     ;BU03270102;1;255;75;175;225;30;0.8;1320.0;10;25
9537;Rozendaal;Leusden                                 ;Buurt     ;BU03270103;1;535;170;365;425;110;1.1;2821.0;45;50
9538;Alandsbeek-West;Leusden                                 ;Buurt     ;BU03270104;1;240;65;175;205;35;1.3;2877.0;25;30
9539;Alandsbeek-Oost;Leusden                                 ;Buurt     ;BU03270105;1;590;135;455;490;100;1.2;3424.0;85;60
9540;De Wetering;Leusden                                 ;Buurt     ;BU03270106;1;690;170;520;605;85;1.1;2337.0;60;80
9541;Rossenberg;Leusden                                 ;Buurt     ;BU03270107;1;345;85;260;290;55;1.1;2373.0;30;20
9542;Groenhouten;Leusden                                 ;Buurt     ;BU03270108;1;995;300;700;855;140;1.0;2548.0;70;90
9543;Buitengebied Leusden-Centrum West;Leusden                                 ;Buurt     ;BU03270109;1;75;15;60;55;15;1.3;26.0;10;15
9544;Wijk 02 Leusden-Zuid;Leusden                                 ;Wijk      ;WK032702  ;1;2365;760;1605;1905;460;1.2;85.0;270;255
9545;Kern Leusden-Zuid;Leusden                                 ;Buurt     ;BU03270200;1;980;295;685;790;185;1.2;1484.0;105;80
9546;Tabaksteeg;Leusden                                 ;Buurt     ;BU03270201;1;1020;390;630;825;195;1.1;2347.0;95;115
9547;Buitengebied Leusden-Zuid;Leusden                                 ;Buurt     ;BU03270209;1;365;75;290;290;80;1.7;14.0;65;55
9548;Wijk 03 Achterveld;Leusden                                 ;Wijk      ;WK032703  ;1;1275;315;960;1080;195;1.3;125.0;195;160
9549;Kern Achterveld;Leusden                                 ;Buurt     ;BU03270300;1;980;250;730;850;125;1.2;1390.0;150;120
9550;Buitengebied Achterveld;Leusden                                 ;Buurt     ;BU03270309;1;295;65;230;230;65;1.6;31.0;45;40
9551;Wijk 04 Stoutenburg;Leusden                                 ;Wijk      ;WK032704  ;1;155;30;125;125;25;1.1;43.0;35;20
9552;Stoutenburg;Leusden                                 ;Buurt     ;BU03270400;1;155;30;125;125;25;1.1;43.0;35;20
9553;Wijk 05 't Ruige Veld;Leusden                                 ;Wijk      ;WK032705  ;1;1660;575;1085;1435;225;1.0;2838.0;170;195
9554;'t Ruige Veld;Leusden                                 ;Buurt     ;BU03270500;1;825;270;560;730;100;1.0;2557.0;90;105
9555;'t Vliet;Leusden                                 ;Buurt     ;BU03270501;1;835;305;525;705;130;1.1;3186.0;85;95
9556;Lingewaal;Lingewaal                               ;Gemeente  ;GM0733    ;.;5500;1605;3890;4410;1085;1.2;109.0;550;920
9557;Niet nader toe te delen;Lingewaal                               ;          ;          ; ;0;0;0;0;0;;;0;0
9558;Wel nader toe te delen;Lingewaal                               ;          ;          ; ;5500;1605;3890;4410;1085;;;550;920
9559;Wijk 00 Asperen;Lingewaal                               ;Wijk      ;WK073300  ;1;1460;420;1035;1210;245;1.2;467.0;145;220
9560;Asperen Oude Kern;Lingewaal                               ;Buurt     ;BU07330000;1;550;150;400;430;115;1.3;1584.0;70;75
9561;Westelijke uitbreiding Asperen;Lingewaal                               ;Buurt     ;BU07330001;1;760;210;550;665;100;1.1;2296.0;65;130
9562;Noord uitbreiding Asperen industrieterr.;Lingewaal                               ;Buurt     ;BU07330002;1;5;0;5;5;0;;;0;0
9563;Verspreide huizen Asperen;Lingewaal                               ;Buurt     ;BU07330009;1;145;65;80;115;30;1.9;62.0;10;10
9564;Wijk 01 Heukelum;Lingewaal                               ;Wijk      ;WK073301  ;1;1605;515;1095;1305;300;1.3;332.0;155;310
9565;Heukelum Oude Kern;Lingewaal                               ;Buurt     ;BU07330100;1;265;65;205;220;45;1.1;1744.0;35;55
9566;Uitbreiding Heukelum;Lingewaal                               ;Buurt     ;BU07330101;1;735;250;485;605;130;1.2;2159.0;65;140
9567;Spijk en Boveneind Spijk en Vogelswerf;Lingewaal                               ;Buurt     ;BU07330102;1;515;160;350;410;105;1.4;316.0;35;90
9568;Verspr.h. Heukelum en Friezenwijk;Lingewaal                               ;Buurt     ;BU07330109;1;90;40;55;70;20;1.5;34.0;15;25
9569;Wijk 02 Vuren;Lingewaal                               ;Wijk      ;WK073302  ;1;1070;290;780;845;225;1.2;54.0;120;205
9570;Vuren;Lingewaal                               ;Buurt     ;BU07330200;1;930;265;665;750;180;1.2;537.0;105;175
9571;Verspreide huizen Vuren;Lingewaal                               ;Buurt     ;BU07330209;1;140;25;120;95;45;1.6;8.0;15;30
9572;Wijk 03 Herwijnen;Lingewaal                               ;Wijk      ;WK073303  ;1;1360;385;980;1050;315;1.3;61.0;130;185
9573;Herwijnen;Lingewaal                               ;Buurt     ;BU07330300;1;1155;320;830;895;260;1.3;441.0;110;160
9574;Verspreide huizen Herwijnen;Lingewaal                               ;Buurt     ;BU07330309;1;210;60;145;155;55;1.3;10.0;20;25
9575;Lingewaard;Lingewaard                              ;Gemeente  ;GM1705    ;.;22005;6225;15780;18785;3220;1.2;354.0;2220;4190
9576;Niet nader toe te delen;Lingewaard                              ;          ;          ; ;5;0;0;0;0;;;0;10
9577;Wel nader toe te delen;Lingewaard                              ;          ;          ; ;22000;6225;15775;18785;3215;;;2220;4175
9578;Wijk 00 Bemmel;Lingewaard                              ;Wijk      ;WK170500  ;1;9845;2850;6995;8310;1535;1.2;269.0;1140;1775
9579;Bemmel;Lingewaard                              ;Buurt     ;BU17050000;1;5670;1820;3845;4790;875;1.2;1435.0;590;870
9580;Haalderen;Lingewaard                              ;Buurt     ;BU17050001;1;960;250;715;850;110;1.3;1065.0;70;230
9581;Angeren;Lingewaard                              ;Buurt     ;BU17050002;1;1115;290;825;965;145;1.2;1019.0;150;295
9582;Doornenburg;Lingewaard                              ;Buurt     ;BU17050003;1;1065;255;810;900;165;1.2;1241.0;115;160
9583;Verspreide huizen Ressen;Lingewaard                              ;Buurt     ;BU17050004;1;55;20;35;40;15;;;10;5
9584;Verspreide huizen Angeren;Lingewaard                              ;Buurt     ;BU17050005;1;325;65;260;260;65;1.7;39.0;60;95
9585;Verspreide huizen Bemmel;Lingewaard                              ;Buurt     ;BU17050006;1;145;35;110;110;40;1.4;19.0;35;45
9586;Verspreide huizen Doornenburg;Lingewaard                              ;Buurt     ;BU17050007;1;365;90;280;285;80;1.5;58.0;65;50
9587;Verspreide huizen Bemmel-Lent;Lingewaard                              ;Buurt     ;BU17050008;1;80;15;65;60;20;1.2;56.0;10;5
9588;Verspreide huizen Ambtswaard;Lingewaard                              ;Buurt     ;BU17050009;1;0;0;0;0;0;;;0;0
9589;Verspreide huizen Haalderen;Lingewaard                              ;Buurt     ;BU17050010;1;50;10;35;40;10;;;10;10
9590;Ooijrijkse Polder;Lingewaard                              ;Buurt     ;BU17050011;1;15;0;15;5;10;;;25;0
9591;Wijk 01 Gendt;Lingewaard                              ;Wijk      ;WK170501  ;1;3390;850;2535;2935;455;1.1;267.0;340;610
9592;Gendt;Lingewaard                              ;Buurt     ;BU17050100;1;2595;665;1930;2290;305;1.1;2230.0;240;460
9593;Buurt Gendt;Lingewaard                              ;Buurt     ;BU17050101;1;255;55;200;205;50;1.3;204.0;35;40
9594;Kommerdijk;Lingewaard                              ;Buurt     ;BU17050102;1;50;10;40;40;5;0.9;125.0;10;10
9595;Hulhuizen;Lingewaard                              ;Buurt     ;BU17050103;1;145;40;100;120;25;1.4;210.0;15;15
9596;Flieren;Lingewaard                              ;Buurt     ;BU17050104;1;120;30;90;100;20;1.6;195.0;15;30
9597;Verspreide huizen Flieren;Lingewaard                              ;Buurt     ;BU17050108;1;185;40;145;140;45;1.3;36.0;25;45
9598;Verspreide huizen Gendtsche Waarden;Lingewaard                              ;Buurt     ;BU17050109;1;40;10;30;35;5;;;5;5
9599;Wijk 02 Huissen;Lingewaard                              ;Wijk      ;WK170502  ;1;8765;2520;6245;7540;1225;1.1;678.0;740;1790
9600;Oude Stad Huissen;Lingewaard                              ;Buurt     ;BU17050200;1;355;80;275;315;40;0.8;2157.0;20;85
9601;Uitbreiding Stad Huissen;Lingewaard                              ;Buurt     ;BU17050201;1;2965;870;2095;2600;365;1.1;2382.0;215;640
9602;Het Zand;Lingewaard                              ;Buurt     ;BU17050202;1;860;220;640;755;105;1.1;2013.0;105;230
9603;Zilverkamp;Lingewaard                              ;Buurt     ;BU17050203;1;2990;835;2155;2540;450;1.1;2112.0;240;525
9604;Verspreide huizen Het Zand;Lingewaard                              ;Buurt     ;BU17050207;1;570;150;425;470;100;1.1;186.0;80;140
9605;Verspreide huizen Hoeve en Loostraat;Lingewaard                              ;Buurt     ;BU17050208;1;985;360;625;835;150;1.2;482.0;80;155
9606;Verspreide huizen Uiterwaard;Lingewaard                              ;Buurt     ;BU17050209;1;30;10;25;25;5;;;0;10
9607;Lisse;Lisse                                   ;Gemeente  ;GM0553    ;.;10585;3345;7240;9610;970;1.1;675.0;1000;1860
9608;Niet nader toe te delen;Lisse                                   ;          ;          ; ;5;0;5;5;0;;;0;0
9609;Wel nader toe te delen;Lisse                                   ;          ;          ; ;10580;3345;7235;9610;970;;;1000;1855
9610;Wijk 01 De Loosters;Lisse                                   ;Wijk      ;WK055301  ;1;175;40;135;145;25;0.9;21.0;50;75
9611;De Loosters;Lisse                                   ;Buurt     ;BU05530100;1;175;40;135;145;25;0.9;21.0;50;75
9612;Wijk 02 Halfweg;Lisse                                   ;Wijk      ;WK055302  ;1;70;10;60;60;10;;;5;15
9613;Halfweg;Lisse                                   ;Buurt     ;BU05530200;1;70;10;60;60;10;;;5;15
9614;Wijk 03 Meer en Duin;Lisse                                   ;Wijk      ;WK055303  ;1;40;10;30;35;5;;;5;10
9615;Meer en Duin;Lisse                                   ;Buurt     ;BU05530300;1;40;10;30;35;5;;;5;10
9616;Wijk 04 De Blinkerd;Lisse                                   ;Wijk      ;WK055304  ;1;795;320;475;730;60;1.1;3559.0;65;95
9617;De Blinkerd;Lisse                                   ;Buurt     ;BU05530400;1;795;320;475;730;60;1.1;3559.0;65;95
9618;Wijk 05 Meerenburgh;Lisse                                   ;Wijk      ;WK055305  ;1;695;220;475;640;55;1.1;3382.0;55;110
9619;Meerenburgh;Lisse                                   ;Buurt     ;BU05530500;1;695;220;475;640;55;1.1;3382.0;55;110
9620;Wijk 06 Oranjewijk;Lisse                                   ;Wijk      ;WK055306  ;1;870;250;620;810;60;1.0;4023.0;100;160
9621;Oranjewijk;Lisse                                   ;Buurt     ;BU05530600;1;870;250;620;810;60;1.0;4023.0;100;160
9622;Wijk 07 Zeeheldenwijk;Lisse                                   ;Wijk      ;WK055307  ;1;605;150;455;555;45;1.0;2388.0;45;115
9623;Zeeheldenwijk;Lisse                                   ;Buurt     ;BU05530700;1;605;150;455;555;45;1.0;2388.0;45;115
9624;Wijk 08 Bloemenwijk;Lisse                                   ;Wijk      ;WK055308  ;1;810;250;560;745;65;1.1;2661.0;85;170
9625;Bloemenwijk;Lisse                                   ;Buurt     ;BU05530800;1;810;250;560;745;65;1.1;2661.0;85;170
9626;Wijk 09 Centrum;Lisse                                   ;Wijk      ;WK055309  ;1;1240;370;870;1125;115;0.9;2930.0;120;220
9627;Centrum;Lisse                                   ;Buurt     ;BU05530900;1;1240;370;870;1125;115;0.9;2930.0;120;220
9628;Wijk 10 Berkhout;Lisse                                   ;Wijk      ;WK055310  ;1;615;205;410;545;65;0.9;1799.0;60;50
9629;Berkhout;Lisse                                   ;Buurt     ;BU05531000;1;615;205;410;545;65;0.9;1799.0;60;50
9630;Wijk 11 Van Rijckevorsel;Lisse                                   ;Wijk      ;WK055311  ;1;325;125;200;280;45;1.4;1392.0;10;35
9631;Van Rijckevorsel;Lisse                                   ;Buurt     ;BU05531100;1;325;125;200;280;45;1.4;1392.0;10;35
9632;Wijk 12 Componistenwijk;Lisse                                   ;Wijk      ;WK055312  ;1;635;205;430;580;55;1.1;1836.0;65;85
9633;Componistenwijk;Lisse                                   ;Buurt     ;BU05531200;1;635;205;430;580;55;1.1;1836.0;65;85
9634;Wijk 13 Schilderswijk;Lisse                                   ;Wijk      ;WK055313  ;1;830;250;580;745;85;1.0;3605.0;80;215
9635;Schilderswijk;Lisse                                   ;Buurt     ;BU05531300;1;830;250;580;745;85;1.0;3605.0;80;215
9636;Wijk 14 Vogelwijk;Lisse                                   ;Wijk      ;WK055314  ;1;770;225;540;705;60;1.0;2507.0;50;135
9637;Vogelwijk;Lisse                                   ;Buurt     ;BU05531400;1;770;225;540;705;60;1.0;2507.0;50;135
