ID;KenmerkenBaan;BedrijfstakkenBranchesSBI93;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
191;Arbeidsduur: minder dan 12 uur per week;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;Arbeidsduur: minder dan 12 uur per week;101760;2006;36.3;5.1;6.8;8.5;10.3;12.3;16.2;6.3;0.8;1.1;1.4;1.8;2.1;2.9
193;Arbeidsduur: minder dan 12 uur per week;101760;2007;35.9;4.7;6.3;8.0;10.0;12.2;16.0;6.2;0.8;1.1;1.4;1.7;2.1;2.8
194;Arbeidsduur: minder dan 12 uur per week;101760;2008;37.4;4.5;6.0;7.7;9.6;11.6;15.3;6.5;0.8;1.1;1.4;1.7;2.1;2.7
195;Arbeidsduur: minder dan 12 uur per week;101760;2009;35.5;4.1;5.7;7.4;9.2;11.3;15.0;6.2;0.7;1.0;1.3;1.6;2.0;2.7
196;Arbeidsduur: minder dan 12 uur per week;112710;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
197;Arbeidsduur: minder dan 12 uur per week;112710;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
198;Arbeidsduur: minder dan 12 uur per week;112710;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
199;Arbeidsduur: minder dan 12 uur per week;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
200;Arbeidsduur: minder dan 12 uur per week;113110;2006;16.2;1.7;2.2;2.6;3.0;3.5;4.6;2.9;0.3;0.3;0.4;0.5;0.6;0.7
201;Arbeidsduur: minder dan 12 uur per week;113110;2007;16.1;1.5;2.0;2.4;2.8;3.3;4.4;2.9;0.2;0.3;0.4;0.5;0.6;0.7
202;Arbeidsduur: minder dan 12 uur per week;113110;2008;16.9;1.3;1.7;2.1;2.5;2.9;4.0;3.0;0.2;0.3;0.3;0.4;0.5;0.7
203;Arbeidsduur: minder dan 12 uur per week;113110;2009;15.9;1.1;1.5;1.9;2.3;2.8;3.7;2.7;0.2;0.2;0.3;0.4;0.5;0.6
204;Arbeidsduur: minder dan 12 uur per week;114110;2006;249.2;41.2;54.8;69.7;83.9;98.7;135.4;44.4;7.8;10.3;13.2;15.8;18.6;25.2
205;Arbeidsduur: minder dan 12 uur per week;114110;2007;255.7;42.5;57.0;72.3;88.0;106.0;147.6;46.2;8.1;10.8;13.7;16.7;20.0;27.5
206;Arbeidsduur: minder dan 12 uur per week;114110;2008;270.0;42.9;58.0;73.0;87.2;101.4;134.3;48.9;8.0;10.8;13.7;16.4;19.2;25.2
207;Arbeidsduur: minder dan 12 uur per week;114110;2009;278.3;41.8;56.9;71.4;84.9;99.0;125.7;48.6;7.3;10.1;12.8;15.4;18.0;23.0
208;Arbeidsduur: minder dan 12 uur per week;122690;2006;122.0;22.5;30.0;38.8;48.0;57.0;71.6;19.8;3.9;5.2;6.7;8.2;9.7;12.1
209;Arbeidsduur: minder dan 12 uur per week;122690;2007;127.4;23.9;33.0;43.4;53.0;62.7;78.9;20.9;4.1;5.7;7.4;9.0;10.6;13.4
210;Arbeidsduur: minder dan 12 uur per week;122690;2008;130.3;22.6;32.6;43.7;53.8;64.4;81.5;21.4;3.9;5.6;7.4;9.1;10.9;13.7
211;Arbeidsduur: minder dan 12 uur per week;122690;2009;131.0;22.2;32.8;43.7;53.9;65.8;83.0;21.0;3.7;5.4;7.2;8.9;10.8;13.7
212;Arbeidsduur: minder dan 12 uur per week;123270;2006;46.0;7.6;9.4;11.1;13.6;16.0;20.4;7.9;1.4;1.7;2.0;2.5;2.9;3.7
213;Arbeidsduur: minder dan 12 uur per week;123270;2007;47.4;8.6;10.2;11.8;14.1;16.3;20.6;8.3;1.6;1.9;2.2;2.6;3.0;3.8
214;Arbeidsduur: minder dan 12 uur per week;123270;2008;49.6;8.9;10.8;12.4;14.6;16.8;20.8;8.5;1.6;2.0;2.3;2.7;3.1;3.8
215;Arbeidsduur: minder dan 12 uur per week;123270;2009;51.9;11.3;13.1;15.3;17.5;19.4;23.7;8.9;2.2;2.5;2.9;3.3;3.6;4.4
216;Arbeidsduur: minder dan 12 uur per week;124750;2006;10.5;1.5;1.8;2.1;2.5;2.9;3.7;1.8;0.2;0.3;0.3;0.4;0.5;0.6
217;Arbeidsduur: minder dan 12 uur per week;124750;2007;10.0;1.4;1.6;2.0;2.3;2.7;3.4;1.7;0.2;0.3;0.3;0.4;0.4;0.6
218;Arbeidsduur: minder dan 12 uur per week;124750;2008;10.1;1.3;1.6;1.8;2.1;2.5;3.1;1.7;0.2;0.2;0.3;0.3;0.4;0.5
219;Arbeidsduur: minder dan 12 uur per week;124750;2009;9.1;1.0;1.3;1.5;1.8;2.2;2.8;1.5;0.2;0.2;0.3;0.3;0.4;0.5
220;Arbeidsduur: minder dan 12 uur per week;125910;2006;279.7;46.6;61.5;81.1;110.6;127.2;153.8;44.8;7.0;9.4;12.8;18.3;21.1;25.4
221;Arbeidsduur: minder dan 12 uur per week;125910;2007;285.8;47.4;63.2;81.6;112.1;129.8;156.8;46.6;7.6;10.2;13.3;19.0;22.0;26.5
222;Arbeidsduur: minder dan 12 uur per week;125910;2008;283.7;39.7;55.3;72.0;92.8;115.5;146.2;46.5;6.5;9.1;11.9;15.6;19.7;24.9
223;Arbeidsduur: minder dan 12 uur per week;125910;2009;278.0;49.3;65.0;81.2;96.6;117.0;153.4;44.8;7.5;10.1;12.8;15.3;18.9;25.4
224;Arbeidsduur: minder dan 12 uur per week;129670;2006;12.9;2.9;3.0;3.2;3.3;3.5;4.1;2.0;0.4;0.4;0.4;0.4;0.5;0.6
225;Arbeidsduur: minder dan 12 uur per week;129670;2007;12.0;2.6;2.8;2.9;3.1;3.2;3.7;1.9;0.3;0.4;0.4;0.4;0.4;0.5
226;Arbeidsduur: minder dan 12 uur per week;129670;2008;10.7;1.6;1.8;1.9;2.0;2.2;2.7;1.7;0.2;0.2;0.2;0.2;0.3;0.4
227;Arbeidsduur: minder dan 12 uur per week;129670;2009;10.5;1.5;1.6;1.7;1.9;2.0;2.4;1.7;0.2;0.2;0.2;0.3;0.3;0.3
228;Arbeidsduur: minder dan 12 uur per week;130250;2006;44.5;4.0;4.4;4.9;5.7;6.7;10.1;8.5;0.7;0.7;0.8;1.0;1.2;1.9
229;Arbeidsduur: minder dan 12 uur per week;130250;2007;44.8;3.5;3.9;4.4;5.2;6.1;9.5;8.5;0.6;0.6;0.7;0.9;1.0;1.7
230;Arbeidsduur: minder dan 12 uur per week;130250;2008;47.6;3.2;3.6;4.3;5.1;6.1;9.2;8.9;0.5;0.6;0.7;0.8;1.0;1.7
231;Arbeidsduur: minder dan 12 uur per week;130250;2009;48.2;3.3;3.9;4.6;5.4;6.5;9.5;8.8;0.5;0.6;0.7;0.8;1.0;1.6
232;Arbeidsduur: minder dan 12 uur per week;131410;2006;166.8;12.7;16.8;22.0;27.7;34.3;47.6;32.0;2.2;3.1;4.2;5.3;6.7;9.4
233;Arbeidsduur: minder dan 12 uur per week;131410;2007;163.1;13.2;17.3;22.2;27.9;34.4;47.4;31.5;2.4;3.3;4.3;5.5;6.8;9.5
234;Arbeidsduur: minder dan 12 uur per week;131410;2008;164.9;10.9;14.5;18.8;24.0;29.8;42.8;31.7;2.1;2.8;3.7;4.7;5.9;8.6
235;Arbeidsduur: minder dan 12 uur per week;131410;2009;171.4;12.1;15.9;20.3;25.4;31.1;43.8;32.3;2.3;3.1;4.0;5.0;6.2;8.7
236;Arbeidsduur: minder dan 12 uur per week;134150;2006;65.4;9.5;12.0;14.6;17.4;20.3;25.6;10.4;1.6;2.1;2.5;3.0;3.5;4.4
237;Arbeidsduur: minder dan 12 uur per week;134150;2007;66.9;9.7;12.4;15.2;18.1;21.4;27.0;10.7;1.7;2.2;2.7;3.2;3.7;4.7
238;Arbeidsduur: minder dan 12 uur per week;134150;2008;70.1;10.0;12.6;15.6;18.7;21.8;27.6;11.2;1.7;2.2;2.7;3.3;3.8;4.8
239;Arbeidsduur: minder dan 12 uur per week;134150;2009;71.6;9.6;12.6;15.5;18.6;22.1;28.0;11.4;1.7;2.2;2.7;3.2;3.8;4.8
240;Arbeidsduur: 12 tot 20 uur per week;100010;2006;836.1;74.7;102.3;137.5;183.2;223.1;302.6;368.9;33.5;45.6;60.8;80.3;97.4;131.7
241;Arbeidsduur: 12 tot 20 uur per week;100010;2007;855.8;80.4;109.7;145.5;193.1;235.9;318.9;377.3;36.1;48.9;64.5;84.7;103.0;138.6
242;Arbeidsduur: 12 tot 20 uur per week;100010;2008;847.4;74.9;104.5;139.2;179.9;224.0;307.0;375.9;33.8;46.8;62.0;79.6;98.6;134.5
243;Arbeidsduur: 12 tot 20 uur per week;100010;2009;832.0;76.9;106.1;139.7;174.0;214.6;298.5;368.0;34.6;47.4;62.0;76.9;94.4;130.5
244;Arbeidsduur: 12 tot 20 uur per week;100070;2006;14.4;2.0;2.6;3.5;4.3;5.3;7.2;6.2;0.9;1.2;1.5;1.9;2.3;3.1
245;Arbeidsduur: 12 tot 20 uur per week;100070;2007;13.9;1.9;2.6;3.5;4.3;5.2;7.2;5.9;0.9;1.2;1.5;1.9;2.3;3.1
246;Arbeidsduur: 12 tot 20 uur per week;100070;2008;13.2;1.7;2.3;3.1;3.9;4.8;6.6;5.7;0.8;1.0;1.4;1.7;2.1;2.9
247;Arbeidsduur: 12 tot 20 uur per week;100070;2009;12.6;1.5;2.1;2.7;3.4;4.3;6.0;5.4;0.7;0.9;1.2;1.5;1.9;2.6
248;Arbeidsduur: 12 tot 20 uur per week;101030;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
249;Arbeidsduur: 12 tot 20 uur per week;101030;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
250;Arbeidsduur: 12 tot 20 uur per week;101030;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
251;Arbeidsduur: 12 tot 20 uur per week;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
252;Arbeidsduur: 12 tot 20 uur per week;101760;2006;42.9;4.3;6.4;8.7;10.9;13.5;18.5;19.2;2.0;3.0;4.0;5.0;6.2;8.4
253;Arbeidsduur: 12 tot 20 uur per week;101760;2007;42.1;3.8;6.0;8.5;10.6;13.2;18.2;18.8;1.7;2.7;3.9;4.8;6.0;8.3
254;Arbeidsduur: 12 tot 20 uur per week;101760;2008;42.2;4.1;6.5;8.9;11.1;13.6;18.4;18.9;1.9;3.0;4.1;5.1;6.2;8.4
255;Arbeidsduur: 12 tot 20 uur per week;101760;2009;40.8;3.7;6.5;9.0;11.1;13.4;18.0;18.1;1.7;3.0;4.1;5.0;6.1;8.1
256;Arbeidsduur: 12 tot 20 uur per week;112710;2006;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
257;Arbeidsduur: 12 tot 20 uur per week;112710;2007;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
258;Arbeidsduur: 12 tot 20 uur per week;112710;2008;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
259;Arbeidsduur: 12 tot 20 uur per week;112710;2009;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
260;Arbeidsduur: 12 tot 20 uur per week;113110;2006;13.8;0.8;1.0;1.2;1.5;1.7;2.4;5.8;0.3;0.4;0.5;0.6;0.7;1.0
261;Arbeidsduur: 12 tot 20 uur per week;113110;2007;13.7;0.8;1.0;1.3;1.5;1.8;2.4;5.7;0.3;0.4;0.5;0.6;0.7;1.0
262;Arbeidsduur: 12 tot 20 uur per week;113110;2008;13.5;0.7;0.9;1.1;1.3;1.6;2.2;5.7;0.3;0.4;0.5;0.6;0.7;0.9
263;Arbeidsduur: 12 tot 20 uur per week;113110;2009;13.7;0.7;0.9;1.1;1.3;1.5;2.1;5.7;0.3;0.4;0.5;0.5;0.6;0.9
264;Arbeidsduur: 12 tot 20 uur per week;114110;2006;149.6;21.9;29.7;39.8;50.6;60.8;83.0;63.2;9.9;13.3;17.7;22.3;26.6;35.8
265;Arbeidsduur: 12 tot 20 uur per week;114110;2007;156.4;22.1;30.6;40.9;52.3;64.2;88.2;66.0;10.1;13.7;18.1;23.0;28.0;37.9
266;Arbeidsduur: 12 tot 20 uur per week;114110;2008;156.4;20.8;29.4;39.8;50.8;61.0;82.3;66.5;9.5;13.3;17.8;22.5;26.9;35.9
267;Arbeidsduur: 12 tot 20 uur per week;114110;2009;151.3;19.7;28.0;38.3;48.2;58.0;77.2;64.2;9.0;12.6;17.0;21.3;25.5;33.6
268;Arbeidsduur: 12 tot 20 uur per week;122690;2006;44.8;7.8;10.4;13.7;17.2;20.8;27.0;19.0;3.4;4.6;6.0;7.5;9.0;11.6
269;Arbeidsduur: 12 tot 20 uur per week;122690;2007;48.0;8.2;11.4;15.3;19.2;23.1;30.2;20.3;3.6;5.0;6.7;8.3;10.0;12.9
270;Arbeidsduur: 12 tot 20 uur per week;122690;2008;48.5;7.6;11.0;15.2;19.2;23.3;30.7;20.5;3.4;4.8;6.6;8.3;10.0;13.1
271;Arbeidsduur: 12 tot 20 uur per week;122690;2009;46.9;6.5;9.9;13.8;17.5;21.8;29.1;19.7;2.9;4.3;6.0;7.5;9.3;12.3
272;Arbeidsduur: 12 tot 20 uur per week;123270;2006;31.8;3.6;4.6;5.7;7.2;8.9;12.0;13.2;1.5;1.9;2.4;3.0;3.6;4.9
273;Arbeidsduur: 12 tot 20 uur per week;123270;2007;33.2;4.1;5.1;6.2;7.7;9.3;12.8;13.8;1.7;2.1;2.6;3.2;3.8;5.2
274;Arbeidsduur: 12 tot 20 uur per week;123270;2008;32.2;4.1;5.3;6.4;7.7;9.3;12.5;13.4;1.7;2.2;2.6;3.2;3.8;5.1
275;Arbeidsduur: 12 tot 20 uur per week;123270;2009;32.7;4.9;6.2;7.4;8.9;10.4;13.8;13.5;2.0;2.5;3.0;3.7;4.3;5.6
276;Arbeidsduur: 12 tot 20 uur per week;124750;2006;18.6;0.8;1.0;1.3;1.5;1.8;2.5;8.4;0.3;0.4;0.5;0.6;0.8;1.1
277;Arbeidsduur: 12 tot 20 uur per week;124750;2007;17.9;0.8;1.0;1.2;1.5;1.8;2.5;8.1;0.3;0.4;0.5;0.6;0.8;1.1
278;Arbeidsduur: 12 tot 20 uur per week;124750;2008;15.5;0.5;0.7;0.9;1.1;1.4;2.1;7.0;0.2;0.3;0.4;0.5;0.6;0.9
279;Arbeidsduur: 12 tot 20 uur per week;124750;2009;14.1;0.5;0.6;0.8;1.1;1.4;2.0;6.4;0.2;0.3;0.4;0.5;0.6;0.9
280;Arbeidsduur: 12 tot 20 uur per week;125910;2006;144.9;16.6;23.2;32.4;49.1;58.4;73.2;60.6;7.3;10.1;13.9;20.6;24.4;30.6
281;Arbeidsduur: 12 tot 20 uur per week;125910;2007;152.9;18.9;26.1;34.9;52.6;62.8;78.1;64.1;8.3;11.4;15.0;22.2;26.4;32.7
282;Arbeidsduur: 12 tot 20 uur per week;125910;2008;153.9;16.8;24.3;32.6;43.9;57.7;76.0;65.1;7.5;10.7;14.2;18.8;24.5;32.1
283;Arbeidsduur: 12 tot 20 uur per week;125910;2009;145.7;17.9;24.9;32.8;40.5;51.8;74.8;61.8;8.0;11.0;14.3;17.5;22.2;31.7
284;Arbeidsduur: 12 tot 20 uur per week;129670;2006;28.7;0.8;0.9;1.0;1.1;1.3;1.8;13.6;0.4;0.4;0.5;0.5;0.6;0.8
285;Arbeidsduur: 12 tot 20 uur per week;129670;2007;27.0;0.7;0.8;0.9;1.0;1.1;1.5;12.7;0.3;0.4;0.4;0.4;0.5;0.7
286;Arbeidsduur: 12 tot 20 uur per week;129670;2008;24.6;0.5;0.6;0.6;0.7;0.8;1.3;11.6;0.2;0.3;0.3;0.3;0.4;0.6
287;Arbeidsduur: 12 tot 20 uur per week;129670;2009;24.3;0.8;0.9;1.0;1.1;1.2;1.6;11.4;0.3;0.4;0.4;0.5;0.5;0.7
288;Arbeidsduur: 12 tot 20 uur per week;130250;2006;69.1;1.8;2.1;2.4;2.9;3.7;6.2;31.9;0.8;0.9;1.1;1.3;1.7;2.8
289;Arbeidsduur: 12 tot 20 uur per week;130250;2007;70.9;1.9;2.1;2.4;2.9;3.6;6.1;32.8;0.8;1.0;1.1;1.3;1.6;2.7
290;Arbeidsduur: 12 tot 20 uur per week;130250;2008;72.3;1.8;2.1;2.4;3.0;3.8;6.0;33.9;0.8;0.9;1.1;1.4;1.7;2.7
291;Arbeidsduur: 12 tot 20 uur per week;130250;2009;73.4;1.7;2.0;2.4;2.9;3.7;5.8;34.2;0.8;0.9;1.1;1.3;1.7;2.6
292;Arbeidsduur: 12 tot 20 uur per week;131410;2006;237.7;9.7;14.2;20.0;27.0;35.2;53.6;110.2;4.5;6.6;9.3;12.6;16.4;24.9
293;Arbeidsduur: 12 tot 20 uur per week;131410;2007;239.0;12.1;16.4;22.0;29.0;37.2;55.3;111.0;5.7;7.7;10.3;13.5;17.4;25.8
294;Arbeidsduur: 12 tot 20 uur per week;131410;2008;234.5;11.3;14.9;19.7;26.4;34.2;52.6;109.6;5.3;7.0;9.3;12.4;16.1;24.7
295;Arbeidsduur: 12 tot 20 uur per week;131410;2009;234.5;14.0;17.7;22.1;27.8;34.6;51.8;109.0;6.6;8.3;10.3;13.0;16.2;24.2
296;Arbeidsduur: 12 tot 20 uur per week;134150;2006;38.9;4.7;6.1;7.9;9.7;11.7;15.2;17.2;2.1;2.7;3.5;4.4;5.2;6.7
297;Arbeidsduur: 12 tot 20 uur per week;134150;2007;40.0;5.1;6.7;8.6;10.6;12.6;16.3;17.6;2.3;3.0;3.8;4.7;5.6;7.2
298;Arbeidsduur: 12 tot 20 uur per week;134150;2008;39.9;5.0;6.6;8.5;10.6;12.5;16.4;17.7;2.2;2.9;3.8;4.7;5.6;7.3
299;Arbeidsduur: 12 tot 20 uur per week;134150;2009;41.2;4.9;6.4;8.3;10.3;12.4;16.2;18.3;2.2;2.9;3.7;4.6;5.6;7.2
300;803;100010;2006;665.8;40.3;54.7;73.0;96.4;119.5;168.1;409.6;25.6;34.6;45.9;60.1;74.3;103.8
301;803;100010;2007;697.3;45.7;61.2;80.8;105.5;130.2;181.3;429.8;29.1;38.8;50.9;66.0;81.0;112.1
302;803;100010;2008;715.7;44.9;61.0;81.1;104.3;130.0;183.0;444.9;28.9;38.9;51.4;65.7;81.5;114.0
303;803;100010;2009;739.4;46.9;63.5;83.9;105.3;129.8;184.6;458.7;30.2;40.5;53.1;66.3;81.3;114.8
304;803;100070;2006;7.9;0.9;1.2;1.6;2.0;2.4;3.4;4.7;0.6;0.8;1.0;1.2;1.5;2.1
305;803;100070;2007;7.8;0.9;1.3;1.7;2.1;2.5;3.5;4.7;0.6;0.8;1.0;1.3;1.6;2.2
306;803;100070;2008;7.6;0.9;1.2;1.5;1.9;2.4;3.3;4.6;0.6;0.7;1.0;1.2;1.5;2.0
307;803;100070;2009;7.7;0.8;1.1;1.5;1.9;2.3;3.3;4.6;0.5;0.7;0.9;1.2;1.4;2.0
308;803;101030;2006;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
309;803;101030;2007;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
310;803;101030;2008;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
311;803;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
312;803;101760;2006;37.8;3.0;4.4;5.8;7.0;8.5;11.7;22.4;1.8;2.6;3.5;4.2;5.1;7.0
313;803;101760;2007;38.4;3.2;4.5;6.0;7.2;8.9;12.1;22.8;1.9;2.7;3.6;4.3;5.3;7.2
314;803;101760;2008;40.6;3.4;4.9;6.5;7.8;9.4;12.7;24.2;2.0;3.0;4.0;4.7;5.7;7.6
315;803;101760;2009;41.1;3.3;5.4;7.2;8.5;10.1;13.3;24.4;2.0;3.3;4.3;5.2;6.1;8.0
316;803;112710;2006;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
317;803;112710;2007;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
318;803;112710;2008;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
319;803;112710;2009;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
320;803;113110;2006;12.0;0.5;0.7;0.8;1.0;1.1;1.6;6.9;0.3;0.4;0.5;0.6;0.7;0.9
321;803;113110;2007;12.4;0.6;0.7;0.9;1.0;1.2;1.7;7.1;0.3;0.4;0.5;0.6;0.7;1.0
322;803;113110;2008;12.7;0.5;0.7;0.8;1.0;1.1;1.6;7.3;0.3;0.4;0.5;0.6;0.7;0.9
323;803;113110;2009;13.8;0.5;0.7;0.8;0.9;1.1;1.6;8.0;0.3;0.4;0.5;0.5;0.6;0.9
324;803;114110;2006;98.0;11.4;15.7;21.4;27.8;33.9;47.2;58.6;7.3;9.9;13.5;17.4;21.0;28.8
325;803;114110;2007;102.2;11.8;16.4;22.5;29.3;36.2;50.2;61.2;7.6;10.4;14.2;18.3;22.4;30.7
326;803;114110;2008;103.7;11.4;16.3;22.8;29.7;36.5;50.4;62.8;7.4;10.5;14.5;18.8;22.9;31.2
327;803;114110;2009;107.0;11.1;16.0;22.6;29.3;36.0;49.9;64.6;7.3;10.3;14.4;18.4;22.5;30.8
328;803;122690;2006;23.4;3.1;4.3;5.7;7.4;9.2;12.7;14.0;2.0;2.7;3.6;4.6;5.7;7.7
329;803;122690;2007;24.5;3.3;4.6;6.4;8.2;10.1;13.9;14.7;2.1;2.9;4.0;5.1;6.2;8.5
330;803;122690;2008;24.7;3.1;4.5;6.4;8.3;10.3;14.4;14.8;2.0;2.9;4.0;5.2;6.3;8.7
331;803;122690;2009;24.7;2.7;4.2;6.0;7.8;9.8;13.8;14.7;1.7;2.6;3.7;4.8;5.9;8.3
332;803;123270;2006;30.3;1.3;1.7;2.3;3.2;4.2;6.4;17.5;0.8;1.0;1.4;1.9;2.5;3.7
333;803;123270;2007;31.2;1.3;1.7;2.4;3.3;4.4;6.7;18.0;0.8;1.1;1.4;2.0;2.6;3.9
334;803;123270;2008;28.7;1.2;1.7;2.4;3.3;4.4;6.6;16.6;0.8;1.0;1.4;2.0;2.6;3.9
335;803;123270;2009;29.2;1.3;1.9;2.6;3.7;4.8;7.0;16.8;0.8;1.1;1.6;2.2;2.8;4.1
336;803;124750;2006;27.6;0.5;0.7;0.9;1.1;1.3;2.0;17.0;0.3;0.4;0.5;0.7;0.8;1.2
337;803;124750;2007;28.3;0.6;0.7;0.9;1.1;1.4;2.2;17.4;0.3;0.4;0.5;0.7;0.8;1.3
338;803;124750;2008;28.6;0.5;0.7;0.8;1.0;1.3;2.0;17.8;0.3;0.4;0.5;0.6;0.8;1.2
339;803;124750;2009;28.9;0.5;0.6;0.8;1.0;1.3;2.2;18.0;0.3;0.4;0.5;0.6;0.8;1.3
340;803;125910;2006;105.5;8.9;12.3;16.6;23.6;28.6;37.7;62.4;5.5;7.6;10.1;14.2;17.1;22.4
341;803;125910;2007;113.2;10.5;14.3;18.8;26.2;31.8;41.4;66.9;6.5;8.8;11.4;15.8;19.1;24.7
342;803;125910;2008;116.7;9.8;13.7;18.2;23.7;30.5;41.3;69.8;6.1;8.5;11.2;14.5;18.5;24.8
343;803;125910;2009;114.8;10.4;14.2;18.6;22.9;28.6;41.1;69.0;6.6;8.9;11.5;14.1;17.4;24.8
344;803;129670;2006;33.9;0.6;0.7;0.7;0.8;1.0;1.4;21.2;0.4;0.4;0.5;0.5;0.6;0.9
345;803;129670;2007;35.0;0.6;0.7;0.7;0.8;0.9;1.2;22.0;0.4;0.4;0.5;0.5;0.6;0.8
346;803;129670;2008;36.4;0.6;0.6;0.7;0.8;0.9;1.3;22.8;0.4;0.4;0.5;0.5;0.6;0.8
347;803;129670;2009;39.0;0.8;0.8;0.9;1.0;1.1;1.6;24.4;0.5;0.5;0.6;0.6;0.7;1.0
348;803;130250;2006;54.4;0.7;0.8;0.9;1.1;1.5;2.4;33.6;0.4;0.5;0.6;0.7;0.9;1.5
349;803;130250;2007;57.4;0.8;0.9;1.0;1.3;1.6;2.5;35.5;0.5;0.6;0.6;0.8;1.0;1.5
350;803;130250;2008;60.6;0.8;0.9;1.1;1.3;1.7;2.6;37.8;0.5;0.6;0.7;0.8;1.0;1.6
351;803;130250;2009;62.9;0.8;0.9;1.1;1.4;1.7;2.5;39.0;0.5;0.6;0.7;0.9;1.0;1.6
352;803;131410;2006;203.5;6.4;8.4;11.3;15.2;20.2;32.0;131.9;4.2;5.7;7.6;10.2;13.6;21.4
353;803;131410;2007;214.8;9.0;11.2;14.1;18.0;23.2;35.5;139.5;6.0;7.5;9.5;12.1;15.6;23.7
354;803;131410;2008;223.0;9.7;11.6;14.5;18.5;23.5;36.5;145.9;6.5;7.8;9.8;12.5;15.9;24.5
355;803;131410;2009;235.2;11.5;13.5;16.2;19.9;24.7;37.6;153.3;7.7;9.0;10.8;13.3;16.5;25.1
356;803;134150;2006;30.4;2.8;3.8;5.0;6.2;7.4;9.5;19.0;1.9;2.5;3.2;4.0;4.8;6.1
357;803;134150;2007;31.0;3.1;4.2;5.5;6.8;7.9;10.2;19.3;2.0;2.7;3.6;4.4;5.1;6.5
358;803;134150;2008;31.3;3.1;4.1;5.4;6.7;8.0;10.4;19.7;2.0;2.7;3.5;4.4;5.2;6.7
359;803;134150;2009;33.7;3.1;4.2;5.6;6.9;8.2;10.7;21.2;2.0;2.7;3.6;4.5;5.3;6.9
360;804;100010;2006;416.0;23.8;32.3;43.0;56.7;70.1;97.7;316.2;19.0;25.6;33.8;44.2;54.3;75.1
361;804;100010;2007;446.4;28.9;39.0;51.2;66.4;81.5;111.5;342.4;23.2;31.1;40.6;52.1;63.6;86.3
362;804;100010;2008;472.9;28.8;39.5;52.3;66.9;83.0;115.5;365.3;23.3;31.7;41.6;52.8;65.0;89.7
363;804;100010;2009;474.5;29.9;40.3;52.9;66.1;80.8;113.5;364.8;24.2;32.4;42.0;52.2;63.4;88.1
364;804;100070;2006;5.5;0.6;0.8;1.1;1.3;1.6;2.2;4.0;0.5;0.7;0.9;1.1;1.3;1.7
365;804;100070;2007;5.5;0.7;1.0;1.3;1.5;1.8;2.5;4.2;0.6;0.8;1.0;1.2;1.5;2.0
366;804;100070;2008;5.6;0.7;0.9;1.2;1.5;1.8;2.4;4.3;0.6;0.7;1.0;1.2;1.4;1.9
