ID;KenmerkenBaan;BedrijfstakkenBranchesSBI93;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
558;601;112710;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
559;601;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
560;601;113110;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
561;601;113110;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
562;601;113110;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
563;601;113110;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
564;601;114110;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
565;601;114110;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
566;601;114110;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
567;601;114110;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
568;601;122690;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
569;601;122690;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
570;601;122690;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
571;601;122690;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
572;601;123270;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
573;601;123270;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
574;601;123270;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
575;601;123270;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
576;601;124750;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
577;601;124750;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
578;601;124750;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
579;601;124750;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
580;601;125910;2006;377.7;46.8;65.9;88.6;113.0;137.2;182.5;211.8;20.2;29.9;41.7;54.8;68.1;94.5
581;601;125910;2007;416.9;55.1;78.1;103.6;130.1;156.2;204.7;242.7;26.5;39.0;53.2;68.4;83.6;112.8
582;601;125910;2008;437.2;54.2;78.3;105.4;133.5;161.1;211.9;259.8;27.3;41.1;56.6;73.2;89.8;120.9
583;601;125910;2009;391.7;67.2;90.1;116.2;141.7;165.8;209.1;222.9;29.4;41.9;56.5;71.3;85.6;111.5
584;601;129670;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
585;601;129670;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
586;601;129670;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
587;601;129670;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
588;601;130250;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
589;601;130250;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
590;601;130250;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
591;601;130250;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
592;601;131410;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
593;601;131410;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
594;601;131410;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
595;601;131410;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
596;601;134150;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
597;601;134150;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
598;601;134150;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
599;601;134150;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
600;602;100010;2006;348.0;39.2;53.4;70.4;88.8;108.1;153.0;125.1;13.9;18.9;24.9;31.5;38.4;53.9
601;602;100010;2007;375.6;43.1;60.2;79.3;100.0;122.8;175.4;136.7;15.6;21.7;28.8;36.5;44.8;63.1
602;602;100010;2008;394.1;41.4;58.7;77.0;96.4;118.1;164.4;143.1;16.0;22.0;28.5;35.6;43.6;60.3
603;602;100010;2009;408.2;39.9;57.5;75.6;94.2;116.3;155.1;142.7;15.2;21.1;27.6;34.2;42.0;56.4
604;602;100070;2006;15.3;2.4;3.3;4.4;5.6;6.8;8.9;5.4;0.9;1.2;1.6;2.0;2.4;3.1
605;602;100070;2007;15.3;2.3;3.4;4.5;5.6;6.9;9.3;5.7;0.8;1.2;1.6;2.0;2.5;3.3
606;602;100070;2008;14.3;2.0;2.8;3.7;4.6;5.8;8.1;5.5;0.7;1.0;1.4;1.7;2.2;3.0
607;602;100070;2009;13.6;1.9;2.7;3.5;4.4;5.5;7.3;5.2;0.7;1.0;1.4;1.7;2.1;2.8
608;602;101030;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
609;602;101030;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
610;602;101030;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
611;602;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
612;602;101760;2006;10.4;1.3;1.7;2.2;2.8;3.4;4.7;3.8;0.5;0.6;0.8;1.0;1.2;1.6
613;602;101760;2007;10.4;1.2;1.7;2.2;2.8;3.5;4.7;3.9;0.5;0.6;0.8;1.1;1.3;1.7
614;602;101760;2008;12.1;1.4;1.9;2.5;3.1;3.9;5.3;4.7;0.6;0.8;1.0;1.2;1.5;2.0
615;602;101760;2009;11.7;1.2;1.8;2.4;3.0;3.7;5.0;4.4;0.5;0.7;0.9;1.1;1.3;1.8
616;602;112710;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
617;602;112710;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
618;602;112710;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
619;602;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
620;602;113110;2006;3.9;0.3;0.5;0.6;0.7;0.8;1.1;2.1;0.2;0.2;0.3;0.3;0.4;0.5
621;602;113110;2007;4.2;0.3;0.5;0.6;0.8;0.9;1.2;2.2;0.2;0.2;0.3;0.3;0.4;0.6
622;602;113110;2008;5.5;0.3;0.5;0.6;0.8;0.9;1.3;2.8;0.2;0.2;0.3;0.4;0.4;0.6
623;602;113110;2009;6.1;0.3;0.5;0.6;0.8;1.0;1.4;3.2;0.2;0.2;0.3;0.4;0.5;0.6
624;602;114110;2006;118.8;12.0;16.7;22.3;28.1;34.4;55.9;47.1;4.1;5.8;7.8;10.0;12.4;19.7
625;602;114110;2007;129.8;13.8;19.5;25.6;32.5;40.7;67.2;50.9;4.8;6.9;9.2;11.8;15.0;23.8
626;602;114110;2008;137.9;12.8;18.7;24.3;30.2;36.7;56.3;53.4;4.6;6.7;8.7;11.0;13.7;20.8
627;602;114110;2009;144.7;11.4;16.9;22.3;27.8;33.4;44.8;52.6;4.1;6.0;8.0;10.1;12.3;17.1
628;602;122690;2006;54.1;8.3;11.6;15.4;19.3;23.5;30.3;15.8;2.5;3.4;4.5;5.6;6.9;9.1
629;602;122690;2007;59.8;9.0;13.2;17.9;22.3;27.3;35.5;18.1;2.7;3.9;5.3;6.7;8.2;10.9
630;602;122690;2008;61.6;8.4;12.8;17.7;22.4;27.9;36.6;18.7;2.5;3.7;5.2;6.6;8.3;11.1
631;602;122690;2009;61.7;8.3;13.1;18.0;22.6;28.6;37.3;18.2;2.4;3.7;5.1;6.5;8.2;11.0
632;602;123270;2006;15.8;2.4;2.9;3.5;4.4;5.2;7.1;6.2;1.0;1.2;1.4;1.8;2.1;2.9
633;602;123270;2007;15.7;1.7;2.2;2.8;3.6;4.4;6.4;6.5;0.8;1.0;1.2;1.6;2.0;2.8
634;602;123270;2008;15.8;1.2;1.7;2.3;3.0;3.8;5.6;6.3;0.6;0.7;1.0;1.3;1.6;2.5
635;602;123270;2009;16.1;1.3;1.7;2.3;3.0;3.9;5.9;6.4;0.5;0.7;0.9;1.2;1.6;2.5
636;602;124750;2006;1.6;0.2;0.3;0.3;0.4;0.4;0.6;0.6;0.1;0.1;0.2;0.2;0.2;0.2
637;602;124750;2007;1.5;0.2;0.2;0.3;0.3;0.4;0.5;0.5;0.1;0.1;0.1;0.1;0.2;0.2
638;602;124750;2008;1.4;0.1;0.2;0.2;0.2;0.3;0.4;0.5;0.0;0.1;0.1;0.1;0.1;0.1
639;602;124750;2009;1.7;0.1;0.2;0.3;0.4;0.5;0.6;0.6;0.0;0.1;0.1;0.1;0.2;0.2
640;602;125910;2006;36.6;4.8;6.5;8.7;11.3;13.4;17.0;14.5;1.9;2.7;3.6;4.7;5.6;7.1
641;602;125910;2007;41.4;5.2;7.3;9.9;13.0;15.3;19.3;17.2;2.2;3.2;4.4;5.7;6.8;8.5
642;602;125910;2008;40.2;4.2;6.1;8.5;11.2;13.9;17.9;16.4;1.8;2.6;3.7;4.8;6.0;7.6
643;602;125910;2009;40.8;4.8;6.8;9.3;11.7;14.9;19.3;15.9;1.9;2.7;3.8;4.9;6.1;7.9
644;602;129670;2006;0.6;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1
645;602;129670;2007;0.5;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.0;0.1;0.1;0.1;0.1;0.1
646;602;129670;2008;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1
647;602;129670;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
648;602;130250;2006;2.8;0.4;0.5;0.5;0.6;0.7;0.9;0.9;0.1;0.2;0.2;0.2;0.2;0.3
649;602;130250;2007;2.8;0.5;0.5;0.6;0.7;0.8;1.0;0.9;0.2;0.2;0.2;0.3;0.3;0.4
650;602;130250;2008;9.4;4.3;4.6;4.8;5.0;5.2;5.6;4.0;2.5;2.6;2.6;2.7;2.8;2.9
651;602;130250;2009;8.8;3.5;3.7;3.9;4.2;4.4;4.9;3.6;2.2;2.3;2.3;2.4;2.5;2.6
652;602;131410;2006;70.1;4.3;5.9;7.6;9.8;12.3;17.5;22.7;1.7;2.3;2.9;3.6;4.5;6.3
653;602;131410;2007;75.0;6.1;8.0;9.9;12.2;14.9;20.4;24.4;2.4;3.1;3.7;4.6;5.5;7.4
654;602;131410;2008;76.6;3.7;5.6;7.4;9.7;12.2;17.7;24.8;1.5;2.2;2.8;3.6;4.5;6.4
655;602;131410;2009;81.9;4.0;5.9;7.8;10.0;12.6;18.4;26.3;1.5;2.2;2.8;3.6;4.5;6.6
656;602;134150;2006;17.9;2.6;3.5;4.6;5.7;6.9;8.8;5.6;0.9;1.2;1.6;2.1;2.5;3.1
657;602;134150;2007;19.0;2.6;3.7;4.9;6.0;7.5;9.7;6.1;0.9;1.3;1.8;2.3;2.8;3.5
658;602;134150;2008;18.7;2.7;3.7;4.8;6.0;7.2;9.2;5.7;1.0;1.3;1.7;2.0;2.4;3.1
659;602;134150;2009;20.4;2.9;4.0;5.2;6.3;7.8;10.0;6.1;1.1;1.4;1.8;2.2;2.6;3.3
660;603;100010;2006;207.4;14.7;16.3;17.9;19.5;21.8;25.8;178.8;10.3;11.3;12.4;13.4;15.1;17.9
661;603;100010;2007;214.6;14.3;15.9;17.4;19.4;21.4;25.5;185.7;10.2;11.2;12.2;13.6;15.0;17.8
662;603;100010;2008;204.2;11.9;13.0;13.9;15.6;17.0;19.5;177.8;8.0;8.8;9.4;10.7;11.8;13.7
663;603;100010;2009;196.8;8.4;9.3;10.5;11.5;12.6;14.6;178.3;6.6;7.2;8.2;9.0;9.8;11.3
664;603;100070;2006;7.3;0.9;1.0;1.1;1.2;1.3;1.5;5.7;0.6;0.6;0.7;0.7;0.8;0.9
665;603;100070;2007;7.5;0.9;0.9;1.0;1.1;1.2;1.5;5.8;0.6;0.6;0.7;0.7;0.8;1.0
666;603;100070;2008;6.9;0.9;1.0;1.0;1.1;1.2;1.3;5.2;0.4;0.5;0.5;0.6;0.6;0.7
667;603;100070;2009;6.8;0.5;0.6;0.6;0.7;0.8;0.9;5.3;0.4;0.4;0.5;0.5;0.6;0.7
668;603;101030;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
669;603;101030;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
670;603;101030;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
671;603;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
672;603;101760;2006;15.9;0.9;1.0;1.1;1.2;1.4;1.6;14.1;0.6;0.7;0.8;0.9;1.0;1.2
673;603;101760;2007;15.9;0.8;0.9;1.0;1.2;1.3;1.6;14.1;0.6;0.7;0.7;0.8;0.9;1.1
674;603;101760;2008;14.8;0.7;0.8;0.9;1.0;1.1;1.3;13.2;0.5;0.6;0.6;0.7;0.8;0.9
675;603;101760;2009;14.3;0.6;0.6;0.7;0.8;0.9;1.0;13.0;0.4;0.5;0.6;0.6;0.7;0.8
676;603;112710;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
677;603;112710;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
678;603;112710;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0
679;603;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
680;603;113110;2006;17.2;0.9;1.0;1.1;1.2;1.4;1.7;15.2;0.7;0.7;0.8;0.9;1.0;1.2
681;603;113110;2007;17.7;0.9;1.0;1.1;1.2;1.4;1.7;15.7;0.7;0.7;0.8;0.9;1.0;1.2
682;603;113110;2008;16.8;0.7;0.8;0.9;1.0;1.1;1.4;15.0;0.5;0.6;0.6;0.7;0.8;1.0
683;603;113110;2009;16.3;0.6;0.7;0.8;0.9;0.9;1.1;14.9;0.5;0.5;0.6;0.7;0.7;0.9
684;603;114110;2006;45.0;3.1;3.5;3.8;4.2;4.8;5.7;39.3;2.3;2.5;2.8;3.0;3.5;4.2
685;603;114110;2007;45.3;2.9;3.3;3.7;4.2;4.6;5.6;39.6;2.2;2.4;2.7;3.0;3.4;4.1
686;603;114110;2008;41.9;2.3;2.5;2.8;3.2;3.5;4.2;36.8;1.7;1.9;2.1;2.4;2.6;3.2
687;603;114110;2009;39.9;1.9;2.1;2.4;2.7;3.0;3.4;36.1;1.5;1.7;1.9;2.1;2.3;2.7
688;603;122690;2006;5.4;0.4;0.5;0.5;0.6;0.7;0.8;4.7;0.3;0.3;0.4;0.4;0.5;0.7
689;603;122690;2007;5.6;0.4;0.4;0.5;0.6;0.6;0.8;4.9;0.3;0.3;0.4;0.4;0.5;0.6
690;603;122690;2008;5.3;0.3;0.4;0.4;0.5;0.6;0.7;4.6;0.3;0.3;0.3;0.4;0.5;0.6
691;603;122690;2009;5.0;0.3;0.3;0.4;0.4;0.5;0.6;4.5;0.2;0.3;0.3;0.3;0.4;0.5
692;603;123270;2006;7.0;0.5;0.5;0.6;0.6;0.7;0.9;6.1;0.3;0.4;0.4;0.4;0.5;0.6
693;603;123270;2007;7.2;0.5;0.5;0.6;0.6;0.7;0.9;6.3;0.3;0.4;0.4;0.5;0.5;0.6
694;603;123270;2008;6.8;0.4;0.4;0.5;0.5;0.6;0.7;6.0;0.3;0.3;0.3;0.4;0.4;0.5
695;603;123270;2009;6.5;0.3;0.3;0.4;0.4;0.5;0.5;5.9;0.2;0.3;0.3;0.3;0.4;0.4
696;603;124750;2006;24.0;2.1;2.3;2.5;2.7;3.0;3.4;20.2;1.5;1.6;1.7;1.8;2.0;2.3
697;603;124750;2007;24.3;2.0;2.2;2.4;2.6;2.8;3.2;20.5;1.4;1.5;1.6;1.7;1.9;2.1
698;603;124750;2008;19.2;1.4;1.5;1.6;1.7;1.8;2.0;16.2;0.9;1.0;1.0;1.1;1.2;1.3
699;603;124750;2009;18.8;0.9;0.9;1.0;1.1;1.2;1.3;17.0;0.7;0.7;0.8;0.9;0.9;1.0
700;603;125910;2006;72.1;5.1;5.6;6.1;6.7;7.4;8.6;61.9;3.5;3.8;4.1;4.4;4.9;5.7
701;603;125910;2007;76.7;5.1;5.6;6.1;6.7;7.4;8.7;66.3;3.6;3.9;4.2;4.6;5.0;5.9
702;603;125910;2008;78.6;4.5;4.8;5.0;5.6;6.0;6.7;68.6;2.9;3.1;3.3;3.8;4.0;4.6
703;603;125910;2009;75.4;2.9;3.1;3.5;3.8;4.1;4.6;69.1;2.3;2.4;2.7;2.9;3.2;3.6
704;603;129670;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
705;603;129670;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
706;603;129670;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
707;603;129670;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
708;603;130250;2006;1.3;0.1;0.1;0.1;0.1;0.1;0.1;1.1;0.1;0.1;0.1;0.1;0.1;0.1
709;603;130250;2007;1.5;0.1;0.1;0.1;0.1;0.1;0.2;1.3;0.1;0.1;0.1;0.1;0.1;0.1
710;603;130250;2008;1.4;0.1;0.1;0.1;0.1;0.1;0.1;1.2;0.0;0.1;0.1;0.1;0.1;0.1
711;603;130250;2009;1.4;0.0;0.0;0.1;0.1;0.1;0.1;1.3;0.0;0.0;0.0;0.0;0.1;0.1
712;603;131410;2006;6.8;0.4;0.4;0.5;0.5;0.6;0.7;5.9;0.3;0.3;0.3;0.4;0.4;0.5
713;603;131410;2007;7.3;0.4;0.4;0.5;0.5;0.6;0.7;6.4;0.3;0.3;0.4;0.4;0.4;0.5
714;603;131410;2008;7.2;0.3;0.4;0.4;0.5;0.5;0.6;6.3;0.2;0.3;0.3;0.3;0.3;0.4
715;603;131410;2009;7.2;0.3;0.3;0.3;0.4;0.4;0.5;6.5;0.2;0.2;0.3;0.3;0.3;0.4
716;603;134150;2006;5.2;0.3;0.4;0.4;0.5;0.5;0.7;4.5;0.3;0.3;0.3;0.3;0.4;0.5
717;603;134150;2007;5.5;0.4;0.4;0.5;0.5;0.6;0.7;4.7;0.3;0.3;0.3;0.4;0.4;0.5
718;603;134150;2008;5.2;0.3;0.3;0.4;0.4;0.5;0.5;4.5;0.2;0.2;0.3;0.3;0.3;0.4
719;603;134150;2009;5.0;0.2;0.2;0.3;0.3;0.4;0.4;4.6;0.2;0.2;0.2;0.3;0.3;0.3
720;604;100010;2006;56.9;42.1;42.8;43.4;44.0;44.6;45.8;37.7;32.4;32.7;33.0;33.3;33.6;34.1
721;604;100010;2007;64.0;56.1;56.6;57.0;57.5;57.9;58.8;49.1;45.1;45.4;45.7;45.9;46.2;46.6
722;604;100010;2008;66.3;60.0;60.5;60.9;61.3;61.7;62.4;52.8;49.1;49.4;49.6;49.9;50.2;50.6
723;604;100010;2009;74.1;66.6;67.3;67.8;68.3;68.8;69.6;56.8;53.0;53.4;53.7;53.9;54.2;54.7
724;604;100070;2006;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2
725;604;100070;2007;0.5;0.3;0.3;0.3;0.4;0.4;0.4;0.3;0.2;0.3;0.3;0.3;0.3;0.3
726;604;100070;2008;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2
727;604;100070;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
728;604;101030;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
729;604;101030;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
730;604;101030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
731;604;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
732;604;101760;2006;5.1;3.7;3.8;3.9;3.9;4.0;4.2;3.8;3.2;3.2;3.3;3.4;3.4;3.5
733;604;101760;2007;5.6;4.6;4.7;4.7;4.8;4.9;5.0;4.8;4.1;4.2;4.2;4.3;4.3;4.4
734;604;101760;2008;5.5;4.6;4.7;4.7;4.8;4.8;5.0;4.8;4.2;4.2;4.3;4.3;4.4;4.5
735;604;101760;2009;5.1;4.3;4.4;4.4;4.5;4.5;4.7;4.4;3.8;3.9;3.9;3.9;4.0;4.1
736;604;112710;2006;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
737;604;112710;2007;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
738;604;112710;2008;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
739;604;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
740;604;113110;2006;2.0;1.4;1.5;1.5;1.5;1.5;1.6;1.4;1.1;1.1;1.1;1.1;1.2;1.2
741;604;113110;2007;2.3;1.8;1.9;1.9;1.9;2.0;2.0;1.8;1.5;1.5;1.5;1.5;1.6;1.6
742;604;113110;2008;2.4;1.9;1.9;2.0;2.0;2.0;2.1;1.9;1.6;1.6;1.6;1.6;1.7;1.7
743;604;113110;2009;2.4;2.0;2.0;2.0;2.0;2.1;2.1;1.9;1.6;1.6;1.6;1.7;1.7;1.7
744;604;114110;2006;3.3;2.4;2.4;2.5;2.5;2.6;2.6;2.2;1.9;1.9;1.9;1.9;2.0;2.0
745;604;114110;2007;3.7;3.0;3.1;3.2;3.2;3.3;3.3;2.9;2.5;2.6;2.6;2.6;2.6;2.7
746;604;114110;2008;4.1;3.4;3.4;3.5;3.6;3.6;3.7;3.2;2.8;2.8;2.9;2.9;2.9;3.0
747;604;114110;2009;4.6;3.8;3.9;4.0;4.0;4.1;4.2;3.4;3.0;3.1;3.1;3.1;3.2;3.2
748;604;122690;2006;1.8;1.4;1.4;1.4;1.5;1.5;1.5;1.3;1.2;1.2;1.2;1.2;1.2;1.2
749;604;122690;2007;2.2;1.9;1.9;1.9;1.9;2.0;2.0;1.8;1.6;1.6;1.6;1.7;1.7;1.7
750;604;122690;2008;2.2;1.8;1.9;1.9;1.9;2.0;2.0;1.8;1.7;1.7;1.7;1.7;1.7;1.7
751;604;122690;2009;2.4;2.1;2.2;2.2;2.2;2.2;2.3;2.0;1.8;1.9;1.9;1.9;1.9;1.9
752;604;123270;2006;2.2;1.6;1.6;1.7;1.7;1.7;1.7;1.6;1.4;1.4;1.4;1.4;1.4;1.5
753;604;123270;2007;2.3;1.9;1.9;2.0;2.0;2.0;2.0;1.9;1.7;1.7;1.7;1.7;1.8;1.8
754;604;123270;2008;2.2;1.8;1.9;1.9;1.9;1.9;1.9;1.9;1.7;1.7;1.7;1.8;1.8;1.8
755;604;123270;2009;2.1;1.7;1.8;1.8;1.8;1.8;1.9;1.7;1.6;1.6;1.6;1.6;1.6;1.6
756;604;124750;2006;1.5;1.2;1.2;1.2;1.2;1.3;1.3;1.2;1.0;1.1;1.1;1.1;1.1;1.1
757;604;124750;2007;1.7;1.5;1.6;1.6;1.6;1.6;1.6;1.5;1.4;1.4;1.4;1.4;1.4;1.4
758;604;124750;2008;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.3;1.4;1.4;1.4;1.4;1.4
759;604;124750;2009;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.3;1.3;1.3;1.3;1.3;1.3
760;604;125910;2006;9.7;7.1;7.2;7.3;7.4;7.5;7.7;6.9;6.1;6.1;6.2;6.2;6.3;6.3
761;604;125910;2007;11.3;9.4;9.6;9.6;9.7;9.8;10.0;9.2;8.3;8.4;8.5;8.5;8.6;8.6
762;604;125910;2008;11.8;10.5;10.5;10.6;10.7;10.7;10.9;10.4;9.6;9.6;9.7;9.7;9.8;9.8
763;604;125910;2009;11.9;10.6;10.7;10.8;10.9;10.9;11.1;10.3;9.5;9.6;9.6;9.7;9.7;9.8
764;604;129670;2006;3.2;3.1;3.1;3.1;3.1;3.1;3.1;2.7;2.7;2.7;2.7;2.7;2.7;2.7
765;604;129670;2007;4.1;3.9;4.0;4.0;4.0;4.0;4.0;3.5;3.4;3.4;3.4;3.4;3.4;3.5
766;604;129670;2008;3.8;3.6;3.6;3.6;3.6;3.7;3.7;3.3;3.2;3.2;3.2;3.2;3.2;3.3
