ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
6273;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2017;2.0;20.0
6274;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2018;2.0;20.0
6275;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2019;2.0;15.0
6276;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2020;1.0;12.0
6277;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2021;1.0;13.0
6278;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2022;1.0;13.0
6279;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2023;1.0;10.0
6280;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2024;2.0;20.0
6281;Administrative fees for civil affairs;Zeeuwsch-Vlaanderen (CR);2025;3.0;25.0
6282;Administrative fees for civil affairs;Overig Zeeland (CR);2017;5.0;19.0
6283;Administrative fees for civil affairs;Overig Zeeland (CR);2018;5.0;18.0
6284;Administrative fees for civil affairs;Overig Zeeland (CR);2019;4.0;15.0
6285;Administrative fees for civil affairs;Overig Zeeland (CR);2020;4.0;13.0
6286;Administrative fees for civil affairs;Overig Zeeland (CR);2021;4.0;13.0
6287;Administrative fees for civil affairs;Overig Zeeland (CR);2022;4.0;13.0
6288;Administrative fees for civil affairs;Overig Zeeland (CR);2023;4.0;13.0
6289;Administrative fees for civil affairs;Overig Zeeland (CR);2024;4.0;14.0
6290;Administrative fees for civil affairs;Overig Zeeland (CR);2025;5.0;18.0
6291;Administrative fees for civil affairs;West-Noord-Brabant (CR);2017;13.0;20.0
6292;Administrative fees for civil affairs;West-Noord-Brabant (CR);2018;12.0;19.0
6293;Administrative fees for civil affairs;West-Noord-Brabant (CR);2019;9.0;14.0
6294;Administrative fees for civil affairs;West-Noord-Brabant (CR);2020;9.0;14.0
6295;Administrative fees for civil affairs;West-Noord-Brabant (CR);2021;9.0;14.0
6296;Administrative fees for civil affairs;West-Noord-Brabant (CR);2022;8.0;13.0
6297;Administrative fees for civil affairs;West-Noord-Brabant (CR);2023;8.0;13.0
6298;Administrative fees for civil affairs;West-Noord-Brabant (CR);2024;14.0;21.0
6299;Administrative fees for civil affairs;West-Noord-Brabant (CR);2025;16.0;25.0
6300;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2017;9.0;19.0
6301;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2018;9.0;19.0
6302;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2019;6.0;12.0
6303;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2020;6.0;12.0
6304;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2021;6.0;13.0
6305;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2022;5.0;10.0
6306;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2023;5.0;10.0
6307;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2024;9.0;18.0
6308;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2025;10.0;19.0
6309;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2017;12.0;19.0
6310;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2018;12.0;18.0
6311;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2019;9.0;14.0
6312;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2020;8.0;13.0
6313;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2021;8.0;13.0
6314;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2022;8.0;12.0
6315;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2023;8.0;12.0
6316;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2024;11.0;16.0
6317;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2025;13.0;19.0
6318;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2017;14.0;19.0
6319;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2018;14.0;18.0
6320;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2019;10.0;13.0
6321;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2020;10.0;12.0
6322;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2021;10.0;12.0
6323;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2022;9.0;12.0
6324;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2023;9.0;12.0
6325;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2024;15.0;19.0
6326;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2025;16.0;20.0
6327;Administrative fees for civil affairs;Noord-Limburg (CR);2017;6.0;23.0
6328;Administrative fees for civil affairs;Noord-Limburg (CR);2018;6.0;20.0
6329;Administrative fees for civil affairs;Noord-Limburg (CR);2019;4.0;14.0
6330;Administrative fees for civil affairs;Noord-Limburg (CR);2020;3.0;12.0
6331;Administrative fees for civil affairs;Noord-Limburg (CR);2021;4.0;13.0
6332;Administrative fees for civil affairs;Noord-Limburg (CR);2022;3.0;11.0
6333;Administrative fees for civil affairs;Noord-Limburg (CR);2023;3.0;11.0
6334;Administrative fees for civil affairs;Noord-Limburg (CR);2024;6.0;20.0
6335;Administrative fees for civil affairs;Noord-Limburg (CR);2025;7.0;23.0
6336;Administrative fees for civil affairs;Midden-Limburg (CR);2017;5.0;20.0
6337;Administrative fees for civil affairs;Midden-Limburg (CR);2018;4.0;19.0
6338;Administrative fees for civil affairs;Midden-Limburg (CR);2019;3.0;14.0
6339;Administrative fees for civil affairs;Midden-Limburg (CR);2020;3.0;11.0
6340;Administrative fees for civil affairs;Midden-Limburg (CR);2021;3.0;12.0
6341;Administrative fees for civil affairs;Midden-Limburg (CR);2022;2.0;10.0
6342;Administrative fees for civil affairs;Midden-Limburg (CR);2023;3.0;11.0
6343;Administrative fees for civil affairs;Midden-Limburg (CR);2024;4.0;18.0
6344;Administrative fees for civil affairs;Midden-Limburg (CR);2025;5.0;19.0
6345;Administrative fees for civil affairs;Zuid-Limburg (CR);2017;11.0;18.0
6346;Administrative fees for civil affairs;Zuid-Limburg (CR);2018;11.0;18.0
6347;Administrative fees for civil affairs;Zuid-Limburg (CR);2019;9.0;15.0
6348;Administrative fees for civil affairs;Zuid-Limburg (CR);2020;8.0;14.0
6349;Administrative fees for civil affairs;Zuid-Limburg (CR);2021;8.0;13.0
6350;Administrative fees for civil affairs;Zuid-Limburg (CR);2022;7.0;12.0
6351;Administrative fees for civil affairs;Zuid-Limburg (CR);2023;7.0;11.0
6352;Administrative fees for civil affairs;Zuid-Limburg (CR);2024;10.0;17.0
6353;Administrative fees for civil affairs;Zuid-Limburg (CR);2025;13.0;21.0
6354;Administrative fees for civil affairs;Flevoland (CR);2017;7.0;16.0
6355;Administrative fees for civil affairs;Flevoland (CR);2018;7.0;17.0
6356;Administrative fees for civil affairs;Flevoland (CR);2019;6.0;13.0
6357;Administrative fees for civil affairs;Flevoland (CR);2020;5.0;11.0
6358;Administrative fees for civil affairs;Flevoland (CR);2021;5.0;11.0
6359;Administrative fees for civil affairs;Flevoland (CR);2022;5.0;11.0
6360;Administrative fees for civil affairs;Flevoland (CR);2023;5.0;12.0
6361;Administrative fees for civil affairs;Flevoland (CR);2024;7.0;15.0
6362;Administrative fees for civil affairs;Flevoland (CR);2025;7.0;16.0
6363;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2017;0.0;32.0
6364;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2018;0.0;32.0
6365;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2019;0.0;32.0
6366;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2020;0.0;30.0
6367;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2021;0.0;30.0
6368;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2022;0.0;29.0
6369;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2023;0.0;30.0
6370;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2024;0.0;31.0
6371;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2025;0.0;31.0
6372;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2017;2.0;17.0
6373;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2018;2.0;17.0
6374;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2019;2.0;16.0
6375;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2020;1.0;15.0
6376;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2021;1.0;14.0
6377;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2022;1.0;12.0
6378;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2023;1.0;12.0
6379;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2024;1.0;13.0
6380;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2025;1.0;17.0
6381;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2017;25.0;18.0
6382;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2018;24.0;18.0
6383;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2019;15.0;14.0
6384;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2020;14.0;14.0
6385;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2021;13.0;13.0
6386;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2022;11.0;12.0
6387;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2023;10.0;12.0
6388;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2024;13.0;16.0
6389;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2025;15.0;19.0
6390;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2017;108.0;18.0
6391;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2018;107.0;18.0
6392;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2019;86.0;14.0
6393;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2020;75.0;13.0
6394;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2021;74.0;12.0
6395;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2022;68.0;11.0
6396;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2023;66.0;11.0
6397;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2024;97.0;16.0
6398;Administrative fees for civil affairs;20,000 to 49,999 inhabitants;2025;109.0;18.0
6399;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2017;63.0;19.0
6400;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2018;63.0;19.0
6401;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2019;52.0;14.0
6402;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2020;48.0;13.0
6403;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2021;49.0;13.0
6404;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2022;49.0;12.0
6405;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2023;50.0;12.0
6406;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2024;77.0;18.0
6407;Administrative fees for civil affairs;50,000 to 99,999 inhabitants;2025;88.0;20.0
6408;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2017;31.0;19.0
6409;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2018;32.0;20.0
6410;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2019;24.0;15.0
6411;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2020;20.0;12.0
6412;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2021;20.0;13.0
6413;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2022;20.0;12.0
6414;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2023;20.0;12.0
6415;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2024;28.0;17.0
6416;Administrative fees for civil affairs;100,000 to 149,999 inhabitants;2025;34.0;20.0
6417;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2017;44.0;19.0
6418;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2018;42.0;18.0
6419;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2019;30.0;13.0
6420;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2020;31.0;12.0
6421;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2021;33.0;13.0
6422;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2022;32.0;12.0
6423;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2023;33.0;13.0
6424;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2024;52.0;20.0
6425;Administrative fees for civil affairs;150,000 to 249,999 inhabitants;2025;57.0;21.0
6426;Administrative fees for civil affairs;250,000 inhabitants or more;2017;51.0;22.0
6427;Administrative fees for civil affairs;250,000 inhabitants or more;2018;52.0;22.0
6428;Administrative fees for civil affairs;250,000 inhabitants or more;2019;38.0;16.0
6429;Administrative fees for civil affairs;250,000 inhabitants or more;2020;37.0;15.0
6430;Administrative fees for civil affairs;250,000 inhabitants or more;2021;36.0;15.0
6431;Administrative fees for civil affairs;250,000 inhabitants or more;2022;36.0;15.0
6432;Administrative fees for civil affairs;250,000 inhabitants or more;2023;36.0;14.0
6433;Administrative fees for civil affairs;250,000 inhabitants or more;2024;59.0;23.0
6434;Administrative fees for civil affairs;250,000 inhabitants or more;2025;65.0;25.0
6435;Burial charges;The Netherlands;2017;119.0;7.0
6436;Burial charges;The Netherlands;2018;118.0;7.0
6437;Burial charges;The Netherlands;2019;110.0;6.0
6438;Burial charges;The Netherlands;2020;112.0;6.0
6439;Burial charges;The Netherlands;2021;114.0;6.0
6440;Burial charges;The Netherlands;2022;115.0;7.0
6441;Burial charges;The Netherlands;2023;121.0;7.0
6442;Burial charges;The Netherlands;2024;125.0;7.0
6443;Burial charges;The Netherlands;2025;133.0;7.0
6444;Burial charges;Noord-Nederland (LD);2017;12.0;7.0
6445;Burial charges;Noord-Nederland (LD);2018;12.0;7.0
6446;Burial charges;Noord-Nederland (LD);2019;11.0;7.0
6447;Burial charges;Noord-Nederland (LD);2020;11.0;7.0
6448;Burial charges;Noord-Nederland (LD);2021;12.0;7.0
6449;Burial charges;Noord-Nederland (LD);2022;12.0;7.0
6450;Burial charges;Noord-Nederland (LD);2023;12.0;7.0
6451;Burial charges;Noord-Nederland (LD);2024;12.0;7.0
6452;Burial charges;Noord-Nederland (LD);2025;13.0;7.0
6453;Burial charges;Oost-Nederland (LD);2017;26.0;7.0
6454;Burial charges;Oost-Nederland (LD);2018;26.0;7.0
6455;Burial charges;Oost-Nederland (LD);2019;24.0;7.0
6456;Burial charges;Oost-Nederland (LD);2020;25.0;7.0
6457;Burial charges;Oost-Nederland (LD);2021;25.0;7.0
6458;Burial charges;Oost-Nederland (LD);2022;25.0;7.0
6459;Burial charges;Oost-Nederland (LD);2023;26.0;7.0
6460;Burial charges;Oost-Nederland (LD);2024;28.0;7.0
6461;Burial charges;Oost-Nederland (LD);2025;29.0;8.0
6462;Burial charges;West-Nederland (LD);2017;72.0;9.0
6463;Burial charges;West-Nederland (LD);2018;72.0;9.0
6464;Burial charges;West-Nederland (LD);2019;66.0;8.0
6465;Burial charges;West-Nederland (LD);2020;68.0;8.0
6466;Burial charges;West-Nederland (LD);2021;69.0;8.0
6467;Burial charges;West-Nederland (LD);2022;70.0;8.0
6468;Burial charges;West-Nederland (LD);2023;74.0;9.0
6469;Burial charges;West-Nederland (LD);2024;77.0;9.0
6470;Burial charges;West-Nederland (LD);2025;82.0;9.0
6471;Burial charges;Zuid-Nederland (LD);2017;9.0;2.0
6472;Burial charges;Zuid-Nederland (LD);2018;9.0;2.0
6473;Burial charges;Zuid-Nederland (LD);2019;8.0;2.0
6474;Burial charges;Zuid-Nederland (LD);2020;8.0;2.0
6475;Burial charges;Zuid-Nederland (LD);2021;8.0;2.0
6476;Burial charges;Zuid-Nederland (LD);2022;8.0;2.0
6477;Burial charges;Zuid-Nederland (LD);2023;9.0;2.0
6478;Burial charges;Zuid-Nederland (LD);2024;9.0;2.0
6479;Burial charges;Zuid-Nederland (LD);2025;9.0;2.0
6480;Burial charges;Groningen (PV);2017;4.0;7.0
6481;Burial charges;Groningen (PV);2018;4.0;7.0
6482;Burial charges;Groningen (PV);2019;4.0;7.0
6483;Burial charges;Groningen (PV);2020;4.0;6.0
6484;Burial charges;Groningen (PV);2021;4.0;6.0
6485;Burial charges;Groningen (PV);2022;4.0;7.0
6486;Burial charges;Groningen (PV);2023;4.0;6.0
6487;Burial charges;Groningen (PV);2024;4.0;7.0
6488;Burial charges;Groningen (PV);2025;4.0;7.0
6489;Burial charges;Fryslân (PV);2017;3.0;5.0
6490;Burial charges;Fryslân (PV);2018;3.0;5.0
6491;Burial charges;Fryslân (PV);2019;3.0;4.0
6492;Burial charges;Fryslân (PV);2020;3.0;5.0
6493;Burial charges;Fryslân (PV);2021;3.0;5.0
6494;Burial charges;Fryslân (PV);2022;3.0;5.0
6495;Burial charges;Fryslân (PV);2023;3.0;5.0
6496;Burial charges;Fryslân (PV);2024;3.0;5.0
6497;Burial charges;Fryslân (PV);2025;3.0;5.0
6498;Burial charges;Drenthe (PV);2017;5.0;10.0
6499;Burial charges;Drenthe (PV);2018;5.0;10.0
6500;Burial charges;Drenthe (PV);2019;5.0;9.0
6501;Burial charges;Drenthe (PV);2020;5.0;9.0
6502;Burial charges;Drenthe (PV);2021;5.0;10.0
6503;Burial charges;Drenthe (PV);2022;5.0;9.0
6504;Burial charges;Drenthe (PV);2023;5.0;10.0
6505;Burial charges;Drenthe (PV);2024;5.0;10.0
6506;Burial charges;Drenthe (PV);2025;5.0;11.0
6507;Burial charges;Overijssel (PV);2017;8.0;7.0
6508;Burial charges;Overijssel (PV);2018;8.0;7.0
6509;Burial charges;Overijssel (PV);2019;8.0;7.0
6510;Burial charges;Overijssel (PV);2020;8.0;7.0
6511;Burial charges;Overijssel (PV);2021;9.0;7.0
6512;Burial charges;Overijssel (PV);2022;9.0;7.0
6513;Burial charges;Overijssel (PV);2023;9.0;8.0
6514;Burial charges;Overijssel (PV);2024;10.0;8.0
6515;Burial charges;Overijssel (PV);2025;10.0;8.0
6516;Burial charges;Flevoland (PV);2017;2.0;4.0
6517;Burial charges;Flevoland (PV);2018;2.0;4.0
6518;Burial charges;Flevoland (PV);2019;2.0;4.0
6519;Burial charges;Flevoland (PV);2020;2.0;4.0
6520;Burial charges;Flevoland (PV);2021;2.0;4.0
6521;Burial charges;Flevoland (PV);2022;2.0;4.0
6522;Burial charges;Flevoland (PV);2023;2.0;4.0
6523;Burial charges;Flevoland (PV);2024;2.0;4.0
6524;Burial charges;Flevoland (PV);2025;2.0;4.0
6525;Burial charges;Gelderland (PV);2017;16.0;8.0
6526;Burial charges;Gelderland (PV);2018;15.0;7.0
6527;Burial charges;Gelderland (PV);2019;14.0;7.0
6528;Burial charges;Gelderland (PV);2020;15.0;7.0
6529;Burial charges;Gelderland (PV);2021;15.0;7.0
6530;Burial charges;Gelderland (PV);2022;15.0;7.0
6531;Burial charges;Gelderland (PV);2023;16.0;7.0
6532;Burial charges;Gelderland (PV);2024;16.0;8.0
6533;Burial charges;Gelderland (PV);2025;17.0;8.0
6534;Burial charges;Utrecht (PV);2017;12.0;10.0
6535;Burial charges;Utrecht (PV);2018;13.0;10.0
6536;Burial charges;Utrecht (PV);2019;13.0;10.0
6537;Burial charges;Utrecht (PV);2020;14.0;10.0
6538;Burial charges;Utrecht (PV);2021;15.0;11.0
6539;Burial charges;Utrecht (PV);2022;14.0;10.0
6540;Burial charges;Utrecht (PV);2023;16.0;11.0
6541;Burial charges;Utrecht (PV);2024;16.0;12.0
6542;Burial charges;Utrecht (PV);2025;17.0;12.0
6543;Burial charges;Noord-Holland (PV);2017;23.0;8.0
6544;Burial charges;Noord-Holland (PV);2018;23.0;8.0
6545;Burial charges;Noord-Holland (PV);2019;22.0;8.0
6546;Burial charges;Noord-Holland (PV);2020;22.0;8.0
6547;Burial charges;Noord-Holland (PV);2021;22.0;8.0
6548;Burial charges;Noord-Holland (PV);2022;23.0;8.0
6549;Burial charges;Noord-Holland (PV);2023;24.0;8.0
6550;Burial charges;Noord-Holland (PV);2024;25.0;8.0
6551;Burial charges;Noord-Holland (PV);2025;27.0;9.0
6552;Burial charges;Zuid-Holland (PV);2017;30.0;8.0
6553;Burial charges;Zuid-Holland (PV);2018;30.0;8.0
6554;Burial charges;Zuid-Holland (PV);2019;25.0;7.0
6555;Burial charges;Zuid-Holland (PV);2020;25.0;7.0
6556;Burial charges;Zuid-Holland (PV);2021;26.0;7.0
6557;Burial charges;Zuid-Holland (PV);2022;25.0;7.0
6558;Burial charges;Zuid-Holland (PV);2023;26.0;7.0
6559;Burial charges;Zuid-Holland (PV);2024;28.0;7.0
6560;Burial charges;Zuid-Holland (PV);2025;31.0;8.0
6561;Burial charges;Zeeland (PV);2017;6.0;16.0
6562;Burial charges;Zeeland (PV);2018;6.0;16.0
6563;Burial charges;Zeeland (PV);2019;6.0;16.0
6564;Burial charges;Zeeland (PV);2020;6.0;16.0
6565;Burial charges;Zeeland (PV);2021;6.0;16.0
6566;Burial charges;Zeeland (PV);2022;7.0;18.0
6567;Burial charges;Zeeland (PV);2023;7.0;18.0
6568;Burial charges;Zeeland (PV);2024;7.0;18.0
6569;Burial charges;Zeeland (PV);2025;7.0;18.0
6570;Burial charges;Noord-Brabant (PV);2017;5.0;2.0
6571;Burial charges;Noord-Brabant (PV);2018;5.0;2.0
6572;Burial charges;Noord-Brabant (PV);2019;5.0;2.0
6573;Burial charges;Noord-Brabant (PV);2020;5.0;2.0
6574;Burial charges;Noord-Brabant (PV);2021;5.0;2.0
6575;Burial charges;Noord-Brabant (PV);2022;5.0;2.0
6576;Burial charges;Noord-Brabant (PV);2023;5.0;2.0
6577;Burial charges;Noord-Brabant (PV);2024;5.0;2.0
6578;Burial charges;Noord-Brabant (PV);2025;5.0;2.0
6579;Burial charges;Limburg (PV);2017;4.0;3.0
6580;Burial charges;Limburg (PV);2018;3.0;3.0
6581;Burial charges;Limburg (PV);2019;3.0;3.0
6582;Burial charges;Limburg (PV);2020;3.0;3.0
6583;Burial charges;Limburg (PV);2021;3.0;3.0
6584;Burial charges;Limburg (PV);2022;3.0;3.0
6585;Burial charges;Limburg (PV);2023;3.0;3.0
6586;Burial charges;Limburg (PV);2024;3.0;3.0
6587;Burial charges;Limburg (PV);2025;3.0;3.0
6588;Burial charges;Oost-Groningen (CR);2017;1.0;5.0
6589;Burial charges;Oost-Groningen (CR);2018;1.0;4.0
6590;Burial charges;Oost-Groningen (CR);2019;0.0;3.0
6591;Burial charges;Oost-Groningen (CR);2020;0.0;3.0
6592;Burial charges;Oost-Groningen (CR);2021;1.0;4.0
6593;Burial charges;Oost-Groningen (CR);2022;0.0;3.0
6594;Burial charges;Oost-Groningen (CR);2023;0.0;3.0
6595;Burial charges;Oost-Groningen (CR);2024;0.0;3.0
6596;Burial charges;Oost-Groningen (CR);2025;0.0;3.0
6597;Burial charges;Delfzijl en omgeving (CR);2017;0.0;6.0
6598;Burial charges;Delfzijl en omgeving (CR);2018;0.0;6.0
6599;Burial charges;Delfzijl en omgeving (CR);2019;0.0;6.0
6600;Burial charges;Delfzijl en omgeving (CR);2020;0.0;6.0
6601;Burial charges;Delfzijl en omgeving (CR);2021;0.0;6.0
6602;Burial charges;Delfzijl en omgeving (CR);2022;0.0;6.0
6603;Burial charges;Delfzijl en omgeving (CR);2023;0.0;6.0
6604;Burial charges;Delfzijl en omgeving (CR);2024;0.0;6.0
6605;Burial charges;Delfzijl en omgeving (CR);2025;0.0;8.0
6606;Burial charges;Overig Groningen (CR);2017;3.0;8.0
6607;Burial charges;Overig Groningen (CR);2018;3.0;8.0
6608;Burial charges;Overig Groningen (CR);2019;3.0;8.0
6609;Burial charges;Overig Groningen (CR);2020;3.0;7.0
6610;Burial charges;Overig Groningen (CR);2021;3.0;7.0
6611;Burial charges;Overig Groningen (CR);2022;3.0;8.0
6612;Burial charges;Overig Groningen (CR);2023;3.0;8.0
6613;Burial charges;Overig Groningen (CR);2024;3.0;8.0
6614;Burial charges;Overig Groningen (CR);2025;3.0;8.0
6615;Burial charges;Noord-Friesland (CR);2017;2.0;5.0
6616;Burial charges;Noord-Friesland (CR);2018;2.0;5.0
6617;Burial charges;Noord-Friesland (CR);2019;1.0;3.0
6618;Burial charges;Noord-Friesland (CR);2020;1.0;3.0
6619;Burial charges;Noord-Friesland (CR);2021;1.0;3.0
6620;Burial charges;Noord-Friesland (CR);2022;1.0;3.0
6621;Burial charges;Noord-Friesland (CR);2023;1.0;3.0
6622;Burial charges;Noord-Friesland (CR);2024;1.0;3.0
6623;Burial charges;Noord-Friesland (CR);2025;1.0;4.0
6624;Burial charges;Zuidwest-Friesland (CR);2017;1.0;7.0
6625;Burial charges;Zuidwest-Friesland (CR);2018;1.0;7.0
6626;Burial charges;Zuidwest-Friesland (CR);2019;1.0;7.0
6627;Burial charges;Zuidwest-Friesland (CR);2020;1.0;8.0
6628;Burial charges;Zuidwest-Friesland (CR);2021;1.0;8.0
6629;Burial charges;Zuidwest-Friesland (CR);2022;1.0;7.0
6630;Burial charges;Zuidwest-Friesland (CR);2023;1.0;7.0
6631;Burial charges;Zuidwest-Friesland (CR);2024;1.0;7.0
6632;Burial charges;Zuidwest-Friesland (CR);2025;1.0;8.0
6633;Burial charges;Zuidoost-Friesland (CR);2017;1.0;4.0
6634;Burial charges;Zuidoost-Friesland (CR);2018;1.0;4.0
6635;Burial charges;Zuidoost-Friesland (CR);2019;1.0;5.0
6636;Burial charges;Zuidoost-Friesland (CR);2020;1.0;5.0
6637;Burial charges;Zuidoost-Friesland (CR);2021;1.0;5.0
6638;Burial charges;Zuidoost-Friesland (CR);2022;1.0;5.0
6639;Burial charges;Zuidoost-Friesland (CR);2023;1.0;5.0
6640;Burial charges;Zuidoost-Friesland (CR);2024;1.0;5.0
6641;Burial charges;Zuidoost-Friesland (CR);2025;1.0;6.0
6642;Burial charges;Noord-Drenthe (CR);2017;2.0;10.0
6643;Burial charges;Noord-Drenthe (CR);2018;2.0;10.0
6644;Burial charges;Noord-Drenthe (CR);2019;2.0;9.0
6645;Burial charges;Noord-Drenthe (CR);2020;2.0;9.0
6646;Burial charges;Noord-Drenthe (CR);2021;2.0;9.0
6647;Burial charges;Noord-Drenthe (CR);2022;2.0;9.0
6648;Burial charges;Noord-Drenthe (CR);2023;2.0;9.0
6649;Burial charges;Noord-Drenthe (CR);2024;2.0;9.0
6650;Burial charges;Noord-Drenthe (CR);2025;2.0;9.0
6651;Burial charges;Zuidoost-Drenthe (CR);2017;1.0;8.0
6652;Burial charges;Zuidoost-Drenthe (CR);2018;1.0;8.0
6653;Burial charges;Zuidoost-Drenthe (CR);2019;1.0;7.0
6654;Burial charges;Zuidoost-Drenthe (CR);2020;1.0;7.0
6655;Burial charges;Zuidoost-Drenthe (CR);2021;1.0;8.0
6656;Burial charges;Zuidoost-Drenthe (CR);2022;1.0;8.0
6657;Burial charges;Zuidoost-Drenthe (CR);2023;1.0;9.0
6658;Burial charges;Zuidoost-Drenthe (CR);2024;2.0;9.0
6659;Burial charges;Zuidoost-Drenthe (CR);2025;2.0;9.0
6660;Burial charges;Zuidwest-Drenthe (CR);2017;2.0;12.0
6661;Burial charges;Zuidwest-Drenthe (CR);2018;2.0;12.0
6662;Burial charges;Zuidwest-Drenthe (CR);2019;2.0;12.0
