ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
1810;Property tax on non-residential building;Fryslân (PV);2018;60.0;92.0
1811;Property tax on non-residential building;Fryslân (PV);2019;63.0;97.0
1812;Property tax on non-residential building;Fryslân (PV);2020;64.0;98.0
1813;Property tax on non-residential building;Fryslân (PV);2021;66.0;101.0
1814;Property tax on non-residential building;Fryslân (PV);2022;69.0;106.0
1815;Property tax on non-residential building;Fryslân (PV);2023;73.0;110.0
1816;Property tax on non-residential building;Fryslân (PV);2024;78.0;117.0
1817;Property tax on non-residential building;Fryslân (PV);2025;83.0;126.0
1818;Property tax on non-residential building;Drenthe (PV);2017;40.0;81.0
1819;Property tax on non-residential building;Drenthe (PV);2018;39.0;79.0
1820;Property tax on non-residential building;Drenthe (PV);2019;41.0;82.0
1821;Property tax on non-residential building;Drenthe (PV);2020;42.0;85.0
1822;Property tax on non-residential building;Drenthe (PV);2021;46.0;93.0
1823;Property tax on non-residential building;Drenthe (PV);2022;46.0;93.0
1824;Property tax on non-residential building;Drenthe (PV);2023;48.0;95.0
1825;Property tax on non-residential building;Drenthe (PV);2024;50.0;100.0
1826;Property tax on non-residential building;Drenthe (PV);2025;52.0;103.0
1827;Property tax on non-residential building;Overijssel (PV);2017;124.0;108.0
1828;Property tax on non-residential building;Overijssel (PV);2018;129.0;112.0
1829;Property tax on non-residential building;Overijssel (PV);2019;136.0;117.0
1830;Property tax on non-residential building;Overijssel (PV);2020;147.0;126.0
1831;Property tax on non-residential building;Overijssel (PV);2021;155.0;133.0
1832;Property tax on non-residential building;Overijssel (PV);2022;160.0;137.0
1833;Property tax on non-residential building;Overijssel (PV);2023;165.0;139.0
1834;Property tax on non-residential building;Overijssel (PV);2024;176.0;148.0
1835;Property tax on non-residential building;Overijssel (PV);2025;191.0;160.0
1836;Property tax on non-residential building;Flevoland (PV);2017;43.0;105.0
1837;Property tax on non-residential building;Flevoland (PV);2018;43.0;104.0
1838;Property tax on non-residential building;Flevoland (PV);2019;45.0;107.0
1839;Property tax on non-residential building;Flevoland (PV);2020;46.0;109.0
1840;Property tax on non-residential building;Flevoland (PV);2021;49.0;114.0
1841;Property tax on non-residential building;Flevoland (PV);2022;52.0;120.0
1842;Property tax on non-residential building;Flevoland (PV);2023;56.0;127.0
1843;Property tax on non-residential building;Flevoland (PV);2024;63.0;139.0
1844;Property tax on non-residential building;Flevoland (PV);2025;72.0;157.0
1845;Property tax on non-residential building;Gelderland (PV);2017;201.0;98.0
1846;Property tax on non-residential building;Gelderland (PV);2018;211.0;102.0
1847;Property tax on non-residential building;Gelderland (PV);2019;214.0;104.0
1848;Property tax on non-residential building;Gelderland (PV);2020;224.0;107.0
1849;Property tax on non-residential building;Gelderland (PV);2021;234.0;112.0
1850;Property tax on non-residential building;Gelderland (PV);2022;242.0;114.0
1851;Property tax on non-residential building;Gelderland (PV);2023;251.0;118.0
1852;Property tax on non-residential building;Gelderland (PV);2024;271.0;126.0
1853;Property tax on non-residential building;Gelderland (PV);2025;288.0;134.0
1854;Property tax on non-residential building;Utrecht (PV);2017;138.0;108.0
1855;Property tax on non-residential building;Utrecht (PV);2018;140.0;108.0
1856;Property tax on non-residential building;Utrecht (PV);2019;148.0;110.0
1857;Property tax on non-residential building;Utrecht (PV);2020;159.0;118.0
1858;Property tax on non-residential building;Utrecht (PV);2021;170.0;125.0
1859;Property tax on non-residential building;Utrecht (PV);2022;183.0;133.0
1860;Property tax on non-residential building;Utrecht (PV);2023;208.0;150.0
1861;Property tax on non-residential building;Utrecht (PV);2024;225.0;160.0
1862;Property tax on non-residential building;Utrecht (PV);2025;252.0;179.0
1863;Property tax on non-residential building;Noord-Holland (PV);2017;298.0;106.0
1864;Property tax on non-residential building;Noord-Holland (PV);2018;305.0;108.0
1865;Property tax on non-residential building;Noord-Holland (PV);2019;316.0;111.0
1866;Property tax on non-residential building;Noord-Holland (PV);2020;327.0;114.0
1867;Property tax on non-residential building;Noord-Holland (PV);2021;365.0;126.0
1868;Property tax on non-residential building;Noord-Holland (PV);2022;378.0;130.0
1869;Property tax on non-residential building;Noord-Holland (PV);2023;429.0;145.0
1870;Property tax on non-residential building;Noord-Holland (PV);2024;466.0;156.0
1871;Property tax on non-residential building;Noord-Holland (PV);2025;527.0;176.0
1872;Property tax on non-residential building;Zuid-Holland (PV);2017;448.0;123.0
1873;Property tax on non-residential building;Zuid-Holland (PV);2018;459.0;125.0
1874;Property tax on non-residential building;Zuid-Holland (PV);2019;468.0;127.0
1875;Property tax on non-residential building;Zuid-Holland (PV);2020;489.0;132.0
1876;Property tax on non-residential building;Zuid-Holland (PV);2021;517.0;139.0
1877;Property tax on non-residential building;Zuid-Holland (PV);2022;542.0;145.0
1878;Property tax on non-residential building;Zuid-Holland (PV);2023;600.0;158.0
1879;Property tax on non-residential building;Zuid-Holland (PV);2024;667.0;174.0
1880;Property tax on non-residential building;Zuid-Holland (PV);2025;725.0;188.0
1881;Property tax on non-residential building;Zeeland (PV);2017;42.0;109.0
1882;Property tax on non-residential building;Zeeland (PV);2018;43.0;113.0
1883;Property tax on non-residential building;Zeeland (PV);2019;45.0;118.0
1884;Property tax on non-residential building;Zeeland (PV);2020;47.0;123.0
1885;Property tax on non-residential building;Zeeland (PV);2021;49.0;127.0
1886;Property tax on non-residential building;Zeeland (PV);2022;51.0;131.0
1887;Property tax on non-residential building;Zeeland (PV);2023;52.0;134.0
1888;Property tax on non-residential building;Zeeland (PV);2024;56.0;142.0
1889;Property tax on non-residential building;Zeeland (PV);2025;60.0;152.0
1890;Property tax on non-residential building;Noord-Brabant (PV);2017;232.0;92.0
1891;Property tax on non-residential building;Noord-Brabant (PV);2018;241.0;95.0
1892;Property tax on non-residential building;Noord-Brabant (PV);2019;255.0;100.0
1893;Property tax on non-residential building;Noord-Brabant (PV);2020;271.0;106.0
1894;Property tax on non-residential building;Noord-Brabant (PV);2021;282.0;109.0
1895;Property tax on non-residential building;Noord-Brabant (PV);2022;294.0;113.0
1896;Property tax on non-residential building;Noord-Brabant (PV);2023;306.0;117.0
1897;Property tax on non-residential building;Noord-Brabant (PV);2024;331.0;125.0
1898;Property tax on non-residential building;Noord-Brabant (PV);2025;356.0;134.0
1899;Property tax on non-residential building;Limburg (PV);2017;124.0;111.0
1900;Property tax on non-residential building;Limburg (PV);2018;128.0;114.0
1901;Property tax on non-residential building;Limburg (PV);2019;134.0;120.0
1902;Property tax on non-residential building;Limburg (PV);2020;141.0;126.0
1903;Property tax on non-residential building;Limburg (PV);2021;148.0;132.0
1904;Property tax on non-residential building;Limburg (PV);2022;154.0;138.0
1905;Property tax on non-residential building;Limburg (PV);2023;161.0;143.0
1906;Property tax on non-residential building;Limburg (PV);2024;170.0;150.0
1907;Property tax on non-residential building;Limburg (PV);2025;179.0;158.0
1908;Property tax on non-residential building;Oost-Groningen (CR);2017;14.0;98.0
1909;Property tax on non-residential building;Oost-Groningen (CR);2018;13.0;100.0
1910;Property tax on non-residential building;Oost-Groningen (CR);2019;14.0;104.0
1911;Property tax on non-residential building;Oost-Groningen (CR);2020;15.0;110.0
1912;Property tax on non-residential building;Oost-Groningen (CR);2021;16.0;115.0
1913;Property tax on non-residential building;Oost-Groningen (CR);2022;17.0;124.0
1914;Property tax on non-residential building;Oost-Groningen (CR);2023;17.0;127.0
1915;Property tax on non-residential building;Oost-Groningen (CR);2024;18.0;130.0
1916;Property tax on non-residential building;Oost-Groningen (CR);2025;18.0;128.0
1917;Property tax on non-residential building;Delfzijl en omgeving (CR);2017;9.0;189.0
1918;Property tax on non-residential building;Delfzijl en omgeving (CR);2018;9.0;194.0
1919;Property tax on non-residential building;Delfzijl en omgeving (CR);2019;9.0;202.0
1920;Property tax on non-residential building;Delfzijl en omgeving (CR);2020;10.0;211.0
1921;Property tax on non-residential building;Delfzijl en omgeving (CR);2021;10.0;225.0
1922;Property tax on non-residential building;Delfzijl en omgeving (CR);2022;10.0;226.0
1923;Property tax on non-residential building;Delfzijl en omgeving (CR);2023;12.0;264.0
1924;Property tax on non-residential building;Delfzijl en omgeving (CR);2024;12.0;270.0
1925;Property tax on non-residential building;Delfzijl en omgeving (CR);2025;14.0;305.0
1926;Property tax on non-residential building;Overig Groningen (CR);2017;60.0;153.0
1927;Property tax on non-residential building;Overig Groningen (CR);2018;62.0;154.0
1928;Property tax on non-residential building;Overig Groningen (CR);2019;69.0;171.0
1929;Property tax on non-residential building;Overig Groningen (CR);2020;74.0;182.0
1930;Property tax on non-residential building;Overig Groningen (CR);2021;78.0;191.0
1931;Property tax on non-residential building;Overig Groningen (CR);2022;82.0;200.0
1932;Property tax on non-residential building;Overig Groningen (CR);2023;86.0;209.0
1933;Property tax on non-residential building;Overig Groningen (CR);2024;94.0;224.0
1934;Property tax on non-residential building;Overig Groningen (CR);2025;97.0;232.0
1935;Property tax on non-residential building;Noord-Friesland (CR);2017;30.0;92.0
1936;Property tax on non-residential building;Noord-Friesland (CR);2018;30.0;93.0
1937;Property tax on non-residential building;Noord-Friesland (CR);2019;32.0;100.0
1938;Property tax on non-residential building;Noord-Friesland (CR);2020;33.0;103.0
1939;Property tax on non-residential building;Noord-Friesland (CR);2021;34.0;107.0
1940;Property tax on non-residential building;Noord-Friesland (CR);2022;35.0;109.0
1941;Property tax on non-residential building;Noord-Friesland (CR);2023;37.0;114.0
1942;Property tax on non-residential building;Noord-Friesland (CR);2024;40.0;122.0
1943;Property tax on non-residential building;Noord-Friesland (CR);2025;43.0;129.0
1944;Property tax on non-residential building;Zuidwest-Friesland (CR);2017;12.0;87.0
1945;Property tax on non-residential building;Zuidwest-Friesland (CR);2018;12.0;88.0
1946;Property tax on non-residential building;Zuidwest-Friesland (CR);2019;13.0;90.0
1947;Property tax on non-residential building;Zuidwest-Friesland (CR);2020;13.0;89.0
1948;Property tax on non-residential building;Zuidwest-Friesland (CR);2021;13.0;90.0
1949;Property tax on non-residential building;Zuidwest-Friesland (CR);2022;14.0;100.0
1950;Property tax on non-residential building;Zuidwest-Friesland (CR);2023;15.0;108.0
1951;Property tax on non-residential building;Zuidwest-Friesland (CR);2024;16.0;113.0
1952;Property tax on non-residential building;Zuidwest-Friesland (CR);2025;19.0;130.0
1953;Property tax on non-residential building;Zuidoost-Friesland (CR);2017;18.0;95.0
1954;Property tax on non-residential building;Zuidoost-Friesland (CR);2018;17.0;93.0
1955;Property tax on non-residential building;Zuidoost-Friesland (CR);2019;18.0;95.0
1956;Property tax on non-residential building;Zuidoost-Friesland (CR);2020;18.0;97.0
1957;Property tax on non-residential building;Zuidoost-Friesland (CR);2021;19.0;100.0
1958;Property tax on non-residential building;Zuidoost-Friesland (CR);2022;20.0;105.0
1959;Property tax on non-residential building;Zuidoost-Friesland (CR);2023;20.0;106.0
1960;Property tax on non-residential building;Zuidoost-Friesland (CR);2024;21.0;112.0
1961;Property tax on non-residential building;Zuidoost-Friesland (CR);2025;22.0;116.0
1962;Property tax on non-residential building;Noord-Drenthe (CR);2017;15.0;77.0
1963;Property tax on non-residential building;Noord-Drenthe (CR);2018;14.0;73.0
1964;Property tax on non-residential building;Noord-Drenthe (CR);2019;15.0;77.0
1965;Property tax on non-residential building;Noord-Drenthe (CR);2020;15.0;79.0
1966;Property tax on non-residential building;Noord-Drenthe (CR);2021;16.0;83.0
1967;Property tax on non-residential building;Noord-Drenthe (CR);2022;16.0;85.0
1968;Property tax on non-residential building;Noord-Drenthe (CR);2023;17.0;88.0
1969;Property tax on non-residential building;Noord-Drenthe (CR);2024;18.0;94.0
1970;Property tax on non-residential building;Noord-Drenthe (CR);2025;20.0;101.0
1971;Property tax on non-residential building;Zuidoost-Drenthe (CR);2017;14.0;86.0
1972;Property tax on non-residential building;Zuidoost-Drenthe (CR);2018;14.0;85.0
1973;Property tax on non-residential building;Zuidoost-Drenthe (CR);2019;15.0;88.0
1974;Property tax on non-residential building;Zuidoost-Drenthe (CR);2020;15.0;89.0
1975;Property tax on non-residential building;Zuidoost-Drenthe (CR);2021;16.0;95.0
1976;Property tax on non-residential building;Zuidoost-Drenthe (CR);2022;16.0;94.0
1977;Property tax on non-residential building;Zuidoost-Drenthe (CR);2023;16.0;95.0
1978;Property tax on non-residential building;Zuidoost-Drenthe (CR);2024;17.0;97.0
1979;Property tax on non-residential building;Zuidoost-Drenthe (CR);2025;17.0;99.0
1980;Property tax on non-residential building;Zuidwest-Drenthe (CR);2017;10.0;80.0
1981;Property tax on non-residential building;Zuidwest-Drenthe (CR);2018;11.0;82.0
1982;Property tax on non-residential building;Zuidwest-Drenthe (CR);2019;11.0;83.0
1983;Property tax on non-residential building;Zuidwest-Drenthe (CR);2020;12.0;89.0
1984;Property tax on non-residential building;Zuidwest-Drenthe (CR);2021;14.0;104.0
1985;Property tax on non-residential building;Zuidwest-Drenthe (CR);2022;14.0;102.0
1986;Property tax on non-residential building;Zuidwest-Drenthe (CR);2023;14.0;105.0
1987;Property tax on non-residential building;Zuidwest-Drenthe (CR);2024;15.0;112.0
1988;Property tax on non-residential building;Zuidwest-Drenthe (CR);2025;15.0;110.0
1989;Property tax on non-residential building;Noord-Overijssel (CR);2017;41.0;111.0
1990;Property tax on non-residential building;Noord-Overijssel (CR);2018;42.0;114.0
1991;Property tax on non-residential building;Noord-Overijssel (CR);2019;44.0;118.0
1992;Property tax on non-residential building;Noord-Overijssel (CR);2020;48.0;128.0
1993;Property tax on non-residential building;Noord-Overijssel (CR);2021;52.0;138.0
1994;Property tax on non-residential building;Noord-Overijssel (CR);2022;55.0;144.0
1995;Property tax on non-residential building;Noord-Overijssel (CR);2023;57.0;147.0
1996;Property tax on non-residential building;Noord-Overijssel (CR);2024;62.0;159.0
1997;Property tax on non-residential building;Noord-Overijssel (CR);2025;68.0;173.0
1998;Property tax on non-residential building;Zuidwest-Overijssel (CR);2017;16.0;102.0
1999;Property tax on non-residential building;Zuidwest-Overijssel (CR);2018;16.0;103.0
2000;Property tax on non-residential building;Zuidwest-Overijssel (CR);2019;16.0;105.0
2001;Property tax on non-residential building;Zuidwest-Overijssel (CR);2020;17.0;110.0
2002;Property tax on non-residential building;Zuidwest-Overijssel (CR);2021;18.0;111.0
2003;Property tax on non-residential building;Zuidwest-Overijssel (CR);2022;18.0;112.0
2004;Property tax on non-residential building;Zuidwest-Overijssel (CR);2023;18.0;113.0
2005;Property tax on non-residential building;Zuidwest-Overijssel (CR);2024;19.0;117.0
2006;Property tax on non-residential building;Zuidwest-Overijssel (CR);2025;20.0;123.0
2007;Property tax on non-residential building;Twente (CR);2017;68.0;108.0
2008;Property tax on non-residential building;Twente (CR);2018;71.0;113.0
2009;Property tax on non-residential building;Twente (CR);2019;75.0;120.0
2010;Property tax on non-residential building;Twente (CR);2020;81.0;129.0
2011;Property tax on non-residential building;Twente (CR);2021;85.0;135.0
2012;Property tax on non-residential building;Twente (CR);2022;87.0;138.0
2013;Property tax on non-residential building;Twente (CR);2023;90.0;141.0
2014;Property tax on non-residential building;Twente (CR);2024;95.0;149.0
2015;Property tax on non-residential building;Twente (CR);2025;104.0;161.0
2016;Property tax on non-residential building;Veluwe (CR);2017;63.0;93.0
2017;Property tax on non-residential building;Veluwe (CR);2018;69.0;101.0
2018;Property tax on non-residential building;Veluwe (CR);2019;70.0;101.0
2019;Property tax on non-residential building;Veluwe (CR);2020;75.0;107.0
2020;Property tax on non-residential building;Veluwe (CR);2021;76.0;109.0
2021;Property tax on non-residential building;Veluwe (CR);2022;79.0;112.0
2022;Property tax on non-residential building;Veluwe (CR);2023;83.0;116.0
2023;Property tax on non-residential building;Veluwe (CR);2024;89.0;123.0
2024;Property tax on non-residential building;Veluwe (CR);2025;94.0;130.0
2025;Property tax on non-residential building;Achterhoek (CR);2017;27.0;68.0
2026;Property tax on non-residential building;Achterhoek (CR);2018;28.0;70.0
2027;Property tax on non-residential building;Achterhoek (CR);2019;29.0;72.0
2028;Property tax on non-residential building;Achterhoek (CR);2020;31.0;76.0
2029;Property tax on non-residential building;Achterhoek (CR);2021;33.0;82.0
2030;Property tax on non-residential building;Achterhoek (CR);2022;35.0;86.0
2031;Property tax on non-residential building;Achterhoek (CR);2023;35.0;87.0
2032;Property tax on non-residential building;Achterhoek (CR);2024;36.0;89.0
2033;Property tax on non-residential building;Achterhoek (CR);2025;38.0;92.0
2034;Property tax on non-residential building;Arnhem/Nijmegen (CR);2017;90.0;123.0
2035;Property tax on non-residential building;Arnhem/Nijmegen (CR);2018;92.0;125.0
2036;Property tax on non-residential building;Arnhem/Nijmegen (CR);2019;94.0;127.0
2037;Property tax on non-residential building;Arnhem/Nijmegen (CR);2020;96.0;129.0
2038;Property tax on non-residential building;Arnhem/Nijmegen (CR);2021;100.0;134.0
2039;Property tax on non-residential building;Arnhem/Nijmegen (CR);2022;102.0;136.0
2040;Property tax on non-residential building;Arnhem/Nijmegen (CR);2023;106.0;140.0
2041;Property tax on non-residential building;Arnhem/Nijmegen (CR);2024;117.0;153.0
2042;Property tax on non-residential building;Arnhem/Nijmegen (CR);2025;125.0;163.0
2043;Property tax on non-residential building;Zuidwest-Gelderland (CR);2017;20.0;85.0
2044;Property tax on non-residential building;Zuidwest-Gelderland (CR);2018;22.0;90.0
2045;Property tax on non-residential building;Zuidwest-Gelderland (CR);2019;22.0;91.0
2046;Property tax on non-residential building;Zuidwest-Gelderland (CR);2020;23.0;94.0
2047;Property tax on non-residential building;Zuidwest-Gelderland (CR);2021;25.0;100.0
2048;Property tax on non-residential building;Zuidwest-Gelderland (CR);2022;26.0;103.0
2049;Property tax on non-residential building;Zuidwest-Gelderland (CR);2023;27.0;106.0
2050;Property tax on non-residential building;Zuidwest-Gelderland (CR);2024;28.0;111.0
2051;Property tax on non-residential building;Zuidwest-Gelderland (CR);2025;31.0;121.0
2052;Property tax on non-residential building;Utrecht (CR);2017;138.0;108.0
2053;Property tax on non-residential building;Utrecht (CR);2018;140.0;108.0
2054;Property tax on non-residential building;Utrecht (CR);2019;148.0;110.0
2055;Property tax on non-residential building;Utrecht (CR);2020;159.0;118.0
2056;Property tax on non-residential building;Utrecht (CR);2021;170.0;125.0
2057;Property tax on non-residential building;Utrecht (CR);2022;183.0;133.0
2058;Property tax on non-residential building;Utrecht (CR);2023;208.0;150.0
2059;Property tax on non-residential building;Utrecht (CR);2024;225.0;160.0
2060;Property tax on non-residential building;Utrecht (CR);2025;252.0;179.0
2061;Property tax on non-residential building;Kop van Noord-Holland (CR);2017;25.0;68.0
2062;Property tax on non-residential building;Kop van Noord-Holland (CR);2018;26.0;69.0
2063;Property tax on non-residential building;Kop van Noord-Holland (CR);2019;27.0;71.0
2064;Property tax on non-residential building;Kop van Noord-Holland (CR);2020;28.0;75.0
2065;Property tax on non-residential building;Kop van Noord-Holland (CR);2021;30.0;80.0
2066;Property tax on non-residential building;Kop van Noord-Holland (CR);2022;32.0;84.0
2067;Property tax on non-residential building;Kop van Noord-Holland (CR);2023;36.0;93.0
2068;Property tax on non-residential building;Kop van Noord-Holland (CR);2024;38.0;98.0
2069;Property tax on non-residential building;Kop van Noord-Holland (CR);2025;39.0;100.0
2070;Property tax on non-residential building;Alkmaar en omgeving (CR);2017;22.0;90.0
2071;Property tax on non-residential building;Alkmaar en omgeving (CR);2018;23.0;92.0
2072;Property tax on non-residential building;Alkmaar en omgeving (CR);2019;23.0;93.0
2073;Property tax on non-residential building;Alkmaar en omgeving (CR);2020;25.0;99.0
2074;Property tax on non-residential building;Alkmaar en omgeving (CR);2021;25.0;101.0
2075;Property tax on non-residential building;Alkmaar en omgeving (CR);2022;28.0;112.0
2076;Property tax on non-residential building;Alkmaar en omgeving (CR);2023;30.0;116.0
2077;Property tax on non-residential building;Alkmaar en omgeving (CR);2024;32.0;123.0
2078;Property tax on non-residential building;Alkmaar en omgeving (CR);2025;35.0;134.0
2079;Property tax on non-residential building;IJmond (CR);2017;15.0;78.0
2080;Property tax on non-residential building;IJmond (CR);2018;15.0;77.0
2081;Property tax on non-residential building;IJmond (CR);2019;16.0;80.0
2082;Property tax on non-residential building;IJmond (CR);2020;16.0;81.0
2083;Property tax on non-residential building;IJmond (CR);2021;17.0;84.0
2084;Property tax on non-residential building;IJmond (CR);2022;17.0;87.0
2085;Property tax on non-residential building;IJmond (CR);2023;18.0;89.0
2086;Property tax on non-residential building;IJmond (CR);2024;20.0;98.0
2087;Property tax on non-residential building;IJmond (CR);2025;22.0;108.0
2088;Property tax on non-residential building;Agglomeratie Haarlem (CR);2017;22.0;96.0
2089;Property tax on non-residential building;Agglomeratie Haarlem (CR);2018;23.0;97.0
2090;Property tax on non-residential building;Agglomeratie Haarlem (CR);2019;22.0;98.0
2091;Property tax on non-residential building;Agglomeratie Haarlem (CR);2020;23.0;101.0
2092;Property tax on non-residential building;Agglomeratie Haarlem (CR);2021;24.0;104.0
2093;Property tax on non-residential building;Agglomeratie Haarlem (CR);2022;24.0;106.0
2094;Property tax on non-residential building;Agglomeratie Haarlem (CR);2023;26.0;110.0
2095;Property tax on non-residential building;Agglomeratie Haarlem (CR);2024;27.0;116.0
2096;Property tax on non-residential building;Agglomeratie Haarlem (CR);2025;29.0;120.0
2097;Property tax on non-residential building;Zaanstreek (CR);2017;15.0;91.0
2098;Property tax on non-residential building;Zaanstreek (CR);2018;17.0;102.0
2099;Property tax on non-residential building;Zaanstreek (CR);2019;18.0;102.0
2100;Property tax on non-residential building;Zaanstreek (CR);2020;18.0;103.0
2101;Property tax on non-residential building;Zaanstreek (CR);2021;18.0;105.0
2102;Property tax on non-residential building;Zaanstreek (CR);2022;19.0;108.0
2103;Property tax on non-residential building;Zaanstreek (CR);2023;20.0;111.0
2104;Property tax on non-residential building;Zaanstreek (CR);2024;20.0;115.0
2105;Property tax on non-residential building;Zaanstreek (CR);2025;21.0;117.0
2106;Property tax on non-residential building;Groot-Amsterdam (CR);2017;181.0;134.0
2107;Property tax on non-residential building;Groot-Amsterdam (CR);2018;184.0;135.0
2108;Property tax on non-residential building;Groot-Amsterdam (CR);2019;192.0;140.0
2109;Property tax on non-residential building;Groot-Amsterdam (CR);2020;199.0;143.0
2110;Property tax on non-residential building;Groot-Amsterdam (CR);2021;232.0;166.0
2111;Property tax on non-residential building;Groot-Amsterdam (CR);2022;238.0;168.0
2112;Property tax on non-residential building;Groot-Amsterdam (CR);2023;281.0;192.0
2113;Property tax on non-residential building;Groot-Amsterdam (CR);2024;308.0;209.0
2114;Property tax on non-residential building;Groot-Amsterdam (CR);2025;361.0;243.0
2115;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2017;17.0;69.0
2116;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2018;17.0;69.0
2117;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2019;18.0;70.0
2118;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2020;18.0;70.0
2119;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2021;19.0;73.0
2120;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2022;19.0;73.0
2121;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2023;19.0;80.0
2122;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2024;21.0;85.0
2123;Property tax on non-residential building;Het Gooi en Vechtstreek (CR);2025;22.0;88.0
2124;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2017;46.0;108.0
2125;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2018;48.0;113.0
2126;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2019;51.0;120.0
2127;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2020;53.0;123.0
2128;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2021;55.0;128.0
2129;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2022;61.0;140.0
2130;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2023;64.0;145.0
2131;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2024;70.0;156.0
2132;Property tax on non-residential building;Agglomeratie Leiden en Bollenstreek (CR);2025;78.0;173.0
2133;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2017;80.0;94.0
2134;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2018;81.0;94.0
2135;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2019;86.0;98.0
2136;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2020;89.0;101.0
2137;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2021;99.0;112.0
2138;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2022;103.0;115.0
2139;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2023;121.0;133.0
2140;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2024;128.0;140.0
2141;Property tax on non-residential building;Agglomeratie 's-Gravenhage (CR);2025;134.0;146.0
2142;Property tax on non-residential building;Delft en Westland (CR);2017;27.0;118.0
2143;Property tax on non-residential building;Delft en Westland (CR);2018;27.0;118.0
2144;Property tax on non-residential building;Delft en Westland (CR);2019;28.0;120.0
2145;Property tax on non-residential building;Delft en Westland (CR);2020;32.0;135.0
2146;Property tax on non-residential building;Delft en Westland (CR);2021;32.0;138.0
2147;Property tax on non-residential building;Delft en Westland (CR);2022;33.0;140.0
2148;Property tax on non-residential building;Delft en Westland (CR);2023;35.0;145.0
2149;Property tax on non-residential building;Delft en Westland (CR);2024;39.0;161.0
2150;Property tax on non-residential building;Delft en Westland (CR);2025;42.0;171.0
2151;Property tax on non-residential building;Oost-Zuid-Holland (CR);2017;26.0;81.0
2152;Property tax on non-residential building;Oost-Zuid-Holland (CR);2018;27.0;82.0
2153;Property tax on non-residential building;Oost-Zuid-Holland (CR);2019;28.0;84.0
2154;Property tax on non-residential building;Oost-Zuid-Holland (CR);2020;29.0;86.0
2155;Property tax on non-residential building;Oost-Zuid-Holland (CR);2021;30.0;89.0
2156;Property tax on non-residential building;Oost-Zuid-Holland (CR);2022;32.0;94.0
2157;Property tax on non-residential building;Oost-Zuid-Holland (CR);2023;34.0;99.0
2158;Property tax on non-residential building;Oost-Zuid-Holland (CR);2024;36.0;104.0
2159;Property tax on non-residential building;Oost-Zuid-Holland (CR);2025;44.0;125.0
2160;Property tax on non-residential building;Groot-Rijnmond (CR);2017;234.0;164.0
2161;Property tax on non-residential building;Groot-Rijnmond (CR);2018;239.0;167.0
2162;Property tax on non-residential building;Groot-Rijnmond (CR);2019;242.0;168.0
2163;Property tax on non-residential building;Groot-Rijnmond (CR);2020;252.0;173.0
2164;Property tax on non-residential building;Groot-Rijnmond (CR);2021;266.0;182.0
2165;Property tax on non-residential building;Groot-Rijnmond (CR);2022;277.0;188.0
2166;Property tax on non-residential building;Groot-Rijnmond (CR);2023;305.0;205.0
2167;Property tax on non-residential building;Groot-Rijnmond (CR);2024;349.0;232.0
2168;Property tax on non-residential building;Groot-Rijnmond (CR);2025;377.0;250.0
2169;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2017;36.0;89.0
2170;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2018;36.0;89.0
2171;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2019;34.0;92.0
2172;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2020;34.0;92.0
2173;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2021;35.0;94.0
2174;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2022;37.0;99.0
2175;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2023;41.0;108.0
2176;Property tax on non-residential building;Zuidoost-Zuid-Holland (CR);2024;45.0;117.0
