ID;LeeftijdReferentiepersoon;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
385;106;2046;529422;504787;22178;1941;516;19483;17411;1845;227
386;106;2047;524469;500027;21992;1936;514;19319;17264;1830;225
387;106;2048;516081;491913;21727;1932;509;19055;17029;1804;222
388;106;2049;503380;479567;21385;1921;507;18634;16653;1764;217
389;106;2050;489163;465703;21058;1903;499;18133;16206;1716;211
390;106;2051;474220;451116;20727;1884;493;17617;15745;1667;205
391;106;2052;460600;437812;20426;1874;488;17140;15319;1621;200
392;106;2053;447543;425032;20165;1861;485;16655;14886;1575;194
393;106;2054;435934;413655;19945;1854;480;16184;14465;1530;189
394;106;2055;423909;401826;19774;1835;474;15658;13995;1481;182
395;106;2056;415456;393503;19664;1820;469;15228;13610;1441;177
396;106;2057;408623;386748;19595;1812;468;14862;13282;1407;173
397;106;2058;403534;381690;19570;1807;467;14546;13000;1377;169
398;106;2059;401183;379313;19605;1800;465;14339;12815;1358;166
399;106;2060;401471;379523;19692;1793;463;14225;12713;1347;165
400;107;2011;42661;41129;1383;113;36;6754;6062;616;76
401;107;2012;45063;43423;1480;121;39;6845;6141;626;78
402;107;2013;47451;45698;1585;128;40;6833;6129;626;78
403;107;2014;50073;48215;1683;133;42;6918;6206;634;78
404;107;2015;52663;50722;1762;137;42;6956;6239;638;79
405;107;2016;55647;53601;1858;144;44;7086;6356;649;81
406;107;2017;58567;56427;1943;150;47;7164;6426;657;81
407;107;2018;61730;59483;2041;157;49;7273;6525;666;82
408;107;2019;64485;62152;2119;162;52;7295;6543;669;83
409;107;2020;67483;65025;2232;170;56;7335;6579;673;83
410;107;2021;70423;67861;2328;176;58;7387;6624;679;84
411;107;2022;73626;70952;2429;183;62;7421;6656;682;83
412;107;2023;76640;73856;2535;186;63;7435;6666;685;84
413;107;2024;80560;77638;2665;192;65;7492;6718;690;84
414;107;2025;84429;81369;2789;203;68;7559;6778;696;85
415;107;2026;88676;85465;2942;202;67;7639;6850;703;86
416;107;2027;92003;88649;3078;208;68;7677;6884;706;87
417;107;2028;95896;92383;3223;220;70;7768;6966;714;88
418;107;2029;101116;97426;3386;231;73;7933;7114;729;90
419;107;2030;106789;102939;3533;242;75;8146;7305;749;92
420;107;2031;110498;106487;3680;254;77;8301;7444;763;94
421;107;2032;123070;118858;3872;263;77;8856;7944;812;100
422;107;2033;132556;128178;4030;271;77;9354;8392;856;106
423;107;2034;138885;134372;4157;279;77;9709;8711;888;110
424;107;2035;142905;138272;4269;286;78;9980;8954;913;113
425;107;2036;145401;140666;4366;291;78;10195;9146;933;116
426;107;2037;147149;142322;4452;296;79;10368;9297;954;117
427;107;2038;149189;144262;4547;301;79;10555;9462;974;119
428;107;2039;150439;145409;4645;306;79;10698;9589;989;120
429;107;2040;151685;146555;4738;312;80;10821;9698;1001;122
430;107;2041;153005;147777;4832;316;80;10958;9820;1014;124
431;107;2042;154167;148841;4925;320;81;11002;9862;1016;124
432;107;2043;155814;150383;5026;324;81;11070;9923;1022;125
433;107;2044;158127;152596;5123;327;81;11190;10031;1033;126
434;107;2045;161041;155413;5216;331;81;11349;10173;1048;128
435;107;2046;164002;158285;5300;335;82;11493;10303;1061;129
436;107;2047;167431;161631;5382;336;82;11673;10464;1078;131
437;107;2048;170593;164721;5453;338;81;11828;10602;1092;134
438;107;2049;174021;168082;5520;338;81;11981;10740;1106;135
439;107;2050;177311;171317;5577;337;80;12129;10872;1121;136
440;107;2051;179547;173514;5615;338;80;12211;10944;1129;138
441;107;2052;180638;174580;5641;338;79;12239;10968;1133;138
442;107;2053;181182;175108;5654;341;79;12237;10966;1134;137
443;107;2054;181593;175517;5654;343;79;12215;10945;1133;137
444;107;2055;183141;177059;5659;344;79;12244;10970;1137;137
445;107;2056;183470;177409;5643;341;77;12207;10937;1133;137
446;107;2057;182316;176296;5606;338;76;12087;10829;1123;135
447;107;2058;179545;173586;5551;333;75;11901;10662;1106;133
448;107;2059;174949;169065;5482;328;74;11609;10399;1080;130
449;107;2060;170021;164209;5415;323;74;11272;10094;1052;126
450;108;2011;691;660;27;4;0;453;403;47;3
451;108;2012;723;692;27;4;0;483;430;50;3
452;108;2013;777;746;27;4;0;493;439;51;3
453;108;2014;820;785;31;4;0;505;450;52;3
454;108;2015;890;853;33;4;0;534;475;55;4
455;108;2016;1037;996;37;4;0;583;519;60;4
456;108;2017;1163;1119;39;5;0;620;552;64;4
457;108;2018;1275;1227;43;5;0;652;580;68;4
458;108;2019;1398;1346;46;6;0;679;604;70;5
459;108;2020;1491;1437;48;6;0;698;621;72;5
460;108;2021;1603;1546;51;6;0;714;635;74;5
461;108;2022;1722;1661;54;7;0;742;660;77;5
462;108;2023;1844;1780;57;7;0;755;672;78;5
463;108;2024;1977;1909;61;7;0;781;695;81;5
464;108;2025;2107;2035;65;7;0;801;713;83;5
465;108;2026;2264;2188;68;8;0;832;740;86;6
466;108;2027;2405;2324;73;8;0;861;766;89;6
467;108;2028;2552;2466;78;8;0;885;787;92;6
468;108;2029;2666;2578;80;8;0;892;794;92;6
469;108;2030;2798;2707;82;9;0;908;808;94;6
470;108;2031;2930;2830;91;9;0;919;818;95;6
471;108;2032;3082;2979;94;9;0;938;835;97;6
472;108;2033;3214;3109;96;9;0;951;846;99;6
473;108;2034;3426;3315;101;10;0;975;867;101;7
474;108;2035;3617;3501;106;10;0;1000;889;104;7
475;108;2036;3839;3717;112;10;0;1029;915;107;7
476;108;2037;3980;3854;116;10;0;1046;931;108;7
477;108;2038;4179;4048;120;11;0;1074;956;111;7
478;108;2039;4480;4343;126;11;0;1120;996;116;8
479;108;2040;4802;4659;132;11;0;1174;1044;122;8
480;108;2041;4952;4803;137;12;0;1203;1070;125;8
481;108;2042;5844;5689;143;12;0;1336;1189;138;9
482;108;2043;6362;6199;150;13;0;1433;1275;148;10
483;108;2044;6597;6430;154;13;0;1494;1329;155;10
484;108;2045;6687;6516;158;13;0;1522;1354;158;10
485;108;2046;6732;6557;162;13;0;1537;1368;159;10
486;108;2047;6778;6601;164;13;0;1558;1386;161;11
487;108;2048;6918;6736;168;14;0;1582;1407;164;11
488;108;2049;7035;6845;176;14;0;1609;1431;167;11
489;108;2050;7182;6985;183;14;0;1633;1453;169;11
490;108;2051;7330;7129;186;15;0;1660;1477;172;11
491;108;2052;7544;7340;189;15;0;1695;1508;176;11
492;108;2053;7761;7552;194;15;0;1727;1536;179;12
493;108;2054;8000;7789;196;15;0;1761;1567;182;12
494;108;2055;8272;8058;199;15;0;1805;1606;187;12
495;108;2056;8531;8309;207;15;0;1837;1635;190;12
496;108;2057;8822;8599;208;15;0;1881;1673;195;13
497;108;2058;9089;8861;213;15;0;1918;1706;199;13
498;108;2059;9373;9141;217;15;0;1952;1737;202;13
499;108;2060;9639;9406;218;15;0;1986;1767;206;13
500;1;2011;5244;4782;272;115;75;1338;1264;68;6
501;1;2012;5252;4763;282;125;82;1452;1366;80;6
502;1;2013;5218;4719;282;131;86;1499;1408;84;7
503;1;2014;5183;4683;282;132;86;1477;1386;84;7
504;1;2015;5094;4594;282;132;86;1420;1334;80;6
505;1;2016;5102;4598;284;134;86;1415;1326;83;6
506;1;2017;5132;4623;286;136;87;1429;1337;86;6
507;1;2018;5226;4706;292;139;89;1445;1354;84;7
508;1;2019;5268;4741;296;141;90;1449;1358;84;7
509;1;2020;5297;4763;299;144;91;1458;1366;85;7
510;1;2021;5252;4717;300;144;91;1441;1349;85;7
511;1;2022;5220;4684;300;145;91;1428;1337;84;7
512;1;2023;5160;4627;298;145;90;1407;1319;82;6
513;1;2024;5034;4507;295;143;89;1373;1287;80;6
514;1;2025;4943;4420;293;142;88;1344;1260;78;6
515;1;2026;4885;4366;291;141;87;1334;1251;77;6
516;1;2027;4840;4321;291;141;87;1330;1247;77;6
517;1;2028;4870;4348;293;142;87;1335;1251;78;6
518;1;2029;4839;4316;293;143;87;1333;1250;77;6
519;1;2030;4797;4277;292;142;86;1321;1238;77;6
520;1;2031;4770;4251;291;142;86;1315;1233;76;6
521;1;2032;4764;4244;292;142;86;1312;1230;76;6
522;1;2033;4769;4250;292;142;85;1314;1232;76;6
523;1;2034;4781;4259;293;143;86;1317;1235;76;6
524;1;2035;4800;4278;294;143;85;1322;1239;77;6
525;1;2036;4825;4301;295;143;86;1329;1246;77;6
526;1;2037;4859;4332;297;144;86;1334;1251;77;6
527;1;2038;4895;4365;300;144;86;1341;1257;78;6
528;1;2039;4929;4396;302;145;86;1348;1264;78;6
529;1;2040;4964;4428;305;145;86;1352;1268;78;6
530;1;2041;4994;4457;306;145;86;1360;1275;79;6
531;1;2042;5024;4485;308;145;86;1364;1279;79;6
532;1;2043;5048;4507;310;146;85;1370;1285;79;6
533;1;2044;5069;4528;311;145;85;1374;1288;80;6
534;1;2045;5087;4544;313;145;85;1376;1290;80;6
535;1;2046;5100;4556;314;145;85;1377;1291;80;6
536;1;2047;5115;4570;316;145;84;1378;1292;80;6
537;1;2048;5123;4576;318;145;84;1378;1292;80;6
538;1;2049;5132;4584;319;145;84;1377;1291;80;6
539;1;2050;5135;4586;320;145;84;1375;1289;80;6
540;1;2051;5135;4588;320;144;83;1373;1287;80;6
541;1;2052;5128;4581;320;144;83;1369;1284;79;6
542;1;2053;5117;4572;319;143;83;1364;1279;79;6
543;1;2054;5105;4561;319;143;82;1359;1274;79;6
544;1;2055;5090;4546;319;143;82;1352;1268;78;6
545;1;2056;5073;4530;319;142;82;1348;1264;78;6
546;1;2057;5056;4515;317;142;82;1342;1259;77;6
547;1;2058;5040;4500;317;141;82;1338;1255;77;6
548;1;2059;5028;4488;317;141;82;1334;1251;77;6
549;1;2060;5015;4476;316;141;82;1331;1249;76;6
550;2;2011;68730;59074;7335;1935;386;11254;8891;2054;309
551;2;2012;70066;60111;7512;2039;404;11557;9053;2178;326
552;2;2013;70943;60703;7670;2149;421;11977;9293;2336;348
553;2;2014;72052;61553;7811;2250;438;12388;9525;2493;370
554;2;2015;73036;62398;7862;2328;448;12632;9641;2614;377
555;2;2016;72613;61929;7856;2376;452;12627;9604;2656;367
556;2;2017;72045;61358;7829;2403;455;12515;9494;2650;371
557;2;2018;71494;60803;7812;2421;458;12449;9451;2625;373
558;2;2019;71260;60547;7800;2452;461;12394;9385;2638;371
559;2;2020;70917;60158;7818;2478;463;12329;9323;2638;368
560;2;2021;71503;60635;7888;2514;466;12425;9384;2670;371
561;2;2022;72245;61246;7972;2554;473;12580;9496;2705;379
562;2;2023;73295;62164;8054;2596;481;12701;9591;2725;385
563;2;2024;73550;62350;8090;2625;485;12737;9612;2737;388
564;2;2025;73373;62165;8074;2645;489;12720;9595;2737;388
565;2;2026;72326;61186;8007;2644;489;12529;9449;2697;383
566;2;2027;71247;60201;7922;2636;488;12347;9313;2656;378
567;2;2028;69871;58949;7814;2621;487;12144;9167;2606;371
568;2;2029;68245;57463;7702;2597;483;11922;9006;2553;363
569;2;2030;67230;56547;7626;2578;479;11784;8905;2521;358
570;2;2031;66758;56126;7584;2570;478;11728;8864;2508;356
571;2;2032;66473;55877;7555;2564;477;11705;8843;2506;356
572;2;2033;66774;56180;7549;2567;478;11716;8851;2508;357
573;2;2034;66540;55978;7522;2562;478;11684;8829;2499;356
574;2;2035;66249;55722;7497;2554;476;11628;8789;2485;354
575;2;2036;66167;55659;7485;2548;475;11609;8777;2479;353
576;2;2037;66300;55790;7490;2546;474;11621;8787;2481;353
577;2;2038;66596;56068;7508;2546;474;11656;8814;2488;354
578;2;2039;66996;56433;7540;2549;474;11699;8847;2497;355
579;2;2040;67473;56871;7576;2553;473;11759;8893;2509;357
580;2;2041;68008;57357;7619;2559;473;11826;8943;2524;359
581;2;2042;68582;57874;7667;2567;474;11895;8995;2539;361
582;2;2043;69144;58384;7712;2574;474;11960;9044;2553;363
583;2;2044;69679;58866;7757;2582;474;12028;9095;2568;365
584;2;2045;70167;59301;7800;2591;475;12085;9137;2581;367
585;2;2046;70595;59685;7836;2598;476;12135;9174;2592;369
586;2;2047;70983;60031;7870;2606;476;12175;9204;2601;370
587;2;2048;71308;60322;7898;2611;477;12208;9229;2608;371
588;2;2049;71581;60565;7922;2617;477;12236;9249;2615;372
589;2;2050;71805;60765;7942;2621;477;12255;9263;2619;373
590;2;2051;71976;60916;7957;2625;478;12268;9273;2622;373
591;2;2052;72109;61036;7967;2628;478;12273;9277;2623;373
592;2;2053;72188;61104;7974;2631;479;12274;9277;2623;374
593;2;2054;72207;61126;7971;2631;479;12262;9268;2621;373
594;2;2055;72159;61084;7966;2630;479;12248;9257;2618;373
595;2;2056;72040;60981;7953;2627;479;12216;9233;2611;372
596;2;2057;71853;60816;7935;2623;479;12180;9207;2602;371
597;2;2058;71617;60610;7913;2616;478;12134;9174;2590;370
598;2;2059;71343;60369;7888;2608;478;12089;9142;2577;370
599;2;2060;71047;60111;7860;2599;477;12043;9110;2564;369
600;3;2011;219129;151819;42726;20137;4447;25637;16060;7384;2193
601;3;2012;222388;154163;43244;20482;4499;26058;16354;7493;2211
602;3;2013;227151;157473;44051;21074;4553;26363;16555;7625;2183
603;3;2014;232183;160915;44913;21715;4640;26676;16746;7746;2184
604;3;2015;235853;163182;45578;22387;4706;27018;16908;7924;2186
605;3;2016;240286;166290;46177;23064;4755;27553;17182;8177;2194
606;3;2017;243449;168370;46635;23648;4796;27977;17384;8401;2192
607;3;2018;245539;169679;46875;24155;4830;28357;17532;8627;2198
608;3;2019;247550;171100;46991;24595;4864;28726;17684;8822;2220
609;3;2020;249116;172327;46990;24919;4880;28951;17756;8964;2231
610;3;2021;247392;170572;46856;25095;4869;28796;17618;8971;2207
611;3;2022;245711;168895;46713;25234;4869;28548;17429;8935;2184
612;3;2023;244362;167456;46651;25385;4870;28436;17348;8927;2161
613;3;2024;244477;167291;46713;25588;4885;28445;17344;8947;2154
614;3;2025;244746;167160;46864;25819;4903;28470;17356;8965;2149
615;3;2026;247097;168937;47138;26094;4928;28805;17545;9087;2173
616;3;2027;249083;170425;47346;26353;4959;29172;17752;9217;2203
617;3;2028;250998;172014;47446;26553;4985;29419;17893;9303;2223
618;3;2029;250928;171990;47335;26613;4990;29478;17912;9333;2233
619;3;2030;249260;170705;47018;26557;4980;29380;17844;9307;2229
620;3;2031;245526;167673;46516;26385;4952;28932;17565;9169;2198
621;3;2032;241899;164845;45970;26166;4918;28508;17303;9036;2169
622;3;2033;237713;161503;45420;25913;4877;28054;17039;8883;2132
623;3;2034;234058;158604;44948;25670;4836;27623;16791;8737;2095
624;3;2035;232172;157243;44646;25482;4801;27379;16647;8656;2076
625;3;2036;231423;156830;44459;25357;4777;27281;16587;8625;2069
626;3;2037;230971;156619;44338;25258;4756;27229;16547;8614;2068
627;3;2038;231537;157303;44303;25192;4739;27238;16550;8618;2070
628;3;2039;231021;156950;44247;25104;4720;27179;16519;8596;2064
629;3;2040;230581;156617;44227;25035;4702;27076;16460;8560;2056
630;3;2041;230753;156789;44268;25005;4691;27056;16450;8552;2054
631;3;2042;231460;157391;44368;25014;4687;27096;16476;8564;2056
632;3;2043;232585;158316;44532;25051;4686;27185;16532;8591;2062
633;3;2044;233955;159415;44739;25112;4689;27302;16605;8627;2070
634;3;2045;235504;160644;44965;25197;4698;27443;16691;8671;2081
635;3;2046;237157;161948;45200;25298;4711;27594;16783;8719;2092
636;3;2047;238846;163273;45435;25410;4728;27754;16880;8770;2104
637;3;2048;240487;164553;45665;25524;4745;27914;16977;8821;2116
638;3;2049;242000;165730;45874;25634;4762;28056;17062;8867;2127
639;3;2050;243358;166777;46061;25740;4780;28184;17139;8908;2137
640;3;2051;244527;167675;46217;25838;4797;28297;17207;8944;2146
641;3;2052;245539;168454;46346;25925;4814;28394;17265;8976;2153
642;3;2053;246355;169083;46445;25999;4828;28468;17309;9000;2159
643;3;2054;246988;169568;46517;26061;4842;28524;17343;9018;2163
644;3;2055;247472;169942;46565;26112;4853;28569;17369;9033;2167
645;3;2056;247785;170191;46583;26148;4863;28595;17384;9042;2169
646;3;2057;247957;170343;46574;26169;4871;28612;17393;9048;2171
647;3;2058;247935;170350;46538;26171;4876;28605;17387;9046;2172
648;3;2059;247719;170213;46473;26154;4879;28581;17370;9039;2172
649;3;2060;247299;169917;46385;26118;4879;28531;17338;9023;2170
650;4;2011;316527;125653;87344;80339;23191;36792;19286;12626;4880
651;4;2012;318004;126728;87363;80672;23241;37763;19739;13009;5015
652;4;2013;319689;127709;87422;81232;23326;38431;20008;13294;5129
653;4;2014;320312;127579;87619;81792;23322;39105;20332;13574;5199
654;4;2015;322682;128242;88315;82764;23361;39804;20725;13832;5247
655;4;2016;323537;127274;88946;83936;23381;40091;20899;13968;5224
656;4;2017;326882;127901;89868;85592;23521;40540;21121;14184;5235
657;4;2018;332391;130146;90886;87623;23736;41137;21395;14479;5263
658;4;2019;337958;132464;91817;89694;23983;41783;21682;14804;5297
659;4;2020;342197;133897;92466;91644;24190;42386;21948;15120;5318
660;4;2021;348121;137343;92987;93425;24366;43134;22289;15486;5359
661;4;2022;352323;139683;93233;94903;24504;43663;22502;15778;5383
662;4;2023;354937;141096;93198;96053;24590;44081;22639;16032;5410
663;4;2024;357181;142539;93056;96961;24625;44474;22775;16266;5433
664;4;2025;358913;143855;92935;97561;24562;44731;22852;16445;5434
665;4;2026;356365;141363;92704;97874;24424;44482;22684;16429;5369
666;4;2027;354054;138963;92540;98231;24320;44110;22469;16353;5288
667;4;2028;352255;136727;92542;98723;24263;43963;22392;16344;5227
668;4;2029;352941;136534;92735;99386;24286;44039;22437;16399;5203
669;4;2030;353975;136575;92892;100144;24364;44153;22499;16463;5191
670;4;2031;357673;139201;93037;100947;24488;44698;22753;16696;5249
671;4;2032;360511;141456;92935;101525;24595;45224;22991;16920;5313
672;4;2033;363012;143999;92621;101753;24639;45546;23134;17057;5355
673;4;2034;363126;145040;92007;101495;24584;45602;23132;17096;5374
674;4;2035;360723;144282;91179;100829;24433;45401;23012;17031;5358
675;4;2036;355667;141390;90178;99879;24220;44703;22642;16778;5283
676;4;2037;350885;138743;89261;98892;23989;44044;22301;16534;5209
677;4;2038;345378;135217;88494;97920;23747;43364;21974;16269;5121
678;4;2039;341262;132682;87923;97116;23541;42759;21689;16030;5040
679;4;2040;339313;131769;87593;96562;23389;42435;21528;15907;5000
680;4;2041;338510;131623;87407;96198;23282;42293;21451;15857;4985
681;4;2042;337911;131495;87290;95927;23199;42208;21395;15832;4981
682;4;2043;338416;132211;87322;95752;23131;42206;21390;15833;4983
683;4;2044;337721;131722;87378;95564;23057;42114;21350;15795;4969
684;4;2045;337194;131217;87494;95472;23011;41972;21283;15739;4950
685;4;2046;337441;131207;87707;95525;23002;41953;21277;15730;4946
686;4;2047;338368;131621;88006;95712;23029;42022;21315;15754;4953
687;4;2048;339819;132358;88387;95997;23077;42157;21386;15803;4968
688;4;2049;341608;133296;88814;96354;23144;42332;21478;15867;4987
689;4;2050;343627;134376;89249;96771;23231;42544;21588;15945;5011
690;4;2051;345795;135570;89674;97220;23331;42770;21703;16030;5037
691;4;2052;347962;136778;90071;97675;23438;43009;21824;16119;5066
692;4;2053;350048;137960;90433;98113;23542;43242;21942;16207;5093
693;4;2054;351957;139045;90750;98519;23643;43448;22045;16285;5118
694;4;2055;353636;140004;91012;98884;23736;43639;22141;16357;5141
695;4;2056;355057;140818;91217;99201;23821;43797;22220;16417;5160
696;4;2057;356250;141516;91368;99470;23896;43930;22286;16468;5176
697;4;2058;357193;142081;91467;99685;23960;44039;22340;16510;5189
698;4;2059;357897;142521;91514;99848;24014;44123;22381;16542;5200
699;4;2060;358409;142881;91517;99956;24055;44182;22410;16565;5207
700;5;2011;401474;79999;88073;166970;66432;59419;27547;22790;9082
701;5;2012;381722;74880;83955;159328;63559;56578;26145;21700;8733
702;5;2013;366725;70378;80871;153805;61671;54488;25142;20849;8497
703;5;2014;359470;68251;79267;151336;60616;53413;24580;20469;8364
704;5;2015;355247;67295;78167;149911;59874;52884;24263;20328;8293
705;5;2016;356713;69007;77859;150160;59687;53137;24301;20495;8341
706;5;2017;357675;69800;77565;150815;59495;53584;24406;20772;8406
707;5;2018;358490;69811;77373;151907;59399;53835;24414;20983;8438
708;5;2019;358299;68451;77282;153255;59311;54009;24421;21156;8432
709;5;2020;360229;67995;77603;155270;59361;54439;24568;21426;8445
710;5;2021;360970;66205;77852;157429;59484;54589;24581;21594;8414
711;5;2022;364485;66238;78215;160169;59863;55083;24735;21909;8439
712;5;2023;370321;67969;78652;163276;60424;55907;25034;22357;8516
713;5;2024;376083;69776;79052;166304;60951;56828;25377;22848;8603
714;5;2025;380502;70912;79271;168956;61363;57621;25679;23278;8664
715;5;2026;386724;74231;79451;171343;61699;58578;26054;23770;8754
716;5;2027;391022;76457;79508;173204;61853;59232;26284;24142;8806
717;5;2028;393548;77701;79482;174530;61835;59735;26445;24448;8842
718;5;2029;395663;78893;79421;175623;61726;60189;26588;24740;8861
719;5;2030;397352;79949;79430;176456;61517;60496;26657;24973;8866
720;5;2031;394777;77323;79278;176933;61243;60145;26444;24925;8776
721;5;2032;392623;74879;79132;177531;61081;59665;26187;24812;8666
722;5;2033;391128;72734;79036;178306;61052;59470;26066;24806;8598
723;5;2034;392387;72917;78999;179284;61187;59583;26088;24912;8583
724;5;2035;393978;73561;78843;180178;61396;59735;26140;25016;8579
725;5;2036;398204;76882;78699;180977;61646;60435;26428;25336;8671
726;5;2037;401330;79855;78420;181291;61764;61092;26696;25632;8764
727;5;2038;403937;83082;78098;181065;61692;61506;26863;25818;8825
728;5;2039;404061;84872;77655;180153;61381;61558;26869;25848;8841
729;5;2040;401433;84686;77094;178765;60888;61279;26727;25741;8811
730;5;2041;396073;82293;76446;177056;60278;60370;26315;25367;8688
731;5;2042;391046;80015;75871;175465;59695;59506;25925;25012;8569
732;5;2043;385266;76751;75374;173998;59143;58617;25533;24645;8439
733;5;2044;381112;74561;75013;172835;58703;57834;25191;24319;8324
734;5;2045;379128;73819;74812;172085;58412;57415;25002;24147;8266
735;5;2046;378224;73663;74723;171617;58221;57226;24912;24072;8242
736;5;2047;377486;73406;74693;171303;58084;57106;24853;24024;8229
737;5;2048;377850;73840;74776;171220;58014;57104;24848;24026;8230
738;5;2049;377059;73108;74876;171136;57939;56971;24787;23973;8211
739;5;2050;376491;72337;75020;171207;57927;56788;24706;23898;8184
740;5;2051;376742;72016;75226;171501;57999;56761;24694;23887;8180
741;5;2052;377694;72080;75483;171987;58144;56843;24731;23921;8191
742;5;2053;379203;72457;75775;172624;58347;57015;24808;23993;8214
743;5;2054;381056;73036;76085;173349;58586;57245;24911;24088;8246
744;5;2055;383151;73779;76395;174126;58851;57518;25032;24202;8284
745;5;2056;385378;74649;76691;174912;59126;57819;25165;24327;8327
746;5;2057;387594;75559;76962;175676;59397;58124;25300;24454;8370
747;5;2058;389724;76480;77200;176389;59655;58428;25434;24581;8413
748;5;2059;391649;77333;77399;177027;59890;58700;25554;24694;8452
749;5;2060;393333;78102;77566;177574;60091;58946;25663;24797;8486
750;6;2011;489183;78090;85488;222159;103446;88118;41994;33832;12292
751;6;2012;483274;76771;84540;219406;102557;89171;42633;34106;12432
752;6;2013;473198;74866;82629;214868;100835;89286;42693;34131;12462
753;6;2014;456276;71640;79258;207493;97885;87725;41859;33482;12384
754;6;2015;432967;66577;75187;197602;93601;84122;40061;32035;12026
755;6;2016;409581;60865;71196;188084;89436;80241;38114;30496;11631
756;6;2017;390392;55984;67813;180639;85956;76590;36248;29111;11231
757;6;2018;375740;51567;65257;175427;83489;73637;34742;27989;10906
758;6;2019;368625;49400;63770;173256;82199;72128;33920;27475;10733
759;6;2020;364424;48181;62799;172210;81234;71272;33412;27246;10614
760;6;2021;365755;49423;62451;172915;80966;71479;33431;27427;10621
761;6;2022;366539;49787;62073;173917;80762;71821;33506;27674;10641
762;6;2023;367130;49453;61774;175249;80654;71951;33471;27857;10623
763;6;2024;366775;47963;61547;176674;80591;71911;33367;27962;10582
764;6;2025;368511;47445;61564;178742;80760;72243;33429;28226;10588
765;6;2026;369176;45784;61559;180830;81003;72314;33358;28391;10565
766;6;2027;372565;45813;61769;183488;81495;72919;33555;28760;10604
767;6;2028;378239;47383;62214;186463;82179;74013;34016;29288;10709
768;6;2029;383782;48986;62664;189365;82767;75253;34555;29874;10824
769;6;2030;388093;50008;63063;191806;83216;76340;35050;30374;10916
770;6;2031;394173;53019;63417;194091;83646;77627;35621;30957;11049
771;6;2032;398394;55027;63656;195871;83840;78496;35986;31386;11124
772;6;2033;400883;56138;63774;197133;83838;79126;36240;31719;11167
773;6;2034;403047;57251;63815;198193;83788;79690;36463;32032;11195
774;6;2035;404855;58320;63769;199052;83714;80068;36583;32276;11209
775;6;2036;402543;56108;63557;199366;83512;79608;36314;32181;11113
776;6;2037;400661;54136;63418;199720;83387;78979;35971;32015;10993
777;6;2038;399430;52486;63368;200196;83380;78729;35806;31991;10932
778;6;2039;400858;52982;63420;200906;83550;78866;35828;32106;10932
779;6;2040;402560;53877;63472;201479;83732;79070;35899;32229;10942
780;6;2041;406762;57163;63566;202085;83948;79974;36303;32619;11052
781;6;2042;409806;60056;63542;202232;83976;80800;36674;32971;11155
782;6;2043;412306;63130;63423;201938;83815;81313;36900;33191;11222
783;6;2044;412362;64835;63150;200998;83379;81371;36923;33220;11228
784;6;2045;409711;64688;62690;199582;82751;80983;36728;33073;11182
785;6;2046;404408;62507;62173;197773;81955;79803;36174;32603;11026
786;6;2047;399457;60420;61689;196121;81227;78688;35647;32161;10880
787;6;2048;393769;57405;61223;194580;80561;77522;35091;31701;10730
788;6;2049;389709;55369;60898;193393;80049;76509;34611;31299;10599
789;6;2050;387746;54612;60705;192688;79741;75973;34357;31086;10530
790;6;2051;386815;54355;60603;192296;79561;75720;34235;30987;10498
791;6;2052;386043;53988;60545;192062;79448;75557;34159;30923;10475
792;6;2053;386357;54254;60527;192115;79461;75542;34145;30922;10475
793;6;2054;385564;53470;60503;192131;79460;75369;34055;30858;10456
794;6;2055;384994;52650;60542;192284;79518;75135;33943;30766;10426
795;6;2056;385247;52258;60643;192668;79678;75096;33922;30752;10422
796;6;2057;386175;52217;60798;193241;79919;75210;33973;30799;10438
797;6;2058;387639;52474;60976;193960;80229;75435;34076;30890;10469
798;6;2059;389437;52925;61177;194760;80575;75733;34213;31011;10509
