ID;SBI93;Perioden;Omzet_1;Prijs_2;Volume_3;Omzet_4;Prijs_5;Volume_6
368;93022 Schoonheidsverzorging;1994 3e kwartaal;67;;;7.8;;
369;93022 Schoonheidsverzorging;1994 oktober;73;;;7.4;;
370;93022 Schoonheidsverzorging;1994 november;79;;;8.0;;
371;93022 Schoonheidsverzorging;1994 december;88;;;8.3;;
372;93022 Schoonheidsverzorging;1994 4e kwartaal;80;;;7.9;;
373;93022 Schoonheidsverzorging;1994;74;;;12.3;;
374;93022 Schoonheidsverzorging;1995 januari;74;;;12.7;;
375;93022 Schoonheidsverzorging;1995 februari;71;;;6.3;;
376;93022 Schoonheidsverzorging;1995 maart;91;;;10.1;;
377;93022 Schoonheidsverzorging;1995 1e kwartaal;79;;;9.7;;
378;93022 Schoonheidsverzorging;1995 april;80;;;8.2;;
379;93022 Schoonheidsverzorging;1995 mei;88;;;11.8;;
380;93022 Schoonheidsverzorging;1995 juni;90;;;12.6;;
381;93022 Schoonheidsverzorging;1995 2e kwartaal;86;;;10.9;;
382;93022 Schoonheidsverzorging;1995 juli;69;;;6.9;;
383;93022 Schoonheidsverzorging;1995 augustus;76;;;14.8;;
384;93022 Schoonheidsverzorging;1995 september;83;;;17.7;;
385;93022 Schoonheidsverzorging;1995 3e kwartaal;76;;;13.3;;
386;93022 Schoonheidsverzorging;1995 oktober;86;;;16.4;;
387;93022 Schoonheidsverzorging;1995 november;86;;;9.0;;
388;93022 Schoonheidsverzorging;1995 december;92;;;4.3;;
389;93022 Schoonheidsverzorging;1995 4e kwartaal;88;;;9.5;;
390;93022 Schoonheidsverzorging;1995;82;;;10.8;;
391;93022 Schoonheidsverzorging;1996 januari;80;;;8.0;;
392;93022 Schoonheidsverzorging;1996 februari;77;;;8.0;;
393;93022 Schoonheidsverzorging;1996 maart;84;;;-7.8;;
394;93022 Schoonheidsverzorging;1996 1e kwartaal;80;;;2.0;;
395;93022 Schoonheidsverzorging;1996 april;88;;;9.3;;
396;93022 Schoonheidsverzorging;1996 mei;92;;;4.7;;
397;93022 Schoonheidsverzorging;1996 juni;89;;;-1.1;;
398;93022 Schoonheidsverzorging;1996 2e kwartaal;89;;;4.1;;
399;93022 Schoonheidsverzorging;1996 juli;80;;;16.5;;
400;93022 Schoonheidsverzorging;1996 augustus;74;;;-2.8;;
401;93022 Schoonheidsverzorging;1996 september;76;;;-8.6;;
402;93022 Schoonheidsverzorging;1996 3e kwartaal;77;;;0.9;;
403;93022 Schoonheidsverzorging;1996 oktober;92;;;7.1;;
404;93022 Schoonheidsverzorging;1996 november;82;;;-5.4;;
405;93022 Schoonheidsverzorging;1996 december;93;;;0.9;;
406;93022 Schoonheidsverzorging;1996 4e kwartaal;89;;;0.8;;
407;93022 Schoonheidsverzorging;1996;84;;;2.0;;
408;93022 Schoonheidsverzorging;1997 januari;79;;;-1.3;;
409;93022 Schoonheidsverzorging;1997 februari;74;;;-4.1;;
410;93022 Schoonheidsverzorging;1997 maart;83;;;-0.2;;
411;93022 Schoonheidsverzorging;1997 1e kwartaal;79;;;-1.8;;
412;93022 Schoonheidsverzorging;1997 april;86;;;-2.1;;
413;93022 Schoonheidsverzorging;1997 mei;90;;;-1.9;;
414;93022 Schoonheidsverzorging;1997 juni;85;;;-4.9;;
415;93022 Schoonheidsverzorging;1997 2e kwartaal;87;;;-3.0;;
416;93022 Schoonheidsverzorging;1997 juli;85;;;6.4;;
417;93022 Schoonheidsverzorging;1997 augustus;66;;;-11.0;;
418;93022 Schoonheidsverzorging;1997 september;83;;;8.8;;
419;93022 Schoonheidsverzorging;1997 3e kwartaal;78;;;1.6;;
420;93022 Schoonheidsverzorging;1997 oktober;87;;;-4.8;;
421;93022 Schoonheidsverzorging;1997 november;82;;;0.7;;
422;93022 Schoonheidsverzorging;1997 december;97;;;4.4;;
423;93022 Schoonheidsverzorging;1997 4e kwartaal;89;;;0.1;;
424;93022 Schoonheidsverzorging;1997;83;;;-0.8;;
425;93022 Schoonheidsverzorging;1998 januari;83;;;4.8;;
426;93022 Schoonheidsverzorging;1998 februari;80;;;8.8;;
427;93022 Schoonheidsverzorging;1998 maart;91;;;9.7;;
428;93022 Schoonheidsverzorging;1998 1e kwartaal;85;;;7.8;;
429;93022 Schoonheidsverzorging;1998 april;93;;;8.2;;
430;93022 Schoonheidsverzorging;1998 mei;92;;;2.7;;
431;93022 Schoonheidsverzorging;1998 juni;90;;;6.7;;
432;93022 Schoonheidsverzorging;1998 2e kwartaal;92;;;5.8;;
433;93022 Schoonheidsverzorging;1998 juli;92;;;8.4;;
434;93022 Schoonheidsverzorging;1998 augustus;71;;;7.3;;
435;93022 Schoonheidsverzorging;1998 september;91;;;9.6;;
436;93022 Schoonheidsverzorging;1998 3e kwartaal;85;;;8.6;;
437;93022 Schoonheidsverzorging;1998 oktober;89;;;2.6;;
438;93022 Schoonheidsverzorging;1998 november;89;;;7.6;;
439;93022 Schoonheidsverzorging;1998 december;100;;;3.1;;
440;93022 Schoonheidsverzorging;1998 4e kwartaal;93;;;4.3;;
441;93022 Schoonheidsverzorging;1998;89;;;6.5;;
442;93022 Schoonheidsverzorging;1999 januari;83;;;-0.6;;
443;93022 Schoonheidsverzorging;1999 februari;78;;;-3.5;;
444;93022 Schoonheidsverzorging;1999 maart;101;;;9.9;;
445;93022 Schoonheidsverzorging;1999 1e kwartaal;87;;;2.2;;
446;93022 Schoonheidsverzorging;1999 april;93;;;0.4;;
447;93022 Schoonheidsverzorging;1999 mei;88;;;-4.1;;
448;93022 Schoonheidsverzorging;1999 juni;100;;;10.0;;
449;93022 Schoonheidsverzorging;1999 2e kwartaal;94;;;2.1;;
450;93022 Schoonheidsverzorging;1999 juli;84;;;-9.1;;
451;93022 Schoonheidsverzorging;1999 augustus;81;;;14.3;;
452;93022 Schoonheidsverzorging;1999 september;89;;;-2.7;;
453;93022 Schoonheidsverzorging;1999 3e kwartaal;84;;;-0.3;;
454;93022 Schoonheidsverzorging;1999 oktober;96;;;7.0;;
455;93022 Schoonheidsverzorging;1999 november;101;;;14.5;;
456;93022 Schoonheidsverzorging;1999 december;113;;;13.6;;
457;93022 Schoonheidsverzorging;1999 4e kwartaal;103;;;11.8;;
458;93022 Schoonheidsverzorging;1999;92;;;4.1;;
459;93022 Schoonheidsverzorging;2000 januari;89;;;8.1;;
460;93022 Schoonheidsverzorging;2000 februari;98;;;26.4;;
461;93022 Schoonheidsverzorging;2000 maart;107;;;5.9;;
462;93022 Schoonheidsverzorging;2000 1e kwartaal;98;;;12.7;;
463;93022 Schoonheidsverzorging;2000 april;103;;;10.3;;
464;93022 Schoonheidsverzorging;2000 mei;109;;;22.7;;
465;93022 Schoonheidsverzorging;2000 juni;101;;;1.9;;
466;93022 Schoonheidsverzorging;2000 2e kwartaal;104;;;11.2;;
467;93022 Schoonheidsverzorging;2000 juli;89;;;6.1;;
468;93022 Schoonheidsverzorging;2000 augustus;89;;;9.5;;
469;93022 Schoonheidsverzorging;2000 september;97;;;9.2;;
470;93022 Schoonheidsverzorging;2000 3e kwartaal;91;;;8.3;;
471;93022 Schoonheidsverzorging;2000 oktober;100;;;4.9;;
472;93022 Schoonheidsverzorging;2000 november;107;;;5.2;;
473;93022 Schoonheidsverzorging;2000 december;112;;;-1.0;;
474;93022 Schoonheidsverzorging;2000 4e kwartaal;106;;;2.8;;
475;93022 Schoonheidsverzorging;2000;100;;;8.5;;
476;93022 Schoonheidsverzorging;2001 januari;100;;;12.2;;
477;93022 Schoonheidsverzorging;2001 februari;99;;;0.6;;
478;93022 Schoonheidsverzorging;2001 maart;115;;;8.1;;
479;93022 Schoonheidsverzorging;2001 1e kwartaal;105;;;6.8;;
480;93022 Schoonheidsverzorging;2001 april;108;;;5.3;;
481;93022 Schoonheidsverzorging;2001 mei;117;;;7.9;;
482;93022 Schoonheidsverzorging;2001 juni;110;;;8.1;;
483;93022 Schoonheidsverzorging;2001 2e kwartaal;112;;;7.1;;
484;93022 Schoonheidsverzorging;2001 juli;102;;;15.0;;
485;93022 Schoonheidsverzorging;2001 augustus;102;;;14.9;;
486;93022 Schoonheidsverzorging;2001 september;109;;;13.2;;
487;93022 Schoonheidsverzorging;2001 3e kwartaal;105;;;14.3;;
488;93022 Schoonheidsverzorging;2001 oktober;123;;;22.1;;
489;93022 Schoonheidsverzorging;2001 november;123;;;14.9;;
490;93022 Schoonheidsverzorging;2001 december;121;;;7.8;;
491;93022 Schoonheidsverzorging;2001 4e kwartaal;122;;;14.7;;
492;93022 Schoonheidsverzorging;2001;111;;;10.7;;
493;93022 Schoonheidsverzorging;2002 januari;112;;;12.0;;
494;93022 Schoonheidsverzorging;2002 februari;109;;;10.6;;
495;93022 Schoonheidsverzorging;2002 maart;123;;;6.4;;
496;93022 Schoonheidsverzorging;2002 1e kwartaal;115;;;9.5;;
497;93022 Schoonheidsverzorging;2002 april;123;;;13.4;;
498;93022 Schoonheidsverzorging;2002 mei;132;;;12.5;;
499;93022 Schoonheidsverzorging;2002 juni;126;;;14.6;;
500;93022 Schoonheidsverzorging;2002 2e kwartaal;127;;;13.5;;
501;93022 Schoonheidsverzorging;2002 juli;119;;;16.5;;
502;93022 Schoonheidsverzorging;2002 augustus;108;;;5.5;;
503;93022 Schoonheidsverzorging;2002 september;125;;;13.8;;
504;93022 Schoonheidsverzorging;2002 3e kwartaal;117;;;12.0;;
505;93022 Schoonheidsverzorging;2002 oktober;137;;;11.7;;
506;93022 Schoonheidsverzorging;2002 november;135;;;9.8;;
507;93022 Schoonheidsverzorging;2002 december;136;;;12.7;;
508;93022 Schoonheidsverzorging;2002 4e kwartaal;136;;;11.4;;
509;93022 Schoonheidsverzorging;2002;124;;;11.6;;
