ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
1398;29-30 Transportmiddelenindustrie;03 Commerciële beroepen;2018;
1399;29-30 Transportmiddelenindustrie;03 Commerciële beroepen;2019;
1400;29-30 Transportmiddelenindustrie;03 Commerciële beroepen;2020;
1401;29-30 Transportmiddelenindustrie;03 Commerciële beroepen;2021;
1402;29-30 Transportmiddelenindustrie;03 Commerciële beroepen;2022;
1403;29-30 Transportmiddelenindustrie;03 Commerciële beroepen;2023;
1404;29-30 Transportmiddelenindustrie;031 Adviseurs marketing, public relat...;2018;
1405;29-30 Transportmiddelenindustrie;031 Adviseurs marketing, public relat...;2019;
1406;29-30 Transportmiddelenindustrie;031 Adviseurs marketing, public relat...;2020;
1407;29-30 Transportmiddelenindustrie;031 Adviseurs marketing, public relat...;2021;
1408;29-30 Transportmiddelenindustrie;031 Adviseurs marketing, public relat...;2022;
1409;29-30 Transportmiddelenindustrie;031 Adviseurs marketing, public relat...;2023;
1410;29-30 Transportmiddelenindustrie;032 Vertegenwoordigers en inkopers;2018;
1411;29-30 Transportmiddelenindustrie;032 Vertegenwoordigers en inkopers;2019;
1412;29-30 Transportmiddelenindustrie;032 Vertegenwoordigers en inkopers;2020;
1413;29-30 Transportmiddelenindustrie;032 Vertegenwoordigers en inkopers;2021;
1414;29-30 Transportmiddelenindustrie;032 Vertegenwoordigers en inkopers;2022;
1415;29-30 Transportmiddelenindustrie;032 Vertegenwoordigers en inkopers;2023;
1416;29-30 Transportmiddelenindustrie;033 Verkopers;2018;
1417;29-30 Transportmiddelenindustrie;033 Verkopers;2019;
1418;29-30 Transportmiddelenindustrie;033 Verkopers;2020;
1419;29-30 Transportmiddelenindustrie;033 Verkopers;2021;
1420;29-30 Transportmiddelenindustrie;033 Verkopers;2022;
1421;29-30 Transportmiddelenindustrie;033 Verkopers;2023;
1422;29-30 Transportmiddelenindustrie;04 Bedrijfseconomische en administrat...;2018;
1423;29-30 Transportmiddelenindustrie;04 Bedrijfseconomische en administrat...;2019;
1424;29-30 Transportmiddelenindustrie;04 Bedrijfseconomische en administrat...;2020;
1425;29-30 Transportmiddelenindustrie;04 Bedrijfseconomische en administrat...;2021;
1426;29-30 Transportmiddelenindustrie;04 Bedrijfseconomische en administrat...;2022;
1427;29-30 Transportmiddelenindustrie;04 Bedrijfseconomische en administrat...;2023;
1428;29-30 Transportmiddelenindustrie;041 Specialisten bedrijfsbeheer en ad...;2018;
1429;29-30 Transportmiddelenindustrie;041 Specialisten bedrijfsbeheer en ad...;2019;
1430;29-30 Transportmiddelenindustrie;041 Specialisten bedrijfsbeheer en ad...;2020;
1431;29-30 Transportmiddelenindustrie;041 Specialisten bedrijfsbeheer en ad...;2021;
1432;29-30 Transportmiddelenindustrie;041 Specialisten bedrijfsbeheer en ad...;2022;
1433;29-30 Transportmiddelenindustrie;041 Specialisten bedrijfsbeheer en ad...;2023;
1434;29-30 Transportmiddelenindustrie;042 Vakspecialisten bedrijfsbeheer en...;2018;
1435;29-30 Transportmiddelenindustrie;042 Vakspecialisten bedrijfsbeheer en...;2019;
1436;29-30 Transportmiddelenindustrie;042 Vakspecialisten bedrijfsbeheer en...;2020;
1437;29-30 Transportmiddelenindustrie;042 Vakspecialisten bedrijfsbeheer en...;2021;
1438;29-30 Transportmiddelenindustrie;042 Vakspecialisten bedrijfsbeheer en...;2022;
1439;29-30 Transportmiddelenindustrie;042 Vakspecialisten bedrijfsbeheer en...;2023;
1440;29-30 Transportmiddelenindustrie;043 Administratief personeel;2018;
1441;29-30 Transportmiddelenindustrie;043 Administratief personeel;2019;
1442;29-30 Transportmiddelenindustrie;043 Administratief personeel;2020;
1443;29-30 Transportmiddelenindustrie;043 Administratief personeel;2021;
1444;29-30 Transportmiddelenindustrie;043 Administratief personeel;2022;
1445;29-30 Transportmiddelenindustrie;043 Administratief personeel;2023;
1446;29-30 Transportmiddelenindustrie;05 Managers;2018;
1447;29-30 Transportmiddelenindustrie;05 Managers;2019;
1448;29-30 Transportmiddelenindustrie;05 Managers;2020;
1449;29-30 Transportmiddelenindustrie;05 Managers;2021;
1450;29-30 Transportmiddelenindustrie;05 Managers;2022;
1451;29-30 Transportmiddelenindustrie;05 Managers;2023;
1452;29-30 Transportmiddelenindustrie;052 Managers op administratief en com...;2018;
1453;29-30 Transportmiddelenindustrie;052 Managers op administratief en com...;2019;
1454;29-30 Transportmiddelenindustrie;052 Managers op administratief en com...;2020;
1455;29-30 Transportmiddelenindustrie;052 Managers op administratief en com...;2021;
1456;29-30 Transportmiddelenindustrie;052 Managers op administratief en com...;2022;
1457;29-30 Transportmiddelenindustrie;052 Managers op administratief en com...;2023;
1458;29-30 Transportmiddelenindustrie;053 Managers productie en gespecialis...;2018;
1459;29-30 Transportmiddelenindustrie;053 Managers productie en gespecialis...;2019;
1460;29-30 Transportmiddelenindustrie;053 Managers productie en gespecialis...;2020;
1461;29-30 Transportmiddelenindustrie;053 Managers productie en gespecialis...;2021;
1462;29-30 Transportmiddelenindustrie;053 Managers productie en gespecialis...;2022;
1463;29-30 Transportmiddelenindustrie;053 Managers productie en gespecialis...;2023;
1464;29-30 Transportmiddelenindustrie;06 Openbaar bestuur, veiligheid en ju...;2018;
1465;29-30 Transportmiddelenindustrie;06 Openbaar bestuur, veiligheid en ju...;2019;
1466;29-30 Transportmiddelenindustrie;06 Openbaar bestuur, veiligheid en ju...;2020;
1467;29-30 Transportmiddelenindustrie;06 Openbaar bestuur, veiligheid en ju...;2021;
1468;29-30 Transportmiddelenindustrie;06 Openbaar bestuur, veiligheid en ju...;2022;
1469;29-30 Transportmiddelenindustrie;06 Openbaar bestuur, veiligheid en ju...;2023;
1470;29-30 Transportmiddelenindustrie;061 Overheidsambtenaren en -bestuurders;2018;
1471;29-30 Transportmiddelenindustrie;061 Overheidsambtenaren en -bestuurders;2019;
1472;29-30 Transportmiddelenindustrie;061 Overheidsambtenaren en -bestuurders;2020;
1473;29-30 Transportmiddelenindustrie;061 Overheidsambtenaren en -bestuurders;2021;
1474;29-30 Transportmiddelenindustrie;061 Overheidsambtenaren en -bestuurders;2022;
1475;29-30 Transportmiddelenindustrie;061 Overheidsambtenaren en -bestuurders;2023;
1476;29-30 Transportmiddelenindustrie;062 Juristen;2018;
1477;29-30 Transportmiddelenindustrie;062 Juristen;2019;
1478;29-30 Transportmiddelenindustrie;062 Juristen;2020;
1479;29-30 Transportmiddelenindustrie;062 Juristen;2021;
1480;29-30 Transportmiddelenindustrie;062 Juristen;2022;
1481;29-30 Transportmiddelenindustrie;062 Juristen;2023;
1482;29-30 Transportmiddelenindustrie;07 Technische beroepen;2018;4.2
1483;29-30 Transportmiddelenindustrie;07 Technische beroepen;2019;3.6
1484;29-30 Transportmiddelenindustrie;07 Technische beroepen;2020;2.2
1485;29-30 Transportmiddelenindustrie;07 Technische beroepen;2021;2.9
1486;29-30 Transportmiddelenindustrie;07 Technische beroepen;2022;2.5
1487;29-30 Transportmiddelenindustrie;07 Technische beroepen;2023;2.8
1488;29-30 Transportmiddelenindustrie;072 Vakspecialisten natuur en techniek;2018;
1489;29-30 Transportmiddelenindustrie;072 Vakspecialisten natuur en techniek;2019;
1490;29-30 Transportmiddelenindustrie;072 Vakspecialisten natuur en techniek;2020;
1491;29-30 Transportmiddelenindustrie;072 Vakspecialisten natuur en techniek;2021;
1492;29-30 Transportmiddelenindustrie;072 Vakspecialisten natuur en techniek;2022;
1493;29-30 Transportmiddelenindustrie;072 Vakspecialisten natuur en techniek;2023;
1494;29-30 Transportmiddelenindustrie;073 Bouwarbeiders;2018;
1495;29-30 Transportmiddelenindustrie;073 Bouwarbeiders;2019;
1496;29-30 Transportmiddelenindustrie;073 Bouwarbeiders;2020;
1497;29-30 Transportmiddelenindustrie;073 Bouwarbeiders;2021;
1498;29-30 Transportmiddelenindustrie;073 Bouwarbeiders;2022;
1499;29-30 Transportmiddelenindustrie;073 Bouwarbeiders;2023;
1500;29-30 Transportmiddelenindustrie;074 Metaalarbeiders, machinemonteurs;2018;
1501;29-30 Transportmiddelenindustrie;074 Metaalarbeiders, machinemonteurs;2019;
1502;29-30 Transportmiddelenindustrie;074 Metaalarbeiders, machinemonteurs;2020;
1503;29-30 Transportmiddelenindustrie;074 Metaalarbeiders, machinemonteurs;2021;
1504;29-30 Transportmiddelenindustrie;074 Metaalarbeiders, machinemonteurs;2022;
1505;29-30 Transportmiddelenindustrie;074 Metaalarbeiders, machinemonteurs;2023;
1506;29-30 Transportmiddelenindustrie;076 Elektriciens en elektronicamonteurs;2018;
1507;29-30 Transportmiddelenindustrie;076 Elektriciens en elektronicamonteurs;2019;
1508;29-30 Transportmiddelenindustrie;076 Elektriciens en elektronicamonteurs;2020;
1509;29-30 Transportmiddelenindustrie;076 Elektriciens en elektronicamonteurs;2021;
1510;29-30 Transportmiddelenindustrie;076 Elektriciens en elektronicamonteurs;2022;
1511;29-30 Transportmiddelenindustrie;076 Elektriciens en elektronicamonteurs;2023;
1512;29-30 Transportmiddelenindustrie;08 ICT beroepen;2018;
1513;29-30 Transportmiddelenindustrie;08 ICT beroepen;2019;
1514;29-30 Transportmiddelenindustrie;08 ICT beroepen;2020;
1515;29-30 Transportmiddelenindustrie;08 ICT beroepen;2021;
1516;29-30 Transportmiddelenindustrie;08 ICT beroepen;2022;
1517;29-30 Transportmiddelenindustrie;08 ICT beroepen;2023;
1518;29-30 Transportmiddelenindustrie;081 Specialisten ICT;2018;
1519;29-30 Transportmiddelenindustrie;081 Specialisten ICT;2019;
1520;29-30 Transportmiddelenindustrie;081 Specialisten ICT;2020;
1521;29-30 Transportmiddelenindustrie;081 Specialisten ICT;2021;
1522;29-30 Transportmiddelenindustrie;081 Specialisten ICT;2022;
1523;29-30 Transportmiddelenindustrie;081 Specialisten ICT;2023;
1524;29-30 Transportmiddelenindustrie;082 Vakspecialisten ICT;2018;
1525;29-30 Transportmiddelenindustrie;082 Vakspecialisten ICT;2019;
1526;29-30 Transportmiddelenindustrie;082 Vakspecialisten ICT;2020;
1527;29-30 Transportmiddelenindustrie;082 Vakspecialisten ICT;2021;
1528;29-30 Transportmiddelenindustrie;082 Vakspecialisten ICT;2022;
1529;29-30 Transportmiddelenindustrie;082 Vakspecialisten ICT;2023;
1530;29-30 Transportmiddelenindustrie;10 Zorg en welzijn beroepen;2018;
1531;29-30 Transportmiddelenindustrie;10 Zorg en welzijn beroepen;2019;
1532;29-30 Transportmiddelenindustrie;10 Zorg en welzijn beroepen;2020;
1533;29-30 Transportmiddelenindustrie;10 Zorg en welzijn beroepen;2021;
1534;29-30 Transportmiddelenindustrie;10 Zorg en welzijn beroepen;2022;
1535;29-30 Transportmiddelenindustrie;10 Zorg en welzijn beroepen;2023;
1536;29-30 Transportmiddelenindustrie;101 Artsen, therapeuten en gespeciali...;2018;
1537;29-30 Transportmiddelenindustrie;101 Artsen, therapeuten en gespeciali...;2019;
1538;29-30 Transportmiddelenindustrie;101 Artsen, therapeuten en gespeciali...;2020;
1539;29-30 Transportmiddelenindustrie;101 Artsen, therapeuten en gespeciali...;2021;
1540;29-30 Transportmiddelenindustrie;101 Artsen, therapeuten en gespeciali...;2022;
1541;29-30 Transportmiddelenindustrie;101 Artsen, therapeuten en gespeciali...;2023;
1542;29-30 Transportmiddelenindustrie;102 Specialisten op maatschappelijk g...;2018;
1543;29-30 Transportmiddelenindustrie;102 Specialisten op maatschappelijk g...;2019;
1544;29-30 Transportmiddelenindustrie;102 Specialisten op maatschappelijk g...;2020;
1545;29-30 Transportmiddelenindustrie;102 Specialisten op maatschappelijk g...;2021;
1546;29-30 Transportmiddelenindustrie;102 Specialisten op maatschappelijk g...;2022;
1547;29-30 Transportmiddelenindustrie;102 Specialisten op maatschappelijk g...;2023;
1548;29-30 Transportmiddelenindustrie;103 Vakspecialisten gezondheidszorg;2018;
1549;29-30 Transportmiddelenindustrie;103 Vakspecialisten gezondheidszorg;2019;
1550;29-30 Transportmiddelenindustrie;103 Vakspecialisten gezondheidszorg;2020;
1551;29-30 Transportmiddelenindustrie;103 Vakspecialisten gezondheidszorg;2021;
1552;29-30 Transportmiddelenindustrie;103 Vakspecialisten gezondheidszorg;2022;
1553;29-30 Transportmiddelenindustrie;103 Vakspecialisten gezondheidszorg;2023;
1554;29-30 Transportmiddelenindustrie;105 Verzorgenden;2018;
1555;29-30 Transportmiddelenindustrie;105 Verzorgenden;2019;
1556;29-30 Transportmiddelenindustrie;105 Verzorgenden;2020;
1557;29-30 Transportmiddelenindustrie;105 Verzorgenden;2021;
1558;29-30 Transportmiddelenindustrie;105 Verzorgenden;2022;
1559;29-30 Transportmiddelenindustrie;105 Verzorgenden;2023;
1560;29-30 Transportmiddelenindustrie;11 Dienstverlenende beroepen;2018;
1561;29-30 Transportmiddelenindustrie;11 Dienstverlenende beroepen;2019;
1562;29-30 Transportmiddelenindustrie;11 Dienstverlenende beroepen;2020;
1563;29-30 Transportmiddelenindustrie;11 Dienstverlenende beroepen;2021;
1564;29-30 Transportmiddelenindustrie;11 Dienstverlenende beroepen;2022;
1565;29-30 Transportmiddelenindustrie;11 Dienstverlenende beroepen;2023;
1566;29-30 Transportmiddelenindustrie;111 Medewerkers persoonlijke dienstve...;2018;
1567;29-30 Transportmiddelenindustrie;111 Medewerkers persoonlijke dienstve...;2019;
1568;29-30 Transportmiddelenindustrie;111 Medewerkers persoonlijke dienstve...;2020;
1569;29-30 Transportmiddelenindustrie;111 Medewerkers persoonlijke dienstve...;2021;
1570;29-30 Transportmiddelenindustrie;111 Medewerkers persoonlijke dienstve...;2022;
1571;29-30 Transportmiddelenindustrie;111 Medewerkers persoonlijke dienstve...;2023;
1572;29-30 Transportmiddelenindustrie;112 Schoonmakers en keukenhulpen;2018;
1573;29-30 Transportmiddelenindustrie;112 Schoonmakers en keukenhulpen;2019;
1574;29-30 Transportmiddelenindustrie;112 Schoonmakers en keukenhulpen;2020;
1575;29-30 Transportmiddelenindustrie;112 Schoonmakers en keukenhulpen;2021;
1576;29-30 Transportmiddelenindustrie;112 Schoonmakers en keukenhulpen;2022;
1577;29-30 Transportmiddelenindustrie;112 Schoonmakers en keukenhulpen;2023;
1578;29-30 Transportmiddelenindustrie;12 Transport en logistiek beroepen;2018;
1579;29-30 Transportmiddelenindustrie;12 Transport en logistiek beroepen;2019;
1580;29-30 Transportmiddelenindustrie;12 Transport en logistiek beroepen;2020;
1581;29-30 Transportmiddelenindustrie;12 Transport en logistiek beroepen;2021;
1582;29-30 Transportmiddelenindustrie;12 Transport en logistiek beroepen;2022;
1583;29-30 Transportmiddelenindustrie;12 Transport en logistiek beroepen;2023;
1584;29-30 Transportmiddelenindustrie;121 Bestuurders voertuigen en bediene...;2018;
1585;29-30 Transportmiddelenindustrie;121 Bestuurders voertuigen en bediene...;2019;
1586;29-30 Transportmiddelenindustrie;121 Bestuurders voertuigen en bediene...;2020;
1587;29-30 Transportmiddelenindustrie;121 Bestuurders voertuigen en bediene...;2021;
1588;29-30 Transportmiddelenindustrie;121 Bestuurders voertuigen en bediene...;2022;
1589;29-30 Transportmiddelenindustrie;121 Bestuurders voertuigen en bediene...;2023;
1590;29-30 Transportmiddelenindustrie;122 Hulpkrachten transport en logistiek;2018;
1591;29-30 Transportmiddelenindustrie;122 Hulpkrachten transport en logistiek;2019;
1592;29-30 Transportmiddelenindustrie;122 Hulpkrachten transport en logistiek;2020;
1593;29-30 Transportmiddelenindustrie;122 Hulpkrachten transport en logistiek;2021;
1594;29-30 Transportmiddelenindustrie;122 Hulpkrachten transport en logistiek;2022;
1595;29-30 Transportmiddelenindustrie;122 Hulpkrachten transport en logistiek;2023;
1596;31-33 Overige industrie en reparatie;01 Pedagogische beroepen;2018;
1597;31-33 Overige industrie en reparatie;01 Pedagogische beroepen;2019;
1598;31-33 Overige industrie en reparatie;01 Pedagogische beroepen;2020;
1599;31-33 Overige industrie en reparatie;01 Pedagogische beroepen;2021;
1600;31-33 Overige industrie en reparatie;01 Pedagogische beroepen;2022;
1601;31-33 Overige industrie en reparatie;01 Pedagogische beroepen;2023;
1602;31-33 Overige industrie en reparatie;011 Docenten;2018;
1603;31-33 Overige industrie en reparatie;011 Docenten;2019;
1604;31-33 Overige industrie en reparatie;011 Docenten;2020;
1605;31-33 Overige industrie en reparatie;011 Docenten;2021;
1606;31-33 Overige industrie en reparatie;011 Docenten;2022;
1607;31-33 Overige industrie en reparatie;011 Docenten;2023;
1608;31-33 Overige industrie en reparatie;013 Leidsters kinderopvang en onderw...;2018;
1609;31-33 Overige industrie en reparatie;013 Leidsters kinderopvang en onderw...;2019;
1610;31-33 Overige industrie en reparatie;013 Leidsters kinderopvang en onderw...;2020;
1611;31-33 Overige industrie en reparatie;013 Leidsters kinderopvang en onderw...;2021;
1612;31-33 Overige industrie en reparatie;013 Leidsters kinderopvang en onderw...;2022;
1613;31-33 Overige industrie en reparatie;013 Leidsters kinderopvang en onderw...;2023;
1614;31-33 Overige industrie en reparatie;02 Creatieve en taalkundige beroepen;2018;
1615;31-33 Overige industrie en reparatie;02 Creatieve en taalkundige beroepen;2019;
1616;31-33 Overige industrie en reparatie;02 Creatieve en taalkundige beroepen;2020;
1617;31-33 Overige industrie en reparatie;02 Creatieve en taalkundige beroepen;2021;
1618;31-33 Overige industrie en reparatie;02 Creatieve en taalkundige beroepen;2022;
1619;31-33 Overige industrie en reparatie;02 Creatieve en taalkundige beroepen;2023;
1620;31-33 Overige industrie en reparatie;021 Auteurs en kunstenaars;2018;
1621;31-33 Overige industrie en reparatie;021 Auteurs en kunstenaars;2019;
1622;31-33 Overige industrie en reparatie;021 Auteurs en kunstenaars;2020;
1623;31-33 Overige industrie en reparatie;021 Auteurs en kunstenaars;2021;
1624;31-33 Overige industrie en reparatie;021 Auteurs en kunstenaars;2022;
1625;31-33 Overige industrie en reparatie;021 Auteurs en kunstenaars;2023;
1626;31-33 Overige industrie en reparatie;03 Commerciële beroepen;2018;
1627;31-33 Overige industrie en reparatie;03 Commerciële beroepen;2019;
1628;31-33 Overige industrie en reparatie;03 Commerciële beroepen;2020;
1629;31-33 Overige industrie en reparatie;03 Commerciële beroepen;2021;
1630;31-33 Overige industrie en reparatie;03 Commerciële beroepen;2022;
1631;31-33 Overige industrie en reparatie;03 Commerciële beroepen;2023;
1632;31-33 Overige industrie en reparatie;031 Adviseurs marketing, public relat...;2018;
1633;31-33 Overige industrie en reparatie;031 Adviseurs marketing, public relat...;2019;
1634;31-33 Overige industrie en reparatie;031 Adviseurs marketing, public relat...;2020;
1635;31-33 Overige industrie en reparatie;031 Adviseurs marketing, public relat...;2021;
1636;31-33 Overige industrie en reparatie;031 Adviseurs marketing, public relat...;2022;
1637;31-33 Overige industrie en reparatie;031 Adviseurs marketing, public relat...;2023;
1638;31-33 Overige industrie en reparatie;032 Vertegenwoordigers en inkopers;2018;
1639;31-33 Overige industrie en reparatie;032 Vertegenwoordigers en inkopers;2019;
1640;31-33 Overige industrie en reparatie;032 Vertegenwoordigers en inkopers;2020;
1641;31-33 Overige industrie en reparatie;032 Vertegenwoordigers en inkopers;2021;
1642;31-33 Overige industrie en reparatie;032 Vertegenwoordigers en inkopers;2022;
1643;31-33 Overige industrie en reparatie;032 Vertegenwoordigers en inkopers;2023;
1644;31-33 Overige industrie en reparatie;033 Verkopers;2018;
1645;31-33 Overige industrie en reparatie;033 Verkopers;2019;
1646;31-33 Overige industrie en reparatie;033 Verkopers;2020;
1647;31-33 Overige industrie en reparatie;033 Verkopers;2021;
1648;31-33 Overige industrie en reparatie;033 Verkopers;2022;
1649;31-33 Overige industrie en reparatie;033 Verkopers;2023;
1650;31-33 Overige industrie en reparatie;04 Bedrijfseconomische en administrat...;2018;1.1
1651;31-33 Overige industrie en reparatie;04 Bedrijfseconomische en administrat...;2019;1.4
1652;31-33 Overige industrie en reparatie;04 Bedrijfseconomische en administrat...;2020;0.9
1653;31-33 Overige industrie en reparatie;04 Bedrijfseconomische en administrat...;2021;1.4
1654;31-33 Overige industrie en reparatie;04 Bedrijfseconomische en administrat...;2022;1.8
1655;31-33 Overige industrie en reparatie;04 Bedrijfseconomische en administrat...;2023;
1656;31-33 Overige industrie en reparatie;041 Specialisten bedrijfsbeheer en ad...;2018;
1657;31-33 Overige industrie en reparatie;041 Specialisten bedrijfsbeheer en ad...;2019;
1658;31-33 Overige industrie en reparatie;041 Specialisten bedrijfsbeheer en ad...;2020;
1659;31-33 Overige industrie en reparatie;041 Specialisten bedrijfsbeheer en ad...;2021;
1660;31-33 Overige industrie en reparatie;041 Specialisten bedrijfsbeheer en ad...;2022;
1661;31-33 Overige industrie en reparatie;041 Specialisten bedrijfsbeheer en ad...;2023;
1662;31-33 Overige industrie en reparatie;042 Vakspecialisten bedrijfsbeheer en...;2018;
1663;31-33 Overige industrie en reparatie;042 Vakspecialisten bedrijfsbeheer en...;2019;
1664;31-33 Overige industrie en reparatie;042 Vakspecialisten bedrijfsbeheer en...;2020;
1665;31-33 Overige industrie en reparatie;042 Vakspecialisten bedrijfsbeheer en...;2021;
1666;31-33 Overige industrie en reparatie;042 Vakspecialisten bedrijfsbeheer en...;2022;
1667;31-33 Overige industrie en reparatie;042 Vakspecialisten bedrijfsbeheer en...;2023;
1668;31-33 Overige industrie en reparatie;043 Administratief personeel;2018;
1669;31-33 Overige industrie en reparatie;043 Administratief personeel;2019;
1670;31-33 Overige industrie en reparatie;043 Administratief personeel;2020;
1671;31-33 Overige industrie en reparatie;043 Administratief personeel;2021;
1672;31-33 Overige industrie en reparatie;043 Administratief personeel;2022;
1673;31-33 Overige industrie en reparatie;043 Administratief personeel;2023;
1674;31-33 Overige industrie en reparatie;05 Managers;2018;
1675;31-33 Overige industrie en reparatie;05 Managers;2019;
1676;31-33 Overige industrie en reparatie;05 Managers;2020;
1677;31-33 Overige industrie en reparatie;05 Managers;2021;
1678;31-33 Overige industrie en reparatie;05 Managers;2022;
1679;31-33 Overige industrie en reparatie;05 Managers;2023;
1680;31-33 Overige industrie en reparatie;052 Managers op administratief en com...;2018;
1681;31-33 Overige industrie en reparatie;052 Managers op administratief en com...;2019;
1682;31-33 Overige industrie en reparatie;052 Managers op administratief en com...;2020;
1683;31-33 Overige industrie en reparatie;052 Managers op administratief en com...;2021;
1684;31-33 Overige industrie en reparatie;052 Managers op administratief en com...;2022;
1685;31-33 Overige industrie en reparatie;052 Managers op administratief en com...;2023;
1686;31-33 Overige industrie en reparatie;053 Managers productie en gespecialis...;2018;
1687;31-33 Overige industrie en reparatie;053 Managers productie en gespecialis...;2019;
1688;31-33 Overige industrie en reparatie;053 Managers productie en gespecialis...;2020;
1689;31-33 Overige industrie en reparatie;053 Managers productie en gespecialis...;2021;
1690;31-33 Overige industrie en reparatie;053 Managers productie en gespecialis...;2022;
1691;31-33 Overige industrie en reparatie;053 Managers productie en gespecialis...;2023;
1692;31-33 Overige industrie en reparatie;06 Openbaar bestuur, veiligheid en ju...;2018;
1693;31-33 Overige industrie en reparatie;06 Openbaar bestuur, veiligheid en ju...;2019;
1694;31-33 Overige industrie en reparatie;06 Openbaar bestuur, veiligheid en ju...;2020;
1695;31-33 Overige industrie en reparatie;06 Openbaar bestuur, veiligheid en ju...;2021;
1696;31-33 Overige industrie en reparatie;06 Openbaar bestuur, veiligheid en ju...;2022;
1697;31-33 Overige industrie en reparatie;06 Openbaar bestuur, veiligheid en ju...;2023;
1698;31-33 Overige industrie en reparatie;061 Overheidsambtenaren en -bestuurders;2018;
1699;31-33 Overige industrie en reparatie;061 Overheidsambtenaren en -bestuurders;2019;
1700;31-33 Overige industrie en reparatie;061 Overheidsambtenaren en -bestuurders;2020;
1701;31-33 Overige industrie en reparatie;061 Overheidsambtenaren en -bestuurders;2021;
1702;31-33 Overige industrie en reparatie;061 Overheidsambtenaren en -bestuurders;2022;
1703;31-33 Overige industrie en reparatie;061 Overheidsambtenaren en -bestuurders;2023;
1704;31-33 Overige industrie en reparatie;062 Juristen;2018;
1705;31-33 Overige industrie en reparatie;062 Juristen;2019;
1706;31-33 Overige industrie en reparatie;062 Juristen;2020;
1707;31-33 Overige industrie en reparatie;062 Juristen;2021;
1708;31-33 Overige industrie en reparatie;062 Juristen;2022;
1709;31-33 Overige industrie en reparatie;062 Juristen;2023;
1710;31-33 Overige industrie en reparatie;07 Technische beroepen;2018;6.2
1711;31-33 Overige industrie en reparatie;07 Technische beroepen;2019;7.2
1712;31-33 Overige industrie en reparatie;07 Technische beroepen;2020;5.4
1713;31-33 Overige industrie en reparatie;07 Technische beroepen;2021;7.1
1714;31-33 Overige industrie en reparatie;07 Technische beroepen;2022;7.4
1715;31-33 Overige industrie en reparatie;07 Technische beroepen;2023;
1716;31-33 Overige industrie en reparatie;072 Vakspecialisten natuur en techniek;2018;
1717;31-33 Overige industrie en reparatie;072 Vakspecialisten natuur en techniek;2019;
1718;31-33 Overige industrie en reparatie;072 Vakspecialisten natuur en techniek;2020;
1719;31-33 Overige industrie en reparatie;072 Vakspecialisten natuur en techniek;2021;
1720;31-33 Overige industrie en reparatie;072 Vakspecialisten natuur en techniek;2022;
1721;31-33 Overige industrie en reparatie;072 Vakspecialisten natuur en techniek;2023;
1722;31-33 Overige industrie en reparatie;073 Bouwarbeiders;2018;
1723;31-33 Overige industrie en reparatie;073 Bouwarbeiders;2019;
1724;31-33 Overige industrie en reparatie;073 Bouwarbeiders;2020;
1725;31-33 Overige industrie en reparatie;073 Bouwarbeiders;2021;
1726;31-33 Overige industrie en reparatie;073 Bouwarbeiders;2022;
1727;31-33 Overige industrie en reparatie;073 Bouwarbeiders;2023;
1728;31-33 Overige industrie en reparatie;074 Metaalarbeiders, machinemonteurs;2018;1.6
1729;31-33 Overige industrie en reparatie;074 Metaalarbeiders, machinemonteurs;2019;2.0
1730;31-33 Overige industrie en reparatie;074 Metaalarbeiders, machinemonteurs;2020;1.3
1731;31-33 Overige industrie en reparatie;074 Metaalarbeiders, machinemonteurs;2021;1.7
1732;31-33 Overige industrie en reparatie;074 Metaalarbeiders, machinemonteurs;2022;1.9
1733;31-33 Overige industrie en reparatie;074 Metaalarbeiders, machinemonteurs;2023;
1734;31-33 Overige industrie en reparatie;076 Elektriciens en elektronicamonteurs;2018;
1735;31-33 Overige industrie en reparatie;076 Elektriciens en elektronicamonteurs;2019;
1736;31-33 Overige industrie en reparatie;076 Elektriciens en elektronicamonteurs;2020;
1737;31-33 Overige industrie en reparatie;076 Elektriciens en elektronicamonteurs;2021;
1738;31-33 Overige industrie en reparatie;076 Elektriciens en elektronicamonteurs;2022;
1739;31-33 Overige industrie en reparatie;076 Elektriciens en elektronicamonteurs;2023;
1740;31-33 Overige industrie en reparatie;08 ICT beroepen;2018;
1741;31-33 Overige industrie en reparatie;08 ICT beroepen;2019;
1742;31-33 Overige industrie en reparatie;08 ICT beroepen;2020;
1743;31-33 Overige industrie en reparatie;08 ICT beroepen;2021;
1744;31-33 Overige industrie en reparatie;08 ICT beroepen;2022;
1745;31-33 Overige industrie en reparatie;08 ICT beroepen;2023;
1746;31-33 Overige industrie en reparatie;081 Specialisten ICT;2018;
1747;31-33 Overige industrie en reparatie;081 Specialisten ICT;2019;
1748;31-33 Overige industrie en reparatie;081 Specialisten ICT;2020;
1749;31-33 Overige industrie en reparatie;081 Specialisten ICT;2021;
1750;31-33 Overige industrie en reparatie;081 Specialisten ICT;2022;
1751;31-33 Overige industrie en reparatie;081 Specialisten ICT;2023;
1752;31-33 Overige industrie en reparatie;082 Vakspecialisten ICT;2018;
1753;31-33 Overige industrie en reparatie;082 Vakspecialisten ICT;2019;
1754;31-33 Overige industrie en reparatie;082 Vakspecialisten ICT;2020;
1755;31-33 Overige industrie en reparatie;082 Vakspecialisten ICT;2021;
