ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
359;B-E Nijverheid (geen bouw) en energie;073 Bouwarbeiders;2023;
360;B-E Nijverheid (geen bouw) en energie;074 Metaalarbeiders, machinemonteurs;2018;16.7
361;B-E Nijverheid (geen bouw) en energie;074 Metaalarbeiders, machinemonteurs;2019;18.6
362;B-E Nijverheid (geen bouw) en energie;074 Metaalarbeiders, machinemonteurs;2020;13.0
363;B-E Nijverheid (geen bouw) en energie;074 Metaalarbeiders, machinemonteurs;2021;17.1
364;B-E Nijverheid (geen bouw) en energie;074 Metaalarbeiders, machinemonteurs;2022;17.3
365;B-E Nijverheid (geen bouw) en energie;074 Metaalarbeiders, machinemonteurs;2023;17.0
366;B-E Nijverheid (geen bouw) en energie;076 Elektriciens en elektronicamonteurs;2018;
367;B-E Nijverheid (geen bouw) en energie;076 Elektriciens en elektronicamonteurs;2019;
368;B-E Nijverheid (geen bouw) en energie;076 Elektriciens en elektronicamonteurs;2020;
369;B-E Nijverheid (geen bouw) en energie;076 Elektriciens en elektronicamonteurs;2021;
370;B-E Nijverheid (geen bouw) en energie;076 Elektriciens en elektronicamonteurs;2022;
371;B-E Nijverheid (geen bouw) en energie;076 Elektriciens en elektronicamonteurs;2023;
372;B-E Nijverheid (geen bouw) en energie;08 ICT beroepen;2018;3.9
373;B-E Nijverheid (geen bouw) en energie;08 ICT beroepen;2019;4.4
374;B-E Nijverheid (geen bouw) en energie;08 ICT beroepen;2020;4.5
375;B-E Nijverheid (geen bouw) en energie;08 ICT beroepen;2021;7.2
376;B-E Nijverheid (geen bouw) en energie;08 ICT beroepen;2022;7.2
377;B-E Nijverheid (geen bouw) en energie;08 ICT beroepen;2023;6.3
378;B-E Nijverheid (geen bouw) en energie;081 Specialisten ICT;2018;3.2
379;B-E Nijverheid (geen bouw) en energie;081 Specialisten ICT;2019;3.7
380;B-E Nijverheid (geen bouw) en energie;081 Specialisten ICT;2020;3.8
381;B-E Nijverheid (geen bouw) en energie;081 Specialisten ICT;2021;6.1
382;B-E Nijverheid (geen bouw) en energie;081 Specialisten ICT;2022;6.1
383;B-E Nijverheid (geen bouw) en energie;081 Specialisten ICT;2023;5.3
384;B-E Nijverheid (geen bouw) en energie;082 Vakspecialisten ICT;2018;
385;B-E Nijverheid (geen bouw) en energie;082 Vakspecialisten ICT;2019;
386;B-E Nijverheid (geen bouw) en energie;082 Vakspecialisten ICT;2020;
387;B-E Nijverheid (geen bouw) en energie;082 Vakspecialisten ICT;2021;
388;B-E Nijverheid (geen bouw) en energie;082 Vakspecialisten ICT;2022;
389;B-E Nijverheid (geen bouw) en energie;082 Vakspecialisten ICT;2023;
390;B-E Nijverheid (geen bouw) en energie;10 Zorg en welzijn beroepen;2018;
391;B-E Nijverheid (geen bouw) en energie;10 Zorg en welzijn beroepen;2019;
392;B-E Nijverheid (geen bouw) en energie;10 Zorg en welzijn beroepen;2020;
393;B-E Nijverheid (geen bouw) en energie;10 Zorg en welzijn beroepen;2021;
394;B-E Nijverheid (geen bouw) en energie;10 Zorg en welzijn beroepen;2022;
395;B-E Nijverheid (geen bouw) en energie;10 Zorg en welzijn beroepen;2023;
396;B-E Nijverheid (geen bouw) en energie;101 Artsen, therapeuten en gespeciali...;2018;
397;B-E Nijverheid (geen bouw) en energie;101 Artsen, therapeuten en gespeciali...;2019;
398;B-E Nijverheid (geen bouw) en energie;101 Artsen, therapeuten en gespeciali...;2020;
399;B-E Nijverheid (geen bouw) en energie;101 Artsen, therapeuten en gespeciali...;2021;
400;B-E Nijverheid (geen bouw) en energie;101 Artsen, therapeuten en gespeciali...;2022;
401;B-E Nijverheid (geen bouw) en energie;101 Artsen, therapeuten en gespeciali...;2023;
402;B-E Nijverheid (geen bouw) en energie;102 Specialisten op maatschappelijk g...;2018;
403;B-E Nijverheid (geen bouw) en energie;102 Specialisten op maatschappelijk g...;2019;
404;B-E Nijverheid (geen bouw) en energie;102 Specialisten op maatschappelijk g...;2020;
405;B-E Nijverheid (geen bouw) en energie;102 Specialisten op maatschappelijk g...;2021;
406;B-E Nijverheid (geen bouw) en energie;102 Specialisten op maatschappelijk g...;2022;
407;B-E Nijverheid (geen bouw) en energie;102 Specialisten op maatschappelijk g...;2023;
408;B-E Nijverheid (geen bouw) en energie;103 Vakspecialisten gezondheidszorg;2018;
409;B-E Nijverheid (geen bouw) en energie;103 Vakspecialisten gezondheidszorg;2019;
410;B-E Nijverheid (geen bouw) en energie;103 Vakspecialisten gezondheidszorg;2020;
411;B-E Nijverheid (geen bouw) en energie;103 Vakspecialisten gezondheidszorg;2021;
412;B-E Nijverheid (geen bouw) en energie;103 Vakspecialisten gezondheidszorg;2022;
413;B-E Nijverheid (geen bouw) en energie;103 Vakspecialisten gezondheidszorg;2023;
414;B-E Nijverheid (geen bouw) en energie;105 Verzorgenden;2018;
415;B-E Nijverheid (geen bouw) en energie;105 Verzorgenden;2019;
416;B-E Nijverheid (geen bouw) en energie;105 Verzorgenden;2020;
417;B-E Nijverheid (geen bouw) en energie;105 Verzorgenden;2021;
418;B-E Nijverheid (geen bouw) en energie;105 Verzorgenden;2022;
419;B-E Nijverheid (geen bouw) en energie;105 Verzorgenden;2023;
420;B-E Nijverheid (geen bouw) en energie;11 Dienstverlenende beroepen;2018;
421;B-E Nijverheid (geen bouw) en energie;11 Dienstverlenende beroepen;2019;
422;B-E Nijverheid (geen bouw) en energie;11 Dienstverlenende beroepen;2020;
423;B-E Nijverheid (geen bouw) en energie;11 Dienstverlenende beroepen;2021;
424;B-E Nijverheid (geen bouw) en energie;11 Dienstverlenende beroepen;2022;
425;B-E Nijverheid (geen bouw) en energie;11 Dienstverlenende beroepen;2023;
426;B-E Nijverheid (geen bouw) en energie;111 Medewerkers persoonlijke dienstve...;2018;
427;B-E Nijverheid (geen bouw) en energie;111 Medewerkers persoonlijke dienstve...;2019;
428;B-E Nijverheid (geen bouw) en energie;111 Medewerkers persoonlijke dienstve...;2020;
429;B-E Nijverheid (geen bouw) en energie;111 Medewerkers persoonlijke dienstve...;2021;
430;B-E Nijverheid (geen bouw) en energie;111 Medewerkers persoonlijke dienstve...;2022;
431;B-E Nijverheid (geen bouw) en energie;111 Medewerkers persoonlijke dienstve...;2023;
432;B-E Nijverheid (geen bouw) en energie;112 Schoonmakers en keukenhulpen;2018;
433;B-E Nijverheid (geen bouw) en energie;112 Schoonmakers en keukenhulpen;2019;
434;B-E Nijverheid (geen bouw) en energie;112 Schoonmakers en keukenhulpen;2020;
435;B-E Nijverheid (geen bouw) en energie;112 Schoonmakers en keukenhulpen;2021;
436;B-E Nijverheid (geen bouw) en energie;112 Schoonmakers en keukenhulpen;2022;
437;B-E Nijverheid (geen bouw) en energie;112 Schoonmakers en keukenhulpen;2023;
438;B-E Nijverheid (geen bouw) en energie;12 Transport en logistiek beroepen;2018;
439;B-E Nijverheid (geen bouw) en energie;12 Transport en logistiek beroepen;2019;
440;B-E Nijverheid (geen bouw) en energie;12 Transport en logistiek beroepen;2020;
441;B-E Nijverheid (geen bouw) en energie;12 Transport en logistiek beroepen;2021;
442;B-E Nijverheid (geen bouw) en energie;12 Transport en logistiek beroepen;2022;
443;B-E Nijverheid (geen bouw) en energie;12 Transport en logistiek beroepen;2023;
444;B-E Nijverheid (geen bouw) en energie;121 Bestuurders voertuigen en bediene...;2018;
445;B-E Nijverheid (geen bouw) en energie;121 Bestuurders voertuigen en bediene...;2019;
446;B-E Nijverheid (geen bouw) en energie;121 Bestuurders voertuigen en bediene...;2020;
447;B-E Nijverheid (geen bouw) en energie;121 Bestuurders voertuigen en bediene...;2021;
448;B-E Nijverheid (geen bouw) en energie;121 Bestuurders voertuigen en bediene...;2022;
449;B-E Nijverheid (geen bouw) en energie;121 Bestuurders voertuigen en bediene...;2023;
450;B-E Nijverheid (geen bouw) en energie;122 Hulpkrachten transport en logistiek;2018;
451;B-E Nijverheid (geen bouw) en energie;122 Hulpkrachten transport en logistiek;2019;
452;B-E Nijverheid (geen bouw) en energie;122 Hulpkrachten transport en logistiek;2020;
453;B-E Nijverheid (geen bouw) en energie;122 Hulpkrachten transport en logistiek;2021;
454;B-E Nijverheid (geen bouw) en energie;122 Hulpkrachten transport en logistiek;2022;
455;B-E Nijverheid (geen bouw) en energie;122 Hulpkrachten transport en logistiek;2023;
456;B-F Nijverheid en energie;01 Pedagogische beroepen;2018;
457;B-F Nijverheid en energie;01 Pedagogische beroepen;2019;
458;B-F Nijverheid en energie;01 Pedagogische beroepen;2020;
459;B-F Nijverheid en energie;01 Pedagogische beroepen;2021;
460;B-F Nijverheid en energie;01 Pedagogische beroepen;2022;
461;B-F Nijverheid en energie;01 Pedagogische beroepen;2023;
462;B-F Nijverheid en energie;011 Docenten;2018;
463;B-F Nijverheid en energie;011 Docenten;2019;
464;B-F Nijverheid en energie;011 Docenten;2020;
465;B-F Nijverheid en energie;011 Docenten;2021;
466;B-F Nijverheid en energie;011 Docenten;2022;
467;B-F Nijverheid en energie;011 Docenten;2023;
468;B-F Nijverheid en energie;013 Leidsters kinderopvang en onderw...;2018;
469;B-F Nijverheid en energie;013 Leidsters kinderopvang en onderw...;2019;
470;B-F Nijverheid en energie;013 Leidsters kinderopvang en onderw...;2020;
471;B-F Nijverheid en energie;013 Leidsters kinderopvang en onderw...;2021;
472;B-F Nijverheid en energie;013 Leidsters kinderopvang en onderw...;2022;
473;B-F Nijverheid en energie;013 Leidsters kinderopvang en onderw...;2023;
474;B-F Nijverheid en energie;02 Creatieve en taalkundige beroepen;2018;
475;B-F Nijverheid en energie;02 Creatieve en taalkundige beroepen;2019;
476;B-F Nijverheid en energie;02 Creatieve en taalkundige beroepen;2020;
477;B-F Nijverheid en energie;02 Creatieve en taalkundige beroepen;2021;
478;B-F Nijverheid en energie;02 Creatieve en taalkundige beroepen;2022;
479;B-F Nijverheid en energie;02 Creatieve en taalkundige beroepen;2023;
480;B-F Nijverheid en energie;021 Auteurs en kunstenaars;2018;
481;B-F Nijverheid en energie;021 Auteurs en kunstenaars;2019;
482;B-F Nijverheid en energie;021 Auteurs en kunstenaars;2020;
483;B-F Nijverheid en energie;021 Auteurs en kunstenaars;2021;
484;B-F Nijverheid en energie;021 Auteurs en kunstenaars;2022;
485;B-F Nijverheid en energie;021 Auteurs en kunstenaars;2023;
486;B-F Nijverheid en energie;03 Commerciële beroepen;2018;
487;B-F Nijverheid en energie;03 Commerciële beroepen;2019;
488;B-F Nijverheid en energie;03 Commerciële beroepen;2020;
489;B-F Nijverheid en energie;03 Commerciële beroepen;2021;
490;B-F Nijverheid en energie;03 Commerciële beroepen;2022;
491;B-F Nijverheid en energie;03 Commerciële beroepen;2023;
492;B-F Nijverheid en energie;031 Adviseurs marketing, public relat...;2018;2.3
493;B-F Nijverheid en energie;031 Adviseurs marketing, public relat...;2019;2.1
494;B-F Nijverheid en energie;031 Adviseurs marketing, public relat...;2020;1.7
495;B-F Nijverheid en energie;031 Adviseurs marketing, public relat...;2021;3.0
496;B-F Nijverheid en energie;031 Adviseurs marketing, public relat...;2022;3.5
497;B-F Nijverheid en energie;031 Adviseurs marketing, public relat...;2023;3.4
498;B-F Nijverheid en energie;032 Vertegenwoordigers en inkopers;2018;
499;B-F Nijverheid en energie;032 Vertegenwoordigers en inkopers;2019;
500;B-F Nijverheid en energie;032 Vertegenwoordigers en inkopers;2020;
501;B-F Nijverheid en energie;032 Vertegenwoordigers en inkopers;2021;
502;B-F Nijverheid en energie;032 Vertegenwoordigers en inkopers;2022;
503;B-F Nijverheid en energie;032 Vertegenwoordigers en inkopers;2023;
504;B-F Nijverheid en energie;033 Verkopers;2018;
505;B-F Nijverheid en energie;033 Verkopers;2019;
506;B-F Nijverheid en energie;033 Verkopers;2020;
507;B-F Nijverheid en energie;033 Verkopers;2021;
508;B-F Nijverheid en energie;033 Verkopers;2022;
509;B-F Nijverheid en energie;033 Verkopers;2023;
510;B-F Nijverheid en energie;04 Bedrijfseconomische en administrat...;2018;17.8
511;B-F Nijverheid en energie;04 Bedrijfseconomische en administrat...;2019;17.8
512;B-F Nijverheid en energie;04 Bedrijfseconomische en administrat...;2020;13.0
513;B-F Nijverheid en energie;04 Bedrijfseconomische en administrat...;2021;20.0
514;B-F Nijverheid en energie;04 Bedrijfseconomische en administrat...;2022;23.3
515;B-F Nijverheid en energie;04 Bedrijfseconomische en administrat...;2023;22.1
516;B-F Nijverheid en energie;041 Specialisten bedrijfsbeheer en ad...;2018;3.8
517;B-F Nijverheid en energie;041 Specialisten bedrijfsbeheer en ad...;2019;4.1
518;B-F Nijverheid en energie;041 Specialisten bedrijfsbeheer en ad...;2020;3.4
519;B-F Nijverheid en energie;041 Specialisten bedrijfsbeheer en ad...;2021;5.4
520;B-F Nijverheid en energie;041 Specialisten bedrijfsbeheer en ad...;2022;7.1
521;B-F Nijverheid en energie;041 Specialisten bedrijfsbeheer en ad...;2023;7.6
522;B-F Nijverheid en energie;042 Vakspecialisten bedrijfsbeheer en...;2018;
523;B-F Nijverheid en energie;042 Vakspecialisten bedrijfsbeheer en...;2019;
524;B-F Nijverheid en energie;042 Vakspecialisten bedrijfsbeheer en...;2020;
525;B-F Nijverheid en energie;042 Vakspecialisten bedrijfsbeheer en...;2021;
526;B-F Nijverheid en energie;042 Vakspecialisten bedrijfsbeheer en...;2022;
527;B-F Nijverheid en energie;042 Vakspecialisten bedrijfsbeheer en...;2023;
528;B-F Nijverheid en energie;043 Administratief personeel;2018;
529;B-F Nijverheid en energie;043 Administratief personeel;2019;
530;B-F Nijverheid en energie;043 Administratief personeel;2020;
531;B-F Nijverheid en energie;043 Administratief personeel;2021;
532;B-F Nijverheid en energie;043 Administratief personeel;2022;
533;B-F Nijverheid en energie;043 Administratief personeel;2023;
534;B-F Nijverheid en energie;05 Managers;2018;
535;B-F Nijverheid en energie;05 Managers;2019;
536;B-F Nijverheid en energie;05 Managers;2020;
537;B-F Nijverheid en energie;05 Managers;2021;
538;B-F Nijverheid en energie;05 Managers;2022;
539;B-F Nijverheid en energie;05 Managers;2023;
540;B-F Nijverheid en energie;052 Managers op administratief en com...;2018;
541;B-F Nijverheid en energie;052 Managers op administratief en com...;2019;
542;B-F Nijverheid en energie;052 Managers op administratief en com...;2020;
543;B-F Nijverheid en energie;052 Managers op administratief en com...;2021;
544;B-F Nijverheid en energie;052 Managers op administratief en com...;2022;
545;B-F Nijverheid en energie;052 Managers op administratief en com...;2023;
546;B-F Nijverheid en energie;053 Managers productie en gespecialis...;2018;
547;B-F Nijverheid en energie;053 Managers productie en gespecialis...;2019;
548;B-F Nijverheid en energie;053 Managers productie en gespecialis...;2020;
549;B-F Nijverheid en energie;053 Managers productie en gespecialis...;2021;
550;B-F Nijverheid en energie;053 Managers productie en gespecialis...;2022;
551;B-F Nijverheid en energie;053 Managers productie en gespecialis...;2023;
552;B-F Nijverheid en energie;06 Openbaar bestuur, veiligheid en ju...;2018;
553;B-F Nijverheid en energie;06 Openbaar bestuur, veiligheid en ju...;2019;
554;B-F Nijverheid en energie;06 Openbaar bestuur, veiligheid en ju...;2020;
555;B-F Nijverheid en energie;06 Openbaar bestuur, veiligheid en ju...;2021;
556;B-F Nijverheid en energie;06 Openbaar bestuur, veiligheid en ju...;2022;
557;B-F Nijverheid en energie;06 Openbaar bestuur, veiligheid en ju...;2023;
558;B-F Nijverheid en energie;061 Overheidsambtenaren en -bestuurders;2018;
559;B-F Nijverheid en energie;061 Overheidsambtenaren en -bestuurders;2019;
560;B-F Nijverheid en energie;061 Overheidsambtenaren en -bestuurders;2020;
561;B-F Nijverheid en energie;061 Overheidsambtenaren en -bestuurders;2021;
562;B-F Nijverheid en energie;061 Overheidsambtenaren en -bestuurders;2022;
563;B-F Nijverheid en energie;061 Overheidsambtenaren en -bestuurders;2023;
564;B-F Nijverheid en energie;062 Juristen;2018;
565;B-F Nijverheid en energie;062 Juristen;2019;
566;B-F Nijverheid en energie;062 Juristen;2020;
567;B-F Nijverheid en energie;062 Juristen;2021;
568;B-F Nijverheid en energie;062 Juristen;2022;
569;B-F Nijverheid en energie;062 Juristen;2023;
570;B-F Nijverheid en energie;07 Technische beroepen;2018;86.6
571;B-F Nijverheid en energie;07 Technische beroepen;2019;90.7
572;B-F Nijverheid en energie;07 Technische beroepen;2020;74.3
573;B-F Nijverheid en energie;07 Technische beroepen;2021;99.6
574;B-F Nijverheid en energie;07 Technische beroepen;2022;94.6
575;B-F Nijverheid en energie;07 Technische beroepen;2023;96.2
576;B-F Nijverheid en energie;072 Vakspecialisten natuur en techniek;2018;12.7
577;B-F Nijverheid en energie;072 Vakspecialisten natuur en techniek;2019;14.3
578;B-F Nijverheid en energie;072 Vakspecialisten natuur en techniek;2020;12.3
579;B-F Nijverheid en energie;072 Vakspecialisten natuur en techniek;2021;18.4
580;B-F Nijverheid en energie;072 Vakspecialisten natuur en techniek;2022;17.2
581;B-F Nijverheid en energie;072 Vakspecialisten natuur en techniek;2023;18.3
582;B-F Nijverheid en energie;073 Bouwarbeiders;2018;14.5
583;B-F Nijverheid en energie;073 Bouwarbeiders;2019;13.0
584;B-F Nijverheid en energie;073 Bouwarbeiders;2020;11.9
585;B-F Nijverheid en energie;073 Bouwarbeiders;2021;16.8
586;B-F Nijverheid en energie;073 Bouwarbeiders;2022;13.4
587;B-F Nijverheid en energie;073 Bouwarbeiders;2023;13.4
588;B-F Nijverheid en energie;074 Metaalarbeiders, machinemonteurs;2018;24.4
