ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;RegioS;Perioden;BevolkingOp1Januari_1
2100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ede;2017;113421.0
2101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ede;2018;114682.0
2102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ede;2019;115710.0
2103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ede;2020;117165.0
2104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ede;2021;118530.0
2105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ede;2022;119986.0
2106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2010;8837.0
2107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2011;8845.0
2108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2012;8824.0
2109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2013;8795.0
2110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2014;8779.0
2111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2015;8807.0
2112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2016;8877.0
2113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2017;8999.0
2114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2018;9112.0
2115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2019;9113.0
2116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2020;9247.0
2117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2021;9362.0
2118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemnes;2022;9450.0
2119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2010;
2120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2011;
2121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2012;
2122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2013;
2123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2014;
2124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2015;
2125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2016;
2126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2017;
2127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2018;
2128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2019;
2129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2020;
2130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2021;45587.0
2131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsdelta;2022;45389.0
2132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2010;16426.0
2133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2011;16357.0
2134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2012;16235.0
2135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2013;16083.0
2136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2014;15928.0
2137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2015;15770.0
2138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2016;15815.0
2139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2017;15656.0
2140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2018;15553.0
2141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2019;
2142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2020;
2143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2021;
2144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eemsmond;2022;
2145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2010;18157.0
2146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2011;18166.0
2147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2012;18166.0
2148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2013;18196.0
2149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2014;18183.0
2150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2015;18347.0
2151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2016;18551.0
2152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2017;18554.0
2153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2018;18778.0
2154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2019;19110.0
2155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2020;19313.0
2156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2021;19528.0
2157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eersel;2022;19823.0
2158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2010;11439.0
2159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2011;
2160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2012;
2161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2013;
2162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2014;
2163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2015;
2164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2016;
2165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2017;
2166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2018;
2167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2019;
2168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2020;
2169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2021;
2170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden;2022;
2171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2010;
2172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2011;24940.0
2173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2012;24994.0
2174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2013;25049.0
2175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2014;24979.0
2176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2015;24967.0
2177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2016;25123.0
2178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2017;25297.0
2179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2018;25566.0
2180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2019;25658.0
2181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2020;25768.0
2182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2021;25900.0
2183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eijsden-Margraten;2022;25857.0
2184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2010;213809.0
2185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2011;216036.0
2186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2012;217225.0
2187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2013;218433.0
2188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2014;220920.0
2189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2015;223209.0
2190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2016;224755.0
2191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2017;226868.0
2192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2018;229126.0
2193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2019;231642.0
2194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2020;234394.0
2195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2021;235691.0
2196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eindhoven;2022;238326.0
2197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2010;22176.0
2198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2011;22310.0
2199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2012;22416.0
2200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2013;22510.0
2201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2014;22645.0
2202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2015;22843.0
2203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2016;22929.0
2204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2017;23026.0
2205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2018;23107.0
2206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2019;23086.0
2207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2020;23161.0
2208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2021;23429.0
2209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Elburg;2022;23740.0
2210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2010;109491.0
2211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2011;109259.0
2212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2012;108838.0
2213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2013;108392.0
2214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2014;108052.0
2215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2015;107775.0
2216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2016;107584.0
2217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2017;107490.0
2218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2018;107192.0
2219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2019;107113.0
2220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2020;107048.0
2221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2021;107024.0
2222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Emmen;2022;107856.0
2223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2010;18153.0
2224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2011;18173.0
2225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2012;18268.0
2226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2013;18315.0
2227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2014;18376.0
2228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2015;18345.0
2229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2016;18455.0
2230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2017;18479.0
2231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2018;18476.0
2232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2019;18507.0
2233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2020;18591.0
2234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2021;18637.0
2235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enkhuizen;2022;18620.0
2236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2010;157052.0
2237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2011;157838.0
2238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2012;158048.0
2239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2013;158627.0
2240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2014;158586.0
2241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2015;158553.0
2242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2016;158351.0
2243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2017;158140.0
2244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2018;158261.0
2245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2019;158986.0
2246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2020;159640.0
2247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2021;159732.0
2248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Enschede;2022;160640.0
2249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2010;32881.0
2250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2011;32875.0
2251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2012;32519.0
2252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2013;32385.0
2253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2014;32351.0
2254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2015;32214.0
2255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2016;32282.0
2256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2017;32537.0
2257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2018;32863.0
2258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2019;33145.0
2259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2020;33178.0
2260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2021;33198.0
2261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Epe;2022;33257.0
2262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2010;26264.0
2263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2011;26133.0
2264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2012;26127.0
2265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2013;26120.0
2266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2014;26045.0
2267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2015;26190.0
2268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2016;26507.0
2269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2017;26590.0
2270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2018;26793.0
2271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2019;26858.0
2272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2020;27008.0
2273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2021;27016.0
2274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ermelo;2022;27258.0
2275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2010;41524.0
2276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2011;41800.0
2277;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2012;42048.0
2278;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2013;42274.0
2279;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2014;42357.0
2280;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2015;42503.0
2281;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2016;42832.0
2282;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2017;43027.0
2283;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2018;43532.0
2284;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2019;43774.0
2285;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2020;43878.0
2286;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2021;43869.0
2287;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Etten-Leur;2022;44152.0
2288;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2010;8839.0
2289;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2011;8864.0
2290;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2012;8837.0
2291;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2013;8856.0
2292;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2014;8790.0
2293;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2015;8738.0
2294;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2016;8701.0
2295;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2017;8735.0
2296;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2018;8671.0
2297;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2019;
2298;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2020;
2299;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2021;
2300;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Ferwerderadiel;2022;
2301;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2010;20597.0
2302;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2011;20755.0
2303;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2012;20512.0
2304;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2013;20476.0
2305;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2014;20445.0
2306;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2015;20328.0
2307;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2016;20265.0
2308;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2017;20215.0
2309;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2018;
2310;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2019;
2311;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2020;
2312;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2021;
2313;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Franekeradeel;2022;
2314;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2010;
2315;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2011;
2316;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2012;
2317;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2013;
2318;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2014;51414.0
2319;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2015;51213.0
2320;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2016;
2321;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2017;
2322;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2018;
2323;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2019;
2324;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2020;
2325;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2021;
2326;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Friese Meren;2022;
2327;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2010;
2328;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2011;
2329;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2012;
2330;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2013;
2331;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2014;
2332;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2015;
2333;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2016;51265.0
2334;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2017;51585.0
2335;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2018;51742.0
2336;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2019;51430.0
2337;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2020;51564.0
2338;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2021;51778.0
2339;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Fryske Marren;2022;51597.0
2340;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2010;10303.0
2341;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2011;10225.0
2342;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2012;10194.0
2343;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2013;10196.0
2344;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2014;
2345;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2015;
2346;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2016;
2347;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2017;
2348;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2018;
2349;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2019;
2350;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2020;
2351;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2021;
2352;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gaasterlân-Sleat;2022;
2353;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2010;21087.0
2354;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2011;21307.0
2355;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2012;21471.0
2356;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2013;21513.0
2357;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2014;21571.0
2358;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2015;21574.0
2359;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2016;21630.0
2360;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2017;21504.0
2361;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2018;21517.0
2362;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2019;21515.0
2363;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2020;21544.0
2364;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2021;21770.0
2365;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geertruidenberg;2022;21944.0
2366;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2010;26260.0
2367;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2011;26224.0
2368;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2012;26334.0
2369;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2013;26240.0
2370;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2014;26300.0
2371;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2015;26323.0
2372;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2016;26346.0
2373;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2017;26587.0
2374;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2018;26818.0
2375;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2019;
2376;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2020;
2377;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2021;
2378;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldermalsen;2022;
2379;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2010;38117.0
2380;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2011;38389.0
2381;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2012;38671.0
2382;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2013;38768.0
2383;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2014;38854.0
2384;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2015;38879.0
2385;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2016;38893.0
2386;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2017;39078.0
2387;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2018;39252.0
2388;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2019;39595.0
2389;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2020;39726.0
2390;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2021;40066.0
2391;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Geldrop-Mierlo;2022;40131.0
2392;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gemert-Bakel;2010;28763.0
2393;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gemert-Bakel;2011;28906.0
2394;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gemert-Bakel;2012;29041.0
2395;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gemert-Bakel;2013;29101.0
2396;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gemert-Bakel;2014;29315.0
2397;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Gemert-Bakel;2015;29513.0
